code_insee,long,lat
02804,3.33333,49.3
02112,3.38333,49.9667
02428,3.26667,49.1
02624,3.73333,49.9
02157,3.65,49.6
02522,4.2,49.7833
02526,4.06667,49.7667
02481,3.35,49.8333
02019,3.16667,49.7167
02126,4.18333,49.7667
02034,3.13333,49.4833
02517,3.58333,49.7167
02440,4.05,49.5333
02189,3.85,49.6333
02680,3.38333,49.6
02754,3.16667,49.6667
02367,3.18333,49.7833
02626,3.98333,49.4667
02042,3.36667,49
02739,3.36667,49.45
02272,3.38333,49.2833
02601,4.03333,49.4167
02531,3.63333,49.4167
02005,3.96667,49.4
02498,3.83333,49.5333
02530,3.68333,49.4167
02701,3.3,48.9833
02537,3.45,49.4333
02360,3.96667,49.4333
02131,3.38333,49.4
02438,3.21667,49.2667
02506,3.15,49.3
02556,4.1,49.6667
02662,3.3,49.2
02191,3.58333,49.5167
02176,3.56667,49.4
02026,3.55,48.9333
02569,3.66667,50.0167
02398,3.31667,49.45
02458,3.48333,48.8833
02102,3.75556,49.4656
02109,3.96667,49.8667
02446,3.3,49.7167
02435,4.2,49.8333
02248,3.81667,49.6833
02386,3.66667,49.95
02392,3.3,49.95
02275,4,49.9333
02396,3.71667,49.4167
02160,4,49.7
02693,3.3,49.2333
02056,3.13333,49.7
02606,3.35,49.2333
02291,3.28333,49.9667
02053,3.61667,48.9833
02362,3.11667,49.65
02761,3.98333,49.4167
02170,3.4,49.7833
02722,3.33333,49.3667
02117,3.15,49.7667
02379,3.63333,49.8167
02031,4.2,49.8333
02118,3.36667,49.4333
02123,3.36667,49.7167
02637,3.33333,49.9
02710,3.21667,49.7833
02073,3.9,49.4
02821,3.56667,49.6167
02627,4,49.4667
02145,3.18333,49.6167
02813,3.5,49.7833
02796,3.28333,49.1833
02654,3.73333,49.9
02320,3.21667,49.8
02180,3.6,49.65
02604,3.1,49.75
02058,3.73333,49.4
02719,3.25,49.6
02104,3.85,49.3667
02679,3.21667,49.1167
02591,3.61667,49.7167
02512,3.1,49.1167
02083,3.48333,49.15
02252,3.7,49.4167
02645,3.55,49.0667
02758,3.51667,49.4167
02088,3.71667,49.5
02071,3.15,49.4167
02597,3.65,49.3167
02325,3.48333,48.9167
02542,3.16667,49.6
02675,3.78333,49.4833
02590,3.55,48.95
02120,3.53333,49.3667
02756,3.31667,49.7833
02415,3.16667,49.35
02575,3.5,49.8333
02249,3.48333,49.3
02548,3.68333,49.9667
02091,3.66667,49.3333
02370,3.18,49.9623
02816,3.53333,49.1833
02378,4.05,49.8833
02099,3.31667,49.1167
02377,3.83333,49.85
02077,3.31667,49.3333
02759,3.78333,49.8667
02143,3.25,50
02346,3.76667,49.6
02670,3.81667,49.8833
02671,3.18333,49.5167
02044,4.01667,49.8
02806,3.46667,49.1833
02316,3.15639,49.2581
02633,3.55,49.3
02080,3.58333,49.6
02181,4.08333,49.7167
02173,3.21667,49.6167
02726,3.11667,49.7333
02429,3.61667,49.4833
02186,3.36667,48.9833
02578,3.75,49.4333
02018,3.45,49.5
02453,3.73333,49.3833
02329,3.46667,49.6
02536,3.41667,49.3
02755,3.55,49.5
02441,3.25,49.25
02050,3.75,50.0333
02209,3.55,49
02259,3.15,49.25
02724,3.3,49.1333
02615,3.23333,49.9
02568,3.13333,49.2167
02442,3.53333,49.25
02427,3.55,49.2833
02278,4.06667,49.8667
02161,3.63333,49.0167
02527,3.18333,49.45
02389,3.53333,49.0833
02178,3.73333,49.4667
02061,3.46973,50.0173
02309,3.75,49.5167
02814,3.68333,49.9
02535,4,49.7833
02511,3.48333,49.9
02072,3.85,49.4833
02188,3.76667,49.9167
02533,3.41667,49.2833
02313,3.66473,49.8909
02408,3.61667,49.5667
02674,4.06667,49.7667
02261,3.68333,49.7
02017,3.43333,49.6833
02811,3.66667,49.3833
02156,3.63333,49.6833
02413,3.6,49.5
02335,3.41667,49.6167
02731,3.75,49.8667
02322,3.43333,49.8833
02179,3.61667,49.2667
02528,3.07611,49.3317
02709,3.36667,50.0167
02447,3.45,49.2833
02550,3.7,49.4667
02330,3.23333,49.85
02084,3.23333,49.0167
02468,3.76667,49.7333
02416,3.76667,49.8333
02193,3.6,49.1667
02234,3.78333,49.4333
02228,3.55,49.0667
02610,3.26667,49.4
02347,3.46667,49.05
02404,3.98333,49.85
02515,3.56667,48.9833
02423,3.33333,49.4833
02607,3.3,49.3333
02715,3.68333,49.35
02090,3.3,49.2167
02012,3.4,49.3167
02623,3.86667,49.7833
02658,3.18333,49.8167
02655,3.6,49.15
02444,3.81667,49.7833
02185,3.18333,49.1333
02263,3.61667,49.3667
02292,3.41667,49.0333
02772,3.15,49.8167
02103,3.7,50.0167
02304,3.36667,49.6667
02684,4.13333,49.9167
02142,3.23333,49.8
02480,3.55,49.7
02082,3.41667,49.2333
02200,3.95,49.6667
02212,3.28333,49.6167
02331,3.80945,49.81
02022,3.46667,49.25
02136,3.9,49.7833
02649,3.38333,49.15
02207,3.16667,49.6333
02826,3.83333,49.8333
02132,3.51667,49.5833
02640,3.45,49.7167
02620,3.55,49.4
02414,3.70833,49.95
02245,3.31667,49.4167
02807,3.2,49.65
02774,3.13333,49.9167
02029,3.16667,49.85
02068,3.75806,49.7787
02356,3.35,49.15
02224,3.57195,49.3381
02727,3.66667,49.75
02713,3.53333,49.2
02353,3.73333,49.6667
02203,3.41667,49.1667
02469,3.8,49.9
02449,3.23333,49.1667
02736,3.23333,49.4333
02345,3.28333,49.7333
02614,3.21667,49.9
02748,3.60695,49.077
02802,3.99334,49.6612
02014,3.3,49.6
02165,3.38333,49.65
02800,3.45,48.9667
02448,3.84167,49.6583
02555,3.31667,48.9667
02735,3.55,49.2833
02676,3.85,49.5167
02393,3.5,49.3
02765,3.55,49.5333
02422,3.61667,49.9333
02008,3.51639,49.4348
02301,3.46667,49.5333
02175,3.3,49.4333
02792,3.21667,49.0833
02484,3.5,49.0667
02344,3.86667,49.4
02632,3.38333,49.5167
02712,3.56667,49.1833
02745,3.73333,49.6833
02628,3.13333,49.3
02425,4.15,49.85
02239,3.5,49.05
02563,3.55,49.9
02465,3.21667,49.0667
02327,3.1,49.8167
02834,3.43333,49.5333
02737,3.91667,49.7333
02699,3.48333,49.2167
02274,3.86667,49.6667
02572,4.01667,49.3833
02486,3.8,49.6333
02543,3.26667,49.1667
02738,3.3,49.65
02307,3.11667,49.1667
02052,3.38333,49.5333
02782,3.16667,49.9333
02577,3.56667,49.4333
02721,3.43333,49.8
02424,3.33333,49.4333
02241,3.35,49.1667
02598,3.23333,49.3833
02298,3.65,49.9833
02129,3.56667,49.2667
02324,3.86667,50.0333
02152,3.51667,49.3333
02823,3.8,49.7833
02687,3.18333,49.3167
02683,3.53333,50.05
02538,3.4,49.2
02704,3.2,49.5
02508,3.66667,49.4833
02677,3.53333,49.0167
02294,3.58333,49.5333
02302,3.17639,49.2242
02433,4.01667,49.6833
02775,3.35,49.7167
02318,3.28333,49.55
02222,3.45,49.6833
02154,3.4,49.3
02711,3.45,49.35
02003,3.41667,49.35
02786,3.31667,49.5333
02054,3.61861,49.3073
02472,3.8,49.5333
02372,3.35,49.2667
02763,3.48333,49.35
02479,3.7,49.35
02216,3.21667,49.25
02100,3.21667,49.9833
02121,3.35,49.1833
02119,3.43333,49.15
02127,3.43333,49.1833
02315,3.2,49.7167
02583,3.65,49.4667
02101,3.86667,49.7333
02485,3.25,49.3333
02732,3.45,49.7333
02256,4.03333,49.7667
02402,3.08333,49.8333
02766,3.48333,49.4667
02201,3.15,49.3333
02280,3.45,49.1
02805,3.35,49.3833
02009,3.36667,49.75
02729,3.13333,49.3167
02021,4.11667,49.7417
02589,3.53333,49.4667
02343,3.11667,49.7833
02547,3.71667,49.7833
02062,3.3,49.1
02581,3.6,49.3333
02407,3.55,49.55
02714,3.45,49.3667
02046,3.65,49.6333
02631,3.13333,49.5667
02149,3.33333,49.75
02306,3.56667,49.7333
02635,3.33333,49.95
02137,3.25,49.0833
02070,3.5,49.8667
02418,3.86667,49.9333
02697,3.73333,49.5833
02358,3.53333,49.9333
02450,3.55,49.8833
02312,3.91667,50
02716,3.35,49.6167
02076,4,49.3833
02576,3.21667,49.4
02787,3.66667,49.65
02473,3.38333,49.7
02830,3.6,50.0167
02047,3.63333,49.65
02276,3.8,49.9167
02028,3.68333,49.5667
02337,3.9,49.9333
02454,3.98333,49.5167
02456,3.16667,49.5667
02048,3.68333,49.6667
02035,3.65,49.85
02567,4.01667,49.9333
02470,4.13333,49.8667
02049,3.32806,49.5787
02279,3.35,49.1
02001,3.18333,49.6
02376,3.51667,49.8667
02066,3.31667,49.75
02546,3.15,49.6833
02753,3.6,49.95
02789,3.9,49.8333
02269,3.68333,49.9667
02681,3.81667,49.8
02585,3.335,49.2787
02688,3.82361,49.8195
02520,3.58333,49.3
02523,3.63333,49.2833
02187,3.43333,49.0333
02254,3.18333,49.35
02182,3.73333,49.8167
02513,3.91667,49.6833
02106,3.65,49.4
02669,3.6,49.0167
02220,3.63639,49.2012
02619,3.4,49.55
02229,3.8,49.5167
02395,3.35,49.5167
02197,3.98333,49.9833
02708,3.33333,49.9167
02004,3.95,49.7167
02656,3.81667,49.3667
02618,3.38333,50
02199,3.23333,49.7333
02164,3.55,49.1167
02010,3.45,49.4667
02524,3.48333,49.0667
02586,4.16667,49.7333
02190,3.43333,49.4
02030,3.26667,50.0333
02505,3.45,48.95
02038,4.2257,49.7667
02326,3.2,49.4167
02236,3.31667,49.4833
02525,3.31667,49.8667
02551,3.4,49.45
02255,3.56667,49.4
02467,3.21667,49.1833
02808,3.18333,49.95
02013,3.91667,49.4833
02323,3.36667,49.9167
02266,4.08333,49.7167
02293,3.45,49.9333
02650,3.98333,50.0333
02529,3.66667,49.6833
02666,4.13333,49.7167
02455,3.73333,49.9
02063,3.25,49.9167
02150,3.66667,49.45
02519,4.06667,49.6667
02678,4.07139,49.7195
02544,4.03333,49.9333
02085,3.4,49.1
02295,3.91667,49.9
02075,3.38333,49.7667
02742,3.8,49.75
02401,3.86667,49.85
02006,3.53333,49.9333
02243,3.36667,49.4
02381,4.08333,49.9167
02043,3.28333,49.4667
02039,3.8,49.7
02147,3.46611,48.8648
02210,3.45,49.4
02093,3.15,49.5167
02510,3.55,49.0167
02784,3.55,49.9667
02723,4.08333,49.7
02667,3.25,49.3667
02410,3.05,49.2667
02725,3.95,49.95
02791,3.73333,49.5333
02430,3.80445,49.6095
02172,3.26667,49.3167
02829,3.38333,49.4333
02571,3.31667,49.8833
02596,3.28333,48.95
02487,3.43333,49.3833
02246,3.15,49.7
02587,3.71667,49.5333
02204,4.08333,49.7833
02319,3.4,49.9
02273,3.12889,49.7506
02661,3.53333,49.5167
02406,3.36667,49.5
02720,3.9,49.5667
02069,4.11667,49.6667
02648,3.46667,49.8
02668,3.7,49.8167
02311,3.55,49.4667
02183,3.58333,49.4667
02501,3.73333,49.5167
02125,3.15,49.1
02734,3.03333,49.3167
02363,3.26667,49.5167
02334,3.41667,49.95
02562,3.2,49.4333
02451,3.28333,49.9333
02253,3.25,49.4167
02499,3.51667,49.5333
02824,3.65,49.5167
02504,3.2575,49.7387
02612,3.61667,49.3833
02359,3.26667,49.8
02087,3.26667,49.45
02459,3.4,49.8333
02110,3.53333,49.3333
02573,3.7,49.5167
02461,3.15,49.6
02194,3.83333,49.7333
02371,3.31667,49.8333
02659,3.31667,49.85
02653,3.33333,48.9833
02270,3.11667,49.7667
02773,3.6,49.35
02651,3.41667,49.6333
02514,3.1,49.3667
02384,3.85,49.7833
02600,3.78333,49.65
02265,4.13333,49.75
02114,3.43333,49.05
02033,3.8,49.5
02582,3.7,49.4167
02560,3.46667,49.6833
02491,3.61584,49.7698
02634,4.15,49.7083
02258,3.2,49.15
02595,3.56667,49.0667
02417,3.16667,49.9833
02250,3.76667,49.3833
02385,3.7,49.7833
02089,3.38333,49.3667
02064,3.33333,49.3667
02613,3.81667,49.4167
02264,4.01667,49.6333
02242,3.24,48.98
02226,3.31667,49.35
02086,3.21667,49.5833
02060,3.1,49.8167
02622,3.26667,49.1333
02167,3.5,49.3833
02297,3.33333,49.0833
02025,3.18333,49.7667
02336,3.25,49.6667
02832,3.73333,49.8833
02685,3.41667,49.6
02355,3.25,49.8833
02094,3.45,49.0333
02817,3.63333,49.3
02477,3.28333,49.3833
02184,3.56667,49.75
02057,3.3,50
02672,3.16667,49.3667
02828,3.41667,49.4167
02757,3.58333,49.9333
02799,3.28333,49.2833
02139,3.15,49.6167
02553,4.05,49.5667
02777,3.45,48.8667
02138,3.35,49.3167
02391,4.05,49.8
02213,3.53333,49.0333
02744,3.26667,49.0833
02219,3.33333,49.5333
02350,3.85473,49.6689
02594,3.2,49.1667
02507,3.33333,49.1833
02503,3.48333,49.8333
02764,3.73333,49.4167
02452,3.2,49.8833
02652,3.81667,49.7667
02779,3.63333,49.9667
02198,3.36667,49.4333
02797,3.61667,49.3833
02364,3.83333,49.35
02476,3.55,49.9833
02144,3.1,49.8667
02580,3.35,49.2
02361,3.63333,49.9
02159,3.25,49.5333
02690,3.91667,49.6167
02625,3.56667,49.9
02011,3.18333,49.3833
02647,3.58333,50.05
02752,3.15,49.75
02333,3.36973,49.5539
02108,3.54139,49.5281
02552,3.46667,49.85
02696,3.81667,49.5
02463,3.78333,49.8
02079,4.11667,49.8333
02374,3.28333,49.9167
02124,3.38028,49.7437
02608,4.01667,49.8
02702,3.18333,49.8
02629,3.66667,49.85
02195,3.46667,49.3667
02244,3.75,49.9167
02267,3.21667,49.3333
02296,3.15,49.8167
02192,3.25,49.2
02403,3.6,49.8167
02718,3.15,49.2
02539,3.25,49.95
02432,3.55,49.3167
02032,3.11667,49.7833
02493,3.7,49.6167
02251,4.10973,49.7614
02636,3.41667,49.8167
02815,3.1,49.7833
02155,3.51667,49.5167
02794,3.7,49.1833
02409,3.96667,49.6167
02332,3.55,49.15
02665,3.38333,49.2333
02211,3.95,49.4167
02146,3.56667,49.0167
02153,3.48333,49.5667
02223,3.5,49
02781,3.41667,49.0667
02728,3.9,49.9167
02740,3.95,49.8167
02475,4,49.4167
02098,3.35,49
02231,3.51667,49.65
02174,3.51667,49.4833
02339,3.18333,49.1
02743,4.07695,49.6495
02707,3.38333,49.5667
02541,4.03333,49.4333
02097,3.95,49.6167
02490,3.56667,49.4833
02818,3.26723,48.9931
02348,3.71667,49.35
02397,3.23333,49.7167
02240,3.4,49.9167
02074,3.38333,49.6167
02130,4.08333,49.8833
02695,3.61667,49.3
02405,4.05,49.8667
02349,3.84917,49.4967
02205,3.65,49.4833
02540,3.41667,49.0167
02141,3.91639,49.9773
02007,3.81667,49.4833
02785,3.15,49.8667
02509,3.3,49.1
02689,3.88333,49.7167
02148,3.48333,49.4167
02299,4.03333,49.4333
02328,3.48333,49.05
02534,3.75,49.3667
02171,3.78333,49.3833
02639,3.28333,49.7167
02497,3.55334,49.5373
02163,3.28528,48.9773
02168,3.4,49.05
02282,3.73333,49.55
02767,3.28056,49.4137
02169,3.68333,49.75
02822,3.1,49.3
02232,3.05,49.2333
02663,3.35,49.3333
02741,3.46667,49.8167
02554,3.4,49.0167
02162,3.38333,48.95
02208,3.78333,49.3833
02354,4.18333,49.7333
02574,4.01667,49.9
02002,3.38333,49.6833
02420,3.33333,49.9
02431,3.28333,49.6833
02368,3.05,49.2833
02474,3.26667,49.7
02426,3.31667,49.9333
02570,3.13333,49.7167
02206,3.7,49.85
02770,3.3,49.3667
02760,3.56667,50.0167
02646,3.7,49.3667
02831,4.2,49.9
02783,3.58333,49.9333
02749,3.16973,49.1931
02559,3.48333,49.7
02812,3.26667,49.2667
02135,3.83333,49.9667
02225,3.26667,49.1167
02564,3.33333,49.3333
02694,3.16667,49.75
02059,3.33333,49.65
02621,3.61667,49.5167
02492,3.48333,49.6667
02502,4.01723,49.6956
02798,3.4,48.9
02466,3.2,49.1833
02040,3.85,49.9
02532,3.36667,49.75
02020,4.2165,49.8833
02286,3.75,49.9833
02750,3.23333,49.5167
02303,3.25,49.8667
02369,3.98333,49.8
02387,3.35,49.8
02122,3.4825,49.6009
02380,3.28333,49.7333
02411,3.31667,49.15
02382,3.21667,49.8667
02457,3.81667,49.5833
02592,3.55,49.7667
02795,3.11667,49.4
02801,3.98333,49.7333
02793,3.23333,49.4667
02116,3.96667,49.7833
02644,3.01667,49.3167
02308,3.67834,50.042
02215,3.81667,49.4667
02317,3.15,49.8
02616,3.28333,49.5
02518,3.53333,48.9667
02277,3.25,49.4667
02819,4.05,49.7167
02516,3.8,49.75
02096,3.65,49.7167
02641,4.05,49.7333
02746,3.35,49.6833
02421,3.5,49.3
02237,3.61667,49.7
02705,4,49.5667
02549,3.33333,49.8167
02105,3.3,49.0667
02055,4.15,49.8333
02558,3.78333,50.0167
02283,3.71667,49.7167
02820,3.25,49.6333
02434,3.46667,49.5167
02271,3.63333,49.2333
02733,3.46667,49.55
02262,3.35,49.6333
02489,3.53333,49.5667
02803,3.84973,49.4278
02024,3.75,49.4833
02673,3.13333,49.4167
02357,3.88333,49.7833
02238,3.51389,49.6042
02128,3.66667,49.5167
02081,3.15,49.6167
02768,3.4,49.4833
02166,3.5,49.0833
02460,3.73333,49.7333
02196,3.56667,49.55
02351,3.66667,49.1667
02464,3.4,49.4333
02051,3.55,49.0833
02602,3.45,49.4833
02111,3.41667,49.5167
02762,3.15,49.4667
02287,3.28333,49.7667
02177,3.68333,49.5167
02288,3.36667,49.9
02462,3.55,49.25
02691,3.28333,49.85
02776,3.21667,50.0167
02214,3.23333,49.8
02496,3.21667,49.15
