CodCirLg,Inscrits,Abstentions,Votants,Blancs,Nuls,Exprimes,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NumPanneauCand,NbVoix,codeDepartement,code_dep_min,code_dep,id_circo,entete
02,78732,38867,39865,372,110,39383,PERETTI,Sébastien,M.,DIV,Divers,17,0,013,13,13,13002,
03,73503,43611,29892,421,211,29260,CHARIN,Simone,Mme,DLF,Debout la France,1,314,013,13,13,13003,
03,73503,43611,29892,421,211,29260,MAGGIO,Antoine,M.,EXD,Extrême droite,2,364,013,13,13,13003,
03,73503,43611,29892,421,211,29260,RAVIER,Stéphane,M.,FN,Front National,3,9024,013,13,13,13003,
03,73503,43611,29892,421,211,29260,MOUACI,Karim,M.,ECO,Ecologiste,4,493,013,13,13,13003,
03,73503,43611,29892,421,211,29260,ESPINOSA,Victor Hugo,M.,DVG,Divers gauche,5,120,013,13,13,13003,
03,73503,43611,29892,421,211,29260,MASSE,Christophe,M.,DVG,Divers gauche,6,0,013,13,13,13003,
03,73503,43611,29892,421,211,29260,SOILIHI,Sarah,Mme,FI,La France insoumise,7,5403,013,13,13,13003,
03,73503,43611,29892,421,211,29260,SALI,Djara,Mme,ECO,Ecologiste,8,19,013,13,13,13003,
03,73503,43611,29892,421,211,29260,LOUIS,Alexandra,Mme,REM,La République en marche,9,7284,013,13,13,13003,
03,73503,43611,29892,421,211,29260,MORGANTI,Sabrina,Mme,ECO,Ecologiste,10,467,013,13,13,13003,
03,73503,43611,29892,421,211,29260,DI MARINO,Anne,Mme,SOC,Parti socialiste,11,1306,013,13,13,13003,
03,73503,43611,29892,421,211,29260,HAROUCHE,Karine,Mme,EXD,Extrême droite,12,79,013,13,13,13003,
03,73503,43611,29892,421,211,29260,MOUMINI,Fatou,Mme,DVG,Divers gauche,13,82,013,13,13,13003,
03,73503,43611,29892,421,211,29260,CECCALDI,Anne,Mme,REG,Régionaliste,14,77,013,13,13,13003,
03,73503,43611,29892,421,211,29260,ZIDANE,Farid,M.,DIV,Divers,15,206,013,13,13,13003,
03,73503,43611,29892,421,211,29260,MIRON,Richard,M.,LR,Les Républicains,16,3778,013,13,13,13003,
03,73503,43611,29892,421,211,29260,GRANDEL,Jacqueline,Mme,EXG,Extrême gauche,17,244,013,13,13,13003,
04,59698,34540,25158,304,193,24661,KERGOMARD,Jean,M.,DVG,Divers gauche,1,221,013,13,13,13004,
04,59698,34540,25158,304,193,24661,MARTI,Jeanne,Mme,FN,Front National,2,2692,013,13,13,13004,
04,59698,34540,25158,304,193,24661,SHILLING-FORD,Jean-Victor,M.,DIV,Divers,3,23,013,13,13,13004,
04,59698,34540,25158,304,193,24661,RICHARD,Ferdinand,M.,DVG,Divers gauche,4,133,013,13,13,13004,
04,59698,34540,25158,304,193,24661,CARPENTIER,Martine,Mme,EXD,Extrême droite,5,111,013,13,13,13004,
04,59698,34540,25158,304,193,24661,AKHAZZANE,Nora,Mme,DIV,Divers,6,191,013,13,13,13004,
04,59698,34540,25158,304,193,24661,BRET,Cyril,M.,DIV,Divers,7,148,013,13,13,13004,
04,59698,34540,25158,304,193,24661,VERSINI,Corinne,Mme,REM,La République en marche,8,5587,013,13,13,13004,
04,59698,34540,25158,304,193,24661,TAHIRI,Léo Hassan,M.,DIV,Divers,9,89,013,13,13,13004,
04,59698,34540,25158,304,193,24661,GANDON,Lydie,Mme,ECO,Ecologiste,10,409,013,13,13,13004,
04,59698,34540,25158,304,193,24661,MÉLENCHON,Jean-Luc,M.,FI,La France insoumise,11,8460,013,13,13,13004,
04,59698,34540,25158,304,193,24661,NAÏLI,Mohamed,M.,DIV,Divers,12,155,013,13,13,13004,
04,59698,34540,25158,304,193,24661,DUPLAIX,Gabriel,M.,DLF,Debout la France,13,147,013,13,13,13004,
04,59698,34540,25158,304,193,24661,BOUDOUAYA,Selma,Mme,DVD,Divers droite,14,0,013,13,13,13004,
04,59698,34540,25158,304,193,24661,BOUHET-MASSIANI,Julie,Mme,REG,Régionaliste,15,37,013,13,13,13004,
04,59698,34540,25158,304,193,24661,BIAGGI,Solange,Mme,LR,Les Républicains,16,2621,013,13,13,13004,
04,59698,34540,25158,304,193,24661,BONNET,Isabelle,Mme,EXG,Extrême gauche,17,178,013,13,13,13004,
04,59698,34540,25158,304,193,24661,ABOUBACAR,Halidi,M.,DVG,Divers gauche,18,200,013,13,13,13004,
04,59698,34540,25158,304,193,24661,MENNUCCI,Patrick,M.,SOC,Parti socialiste,19,3065,013,13,13,13004,
04,59698,34540,25158,304,193,24661,ETOUNDI,Zita,Mme,DIV,Divers,20,194,013,13,13,13004,
05,69062,35317,33745,467,106,33172,THEVENIN,Patrick,M.,DVD,Divers droite,1,431,013,13,13,13005,
05,69062,35317,33745,467,106,33172,DAVI,Hendrik,M.,FI,La France insoumise,2,6296,013,13,13,13005,
05,69062,35317,33745,467,106,33172,SLAMA,Grégory,M.,DIV,Divers,3,55,013,13,13,13005,
05,69062,35317,33745,467,106,33172,CASTANET,Yves,M.,ECO,Ecologiste,4,556,013,13,13,13005,
05,69062,35317,33745,467,106,33172,MADROLLE,Christophe,M.,ECO,Ecologiste,5,892,013,13,13,13005,
05,69062,35317,33745,467,106,33172,BELENGUIER,Jean-Claude,M.,DVD,Divers droite,6,3,013,13,13,13005,
05,69062,35317,33745,467,106,33172,MIMOUN,Akim,M.,DVG,Divers gauche,7,143,013,13,13,13005,
05,69062,35317,33745,467,106,33172,DI NOCERA,Maurice,M.,DVD,Divers droite,8,794,013,13,13,13005,
05,69062,35317,33745,467,106,33172,LUC,Jean-François,M.,FN,Front National,9,4764,013,13,13,13005,
05,69062,35317,33745,467,106,33172,RACON-BOUZON,Cathy,Mme,REM,La République en marche,10,9621,013,13,13,13005,
05,69062,35317,33745,467,106,33172,AZOUAOU,Ahmed,M.,ECO,Ecologiste,11,156,013,13,13,13005,
05,69062,35317,33745,467,106,33172,MALHOLE,Nathalie,Mme,EXG,Extrême gauche,12,159,013,13,13,13005,
05,69062,35317,33745,467,106,33172,VANETTI,Daniel,M.,ECO,Ecologiste,13,833,013,13,13,13005,
05,69062,35317,33745,467,106,33172,MOUROT,Philippe,M.,DVD,Divers droite,14,56,013,13,13,13005,
05,69062,35317,33745,467,106,33172,DESILLE,Sébastien,M.,RDG,Parti radical de gauche,15,447,013,13,13,13005,
05,69062,35317,33745,467,106,33172,RAYNAUD,Corinne,Mme,EXG,Extrême gauche,16,67,013,13,13,13005,
05,69062,35317,33745,467,106,33172,TOMASI,Anne,Mme,REG,Régionaliste,17,56,013,13,13,13005,
05,69062,35317,33745,467,106,33172,BOURGEAT,Victoire,Mme,DIV,Divers,18,32,013,13,13,13005,
05,69062,35317,33745,467,106,33172,ZIEBA,Pierre-Frédéric,M.,DIV,Divers,19,0,013,13,13,13005,
05,69062,35317,33745,467,106,33172,MORAINE,Yves,M.,LR,Les Républicains,20,6253,013,13,13,13005,
05,69062,35317,33745,467,106,33172,GASPAR,Sophie,Mme,DIV,Divers,21,157,013,13,13,13005,
05,69062,35317,33745,467,106,33172,PASQUET,Isabelle,Mme,COM,Parti communiste français,22,1035,013,13,13,13005,
05,69062,35317,33745,467,106,33172,GOUIN,Mathilde,Mme,DLF,Debout la France,23,366,013,13,13,13005,
06,75665,41506,34159,370,93,33696,BEZ,Eléonore,Mme,FN,Front National,1,6171,013,13,13,13006,
06,75665,41506,34159,370,93,33696,LEPRETTRE,Eléonore,Mme,MDM,Modem,2,11169,013,13,13,13006,
06,75665,41506,34159,370,93,33696,PERGAMENTER,Elisa,Mme,DIV,Divers,3,156,013,13,13,13006,
06,75665,41506,34159,370,93,33696,LAUMONIER,Dominique,M.,ECO,Ecologiste,4,493,013,13,13,13006,
06,75665,41506,34159,370,93,33696,LABIBES,Abdel,M.,DVD,Divers droite,5,0,013,13,13,13006,
06,75665,41506,34159,370,93,33696,VILLENEUVE,Michel,M.,RDG,Parti radical de gauche,6,138,013,13,13,13006,
06,75665,41506,34159,370,93,33696,DUFOUR,David,M.,ECO,Ecologiste,7,121,013,13,13,13006,
06,75665,41506,34159,370,93,33696,TEISSIER,Guy,M.,LR,Les Républicains,8,8659,013,13,13,13006,
06,75665,41506,34159,370,93,33696,VIDAL,Vincent,M.,EXD,Extrême droite,9,254,013,13,13,13006,
06,75665,41506,34159,370,93,33696,GONÇALVES,Anthony,M.,COM,Parti communiste français,10,969,013,13,13,13006,
06,75665,41506,34159,370,93,33696,MOREL,Véronique,Mme,EXG,Extrême gauche,11,131,013,13,13,13006,
06,75665,41506,34159,370,93,33696,BRUN,Stéphanie,Mme,DVD,Divers droite,12,54,013,13,13,13006,
06,75665,41506,34159,370,93,33696,MENCHON,Hervé,M.,ECO,Ecologiste,13,1115,013,13,13,13006,
06,75665,41506,34159,370,93,33696,PUCCINI,Véronique,Mme,DLF,Debout la France,14,315,013,13,13,13006,
06,75665,41506,34159,370,93,33696,DUFOUR,Clément,M.,DIV,Divers,15,57,013,13,13,13006,
06,75665,41506,34159,370,93,33696,GAL,Annie,Mme,FI,La France insoumise,16,3894,013,13,13,13006,
07,65450,44109,21341,446,127,20768,JIBRAYEL,Henri,M.,SOC,Parti socialiste,1,3511,013,13,13,13007,
07,65450,44109,21341,446,127,20768,FRUCTUS,Arlette,Mme,UDI,Union des Démocrates et Indépendants,2,1121,013,13,13,13007,
07,65450,44109,21341,446,127,20768,PÉCOUT,Danièle,Mme,EXG,Extrême gauche,3,188,013,13,13,13007,
07,65450,44109,21341,446,127,20768,VOGUIE,Albert,M.,ECO,Ecologiste,4,112,013,13,13,13007,
07,65450,44109,21341,446,127,20768,HADJ-CHIKH,Haouaria,Mme,DVG,Divers gauche,5,533,013,13,13,13007,
07,65450,44109,21341,446,127,20768,ZIDANE,Nadia,Mme,DIV,Divers,6,288,013,13,13,13007,
07,65450,44109,21341,446,127,20768,DUPUY,Martine,Mme,EXG,Extrême gauche,7,95,013,13,13,13007,
07,65450,44109,21341,446,127,20768,GRECH,Sophie,Mme,FN,Front National,8,4789,013,13,13,13007,
07,65450,44109,21341,446,127,20768,COPPOLA,Jean-Marc,M.,COM,Parti communiste français,9,1661,013,13,13,13007,
07,65450,44109,21341,446,127,20768,MOHAMED,Youssouf,M.,ECO,Ecologiste,10,102,013,13,13,13007,
07,65450,44109,21341,446,127,20768,VLAEMYNCK,Emea Brigitte,Mme,ECO,Ecologiste,11,235,013,13,13,13007,
07,65450,44109,21341,446,127,20768,YAKOUBI,Katia,Mme,DVG,Divers gauche,12,31,013,13,13,13007,
07,65450,44109,21341,446,127,20768,BRINIS,Ouali,M.,FI,La France insoumise,13,3064,013,13,13,13007,
07,65450,44109,21341,446,127,20768,CORTEGGIANI,Jean-Marc,M.,DLF,Debout la France,14,362,013,13,13,13007,
07,65450,44109,21341,446,127,20768,AHAMADA,Saïd,M.,REM,La République en marche,15,4125,013,13,13,13007,
07,65450,44109,21341,446,127,20768,FRENTZEL,Lydia,Mme,ECO,Ecologiste,16,551,013,13,13,13007,
08,100094,52788,47306,729,291,46286,CANTINOL,Michel,M.,ECO,Ecologiste,1,672,013,13,13,13008,
08,100094,52788,47306,729,291,46286,BEGHOUACH,Khaled,M.,DVG,Divers gauche,2,553,013,13,13,13008,
08,100094,52788,47306,729,291,46286,MONTÉNÉRO,Geneviève,Mme,DIV,Divers,3,248,013,13,13,13008,
08,100094,52788,47306,729,291,46286,ASSIOURAS,Véronique,Mme,RDG,Parti radical de gauche,4,324,013,13,13,13008,
08,100094,52788,47306,729,291,46286,RAVENET,Jérôme,M.,ECO,Ecologiste,5,221,013,13,13,13008,
08,100094,52788,47306,729,291,46286,SAINTAGNE,Mathieu,M.,ECO,Ecologiste,6,1029,013,13,13,13008,
08,100094,52788,47306,729,291,46286,PERI,Christian,M.,DIV,Divers,7,326,013,13,13,13008,
08,100094,52788,47306,729,291,46286,DALBIN,Sandra,Mme,LR,Les Républicains,8,7062,013,13,13,13008,
08,100094,52788,47306,729,291,46286,FRATE,Michel,M.,COM,Parti communiste français,9,931,013,13,13,13008,
08,100094,52788,47306,729,291,46286,ACAR,Clément,M.,SOC,Parti socialiste,10,1202,013,13,13,13008,
08,100094,52788,47306,729,291,46286,BAZZALI,Rémy,M.,EXG,Extrême gauche,11,204,013,13,13,13008,
08,100094,52788,47306,729,291,46286,GRAINDORGE,Nadia,Mme,FI,La France insoumise,12,5103,013,13,13,13008,
08,100094,52788,47306,729,291,46286,PUJOL,Christiane,Mme,DLF,Debout la France,13,997,013,13,13,13008,
08,100094,52788,47306,729,291,46286,TINELLI,Ange,M.,DIV,Divers,14,365,013,13,13,13008,
08,100094,52788,47306,729,291,46286,ZULESI,Jean-Marc,M.,REM,La République en marche,15,15850,013,13,13,13008,
08,100094,52788,47306,729,291,46286,BAUDINO,Antoine,M.,FN,Front National,16,11041,013,13,13,13008,
08,100094,52788,47306,729,291,46286,MURE-RAVAUD,Jean-Marie,M.,DVD,Divers droite,17,158,013,13,13,13008,
09,96954,51601,45353,648,280,44425,OTCHAKOVSKY-LAURENS,François,M.,EXG,Extrême gauche,1,334,013,13,13,13009,
09,96954,51601,45353,648,280,44425,PAWLAK,Patricia,Mme,RDG,Parti radical de gauche,2,227,013,13,13,13009,
09,96954,51601,45353,648,280,44425,BRUNET,Sylvie,Mme,MDM,Modem,3,13655,013,13,13,13009,
09,96954,51601,45353,648,280,44425,GEREUX,Colette,Mme,DLF,Debout la France,4,491,013,13,13,13009,
09,96954,51601,45353,648,280,44425,LALESART,Elisabeth,Mme,EXD,Extrême droite,5,304,013,13,13,13009,
09,96954,51601,45353,648,280,44425,AKSIL,Boualam,M.,ECO,Ecologiste,6,223,013,13,13,13009,
09,96954,51601,45353,648,280,44425,AMOUROUX,Christophe,M.,DIV,Divers,7,415,013,13,13,13009,
09,96954,51601,45353,648,280,44425,HARKANE,Stéphanie,Mme,SOC,Parti socialiste,8,812,013,13,13,13009,
09,96954,51601,45353,648,280,44425,MUSUMECI,Christian,M.,DIV,Divers,9,507,013,13,13,13009,
09,96954,51601,45353,648,280,44425,SERY,Elodie,Mme,DIV,Divers,10,215,013,13,13,13009,
09,96954,51601,45353,648,280,44425,PILLE-LESOU,Sylvie,Mme,FI,La France insoumise,11,6918,013,13,13,13009,
09,96954,51601,45353,648,280,44425,LAPEYRE,Nicolas,M.,ECO,Ecologiste,12,709,013,13,13,13009,
09,96954,51601,45353,648,280,44425,DEFLESSELLES,Bernard,M.,LR,Les Républicains,13,10558,013,13,13,13009,
09,96954,51601,45353,648,280,44425,ITRAC,Hervé,M.,FN,Front National,14,8153,013,13,13,13009,
09,96954,51601,45353,648,280,44425,LLORET,Raymond,M.,DVG,Divers gauche,15,904,013,13,13,13009,
10,106112,55423,50689,732,306,49651,DESBLANCS,Lucie,Mme,DIV,Divers,1,619,013,13,13,13010,
10,106112,55423,50689,732,306,49651,FRECHET,Gaël,M.,DIV,Divers,2,264,013,13,13,13010,
10,106112,55423,50689,732,306,49651,BIANCIOTTO,Olivier,M.,EXD,Extrême droite,3,401,013,13,13,13010,
10,106112,55423,50689,732,306,49651,LECLAIR,Frédéric,M.,DIV,Divers,4,292,013,13,13,13010,
10,106112,55423,50689,732,306,49651,MINARI,Nathalie,Mme,ECO,Ecologiste,5,0,013,13,13,13010,
10,106112,55423,50689,732,306,49651,SORDET,Eric,M.,COM,Parti communiste français,6,2151,013,13,13,13010,
10,106112,55423,50689,732,306,49651,VALIENTE,Jean-Claude,M.,EXG,Extrême gauche,7,206,013,13,13,13010,
10,106112,55423,50689,732,306,49651,JACOBELLI,Laurent,M.,FN,Front National,8,10862,013,13,13,13010,
10,106112,55423,50689,732,306,49651,PEROTTINO,Serge,M.,DVD,Divers droite,9,3621,013,13,13,13010,
10,106112,55423,50689,732,306,49651,LAMBERT,François-Michel,M.,REM,La République en marche,10,16122,013,13,13,13010,
10,106112,55423,50689,732,306,49651,BEAUDOIN,Bastien,M.,DLF,Debout la France,11,808,013,13,13,13010,
10,106112,55423,50689,732,306,49651,GUEY,Josianne,Mme,DVG,Divers gauche,12,177,013,13,13,13010,
10,106112,55423,50689,732,306,49651,CHARTON,Jacques,M.,FI,La France insoumise,13,5317,013,13,13,13010,
10,106112,55423,50689,732,306,49651,GENZANA,Bruno,M.,UDI,Union des Démocrates et Indépendants,14,5615,013,13,13,13010,
10,106112,55423,50689,732,306,49651,COULOMB,Vincent,M.,SOC,Parti socialiste,15,842,013,13,13,13010,
10,106112,55423,50689,732,306,49651,CARRODANO,Rémy,M.,ECO,Ecologiste,16,1486,013,13,13,13010,
10,106112,55423,50689,732,306,49651,DAUDÉ,Patrice,M.,ECO,Ecologiste,17,868,013,13,13,13010,
11,89268,47445,41823,482,176,41165,KERT,Christian,M.,LR,Les Républicains,1,8041,013,13,13,13011,
11,89268,47445,41823,482,176,41165,MOLINO,André,M.,COM,Parti communiste français,2,2449,013,13,13,13011,
11,89268,47445,41823,482,176,41165,HADJALI,Romain,M.,DIV,Divers,3,285,013,13,13,13011,
11,89268,47445,41823,482,176,41165,D'URBAL,Guilhem,M.,DVD,Divers droite,4,29,013,13,13,13011,
11,89268,47445,41823,482,176,41165,FUSONE,Maximilien,M.,FN,Front National,5,7413,013,13,13,13011,
11,89268,47445,41823,482,176,41165,BONTOUX,Angélique,Mme,DIV,Divers,6,278,013,13,13,13011,
11,89268,47445,41823,482,176,41165,LAQHILA,Mohamed,M.,MDM,Modem,7,14495,013,13,13,13011,
11,89268,47445,41823,482,176,41165,HAMMAL,M'Tira Souad,Mme,DVG,Divers gauche,8,206,013,13,13,13011,
11,89268,47445,41823,482,176,41165,HUBERT,Claudie,Mme,FI,La France insoumise,9,4489,013,13,13,13011,
11,89268,47445,41823,482,176,41165,UBAUD,Gérald,M.,DLF,Debout la France,10,586,013,13,13,13011,
11,89268,47445,41823,482,176,41165,HISPA,Dorian,M.,ECO,Ecologiste,11,1410,013,13,13,13011,
11,89268,47445,41823,482,176,41165,MAUCHAMP,Edwige,Mme,DIV,Divers,12,253,013,13,13,13011,
11,89268,47445,41823,482,176,41165,MARIA,Emilie,Mme,EXG,Extrême gauche,13,180,013,13,13,13011,
11,89268,47445,41823,482,176,41165,TALLES,Eric,M.,ECO,Ecologiste,14,1051,013,13,13,13011,
12,92158,51617,40541,589,124,39828,DIARD,Eric,M.,LR,Les Républicains,1,9819,013,13,13,13012,
12,92158,51617,40541,589,124,39828,CLOSTERMANN,Jacques,M.,EXD,Extrême droite,2,1892,013,13,13,13012,
12,92158,51617,40541,589,124,39828,DERDOUR,Fat,Mme,DIV,Divers,3,290,013,13,13,13012,
12,92158,51617,40541,589,124,39828,LAVERGNE,Angela,Mme,ECO,Ecologiste,4,606,013,13,13,13012,
12,92158,51617,40541,589,124,39828,ROSIOD,Jean-Yves,M.,DIV,Divers,5,157,013,13,13,13012,
12,92158,51617,40541,589,124,39828,JOUANAUD,Laurence,Mme,COM,Parti communiste français,6,1734,013,13,13,13012,
12,92158,51617,40541,589,124,39828,ROCHE,François,M.,EXG,Extrême gauche,7,152,013,13,13,13012,
12,92158,51617,40541,589,124,39828,BAL,Camille,Mme,REM,La République en marche,8,9428,013,13,13,13012,
12,92158,51617,40541,589,124,39828,MERONO,Damien,M.,FI,La France insoumise,9,4044,013,13,13,13012,
12,92158,51617,40541,589,124,39828,ROVARINO,Isabelle,Mme,SOC,Parti socialiste,10,1263,013,13,13,13012,
12,92158,51617,40541,589,124,39828,PETIOT,Virginie,Mme,DIV,Divers,11,193,013,13,13,13012,
12,92158,51617,40541,589,124,39828,SIRBEN,Nathalie,Mme,ECO,Ecologiste,12,1031,013,13,13,13012,
12,92158,51617,40541,589,124,39828,LACAPELLE,Jean-Lin,M.,FN,Front National,13,8706,013,13,13,13012,
12,92158,51617,40541,589,124,39828,FAISSAL,Gérard,M.,DLF,Debout la France,14,513,013,13,13,13012,
13,93817,50109,43708,914,368,42426,DI MARIA,Jean-Luc,M.,LR,Les Républicains,1,3718,013,13,13,13013,
13,93817,50109,43708,914,368,42426,JAREMA,Lionel,M.,SOC,Parti socialiste,2,804,013,13,13,13013,
13,93817,50109,43708,914,368,42426,SIREROLS,Magali,Mme,REM,La République en marche,3,10159,013,13,13,13013,
13,93817,50109,43708,914,368,42426,IORIO,Véronique,Mme,DVD,Divers droite,4,119,013,13,13,13013,
13,93817,50109,43708,914,368,42426,BONTEMPS,Fabienne,Mme,UDI,Union des Démocrates et Indépendants,5,1074,013,13,13,13013,
13,93817,50109,43708,914,368,42426,FAUCHEUR,Denis,M.,DIV,Divers,6,237,013,13,13,13013,
13,93817,50109,43708,914,368,42426,CORRAL,Audrey,Mme,DLF,Debout la France,7,942,013,13,13,13013,
13,93817,50109,43708,914,368,42426,LELIEUR,Eveline,Mme,ECO,Ecologiste,8,1135,013,13,13,13013,
13,93817,50109,43708,914,368,42426,ROQUES,Ariane,Mme,ECO,Ecologiste,9,861,013,13,13,13013,
13,93817,50109,43708,914,368,42426,LABIAD,Younes,M.,ECO,Ecologiste,10,1,013,13,13,13013,
13,93817,50109,43708,914,368,42426,MAINVILLE,Marie,Mme,DIV,Divers,11,304,013,13,13,13013,
13,93817,50109,43708,914,368,42426,FOUQUART,Emmanuel,M.,FN,Front National,12,10073,013,13,13,13013,
13,93817,50109,43708,914,368,42426,MÉTRAL,Cyril,M.,EXG,Extrême gauche,13,564,013,13,13,13013,
13,93817,50109,43708,914,368,42426,DHARRÉVILLE,Pierre,M.,COM,Parti communiste français,14,12435,013,13,13,13013,
14,96529,48498,48031,591,232,47208,COUTURIER,Martial,M.,DIV,Divers,1,408,013,13,13,13014,
14,96529,48498,48031,591,232,47208,LE BESQUE,Bertrand,M.,DIV,Divers,2,247,013,13,13,13014,
14,96529,48498,48031,591,232,47208,RENAULT-GUILLEMET,Philippe,M.,DVD,Divers droite,3,357,013,13,13,13014,
14,96529,48498,48031,591,232,47208,CIOT,Jean-David,M.,SOC,Parti socialiste,4,4096,013,13,13,13014,
14,96529,48498,48031,591,232,47208,PETEL,Anne-Laurence,Mme,REM,La République en marche,5,17552,013,13,13,13014,
14,96529,48498,48031,591,232,47208,FRANZI-LABIAD,Olivia,Mme,ECO,Ecologiste,6,59,013,13,13,13014,
14,96529,48498,48031,591,232,47208,BELKOLLI,Hamza,M.,ECO,Ecologiste,7,335,013,13,13,13014,
14,96529,48498,48031,591,232,47208,CHEVILLARD,Nathalie,Mme,FN,Front National,8,6119,013,13,13,13014,
14,96529,48498,48031,591,232,47208,CAYOL,Pierre,M.,DLF,Debout la France,9,558,013,13,13,13014,
14,96529,48498,48031,591,232,47208,ROCHE,Anne,Mme,EXG,Extrême gauche,10,226,013,13,13,13014,
14,96529,48498,48031,591,232,47208,DURRIEU,Josiane,Mme,COM,Parti communiste français,11,1081,013,13,13,13014,
14,96529,48498,48031,591,232,47208,PAPOUNAUD,Laure,Mme,RDG,Parti radical de gauche,12,597,013,13,13,13014,
14,96529,48498,48031,591,232,47208,PAOLI,Stéphane,M.,LR,Les Républicains,13,7937,013,13,13,13014,
14,96529,48498,48031,591,232,47208,DUREUIL,Lucas,M.,DIV,Divers,14,36,013,13,13,13014,
14,96529,48498,48031,591,232,47208,SOLARI,Josyane,Mme,EXD,Extrême droite,15,308,013,13,13,13014,
14,96529,48498,48031,591,232,47208,ETIENNE,Éric,M.,DIV,Divers,16,444,013,13,13,13014,
14,96529,48498,48031,591,232,47208,LE CACHEUX,Hélène,Mme,FI,La France insoumise,17,6024,013,13,13,13014,
14,96529,48498,48031,591,232,47208,MAUNIER,Josefa,Mme,DVD,Divers droite,18,781,013,13,13,13014,
14,96529,48498,48031,591,232,47208,POUPEL,Jean-Charles,M.,DIV,Divers,19,43,013,13,13,13014,
15,104791,51860,52931,740,354,51837,FARRO,Nathalie,Mme,REM,La République en marche,1,15941,013,13,13,13015,
15,104791,51860,52931,740,354,51837,JUNG,Michèle,Mme,FI,La France insoumise,2,5448,013,13,13,13015,
15,104791,51860,52931,740,354,51837,CASTANET,Florence,Mme,COM,Parti communiste français,3,944,013,13,13,13015,
15,104791,51860,52931,740,354,51837,MOLL,Cécile,Mme,ECO,Ecologiste,4,1277,013,13,13,13015,
15,104791,51860,52931,740,354,51837,GARCIA MATEO,Lucas,M.,DLF,Debout la France,5,838,013,13,13,13015,
15,104791,51860,52931,740,354,51837,MOUSSET-SEISSON,Jean-Alexandre,M.,FN,Front National,6,11068,013,13,13,13015,
15,104791,51860,52931,740,354,51837,TABARACCI,Denise,Mme,DIV,Divers,7,259,013,13,13,13015,
15,104791,51860,52931,740,354,51837,HAENSLER,Hélène,Mme,ECO,Ecologiste,8,1711,013,13,13,13015,
15,104791,51860,52931,740,354,51837,LAGRANGE,Noëlle,Mme,EXG,Extrême gauche,9,245,013,13,13,13015,
15,104791,51860,52931,740,354,51837,FORTANÉ,Jean-Marc,M.,DIV,Divers,10,618,013,13,13,13015,
15,104791,51860,52931,740,354,51837,REYNÈS,Bernard,M.,LR,Les Républicains,11,13488,013,13,13,13015,
16,90621,47598,43023,669,315,42039,GREETHAM,Alice,Mme,ECO,Ecologiste,1,961,013,13,13,13016,
16,90621,47598,43023,669,315,42039,VIGNAUD,François,M.,DIV,Divers,2,1142,013,13,13,13016,
16,90621,47598,43023,669,315,42039,DUBOST,Guy,M.,EXG,Extrême gauche,3,435,013,13,13,13016,
16,90621,47598,43023,669,315,42039,LAUPIES,Valérie,Mme,FN,Front National,4,11951,013,13,13,13016,
16,90621,47598,43023,669,315,42039,GRIFFOUL,Jules-Adrien,M.,DIV,Divers,5,71,013,13,13,13016,
16,90621,47598,43023,669,315,42039,SIBERT,Catherine,Mme,DIV,Divers,6,310,013,13,13,13016,
16,90621,47598,43023,669,315,42039,MOKRAN,Rachid,M.,ECO,Ecologiste,7,120,013,13,13,13016,
16,90621,47598,43023,669,315,42039,TAMBORINI,Laura,Mme,DLF,Debout la France,8,646,013,13,13,13016,
16,90621,47598,43023,669,315,42039,RAGONET,Cyrille,M.,DIV,Divers,9,209,013,13,13,13016,
16,90621,47598,43023,669,315,42039,MICHEL,Monica,Mme,REM,La République en marche,10,11351,013,13,13,13016,
16,90621,47598,43023,669,315,42039,GERON,Gérard,M.,FI,La France insoumise,11,6662,013,13,13,13016,
16,90621,47598,43023,669,315,42039,CALLET,Marie-Pierre,Mme,LR,Les Républicains,12,5734,013,13,13,13016,
16,90621,47598,43023,669,315,42039,MEBAREK,Nora,Mme,SOC,Parti socialiste,13,2447,013,13,13,13016,
01,70107,32641,37466,401,293,36772,VABRE,Nicolas,M.,EXG,Extrême gauche,1,281,014,14,14,14001,
01,70107,32641,37466,401,293,36772,SADY,Jean-Michel,M.,ECO,Ecologiste,2,308,014,14,14,14001,
01,70107,32641,37466,401,293,36772,LECERF,Marc,M.,DVG,Divers gauche,3,1246,014,14,14,14001,
01,70107,32641,37466,401,293,36772,CASEVITZ,Pierre,M.,EXG,Extrême gauche,4,238,014,14,14,14001,
01,70107,32641,37466,401,293,36772,L'ORPHELIN,Rudy,M.,ECO,Ecologiste,5,2203,014,14,14,14001,
01,70107,32641,37466,401,293,36772,PELLUET,Annie,Mme,DLF,Debout la France,6,386,014,14,14,14001,
01,70107,32641,37466,401,293,36772,LE VIGOUREUX,Fabrice,M.,REM,La République en marche,7,14196,014,14,14,14001,
01,70107,32641,37466,401,293,36772,HENRY,Chantal,Mme,FN,Front National,8,2752,014,14,14,14001,
01,70107,32641,37466,401,293,36772,COURTOIS,Hélène,Mme,DVG,Divers gauche,9,25,014,14,14,14001,
01,70107,32641,37466,401,293,36772,DE LA PROVÔTÉ,Sonia,Mme,UDI,Union des Démocrates et Indépendants,10,6163,014,14,14,14001,
01,70107,32641,37466,401,293,36772,VÈVE,Eric,M.,SOC,Parti socialiste,11,3140,014,14,14,14001,
