CodCirLg,Inscrits,Abstentions,Votants,Blancs,Nuls,Exprimes,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NumPanneauCand,NbVoix,codeDepartement,code_dep_min,code_dep,id_circo,entete
04,85585,45690,39895,458,313,39124,BECK,Xavier,M.,LR,Les Républicains,3,8075,006,06,06,06004,
04,85585,45690,39895,458,313,39124,LANQUAR-CASTIEL,Laurent,M.,ECO,Ecologiste,4,933,006,06,06,06004,
04,85585,45690,39895,458,313,39124,ALBIN,Michaël,M.,COM,Parti communiste français,5,2310,006,06,06,06004,
04,85585,45690,39895,458,313,39124,VARIN,Jennifer,Mme,DIV,Divers,6,407,006,06,06,06004,
04,85585,45690,39895,458,313,39124,VALETTA ARDISSON,Alexandra,Mme,REM,La République en marche,7,11045,006,06,06,06004,
04,85585,45690,39895,458,313,39124,MAIOLINO,René,M.,DIV,Divers,8,258,006,06,06,06004,
04,85585,45690,39895,458,313,39124,ZAHAR,Nicolas,M.,EXD,Extrême droite,9,703,006,06,06,06004,
04,85585,45690,39895,458,313,39124,HOCHET,Géraldine,Mme,DIV,Divers,10,157,006,06,06,06004,
04,85585,45690,39895,458,313,39124,SECORDEL-MARTIN,Jean-Philippe,M.,ECO,Ecologiste,11,684,006,06,06,06004,
04,85585,45690,39895,458,313,39124,MARKIEL,Joseph,M.,EXG,Extrême gauche,12,169,006,06,06,06004,
04,85585,45690,39895,458,313,39124,BRIAND,Zohra,Mme,FI,La France insoumise,13,2637,006,06,06,06004,
04,85585,45690,39895,458,313,39124,BETTATI,Olivier,M.,FN,Front National,14,9139,006,06,06,06004,
05,87903,48465,39438,811,342,38285,ICART,Romain,M.,DVD,Divers droite,1,286,006,06,06,06005,
05,87903,48465,39438,811,342,38285,BRUN,Daniel,M.,DIV,Divers,2,7192,006,06,06,06005,
05,87903,48465,39438,811,342,38285,AGNELY,Chantal,Mme,FN,Front National,3,8948,006,06,06,06005,
05,87903,48465,39438,811,342,38285,BEYL,Christine,Mme,ECO,Ecologiste,4,611,006,06,06,06005,
05,87903,48465,39438,811,342,38285,ZANCA,Richard,M.,DIV,Divers,5,350,006,06,06,06005,
05,87903,48465,39438,811,342,38285,BRENIER,Marine,Mme,LR,Les Républicains,6,11090,006,06,06,06005,
05,87903,48465,39438,811,342,38285,PELLEGRINI,Philippe,M.,FI,La France insoumise,7,3978,006,06,06,06005,
05,87903,48465,39438,811,342,38285,DELHEZ,Thibault,M.,DLF,Debout la France,8,868,006,06,06,06005,
05,87903,48465,39438,811,342,38285,LEFEVRE,Jean-Philippe,M.,DVD,Divers droite,9,72,006,06,06,06005,
05,87903,48465,39438,811,342,38285,BEN MOHAMED,Feïza,Mme,DIV,Divers,10,397,006,06,06,06005,
05,87903,48465,39438,811,342,38285,NEY,Patricia,Mme,DIV,Divers,11,259,006,06,06,06005,
05,87903,48465,39438,811,342,38285,ALEXANDRE,Jean-Marie,M.,EXG,Extrême gauche,12,182,006,06,06,06005,
05,87903,48465,39438,811,342,38285,ULLMANN,Maryse,Mme,ECO,Ecologiste,13,807,006,06,06,06005,
05,87903,48465,39438,811,342,38285,KANDEL,Benoit,M.,DVD,Divers droite,14,1773,006,06,06,06005,
05,87903,48465,39438,811,342,38285,DEVIER,Jacqueline,Mme,SOC,Parti socialiste,15,1472,006,06,06,06005,
06,78005,40864,37141,585,91,36465,AUDIN,Nathalie,Mme,MDM,Modem,1,12047,006,06,06,06006,
06,78005,40864,37141,585,91,36465,DOLCIANI,Lionel,M.,DLF,Debout la France,2,920,006,06,06,06006,
06,78005,40864,37141,585,91,36465,MARCHESE,Antoine,M.,ECO,Ecologiste,3,686,006,06,06,06006,
06,78005,40864,37141,585,91,36465,MARCEAU,Gilles,M.,DIV,Divers,4,243,006,06,06,06006,
06,78005,40864,37141,585,91,36465,SALIBA,Yoann,M.,FN,Front National,5,7526,006,06,06,06006,
06,78005,40864,37141,585,91,36465,TÉALDI,Jean-François,M.,COM,Parti communiste français,6,590,006,06,06,06006,
06,78005,40864,37141,585,91,36465,SAJAN,Frédérique,Mme,DIV,Divers,7,464,006,06,06,06006,
06,78005,40864,37141,585,91,36465,SACHÉ GROUÈS,Valérie,Mme,DIV,Divers,8,120,006,06,06,06006,
06,78005,40864,37141,585,91,36465,GAILLARD,Michel,M.,SOC,Parti socialiste,9,568,006,06,06,06006,
06,78005,40864,37141,585,91,36465,TRASTOUR-ISNART,Laurence,Mme,LR,Les Républicains,10,10010,006,06,06,06006,
06,78005,40864,37141,585,91,36465,COUSINIÉ,Cyril,M.,DIV,Divers,11,175,006,06,06,06006,
06,78005,40864,37141,585,91,36465,BARTOLI,Danièle,Mme,EXG,Extrême gauche,12,114,006,06,06,06006,
06,78005,40864,37141,585,91,36465,ROBBE,Patrick,M.,DIV,Divers,13,25,006,06,06,06006,
06,78005,40864,37141,585,91,36465,HELFTER-NOAH,Prune,Mme,FI,La France insoumise,14,2416,006,06,06,06006,
06,78005,40864,37141,585,91,36465,PARISE,Jérôme,M.,ECO,Ecologiste,15,561,006,06,06,06006,
07,92905,47816,45089,635,112,44342,DEBORDE,Elisabeth,Mme,ECO,Ecologiste,1,1535,006,06,06,06007,
07,92905,47816,45089,635,112,44342,PAUGET,Eric,M.,LR,Les Républicains,2,14279,006,06,06,06007,
07,92905,47816,45089,635,112,44342,DUMAS,Cécile,Mme,COM,Parti communiste français,3,1138,006,06,06,06007,
07,92905,47816,45089,635,112,44342,BITOUZÉ,Thierry,M.,DVG,Divers gauche,4,227,006,06,06,06007,
07,92905,47816,45089,635,112,44342,CARENZO,Philippe,M.,FI,La France insoumise,5,3182,006,06,06,06007,
07,92905,47816,45089,635,112,44342,PACOREL,Virginie,Mme,DIV,Divers,6,294,006,06,06,06007,
07,92905,47816,45089,635,112,44342,MORI,Sophie,Mme,DLF,Debout la France,7,964,006,06,06,06007,
07,92905,47816,45089,635,112,44342,GILLARD,Maurice,M.,ECO,Ecologiste,8,335,006,06,06,06007,
07,92905,47816,45089,635,112,44342,TIVOLI,Lionel,M.,FN,Front National,9,6718,006,06,06,06007,
07,92905,47816,45089,635,112,44342,PETARD,Christian,M.,EXG,Extrême gauche,10,136,006,06,06,06007,
07,92905,47816,45089,635,112,44342,NEDONSEL,Stéphane,M.,DVD,Divers droite,11,529,006,06,06,06007,
07,92905,47816,45089,635,112,44342,VALLADE,Marie-José,Mme,ECO,Ecologiste,12,780,006,06,06,06007,
07,92905,47816,45089,635,112,44342,BEN ABDERRAHMANE,Khaled,M.,REM,La République en marche,13,14225,006,06,06,06007,
08,81989,45439,36550,515,149,35886,KESSLER,Anne,Mme,FN,Front National,1,7363,006,06,06,06008,
08,81989,45439,36550,515,149,35886,BAYLE,David,M.,DVD,Divers droite,2,414,006,06,06,06008,
08,81989,45439,36550,515,149,35886,BIATOUR,Pamela,M.,DLF,Debout la France,3,530,006,06,06,06008,
08,81989,45439,36550,515,149,35886,VILLON,Jean-Pierre,M.,ECO,Ecologiste,4,228,006,06,06,06008,
08,81989,45439,36550,515,149,35886,PECOUT,Liliane,Mme,EXG,Extrême gauche,5,119,006,06,06,06008,
08,81989,45439,36550,515,149,35886,VARD,Maddy,Mme,FI,La France insoumise,6,2264,006,06,06,06008,
08,81989,45439,36550,515,149,35886,GRISON,Denise,Mme,DIV,Divers,7,163,006,06,06,06008,
08,81989,45439,36550,515,149,35886,BABU,Antoine,M.,SOC,Parti socialiste,8,664,006,06,06,06008,
08,81989,45439,36550,515,149,35886,BUERCH,Philippe,M.,REM,La République en marche,9,11199,006,06,06,06008,
08,81989,45439,36550,515,149,35886,BROCHAND,Bernard,M.,LR,Les Républicains,10,10919,006,06,06,06008,
08,81989,45439,36550,515,149,35886,TORRES,Fabien,M.,ECO,Ecologiste,11,675,006,06,06,06008,
08,81989,45439,36550,515,149,35886,KAHN,Daniel,M.,ECO,Ecologiste,12,539,006,06,06,06008,
08,81989,45439,36550,515,149,35886,LEMPEREUR,Anne,Mme,DIV,Divers,13,47,006,06,06,06008,
08,81989,45439,36550,515,149,35886,DESPEGHEL,Virginie,Mme,ECO,Ecologiste,14,374,006,06,06,06008,
08,81989,45439,36550,515,149,35886,SCHOUVER,Christine,Mme,COM,Parti communiste français,15,388,006,06,06,06008,
09,79934,42083,37851,451,100,37300,PAVARD,Nathalie,Mme,FN,Front National,1,6815,006,06,06,06009,
09,79934,42083,37851,451,100,37300,CLEMENTE,Odile,Mme,COM,Parti communiste français,2,489,006,06,06,06009,
09,79934,42083,37851,451,100,37300,FRESSIGNAUD,Véronique,Mme,EXG,Extrême gauche,3,117,006,06,06,06009,
09,79934,42083,37851,451,100,37300,BURGAUD,Jean-Luc,M.,DLF,Debout la France,4,623,006,06,06,06009,
09,79934,42083,37851,451,100,37300,PAUCHET,David,M.,DIV,Divers,5,227,006,06,06,06009,
09,79934,42083,37851,451,100,37300,CHÉREL,Didier,M.,ECO,Ecologiste,6,1060,006,06,06,06009,
09,79934,42083,37851,451,100,37300,FILLEBEEN,Dominique,Mme,REM,La République en marche,7,12869,006,06,06,06009,
09,79934,42083,37851,451,100,37300,LEBLANC,Denis,M.,FI,La France insoumise,8,2580,006,06,06,06009,
09,79934,42083,37851,451,100,37300,BROSSY,Ludovic,M.,DIV,Divers,9,144,006,06,06,06009,
09,79934,42083,37851,451,100,37300,TABAROT,Michèle,Mme,LR,Les Républicains,10,10912,006,06,06,06009,
09,79934,42083,37851,451,100,37300,DUCREUX,Pascal,M.,ECO,Ecologiste,11,703,006,06,06,06009,
09,79934,42083,37851,451,100,37300,ACACIO,Louis,M.,SOC,Parti socialiste,12,761,006,06,06,06009,
01,77927,37950,39977,725,297,38955,GAILLARD SANCHEZ,Luisa,Mme,FI,La France insoumise,1,5117,007,07,07,07001,
01,77927,37950,39977,725,297,38955,VANDER DONCKT,Muriel,Mme,EXG,Extrême gauche,2,272,007,07,07,07001,
01,77927,37950,39977,725,297,38955,JACQUART,Francois,M.,COM,Parti communiste français,3,1812,007,07,07,07001,
01,77927,37950,39977,725,297,38955,KELLER,Olivier,M.,ECO,Ecologiste,4,1410,007,07,07,07001,
01,77927,37950,39977,725,297,38955,DUPONT,André,M.,REM,La République en marche,5,9203,007,07,07,07001,
01,77927,37950,39977,725,297,38955,DE LONGEVIALLE,Guérin,M.,DIV,Divers,6,210,007,07,07,07001,
01,77927,37950,39977,725,297,38955,ABBAS,Zoubida,Mme,DIV,Divers,7,220,007,07,07,07001,
01,77927,37950,39977,725,297,38955,CALON,Claire,Mme,DIV,Divers,8,410,007,07,07,07001,
01,77927,37950,39977,725,297,38955,GRANGIS,Christian,M.,EXD,Extrême droite,9,369,007,07,07,07001,
01,77927,37950,39977,725,297,38955,ARSAC,François,M.,UDI,Union des Démocrates et Indépendants,10,5972,007,07,07,07001,
01,77927,37950,39977,725,297,38955,BAS,Gilles,M.,ECO,Ecologiste,11,365,007,07,07,07001,
01,77927,37950,39977,725,297,38955,PORQUET,Céline,Mme,FN,Front National,12,5876,007,07,07,07001,
01,77927,37950,39977,725,297,38955,BARNIER,Alain,M.,EXD,Extrême droite,13,297,007,07,07,07001,
01,77927,37950,39977,725,297,38955,SAULIGNAC,Hervé,M.,SOC,Parti socialiste,14,7422,007,07,07,07001,
02,93064,43197,49867,627,253,48987,FRANÇOIS,Isabelle,Mme,DLF,Debout la France,1,1116,007,07,07,07002,
02,93064,43197,49867,627,253,48987,VALLON,Jean-Paul,M.,DVD,Divers droite,2,3293,007,07,07,07002,
02,93064,43197,49867,627,253,48987,STRUBI,Isabelle,Mme,DIV,Divers,3,239,007,07,07,07002,
02,93064,43197,49867,627,253,48987,HASNAOUI,Samia,Mme,FI,La France insoumise,4,4897,007,07,07,07002,
02,93064,43197,49867,627,253,48987,MARCHISIO,Christophe,M.,EXG,Extrême gauche,5,263,007,07,07,07002,
02,93064,43197,49867,627,253,48987,GOUYET-POMMARET,Laurette,Mme,REM,La République en marche,6,12718,007,07,07,07002,
02,93064,43197,49867,627,253,48987,BABAROSSA,Daniel,M.,COM,Parti communiste français,7,859,007,07,07,07002,
02,93064,43197,49867,627,253,48987,VALLON,Jean-Paul Louis,M.,EXD,Extrême droite,8,0,007,07,07,07002,
02,93064,43197,49867,627,253,48987,DUSSOPT,Olivier,M.,SOC,Parti socialiste,9,11531,007,07,07,07002,
02,93064,43197,49867,627,253,48987,QUENETTE,Marc-Antoine,M.,LR,Les Républicains,10,6585,007,07,07,07002,
02,93064,43197,49867,627,253,48987,LASFARGUES-BOUYON,Odile,Mme,FN,Front National,11,6026,007,07,07,07002,
02,93064,43197,49867,627,253,48987,SENNI,Nadia,Mme,ECO,Ecologiste,12,1460,007,07,07,07002,
03,78267,34606,43661,586,277,42798,DAUDAN,Carole,Mme,COM,Parti communiste français,1,1114,007,07,07,07003,
03,78267,34606,43661,586,277,42798,JOFFRE,Alain,M.,FI,La France insoumise,2,5970,007,07,07,07003,
03,78267,34606,43661,586,277,42798,VERMOREL,Guillaume,M.,ECO,Ecologiste,3,1881,007,07,07,07003,
03,78267,34606,43661,586,277,42798,TOUZET,Laurent,M.,DVD,Divers droite,4,171,007,07,07,07003,
03,78267,34606,43661,586,277,42798,BUIS,Sabine,Mme,SOC,Parti socialiste,5,7741,007,07,07,07003,
03,78267,34606,43661,586,277,42798,MÉJEAN,Jean-Pierre,M.,DLF,Debout la France,6,458,007,07,07,07003,
03,78267,34606,43661,586,277,42798,ARSAC,Thierry,M.,FN,Front National,7,5064,007,07,07,07003,
03,78267,34606,43661,586,277,42798,MOLLIER,Amandine,Mme,DVD,Divers droite,8,468,007,07,07,07003,
03,78267,34606,43661,586,277,42798,BRUN,Fabrice,M.,LR,Les Républicains,9,8365,007,07,07,07003,
03,78267,34606,43661,586,277,42798,BALDAN,Caroline,Mme,DIV,Divers,10,306,007,07,07,07003,
03,78267,34606,43661,586,277,42798,LAURENT,Coralie,Mme,EXG,Extrême gauche,11,209,007,07,07,07003,
03,78267,34606,43661,586,277,42798,PEYRAUD,Matthieu,M.,REM,La République en marche,12,10748,007,07,07,07003,
03,78267,34606,43661,586,277,42798,COPPENS,Alain,M.,EXD,Extrême droite,13,303,007,07,07,07003,
01,73343,38231,35112,366,207,34539,MORALI,Jean-Pierre,M.,REM,La République en marche,1,8004,008,08,08,08001,
01,73343,38231,35112,366,207,34539,LORENZO,Sophie,Mme,FN,Front National,2,7278,008,08,08,08001,
01,73343,38231,35112,366,207,34539,POMMIER,Nesida,Mme,EXG,Extrême gauche,3,330,008,08,08,08001,
01,73343,38231,35112,366,207,34539,VERLHAC,Françoise,Mme,FI,La France insoumise,4,2040,008,08,08,08001,
01,73343,38231,35112,366,207,34539,DALLA-ROSA,Sylvain,M.,COM,Parti communiste français,5,1282,008,08,08,08001,
01,73343,38231,35112,366,207,34539,DUMONT,Christophe,M.,ECO,Ecologiste,6,1491,008,08,08,08001,
01,73343,38231,35112,366,207,34539,GOULDEN,Sylvie,Mme,ECO,Ecologiste,7,410,008,08,08,08001,
01,73343,38231,35112,366,207,34539,FERIO,Nicolas,M.,DIV,Divers,8,201,008,08,08,08001,
01,73343,38231,35112,366,207,34539,ANDRÉO,Fabien,M.,DIV,Divers,9,450,008,08,08,08001,
01,73343,38231,35112,366,207,34539,POLETTI,Bérengère,Mme,LR,Les Républicains,10,13053,008,08,08,08001,
02,63882,35523,28359,311,163,27885,LUCZKA,Guillaume,M.,FN,Front National,1,5424,008,08,08,08002,
02,63882,35523,28359,311,163,27885,LEONARD,Christophe,M.,SOC,Parti socialiste,2,4612,008,08,08,08002,
02,63882,35523,28359,311,163,27885,IGLESIAS,Mario,M.,REM,La République en marche,3,6269,008,08,08,08002,
02,63882,35523,28359,311,163,27885,CAHAGNE,Laurence,Mme,DIV,Divers,4,154,008,08,08,08002,
02,63882,35523,28359,311,163,27885,CORDIER,Pierre,M.,LR,Les Républicains,5,7212,008,08,08,08002,
02,63882,35523,28359,311,163,27885,PIERRARD,Jean,M.,ECO,Ecologiste,6,397,008,08,08,08002,
02,63882,35523,28359,311,163,27885,CARTIAUX,Michel,M.,FI,La France insoumise,7,2971,008,08,08,08002,
02,63882,35523,28359,311,163,27885,NIVELET,Igor,M.,COM,Parti communiste français,8,609,008,08,08,08002,
02,63882,35523,28359,311,163,27885,TAKAWÉ,Mink,Mme,EXG,Extrême gauche,9,237,008,08,08,08002,
03,57041,28567,28474,310,168,27996,OCTAVE,Nadia,Mme,EXG,Extrême gauche,1,131,008,08,08,08003,
03,57041,28567,28474,310,168,27996,HERBILLON,Didier,M.,SOC,Parti socialiste,2,2591,008,08,08,08003,
03,57041,28567,28474,310,168,27996,VORILLION,Christelle,Mme,REM,La République en marche,3,4063,008,08,08,08003,
03,57041,28567,28474,310,168,27996,GALLET,Christelle,Mme,ECO,Ecologiste,4,211,008,08,08,08003,
03,57041,28567,28474,310,168,27996,DE BALMAIN,Roselyne,Mme,DIV,Divers,5,141,008,08,08,08003,
03,57041,28567,28474,310,168,27996,WARSMANN,Jean-Luc,M.,LR,Les Républicains,6,12931,008,08,08,08003,
03,57041,28567,28474,310,168,27996,BLOMME,Amandine,Mme,FN,Front National,7,4917,008,08,08,08003,
03,57041,28567,28474,310,168,27996,MAOUCHE,Dalila,Mme,COM,Parti communiste français,8,328,008,08,08,08003,
03,57041,28567,28474,310,168,27996,SAUVAGE,Cédric,M.,ECO,Ecologiste,9,155,008,08,08,08003,
03,57041,28567,28474,310,168,27996,PERRIN,Sophie,Mme,FI,La France insoumise,10,2528,008,08,08,08003,
01,56735,25471,31264,699,329,30236,CORTÈS,Florence,Mme,ECO,Ecologiste,1,1275,009,09,09,09001,
01,56735,25471,31264,699,329,30236,AZEMA,Jérôme,M.,REM,La République en marche,2,9478,009,09,09,09001,
01,56735,25471,31264,699,329,30236,DONZÉ,Eric,M.,DIV,Divers,3,2197,009,09,09,09001,
01,56735,25471,31264,699,329,30236,TAURINE,Bénédicte,Mme,FI,La France insoumise,4,6125,009,09,09,09001,
01,56735,25471,31264,699,329,30236,LAPEYRE,Gisèle,Mme,EXG,Extrême gauche,5,231,009,09,09,09001,
01,56735,25471,31264,699,329,30236,ASTIER,Jean-François,M.,ECO,Ecologiste,6,416,009,09,09,09001,
01,56735,25471,31264,699,329,30236,CASSAN,Robin,M.,DIV,Divers,7,258,009,09,09,09001,
01,56735,25471,31264,699,329,30236,NAVARRO,José,M.,COM,Parti communiste français,8,929,009,09,09,09001,
01,56735,25471,31264,699,329,30236,LEFORT,Laurence,Mme,FN,Front National,9,3618,009,09,09,09001,
01,56735,25471,31264,699,329,30236,ESTEBAN,Martine,Mme,SOC,Parti socialiste,10,4093,009,09,09,09001,
01,56735,25471,31264,699,329,30236,SAMARCQ,Marie-Noëlle,Mme,LR,Les Républicains,11,1616,009,09,09,09001,
02,60698,28084,32614,600,277,31737,DJEDAINI,Guy,M.,DLF,Debout la France,1,259,009,09,09,09002,
02,60698,28084,32614,600,277,31737,BROSSERON,Jérôme,M.,ECO,Ecologiste,2,1272,009,09,09,09002,
02,60698,28084,32614,600,277,31737,HEREDIA,Vincent,M.,COM,Parti communiste français,3,671,009,09,09,09002,
02,60698,28084,32614,600,277,31737,CALLEJA,Philippe,M.,LR,Les Républicains,4,4636,009,09,09,09002,
02,60698,28084,32614,600,277,31737,ALLEMAND,Dominique,Mme,DIV,Divers,5,194,009,09,09,09002,
02,60698,28084,32614,600,277,31737,GONDRAN,Bernard,M.,FN,Front National,6,4437,009,09,09,09002,
02,60698,28084,32614,600,277,31737,RATSIMBA,Berthe,Mme,EXG,Extrême gauche,7,201,009,09,09,09002,
02,60698,28084,32614,600,277,31737,BERTRAND-VINZERICH,Huguette,Mme,REM,La République en marche,8,8161,009,09,09,09002,
02,60698,28084,32614,600,277,31737,LARIVE,Michel,M.,FI,La France insoumise,9,5977,009,09,09,09002,
02,60698,28084,32614,600,277,31737,FAURÉ,Alain,M.,SOC,Parti socialiste,10,5602,009,09,09,09002,
02,60698,28084,32614,600,277,31737,DEDIEU-COUMENAY,Bernadette,Mme,UDI,Union des Démocrates et Indépendants,11,327,009,09,09,09002,
01,64357,30997,33360,568,209,32583,WYSOCINSKI,Ghislain,M.,ECO,Ecologiste,1,353,010,10,10,10001,
01,64357,30997,33360,568,209,32583,BESSON-MOREAU,Grégory,M.,REM,La République en marche,2,9730,010,10,10,10001,
01,64357,30997,33360,568,209,32583,DHUICQ,Nicolas,M.,LR,Les Républicains,3,8369,010,10,10,10001,
01,64357,30997,33360,568,209,32583,CHATHUANT,Emmanuel,M.,DIV,Divers,4,216,010,10,10,10001,
01,64357,30997,33360,568,209,32583,HECQUET,Claude,M.,DIV,Divers,5,274,010,10,10,10001,
01,64357,30997,33360,568,209,32583,PROVIN,Emmanuel,M.,DIV,Divers,6,852,010,10,10,10001,
01,64357,30997,33360,568,209,32583,PAILLARD,Lionel,M.,EXG,Extrême gauche,7,220,010,10,10,10001,
01,64357,30997,33360,568,209,32583,SUBTIL,Bruno,M.,FN,Front National,8,8109,010,10,10,10001,
01,64357,30997,33360,568,209,32583,SAMONATI,Yves,M.,DVD,Divers droite,9,333,010,10,10,10001,
01,64357,30997,33360,568,209,32583,BACH,Michel,M.,FI,La France insoumise,10,2500,010,10,10,10001,
01,64357,30997,33360,568,209,32583,GATARD-LAFOND,Marie,Mme,COM,Parti communiste français,11,558,010,10,10,10001,
01,64357,30997,33360,568,209,32583,GUÉRITTE,Michel,M.,ECO,Ecologiste,12,875,010,10,10,10001,
01,64357,30997,33360,568,209,32583,DARDE,Annie,Mme,DIV,Divers,13,194,010,10,10,10001,
02,73873,36203,37670,472,207,36991,BERTAIL,Sybille,Mme,DVD,Divers droite,1,2410,010,10,10,10002,
02,73873,36203,37670,472,207,36991,HENNEQUIN,Virgil,M.,SOC,Parti socialiste,2,976,010,10,10,10002,
02,73873,36203,37670,472,207,36991,PEYRAUD,Patricia,Mme,DVG,Divers gauche,3,159,010,10,10,10002,
02,73873,36203,37670,472,207,36991,JOUVE,Françoise,Mme,DIV,Divers,4,193,010,10,10,10002,
02,73873,36203,37670,472,207,36991,LEFEVRE,Jean-Christophe,M.,FN,Front National,5,8041,010,10,10,10002,
02,73873,36203,37670,472,207,36991,GEHIN,Elise,Mme,FI,La France insoumise,6,2829,010,10,10,10002,
02,73873,36203,37670,472,207,36991,FAYS,Frédéric,M.,DIV,Divers,7,317,010,10,10,10002,
02,73873,36203,37670,472,207,36991,CYNOBER,Julien,M.,EXG,Extrême gauche,8,177,010,10,10,10002,
02,73873,36203,37670,472,207,36991,MALAVAL,Gisèle,Mme,COM,Parti communiste français,9,566,010,10,10,10002,
02,73873,36203,37670,472,207,36991,BIRENE,Benjamin,M.,ECO,Ecologiste,10,903,010,10,10,10002,
02,73873,36203,37670,472,207,36991,BAZIN-MALGRAS,Valérie,Mme,LR,Les Républicains,11,8947,010,10,10,10002,
02,73873,36203,37670,472,207,36991,HADDAD,Djamila,Mme,REM,La République en marche,12,11251,010,10,10,10002,
02,73873,36203,37670,472,207,36991,TAMARIO,Olivier,M.,DIV,Divers,13,222,010,10,10,10002,
03,65660,33673,31987,399,149,31439,PACOT,Arnaud,M.,COM,Parti communiste français,1,622,010,10,10,10003,
03,65660,33673,31987,399,149,31439,RANC,Angélique,Mme,FN,Front National,2,6697,010,10,10,10003,
03,65660,33673,31987,399,149,31439,BOUTEILLER,Yves,M.,FI,La France insoumise,3,3182,010,10,10,10003,
03,65660,33673,31987,399,149,31439,MENUEL,Gérard,M.,LR,Les Républicains,4,7373,010,10,10,10003,
03,65660,33673,31987,399,149,31439,DEHARBE,Dominique,M.,DVG,Divers gauche,5,423,010,10,10,10003,
03,65660,33673,31987,399,149,31439,STOCCO,Laurent,M.,DLF,Debout la France,6,589,010,10,10,10003,
03,65660,33673,31987,399,149,31439,COLLOT-TOUZÉ,Nelly,Mme,ECO,Ecologiste,7,624,010,10,10,10003,
03,65660,33673,31987,399,149,31439,ANDRIEUX,Pascal,M.,EXG,Extrême gauche,8,270,010,10,10,10003,
03,65660,33673,31987,399,149,31439,CARTE,Chrystel,Mme,DIV,Divers,9,295,010,10,10,10003,
03,65660,33673,31987,399,149,31439,BLANCHON,David,M.,SOC,Parti socialiste,10,1184,010,10,10,10003,
03,65660,33673,31987,399,149,31439,LANDRÉAT,Pascal,M.,MDM,Modem,11,10180,010,10,10,10003,
01,95107,44430,50677,1111,501,49065,BOISSONADE,Hervé,M.,DLF,Debout la France,1,882,011,11,11,11001,
01,95107,44430,50677,1111,501,49065,FABRE,Pierre,M.,DVG,Divers gauche,2,297,011,11,11,11001,
01,95107,44430,50677,1111,501,49065,DE LORGERIL,Miren,Mme,LR,Les Républicains,3,4712,011,11,11,11001,
01,95107,44430,50677,1111,501,49065,PEREZ,Jean-Claude,M.,DVG,Divers gauche,4,2541,011,11,11,11001,
01,95107,44430,50677,1111,501,49065,MAMOU,Yamina,Mme,UDI,Union des Démocrates et Indépendants,5,599,011,11,11,11001,
01,95107,44430,50677,1111,501,49065,ESCOURBIAC,Nicole,Mme,ECO,Ecologiste,6,578,011,11,11,11001,
01,95107,44430,50677,1111,501,49065,CHEVIGNARD,Arthur,M.,DIV,Divers,7,360,011,11,11,11001,
01,95107,44430,50677,1111,501,49065,TORO,Marine,Mme,FI,La France insoumise,8,6964,011,11,11,11001,
01,95107,44430,50677,1111,501,49065,VESENTINI,Mylène,Mme,COM,Parti communiste français,9,1462,011,11,11,11001,
01,95107,44430,50677,1111,501,49065,DANDEU,Patricia,Mme,DIV,Divers,10,573,011,11,11,11001,
