dep,datetime,hosp,rea,rad,dc,population,hosp_pour_100k,rea_pour_100k,nbre_pass_corona
59,2020-10-14,554,93,3356,766,2604361,21.3,3.6,642.0
60,2020-10-14,122,15,1354,442,824503,14.8,1.8,74.0
61,2020-10-14,24,3,292,49,283372,8.5,1.1,4.0
62,2020-10-14,190,26,1732,365,1468018,12.9,1.8,98.0
63,2020-10-14,85,10,296,68,653742,13.0,1.5,50.0
64,2020-10-14,59,8,328,42,677309,8.7,1.2,48.0
65,2020-10-14,15,3,182,27,228530,6.6,1.3,0.0
66,2020-10-14,31,7,341,41,474452,6.5,1.5,36.0
67,2020-10-14,56,11,2935,713,1125559,5.0,1.0,74.0
68,2020-10-14,31,4,3267,844,764030,4.1,0.5,60.0
69,2020-10-14,518,97,4131,781,1843319,28.1,5.3,732.0
70,2020-10-14,15,1,317,78,236659,6.3,0.4,8.0
71,2020-10-14,85,9,905,224,553595,15.4,1.6,212.0
72,2020-10-14,53,2,542,99,566506,9.4,0.4,188.0
73,2020-10-14,42,4,499,88,431174,9.7,0.9,178.0
74,2020-10-14,46,5,1038,178,807360,5.7,0.6,242.0
75,2020-10-14,592,134,7647,1944,2187526,27.1,6.1,890.0
76,2020-10-14,217,34,1070,215,1254378,17.3,2.7,258.0
77,2020-10-14,161,47,3270,755,1403997,11.5,3.3,218.0
78,2020-10-14,269,35,2929,584,1438266,18.7,2.4,416.0
79,2020-10-14,6,1,84,25,374351,1.6,0.3,8.0
80,2020-10-14,67,14,824,247,572443,11.7,2.4,78.0
81,2020-10-14,64,7,181,28,387890,16.5,1.8,74.0
82,2020-10-14,28,8,86,11,258349,10.8,3.1,190.0
83,2020-10-14,67,15,1243,166,1058740,6.3,1.4,138.0
84,2020-10-14,119,11,446,70,559479,21.3,2.0,154.0
85,2020-10-14,20,4,322,46,675247,3.0,0.6,26.0
86,2020-10-14,8,1,182,44,436876,1.8,0.2,16.0
87,2020-10-14,43,2,177,42,374426,11.5,0.5,34.0
88,2020-10-14,7,2,775,269,367673,1.9,0.5,16.0
89,2020-10-14,24,4,467,95,338291,7.1,1.2,118.0
90,2020-10-14,17,5,584,202,142622,11.9,3.5,32.0
91,2020-10-14,227,54,3254,666,1296130,17.5,4.2,376.0
92,2020-10-14,418,76,5808,1184,1609306,26.0,4.7,474.0
93,2020-10-14,474,75,5064,1102,1623111,29.2,4.6,936.0
94,2020-10-14,392,68,5387,1311,1387926,28.2,4.9,582.0
95,2020-10-14,196,35,3363,796,1228618,16.0,2.8,590.0
971,2020-10-14,186,21,457,111,390253,47.7,5.4,182.0
972,2020-10-14,56,20,150,24,372594,15.0,5.4,0.0
973,2020-10-14,19,5,1758,65,268700,7.1,1.9,34.0
974,2020-10-14,51,11,435,24,853659,6.0,1.3,32.0
976,2020-10-14,9,3,466,29,256518,3.5,1.2,16.0
01,2020-10-15,45,8,538,117,643350,7.0,1.2,120.0
02,2020-10-15,65,7,1212,296,534490,12.2,1.3,162.0
03,2020-10-15,61,5,263,48,337988,18.0,1.5,50.0
04,2020-10-15,17,4,169,17,163915,10.4,2.4,42.0
05,2020-10-15,35,3,168,23,141284,24.8,2.1,58.0
06,2020-10-15,156,26,1245,231,1083310,14.4,2.4,230.0
07,2020-10-15,33,5,477,121,325712,10.1,1.5,86.0
08,2020-10-15,14,5,248,65,273579,5.1,1.8,16.0
09,2020-10-15,15,6,47,3,153153,9.8,3.9,30.0
10,2020-10-15,27,3,693,139,310020,8.7,1.0,44.0
11,2020-10-15,15,5,267,64,370260,4.1,1.4,34.0
12,2020-10-15,30,3,186,30,279206,10.7,1.1,6.0
13,2020-10-15,603,145,5761,740,2024162,29.8,7.2,694.0
14,2020-10-15,66,18,438,92,694002,9.5,2.6,84.0
15,2020-10-15,41,4,78,17,145143,28.2,2.8,12.0
16,2020-10-15,4,2,74,18,352335,1.1,0.6,16.0
17,2020-10-15,29,4,186,59,644303,4.5,0.6,62.0
18,2020-10-15,28,3,235,102,304256,9.2,1.0,68.0
19,2020-10-15,19,3,181,43,241464,7.9,1.2,24.0
21,2020-10-15,52,12,1027,267,533819,9.7,2.2,102.0
22,2020-10-15,19,2,265,43,598814,3.2,0.3,26.0
23,2020-10-15,5,2,94,16,118638,4.2,1.7,0.0
24,2020-10-15,20,1,119,14,413606,4.8,0.2,48.0
25,2020-10-15,24,6,673,154,539067,4.5,1.1,62.0
26,2020-10-15,62,12,598,138,511553,12.1,2.3,132.0
27,2020-10-15,82,6,348,101,601843,13.6,1.0,90.0
28,2020-10-15,48,9,662,150,433233,11.1,2.1,44.0
29,2020-10-15,26,3,240,48,909028,2.9,0.3,16.0
2A,2020-10-15,10,1,176,52,157249,6.4,0.6,22.0
2B,2020-10-15,23,5,137,16,177689,12.9,2.8,36.0
30,2020-10-15,95,23,510,119,744178,12.8,3.1,116.0
31,2020-10-15,154,44,1175,122,1362672,11.3,3.2,316.0
32,2020-10-15,20,2,105,31,191091,10.5,1.0,16.0
33,2020-10-15,186,28,1416,222,1583384,11.7,1.8,170.0
34,2020-10-15,171,42,1064,166,1144892,14.9,3.7,270.0
35,2020-10-15,86,15,641,108,1060199,8.1,1.4,76.0
36,2020-10-15,15,5,211,82,222232,6.7,2.2,10.0
37,2020-10-15,41,13,477,103,606511,6.8,2.1,52.0
38,2020-10-15,242,36,1061,194,1258722,19.2,2.9,362.0
39,2020-10-15,23,1,346,61,260188,8.8,0.4,96.0
40,2020-10-15,40,4,103,19,407444,9.8,1.0,50.0
41,2020-10-15,17,0,373,71,331915,5.1,0.0,46.0
42,2020-10-15,307,49,1286,300,762941,40.2,6.4,394.0
43,2020-10-15,18,2,148,22,227283,7.9,0.9,2.0
44,2020-10-15,95,13,916,194,1394909,6.8,0.9,122.0
45,2020-10-15,62,18,763,114,678105,9.1,2.7,124.0
46,2020-10-15,5,2,75,22,173828,2.9,1.2,0.0
47,2020-10-15,24,5,132,17,332842,7.2,1.5,44.0
48,2020-10-15,13,0,36,6,76601,17.0,0.0,6.0
49,2020-10-15,65,13,811,155,813493,8.0,1.6,68.0
50,2020-10-15,25,3,211,57,496883,5.0,0.6,70.0
51,2020-10-15,63,16,1149,288,568895,11.1,2.8,58.0
52,2020-10-15,23,2,285,95,175640,13.1,1.1,14.0
53,2020-10-15,15,2,276,49,307445,4.9,0.7,52.0
54,2020-10-15,61,9,1394,374,733481,8.3,1.2,78.0
55,2020-10-15,21,1,521,106,187187,11.2,0.5,10.0
56,2020-10-15,70,5,506,102,750863,9.3,0.7,204.0
57,2020-10-15,61,12,2746,877,1043522,5.8,1.1,142.0
58,2020-10-15,15,4,122,29,207182,7.2,1.9,46.0
59,2020-10-15,587,104,3409,772,2604361,22.5,4.0,612.0
60,2020-10-15,128,18,1361,442,824503,15.5,2.2,68.0
61,2020-10-15,24,4,292,50,283372,8.5,1.4,4.0
62,2020-10-15,192,24,1748,367,1468018,13.1,1.6,90.0
63,2020-10-15,86,11,309,70,653742,13.2,1.7,54.0
64,2020-10-15,60,9,334,42,677309,8.9,1.3,38.0
65,2020-10-15,14,2,183,27,228530,6.1,0.9,0.0
66,2020-10-15,34,8,342,41,474452,7.2,1.7,40.0
67,2020-10-15,68,14,2937,713,1125559,6.0,1.2,72.0
68,2020-10-15,31,3,3268,844,764030,4.1,0.4,64.0
69,2020-10-15,571,112,4172,787,1843319,31.0,6.1,766.0
70,2020-10-15,17,1,317,78,236659,7.2,0.4,14.0
71,2020-10-15,94,9,907,224,553595,17.0,1.6,248.0
72,2020-10-15,54,1,545,99,566506,9.5,0.2,192.0
73,2020-10-15,55,5,501,88,431174,12.8,1.2,186.0
74,2020-10-15,46,5,1046,178,807360,5.7,0.6,254.0
75,2020-10-15,595,133,7692,1947,2187526,27.2,6.1,884.0
76,2020-10-15,219,33,1089,216,1254378,17.5,2.6,252.0
77,2020-10-15,183,53,3276,757,1403997,13.0,3.8,236.0
78,2020-10-15,290,36,2941,590,1438266,20.2,2.5,394.0
79,2020-10-15,5,1,85,25,374351,1.3,0.3,12.0
80,2020-10-15,72,14,828,248,572443,12.6,2.4,76.0
81,2020-10-15,66,12,186,29,387890,17.0,3.1,88.0
82,2020-10-15,31,9,90,13,258349,12.0,3.5,212.0
83,2020-10-15,77,14,1247,166,1058740,7.3,1.3,148.0
84,2020-10-15,118,12,456,71,559479,21.1,2.1,170.0
85,2020-10-15,23,5,322,46,675247,3.4,0.7,32.0
86,2020-10-15,8,1,182,44,436876,1.8,0.2,18.0
87,2020-10-15,41,4,179,45,374426,11.0,1.1,38.0
88,2020-10-15,7,2,776,269,367673,1.9,0.5,20.0
89,2020-10-15,26,6,469,95,338291,7.7,1.8,130.0
90,2020-10-15,14,4,588,202,142622,9.8,2.8,36.0
91,2020-10-15,232,56,3269,666,1296130,17.9,4.3,380.0
92,2020-10-15,433,85,5840,1187,1609306,26.9,5.3,490.0
93,2020-10-15,452,79,5126,1106,1623111,27.8,4.9,928.0
94,2020-10-15,406,69,5411,1314,1387926,29.3,5.0,622.0
95,2020-10-15,203,32,3382,804,1228618,16.5,2.6,602.0
971,2020-10-15,185,25,464,111,390253,47.4,6.4,180.0
972,2020-10-15,56,20,153,25,372594,15.0,5.4,0.0
973,2020-10-15,18,5,1760,65,268700,6.7,1.9,32.0
974,2020-10-15,47,11,439,24,853659,5.5,1.3,28.0
976,2020-10-15,9,3,466,29,256518,3.5,1.2,14.0
01,2020-10-16,52,7,543,119,643350,8.1,1.1,142.0
02,2020-10-16,70,10,1216,296,534490,13.1,1.9,186.0
03,2020-10-16,67,8,262,49,337988,19.8,2.4,42.0
04,2020-10-16,17,4,170,17,163915,10.4,2.4,42.0
05,2020-10-16,41,7,168,24,141284,29.0,5.0,60.0
06,2020-10-16,167,28,1250,231,1083310,15.4,2.6,252.0
07,2020-10-16,40,7,480,121,325712,12.3,2.1,98.0
08,2020-10-16,16,5,248,65,273579,5.8,1.8,16.0
09,2020-10-16,18,7,47,3,153153,11.8,4.6,26.0
10,2020-10-16,27,2,693,140,310020,8.7,0.6,48.0
11,2020-10-16,16,4,269,64,370260,4.3,1.1,38.0
12,2020-10-16,34,3,187,31,279206,12.2,1.1,2.0
13,2020-10-16,632,143,5820,752,2024162,31.2,7.1,752.0
14,2020-10-16,67,16,440,94,694002,9.7,2.3,98.0
15,2020-10-16,38,4,80,20,145143,26.2,2.8,16.0
16,2020-10-16,4,2,74,18,352335,1.1,0.6,16.0
17,2020-10-16,29,4,186,59,644303,4.5,0.6,74.0
18,2020-10-16,29,4,237,102,304256,9.5,1.3,74.0
19,2020-10-16,17,3,184,44,241464,7.0,1.2,26.0
21,2020-10-16,55,15,1030,267,533819,10.3,2.8,110.0
22,2020-10-16,18,2,266,43,598814,3.0,0.3,34.0
23,2020-10-16,8,4,94,16,118638,6.7,3.4,0.0
24,2020-10-16,20,1,120,14,413606,4.8,0.2,44.0
25,2020-10-16,25,7,674,154,539067,4.6,1.3,60.0
26,2020-10-16,77,13,600,139,511553,15.1,2.5,124.0
27,2020-10-16,83,7,352,101,601843,13.8,1.2,130.0
28,2020-10-16,48,9,669,151,433233,11.1,2.1,42.0
29,2020-10-16,33,3,241,48,909028,3.6,0.3,14.0
2A,2020-10-16,12,2,176,52,157249,7.6,1.3,26.0
2B,2020-10-16,23,4,138,16,177689,12.9,2.3,42.0
30,2020-10-16,113,30,517,120,744178,15.2,4.0,128.0
31,2020-10-16,160,42,1188,124,1362672,11.7,3.1,320.0
32,2020-10-16,20,2,105,31,191091,10.5,1.0,14.0
33,2020-10-16,183,28,1429,227,1583384,11.6,1.8,172.0
34,2020-10-16,179,47,1081,173,1144892,15.6,4.1,256.0
35,2020-10-16,90,15,646,109,1060199,8.5,1.4,84.0
36,2020-10-16,16,5,211,82,222232,7.2,2.2,18.0
37,2020-10-16,39,11,481,103,606511,6.4,1.8,52.0
38,2020-10-16,259,38,1072,196,1258722,20.6,3.0,386.0
39,2020-10-16,31,1,346,61,260188,11.9,0.4,106.0
40,2020-10-16,43,5,106,19,407444,10.6,1.2,52.0
41,2020-10-16,17,0,373,71,331915,5.1,0.0,48.0
42,2020-10-16,320,47,1302,308,762941,41.9,6.2,408.0
43,2020-10-16,18,2,148,22,227283,7.9,0.9,4.0
44,2020-10-16,94,16,924,194,1394909,6.7,1.1,142.0
45,2020-10-16,74,22,769,114,678105,10.9,3.2,122.0
46,2020-10-16,6,2,75,22,173828,3.5,1.2,0.0
47,2020-10-16,23,6,134,18,332842,6.9,1.8,48.0
48,2020-10-16,13,0,36,6,76601,17.0,0.0,6.0
49,2020-10-16,79,14,818,157,813493,9.7,1.7,66.0
50,2020-10-16,31,4,213,57,496883,6.2,0.8,78.0
51,2020-10-16,64,16,1149,288,568895,11.2,2.8,72.0
52,2020-10-16,23,2,285,95,175640,13.1,1.1,16.0
53,2020-10-16,15,2,278,49,307445,4.9,0.7,60.0
54,2020-10-16,64,11,1397,375,733481,8.7,1.5,72.0
55,2020-10-16,19,1,524,106,187187,10.2,0.5,10.0
56,2020-10-16,65,5,513,103,750863,8.7,0.7,192.0
57,2020-10-16,61,13,2750,877,1043522,5.8,1.2,162.0
58,2020-10-16,13,3,124,29,207182,6.3,1.4,48.0
59,2020-10-16,622,106,3442,782,2604361,23.9,4.1,654.0
60,2020-10-16,132,21,1364,445,824503,16.0,2.5,60.0
61,2020-10-16,23,4,292,50,283372,8.1,1.4,0.0
62,2020-10-16,207,24,1760,368,1468018,14.1,1.6,88.0
63,2020-10-16,112,11,313,70,653742,17.1,1.7,66.0
64,2020-10-16,57,8,336,45,677309,8.4,1.2,48.0
65,2020-10-16,13,2,184,27,228530,5.7,0.9,0.0
66,2020-10-16,38,10,343,42,474452,8.0,2.1,44.0
67,2020-10-16,69,13,2941,713,1125559,6.1,1.2,80.0
68,2020-10-16,36,6,3270,844,764030,4.7,0.8,64.0
69,2020-10-16,589,116,4202,797,1843319,32.0,6.3,856.0
70,2020-10-16,24,1,317,79,236659,10.1,0.4,12.0
71,2020-10-16,95,9,913,227,553595,17.2,1.6,242.0
72,2020-10-16,54,2,547,100,566506,9.5,0.4,196.0
73,2020-10-16,64,5,502,88,431174,14.8,1.2,136.0
74,2020-10-16,57,6,1049,179,807360,7.1,0.7,254.0
75,2020-10-16,604,128,7726,1953,2187526,27.6,5.9,878.0
76,2020-10-16,233,32,1101,218,1254378,18.6,2.6,268.0
77,2020-10-16,187,51,3291,759,1403997,13.3,3.6,242.0
78,2020-10-16,296,34,2958,592,1438266,20.6,2.4,398.0
79,2020-10-16,5,1,86,26,374351,1.3,0.3,10.0
80,2020-10-16,77,15,829,249,572443,13.5,2.6,84.0
81,2020-10-16,69,12,189,30,387890,17.8,3.1,90.0
82,2020-10-16,32,9,93,13,258349,12.4,3.5,222.0
83,2020-10-16,85,17,1251,167,1058740,8.0,1.6,170.0
84,2020-10-16,117,10,464,72,559479,20.9,1.8,182.0
85,2020-10-16,25,6,324,46,675247,3.7,0.9,42.0
86,2020-10-16,8,1,183,44,436876,1.8,0.2,18.0
87,2020-10-16,42,5,184,45,374426,11.2,1.3,44.0
88,2020-10-16,11,3,776,269,367673,3.0,0.8,22.0
89,2020-10-16,28,6,470,95,338291,8.3,1.8,126.0
90,2020-10-16,17,4,589,202,142622,11.9,2.8,42.0
91,2020-10-16,248,57,3272,667,1296130,19.1,4.4,386.0
92,2020-10-16,434,83,5870,1188,1609306,27.0,5.2,508.0
93,2020-10-16,467,77,5159,1111,1623111,28.8,4.7,1010.0
94,2020-10-16,437,74,5434,1315,1387926,31.5,5.3,618.0
95,2020-10-16,204,33,3405,807,1228618,16.6,2.7,642.0
971,2020-10-16,161,26,501,113,390253,41.3,6.7,168.0
972,2020-10-16,57,20,157,26,372594,15.3,5.4,0.0
973,2020-10-16,17,5,1761,65,268700,6.3,1.9,24.0
974,2020-10-16,44,10,443,24,853659,5.2,1.2,36.0
976,2020-10-16,9,3,466,29,256518,3.5,1.2,14.0
01,2020-10-17,61,7,542,119,643350,9.5,1.1,158.0
02,2020-10-17,65,10,1221,296,534490,12.2,1.9,192.0
03,2020-10-17,76,8,263,51,337988,22.5,2.4,54.0
04,2020-10-17,18,5,171,17,163915,11.0,3.1,44.0
05,2020-10-17,40,8,170,25,141284,28.3,5.7,50.0
06,2020-10-17,181,30,1255,231,1083310,16.7,2.8,254.0
07,2020-10-17,41,8,480,121,325712,12.6,2.5,110.0
08,2020-10-17,15,4,250,66,273579,5.5,1.5,16.0
09,2020-10-17,20,8,47,3,153153,13.1,5.2,28.0
10,2020-10-17,28,2,693,140,310020,9.0,0.6,56.0
11,2020-10-17,17,4,270,64,370260,4.6,1.1,40.0
12,2020-10-17,31,3,190,34,279206,11.1,1.1,2.0
13,2020-10-17,655,149,5865,757,2024162,32.4,7.4,794.0
14,2020-10-17,73,19,444,95,694002,10.5,2.7,110.0
15,2020-10-17,39,4,81,20,145143,26.9,2.8,14.0
16,2020-10-17,5,2,74,18,352335,1.4,0.6,18.0
17,2020-10-17,29,4,187,59,644303,4.5,0.6,72.0
18,2020-10-17,32,4,238,102,304256,10.5,1.3,78.0
19,2020-10-17,16,3,185,44,241464,6.6,1.2,30.0
21,2020-10-17,58,16,1034,267,533819,10.9,3.0,104.0
22,2020-10-17,18,2,269,43,598814,3.0,0.3,50.0
23,2020-10-17,13,3,94,17,118638,11.0,2.5,2.0
24,2020-10-17,21,1,121,14,413606,5.1,0.2,38.0
25,2020-10-17,23,7,676,154,539067,4.3,1.3,58.0
26,2020-10-17,87,11,602,140,511553,17.0,2.2,138.0
27,2020-10-17,91,7,352,101,601843,15.1,1.2,118.0
28,2020-10-17,46,11,672,151,433233,10.6,2.5,48.0
29,2020-10-17,37,6,244,48,909028,4.1,0.7,14.0
2A,2020-10-17,13,3,178,52,157249,8.3,1.9,24.0
2B,2020-10-17,26,5,139,16,177689,14.6,2.8,40.0
30,2020-10-17,114,29,520,122,744178,15.3,3.9,150.0
31,2020-10-17,167,47,1208,125,1362672,12.3,3.4,326.0
32,2020-10-17,19,2,106,31,191091,9.9,1.0,16.0
33,2020-10-17,184,29,1433,230,1583384,11.6,1.8,188.0
34,2020-10-17,175,50,1090,177,1144892,15.3,4.4,284.0
35,2020-10-17,96,16,650,110,1060199,9.1,1.5,92.0
36,2020-10-17,17,5,211,82,222232,7.6,2.2,24.0
37,2020-10-17,41,12,483,104,606511,6.8,2.0,50.0
38,2020-10-17,253,41,1092,202,1258722,20.1,3.3,440.0
39,2020-10-17,35,2,350,61,260188,13.5,0.8,100.0
40,2020-10-17,46,4,106,19,407444,11.3,1.0,54.0
41,2020-10-17,17,0,373,72,331915,5.1,0.0,48.0
42,2020-10-17,337,48,1315,314,762941,44.2,6.3,408.0
43,2020-10-17,26,3,149,22,227283,11.4,1.3,8.0
44,2020-10-17,102,17,929,194,1394909,7.3,1.2,142.0
45,2020-10-17,76,21,774,114,678105,11.2,3.1,124.0
46,2020-10-17,6,2,75,22,173828,3.5,1.2,0.0
47,2020-10-17,23,5,134,18,332842,6.9,1.5,56.0
48,2020-10-17,16,0,36,6,76601,20.9,0.0,6.0
49,2020-10-17,80,14,823,158,813493,9.8,1.7,66.0
50,2020-10-17,31,5,213,57,496883,6.2,1.0,76.0
51,2020-10-17,60,13,1156,292,568895,10.5,2.3,84.0
52,2020-10-17,25,2,286,95,175640,14.2,1.1,18.0
53,2020-10-17,15,2,280,49,307445,4.9,0.7,66.0
54,2020-10-17,67,6,1399,375,733481,9.1,0.8,72.0
55,2020-10-17,19,1,525,106,187187,10.2,0.5,16.0
56,2020-10-17,59,6,519,104,750863,7.9,0.8,184.0
57,2020-10-17,61,13,2753,877,1043522,5.8,1.2,190.0
58,2020-10-17,12,3,125,29,207182,5.8,1.4,50.0
59,2020-10-17,631,119,3473,784,2604361,24.2,4.6,720.0
60,2020-10-17,133,23,1368,445,824503,16.1,2.8,66.0
61,2020-10-17,20,4,292,50,283372,7.1,1.4,2.0
62,2020-10-17,212,29,1772,369,1468018,14.4,2.0,100.0
63,2020-10-17,121,12,317,70,653742,18.5,1.8,82.0
64,2020-10-17,54,8,341,45,677309,8.0,1.2,38.0
65,2020-10-17,13,2,184,27,228530,5.7,0.9,2.0
66,2020-10-17,37,10,345,42,474452,7.8,2.1,52.0
67,2020-10-17,77,13,2946,713,1125559,6.8,1.2,88.0
68,2020-10-17,36,5,3270,844,764030,4.7,0.7,70.0
69,2020-10-17,614,117,4234,807,1843319,33.3,6.3,876.0
70,2020-10-17,23,1,318,79,236659,9.7,0.4,10.0
71,2020-10-17,97,9,917,228,553595,17.5,1.6,272.0
72,2020-10-17,57,3,552,100,566506,10.1,0.5,184.0
73,2020-10-17,81,10,504,88,431174,18.8,2.3,138.0
74,2020-10-17,62,6,1051,179,807360,7.7,0.7,286.0
75,2020-10-17,640,142,7754,1958,2187526,29.3,6.5,870.0
76,2020-10-17,250,33,1111,218,1254378,19.9,2.6,260.0
77,2020-10-17,187,53,3301,763,1403997,13.3,3.8,258.0
78,2020-10-17,311,37,2974,592,1438266,21.6,2.6,398.0
79,2020-10-17,5,1,87,26,374351,1.3,0.3,12.0
80,2020-10-17,81,15,830,249,572443,14.1,2.6,82.0
81,2020-10-17,70,12,192,30,387890,18.0,3.1,90.0
82,2020-10-17,41,8,93,13,258349,15.9,3.1,208.0
83,2020-10-17,93,18,1258,168,1058740,8.8,1.7,186.0
84,2020-10-17,128,11,469,73,559479,22.9,2.0,194.0
85,2020-10-17,25,7,326,46,675247,3.7,1.0,46.0
86,2020-10-17,7,1,184,44,436876,1.6,0.2,22.0
87,2020-10-17,48,5,187,45,374426,12.8,1.3,46.0
88,2020-10-17,12,4,776,269,367673,3.3,1.1,22.0
89,2020-10-17,21,6,477,95,338291,6.2,1.8,126.0
90,2020-10-17,17,4,589,202,142622,11.9,2.8,42.0
91,2020-10-17,257,55,3282,670,1296130,19.8,4.2,406.0
92,2020-10-17,442,81,5888,1190,1609306,27.5,5.0,528.0
93,2020-10-17,484,80,5175,1115,1623111,29.8,4.9,1050.0
94,2020-10-17,451,80,5455,1316,1387926,32.5,5.8,652.0
95,2020-10-17,210,34,3415,810,1228618,17.1,2.8,674.0
971,2020-10-17,165,23,504,117,390253,42.3,5.9,156.0
972,2020-10-17,56,17,159,27,372594,15.0,4.6,0.0
973,2020-10-17,19,5,1762,65,268700,7.1,1.9,24.0
974,2020-10-17,48,10,445,24,853659,5.6,1.2,40.0
976,2020-10-17,9,3,466,29,256518,3.5,1.2,16.0
01,2020-10-18,63,7,543,119,643350,9.8,1.1,170.0
02,2020-10-18,80,12,1222,296,534490,15.0,2.2,206.0
03,2020-10-18,81,7,263,53,337988,24.0,2.1,58.0
04,2020-10-18,21,5,172,17,163915,12.8,3.1,46.0
05,2020-10-18,43,9,171,25,141284,30.4,6.4,66.0
06,2020-10-18,183,29,1258,233,1083310,16.9,2.7,236.0
07,2020-10-18,48,6,480,123,325712,14.7,1.8,130.0
08,2020-10-18,18,5,250,66,273579,6.6,1.8,16.0
09,2020-10-18,19,8,47,5,153153,12.4,5.2,28.0
10,2020-10-18,28,2,693,140,310020,9.0,0.6,66.0
11,2020-10-18,20,4,269,64,370260,5.4,1.1,40.0
12,2020-10-18,31,3,191,35,279206,11.1,1.1,2.0
13,2020-10-18,677,156,5887,761,2024162,33.4,7.7,844.0
14,2020-10-18,78,19,446,95,694002,11.2,2.7,120.0
15,2020-10-18,42,4,81,20,145143,28.9,2.8,16.0
16,2020-10-18,6,2,74,18,352335,1.7,0.6,18.0
17,2020-10-18,31,4,187,59,644303,4.8,0.6,72.0
18,2020-10-18,38,4,238,102,304256,12.5,1.3,68.0
19,2020-10-18,18,3,186,44,241464,7.5,1.2,34.0
21,2020-10-18,58,16,1034,267,533819,10.9,3.0,120.0
22,2020-10-18,26,2,269,43,598814,4.3,0.3,52.0
23,2020-10-18,13,3,94,17,118638,11.0,2.5,2.0
24,2020-10-18,21,1,121,14,413606,5.1,0.2,36.0
25,2020-10-18,26,9,676,155,539067,4.8,1.7,66.0
26,2020-10-18,91,12,602,140,511553,17.8,2.3,174.0
27,2020-10-18,96,9,353,101,601843,16.0,1.5,114.0
28,2020-10-18,54,10,672,151,433233,12.5,2.3,58.0
29,2020-10-18,34,6,246,48,909028,3.7,0.7,18.0
2A,2020-10-18,14,4,179,52,157249,8.9,2.5,18.0
2B,2020-10-18,27,5,140,16,177689,15.2,2.8,44.0
30,2020-10-18,118,28,520,125,744178,15.9,3.8,162.0
31,2020-10-18,185,50,1214,126,1362672,13.6,3.7,352.0
32,2020-10-18,17,2,106,33,191091,8.9,1.0,18.0
33,2020-10-18,193,31,1441,232,1583384,12.2,2.0,194.0
34,2020-10-18,187,54,1090,179,1144892,16.3,4.7,304.0
35,2020-10-18,95,16,653,110,1060199,9.0,1.5,114.0
36,2020-10-18,17,5,211,82,222232,7.6,2.2,22.0
37,2020-10-18,43,13,484,104,606511,7.1,2.1,42.0
38,2020-10-18,264,43,1097,206,1258722,21.0,3.4,478.0
39,2020-10-18,35,2,356,62,260188,13.5,0.8,98.0
40,2020-10-18,46,4,107,19,407444,11.3,1.0,48.0
41,2020-10-18,17,0,373,72,331915,5.1,0.0,48.0
42,2020-10-18,367,53,1317,316,762941,48.1,6.9,430.0
43,2020-10-18,26,3,149,22,227283,11.4,1.3,10.0
44,2020-10-18,117,20,932,194,1394909,8.4,1.4,148.0
45,2020-10-18,78,22,774,114,678105,11.5,3.2,140.0
46,2020-10-18,6,2,75,22,173828,3.5,1.2,0.0
47,2020-10-18,22,4,134,19,332842,6.6,1.2,52.0
48,2020-10-18,18,0,36,6,76601,23.5,0.0,2.0
49,2020-10-18,84,15,824,158,813493,10.3,1.8,62.0
50,2020-10-18,34,6,213,57,496883,6.8,1.2,78.0
51,2020-10-18,62,14,1156,292,568895,10.9,2.5,86.0
52,2020-10-18,27,2,286,95,175640,15.4,1.1,16.0
53,2020-10-18,18,3,281,50,307445,5.9,1.0,70.0
54,2020-10-18,70,8,1399,375,733481,9.5,1.1,86.0
55,2020-10-18,17,1,528,106,187187,9.1,0.5,20.0
56,2020-10-18,59,6,519,104,750863,7.9,0.8,168.0
57,2020-10-18,65,13,2753,877,1043522,6.2,1.2,208.0
58,2020-10-18,14,4,125,29,207182,6.8,1.9,42.0
59,2020-10-18,661,120,3489,788,2604361,25.4,4.6,740.0
60,2020-10-18,137,22,1369,446,824503,16.6,2.7,66.0
61,2020-10-18,22,5,292,50,283372,7.8,1.8,10.0
62,2020-10-18,217,30,1780,369,1468018,14.8,2.0,98.0
63,2020-10-18,131,11,318,71,653742,20.0,1.7,94.0
64,2020-10-18,55,8,342,45,677309,8.1,1.2,46.0
65,2020-10-18,21,3,185,27,228530,9.2,1.3,2.0
66,2020-10-18,43,11,345,42,474452,9.1,2.3,64.0
67,2020-10-18,80,12,2948,714,1125559,7.1,1.1,90.0
68,2020-10-18,38,6,3270,844,764030,5.0,0.8,80.0
69,2020-10-18,651,126,4243,812,1843319,35.3,6.8,974.0
70,2020-10-18,22,1,320,79,236659,9.3,0.4,14.0
71,2020-10-18,107,9,918,229,553595,19.3,1.6,276.0
72,2020-10-18,64,4,554,100,566506,11.3,0.7,194.0
73,2020-10-18,96,9,510,90,431174,22.3,2.1,142.0
74,2020-10-18,69,8,1054,179,807360,8.5,1.0,312.0
75,2020-10-18,649,146,7774,1963,2187526,29.7,6.7,872.0
76,2020-10-18,256,31,1121,221,1254378,20.4,2.5,262.0
77,2020-10-18,192,52,3307,770,1403997,13.7,3.7,260.0
78,2020-10-18,311,38,2983,593,1438266,21.6,2.6,404.0
79,2020-10-18,6,1,87,26,374351,1.6,0.3,14.0
80,2020-10-18,87,17,830,249,572443,15.2,3.0,82.0
81,2020-10-18,73,12,192,31,387890,18.8,3.1,80.0
