dep,datetime,hosp,rea,rad,dc,population,hosp_pour_100k,rea_pour_100k,nbre_pass_corona
82,2020-10-18,55,10,94,14,258349,21.3,3.9,226.0
83,2020-10-18,94,18,1261,169,1058740,8.9,1.7,212.0
84,2020-10-18,141,11,471,74,559479,25.2,2.0,198.0
85,2020-10-18,28,8,327,46,675247,4.1,1.2,50.0
86,2020-10-18,7,1,184,44,436876,1.6,0.2,26.0
87,2020-10-18,45,4,189,46,374426,12.0,1.1,56.0
88,2020-10-18,12,2,778,269,367673,3.3,0.5,22.0
89,2020-10-18,24,6,477,95,338291,7.1,1.8,128.0
90,2020-10-18,16,4,590,202,142622,11.2,2.8,52.0
91,2020-10-18,266,60,3290,672,1296130,20.5,4.6,412.0
92,2020-10-18,460,88,5897,1192,1609306,28.6,5.5,492.0
93,2020-10-18,499,79,5185,1120,1623111,30.7,4.9,1070.0
94,2020-10-18,456,82,5460,1317,1387926,32.9,5.9,632.0
95,2020-10-18,221,35,3418,814,1228618,18.0,2.8,672.0
971,2020-10-18,158,25,516,118,390253,40.5,6.4,144.0
972,2020-10-18,60,15,161,27,372594,16.1,4.0,0.0
973,2020-10-18,19,5,1762,65,268700,7.1,1.9,20.0
974,2020-10-18,52,11,446,24,853659,6.1,1.3,46.0
976,2020-10-18,10,3,466,30,256518,3.9,1.2,16.0
01,2020-10-19,95,9,551,119,643350,14.8,1.4,204.0
02,2020-10-19,82,11,1224,297,534490,15.3,2.1,198.0
03,2020-10-19,86,7,264,54,337988,25.4,2.1,70.0
04,2020-10-19,21,5,174,17,163915,12.8,3.1,50.0
05,2020-10-19,40,9,177,25,141284,28.3,6.4,68.0
06,2020-10-19,197,34,1263,234,1083310,18.2,3.1,228.0
07,2020-10-19,61,6,482,124,325712,18.7,1.8,140.0
08,2020-10-19,22,6,250,66,273579,8.0,2.2,14.0
09,2020-10-19,20,8,48,5,153153,13.1,5.2,24.0
10,2020-10-19,32,2,694,140,310020,10.3,0.6,80.0
11,2020-10-19,23,4,272,64,370260,6.2,1.1,60.0
12,2020-10-19,34,3,192,35,279206,12.2,1.1,2.0
13,2020-10-19,764,167,5921,774,2024162,37.7,8.3,938.0
14,2020-10-19,84,21,449,97,694002,12.1,3.0,120.0
15,2020-10-19,42,5,81,21,145143,28.9,3.4,16.0
16,2020-10-19,9,2,75,18,352335,2.6,0.6,16.0
17,2020-10-19,33,5,188,59,644303,5.1,0.8,60.0
18,2020-10-19,43,4,237,103,304256,14.1,1.3,60.0
19,2020-10-19,18,4,190,44,241464,7.5,1.7,32.0
21,2020-10-19,59,14,1035,270,533819,11.1,2.6,120.0
22,2020-10-19,28,2,274,43,598814,4.7,0.3,64.0
23,2020-10-19,15,4,94,17,118638,12.6,3.4,4.0
24,2020-10-19,23,1,122,14,413606,5.6,0.2,32.0
25,2020-10-19,28,9,679,155,539067,5.2,1.7,78.0
26,2020-10-19,100,14,611,140,511553,19.5,2.7,196.0
27,2020-10-19,92,8,363,103,601843,15.3,1.3,120.0
28,2020-10-19,58,12,681,151,433233,13.4,2.8,56.0
29,2020-10-19,35,5,248,49,909028,3.9,0.6,16.0
2A,2020-10-19,15,4,179,52,157249,9.5,2.5,16.0
2B,2020-10-19,28,5,140,16,177689,15.8,2.8,52.0
30,2020-10-19,123,29,525,127,744178,16.5,3.9,150.0
31,2020-10-19,202,59,1226,128,1362672,14.8,4.3,368.0
32,2020-10-19,17,2,106,33,191091,8.9,1.0,18.0
33,2020-10-19,198,32,1444,235,1583384,12.5,2.0,180.0
34,2020-10-19,205,54,1097,184,1144892,17.9,4.7,328.0
35,2020-10-19,96,17,663,110,1060199,9.1,1.6,112.0
36,2020-10-19,17,5,211,82,222232,7.6,2.2,20.0
37,2020-10-19,46,11,487,105,606511,7.6,1.8,46.0
38,2020-10-19,307,51,1126,210,1258722,24.4,4.1,510.0
39,2020-10-19,42,2,356,62,260188,16.1,0.8,108.0
40,2020-10-19,45,3,110,21,407444,11.0,0.7,46.0
41,2020-10-19,18,0,375,72,331915,5.4,0.0,46.0
42,2020-10-19,390,53,1326,320,762941,51.1,6.9,460.0
43,2020-10-19,29,2,149,24,227283,12.8,0.9,12.0
44,2020-10-19,124,23,936,194,1394909,8.9,1.6,144.0
45,2020-10-19,87,24,776,114,678105,12.8,3.5,134.0
46,2020-10-19,7,2,75,22,173828,4.0,1.2,2.0
47,2020-10-19,26,5,135,19,332842,7.8,1.5,52.0
48,2020-10-19,18,0,36,7,76601,23.5,0.0,2.0
49,2020-10-19,93,16,827,160,813493,11.4,2.0,60.0
50,2020-10-19,41,6,213,59,496883,8.3,1.2,82.0
51,2020-10-19,64,13,1157,293,568895,11.2,2.3,86.0
52,2020-10-19,28,2,287,95,175640,15.9,1.1,20.0
53,2020-10-19,20,2,281,51,307445,6.5,0.7,66.0
54,2020-10-19,63,8,1405,377,733481,8.6,1.1,82.0
55,2020-10-19,19,1,528,106,187187,10.2,0.5,18.0
56,2020-10-19,66,7,518,104,750863,8.8,0.9,178.0
57,2020-10-19,80,15,2756,877,1043522,7.7,1.4,220.0
58,2020-10-19,17,5,125,29,207182,8.2,2.4,34.0
59,2020-10-19,717,138,3511,804,2604361,27.5,5.3,796.0
60,2020-10-19,132,23,1377,446,824503,16.0,2.8,62.0
61,2020-10-19,22,4,292,51,283372,7.8,1.4,12.0
62,2020-10-19,248,35,1783,372,1468018,16.9,2.4,114.0
63,2020-10-19,149,15,326,72,653742,22.8,2.3,110.0
64,2020-10-19,60,8,349,45,677309,8.9,1.2,50.0
65,2020-10-19,24,5,185,27,228530,10.5,2.2,4.0
66,2020-10-19,41,10,345,44,474452,8.6,2.1,80.0
67,2020-10-19,78,12,2952,714,1125559,6.9,1.1,98.0
68,2020-10-19,38,7,3274,845,764030,5.0,0.9,86.0
69,2020-10-19,671,128,4275,820,1843319,36.4,6.9,1018.0
70,2020-10-19,22,2,320,81,236659,9.3,0.8,18.0
71,2020-10-19,127,12,926,232,553595,22.9,2.2,296.0
72,2020-10-19,66,3,552,100,566506,11.7,0.5,198.0
73,2020-10-19,101,10,513,92,431174,23.4,2.3,174.0
74,2020-10-19,92,11,1057,180,807360,11.4,1.4,380.0
75,2020-10-19,675,152,7804,1973,2187526,30.9,6.9,890.0
76,2020-10-19,275,38,1132,225,1254378,21.9,3.0,272.0
77,2020-10-19,199,58,3312,772,1403997,14.2,4.1,240.0
78,2020-10-19,317,39,2990,600,1438266,22.0,2.7,452.0
79,2020-10-19,6,1,87,26,374351,1.6,0.3,24.0
80,2020-10-19,90,21,838,249,572443,15.7,3.7,82.0
81,2020-10-19,76,12,192,31,387890,19.6,3.1,74.0
82,2020-10-19,59,11,96,15,258349,22.8,4.3,244.0
83,2020-10-19,100,21,1268,171,1058740,9.4,2.0,236.0
84,2020-10-19,144,11,474,76,559479,25.7,2.0,228.0
85,2020-10-19,29,11,331,46,675247,4.3,1.6,46.0
86,2020-10-19,13,2,184,44,436876,3.0,0.5,40.0
87,2020-10-19,57,4,190,46,374426,15.2,1.1,60.0
88,2020-10-19,12,2,779,269,367673,3.3,0.5,32.0
89,2020-10-19,27,6,477,95,338291,8.0,1.8,124.0
90,2020-10-19,17,6,591,202,142622,11.9,4.2,56.0
91,2020-10-19,286,67,3308,673,1296130,22.1,5.2,454.0
92,2020-10-19,476,97,5914,1198,1609306,29.6,6.0,524.0
93,2020-10-19,502,82,5231,1122,1623111,30.9,5.1,1070.0
94,2020-10-19,485,88,5472,1323,1387926,34.9,6.3,668.0
95,2020-10-19,228,38,3430,816,1228618,18.6,3.1,732.0
971,2020-10-19,160,26,516,118,390253,41.0,6.7,132.0
972,2020-10-19,64,16,161,27,372594,17.2,4.3,0.0
973,2020-10-19,18,5,1763,65,268700,6.7,1.9,16.0
974,2020-10-19,53,11,446,24,853659,6.2,1.3,48.0
976,2020-10-19,9,3,467,30,256518,3.5,1.2,16.0
01,2020-10-20,106,10,568,121,643350,16.5,1.6,220.0
02,2020-10-20,87,12,1227,297,534490,16.3,2.2,206.0
03,2020-10-20,92,7,271,56,337988,27.2,2.1,70.0
04,2020-10-20,19,5,177,18,163915,11.6,3.1,52.0
05,2020-10-20,53,7,179,26,141284,37.5,5.0,62.0
06,2020-10-20,193,37,1286,235,1083310,17.8,3.4,244.0
07,2020-10-20,71,7,486,124,325712,21.8,2.1,138.0
08,2020-10-20,23,6,250,66,273579,8.4,2.2,14.0
09,2020-10-20,20,8,48,5,153153,13.1,5.2,26.0
10,2020-10-20,45,3,696,140,310020,14.5,1.0,84.0
11,2020-10-20,28,4,274,64,370260,7.6,1.1,64.0
12,2020-10-20,34,2,192,35,279206,12.2,0.7,2.0
13,2020-10-20,809,165,5995,785,2024162,40.0,8.2,974.0
14,2020-10-20,92,23,454,97,694002,13.3,3.3,140.0
15,2020-10-20,36,4,86,22,145143,24.8,2.8,18.0
16,2020-10-20,6,2,78,18,352335,1.7,0.6,24.0
17,2020-10-20,40,5,191,60,644303,6.2,0.8,58.0
18,2020-10-20,52,4,238,103,304256,17.1,1.3,72.0
19,2020-10-20,24,5,189,44,241464,9.9,2.1,36.0
21,2020-10-20,69,14,1040,270,533819,12.9,2.6,114.0
22,2020-10-20,27,2,275,43,598814,4.5,0.3,74.0
23,2020-10-20,15,4,95,17,118638,12.6,3.4,6.0
24,2020-10-20,23,1,122,14,413606,5.6,0.2,30.0
25,2020-10-20,32,9,680,155,539067,5.9,1.7,94.0
26,2020-10-20,109,16,616,144,511553,21.3,3.1,198.0
27,2020-10-20,92,8,368,104,601843,15.3,1.3,122.0
28,2020-10-20,52,12,691,151,433233,12.0,2.8,60.0
29,2020-10-20,38,6,250,50,909028,4.2,0.7,16.0
2A,2020-10-20,16,4,179,52,157249,10.2,2.5,18.0
2B,2020-10-20,26,5,143,16,177689,14.6,2.8,58.0
30,2020-10-20,132,31,530,130,744178,17.7,4.2,176.0
31,2020-10-20,189,56,1253,129,1362672,13.9,4.1,364.0
32,2020-10-20,20,3,106,33,191091,10.5,1.6,20.0
33,2020-10-20,209,28,1465,239,1583384,13.2,1.8,198.0
34,2020-10-20,218,56,1109,189,1144892,19.0,4.9,326.0
35,2020-10-20,107,16,669,110,1060199,10.1,1.5,122.0
36,2020-10-20,21,6,213,82,222232,9.4,2.7,18.0
37,2020-10-20,48,11,491,105,606511,7.9,1.8,44.0
38,2020-10-20,344,60,1148,215,1258722,27.3,4.8,554.0
39,2020-10-20,48,2,359,62,260188,18.4,0.8,108.0
40,2020-10-20,55,3,115,22,407444,13.5,0.7,48.0
41,2020-10-20,20,1,379,72,331915,6.0,0.3,44.0
42,2020-10-20,418,58,1337,330,762941,54.8,7.6,498.0
43,2020-10-20,40,2,154,25,227283,17.6,0.9,12.0
44,2020-10-20,125,21,944,195,1394909,9.0,1.5,138.0
45,2020-10-20,89,29,784,114,678105,13.1,4.3,136.0
46,2020-10-20,7,2,76,22,173828,4.0,1.2,2.0
47,2020-10-20,24,4,138,19,332842,7.2,1.2,62.0
48,2020-10-20,18,0,37,8,76601,23.5,0.0,0.0
49,2020-10-20,104,19,831,161,813493,12.8,2.3,74.0
50,2020-10-20,37,6,219,61,496883,7.4,1.2,72.0
51,2020-10-20,76,16,1165,295,568895,13.4,2.8,86.0
52,2020-10-20,29,2,287,96,175640,16.5,1.1,24.0
53,2020-10-20,20,3,285,52,307445,6.5,1.0,70.0
54,2020-10-20,62,8,1410,377,733481,8.5,1.1,96.0
55,2020-10-20,22,1,530,106,187187,11.8,0.5,18.0
56,2020-10-20,65,6,522,105,750863,8.7,0.8,154.0
57,2020-10-20,104,18,2763,878,1043522,10.0,1.7,234.0
58,2020-10-20,15,4,127,29,207182,7.2,1.9,26.0
59,2020-10-20,801,141,3568,820,2604361,30.8,5.4,827.0
60,2020-10-20,134,20,1382,450,824503,16.3,2.4,64.0
61,2020-10-20,22,3,292,51,283372,7.8,1.1,14.0
62,2020-10-20,251,32,1805,373,1468018,17.1,2.2,126.0
63,2020-10-20,163,16,331,73,653742,24.9,2.4,112.0
64,2020-10-20,61,10,354,45,677309,9.0,1.5,56.0
65,2020-10-20,24,6,186,27,228530,10.5,2.6,4.0
66,2020-10-20,46,9,346,45,474452,9.7,1.9,92.0
67,2020-10-20,95,10,2960,715,1125559,8.4,0.9,108.0
68,2020-10-20,45,7,3278,845,764030,5.9,0.9,82.0
69,2020-10-20,788,135,4323,826,1843319,42.7,7.3,1092.0
70,2020-10-20,22,1,322,82,236659,9.3,0.4,22.0
71,2020-10-20,147,15,937,234,553595,26.6,2.7,304.0
72,2020-10-20,71,4,560,100,566506,12.5,0.7,194.0
73,2020-10-20,108,10,519,92,431174,25.0,2.3,212.0
74,2020-10-20,89,15,1066,182,807360,11.0,1.9,416.0
75,2020-10-20,703,158,7856,1983,2187526,32.1,7.2,860.0
76,2020-10-20,286,42,1147,228,1254378,22.8,3.3,310.0
77,2020-10-20,217,68,3332,774,1403997,15.5,4.8,256.0
78,2020-10-20,321,42,3009,603,1438266,22.3,2.9,456.0
79,2020-10-20,7,1,87,26,374351,1.9,0.3,26.0
80,2020-10-20,91,21,843,252,572443,15.9,3.7,80.0
81,2020-10-20,74,12,197,33,387890,19.1,3.1,76.0
82,2020-10-20,56,12,101,16,258349,21.7,4.6,240.0
83,2020-10-20,109,22,1284,172,1058740,10.3,2.1,252.0
84,2020-10-20,150,10,487,79,559479,26.8,1.8,230.0
85,2020-10-20,33,10,333,46,675247,4.9,1.5,46.0
86,2020-10-20,18,2,185,44,436876,4.1,0.5,40.0
87,2020-10-20,58,5,194,46,374426,15.5,1.3,70.0
88,2020-10-20,20,3,779,269,367673,5.4,0.8,32.0
89,2020-10-20,30,7,477,95,338291,8.9,2.1,130.0
90,2020-10-20,21,5,594,202,142622,14.7,3.5,58.0
91,2020-10-20,311,71,3342,674,1296130,24.0,5.5,470.0
92,2020-10-20,503,112,5956,1204,1609306,31.3,7.0,538.0
93,2020-10-20,510,78,5260,1127,1623111,31.4,4.8,1076.0
94,2020-10-20,518,94,5505,1332,1387926,37.3,6.8,672.0
95,2020-10-20,241,38,3451,818,1228618,19.6,3.1,714.0
971,2020-10-20,162,24,520,124,390253,41.5,6.1,140.0
972,2020-10-20,67,16,161,27,372594,18.0,4.3,0.0
973,2020-10-20,15,1,1767,65,268700,5.6,0.4,14.0
974,2020-10-20,43,8,454,27,853659,5.0,0.9,46.0
976,2020-10-20,9,3,468,30,256518,3.5,1.2,14.0
01,2020-10-21,112,11,572,121,643350,17.4,1.7,244.0
02,2020-10-21,87,9,1234,298,534490,16.3,1.7,192.0
03,2020-10-21,97,7,272,57,337988,28.7,2.1,78.0
04,2020-10-21,21,5,178,18,163915,12.8,3.1,58.0
05,2020-10-21,64,12,180,27,141284,45.3,8.5,58.0
06,2020-10-21,200,34,1295,237,1083310,18.5,3.1,246.0
07,2020-10-21,76,7,487,124,325712,23.3,2.1,142.0
08,2020-10-21,28,7,249,67,273579,10.2,2.6,10.0
09,2020-10-21,22,7,50,5,153153,14.4,4.6,26.0
10,2020-10-21,53,4,698,140,310020,17.1,1.3,94.0
11,2020-10-21,29,4,276,66,370260,7.8,1.1,72.0
12,2020-10-21,38,4,192,35,279206,13.6,1.4,2.0
13,2020-10-21,854,166,6059,801,2024162,42.2,8.2,1026.0
14,2020-10-21,100,27,464,98,694002,14.4,3.9,138.0
15,2020-10-21,37,4,86,23,145143,25.5,2.8,24.0
16,2020-10-21,5,2,79,18,352335,1.4,0.6,26.0
17,2020-10-21,48,7,197,61,644303,7.4,1.1,62.0
18,2020-10-21,59,5,240,103,304256,19.4,1.6,70.0
19,2020-10-21,23,5,194,45,241464,9.5,2.1,32.0
21,2020-10-21,75,14,1041,270,533819,14.0,2.6,130.0
22,2020-10-21,25,3,277,44,598814,4.2,0.5,70.0
23,2020-10-21,15,5,95,19,118638,12.6,4.2,10.0
24,2020-10-21,23,1,122,14,413606,5.6,0.2,30.0
25,2020-10-21,30,9,682,156,539067,5.6,1.7,110.0
26,2020-10-21,124,18,629,149,511553,24.2,3.5,210.0
27,2020-10-21,94,8,372,105,601843,15.6,1.3,106.0
28,2020-10-21,57,11,694,151,433233,13.2,2.5,66.0
29,2020-10-21,39,6,255,50,909028,4.3,0.7,14.0
2A,2020-10-21,17,4,180,52,157249,10.8,2.5,20.0
2B,2020-10-21,29,4,144,17,177689,16.3,2.3,64.0
30,2020-10-21,154,33,537,133,744178,20.7,4.4,218.0
31,2020-10-21,214,60,1257,129,1362672,15.7,4.4,368.0
32,2020-10-21,20,3,106,33,191091,10.5,1.6,22.0
33,2020-10-21,207,30,1484,243,1583384,13.1,1.9,232.0
34,2020-10-21,226,62,1128,193,1144892,19.7,5.4,358.0
35,2020-10-21,106,14,678,111,1060199,10.0,1.3,134.0
36,2020-10-21,21,7,213,82,222232,9.4,3.1,24.0
37,2020-10-21,50,11,499,106,606511,8.2,1.8,38.0
38,2020-10-21,361,68,1182,217,1258722,28.7,5.4,644.0
39,2020-10-21,58,2,360,63,260188,22.3,0.8,124.0
40,2020-10-21,43,4,117,20,407444,10.6,1.0,54.0
41,2020-10-21,19,1,383,72,331915,5.7,0.3,44.0
42,2020-10-21,451,58,1364,339,762941,59.1,7.6,548.0
43,2020-10-21,48,3,156,25,227283,21.1,1.3,16.0
44,2020-10-21,130,19,949,197,1394909,9.3,1.4,138.0
45,2020-10-21,105,26,792,114,678105,15.5,3.8,130.0
46,2020-10-21,7,2,76,22,173828,4.0,1.2,2.0
47,2020-10-21,26,5,139,20,332842,7.8,1.5,70.0
48,2020-10-21,20,0,37,8,76601,26.1,0.0,6.0
49,2020-10-21,112,18,839,161,813493,13.8,2.2,78.0
50,2020-10-21,45,6,219,61,496883,9.1,1.2,74.0
51,2020-10-21,81,16,1167,295,568895,14.2,2.8,98.0
52,2020-10-21,30,2,288,96,175640,17.1,1.1,24.0
53,2020-10-21,24,1,286,52,307445,7.8,0.3,76.0
54,2020-10-21,69,8,1417,378,733481,9.4,1.1,116.0
55,2020-10-21,24,1,531,106,187187,12.8,0.5,22.0
56,2020-10-21,65,4,529,105,750863,8.7,0.5,152.0
57,2020-10-21,110,19,2768,880,1043522,10.5,1.8,252.0
58,2020-10-21,15,4,129,29,207182,7.2,1.9,22.0
59,2020-10-21,818,145,3608,837,2604361,31.4,5.6,867.0
60,2020-10-21,143,22,1396,450,824503,17.3,2.7,68.0
61,2020-10-21,27,3,293,51,283372,9.5,1.1,16.0
62,2020-10-21,269,33,1824,375,1468018,18.3,2.2,120.0
63,2020-10-21,180,19,343,75,653742,27.5,2.9,122.0
64,2020-10-21,67,10,357,45,677309,9.9,1.5,68.0
65,2020-10-21,23,5,187,28,228530,10.1,2.2,4.0
66,2020-10-21,49,13,351,47,474452,10.3,2.7,88.0
67,2020-10-21,100,11,2971,715,1125559,8.9,1.0,122.0
68,2020-10-21,48,10,3280,845,764030,6.3,1.3,90.0
69,2020-10-21,835,139,4371,837,1843319,45.3,7.5,1182.0
70,2020-10-21,27,0,322,82,236659,11.4,0.0,32.0
71,2020-10-21,151,17,956,236,553595,27.3,3.1,320.0
72,2020-10-21,70,3,565,101,566506,12.4,0.5,172.0
73,2020-10-21,106,10,531,96,431174,24.6,2.3,208.0
74,2020-10-21,107,16,1079,185,807360,13.3,2.0,444.0
75,2020-10-21,729,168,7885,1990,2187526,33.3,7.7,862.0
76,2020-10-21,300,42,1165,236,1254378,23.9,3.3,306.0
77,2020-10-21,228,69,3351,776,1403997,16.2,4.9,304.0
78,2020-10-21,354,46,3025,605,1438266,24.6,3.2,482.0
79,2020-10-21,9,1,87,26,374351,2.4,0.3,28.0
80,2020-10-21,101,22,847,253,572443,17.6,3.8,80.0
81,2020-10-21,75,13,197,33,387890,19.3,3.4,78.0
82,2020-10-21,67,15,101,17,258349,25.9,5.8,226.0
83,2020-10-21,121,21,1290,176,1058740,11.4,2.0,290.0
84,2020-10-21,160,12,496,80,559479,28.6,2.1,276.0
85,2020-10-21,36,9,334,46,675247,5.3,1.3,58.0
86,2020-10-21,15,2,192,44,436876,3.4,0.5,46.0
87,2020-10-21,58,5,199,46,374426,15.5,1.3,72.0
88,2020-10-21,25,3,780,269,367673,6.8,0.8,38.0
89,2020-10-21,36,7,478,96,338291,10.6,2.1,124.0
90,2020-10-21,22,7,597,202,142622,15.4,4.9,66.0
91,2020-10-21,365,75,3358,676,1296130,28.2,5.8,486.0
92,2020-10-21,535,112,6001,1212,1609306,33.2,7.0,554.0
93,2020-10-21,517,74,5287,1133,1623111,31.9,4.6,1100.0
94,2020-10-21,533,89,5537,1338,1387926,38.4,6.4,708.0
95,2020-10-21,254,39,3462,819,1228618,20.7,3.2,802.0
971,2020-10-21,156,24,526,125,390253,40.0,6.1,132.0
972,2020-10-21,68,16,166,27,372594,18.3,4.3,0.0
973,2020-10-21,10,2,1773,65,268700,3.7,0.7,14.0
974,2020-10-21,37,10,460,26,853659,4.3,1.2,54.0
976,2020-10-21,9,3,470,30,256518,3.5,1.2,12.0
01,2020-10-22,137,11,577,122,643350,21.3,1.7,266.0
02,2020-10-22,108,13,1236,299,534490,20.2,2.4,204.0
03,2020-10-22,100,7,281,57,337988,29.6,2.1,76.0
04,2020-10-22,28,4,180,18,163915,17.1,2.4,50.0
05,2020-10-22,63,11,185,29,141284,44.6,7.8,58.0
06,2020-10-22,211,33,1305,237,1083310,19.5,3.0,262.0
07,2020-10-22,75,7,497,126,325712,23.0,2.1,152.0
08,2020-10-22,28,7,249,67,273579,10.2,2.6,10.0
09,2020-10-22,21,6,53,5,153153,13.7,3.9,24.0
10,2020-10-22,57,5,699,140,310020,18.4,1.6,94.0
11,2020-10-22,30,5,277,67,370260,8.1,1.4,80.0
12,2020-10-22,43,4,194,36,279206,15.4,1.4,2.0
13,2020-10-22,971,178,6133,811,2024162,48.0,8.8,1102.0
14,2020-10-22,97,25,473,100,694002,14.0,3.6,154.0
15,2020-10-22,39,4,87,23,145143,26.9,2.8,30.0
16,2020-10-22,5,2,79,18,352335,1.4,0.6,26.0
17,2020-10-22,50,7,198,61,644303,7.8,1.1,66.0
18,2020-10-22,68,6,243,103,304256,22.3,2.0,74.0
19,2020-10-22,23,4,197,46,241464,9.5,1.7,30.0
21,2020-10-22,79,16,1053,270,533819,14.8,3.0,128.0
22,2020-10-22,28,3,277,45,598814,4.7,0.5,70.0
23,2020-10-22,17,5,95,19,118638,14.3,4.2,12.0
24,2020-10-22,27,1,122,14,413606,6.5,0.2,26.0
25,2020-10-22,32,9,686,157,539067,5.9,1.7,116.0
26,2020-10-22,132,20,635,150,511553,25.8,3.9,240.0
27,2020-10-22,100,9,383,106,601843,16.6,1.5,76.0
28,2020-10-22,60,12,703,152,433233,13.8,2.8,82.0
29,2020-10-22,36,7,260,50,909028,4.0,0.8,10.0
2A,2020-10-22,20,5,180,52,157249,12.7,3.2,18.0
2B,2020-10-22,32,6,145,17,177689,18.0,3.4,68.0
30,2020-10-22,155,37,548,137,744178,20.8,5.0,244.0
31,2020-10-22,210,53,1291,133,1362672,15.4,3.9,370.0
32,2020-10-22,22,3,107,33,191091,11.5,1.6,24.0
33,2020-10-22,223,38,1491,243,1583384,14.1,2.4,268.0
34,2020-10-22,234,54,1143,199,1144892,20.4,4.7,402.0
35,2020-10-22,105,12,685,113,1060199,9.9,1.1,158.0
36,2020-10-22,22,7,213,82,222232,9.9,3.1,32.0
37,2020-10-22,54,11,501,109,606511,8.9,1.8,36.0
38,2020-10-22,373,69,1221,220,1258722,29.6,5.5,704.0
39,2020-10-22,60,3,363,65,260188,23.1,1.2,128.0
40,2020-10-22,48,4,118,20,407444,11.8,1.0,64.0
41,2020-10-22,19,2,387,73,331915,5.7,0.6,48.0
42,2020-10-22,462,59,1384,343,762941,60.6,7.7,596.0
43,2020-10-22,50,3,165,25,227283,22.0,1.3,16.0
44,2020-10-22,132,17,955,199,1394909,9.5,1.2,150.0
45,2020-10-22,113,27,793,115,678105,16.7,4.0,116.0
46,2020-10-22,10,3,76,22,173828,5.8,1.7,6.0
47,2020-10-22,31,5,140,20,332842,9.3,1.5,64.0
48,2020-10-22,23,0,37,8,76601,30.0,0.0,14.0
49,2020-10-22,127,16,846,161,813493,15.6,2.0,72.0
50,2020-10-22,49,5,222,61,496883,9.9,1.0,82.0
51,2020-10-22,84,15,1180,298,568895,14.8,2.6,94.0
52,2020-10-22,31,2,288,96,175640,17.6,1.1,16.0
53,2020-10-22,31,2,286,53,307445,10.1,0.7,82.0
54,2020-10-22,73,8,1420,378,733481,10.0,1.1,128.0
55,2020-10-22,20,1,536,107,187187,10.7,0.5,22.0
56,2020-10-22,72,5,533,105,750863,9.6,0.7,142.0
57,2020-10-22,117,19,2779,880,1043522,11.2,1.8,258.0
58,2020-10-22,13,3,131,29,207182,6.3,1.4,20.0
59,2020-10-22,878,155,3665,843,2604361,33.7,6.0,969.0
60,2020-10-22,154,22,1403,450,824503,18.7,2.7,82.0
61,2020-10-22,26,2,298,51,283372,9.2,0.7,22.0
62,2020-10-22,289,39,1848,376,1468018,19.7,2.7,126.0
63,2020-10-22,197,20,345,75,653742,30.1,3.1,122.0
64,2020-10-22,70,10,362,46,677309,10.3,1.5,82.0
65,2020-10-22,24,7,190,28,228530,10.5,3.1,4.0
66,2020-10-22,48,10,353,49,474452,10.1,2.1,92.0
67,2020-10-22,115,12,2975,715,1125559,10.2,1.1,126.0
68,2020-10-22,48,10,3281,846,764030,6.3,1.3,102.0
69,2020-10-22,907,148,4441,853,1843319,49.2,8.0,1250.0
70,2020-10-22,26,0,324,84,236659,11.0,0.0,30.0
71,2020-10-22,157,14,973,238,553595,28.4,2.5,336.0
72,2020-10-22,72,3,571,101,566506,12.7,0.5,166.0
73,2020-10-22,114,9,541,98,431174,26.4,2.1,228.0
74,2020-10-22,131,18,1087,186,807360,16.2,2.2,468.0
75,2020-10-22,752,172,7934,1996,2187526,34.4,7.9,946.0
76,2020-10-22,327,39,1185,240,1254378,26.1,3.1,328.0
77,2020-10-22,244,74,3374,780,1403997,17.4,5.3,302.0
78,2020-10-22,379,49,3048,606,1438266,26.4,3.4,534.0
79,2020-10-22,13,1,88,26,374351,3.5,0.3,26.0
80,2020-10-22,107,17,850,254,572443,18.7,3.0,88.0
81,2020-10-22,76,13,203,34,387890,19.6,3.4,96.0
82,2020-10-22,61,16,112,19,258349,23.6,6.2,220.0
83,2020-10-22,132,22,1296,177,1058740,12.5,2.1,334.0
84,2020-10-22,175,14,507,83,559479,31.3,2.5,278.0
85,2020-10-22,41,7,339,47,675247,6.1,1.0,68.0
86,2020-10-22,20,3,194,44,436876,4.6,0.7,54.0
87,2020-10-22,59,5,201,46,374426,15.8,1.3,82.0
88,2020-10-22,32,4,781,269,367673,8.7,1.1,54.0
89,2020-10-22,43,8,480,96,338291,12.7,2.4,126.0
90,2020-10-22,21,9,598,203,142622,14.7,6.3,64.0
91,2020-10-22,366,76,3384,681,1296130,28.2,5.9,530.0
92,2020-10-22,550,121,6034,1217,1609306,34.2,7.5,564.0
93,2020-10-22,551,78,5321,1145,1623111,33.9,4.8,1172.0
94,2020-10-22,568,89,5568,1345,1387926,40.9,6.4,702.0
95,2020-10-22,275,44,3480,828,1228618,22.4,3.6,880.0
971,2020-10-22,148,23,536,127,390253,37.9,5.9,140.0
972,2020-10-22,68,16,168,27,372594,18.3,4.3,0.0
973,2020-10-22,19,2,1774,65,268700,7.1,0.7,16.0
974,2020-10-22,38,11,462,26,853659,4.5,1.3,58.0
976,2020-10-22,8,3,473,30,256518,3.1,1.2,12.0
01,2020-10-23,163,12,585,124,643350,25.3,1.9,274.0
02,2020-10-23,115,12,1244,300,534490,21.5,2.2,208.0
03,2020-10-23,117,6,283,59,337988,34.6,1.8,84.0
04,2020-10-23,27,4,181,18,163915,16.5,2.4,58.0
