CodCirLg,Inscrits,Abstentions,Votants,Blancs,Nuls,Exprimes,codeDepartement,code_dep_min,code_dep,votes,entete,id_circo
07,91422,46430,44992,718,232,44042,038,38,38,"[{""NomPsn"":""LIMON"",""PrenomPsn"":""Monique"",""CivilitePsn"":""Mme"",""CodNua"":""REM"",""LibNua"":""La R\u00e9publique en marche"",""NumPanneauCand"":""5"",""NbVoix"":15050,""score"":34.2},{""NomPsn"":""NEUDER"",""PrenomPsn"":""Yannick"",""CivilitePsn"":""M."",""CodNua"":""LR"",""LibNua"":""Les R\u00e9publicains"",""NumPanneauCand"":""6"",""NbVoix"":9958,""score"":22.6},{""NomPsn"":""DELACROIX"",""PrenomPsn"":""Pierre"",""CivilitePsn"":""M."",""CodNua"":""FN"",""LibNua"":""Front National"",""NumPanneauCand"":""9"",""NbVoix"":8050,""score"":18.3},{""NomPsn"":""BONO"",""PrenomPsn"":""Val\u00e9rie"",""CivilitePsn"":""Mme"",""CodNua"":""FI"",""LibNua"":""La France insoumise"",""NumPanneauCand"":""7"",""NbVoix"":5760,""score"":13.1},{""NomPsn"":""REUX"",""PrenomPsn"":""Nadine"",""CivilitePsn"":""Mme"",""CodNua"":""ECO"",""LibNua"":""Ecologiste"",""NumPanneauCand"":""3"",""NbVoix"":1847,""score"":4.2},{""NomPsn"":""BATARAY"",""PrenomPsn"":""Zerrin"",""CivilitePsn"":""Mme"",""CodNua"":""DVG"",""LibNua"":""Divers gauche"",""NumPanneauCand"":""8"",""NbVoix"":1487,""score"":3.4},{""NomPsn"":""NICOLAS"",""PrenomPsn"":""Nadine"",""CivilitePsn"":""Mme"",""CodNua"":""DLF"",""LibNua"":""Debout la France"",""NumPanneauCand"":""1"",""NbVoix"":1158,""score"":2.6},{""NomPsn"":""PERRODIN"",""PrenomPsn"":""Bruno"",""CivilitePsn"":""M."",""CodNua"":""EXG"",""LibNua"":""Extr\u00eame gauche"",""NumPanneauCand"":""2"",""NbVoix"":391,""score"":0.9},{""NomPsn"":""GHEMBAZA"",""PrenomPsn"":""Cam\u00e9lia"",""CivilitePsn"":""Mme"",""CodNua"":""DIV"",""LibNua"":""Divers"",""NumPanneauCand"":""4"",""NbVoix"":341,""score"":0.8}]",REM,38007
08,78587,41214,37373,487,515,36371,038,38,38,"[{""NomPsn"":""ABADIE"",""PrenomPsn"":""Caroline"",""CivilitePsn"":""Mme"",""CodNua"":""REM"",""LibNua"":""La R\u00e9publique en marche"",""NumPanneauCand"":""2"",""NbVoix"":11757,""score"":32.3},{""NomPsn"":""MONNIER"",""PrenomPsn"":""Thibaut"",""CivilitePsn"":""M."",""CodNua"":""FN"",""LibNua"":""Front National"",""NumPanneauCand"":""1"",""NbVoix"":6966,""score"":19.2},{""NomPsn"":""SILVESTRE"",""PrenomPsn"":""Maryline"",""CivilitePsn"":""Mme"",""CodNua"":""LR"",""LibNua"":""Les R\u00e9publicains"",""NumPanneauCand"":""6"",""NbVoix"":6379,""score"":17.5},{""NomPsn"":""BINET"",""PrenomPsn"":""Erwann"",""CivilitePsn"":""M."",""CodNua"":""SOC"",""LibNua"":""Parti socialiste"",""NumPanneauCand"":""4"",""NbVoix"":5257,""score"":14.5},{""NomPsn"":""THIEULENT"",""PrenomPsn"":""Myriam"",""CivilitePsn"":""Mme"",""CodNua"":""FI"",""LibNua"":""La France insoumise"",""NumPanneauCand"":""5"",""NbVoix"":3899,""score"":10.7},{""NomPsn"":""BERGER"",""PrenomPsn"":""Eric"",""CivilitePsn"":""M."",""CodNua"":""ECO"",""LibNua"":""Ecologiste"",""NumPanneauCand"":""9"",""NbVoix"":605,""score"":1.7},{""NomPsn"":""DURIEUX"",""PrenomPsn"":""Mich\u00e8le"",""CivilitePsn"":""Mme"",""CodNua"":""ECO"",""LibNua"":""Ecologiste"",""NumPanneauCand"":""3"",""NbVoix"":513,""score"":1.4},{""NomPsn"":""BARROW"",""PrenomPsn"":""V\u00e9ronique"",""CivilitePsn"":""Mme"",""CodNua"":""DIV"",""LibNua"":""Divers"",""NumPanneauCand"":""8"",""NbVoix"":399,""score"":1.1},{""NomPsn"":""LACAILLE"",""PrenomPsn"":""Jacques"",""CivilitePsn"":""M."",""CodNua"":""EXG"",""LibNua"":""Extr\u00eame gauche"",""NumPanneauCand"":""7"",""NbVoix"":333,""score"":0.9},{""NomPsn"":""GODARD"",""PrenomPsn"":""Jacqueline"",""CivilitePsn"":""Mme"",""CodNua"":""ECO"",""LibNua"":""Ecologiste"",""NumPanneauCand"":""10"",""NbVoix"":263,""score"":0.7}]",REM,38008
09,97184,49071,48113,695,192,47226,038,38,38,"[{""NomPsn"":""JACQUIER-LAFORGE"",""PrenomPsn"":""Elodie"",""CivilitePsn"":""Mme"",""CodNua"":""MDM"",""LibNua"":""Modem"",""NumPanneauCand"":""1"",""NbVoix"":18427,""score"":39.0},{""NomPsn"":""GATTAZ"",""PrenomPsn"":""Bruno"",""CivilitePsn"":""M."",""CodNua"":""LR"",""LibNua"":""Les R\u00e9publicains"",""NumPanneauCand"":""6"",""NbVoix"":8034,""score"":17.0},{""NomPsn"":""CHOLAT"",""PrenomPsn"":""Patrick"",""CivilitePsn"":""M."",""CodNua"":""ECO"",""LibNua"":""Ecologiste"",""NumPanneauCand"":""7"",""NbVoix"":6490,""score"":13.7},{""NomPsn"":""MICOUD"",""PrenomPsn"":""Marie-Pierre"",""CivilitePsn"":""Mme"",""CodNua"":""FI"",""LibNua"":""La France insoumise"",""NumPanneauCand"":""2"",""NbVoix"":6253,""score"":13.2},{""NomPsn"":""DESIES"",""PrenomPsn"":""Bruno"",""CivilitePsn"":""M."",""CodNua"":""FN"",""LibNua"":""Front National"",""NumPanneauCand"":""3"",""NbVoix"":6048,""score"":12.8},{""NomPsn"":""JULIAN"",""PrenomPsn"":""Micka\u00ebl"",""CivilitePsn"":""M."",""CodNua"":""DLF"",""LibNua"":""Debout la France"",""NumPanneauCand"":""5"",""NbVoix"":937,""score"":2.0},{""NomPsn"":""DETROYAT"",""PrenomPsn"":""Claude"",""CivilitePsn"":""Mme"",""CodNua"":""EXG"",""LibNua"":""Extr\u00eame gauche"",""NumPanneauCand"":""8"",""NbVoix"":455,""score"":1.0},{""NomPsn"":""JOUSSET"",""PrenomPsn"":""Julien"",""CivilitePsn"":""M."",""CodNua"":""DIV"",""LibNua"":""Divers"",""NumPanneauCand"":""4"",""NbVoix"":348,""score"":0.7},{""NomPsn"":""BARGE"",""PrenomPsn"":""Thibault"",""CivilitePsn"":""M."",""CodNua"":""EXD"",""LibNua"":""Extr\u00eame droite"",""NumPanneauCand"":""9"",""NbVoix"":234,""score"":0.5}]",MDM,38009
10,93787,51414,42373,534,181,41658,038,38,38,"[{""NomPsn"":""MEYNIER-MILLEFERT"",""PrenomPsn"":""Marjolaine"",""CivilitePsn"":""Mme"",""CodNua"":""REM"",""LibNua"":""La R\u00e9publique en marche"",""NumPanneauCand"":""2"",""NbVoix"":14324,""score"":34.4},{""NomPsn"":""BREUIL"",""PrenomPsn"":""Alain"",""CivilitePsn"":""M."",""CodNua"":""FN"",""LibNua"":""Front National"",""NumPanneauCand"":""3"",""NbVoix"":7778,""score"":18.7},{""NomPsn"":""CHRIQUI"",""PrenomPsn"":""Vincent"",""CivilitePsn"":""M."",""CodNua"":""LR"",""LibNua"":""Les R\u00e9publicains"",""NumPanneauCand"":""7"",""NbVoix"":6415,""score"":15.4},{""NomPsn"":""MONCHATRE-JACQUOT"",""PrenomPsn"":""Thierry"",""CivilitePsn"":""M."",""CodNua"":""FI"",""LibNua"":""La France insoumise"",""NumPanneauCand"":""10"",""NbVoix"":4731,""score"":11.4},{""NomPsn"":""HUILLIER"",""PrenomPsn"":""Jo\u00eblle"",""CivilitePsn"":""Mme"",""CodNua"":""SOC"",""LibNua"":""Parti socialiste"",""NumPanneauCand"":""11"",""NbVoix"":3923,""score"":9.4},{""NomPsn"":""ESPINOZA"",""PrenomPsn"":""Fr\u00e9d\u00e9ric"",""CivilitePsn"":""M."",""CodNua"":""ECO"",""LibNua"":""Ecologiste"",""NumPanneauCand"":""1"",""NbVoix"":1352,""score"":3.2},{""NomPsn"":""MONIN-VEYRET"",""PrenomPsn"":""Nicolas"",""CivilitePsn"":""M."",""CodNua"":""DLF"",""LibNua"":""Debout la France"",""NumPanneauCand"":""13"",""NbVoix"":1084,""score"":2.6},{""NomPsn"":""SAHRAOUI"",""PrenomPsn"":""Mehdi"",""CivilitePsn"":""M."",""CodNua"":""COM"",""LibNua"":""Parti communiste fran\u00e7ais"",""NumPanneauCand"":""12"",""NbVoix"":794,""score"":1.9},{""NomPsn"":""BORDES"",""PrenomPsn"":""Cl\u00e9ment"",""CivilitePsn"":""M."",""CodNua"":""EXG"",""LibNua"":""Extr\u00eame gauche"",""NumPanneauCand"":""9"",""NbVoix"":349,""score"":0.8},{""NomPsn"":""VOLLE"",""PrenomPsn"":""Cl\u00e9ment"",""CivilitePsn"":""M."",""CodNua"":""DIV"",""LibNua"":""Divers"",""NumPanneauCand"":""8"",""NbVoix"":275,""score"":0.7},{""NomPsn"":""GOBERT"",""PrenomPsn"":""Vincent"",""CivilitePsn"":""M."",""CodNua"":""DVG"",""LibNua"":""Divers gauche"",""NumPanneauCand"":""14"",""NbVoix"":272,""score"":0.7},{""NomPsn"":""EYNARD"",""PrenomPsn"":""Val\u00e9rie"",""CivilitePsn"":""Mme"",""CodNua"":""ECO"",""LibNua"":""Ecologiste"",""NumPanneauCand"":""6"",""NbVoix"":182,""score"":0.4},{""NomPsn"":""FAVRE"",""PrenomPsn"":""Laurent"",""CivilitePsn"":""M."",""CodNua"":""DVG"",""LibNua"":""Divers gauche"",""NumPanneauCand"":""5"",""NbVoix"":179,""score"":0.4},{""NomPsn"":""BOURICHA"",""PrenomPsn"":""Nourredine"",""CivilitePsn"":""M."",""CodNua"":""ECO"",""LibNua"":""Ecologiste"",""NumPanneauCand"":""4"",""NbVoix"":0,""score"":0.0}]",REM,38010
01,65429,30095,35334,607,214,34513,039,39,39,"[{""NomPsn"":""BRULEBOIS"",""PrenomPsn"":""Danielle"",""CivilitePsn"":""Mme"",""CodNua"":""REM"",""LibNua"":""La R\u00e9publique en marche"",""NumPanneauCand"":""8"",""NbVoix"":12266,""score"":35.5},{""NomPsn"":""BRERO"",""PrenomPsn"":""Cyrille"",""CivilitePsn"":""M."",""CodNua"":""LR"",""LibNua"":""Les R\u00e9publicains"",""NumPanneauCand"":""11"",""NbVoix"":6120,""score"":17.7},{""NomPsn"":""AMARD"",""PrenomPsn"":""Gabriel"",""CivilitePsn"":""M."",""CodNua"":""FI"",""LibNua"":""La France insoumise"",""NumPanneauCand"":""2"",""NbVoix"":4906,""score"":14.2},{""NomPsn"":""ECARD"",""PrenomPsn"":""Jean-Paul"",""CivilitePsn"":""M."",""CodNua"":""FN"",""LibNua"":""Front National"",""NumPanneauCand"":""7"",""NbVoix"":4274,""score"":12.4},{""NomPsn"":""DUVERNET"",""PrenomPsn"":""Marc-Henri"",""CivilitePsn"":""M."",""CodNua"":""SOC"",""LibNua"":""Parti socialiste"",""NumPanneauCand"":""1"",""NbVoix"":3596,""score"":10.4},{""NomPsn"":""MORICONI"",""PrenomPsn"":""Gilles"",""CivilitePsn"":""M."",""CodNua"":""DLF"",""LibNua"":""Debout la France"",""NumPanneauCand"":""5"",""NbVoix"":1213,""score"":3.5},{""NomPsn"":""MARRAUD DES GROTTES"",""PrenomPsn"":""Benjamin"",""CivilitePsn"":""M."",""CodNua"":""DVD"",""LibNua"":""Divers droite"",""NumPanneauCand"":""4"",""NbVoix"":1011,""score"":2.9},{""NomPsn"":""DOBELLI"",""PrenomPsn"":""G\u00e9rard"",""CivilitePsn"":""M."",""CodNua"":""ECO"",""LibNua"":""Ecologiste"",""NumPanneauCand"":""3"",""NbVoix"":526,""score"":1.5},{""NomPsn"":""MOREL"",""PrenomPsn"":""Johanne"",""CivilitePsn"":""Mme"",""CodNua"":""EXG"",""LibNua"":""Extr\u00eame gauche"",""NumPanneauCand"":""12"",""NbVoix"":235,""score"":0.7},{""NomPsn"":""IPEK"",""PrenomPsn"":""Ramazan"",""CivilitePsn"":""M."",""CodNua"":""DIV"",""LibNua"":""Divers"",""NumPanneauCand"":""10"",""NbVoix"":186,""score"":0.5},{""NomPsn"":""JANNIAUX"",""PrenomPsn"":""Alain"",""CivilitePsn"":""M."",""CodNua"":""DIV"",""LibNua"":""Divers"",""NumPanneauCand"":""9"",""NbVoix"":180,""score"":0.5},{""NomPsn"":""LAPIERRE"",""PrenomPsn"":""Michel"",""CivilitePsn"":""M."",""CodNua"":""DVD"",""LibNua"":""Divers droite"",""NumPanneauCand"":""6"",""NbVoix"":0,""score"":0.0}]",REM,39001
02,55227,27223,28004,377,156,27471,039,39,39,"[{""NomPsn"":""DALLOZ"",""PrenomPsn"":""Marie-Christine"",""CivilitePsn"":""Mme"",""CodNua"":""LR"",""LibNua"":""Les R\u00e9publicains"",""NumPanneauCand"":""11"",""NbVoix"":8014,""score"":29.2},{""NomPsn"":""PROST-GROSJEAN"",""PrenomPsn"":""Anne"",""CivilitePsn"":""Mme"",""CodNua"":""MDM"",""LibNua"":""Modem"",""NumPanneauCand"":""7"",""NbVoix"":7482,""score"":27.2},{""NomPsn"":""LAN\u00c7ON"",""PrenomPsn"":""Julie"",""CivilitePsn"":""Mme"",""CodNua"":""FI"",""LibNua"":""La France insoumise"",""NumPanneauCand"":""4"",""NbVoix"":3323,""score"":12.1},{""NomPsn"":""DESSEIGNE"",""PrenomPsn"":""Nathalie"",""CivilitePsn"":""Mme"",""CodNua"":""FN"",""LibNua"":""Front National"",""NumPanneauCand"":""10"",""NbVoix"":3209,""score"":11.7},{""NomPsn"":""MILLET"",""PrenomPsn"":""Jean-Louis"",""CivilitePsn"":""M."",""CodNua"":""DVD"",""LibNua"":""Divers droite"",""NumPanneauCand"":""5"",""NbVoix"":1573,""score"":5.7},{""NomPsn"":""MASSON"",""PrenomPsn"":""Christophe"",""CivilitePsn"":""M."",""CodNua"":""ECO"",""LibNua"":""Ecologiste"",""NumPanneauCand"":""2"",""NbVoix"":1545,""score"":5.6},{""NomPsn"":""MAIRE"",""PrenomPsn"":""Jean-Daniel"",""CivilitePsn"":""M."",""CodNua"":""DVG"",""LibNua"":""Divers gauche"",""NumPanneauCand"":""9"",""NbVoix"":749,""score"":2.7},{""NomPsn"":""BAILLY-COCHET"",""PrenomPsn"":""Francisque"",""CivilitePsn"":""M."",""CodNua"":""DIV"",""LibNua"":""Divers"",""NumPanneauCand"":""8"",""NbVoix"":551,""score"":2.0},{""NomPsn"":""BIICHL\u00c9"",""PrenomPsn"":""Dominique"",""CivilitePsn"":""Mme"",""CodNua"":""ECO"",""LibNua"":""Ecologiste"",""NumPanneauCand"":""6"",""NbVoix"":308,""score"":1.1},{""NomPsn"":""OUDIN"",""PrenomPsn"":""Dominique"",""CivilitePsn"":""Mme"",""CodNua"":""ECO"",""LibNua"":""Ecologiste"",""NumPanneauCand"":""13"",""NbVoix"":266,""score"":1.0},{""NomPsn"":""MARCHAL"",""PrenomPsn"":""Isabelle"",""CivilitePsn"":""Mme"",""CodNua"":""EXG"",""LibNua"":""Extr\u00eame gauche"",""NumPanneauCand"":""12"",""NbVoix"":155,""score"":0.6},{""NomPsn"":""LAABID"",""PrenomPsn"":""Larbi"",""CivilitePsn"":""M."",""CodNua"":""DIV"",""LibNua"":""Divers"",""NumPanneauCand"":""3"",""NbVoix"":151,""score"":0.5},{""NomPsn"":""JAILLET"",""PrenomPsn"":""Fr\u00e9d\u00e9ric"",""CivilitePsn"":""M."",""CodNua"":""DIV"",""LibNua"":""Divers"",""NumPanneauCand"":""1"",""NbVoix"":145,""score"":0.5}]",LR,39002
03,69497,31895,37602,555,197,36850,039,39,39,"[{""NomPsn"":""SERMIER"",""PrenomPsn"":""Jean-Marie"",""CivilitePsn"":""M."",""CodNua"":""LR"",""LibNua"":""Les R\u00e9publicains"",""NumPanneauCand"":""7"",""NbVoix"":12068,""score"":32.7},{""NomPsn"":""BARD"",""PrenomPsn"":""Paul-Henri"",""CivilitePsn"":""M."",""CodNua"":""MDM"",""LibNua"":""Modem"",""NumPanneauCand"":""8"",""NbVoix"":9758,""score"":26.5},{""NomPsn"":""MONTRELAY"",""PrenomPsn"":""St\u00e9phane"",""CivilitePsn"":""M."",""CodNua"":""FN"",""LibNua"":""Front National"",""NumPanneauCand"":""2"",""NbVoix"":5690,""score"":15.4},{""NomPsn"":""MARCUZZI"",""PrenomPsn"":""Jean-Bernard"",""CivilitePsn"":""M."",""CodNua"":""FI"",""LibNua"":""La France insoumise"",""NumPanneauCand"":""1"",""NbVoix"":5280,""score"":14.3},{""NomPsn"":""BERNIER"",""PrenomPsn"":""Laurence"",""CivilitePsn"":""Mme"",""CodNua"":""COM"",""LibNua"":""Parti communiste fran\u00e7ais"",""NumPanneauCand"":""5"",""NbVoix"":2848,""score"":7.7},{""NomPsn"":""VIARD"",""PrenomPsn"":""Sylvie"",""CivilitePsn"":""Mme"",""CodNua"":""DLF"",""LibNua"":""Debout la France"",""NumPanneauCand"":""9"",""NbVoix"":540,""score"":1.5},{""NomPsn"":""REVOY"",""PrenomPsn"":""Dominique"",""CivilitePsn"":""Mme"",""CodNua"":""EXG"",""LibNua"":""Extr\u00eame gauche"",""NumPanneauCand"":""4"",""NbVoix"":368,""score"":1.0},{""NomPsn"":""HENRY"",""PrenomPsn"":""V\u00e9ronique"",""CivilitePsn"":""Mme"",""CodNua"":""DIV"",""LibNua"":""Divers"",""NumPanneauCand"":""6"",""NbVoix"":200,""score"":0.5},{""NomPsn"":""KURT"",""PrenomPsn"":""Ali"",""CivilitePsn"":""M."",""CodNua"":""DIV"",""LibNua"":""Divers"",""NumPanneauCand"":""3"",""NbVoix"":98,""score"":0.3}]",LR,39003
01,101404,46364,55040,1080,405,53555,040,40,40,"[{""NomPsn"":""DARRIEUSSECQ"",""PrenomPsn"":""Genevi\u00e8ve"",""CivilitePsn"":""Mme"",""CodNua"":""MDM"",""LibNua"":""Modem"",""NumPanneauCand"":""3"",""NbVoix"":23213,""score"":43.3},{""NomPsn"":""LAGRAVE"",""PrenomPsn"":""Renaud"",""CivilitePsn"":""M."",""CodNua"":""SOC"",""LibNua"":""Parti socialiste"",""NumPanneauCand"":""6"",""NbVoix"":7208,""score"":13.5},{""NomPsn"":""PIOT"",""PrenomPsn"":""C\u00e9line"",""CivilitePsn"":""Mme"",""CodNua"":""FI"",""LibNua"":""La France insoumise"",""NumPanneauCand"":""1"",""NbVoix"":6448,""score"":12.0},{""NomPsn"":""NADAU"",""PrenomPsn"":""Marie-Fran\u00e7oise"",""CivilitePsn"":""Mme"",""CodNua"":""LR"",""LibNua"":""Les R\u00e9publicains"",""NumPanneauCand"":""12"",""NbVoix"":6214,""score"":11.6},{""NomPsn"":""BARDIN"",""PrenomPsn"":""Christophe"",""CivilitePsn"":""M."",""CodNua"":""FN"",""LibNua"":""Front National"",""NumPanneauCand"":""5"",""NbVoix"":6150,""score"":11.5},{""NomPsn"":""BILLARD"",""PrenomPsn"":""Fanette"",""CivilitePsn"":""Mme"",""CodNua"":""ECO"",""LibNua"":""Ecologiste"",""NumPanneauCand"":""11"",""NbVoix"":1517,""score"":2.8},{""NomPsn"":""LE BRIS"",""PrenomPsn"":""Thierry"",""CivilitePsn"":""M."",""CodNua"":""COM"",""LibNua"":""Parti communiste fran\u00e7ais"",""NumPanneauCand"":""2"",""NbVoix"":953,""score"":1.8},{""NomPsn"":""MOLLE"",""PrenomPsn"":""Claude"",""CivilitePsn"":""M."",""CodNua"":""DLF"",""LibNua"":""Debout la France"",""NumPanneauCand"":""13"",""NbVoix"":873,""score"":1.6},{""NomPsn"":""DA COSTA"",""PrenomPsn"":""Antoine"",""CivilitePsn"":""M."",""CodNua"":""DIV"",""LibNua"":""Divers"",""NumPanneauCand"":""9"",""NbVoix"":281,""score"":0.5},{""NomPsn"":""HUBERT"",""PrenomPsn"":""Dani\u00e8le"",""CivilitePsn"":""Mme"",""CodNua"":""EXG"",""LibNua"":""Extr\u00eame gauche"",""NumPanneauCand"":""10"",""NbVoix"":274,""score"":0.5},{""NomPsn"":""SOURBES"",""PrenomPsn"":""Christian"",""CivilitePsn"":""M."",""CodNua"":""EXG"",""LibNua"":""Extr\u00eame gauche"",""NumPanneauCand"":""4"",""NbVoix"":232,""score"":0.4},{""NomPsn"":""JARREAU"",""PrenomPsn"":""Dominique"",""CivilitePsn"":""M."",""CodNua"":""DVD"",""LibNua"":""Divers droite"",""NumPanneauCand"":""8"",""NbVoix"":191,""score"":0.4},{""NomPsn"":""PAUL"",""PrenomPsn"":""Marie-Fran\u00e7oise"",""CivilitePsn"":""Mme"",""CodNua"":""DVD"",""LibNua"":""Divers droite"",""NumPanneauCand"":""7"",""NbVoix"":1,""score"":0.0}]",MDM,40001
02,112279,51594,60685,1080,447,59158,040,40,40,"[{""NomPsn"":""CAUSSE"",""PrenomPsn"":""Lionel"",""CivilitePsn"":""M."",""CodNua"":""REM"",""LibNua"":""La R\u00e9publique en marche"",""NumPanneauCand"":""2"",""NbVoix"":25414,""score"":43.0},{""NomPsn"":""DACHARRY"",""PrenomPsn"":""Caroline"",""CivilitePsn"":""Mme"",""CodNua"":""FI"",""LibNua"":""La France insoumise"",""NumPanneauCand"":""6"",""NbVoix"":6960,""score"":11.8},{""NomPsn"":""PACOT"",""PrenomPsn"":""Sylviane"",""CivilitePsn"":""Mme"",""CodNua"":""LR"",""LibNua"":""Les R\u00e9publicains"",""NumPanneauCand"":""4"",""NbVoix"":6433,""score"":10.9},{""NomPsn"":""BASLY-LAPEGUE"",""PrenomPsn"":""Christine"",""CivilitePsn"":""Mme"",""CodNua"":""SOC"",""LibNua"":""Parti socialiste"",""NumPanneauCand"":""11"",""NbVoix"":6163,""score"":10.4},{""NomPsn"":""GARCIA"",""PrenomPsn"":""Francis"",""CivilitePsn"":""M."",""CodNua"":""FN"",""LibNua"":""Front National"",""NumPanneauCand"":""8"",""NbVoix"":5742,""score"":9.7},{""NomPsn"":""LESPADE"",""PrenomPsn"":""Jean-Marc"",""CivilitePsn"":""M."",""CodNua"":""COM"",""LibNua"":""Parti communiste fran\u00e7ais"",""NumPanneauCand"":""1"",""NbVoix"":3881,""score"":6.6},{""NomPsn"":""DELAVENNE"",""PrenomPsn"":""Marie-Ange"",""CivilitePsn"":""Mme"",""CodNua"":""ECO"",""LibNua"":""Ecologiste"",""NumPanneauCand"":""3"",""NbVoix"":2078,""score"":3.5},{""NomPsn"":""POURRUT"",""PrenomPsn"":""Jean-Pierre"",""CivilitePsn"":""M."",""CodNua"":""DLF"",""LibNua"":""Debout la France"",""NumPanneauCand"":""5"",""NbVoix"":1159,""score"":2.0},{""NomPsn"":""TOUSIS"",""PrenomPsn"":""Didier"",""CivilitePsn"":""M."",""CodNua"":""DVG"",""LibNua"":""Divers gauche"",""NumPanneauCand"":""9"",""NbVoix"":514,""score"":0.9},{""NomPsn"":""LAVIT"",""PrenomPsn"":""Eric"",""CivilitePsn"":""M."",""CodNua"":""DIV"",""LibNua"":""Divers"",""NumPanneauCand"":""7"",""NbVoix"":420,""score"":0.7},{""NomPsn"":""CAST\u00c9RA"",""PrenomPsn"":""Pascal"",""CivilitePsn"":""M."",""CodNua"":""EXG"",""LibNua"":""Extr\u00eame gauche"",""NumPanneauCand"":""10"",""NbVoix"":394,""score"":0.7}]",REM,40002
03,96524,40788,55736,1300,611,53825,040,40,40,"[{""NomPsn"":""STEINER"",""PrenomPsn"":""Jean-Pierre"",""CivilitePsn"":""M."",""CodNua"":""REM"",""LibNua"":""La R\u00e9publique en marche"",""NumPanneauCand"":""8"",""NbVoix"":18383,""score"":34.2},{""NomPsn"":""VALLAUD"",""PrenomPsn"":""Boris"",""CivilitePsn"":""M."",""CodNua"":""SOC"",""LibNua"":""Parti socialiste"",""NumPanneauCand"":""2"",""NbVoix"":13636,""score"":25.3},{""NomPsn"":""DUBOURG"",""PrenomPsn"":""Philippe"",""CivilitePsn"":""M."",""CodNua"":""FI"",""LibNua"":""La France insoumise"",""NumPanneauCand"":""3"",""NbVoix"":6225,""score"":11.6},{""NomPsn"":""RAVIX"",""PrenomPsn"":""Oc\u00e9ane"",""CivilitePsn"":""Mme"",""CodNua"":""FN"",""LibNua"":""Front National"",""NumPanneauCand"":""6"",""NbVoix"":5518,""score"":10.3},{""NomPsn"":""DUPRAT"",""PrenomPsn"":""Marie Claire"",""CivilitePsn"":""Mme"",""CodNua"":""UDI"",""LibNua"":""Union des D\u00e9mocrates et Ind\u00e9pendants"",""NumPanneauCand"":""12"",""NbVoix"":3662,""score"":6.8},{""NomPsn"":""BERTHOU"",""PrenomPsn"":""Mich\u00e8le"",""CivilitePsn"":""Mme"",""CodNua"":""COM"",""LibNua"":""Parti communiste fran\u00e7ais"",""NumPanneauCand"":""1"",""NbVoix"":1718,""score"":3.2},{""NomPsn"":""BIDEGARAY"",""PrenomPsn"":""Richard"",""CivilitePsn"":""M."",""CodNua"":""ECO"",""LibNua"":""Ecologiste"",""NumPanneauCand"":""10"",""NbVoix"":1119,""score"":2.1},{""NomPsn"":""DE LETTER"",""PrenomPsn"":""Nicole"",""CivilitePsn"":""Mme"",""CodNua"":""DLF"",""LibNua"":""Debout la France"",""NumPanneauCand"":""5"",""NbVoix"":915,""score"":1.7},{""NomPsn"":""LASSORT"",""PrenomPsn"":""Christelle"",""CivilitePsn"":""Mme"",""CodNua"":""DVD"",""LibNua"":""Divers droite"",""NumPanneauCand"":""4"",""NbVoix"":693,""score"":1.3},{""NomPsn"":""BRONGNIART"",""PrenomPsn"":""Yann"",""CivilitePsn"":""M."",""CodNua"":""DVD"",""LibNua"":""Divers droite"",""NumPanneauCand"":""9"",""NbVoix"":653,""score"":1.2},{""NomPsn"":""RADOSZ"",""PrenomPsn"":""Marie"",""CivilitePsn"":""Mme"",""CodNua"":""DIV"",""LibNua"":""Divers"",""NumPanneauCand"":""13"",""NbVoix"":629,""score"":1.2},{""NomPsn"":""HIRSCH"",""PrenomPsn"":""Laetitia"",""CivilitePsn"":""Mme"",""CodNua"":""ECO"",""LibNua"":""Ecologiste"",""NumPanneauCand"":""7"",""NbVoix"":378,""score"":0.7},{""NomPsn"":""VION"",""PrenomPsn"":""Nicolas"",""CivilitePsn"":""M."",""CodNua"":""EXG"",""LibNua"":""Extr\u00eame gauche"",""NumPanneauCand"":""11"",""NbVoix"":296,""score"":0.5}]",REM,40003
