id,latitude,longitude,cp
56320001,4803600.0,-349400.0,56320
56440003,4783600.0,-316400.0,56440
56450005,4763600.0,-266500.0,56450
56550002,4767600.0,-319700.0,56550
57000005,4911629.0,615026.0,57050
57130004,4907000.0,608600.0,57130
57200001,4910011.0,705924.0,57200
57280001,4919900.0,615000.0,57280
57400003,4873700.0,705600.0,57400
57430004,4898700.0,702800.0,57430
57500001,4911600.0,670800.0,57500
57660001,4899000.0,678400.0,57660
58160002,4694800.0,326100.0,58160
58240003,4675351.71497,314069.121289,58240
59000018,5061700.0,302400.0,59000
59120002,5061300.0,300500.0,59120
59157002,5013800.0,339500.0,59157
59163002,5045300.0,358900.0,59163
59210006,5103100.0,239300.0,59210
59223004,5075400.0,313500.0,59223
59260007,5061354.0,313149.0,59260
59300015,5036907.0,353197.0,59300
59300016,5035369.0,352025.0,59300
59400008,5018500.0,322500.0,59400
59470004,5089100.0,246300.0,59470
59474001,5055863.0,303422.0,59113
59510003,5066489.8917062,318274.62575138,59510
59550002,5011864.0,370226.0,59550
59570003,5025800.0,391300.0,59330
59610004,5002000.0,403000.0,59610
59640002,5102400.0,236000.0,59640
59650013,5065967.936,313539.032,59491
59750005,5028100.0,390700.0,59750
59820001,5099600.0,214900.0,59820
59930002,5067300.0,289700.0,59930
60005001,4945600.0,210000.0,60000
60190003,4940300.0,262600.0,60190
60200011,4938626.0,278480.0,60200
60200014,4940700.0,281200.0,60200
60400005,4957500.0,299000.0,60400
60500011,4920476.22946,246187.665476,60500
60700004,4930600.0,260400.0,60700
60870003,4928400.0,249200.0,60870
61500002,4860600.0,18400.0,61500
62000006,5028300.0,273900.0,62000
62110004,5045828.0,297598.0,62110
62114002,5045500.0,268400.0,62114
62136001,5061800.0,268600.0,62136
62137001,5092800.0,190100.0,62137
62140002,5036700.0,205500.0,62140
62152003,5062100.0,164300.0,62152
62220001,5048100.0,293700.0,62220
62250010,5078500.0,169400.0,62250
62260003,5050700.0,243800.0,62260
62300012,5043500.0,284100.0,62300
62400004,5053900.0,263100.0,62400
62690002,5034800.0,256900.0,62690
62700008,5047700.0,253400.0,62700
62800004,5041800.0,276900.0,62800
63000022,4578906.0,311795.0,63000
63000026,4576049.1113722,309394.66551205,63000
63170008,4575496.0,312976.0,63170
63260003,4601017.1298393,319710.85238038,63260
63500006,4553600.0,325200.0,63500
64110003,4328000.0,-38800.0,64110
64150003,4336700.0,-58100.0,64150
64200009,4348153.0,-154269.0,64200
65400005,4301600.0,-9700.0,65400
65500001,4337300.0,6000.0,65500
66000018,4267777.1792859,289062.60773838,66000
66000020,4272662.2344591,289921.96288361,66000
66000021,4269512.98,288467.02,66000
66700007,4257500.0,303500.0,66700
67112002,4858000.0,761100.0,67112
67114001,4848100.0,772600.0,67114
67170008,4870800.0,771000.0,67170
67211001,4846700.0,749600.0,67210
67220003,4833900.0,731500.0,67220
67240002,4876900.0,786700.0,67240
67310003,4864600.0,745300.0,67310
67340001,4886600.0,747400.0,67340
67380001,4856345.0,768977.0,67380
67460001,4862900.0,772900.0,67460
67840002,4867700.0,784900.0,67840
67860001,4832900.0,769100.0,67860
68000006,4806900.0,733000.0,68000
68000019,4809100.0,736600.0,68000
68040002,4809500.0,730600.0,68040
68100009,4774000.0,733900.0,68100
68140002,4804900.0,711400.0,68140
68170003,4774500.0,741200.0,68170
68210001,4763400.0,712200.0,68210
68250004,4794500.0,728900.0,68250
68300004,4759100.0,755800.0,68300
68330002,4759826.5356567,758978.046562,68330
69007006,4573519.0,483936.0,69007
69007009,4572602.0,483973.0,69007
69008008,4573260.0,488081.0,69008
69120011,4576617.7053376,492702.10197967,69120
69125002,4572329.0,507109.0,69125
69130005,4578065.5647583,476768.34360596,69130
69320006,4567400.0,484800.0,69320
69320007,4567500.0,484800.0,69320
69510004,4569700.0,468500.0,69510
69800016,4568600.0,494500.0,69800
69800017,4570706.8733951,498880.03335362,69800
70100003,4744500.0,559800.0,70100
70300009,4780500.0,638300.0,70300
70800002,4788200.0,629500.0,70800
71100026,4679300.0,485400.0,71100
71100028,4676601.5482132,484229.068068,71100
71210009,4675547.0,448622.0,71210
71300012,4666890.45258,434162.203884,71300
71480006,4654700.0,532400.0,71480
72000020,4799713.0,21796.0,72000
72100004,4796400.0,20100.0,72100
72100012,4798000.0,22100.0,72100
74302001,4606100.0,656400.0,74300
74540002,4580200.0,597400.0,74540
75015026,4883500.0,226600.0,75015
76000013,4943656.465591,113669.66827387,76000
76240006,4940725.0,114798.0,76240
76300009,4940400.0,111000.0,76300
76420006,4945808.0,110847.0,76420
77100010,4895674.0,290382.0,77100
77120003,4880400.0,309100.0,77120
77186003,4885100.0,263100.0,77186
77250007,4836300.0,285700.0,77250
77340005,4879236.0,261848.0,77340
77400011,4887740.77,272947.49,77400
78000008,4880000.0,213300.0,78000
78000019,4881774.0,215029.0,78000
78000022,4880327.26,212604.63052083,78000
78121001,4888655.1876734,191615.88548829,78121
78150013,4883600.0,209800.0,78150
78150015,4885885.89,234705.99,78150
78340005,4882900.0,199400.0,78340
78560004,4887800.0,211500.0,78560
78690003,4871757.0147636,188289.14484382,78690
78700003,4900600.0,211300.0,78700
79100006,4697572.6,-19232.7,79100
80590001,4977800.0,182200.0,80290
81100003,4359700.0,226000.0,81100
81370004,4375300.0,165900.0,81370
82100007,4404536.8238401,111470.85612268,82100
82200001,4411000.0,110300.0,82200
83140008,4311000.0,581300.0,83140
83160003,4313758.8197207,601336.97873034,83160
83300001,4352900.0,647200.0,83300
83390001,4322800.0,607000.0,83390
83490001,4347000.0,656200.0,83490
83500013,4310800.0,586800.0,83500
83510004,4348825.1637056,635139.54017249,83510
84000021,4393515.0,484825.0,84000
84130010,4397800.0,485800.0,84130
84400007,4388345.4,538128.0,84400
85000004,4665300.0,-144400.0,85000
86360003,4663300.0,35800.0,86360
86550003,4654914.0,40515.0,86550
87000027,4581200.0,128200.0,87000
88100007,4828800.0,692800.0,88100
88190001,4819100.0,641900.0,88190
88200002,4802000.0,661500.0,88200
88250001,4800000.0,686800.0,88250
89100004,4818400.0,328700.0,89100
89520002,4762000.0,319200.0,89520
90000013,4763100.0,686700.0,90000
90000014,4762600.0,686000.0,90000
91000007,4862400.0,244100.0,91000
91150013,4845200.0,217300.0,91150
91380010,4870198.0,232019.0,91380
91470007,4864167.09,206514.17,91470
91570004,4874637.0,219666.0,91570
91630007,4856200.0,222700.0,91630
92100014,4883585.0,223898.0,92100
92100015,4884000.0,223100.0,92100
92110011,4890037.0,231729.0,92110
92170002,4882274.0,229497.0,92170
92210009,4885500.0,222300.0,92210
92340002,4878600.0,231700.0,92340
92370002,4881670.0,219491.0,92370
92400017,4890200.0,225900.0,92400
92600009,4892000.0,231300.0,92600
93100018,4885695.857583,242906.49698364,93100
93160009,4882908.0,256861.0,93160
93350003,4894200.0,243200.0,93350
93380010,4897346.84862,236584.64324,93380
93700004,4891625.0,244355.0,93700
94000011,4878292.0,244670.0,94000
95300004,4904500.0,209600.0,95300
95320006,4901300.0,224900.0,95320
95500010,4896700.0,246500.0,95500
95712003,4899981.73201,252286.702801,95700
95740005,4904800.0,220100.0,95740
1130003,4615800.0,560400.0,1130
1330003,4599881.3756758,489878.6153559,1330
1340002,4632300.0,513700.0,1340
2120005,4989600.0,362600.0,2120
2200014,4936800.0,332900.0,2200
2200015,4937100.0,334100.0,2200
3500003,4630650.562,329404.326,3500
4200008,4419300.0,594500.0,4200
6230003,4370556.0,732039.0,6230
6300017,4373200.0,728600.0,6300
6500008,4378406.96572,752078.111179,6500
6510001,4377600.0,719900.0,6510
6600012,4360700.0,712400.0,6600
6600023,4359800.0,708800.0,6600
7130004,4495800.0,484700.0,7130
7200008,4463202.17749,437986.312289,7200
7300006,4505706.43467,484009.467939,7300
7800001,4486331.0,483649.0,7800
8170004,4999500.0,469700.0,8170
8190001,4946500.0,411200.0,8190
8300008,4950400.0,436000.0,8300
12100002,4411000.0,308200.0,12100
13008016,4327400.0,539300.0,13008
13016007,4335640.0,532755.0,13016
13100017,4351600.0,546600.0,13100
13122001,4354117.0,527115.0,13122
13127010,4342063.0,526826.0,13127
13170011,4340900.0,532100.0,13170
13190001,4333134.07651,548618.920788,13190
13200020,4370000.0,464200.0,13200
13210001,4378873.0,483540.0,13210
13270013,4342000.0,497900.0,13270
13520001,4372300.0,479700.0,13520
13700010,4344361.26889,522474.651184,13700
13700011,4341459.0,522304.0,13700
14170001,4902470.0,-2358.0,14170
14320001,4911493.0,-37436.0,14320
15000003,4492297.528,242765.388,15000
15100013,4503000.0,309300.0,15100
17100001,4571907.0,-63643.0,17100
18350003,4689600.0,272900.0,18350
19600003,4503300.0,150300.0,19600
21000028,4730717.6685817,505750.07897797,21000
21110002,4724500.0,520400.0,21110
21121007,4733627.0,503212.0,21121
21204001,4701500.0,481600.0,21200
21400002,4785300.0,457100.0,21400
22170004,4852500.0,-288900.0,22170
22400009,4848175.1064981,-249810.10304171,22400
22570001,4822700.0,-317600.0,22570
22600008,4817800.0,-276000.0,22600
22650001,4857700.0,-215200.0,22650
25000021,4720500.0,588700.0,25320
25300009,4689300.0,636500.0,25300
25480003,4725100.0,596800.0,25480
25550001,4748200.0,673400.0,25550
25700003,4748400.0,683400.0,25700
26000005,4491000.0,488300.0,26000
26000019,4492700.0,491600.0,26000
26290009,4442900.0,471200.0,26290
26730001,4505600.0,519200.0,26730
26740003,4466700.0,479300.0,26740
27000008,4902096.0,113803.0,27000
27170003,4912300.0,84700.0,27170
27300006,4915500.0,67300.0,27300
27350003,4937100.0,62900.0,27350
27500003,4939000.0,61200.0,27500
28400005,4830636.693,80848.721,28400
28480001,4831300.0,99100.0,28480
28500008,4876002.91814,124036.584857,28500
29140003,4795800.0,-382300.0,29140
29900005,4786100.0,-388500.0,29900
30000021,4385100.0,440100.0,30000
30100014,4412100.0,408700.0,30100
30200003,4417200.0,462000.0,30200
30210007,4393897.1252618,456954.27077155,30210
30300006,4369100.0,460500.0,30300
30400004,4395800.0,477900.0,30400
30400005,4395800.0,477800.0,30400
30420001,4378100.0,420100.0,30420
30470004,4369628.59226,420011.726025,30470
30700006,4401100.0,440800.0,30700
30900016,4382400.0,433500.0,30900
30900018,4381224.8122249,433945.55963873,30900
31000001,4358797.0,141048.0,31100
31210005,4308600.0,57400.0,31210
31470001,4354109.0,123845.0,31470
31600007,4348845.23805,134028.333537,31600
31790002,4373800.0,137300.0,31790
32000005,4363700.0,59000.0,32000
33240011,4498906.0,-44910.0,33240
33250002,4519300.0,-74900.0,33250
33300005,4486190.0,-58571.999999999,33300
33370002,4483800.0,-48600.0,33370
33370015,4485841.0,-49742.0,33370
33700021,4483265.0,-64392.0,33700
34070016,4360413.0,383911.0,34070
34110005,4344570.0,375207.0,34110
34430001,4357760.19998,383509.950169,34430
34450001,4331400.0,341700.0,34450
34490001,4342100.0,316400.0,34490
35200003,4809129.7777798,-164185.27606305,35200
35800004,4862300.0,-205800.0,35800
37000016,4739377.902,66974.657,37000
37110004,4758361.02961,89735.6013533,37110
37420002,4721400.0,16900.0,37420
38110002,4556000.0,545300.0,38110
38120002,4524100.0,567200.0,38120
38240006,4519800.0,578100.0,38240
38300008,4559400.0,526900.0,38300
38320006,4515183.5,573998.4,38320
38340012,4530500.0,562300.0,38340
38420004,4521200.0,585700.0,38420
38490006,4561800.0,561100.0,38490
38520001,4506700.0,602200.0,38520
38660001,4536200.0,595500.0,38660
39100003,4702000.0,549500.0,39100
39110007,4694900.0,587400.0,39110
39140001,4674600.0,545700.0,39140
39190001,4657400.0,543400.0,39190
40000012,4388554.0,-49499.0,40000
40110003,4397585.83,-73720.15,40110
40990001,4374100.0,-101800.0,40990
41100006,4779700.0,105900.0,41100
41230001,4741300.0,160500.0,41230
41350008,4758800.0,137600.0,41350
41800003,4775669.0219429,86109.404774622,41800
42100018,4544232.0,440992.0,42100
42440009,4539332.2,427067.4,42240
42470006,4594600.0,422000.0,42470
42600002,4561035.7910068,406813.89768614,42600
43410001,4537333.9170287,329077.39014871,43410
44000010,4724700.0,-155500.0,44000
44100005,4722390.0,-152985.0,44100
44140006,4705200.0,-150900.0,44140
44400009,4716000.0,-155100.0,44400
44420001,4734946.0,-250026.0,44420
44800007,4724121.79839,-159335.907484,44800
44800008,4721114.9023202,-161893.51172408,44800
45190001,4776900.0,161500.0,45190
45210004,4801820.5,288525.0,45210
46090003,4446900.0,148300.0,46090
46200001,4489900.0,147700.0,46200
46300008,4474040.2947373,139114.45040107,46300
47480003,4422600.0,67200.0,47480
47510001,4423225.0,63879.999999998,47510
47600005,4413376.162,34581.724,47600
48170001,4463200.0,367600.0,48170
49100003,4748300.0,-52700.0,49100
49122003,4713233.778866,-94277.831404732,49122
49300016,4707185.51328,-85676.8078224,49300
49570001,4739000.0,-86200.0,49570
49630003,4746300.0,-29000.0,49630
50100007,4963500.0,-161500.0,50100
50110001,4963500.0,-158700.0,50110
50380001,4881426.145,-154426.677,50380
50400001,4884100.0,-157700.0,50400
50570001,4910300.0,-124500.0,50570
50750002,4902900.0,-114200.0,50750
51700007,4908100.0,365000.0,51700
52200014,4787000.0,533000.0,52200
53000010,4805963.0,-77497.0,53000
53000011,4807000.0,-79400.0,53000
54120002,4845803.0,674080.0,54120
54360002,4855700.0,639300.0,54360
54450004,4855000.0,672500.0,54450
56000009,4766113.0,-275507.0,56000
56100013,4776142.9586717,-337731.71520587,56100
56300002,4808200.0,-294600.0,56300
56400006,4767400.0,-300100.0,56400
56850003,4778547.8202151,-333169.156421,56850
56860004,4765000.0,-272200.0,56860
57000022,4913000.0,616500.0,57050
57280003,4921400.0,617000.0,57280
57320003,4928900.0,653300.0,57320
57340004,4893400.0,665200.0,57340
57580001,4901700.0,638400.0,57580
57930002,4884300.0,702100.0,57930
57980001,4910600.0,694900.0,57980
59000017,5061800.0,305100.0,59000
59000019,5062976.41552,303570.571173,59000
59121002,5031100.0,340700.0,59121
59125003,5032700.0,348900.0,59125
59160002,5064911.7244,297929.612072,59160
59190001,5073122.0,254372.0,59190
59219001,5003100.0,392400.0,59219
59250001,5077952.0,312707.0,59250
59320006,5060000.0,293800.0,59320
59554005,5017600.0,320400.0,59554
59600006,5028200.0,397000.0,59600
59650012,5065925.0,313527.0,59650
59700008,5066418.0,310016.0,59700
59710007,5054036.4491489,307374.64096402,59710
59760005,5101420.842,230670.989,59760
59910001,5070600.0,310134.0,59910
60000017,4940249.5035409,212786.69713141,60000
60160003,4925600.0,243200.0,60160
60300007,4921086.6817181,259306.22678757,60300
60300010,4922100.0,259300.0,60300
60490008,4953930.0,270182.0,60490
60730004,4929000.0,220100.0,60730
61200003,4874900.0,-1100.0,61200
61230002,4878400.0,29500.0,61230
62000013,5029100.0,278400.0,62000
62100024,5095575.0,190807.0,62100
62100026,5093271.63186,182467.603938,62231
62110001,5041600.0,297600.0,62110
62128006,5019500.0,288800.0,62128
62137002,5092504.0588174,190492.59599854,62137
62190005,5056900.0,246400.0,62190
62230004,5071100.0,160100.0,62230
62500005,5074400.0,226000.0,62500
62620001,5045400.0,261600.0,62620
62660004,5052300.0,268100.0,62660
62970003,5041648.0,302540.0,62970
63000001,4577300.0,309600.0,63000
63000025,4578284.9710581,307369.97691726,63000
63200002,4588400.0,311500.0,63200
63290001,4595500.0,347800.0,63290
63300003,4584800.0,353000.0,63300
63350003,4591200.0,333400.0,63350
63360002,4581800.0,315400.0,63360
63500007,4555370.09095,324943.759778,63500
63540002,4573700.0,309900.0,63540
64100016,4351200.0,-144000.0,64100
64121003,4336100.0,-43300.0,64121
64230003,4334732.07728,-47633.1886047,64230
64480005,4342300.0,-146500.0,64480
64600007,4349200.0,-153300.0,64600
64700001,4334700.0,-176600.0,64700
65100009,4309700.0,-3800.0,65100
66100002,4268191.049007,291053.56045466,66100
66160004,4253318.14,283921.86,66160
66250001,4277300.0,301100.0,66250
66330001,4265800.0,295200.0,66280
66600002,4278000.0,289900.0,66600
67220001,4834000.0,731600.0,67220
67300003,4860545.851,775856.883,67300
67310004,4863700.0,746100.0,67310
67600010,4827267.0,746047.0,67600
67700011,4874200.0,735700.0,67700
68000018,4806900.0,736000.0,68000
68110006,4776800.0,738700.0,68110
68140001,4804100.0,715500.0,68140
68320002,4809600.0,744000.0,68320
68360004,4789800.0,722200.0,68360
68630001,4815300.0,732100.0,68630
68701001,4779500.0,717200.0,68700
69008007,4573700.0,486900.0,69008
69300010,4578800.0,484000.0,69300
69300011,4579700.0,485200.0,69300
69310004,4569935.0,482364.0,69310
69360015,4563600.0,486900.0,69360
69400014,4597969.9317316,471736.79660484,69400
69430001,4614600.0,459900.0,69430
69651001,4597900.0,473300.0,69651
69720004,4569100.0,503800.0,69720
69850001,4565965.0,456564.0,69850
70200006,4767500.0,652100.0,70200
71160001,4648300.0,397500.0,71160
71260004,4647200.0,481600.0,71260
71600001,4644600.0,412000.0,71600
71850002,4631100.0,479100.0,71850
72000021,4801700.0,14200.0,72000
72120003,4791800.0,74600.0,72120
72130006,4829900.0,9700.0,72130
72200003,4770341.8165,-7934.04625794,72200
72220002,4782100.0,28000.0,72220
74200018,4636100.0,645600.0,74200
74540001,4581900.0,600400.0,74540
74700005,4594482.3296706,663012.1822089,74700
74800001,4606989.0,630528.0,74800
74920001,4590000.0,664100.0,74920
76000012,4944400.0,107600.0,76000
76100005,4942734.0,109262.0,76100
76150004,4948308.34,101703.27,76150
76190001,4962400.0,77900.0,76190
76200004,4990522.0,107678.0,76200
76320002,4929000.0,104000.0,76320
76360002,4955700.0,95300.0,76360
76530004,4934300.0,93900.0,76530
76600024,4949878.0,15925.0,76600
76600025,4948837.0,15020.0,76600
76610004,4951800.0,15800.0,76610
76620002,4950600.0,10100.0,76620
76800009,4939385.0,105978.0,76800
77000011,4854100.0,267800.0,77000
77120006,4880100.0,308700.0,77120
77141001,4869300.0,308200.0,77141
77165006,4903354.0,280467.0,77165
77171003,4853500.0,336100.0,77171
77186001,4884100.0,262000.0,77186
77250006,4836400.0,285300.0,77250
77340006,4879836.0,260505.0,77340
77370005,4855900.0,302100.0,77370
77410001,4895300.0,266600.0,77410
77410009,4890520.1156416,264120.04299141,77410
78150007,4881865.0,211953.0,78150
78150015,4885900.0,234700.0,78150
78210006,4879400.0,207000.0,78210
78280004,4878450.0905198,206014.04017303,78280
78290003,4887541.93193,214017.857653,78290
78360004,4890900.0,215900.0,78360
78380004,4886849.00008,213183.308716,78380
78390005,4879884.1163765,200343.36831272,78390
78400004,4889230.50953,214405.585465,78400
78480004,4897800.0,197800.0,78480
78520004,4899300.0,174400.0,78520
79000005,4633028.0,-44093.0,79000
80110001,4979000.0,247700.0,80110
80210002,5006300.0,160500.0,80210
80330004,4986785.0,236850.0,80330
80480004,4986000.0,227400.0,80480
80600003,5016200.0,235500.0,80600
80730001,4991400.0,223500.0,80470
82000016,4402556.0,133207.0,82000
82100003,4404315.0,110469.0,82100
82440003,4411600.0,148000.0,82440
83400013,4308468.76404,614856.278346,83400
83520001,4343932.91651,665495.163594,83520
83720005,4351343.2851065,647720.65907479,83720
84000020,4393200.0,478300.0,84000
84100006,4411820.0,479691.0,84100
84140007,4390700.0,489000.0,84140
84300011,4383100.0,505400.0,84300
84740002,4395700.0,502900.0,84740
84800004,4391800.0,505000.0,84800
85000012,4671241.105,-143089.491,85000
85110005,4669300.0,-105400.0,85110
85160005,4679600.0,-204600.0,85160
85300001,4684600.0,-188200.0,85300
86700004,4633565.84205,18620.3239954,86700
88000009,4819200.0,644000.0,88000
88200015,4804948.393,658206.806,88200
89470004,4784600.0,355000.0,89470
89600003,4800100.0,372600.0,89600
91100016,4860800.0,244900.0,91100
91210009,4868140.1572312,242939.25471744,91210
91410001,4853100.0,202900.0,91410
92000018,4891857.0,222317.0,92000
92140014,4878500.0,225100.0,92140
92150006,4886500.0,221900.0,92150
92160006,4873750.0,229513.0,92160
92400016,4889402.47421,226003.452849,92400
92400019,4890500.0,225600.0,92400
