id,circonscription,numPanneau,nom,prenom,civilite,codeNuance,libelleNuance,names_ok,sortant
3922,071-02,8,DUSSAUGE,Pascal,M.,DXG,Divers extrême gauche,Dussauge,non
3923,071-03,1,REBEYROTTE,Rémy,M.,ENS,Ensemble ! (Majorité présidentielle),Rebeyrotte,oui
3924,071-03,2,BERTHELIER,Muriel,Mme,ECO,Ecologistes,Berthelier,non
3925,071-03,3,LUCOTTE,Julie,Mme,DXG,Divers extrême gauche,Lucotte,non
3926,071-03,4,LANDRE,Charles,M.,LR,Les Républicains,Landre,non
3927,071-03,5,BENINGER,Richard,M.,NUPES,Nouvelle Union Populaire Écologique et Sociale,Beninger,non
3928,071-03,6,ROBERT,France,Mme,DSV,Droite souverainiste,Robert,non
3929,071-03,7,BIGOT,Anne,Mme,REC,Reconquête !,Bigot,non
3930,071-03,8,BAROIN,Sandrine,Mme,RN,Rassemblement National,Baroin,non
3931,071-04,1,ROBLOT,Elisabeth,Mme,ENS,Ensemble ! (Majorité présidentielle),Roblot,non
3932,071-04,2,RAFFA,Jean,M.,REC,Reconquête !,Raffa,non
3933,071-04,3,SZYCH,Nathalie,Mme,DSV,Droite souverainiste,Szych,non
3934,071-04,4,MICHOUX,Eric,M.,DVD,Divers droite,Michoux,non
3935,071-04,5,DELOGE,Valérie,Mme,RN,Rassemblement National,Deloge,non
3936,071-04,6,COURATIER,Claude,M.,DXG,Divers extrême gauche,Couratier,non
3937,071-04,7,UNTERMAIER,Cécile,Mme,NUPES,Nouvelle Union Populaire Écologique et Sociale,Untermaier,oui
3938,071-05,1,PLATRET,Gilles,M.,LR,Les Républicains,Platret,non
3939,071-05,2,DUFRAIGNE,Pascal,M.,DXG,Divers extrême gauche,Dufraigne,non
3940,071-05,3,BATHIARD,Tristan-Ludovic,M.,RDG,Parti radical de gauche,Bathiard,non
3941,071-05,4,GOUBEAULT,Denis,M.,REC,Reconquête !,Goubeault,non
3942,071-05,5,CALLI,Ramazan,M.,DVG,Divers gauche,Calli,non
3943,071-05,6,SANVERT,Arnaud,M.,RN,Rassemblement National,Sanvert,non
3944,071-05,7,RIBOULET,Eric,M.,NUPES,Nouvelle Union Populaire Écologique et Sociale,Riboulet,non
3945,071-05,8,PELLETIER,Christine,Mme,ECO,Ecologistes,Pelletier,non
3946,071-05,9,LARTAUT,Patrick,M.,DXG,Divers extrême gauche,Lartaut,non
3947,071-05,10,MARGUERITTE,Louis,M.,ENS,Ensemble ! (Majorité présidentielle),Margueritte,non
3948,071-05,11,LE THEIX,Sonia,Mme,DSV,Droite souverainiste,Le Theix,non
3949,072-01,1,COLLET,Patricia,Mme,DSV,Droite souverainiste,Collet,non
3950,072-01,2,PICOULEAU,Edwige,Mme,RN,Rassemblement National,Picouleau,non
3951,072-01,3,CORTÉS,Yves,M.,UDI,Union des Démocrates et des Indépendants,Cortés,non
3952,072-01,4,FOUÉRÉ,Stéphane,M.,DVG,Divers gauche,Fouéré,non
3953,072-01,5,DELPECH,Julie,Mme,ENS,Ensemble ! (Majorité présidentielle),Delpech,non
3954,072-01,6,DUJARDIN,Brigitte,Mme,REC,Reconquête !,Dujardin,non
3955,072-01,7,LABRETTE-MÉNAGER,Fabienne,Mme,LR,Les Républicains,Labrette-Ménager,non
3956,072-01,8,BÉNAUD,Dylan,M.,SOC,Parti socialiste,Bénaud,non
3957,072-01,9,MAILLET,Sylvie,Mme,DXG,Divers extrême gauche,Maillet,non
3958,072-01,10,BONNET,Ghislaine,Mme,NUPES,Nouvelle Union Populaire Écologique et Sociale,Bonnet,non
3959,072-02,1,LE FORESTIER,François,M.,LR,Les Républicains,Le Forestier,non
3960,072-02,2,MONET,Alexandra,Mme,ENS,Ensemble ! (Majorité présidentielle),Monet,non
3961,072-02,3,PICAVEZ,Vincent,M.,DXG,Divers extrême gauche,Picavez,non
3962,072-02,4,ZBIROU,Marylin,Mme,ECO,Ecologistes,Zbirou,non
3963,072-02,5,JOVER,Serge,M.,DXG,Divers extrême gauche,Jover,non
3964,072-02,6,BESLIER,Olivier,M.,REC,Reconquête !,Beslier,non
3965,072-02,7,CABARET,Muriel,Mme,SOC,Parti socialiste,Cabaret,non
3966,072-02,8,KARAMANLI,Marietta,Mme,NUPES,Nouvelle Union Populaire Écologique et Sociale,Karamanli,oui
3967,072-02,9,TROCHON,Eric,M.,DSV,Droite souverainiste,Trochon,non
3968,072-02,10,FURET,Angéline,Mme,RN,Rassemblement National,Furet,non
3969,072-02,11,HUBERT,Thomas,M.,DXG,Divers extrême gauche,Hubert,non
3970,072-03,1,LELOUP,Dominique,Mme,NUPES,Nouvelle Union Populaire Écologique et Sociale,Leloup,non
3971,072-03,2,POISSON,Jérôme,M.,DSV,Droite souverainiste,Poisson,non
3972,072-03,3,BRUTOUT,Maryse,Mme,DXG,Divers extrême gauche,Brutout,non
3973,072-03,4,LATOUCHE,Béatrice,Mme,LR,Les Républicains,Latouche,non
3974,072-03,5,MARTINEAU,Eric,M.,ENS,Ensemble ! (Majorité présidentielle),Martineau,non
3975,072-03,6,COUDRAIN,Bernadette,Mme,REC,Reconquête !,Coudrain,non
3976,072-03,7,BRANCHU,Laurent,M.,SOC,Parti socialiste,Branchu,non
3977,072-03,8,NOËL,Henri,M.,DIV,Divers,Noël,non
3978,072-03,9,PINÇON,Bruno,M.,RN,Rassemblement National,Pinçon,non
3979,072-04,1,DALIBERT,David,M.,ECO,Ecologistes,Dalibert,non
3980,072-04,2,LE FLOCH-IMAD,Joachim,M.,ENS,Ensemble ! (Majorité présidentielle),Le Floch-Imad,non
3981,072-04,3,FRANCO,Emmanuel,M.,LR,Les Républicains,Franco,non
3982,072-04,4,BARBET,Didier,M.,DIV,Divers,Barbet,non
3983,072-04,5,TOLMONT,Sylvie,Mme,SOC,Parti socialiste,Tolmont,oui
3984,072-04,6,LEBOUCHER,Elise,Mme,NUPES,Nouvelle Union Populaire Écologique et Sociale,Leboucher,non
3985,072-04,7,NOUCHY,Thierry,M.,DXG,Divers extrême gauche,Nouchy,non
3986,072-04,8,BOULAY,Stéphane,M.,DSV,Droite souverainiste,Boulay,non
3987,072-04,9,DE MALHERBE,Raymond,M.,RN,Rassemblement National,De Malherbe,non
3988,072-04,10,BUARD,Sébastien,M.,REC,Reconquête !,Buard,non
3989,072-05,1,ROBYN,Laurent,M.,DXG,Divers extrême gauche,Robyn,non
3990,072-05,2,LUNEL,Frédéric,M.,SOC,Parti socialiste,Lunel,non
3991,072-05,3,BAYLE DE JESSÉ,Cécile,Mme,DSV,Droite souverainiste,Bayle De Jessé,non
3992,072-05,4,DE VILMAREST,Eric,M.,REC,Reconquête !,De Vilmarest,non
3993,072-05,5,MANUEL,Solène,Mme,ECO,Ecologistes,Manuel,non
3994,072-05,6,DE VIGNERAL,Victoria,Mme,RN,Rassemblement National,De Vigneral,non
3995,072-05,7,FOUQUET,Karine,Mme,DXG,Divers extrême gauche,Fouquet,non
3996,072-05,8,GADRAULT,Julien,M.,DIV,Divers,Gadrault,non
3997,072-05,9,KOKOLO,Rabbi,M.,NUPES,Nouvelle Union Populaire Écologique et Sociale,Kokolo,non
3998,072-05,10,GRELIER,Jean-Carles,M.,ENS,Ensemble ! (Majorité présidentielle),Grelier,oui
3999,072-05,11,LEROSIER,Noa,M.,LR,Les Républicains,Lerosier,non
4000,073-01,1,GUILHOT,Rodolphe,M.,REG,Régionaliste,Guilhot,non
4001,073-01,2,ROUSSEL,Christian,M.,DIV,Divers,Roussel,non
4002,073-01,3,EXERTIER,Frédéric,M.,ECO,Ecologistes,Exertier,non
4003,073-01,4,DERUEM,Manon,Mme,RN,Rassemblement National,Deruem,non
4004,073-01,5,CHAUVEAU,Jean-Pierre,M.,DSV,Droite souverainiste,Chauveau,non
4005,073-01,6,FERRARI,Marina,Mme,ENS,Ensemble ! (Majorité présidentielle),Ferrari,non
4006,073-01,7,BARDAGI,Thierry,M.,DIV,Divers,Bardagi,non
4007,073-01,8,DUBOUCHET,Karine,Mme,LR,Les Républicains,Dubouchet,non
4008,073-01,9,GRANATA,Christel,Mme,NUPES,Nouvelle Union Populaire Écologique et Sociale,Granata,non
4009,073-01,10,CROZE,Jean-Claude,M.,DVD,Divers droite,Croze,non
4010,073-01,11,LAFARGUE,Pierre,M.,DSV,Droite souverainiste,Lafargue,non
4011,073-01,12,CASEJUANE,Adrien,M.,DXG,Divers extrême gauche,Casejuane,non
4012,073-01,13,MILLORD,Beatrix,Mme,REC,Reconquête !,Millord,non
4013,073-02,1,BERNARD,Brice,M.,RN,Rassemblement National,Bernard,non
4014,073-02,2,CHENU,Jordan,M.,DVD,Divers droite,Chenu,non
4015,073-02,3,EMPEREUR,Arthur,M.,ENS,Ensemble ! (Majorité présidentielle),Empereur,non
4016,073-02,4,MORAND,Cédric,M.,NUPES,Nouvelle Union Populaire Écologique et Sociale,Morand,non
4017,073-02,5,RAHALIA,Myriam,Mme,DXG,Divers extrême gauche,Rahalia,non
4018,073-02,6,TROUTOT,Philippe,M.,DIV,Divers,Troutot,non
4019,073-02,7,WURTZ,Anne-Sophie,Mme,REC,Reconquête !,Wurtz,non
4020,073-02,8,BUSSY,Flora,Mme,ECO,Ecologistes,Bussy,non
4021,073-02,9,CICERI,Mathieu,M.,DSV,Droite souverainiste,Ciceri,non
4022,073-02,10,CAMUS,Bertrand,M.,ECO,Ecologistes,Camus,non
4023,073-02,11,ROLLAND,Vincent,M.,LR,Les Républicains,Rolland,oui
4024,073-03,1,FLORIO,Mikaël,M.,REC,Reconquête !,Florio,non
4025,073-03,2,BONNIVARD,Emilie,Mme,LR,Les Républicains,Bonnivard,oui
4026,073-03,3,TROSSET,Xavier,M.,ENS,Ensemble ! (Majorité présidentielle),Trosset,non
4027,073-03,4,THOMAZO,Vincent,M.,DSV,Droite souverainiste,Thomazo,non
4028,073-03,5,NOWAK,Patricia,Mme,ECO,Ecologistes,Nowak,non
4029,073-03,6,SOCQUET-JUGLARD,Ghislaine,Mme,ECO,Ecologistes,Socquet-Juglard,non
4030,073-03,7,KRAWEZYNSKI,Nathalie,Mme,NUPES,Nouvelle Union Populaire Écologique et Sociale,Krawezynski,non
4031,073-03,8,TROUVÉ,Pascale,Mme,DXG,Divers extrême gauche,Trouvé,non
4032,073-03,9,DAUCHY,Marie,Mme,RN,Rassemblement National,Dauchy,non
4033,073-04,1,MIGNOLA,Patrick,M.,ENS,Ensemble ! (Majorité présidentielle),Mignola,oui
4034,073-04,2,GAUDIN,François,M.,LR,Les Républicains,Gaudin,non
4035,073-04,3,DUCRUET,Marie,Mme,DXG,Divers extrême gauche,Ducruet,non
4036,073-04,4,MERCIER,David,M.,DSV,Droite souverainiste,Mercier,non
4037,073-04,5,GUILLAUD,Albin,M.,DIV,Divers,Guillaud,non
4038,073-04,6,BOUVIER,Mireille,Mme,DIV,Divers,Bouvier,non
4039,073-04,7,GARNIER,Rémi,M.,RN,Rassemblement National,Garnier,non
4040,073-04,8,GONZALEZ,Charles,M.,REC,Reconquête !,Gonzalez,non
4041,073-04,9,COULOMME,Jean-François,M.,NUPES,Nouvelle Union Populaire Écologique et Sociale,Coulomme,non
4042,073-04,10,FELFOULI,Sonia,Mme,DSV,Droite souverainiste,Felfouli,non
4043,074-01,1,BATA,Anne-Sophie,Mme,ECO,Ecologistes,Bata,non
4044,074-01,2,BUHLER,Franck,M.,DSV,Droite souverainiste,Buhler,non
4045,074-01,3,CHIAD,Daniel Salem,M.,DIV,Divers,Chiad,non
4046,074-01,4,PATTY GOMILA,Aurélia,Mme,LR,Les Républicains,Patty Gomila,non
4047,074-01,5,DUVAL,Anne-Valérie,Mme,NUPES,Nouvelle Union Populaire Écologique et Sociale,Duval,non
4048,074-01,6,MATTEI,Jacques,M.,DXG,Divers extrême gauche,Mattei,non
4049,074-01,7,GIRARD-DESPROLET,William,M.,REG,Régionaliste,Girard-Desprolet,non
4050,074-01,8,JAMBARD,Guillaume,M.,REC,Reconquête !,Jambard,non
4051,074-01,9,JOUFFREY,Didier,M.,RN,Rassemblement National,Jouffrey,non
4052,074-01,10,RIOTTON,Véronique,Mme,ENS,Ensemble ! (Majorité présidentielle),Riotton,oui
4053,074-02,1,COLLOMB-PATTON,Willy,M.,REG,Régionaliste,Collomb-Patton,non
4054,074-02,2,CORNU,Damien,M.,DSV,Droite souverainiste,Cornu,non
4055,074-02,3,NANCHE,Anaîs,Mme,RN,Rassemblement National,Nanche,non
4056,074-02,4,PACORET,Catherine,Mme,UDI,Union des Démocrates et des Indépendants,Pacoret,non
4057,074-02,5,BRANCALEONE,Sylvie,Mme,DSV,Droite souverainiste,Brancaleone,non
4058,074-02,6,BOUSSA,Oujdi,M.,DIV,Divers,Boussa,non
4059,074-02,7,VIGARIÉ,Jean-Paul,M.,ECO,Ecologistes,Vigarié,non
4060,074-02,8,YILDIRIM,Naci,M.,DXG,Divers extrême gauche,Yildirim,non
4061,074-02,9,TARDY,Lionel,M.,DVD,Divers droite,Tardy,non
4062,074-02,10,HIPPOMÈNE,San,M.,REC,Reconquête !,Hippomène,non
4063,074-02,11,PERALDI,Timothée,M.,DIV,Divers,Peraldi,non
4064,074-02,12,ARMAND,Antoine,M.,ENS,Ensemble ! (Majorité présidentielle),Armand,non
4065,074-02,13,FONTANA,Loris,Mme,NUPES,Nouvelle Union Populaire Écologique et Sociale,Fontana,non
4066,074-02,14,SCIABBARRASI,Pascal,M.,ECO,Ecologistes,Sciabbarrasi,non
4067,074-02,15,CURDY,Christian,M.,ECO,Ecologistes,Curdy,non
4068,074-03,1,BOUVIER,Véronique,Mme,REG,Régionaliste,Bouvier,non
4069,074-03,2,COHEN,Albert,M.,DIV,Parti Pirate,Cohen,non
4070,074-03,3,DAGHRIR,Anis,M.,RN,Rassemblement National,Daghrir,non
4072,074-03,5,FERRARINI,Valérie,Mme,ENS,Ensemble ! (Majorité présidentielle),Ferrarini,non
4073,074-03,6,PETEX-LEVET,Christelle,Mme,LR,Les Républicains,Petex-Levet,oui
4074,074-03,7,JACCAZ,Joseph,M.,ECO,Ecologistes,Jaccaz,non
4075,074-03,8,JOANNOT,Sébastien,M.,REC,Reconquête !,Joannot,non
4076,074-03,9,LEGOUHY,Jocelyne,Mme,DXG,Divers extrême gauche,Legouhy,non
4077,074-03,10,VANEECKELOOT-TASSA,Fabienne,Mme,NUPES,Nouvelle Union Populaire Écologique et Sociale,Vaneeckeloot-Tassa,non
4078,074-04,1,BOUVIER,Shan,M.,ECO,Ecologistes,Bouvier,non
4079,074-04,2,VIELLIARD,Antoine,M.,ENS,Ensemble ! (Majorité présidentielle),Vielliard,non
4080,074-04,3,DJONGANDEKE,Tongomo,M.,DIV,Divers,Djongandeke,non
4081,074-04,4,YILDIRIM,Murat,M.,DIV,Divers,Yildirim,non
4082,074-04,5,VERBASCO,Véronique,Mme,DSV,Droite souverainiste,Verbasco,non
4083,074-04,6,BÉDAGUE,Sophie,Mme,DXG,Divers extrême gauche,Bédague,non
4084,074-04,7,FERRANDI,Lea,Mme,REG,Régionaliste,Ferrandi,non
4085,074-04,8,DUBY-MULLER,Virginie,Mme,LR,Les Républicains,Duby-Muller,oui
4086,074-04,9,LUHO,Magalie,Mme,RN,Rassemblement National,Luho,non
4087,074-04,10,VERVOORT,Valérian,M.,NUPES,Nouvelle Union Populaire Écologique et Sociale,Vervoort,non
4088,074-04,11,GIRAUD,Romain,M.,DXG,Divers extrême gauche,Giraud,non
4089,074-04,12,BAILLY,Nicolas,M.,REC,Reconquête !,Bailly,non
4090,074-04,13,DAHMAL,Vanessa,Mme,ECO,Ecologistes,Dahmal,non
4091,074-04,14,COHARD,Alexandre,M.,DIV,Divers,Cohard,non
4092,074-05,1,DION,Sophie,Mme,LR,Les Républicains,Dion,non
4093,074-05,2,DUCROT,Guillaume,M.,DVD,Divers droite,Ducrot,non
4094,074-05,3,VICO,Céline,Mme,REC,Reconquête !,Vico,non
4095,074-05,4,CAPELLI,Audrey,Mme,ECO,Ecologistes,Capelli,non
4096,074-05,5,TERRENI,Jessica,Mme,RN,Rassemblement National,Terreni,non
4097,074-05,6,LEMMO GAUD,Barbara,Mme,REG,Régionaliste,Lemmo Gaud,non
4098,074-05,7,DUVOCELLE,Quentin,M.,ECO,Ecologistes,Duvocelle,non
4099,074-05,8,BOUREL,Michel,M.,DVD,Divers droite,Bourel,non
4100,074-05,9,MARTIN-COCHER,Odile,Mme,NUPES,Nouvelle Union Populaire Écologique et Sociale,Martin-Cocher,non
4101,074-05,10,MESSIN,Michelle,Mme,DSV,Droite souverainiste,Messin,non
4102,074-05,11,BALLY,Michelle,Mme,DXG,Divers extrême gauche,Bally,non
4103,074-05,12,VIOLLAND,Anne-Cécile,Mme,ENS,Ensemble ! (Majorité présidentielle),Violland,non
4104,074-06,1,DUVILLARD,Virginie,Mme,REC,Reconquête !,Duvillard,non
4105,074-06,2,LAGARDE,Stéphane,M.,ECO,Ecologistes,Lagarde,non
4106,074-06,3,ROSEREN,Xavier,M.,ENS,Ensemble ! (Majorité présidentielle),Roseren,oui
4107,074-06,4,DUGERDIL,Valérie,Mme,REG,Régionaliste,Dugerdil,non
4108,074-06,5,PRATS,Charles,M.,UDI,Union des Démocrates et des Indépendants,Prats,non
4109,074-06,6,MARTIN,Dominique,M.,RN,Rassemblement National,Martin,non
4110,074-06,7,LOUNIS,Ahmed,M.,NUPES,Nouvelle Union Populaire Écologique et Sociale,Lounis,non
4111,074-06,8,DEMEURE,Alexandre,M.,DXG,Divers extrême gauche,Demeure,non
4112,074-06,9,MÉNY,Laurence,Mme,DSV,Droite souverainiste,Mény,non
4113,074-06,10,PLUMIER,Noémie,Mme,ECO,Ecologistes,Plumier,non
4114,074-06,11,CHANTELOT,Xavier,M.,LR,Les Républicains,Chantelot,non
4115,074-06,12,SOCQUET-JUGLARD,Sylvain,M.,ECO,Ecologistes,Socquet-Juglard,non
4116,075-01,1,DELWASSE,Liliane,Mme,ECO,Ecologistes,Delwasse,non
4117,075-01,2,CHEDHOMME,Morgane,Mme,RN,Rassemblement National,Chedhomme,non
4118,075-01,3,BOULINIER,Laurence,Mme,DXG,Divers extrême gauche,Boulinier,non
4119,075-01,4,TOURTE,Dominique,Mme,DVG,Divers gauche,Tourte,non
4120,075-01,5,MAILLARD,Sylvain,M.,ENS,Ensemble ! (Majorité présidentielle),Maillard,oui
4121,075-01,6,BALADI,Vincent,M.,LR,Les Républicains,Baladi,non
4122,075-01,7,CHAUMETTE,Manon,Mme,UDI,Union des Démocrates et des Indépendants,Chaumette,non
4123,075-01,8,ATTIA,David,M.,REC,Reconquête !,Attia,non
4124,075-01,9,FAUX,Juliane,Mme,REG,Régionaliste,Faux,non
4125,075-01,10,LECUYER,Catherine,Mme,DVD,Divers droite,Lecuyer,non
4126,075-01,11,LUQUET,Thomas,M.,NUPES,Nouvelle Union Populaire Écologique et Sociale,Luquet,non
4127,075-01,12,PARIS,Annie,Mme,DVG,Divers gauche,Paris,non
4128,075-02,1,ROSSET,Marine,Mme,NUPES,Nouvelle Union Populaire Écologique et Sociale,Rosset,non
4129,075-02,2,LECOQ,Jean-Pierre,M.,LR,Les Républicains,Lecoq,non
4130,075-02,3,ASSAYAG,Daniel,M.,DIV,Parti Pirate,Assayag,non
4131,075-02,4,GILBERT,Isabelle,Mme,REC,Reconquête !,Gilbert,non
4132,075-02,5,DE VILLEPIN,Quitterie,Mme,DVC,Divers centre,De Villepin,non
4133,075-02,6,JOLIVEAU,Charline,Mme,DXG,Divers extrême gauche,Joliveau,non
4134,075-02,7,FRANTZ,Adrien,M.,DXG,Divers extrême gauche,Frantz,non
4135,075-02,8,ROUGÉ,André,M.,RN,Rassemblement National,Rougé,non
4136,075-02,9,LE GENDRE,Gilles,M.,ENS,Ensemble ! (Majorité présidentielle),Le Gendre,oui
4137,075-02,10,DREYFUSS,Karine,Mme,ECO,Ecologistes,Dreyfuss,non
4138,075-02,11,MAGNE,Elise,Mme,DIV,Divers,Magne,non
4139,075-03,1,EUPHRASIE,Marie-Emilie,Mme,RN,Rassemblement National,Euphrasie,non
4140,075-03,2,BURTAIRE,Laurent,M.,DXG,Divers extrême gauche,Burtaire,non
4141,075-03,3,BAFFIE,Laurent,M.,ECO,Ecologistes,Baffie,non
4142,075-03,4,MICHALET,Christine,Mme,DIV,Divers,Michalet,non
4143,075-03,5,IKUESAN,Ayodele,Mme,DVG,Divers gauche,Ikuesan,non
4144,075-03,6,BOUGERET,Alix,Mme,LR,Les Républicains,Bougeret,non
4145,075-03,7,GUERINI,Stanislas,M.,ENS,Ensemble ! (Majorité présidentielle),Guerini,oui
4146,075-03,8,PLANTEVIN,Marguerite,Mme,DXG,Divers extrême gauche,Plantevin,non
4147,075-03,9,FISCHER,Cécile,Mme,REC,Reconquête !,Fischer,non
4148,075-03,10,BALAGE EL MARIKY,Léa,Mme,NUPES,Nouvelle Union Populaire Écologique et Sociale,Balage El Mariky,non
4149,075-04,1,BONILLA,Dayana,Mme,ECO,Ecologistes,Bonilla,non
4150,075-04,2,PERREAU,Jérôme,M.,DVC,Divers centre,Perreau,non
4151,075-04,3,BRITEL,Karim,M.,DVD,Divers droite,Britel,non
4152,075-04,4,PANOSYAN-BOUVET,Astrid,Mme,ENS,Ensemble ! (Majorité présidentielle),Panosyan-Bouvet,non
4153,075-04,5,DEPRAZ,Natalie,Mme,NUPES,Nouvelle Union Populaire Écologique et Sociale,Depraz,non
4154,075-04,6,ECLOU,Chantal,Mme,ECO,Ecologistes,Eclou,non
4155,075-04,7,LAVENIER,Annie Marcelle Mauricette,Mme,RN,Rassemblement National,Lavenier,non
4156,075-04,8,SHNORHOKIAN,Garen,M.,REC,Reconquête !,Shnorhokian,non
4157,075-04,9,FREUDBERG,Francine,Mme,DVC,Divers centre,Freudberg,non
4158,075-04,10,TOUATI,Adrien,M.,DIV,Parti Pirate,Touati,non
4159,075-04,11,LÉVENARD,Pierre,M.,DXG,Divers extrême gauche,Lévenard,non
4160,075-04,12,GUILLAS-CAVAN,Kevin,M.,DVG,Divers gauche,Guillas-Cavan,non
4161,075-04,13,KUSTER,Brigitte,Mme,LR,Les Républicains,Kuster,oui
4162,075-05,1,MEDDAH,Assia,Mme,RDG,Parti radical de gauche,Meddah,non
4163,075-05,2,ABEL,Arnaud,M.,DVC,Divers centre,Abel,non
4164,075-05,3,GILLE,Annaëlle,Mme,UDI,Union des Démocrates et des Indépendants,Gille,non
4165,075-05,4,VOGT,Marguerite,Mme,RN,Rassemblement National,Vogt,non
4166,075-05,5,MAURIN,Pierre,M.,DVD,Divers droite,Maurin,non
4167,075-05,6,GAUTIER,Yann,M.,REC,Reconquête !,Gautier,non
4168,075-05,7,FAJGELES,Elise,Mme,ENS,Ensemble ! (Majorité présidentielle),Fajgeles,non
4169,075-05,8,DABAT,Monique,Mme,DXG,Divers extrême gauche,Dabat,non
4170,075-05,9,BALLON,Jean,M.,ECO,Ecologistes,Ballon,non
4171,075-05,10,BAYOU,Julien,M.,NUPES,Nouvelle Union Populaire Écologique et Sociale,Bayou,non
4172,075-05,11,JOUVEAU,Marie-Jeanne,Mme,DIV,Parti Pirate,Jouveau,non
4173,075-06,1,HUYNH THI BOZZI,Marie Rosette,Mme,RN,Rassemblement National,Huynh Thi Bozzi,non
4174,075-06,2,BONZANI,Laurence,Mme,ECO,Ecologistes,Bonzani,non
4175,075-06,3,BARGETON,Julien,M.,ENS,Ensemble ! (Majorité présidentielle),Bargeton,non
4176,075-06,4,CHIKIROU,Sophia,Mme,NUPES,Nouvelle Union Populaire Écologique et Sociale,Chikirou,non
4177,075-06,5,MELDENER,Victor,M.,REC,Reconquête !,Meldener,non
4178,075-06,6,BERROUBA,Yasmin,Mme,DVC,Divers centre,Berrouba,non
4179,075-06,7,GODDE,Anne-Catherine,Mme,DXG,Divers extrême gauche,Godde,non
4180,075-06,8,MARTIN,Jean-Christophe,M.,LR,Les Républicains,Martin,non
4181,075-06,9,BORSELLINO,Jennifer,Mme,DIV,Parti Pirate,Borsellino,non
4182,075-06,10,FREMION,Yves,M.,ECO,Ecologistes,Fremion,non
4183,075-06,11,DUPUY,Charles,M.,DXG,Divers extrême gauche,Dupuy,non
4184,075-06,12,VAN DEN BROUCKE,Romain,M.,ECO,Ecologistes,Van Den Broucke,non
4185,075-07,1,PETIT,Aurélia,Mme,DXG,Divers extrême gauche,Petit,non
4186,075-07,2,BEAUNE,Clément,M.,ENS,Ensemble ! (Majorité présidentielle),Beaune,non
4187,075-07,3,MAZUEL,Philippe,M.,DVG,Divers gauche,Mazuel,non
4188,075-07,4,LAENG,Cindy'Lee Isabelle,Mme,DIV,Divers,Laeng,non
4189,075-07,5,CLAUDIO,Louis,M.,DVC,Divers centre,Claudio,non
4190,075-07,6,FLAHAUT-PREVOT,Rodrigue,M.,RDG,Parti radical de gauche,Flahaut-Prevot,non
4191,075-07,7,DELÉTANG,Constance,Mme,REC,Reconquête !,Delétang,non
4192,075-07,8,CHAMEROY,Gaspard,M.,ECO,Ecologistes,Chameroy,non
4193,075-07,9,MOULINS,Thomas,M.,ECO,Ecologistes,Moulins,non
4194,075-07,10,MECARY,Caroline,Mme,NUPES,Nouvelle Union Populaire Écologique et Sociale,Mecary,non
4195,075-07,11,VÉRON,Aurélien,M.,LR,Les Républicains,Véron,non
4196,075-07,12,MOGHIR,Naïma,Mme,ECO,Ecologistes,Moghir,non
4197,075-07,13,DAGUENEL (NGUYEN CONG DUC),Anne Hélène Janine Marie,Mme,RN,Rassemblement National,Daguenel (nguyen Cong Duc),non
4198,075-08,1,BLONDEL,Marie-Noelle,Mme,DVC,Divers centre,Blondel,non
4199,075-08,2,RITROVATO,Grégory,M.,DIV,Parti Pirate,Ritrovato,non
4200,075-08,3,VOLBART,Laurence,Mme,ECO,Ecologistes,Volbart,non
4201,075-08,4,DUPONCEL,Crystal,Mme,DSV,Droite souverainiste,Duponcel,non
4202,075-08,5,LANCELOT,Vanessa,Mme,RN,Rassemblement National,Lancelot,non
4203,075-08,6,KOBBI,Nezha,Mme,ECO,Ecologistes,Kobbi,non
4204,075-08,7,LUTZ,Manuel,M.,DIV,Divers,Lutz,non
4205,075-08,8,MONTANDON,Valérie,Mme,LR,Les Républicains,Montandon,non
4206,075-08,9,GIRAUD,Marie-Claude,Mme,DVG,Divers gauche,Giraud,non
4207,075-08,10,BERNON,Anne,Mme,DXG,Divers extrême gauche,Bernon,non
4208,075-08,11,TRUNKENWALD,Jannick,M.,REC,Reconquête !,Trunkenwald,non
4209,075-08,12,AVIA,Laëtitia,Mme,ENS,Ensemble ! (Majorité présidentielle),Avia,oui
4210,075-08,13,SAS,Eva,Mme,NUPES,Nouvelle Union Populaire Écologique et Sociale,Sas,non
4211,075-09,1,COSSART,Béatrice,Mme,ECO,Ecologistes,Cossart,non
4212,075-09,2,OLIVIER,Jean-Baptiste,M.,LR,Les Républicains,Olivier,non
4213,075-09,3,BEDAGUE,Florence,Mme,DXG,Divers extrême gauche,Bedague,non
4214,075-09,4,NECHADI,Farid,M.,DVG,Divers gauche,Nechadi,non
4215,075-09,5,BEYSSAC,Pierre,M.,DIV,Parti Pirate,Beyssac,non
4216,075-09,6,MEYER,David,M.,REC,Reconquête !,Meyer,non
4217,075-09,7,GLOESS,Éric,M.,DXG,Divers extrême gauche,Gloess,non
4218,075-09,8,ROUSSEAU,Sandrine,Mme,DVD,Divers droite,Rousseau,non
4219,075-09,9,TAN,Buon,M.,ENS,Ensemble ! (Majorité présidentielle),Tan,oui
4220,075-09,10,ROUSSEL,Carole Isabelle Gabrielle,Mme,RN,Rassemblement National,Roussel,non
4221,075-09,11,MIERMONT,Laurent,M.,DVG,Divers gauche,Miermont,non
4222,075-09,12,LABUS,Irène,Mme,DSV,Droite souverainiste,Labus,non
