epci,libelle_epci,population_carto,effectif_cumu_termine,taux_vaccination_adultes,EPCI 2020,Nom,niveau_vie_median,interdecile,dep,pauvrete40,pauvrete60,vaccination_septembre,tx_chomage,vote_fn
247300668,CC DU LAC D AIGUEBELETTE (CCLA),4870,4200,86.2,247300668.0,Le Lac d'Aiguebelette (CCLA),23970.0,"2,7",73,"5,0","10,0",79.9,6.3,21.6
247300676,CC PORTE DE MAURIENNE,5210,4190,80.4,247300676.0,Porte de Maurienne,21440.0,"2,5",73,"5,6","14,4",73.7,6.8,32.9
247300817,CC LES VERSANTS D AIME,7870,6820,86.7,247300817.0,Les Versants d'Aime,22320.0,"2,8",73,"5,0","10,9",76.7,3.6,19.8
247400047,CC DE LA VALLEE VERTE,6070,4720,77.8,247400047.0,La Vallée Verte,27850.0,"3,7",74,"5,0","9,2",70.5,6.2,21.1
247400112,CC DU PAYS DE CRUSEILLES,11570,9050,78.2,247400112.0,Le Pays de Cruseilles,34020.0,"4,4",74,"5,0","6,9",71.0,6.4,15.6
247400567,CC FIER ET USSES,12270,10190,83.0,247400567.0,Fier et Usses,27000.0,"3,2",74,"5,0","7,9",76.8,6.4,22.9
247400583,CC ARVE ET SALEVE,14790,11120,75.2,247400583.0,Arve et Salève,32040.0,"4,6",74,"5,8","10,4",68.0,6.5,22.2
247400617,CC DES VALLEES DE THONES,14770,12570,85.1,247400617.0,Les Vallées de Thônes,23900.0,"3,1",74,"5,0","9,7",78.1,3.8,15.8
247400666,CC DES QUATRE RIVIERES,14760,11560,78.3,247400666.0,Les Quatre Rivières,28830.0,"4,0",74,"5,0","8,9",70.7,6.9,24.0
247400682,CC DU HAUT CHABLAIS,10110,8540,84.5,247400682.0,Le Haut-Chablais,23760.0,"3,2",74,"5,0","10,9",77.1,3.0,18.4
247400690,CC DU GENEVOIS,31060,22600,72.8,247400690.0,Le Genevois,36630.0,"6,3",74,"8,3","12,8",63.9,8.9,16.0
247400724,CC DU PAYS ROCHOIS,21820,17320,79.4,247400724.0,Le Pays Rochois,28340.0,"4,0",74,"5,1","10,3",72.5,6.5,20.8
247400740,CC RUMILLY TERRE DE SAVOIE,24990,20260,81.1,247400740.0,Rumilly Terre de Savoie,23410.0,"2,8",74,"5,2","12,0",73.9,6.3,25.4
247400773,CC DES SOURCES DU LAC D ANNECY,12420,10360,83.4,247400773.0,Les Sources du Lac d'Annecy,22930.0,"2,9",74,"6,5","13,5",77.6,7.3,23.5
247600505,CC CAMPAGNE DE CAUX,11330,10400,91.8,247600505.0,Campagne-de-Caux,22220.0,"2,5",76,"5,0","11,7",87.0,6.8,31.6
247600588,CC DES VILLES SOURS,29440,26820,91.1,247600588.0,Les Villes Sœurs,19410.0,"2,8",80,"11,5","22,0",85.6,11.5,30.8
247600604,CC DE LONDINIERES,3920,3600,91.8,247600604.0,Londinières,18800.0,"2,7",76,"11,8","24,8",86.7,9.6,40.9
247600620,CC YVETOT NORMANDIE,20000,18520,92.6,247600620.0,Yvetot Normandie,21220.0,"2,9",76,"8,8","17,6",87.5,7.9,26.2
247600646,CC CAUX AUSTREBERTHE,19580,17750,90.7,247600646.0,Caux - Austreberthe,20640.0,"2,7",76,"9,7","18,6",85.1,9.2,31.0
247600729,CC FALAISES DU TALOU,17830,16470,92.4,247600729.0,Falaises du Talou,20410.0,"2,6",76,"7,5","17,3",87.7,8.5,36.1
247600786,CA DE LA REGION DIEPPOISE,37160,33750,90.8,247600786.0,La Région Dieppoise,19350.0,"3,3",76,"17,7","27,7",86.1,13.1,24.5
247700032,CC MORET SEINE ET LOING,29890,26040,87.1,247700032.0,Moret Seine et Loing,24120.0,"2,9",77,"5,9","12,2",81.5,7.3,22.5
247700057,CA MELUN VAL DE SEINE,99590,81320,81.7,247700057.0,Melun Val de Seine,20890.0,"3,5",77,"15,4","26,2",73.9,10.2,19.6
247700065,CC DU PAYS DE L OURCQ,12530,10420,83.2,247700065.0,Le Pays de l'Ourcq,22130.0,"2,9",77,"9,4","17,3",76.2,9.8,35.4
247700107,CC PAYS DE MONTEREAU,30510,24560,80.5,247700107.0,Pays de Montereau,18970.0,"3,3",77,"19,7","32,0",71.4,11.8,28.1
247700339,CA VAL D EUROPE AGGLOMERATION,38310,33350,87.1,247700339.0,Val d'Europe Agglomération,25920.0,"3,0",77,"6,4","11,4",81.5,6.8,20.5
247700594,CA MARNE ET GONDOIRE,81640,70190,86.0,247700594.0,Marne et Gondoire,24890.0,"3,3",77,"7,5","13,9",79.9,7.9,16.6
247700644,CC L OREE DE LA BRIE,21310,18270,85.7,247700644.0,l'Orée de la Brie,24820.0,"3,0",91,"6,7","12,9",79.3,6.9,22.6
247700701,CC BRIE NANGISSIENNE,20490,17210,84.0,247700701.0,Brie Nangissienne,21870.0,"2,8",77,"9,6","18,1",76.8,8.2,33.6
247800550,CC DU PAYS HOUDANAIS (C.C.P.H.),22660,20170,89.0,247800550.0,Le Pays Houdanais (C.C.P.H.),26610.0,"2,8",78,"5,0","7,3",83.8,6.4,19.9
247800584,CA VERSAILLES GRAND PARC (C.A.V.G.P.),203650,178790,87.8,247800584.0,Versailles Grand Parc (C.A.V.G.P.),29780.0,"3,9",91,"5,2","9,8",82.4,6.4,9.8
247800618,CC COUR D YVELINES,38970,35020,89.9,247800618.0,Cœur d'Yvelines,29940.0,"3,0",78,"5,0","5,5",85.0,5.1,13.6
247900798,CC DU THOUARSAIS,27180,24090,88.6,247900798.0,Le Thouarsais,19210.0,"2,6",79,"11,1","21,3",82.3,9.3,24.3
248000499,CC DU VAL DE SOMME,19950,18590,93.2,248000499.0,Le Val de Somme,21560.0,"2,7",80,"6,6","15,0",89.0,8.0,32.4
248000531,CA AMIENS METROPOLE,134620,118920,88.3,248000531.0,Amiens Métropole,19730.0,"3,7",80,"19,3","29,6",82.3,11.5,19.7
248000747,CC DU PAYS DU COQUELICOT,20960,19260,91.9,248000747.0,Le Pays du Coquelicot,19960.0,"2,9",80,"11,5","22,2",87.2,10.6,34.0
248100158,CC DU SOR ET DE L AGOUT,18000,15250,84.7,248100158.0,Le Sor et de l'Agout,20490.0,"2,8",81,"8,5","17,9",79.1,8.9,26.8
248100430,CA DE CASTRES MAZAMET,60710,51620,85.0,248100430.0,Castres Mazamet,19200.0,"3,1",81,"16,0","26,9",79.1,11.7,23.6
248100497,CC VAL 81,4060,3380,83.3,248100497.0,Val 81,18650.0,"2,8",81,"12,2","25,5",77.1,8.0,22.3
248100737,CA DE L ALBIGEOIS (C2A),67920,58190,85.7,248100737.0,L'Albigeois (C2A),20790.0,"3,3",81,"13,5","22,7",79.4,10.5,18.3
248100745,CC THORE MONTAGNE NOIRE,4060,3390,83.5,248100745.0,Thoré Montagne Noire,18910.0,"2,8",81,"12,8","24,5",78.1,10.0,29.2
248200016,CC DES DEUX RIVES,14230,12060,84.8,248200016.0,Les Deux Rives,18950.0,"3,0",82,"13,6","25,3",77.9,10.9,30.2
248200057,CC DU QUERCY CAUSSADAIS,16230,13210,81.4,248200057.0,Le Quercy Caussadais,18930.0,"2,9",82,"13,4","25,5",73.6,10.9,27.1
248200065,CC DE LA LOMAGNE TARN ET GARONNAISE,7710,6600,85.6,248200065.0,La Lomagne Tarn-et-Garonnaise,19170.0,"3,0",82,"12,9","24,5",80.5,9.1,25.8
248200099,CA GRAND MONTAUBAN,62990,52470,83.3,248200099.0,Grand Montauban,20060.0,"3,3",82,"15,6","25,8",75.3,10.0,22.4
248200107,CC DU QUERCY ROUERGUE ET DES GORGES DE L AVEYRON,6280,4750,75.6,248200107.0,Le Quercy Rouergue et des Gorges de l'Aveyron,17800.0,"3,4",82,"16,8","31,7",69.1,11.1,19.1
248300394,CA SUD SAINTE BAUME,58220,47920,82.3,248300394.0,Sud Sainte-Baume,23790.0,"3,7",83,"7,6","15,1",74.3,9.3,26.9
248300410,CC DE LA VALLEE DU GAPEAU,25170,20430,81.2,248300410.0,La Vallée du Gapeau,22420.0,"3,1",83,"7,9","15,3",72.6,8.5,32.1
248300493,CA DRACENIE PROVENCE VERDON AGGLOMERATION,87290,67730,77.6,248300493.0,Dracénie Provence Verdon Agglomération,20150.0,"3,4",83,"14,2","24,2",68.1,11.2,33.4
248300543,METROPOLE TOULON PROVENCE MEDITERRANEE,344770,277530,80.5,248300543.0,Toulon-Provence-Méditerranée,20640.0,"3,5",83,"14,8","24,3",71.8,10.3,28.4
248300550,CC COUR DU VAR,34060,26100,76.6,248300550.0,Cœur du Var,20040.0,"3,0",83,"12,2","22,4",67.5,11.1,36.6
248400053,CA VENTOUX COMTAT VENAISSIN (COVE),57680,45110,78.2,248400053.0,Ventoux-Comtat-Venaissin (COVE),19150.0,"3,6",84,"17,2","28,8",70.3,11.8,30.8
248400160,CC AYGUES OUVEZE EN PROVENCE (CCAOP),15310,12510,81.7,248400160.0,Aygues-Ouvèze en Provence (CCAOP),21410.0,"2,9",84,"8,1","16,8",73.6,8.8,35.1
248400236,CC DU PAYS REUNI D ORANGE,34360,27340,79.6,248400236.0,Le Pays Réuni d'Orange,19110.0,"3,3",84,"16,6","28,0",70.9,11.7,35.3
248400251,CA DU GRAND AVIGNON (COGA),157580,125060,79.4,248400251.0,Le Grand Avignon (COGA),19240.0,"3,6",84,"20,1","31,1",71.2,13.0,26.5
248400285,CC TERRITORIALE SUD LUBERON,20410,16140,79.1,248400285.0,Territoriale Sud-Luberon,21910.0,"3,3",84,"8,7","17,6",71.7,9.0,27.2
248400293,CC DES SORGUES DU COMTAT,40960,32780,80.0,248400293.0,Les Sorgues du Comtat,19830.0,"3,1",84,"13,7","24,5",71.4,11.0,37.9
248400319,CC DU PAYS DES SORGUES ET DES MONTS DE VAUCLUSE,27530,22300,81.0,248400319.0,Le Pays des Sorgues et des Monts de Vaucluse,21130.0,"3,3",84,"10,3","19,5",73.3,10.7,29.3
248400335,CC VAISON VENTOUX,13990,11350,81.1,248400335.0,Vaison Ventoux,19920.0,"3,5",84,"11,8","23,2",73.3,9.6,24.6
248500191,CC DE L ILE DE NOIRMOUTIER,8210,7480,91.1,248500191.0,L'Île de Noirmoutier,21160.0,"3,3",85,"6,3","15,4",86.6,9.2,18.7
248500258,CC OCEAN MARAIS DE MONTS,18300,16370,89.5,248500258.0,Océan Marais de Monts,20740.0,"2,8",85,"6,2","15,2",83.9,9.9,21.7
248500340,CC PAYS DE CHANTONNAY,17070,15180,88.9,248500340.0,Pays de Chantonnay,20120.0,"2,3",85,"6,3","15,2",81.9,6.8,19.3
248500415,CC DU PAYS DE LA CHATAIGNERAIE,11840,10500,88.7,248500415.0,Le Pays de la Châtaigneraie,19080.0,"2,4",85,"8,6","19,8",80.3,7.0,19.2
248500464,CC DU PAYS DE POUZAUGES,17610,15830,89.9,248500464.0,Le Pays de Pouzauges,20000.0,"2,2",85,"5,1","14,5",82.7,6.3,17.1
248500530,CC DU PAYS DES ACHARDS,14650,13140,89.7,248500530.0,Le Pays des Achards,20360.0,"2,3",85,"5,0","14,1",83.8,7.8,21.8
248500563,"CC VENDEE, SEVRE, AUTISE",12450,11070,88.9,248500563.0,"Vendée, Sèvre, Autise",19940.0,"2,5",85,"7,0","17,9",81.4,7.3,19.5
248500589,CA LA ROCHE SUR YON AGGLOMERATION,77180,68310,88.5,248500589.0,La Roche-sur-Yon Agglomération,21140.0,"2,7",85,"9,2","17,5",82.2,8.8,13.5
248500621,CC DU PAYS DES HERBIERS,22940,20710,90.3,248500621.0,Le Pays des Herbiers,20720.0,"2,3",85,"5,3","12,9",83.7,6.2,13.5
248500662,CC DU PAYS DE MORTAGNE,21270,19350,91.0,248500662.0,Le Pays de Mortagne,20950.0,"2,2",85,"5,0","10,3",85.5,5.8,12.9
248600413,CA GRAND CHATELLERAULT,64570,56120,86.9,248600413.0,Grand Châtellerault,20000.0,"2,9",86,"12,2","22,0",79.1,10.1,25.7
248600447,CC DU PAYS LOUDUNAIS,18340,15940,86.9,248600447.0,Le Pays Loudunais,18590.0,"2,7",86,"10,9","23,1",78.9,10.2,30.3
248700189,CC DU PAYS DE SAINT YRIEIX,9830,8850,90.0,248700189.0,Le Pays de Saint-Yrieix,19470.0,"3,0",87,"10,1","21,6",85.2,8.1,19.2
248719262,CC GARTEMPE SAINT PARDOUX,3950,3550,89.9,248719262.0,Gartempe - Saint-Pardoux,18630.0,"2,9",87,"12,1","24,5",84.3,7.2,23.2
248719288,CC DU VAL DE VIENNE,12680,11570,91.2,248719288.0,Le Val de Vienne,21990.0,"2,6",87,"5,7","12,1",85.7,6.3,20.1
248719312,CU LIMOGES METROPOLE,156860,140830,89.8,248719312.0,Limoges Métropole,20820.0,"3,4",87,"16,3","24,8",84.2,10.0,15.5
248719338,CC BRIANCE COMBADE,4280,3760,87.9,248719338.0,Briance-Combade,19050.0,"2,8",87,"11,6","24,3",83.2,8.0,19.6
248719353,CC DES PORTES DE VASSIVIERE,4270,3630,85.0,248719353.0,Les Portes de Vassivière,18500.0,"3,2",87,"15,1","28,7",79.4,8.2,13.8
248719361,CC DE NOBLAT,9240,8230,89.1,248719361.0,Noblat,20230.0,"2,8",87,"8,0","17,3",84.4,7.8,20.9
248900334,CA DU GRAND SENONAIS,44490,37430,84.1,248900334.0,Le Grand Sénonais,19850.0,"3,1",89,"15,5","26,7",76.1,12.1,27.4
248900383,CC DE L AGGLOMERATION MIGENNOISE,10750,9150,85.1,248900383.0,L'Agglomération Migennoise,18330.0,"2,8",89,"16,5","28,9",76.5,12.9,30.8
248900524,CC DE L AILLANTAIS,7830,6900,88.1,248900524.0,L'Aillantais,21260.0,"2,6",89,"6,7","14,5",81.5,8.2,29.8
248900664,CC DE LA VANNE ET DU PAYS D OTHE,6560,5540,84.5,248900664.0,La Vanne et du Pays d'Othe,20460.0,"2,7",89,"8,5","19,3",76.5,10.0,35.0
248900748,CC DU GATINAIS EN BOURGOGNE,13180,10930,82.9,248900748.0,Le Gâtinais en Bourgogne,21470.0,"2,6",89,"6,8","15,8",75.0,7.8,33.6
248900896,CC YONNE NORD,18430,15490,84.0,248900896.0,Yonne Nord,21190.0,"2,6",89,"6,5","16,2",76.4,8.3,35.7
248900938,CC DU JOVINIEN,15450,12910,83.6,248900938.0,Le Jovinien,19300.0,"3,2",89,"15,9","27,1",74.2,11.4,30.9
249000241,CC DU SUD TERRITOIRE,17480,14270,81.6,249000241.0,Le Sud Territoire,22410.0,"3,1",90,"8,9","16,9",74.3,11.2,34.1
249100074,CC DU PAYS DE LIMOURS (CCPL),20720,18780,90.6,249100074.0,Le Pays de Limours (CCPL),28980.0,"2,9",91,"5,0","5,6",85.8,4.9,14.7
249100157,CC DES DEUX VALLEES,14850,12860,86.6,249100157.0,Les Deux Vallées,25580.0,"2,8",91,"5,0","8,2",81.3,6.6,25.7
249100546,CC DU VAL D ESSONNE (CCVE),46510,40620,87.3,249100546.0,Le Val d'Essonne (CCVE),25720.0,"2,8",91,"5,0","9,7",81.4,6.3,23.2
249100553,CC ENTRE JUINE ET RENARDE (CCEJR),21400,18780,87.8,249100553.0,Entre Juine et Renarde (CCEJR),26610.0,"2,6",91,"5,0","6,9",81.4,6.0,21.0
249100595,CC LE DOURDANNAIS EN HUREPOIX (CCDH),20170,17670,87.6,249100595.0,Le Dourdannais en Hurepoix (CCDH),24580.0,"3,1",91,"6,5","12,6",81.6,7.0,18.8
249500109,CA DE CERGY PONTOISE,154400,126170,81.7,249500109.0,Cergy-Pontoise,21400.0,"3,4",95,"13,9","24,6",73.4,9.2,15.4
249500430,CC SAUSSERON IMPRESSIONNISTES,15050,13400,89.0,249500430.0,Sausseron Impressionnistes,27640.0,"3,0",95,"5,0","7,6",83.8,6.2,19.8
249500455,CC DE LA VALLEE DE L OISE ET DES TROIS FORETS,30080,26190,87.1,249500455.0,La Vallée de l'Oise et des Trois Forêts,26240.0,"3,2",95,"5,7","11,2",81.3,7.2,19.1
249500489,CC DU HAUT VAL D OISE,28570,23530,82.4,249500489.0,Le Haut Val d'Oise,21080.0,"3,0",95,"11,8","22,1",74.4,10.0,25.4
249500513,CC DU VEXIN VAL DE SEINE,12670,11110,87.7,249500513.0,Le Vexin-Val de Seine,23700.0,"2,8",95,"5,9","12,0",81.6,8.5,26.8
