epci,libelle_epci,population_carto,effectif_cumu_termine,taux_vaccination_adultes,EPCI 2020,Nom,niveau_vie_median,interdecile,dep,pauvrete40,pauvrete60,vaccination_septembre,tx_chomage,vote_fn
200040442,CA LUBERON MONTS DE VAUCLUSE,45190,35380,78.3,200040442.0,Luberon Monts de Vaucluse,19600.0,"3,5",84,"14,8","26,6",70.1,10.6,30.4
200040459,CA MONTELIMAR AGGLOMERATION,53340,43500,81.6,200040459.0,Montélimar Agglomération,20460.0,"3,3",26,"13,0","23,8",74.0,10.9,26.2
200040475,CC LOUE BRULON NOYEN,13360,12170,91.1,200040475.0,Loué - Brûlon - Noyen,20110.0,"2,4",72,"7,3","16,8",84.3,7.3,22.1
200040491,CC PORTE DE DROMARDECHE,35550,29770,83.7,200040491.0,Porte de Drômardèche,19880.0,"2,7",26,"10,7","22,0",76.1,10.0,28.4
200040509,CC DU CRESTOIS ET DE PAYS DE SAILLANS COUR DE DROME,12650,9790,77.4,200040509.0,Le Crestois et de Pays de Saillans Cœur de Drôme,19530.0,"2,9",26,"12,9","24,5",67.1,13.1,16.7
200040558,CC ECUEILLE VALENÇAY,8490,7470,88.0,200040558.0,Écueillé-Valençay,18810.0,"2,7",36,"10,8","21,5",80.6,9.5,29.5
200040566,CA DE L OUEST RHODANIEN,37680,32290,85.7,200040566.0,L'Ouest Rhodanien,20340.0,"2,7",69,"10,3","20,2",79.1,8.8,27.3
200040574,CC BEAUJOLAIS PIERRES DOREES,41920,37420,89.3,200040574.0,Beaujolais Pierres Dorées,25530.0,"2,9",69,"5,0","8,3",84.4,5.7,20.0
200040590,CA VILLEFRANCHE BEAUJOLAIS SAONE,56020,47880,85.5,200040590.0,Villefranche Beaujolais Saône,20700.0,"3,3",69,"15,2","25,7",79.1,9.9,23.2
200040624,CC PAYS D APT LUBERON,23260,18130,77.9,200040624.0,Pays d'Apt-Luberon,19350.0,"3,5",84,"14,4","26,2",70.8,12.3,24.9
200040657,CC DE LA MATHEYSINE,15730,12960,82.4,200040657.0,La Matheysine,20990.0,"2,7",38,"8,0","17,4",75.7,7.8,24.6
200040681,CC ENCLAVE DES PAPES PAYS DE GRIGNAN,18410,14670,79.7,200040681.0,Enclave des Papes-Pays de Grignan,19510.0,"3,2",84,"14,1","25,8",71.6,10.9,29.1
200040715,GRENOBLE ALPES METROPOLE,339420,294690,86.8,200040715.0,Grenoble-Alpes-Métropole,22100.0,"3,5",38,"12,7","21,4",81.3,9.1,16.0
200040764,CC DU SUD CORSE,20180,15640,77.5,200040764.0,Le Sud Corse,19100.0,"3,7",2A,"13,9","26,6",66.3,10.5,27.0
200040772,CC DU PERCHE ET HAUT VENDOMOIS,6950,6160,88.6,200040772.0,Le Perche et Haut Vendômois,20380.0,"2,6",41,"8,0","17,2",82.9,7.9,31.2
200040798,CC VAL VANOISE,7310,6400,87.6,200040798.0,Val Vanoise,23190.0,"3,1",73,"5,0","10,8",78.2,2.9,15.7
200040814,CC BRIANCE SUD HAUTE VIENNE,6970,6200,89.0,200040814.0,Briance Sud Haute Vienne,20270.0,"2,8",87,"8,0","20,1",83.9,6.5,19.5
200040830,CC DU PAYS DE FENELON,7850,6510,82.9,200040830.0,Le Pays de Fénelon,19730.0,"3,0",24,"8,2","20,4",76.7,9.7,18.7
200040889,CC DE PORTES SUD PERIGORD,6580,5420,82.4,200040889.0,Portes Sud Périgord,19110.0,"3,2",24,"11,4","24,2",75.2,9.3,25.2
200040905,CC CARMAUSIN SEGALA,24060,20000,83.1,200040905.0,Carmausin-Ségala,18890.0,"2,8",81,"13,8","25,3",76.8,10.6,23.6
200040947,CC DE FLANDRE INTERIEURE,77930,71310,91.5,200040947.0,Flandre Intérieure,21240.0,"2,8",59,"8,3","17,1",86.1,8.0,28.4
200040954,CC DES HAUTS DE FLANDRE,40420,36920,91.3,200040954.0,Les Hauts de Flandre,21090.0,"2,8",59,"7,7","17,3",86.4,8.2,32.9
200041010,CC COUR DE SAVOIE,28780,24310,84.5,200041010.0,Cœur de Savoie,22740.0,"2,7",73,"5,0","11,2",78.5,6.3,25.0
200041051,CC VALLEE DE LA DORDOGNE ET FORET BESSEDE,7070,5770,81.6,200041051.0,Vallée de la Dordogne et Forêt Bessède,18560.0,"3,3",24,"12,8","25,7",75.7,10.7,17.0
200041150,CC DU TERRASSONNAIS EN PERIGORD NOIR THENON HAUTEFORT,17480,14750,84.4,200041150.0,Le Terrassonnais en Périgord Noir Thenon Hautefort,18930.0,"3,0",24,"12,6","25,2",77.4,11.1,20.5
200041168,CC DE LA VALLEE DE L HOMME,13120,10390,79.2,200041168.0,La Vallée de l'Homme,18900.0,"3,3",24,"13,8","26,0",72.6,10.8,16.9
200041283,CC DE LA PLAINE DU RHIN,13040,10950,84.0,200041283.0,La Plaine du Rhin,24900.0,"3,1",67,"5,0","10,0",75.8,5.8,29.7
200041317,CA DU NIORTAIS,97440,87800,90.1,200041317.0,Le Niortais,21930.0,"3,0",79,"9,4","16,6",84.5,8.5,13.7
200041325,CC DU PAYS RHENAN,28930,25780,89.1,200041325.0,Le Pays Rhénan,24180.0,"2,7",67,"5,0","9,3",83.4,6.1,32.8
200041333,CC DE PARTHENAY GATINE,28450,25380,89.2,200041333.0,Parthenay-Gâtine,18970.0,"2,6",79,"10,7","22,0",82.5,8.9,19.4
200041366,CC RHONE CRUSSOL,27440,23690,86.3,200041366.0,Rhône Crussol,22540.0,"2,8",07,"5,5","12,6",80.2,7.0,20.6
200041416,CC AIRVAUDAIS VAL DU THOUET,5420,4750,87.6,200041416.0,Airvaudais-Val du Thouet,19220.0,"2,7",79,"9,3","19,7",80.8,8.8,24.0
200041440,CC DE DOMME VILLEFRANCHE DU PERIGORD,6970,5640,80.9,200041440.0,Domme - Villefranche du Périgord,18590.0,"3,1",24,"11,9","24,9",75.6,10.4,18.4
200041465,CC VAL EYRIEUX,9880,7980,80.8,200041465.0,Val Eyrieux,19120.0,"2,7",07,"9,6","21,1",73.7,8.4,19.2
200041499,CC AUNIS ATLANTIQUE,23750,20710,87.2,200041499.0,Aunis Atlantique,20650.0,"2,5",17,"6,1","15,0",79.8,8.0,24.4
200041515,CC DU BASSIN DE PONT A MOUSSON,30630,26930,87.9,200041515.0,Le Bassin de Pont-à-Mousson,21100.0,"2,8",54,"10,1","19,5",82.2,9.4,31.0
200041523,CC DE LA HAUTE SAINTONGE,53790,45800,85.1,200041523.0,La Haute-Saintonge,18870.0,"3,0",17,"11,9","24,3",78.4,9.6,27.0
200041556,CC PORTES DE LA CREUSE EN MARCHE,5170,4380,84.7,200041556.0,Portes de la Creuse en Marche,18260.0,"2,8",23,"12,3","25,3",79.3,9.0,25.1
200041572,CC DRONNE ET BELLE,8930,7640,85.6,200041572.0,Dronne et Belle,19770.0,"2,9",24,"9,2","20,1",79.4,8.5,20.9
200041614,CC AUNIS SUD,25220,21740,86.2,200041614.0,Aunis Sud,20000.0,"2,6",17,"8,2","17,6",77.9,9.4,23.6
200041622,CC ARDENNES THIERACHE,6780,5890,86.9,200041622.0,Ardennes Thiérache,18520.0,"3,0",08,"15,4","27,4",81.7,9.6,38.4
200041630,CA ARDENNE METROPOLE,94370,81910,86.8,200041630.0,Ardenne Métropole,18810.0,"3,2",08,"19,1","30,3",80.9,13.4,29.5
200041689,CC DES VALS DE SAINTONGE COMMUNAUTE,41720,35980,86.2,200041689.0,Les Vals de Saintonge Communauté,18790.0,"2,9",17,"12,0","24,1",79.5,10.6,25.5
200041721,CC DE LA HAUTE COMTE,13370,11590,86.7,200041721.0,La Haute Comté,18750.0,"2,7",70,"11,8","24,0",80.4,10.1,34.8
200041762,CA ROCHEFORT OCEAN,50140,43050,85.9,200041762.0,Rochefort Océan,20210.0,"2,9",17,"11,3","21,0",78.0,11.6,23.1
200041853,CC DU PAYS DE MONTBOZON ET DU CHANOIS,4820,4150,86.1,200041853.0,Le Pays de Montbozon et du Chanois,20830.0,"2,5",70,"6,1","14,4",80.1,6.2,29.6
200041861,CC DU TRIANGLE VERT,8090,7070,87.4,200041861.0,Le Triangle Vert,20600.0,"2,6",70,"6,7","16,6",81.5,7.5,32.6
200041879,CC TERRES DE SAONE,9900,8760,88.5,200041879.0,Terres de Saône,20480.0,"2,5",70,"8,5","18,6",82.3,7.5,33.0
200041887,CC DU VAL MARNAYSIEN,10950,9550,87.2,200041887.0,Le Val Marnaysien,21810.0,"2,5",70,"5,0","11,8",81.5,5.9,30.8
200041960,CC PEVELE CAREMBAULT,75720,69990,92.4,200041960.0,Pévèle-Carembault,24320.0,"3,1",59,"5,2","11,4",87.8,7.0,23.8
200041994,CC HAUT VAL DE SEVRE,21960,19700,89.7,200041994.0,Haut Val de Sèvre,20890.0,"2,7",79,"7,7","16,6",83.7,7.3,20.8
200042000,CC BRUYERES VALLONS DES VOSGES,11350,9700,85.5,200042000.0,Bruyères-Vallons des Vosges,19400.0,"2,8",88,"11,7","22,4",78.5,10.7,32.2
200042174,CA LORIENT AGGLOMERATION,159630,141920,88.9,200042174.0,Lorient Agglomération,20840.0,"3,0",56,"10,8","19,6",82.6,9.9,16.4
200042182,CC DU MONT DES AVALOIRS,12230,10910,89.2,200042182.0,Le Mont des Avaloirs,18870.0,"2,6",53,"9,5","21,4",84.6,7.4,21.2
200042190,CA DE LA PORTE DU HAINAUT,116050,100170,86.3,200042190.0,La Porte du Hainaut,17720.0,"3,0",59,"20,4","34,1",79.8,13.9,38.3
200042372,CC DES COTEAUX ARRATS GIMONE,8360,7080,84.7,200042372.0,Les Coteaux Arrats Gimone,20950.0,"2,9",32,"8,7","17,9",78.8,6.9,21.4
200042414,CC BRESSE REVERMONT 71,7700,6590,85.6,200042414.0,Bresse Revermont 71,19820.0,"2,7",71,"9,4","19,8",78.8,7.6,31.2
200042463,CC DE LA MONTAGNE NOIRE,4370,3430,78.5,200042463.0,La Montagne Noire,17690.0,"3,1",11,"17,2","31,0",73.2,12.8,26.9
200042497,CC DOMBES SAONE VALLEE,30240,26900,89.0,200042497.0,Dombes Saône Vallée,24780.0,"2,8",01,"5,0","9,7",83.7,5.7,24.0
200042604,"CC DE GRANVILLE, TERRE ET MER",37660,34340,91.2,200042604.0,"Granville, Terre et Mer",21150.0,"3,0",50,"7,6","16,3",86.0,8.6,16.2
200042620,CC DE LA REGION DE SUIPPES,4550,4100,90.1,200042620.0,La Région de Suippes,20160.0,"2,8",51,"8,5","19,3",85.5,7.0,38.0
200042646,CC GRAND ORB,15560,12340,79.3,200042646.0,Grand Orb,18350.0,"3,1",34,"18,1","30,6",73.0,12.9,25.1
200042653,CC SUD HERAULT,14570,12230,83.9,200042653.0,Sud-Hérault,18840.0,"3,1",34,"13,5","25,9",77.5,11.4,31.6
200042703,CC DE L ARGONNE CHAMPENOISE,8780,7950,90.5,200042703.0,L'Argonne Champenoise,19580.0,"2,9",51,"10,9","21,3",85.3,9.8,31.9
200042729,CC DE LA BAIE DU COTENTIN,17370,15630,90.0,200042729.0,La Baie du Cotentin,19190.0,"2,7",50,"9,9","20,9",85.1,8.6,25.6
200042901,CC DROME SUD PROVENCE,33600,26690,79.4,200042901.0,Drôme Sud Provence,20800.0,"3,2",26,"12,2","22,5",71.5,10.9,32.7
200042935,CA HAUT BUGEY AGGLOMERATION,45020,37930,84.3,200042935.0,Haut - Bugey Agglomération,19920.0,"3,1",01,"14,2","25,6",75.9,9.6,25.6
200042943,CC DU CAP CORSE,5260,4310,81.9,200042943.0,Le Cap Corse,19540.0,"3,7",2B,"13,3","24,9",73.6,10.1,24.8
200042992,CC PERTHOIS BOCAGE ET DER,4300,3870,90.0,200042992.0,Perthois-Bocage et Der,20820.0,"2,7",51,"5,7","14,5",84.4,7.2,41.7
200043016,CC VAL DE CHARENTE,10900,9490,87.1,200043016.0,Val de Charente,18370.0,"3,0",16,"14,7","27,6",81.7,11.7,22.0
200043065,CC DU VAL D AMBOISE,21810,19560,89.7,200043065.0,Le Val d'Amboise,21200.0,"2,9",37,"7,9","16,1",84.4,9.4,22.0
200043081,"CC CHINON, VIENNE ET LOIRE",18770,16760,89.3,200043081.0,"Chinon, Vienne et Loire",20890.0,"3,0",37,"9,4","18,4",83.5,8.3,21.5
200043123,CC AURAY QUIBERON TERRE ATLANTIQUE,73200,64970,88.8,200043123.0,Auray Quiberon Terre Atlantique,21460.0,"2,9",56,"6,5","14,5",82.9,9.2,16.7
200043156,CC DU PAYS RETHELOIS,22030,19860,90.1,200043156.0,Le Pays Rethélois,20150.0,"2,9",08,"11,2","21,8",85.0,9.4,32.6
200043172,CA DU BASSIN DE BRIVE,84650,74360,87.8,200043172.0,Le Bassin de Brive,20670.0,"2,9",19,"9,7","19,6",81.9,8.6,18.4
200043263,CC COUR DE L AVESNOIS,21380,18350,85.8,200043263.0,Cœur de l'Avesnois,18740.0,"3,1",59,"16,8","28,4",78.9,13.5,34.5
200043321,CC DU PAYS DE MORMAL,35310,31260,88.5,200043321.0,Le Pays de Mormal,20750.0,"3,2",59,"10,9","20,7",82.8,9.8,33.5
200043354,CC DE VILLEDIEU INTERCOM,12080,10940,90.6,200043354.0,Villedieu Intercom,19210.0,"2,6",50,"10,3","21,8",84.7,7.8,22.4
200043396,CA MAUBEUGE VAL DE SAMBRE,91050,74370,81.7,200043396.0,Maubeuge Val de Sambre,16860.0,"3,1",59,"25,3","39,2",73.6,17.1,36.8
200043404,CC DU SUD AVESNOIS,17620,14990,85.1,200043404.0,Le Sud Avesnois,16450.0,"3,1",59,"27,0","40,9",77.1,16.7,38.7
200043438,CC DE LA MOIVRE A LA COOLE,7230,6510,90.0,200043438.0,La Moivre à la Coole,23550.0,"2,6",51,"5,0","7,6",85.6,4.9,31.1
200043495,CA DU PAYS DE LAON,32380,28530,88.1,200043495.0,Le Pays de Laon,18870.0,"3,4",02,"20,0","31,0",81.4,13.7,31.1
200043602,"CC DES ALBERES, DE LA COTE VERMEILLE ET DE L ILLIBERIS",48480,40350,83.2,200043602.0,"Les Albères, de la Côte Vermeille et de l'Illibéris",19720.0,"3,2",66,"12,8","24,1",76.8,13.7,29.8
200043628,CC DES VALLEES DU CLAIN,20320,18550,91.3,200043628.0,Les Vallées du Clain,21780.0,"2,5",86,"5,0","11,4",86.4,5.8,16.5
200043693,CC TERRE LORRAINE DU LONGUYONNAIS,11510,9790,85.1,200043693.0,Terre Lorraine du Longuyonnais,21350.0,"3,3",54,"11,3","19,9",76.5,8.3,33.5
200043776,CC PYRENEES AUDOISES,11040,8190,74.2,200043776.0,Pyrénées Audoises,16990.0,"3,3",11,"20,2","34,1",67.3,14.3,23.9
200043974,CC DU SUD GIRONDE,31180,26390,84.6,200043974.0,Le Sud Gironde,20010.0,"2,9",33,"10,5","20,8",78.0,10.1,21.6
200043982,CC DU BAZADAIS,12740,10950,85.9,200043982.0,Le Bazadais,19360.0,"2,8",33,"11,2","24,2",80.0,10.2,22.4
200043990,CC VALLONS DE HAUTE BRETAGNE COMMUNAUTE,32540,28980,89.1,200043990.0,Vallons de Haute-Bretagne Communauté,21190.0,"2,4",35,"5,1","12,8",81.3,6.8,19.3
200044014,CC CREUSE GRAND SUD,8820,7430,84.2,200044014.0,Creuse Grand Sud,18090.0,"3,1",23,"15,3","28,7",76.6,10.3,18.6
200044030,CC DES SEPT VALLEES,22080,19970,90.4,200044030.0,Les Sept Vallées,18520.0,"2,8",62,"15,2","27,3",85.5,10.2,29.4
200044048,CC OSARTIS MARQUION,32140,29190,90.8,200044048.0,Osartis Marquion,21100.0,"2,7",62,"7,6","17,2",85.0,8.0,37.3
200044253,CC DU BASSIN DE JOINVILLE EN CHAMPAGNE,9230,7880,85.4,200044253.0,Le Bassin de Joinville en Champagne,18320.0,"2,9",52,"15,7","28,6",77.5,11.3,41.3
200044394,CC DU REOLAIS EN SUD GIRONDE,18210,15290,84.0,200044394.0,Le Réolais en Sud Gironde,18620.0,"3,0",33,"14,7","27,7",76.6,10.5,25.0
200044469,CC DU PAYS DE MIREPOIX,8480,6700,79.0,200044469.0,Le Pays de Mirepoix,18790.0,"3,1",09,"13,9","26,5",72.4,11.2,22.8
200044618,CA DOUAISIS AGGLO,113410,97290,85.8,200044618.0,Le Douaisis Agglo,18660.0,"3,1",59,"18,9","31,0",79.2,12.9,33.8
200048551,CC DU PAYS DE CRAON,21020,18950,90.2,200048551.0,Le Pays de Craon,19260.0,"2,4",53,"8,0","17,9",83.8,5.7,17.9
200049187,CA DU GRAND VERDUN,20120,17730,88.1,200049187.0,Le Grand Verdun,19620.0,"3,2",55,"15,1","25,0",80.5,11.6,28.2
200049211,CC CONFLENT CANIGÓ,16350,12370,75.7,200049211.0,Conflent-Canigó,18130.0,"3,2",66,"19,0","31,5",68.9,13.7,22.6
200049484,CC BERRY GRAND SUD,9090,7600,83.6,200049484.0,Berry Grand Sud,18350.0,"3,2",18,"14,1","26,5",76.7,11.1,28.1
200055481,CC BEAUCE VAL DE LOIRE,15010,13260,88.3,200055481.0,Beauce Val de Loire,20860.0,"2,8",41,"8,1","16,6",82.1,8.2,26.1
200055655,CA ROISSY PAYS DE FRANCE,261000,205030,78.6,200055655.0,Roissy Pays de France,18660.0,"3,4",95,"19,2","33,0",70.1,11.0,20.9
200055887,CC MAYENNE COMMUNAUTE,27100,24460,90.3,200055887.0,Mayenne Communauté,20660.0,"2,5",53,"8,0","16,2",84.8,6.3,17.6
200056232,CA COMMUNAUTE PARIS SACLAY,241670,208240,86.2,200056232.0,Communauté Paris-Saclay,25920.0,"3,6",91,"8,6","15,6",80.0,7.3,12.3
200056380,CA PLAINE VALLEE,140810,119060,84.6,200056380.0,Plaine Vallée,24220.0,"3,7",95,"9,6","17,7",77.9,8.5,14.2
200057859,CA COUR D ESSONNE AGGLOMERATION,149690,125120,83.6,200057859.0,Cœur d'Essonne Agglomération,23380.0,"3,3",91,"10,9","19,5",75.7,8.4,18.4
200057958,CA PARIS VALLEE DE LA MARNE,169190,141120,83.4,200057958.0,Paris - Vallée de la Marne,22080.0,"3,3",77,"11,8","21,5",76.5,8.9,16.3
200058360,CC ENTRE BEAUCE ET PERCHE,15410,13830,89.7,200058360.0,Entre Beauce et Perche,21710.0,"2,5",28,"5,5","12,9",84.0,6.7,28.6
200058477,CA VAL D YERRES VAL DE SEINE,131090,109720,83.7,200058477.0,Val d'Yerres Val de Seine,23030.0,"3,4",91,"11,1","20,2",76.0,9.0,13.9
200058485,CA VAL PARISIS,211980,180250,85.0,200058485.0,Val Parisis,23950.0,"3,5",95,"10,1","17,9",78.1,8.4,16.6
200058519,CA SAINT GERMAIN BOUCLES DE SEINE,260320,226300,86.9,200058519.0,Saint-Germain Boucles de Seine,28390.0,"4,4",95,"7,3","13,2",81.0,7.6,9.8
200058782,CA DE SAINT QUENTIN EN YVELINES,169150,143470,84.8,200058782.0,Saint-Quentin-en-Yvelines,24150.0,"3,4",78,"9,9","18,8",77.9,8.0,11.5
200059228,CA GRAND PARIS SUD SEINE ESSONNE SENART,256770,205070,79.9,200059228.0,Grand Paris Sud Seine Essonne Sénart,20220.0,"3,5",91,"16,8","28,8",71.1,9.8,17.1
200059392,CC BIEVRE ISERE,42180,36000,85.3,200059392.0,Bièvre Isère,21270.0,"2,6",38,"6,7","16,0",79.2,7.8,30.2
200059400,CC PORTE OCEANE DU LIMOUSIN,20090,18020,89.7,200059400.0,Porte Océane du Limousin,20390.0,"2,7",87,"9,9","19,0",83.0,9.2,20.1
200059889,CU GRAND PARIS SEINE ET OISE,314390,261220,83.1,200059889.0,Grand Paris Seine et Oise,22270.0,"3,6",78,"13,0","22,8",75.2,10.0,17.6
200060010,CA MAUGES COMMUNAUTE,90000,81380,90.4,200060010.0,Mauges Communauté,20150.0,"2,3",49,"5,3","14,0",83.5,6.4,18.1
200065563,CC NORMANDIE CABOURG PAYS D AUGE,26280,23670,90.1,200065563.0,Normandie-Cabourg-Pays d'Auge,21600.0,"2,9",14,"7,5","15,6",85.1,8.5,21.0
200065589,CC VAL ES DUNES,13820,12600,91.2,200065589.0,Val ès Dunes,21100.0,"2,4",14,"6,2","14,1",86.0,7.5,25.9
200065597,CU CAEN LA MER,206350,185690,90.0,200065597.0,Caen la Mer,21220.0,"3,2",14,"12,6","21,5",84.6,10.0,14.6
200065647,CA PAYS DE MONTBELIARD AGGLOMERATION,105180,86440,82.2,200065647.0,Pays de Montbéliard Agglomération,20220.0,"3,0",25,"14,0","24,8",74.6,11.4,29.9
200065787,CC DE PONT AUDEMER / VAL DE RISLE,24580,21660,88.1,200065787.0,Pont-Audemer / Val de Risle,20230.0,"2,8",27,"11,4","21,8",81.8,10.5,31.2
200065886,CA LOIRE FOREZ AGGLOMERATION,86240,75680,87.8,200065886.0,Loire Forez Agglomération,21230.0,"2,7",42,"7,3","16,1",82.0,7.1,26.2
200065894,CC DE FOREZ EST,49880,44020,88.3,200065894.0,Forez-Est,21190.0,"2,6",42,"6,4","15,2",82.3,6.3,27.0
200065928,CA LANNION TREGOR COMMUNAUTE,79880,71870,90.0,200065928.0,Lannion-Trégor Communauté,21090.0,"3,0",22,"8,3","17,3",84.4,9.2,14.3
200066009,CA MULHOUSE ALSACE AGGLOMERATION,210010,168820,80.4,200066009.0,Mulhouse Alsace Agglomération,20520.0,"3,8",68,"17,1","27,7",71.9,12.8,26.1
200066017,CC LIEUVIN PAYS D AUGE,15380,13550,88.1,200066017.0,Lieuvin Pays d'Auge,20090.0,"2,8",27,"9,0","19,3",81.4,8.7,32.0
200066025,CC PAYS RHIN BRISACH,24600,20710,84.2,200066025.0,Pays Rhin - Brisach,23630.0,"2,7",68,"5,0","10,0",77.3,7.2,33.9
200066033,CC SUD ALSACE LARGUE,17290,14250,82.4,200066033.0,Sud Alsace Largue,23920.0,"3,0",68,"5,2","10,6",75.6,8.0,31.8
200066041,CC SUNDGAU,36850,29770,80.8,200066041.0,Sundgau,26910.0,"3,4",68,"5,0","10,3",73.8,7.8,28.4
200066058,CA SAINT LOUIS AGGLOMERATION,59010,47490,80.5,200066058.0,Saint-Louis Agglomération,29410.0,"4,6",68,"7,4","12,6",73.3,9.4,24.7
200066108,CC DES PORTES DE MEUSE,12530,10940,87.3,200066108.0,Les Portes de Meuse,20250.0,"2,7",55,"7,0","17,1",80.8,8.6,39.5
200066116,CC ARGONNE MEUSE,5130,4620,90.1,200066116.0,Argonne-Meuse,19620.0,"2,9",55,"11,6","21,5",83.4,8.1,32.1
200066124,CA GAILLAC GRAULHET,58880,48210,81.9,200066124.0,Gaillac-Graulhet,19730.0,"3,0",81,"11,4","22,4",75.1,9.9,22.6
200066132,CC DU PAYS DE STENAY ET DU VAL DUNOIS,7090,6130,86.5,200066132.0,Le Pays de Stenay et du Val Dunois,18990.0,"3,1",55,"14,3","25,6",78.8,10.3,35.0
200066140,CC DE L AIRE A L ARGONNE,4940,4410,89.3,200066140.0,L'Aire à l'Argonne,20340.0,"2,8",55,"6,0","15,6",84.2,6.6,29.6
200066157,CC DE COMMERCY VOID VAUCOULEURS,16480,14490,87.9,200066157.0,Commercy - Void - Vaucouleurs,19270.0,"2,8",55,"11,8","23,5",80.7,10.8,33.5
200066165,CC VAL DE MEUSE VOIE SACREE,6750,6000,88.9,200066165.0,Val de Meuse - Voie Sacrée,20230.0,"2,7",55,"7,5","16,4",82.1,8.0,33.9
200066173,CC DE DAMVILLERS SPINCOURT,5920,5080,85.8,200066173.0,Damvillers Spincourt,19450.0,"3,1",55,"11,4","21,9",77.7,9.0,34.7
200066223,CC ARIZE LEZE,8450,6340,75.0,200066223.0,Arize Lèze,18430.0,"3,2",09,"15,7","29,2",66.9,11.0,20.0
200066231,CC DES PORTES D ARIEGE PYRENEES,29640,24240,81.8,200066231.0,Les Portes d'Ariège Pyrénées,19230.0,"3,0",09,"14,2","26,1",74.8,10.6,27.1
200066280,CC DU PITHIVERAIS,21110,18250,86.5,200066280.0,Le Pithiverais,20430.0,"2,8",45,"10,4","20,9",79.1,10.6,29.9
200066322,CC TERRES DES CONFLUENCES,31290,25390,81.1,200066322.0,Terres des Confluences,18380.0,"3,1",82,"17,2","30,5",73.3,12.5,30.9
200066330,CC TERRES DU HAUT BERRY,19970,17790,89.1,200066330.0,Terres du Haut Berry,21590.0,"2,7",18,"6,3","14,4",82.8,7.0,24.2
200066348,CC DU MINERVOIS AU CAROUX,11540,8870,76.9,200066348.0,Le Minervois au Caroux,17280.0,"3,4",34,"19,7","33,9",70.5,12.5,23.0
200066355,CA SETE AGGLOPOLE MEDITERRANEE,106780,88460,82.8,200066355.0,Sète Agglopôle Méditerranée,19520.0,"3,3",34,"14,8","25,7",76.0,12.0,32.3
200066363,CC DE LA HAUTE ARIEGE,5350,4480,83.7,200066363.0,La Haute Ariège,19830.0,"2,8",09,"11,1","21,9",77.9,9.0,19.4
200066371,CC CAUSSES ET VALLEE DE LA DORDOGNE,36370,30440,83.7,200066371.0,Causses et Vallée de la Dordogne,20050.0,"3,0",46,"9,9","20,9",77.5,9.3,16.3
200066389,CA SAINT LO AGGLO,60460,55160,91.2,200066389.0,Saint-Lô Agglo,20390.0,"2,7",50,"9,3","18,8",86.2,7.4,20.3
200066405,CC ROUMOIS SEINE,31340,28400,90.6,200066405.0,Roumois Seine,23100.0,"2,6",76,"5,0","10,5",85.3,6.3,29.4
200066413,CC INTERCOM BERNAY TERRES DE NORMANDIE,42230,37010,87.6,200066413.0,Intercom Bernay Terres de Normandie,20430.0,"2,9",27,"11,1","21,0",81.0,10.5,30.4
200066462,CC INTERCO NORMANDIE SUD EURE,27740,24380,87.9,200066462.0,Interco Normandie Sud Eure,19880.0,"2,9",28,"12,1","22,2",82.1,10.6,31.5
200066512,CC ELAN LIMOUSIN AVENIR NATURE,21660,19460,89.8,200066512.0,Élan Limousin Avenir Nature,20630.0,"2,5",87,"7,3","15,9",84.3,6.9,23.1
200066520,CC OUEST LIMOUSIN,9210,8070,87.6,200066520.0,Ouest Limousin,18910.0,"2,9",87,"11,7","23,4",81.9,8.1,22.5
200066553,CC DES MONTS DE LACAUNE ET DE LA MONTAGNE DU HAUT LANGUEDOC,6060,4940,81.5,200066553.0,Les Monts de Lacaune et de la Montagne du Haut Languedoc,18780.0,"2,8",81,"11,7","24,7",75.4,8.2,24.7
200066561,CC SIDOBRE VALS ET PLATEAUX,10160,8470,83.4,200066561.0,Sidobre Vals et Plateaux,19470.0,"2,7",81,"9,5","20,6",77.9,8.6,27.6
200066587,CC DES MONTS DU LYONNAIS,26160,22110,84.5,200066587.0,Les Monts du Lyonnais,21200.0,"2,5",69,"5,6","14,3",76.7,5.8,24.1
200066603,CC DU PAYS DE LUBERSAC POMPADOUR,6000,5430,90.5,200066603.0,Le Pays de Lubersac-Pompadour,19590.0,"2,8",19,"9,9","21,2",85.8,6.9,17.3
200066637,CC HAUTES TERRES COMMUNAUTE,8850,7580,85.6,200066637.0,Hautes Terres Communauté,19020.0,"2,9",15,"9,8","23,2",80.1,6.4,19.9
200066645,CC VEZERE MONEDIERES MILLESOURCES,3790,3330,87.9,200066645.0,Vézère-Monédières-Millesources,19310.0,"3,1",19,"11,0","23,2",82.6,7.5,14.3
200066652,CC GRAND SUD TARN ET GARONNE,31930,26880,84.2,200066652.0,Grand Sud Tarn et Garonne,20840.0,"2,7",82,"8,8","18,4",76.9,9.2,28.7
200066660,CC SAINT FLOUR COMMUNAUTE,17340,15300,88.2,200066660.0,Saint-Flour Communauté,19370.0,"2,7",15,"8,6","20,8",83.3,5.9,20.7
200066678,CC DE LA CHATAIGNERAIE CANTALIENNE,15920,14290,89.8,200066678.0,La Châtaigneraie Cantalienne,19540.0,"2,7",15,"8,6","20,8",84.3,5.3,17.5
200066710,CC CINGAL SUISSE NORMANDE,18080,16180,89.5,200066710.0,Cingal-Suisse Normande,20960.0,"2,5",14,"5,7","14,6",83.6,7.1,25.1
