datetime,iso_code,continent,location,total_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred
2021-07-07,IRL,Europe,Ireland,4825592.0,96.84,55.41,43.51
2021-07-08,IRL,Europe,Ireland,4890139.0,98.14,55.81,44.54
2021-07-09,IRL,Europe,Ireland,4926437.0,98.87,56.07,45.1
2021-07-10,IRL,Europe,Ireland,4959597.0,99.53,56.41,45.46
2021-07-11,IRL,Europe,Ireland,5013957.0,100.62,56.87,46.21
2021-07-12,IRL,Europe,Ireland,5078476.0,101.92,57.44,47.11
2021-07-13,IRL,Europe,Ireland,5143649.0,103.23,58.04,48.0
2021-07-14,IRL,Europe,Ireland,5205014.0,104.46,58.7,48.76
2021-07-15,IRL,Europe,Ireland,5264490.0,105.65,59.35,49.49
2021-07-16,IRL,Europe,Ireland,5299593.0,106.36,59.67,49.97
2021-07-17,IRL,Europe,Ireland,5333830.0,107.04,60.05,50.32
2021-07-18,IRL,Europe,Ireland,5382738.0,108.02,60.67,50.8
2021-07-19,IRL,Europe,Ireland,5438514.0,109.14,61.43,51.31
2021-07-20,IRL,Europe,Ireland,5494900.0,110.28,62.17,51.84
2021-07-21,IRL,Europe,Ireland,5550647.0,111.39,62.98,52.29
2021-07-22,IRL,Europe,Ireland,5603545.0,112.46,63.63,52.81
2021-07-23,IRL,Europe,Ireland,5635575.0,113.1,63.98,53.15
2021-07-24,IRL,Europe,Ireland,5664669.0,113.68,64.29,53.44
2021-07-25,IRL,Europe,Ireland,5709525.0,114.58,64.84,53.86
2021-07-26,IRL,Europe,Ireland,5761864.0,115.63,65.42,54.41
2021-07-27,IRL,Europe,Ireland,5813256.0,116.66,65.95,54.97
2021-07-28,IRL,Europe,Ireland,5862786.0,117.66,66.39,55.58
2021-07-29,IRL,Europe,Ireland,5909177.0,118.59,66.87,56.08
2021-07-30,IRL,Europe,Ireland,5935867.0,119.12,67.16,56.34
2021-07-31,IRL,Europe,Ireland,5956333.0,119.54,67.39,56.53
2021-08-01,IRL,Europe,Ireland,5987226.0,120.16,67.69,56.85
2021-08-02,IRL,Europe,Ireland,6030591.0,121.03,68.06,57.38
2021-08-03,IRL,Europe,Ireland,6071017.0,121.84,68.53,57.75
2021-08-04,IRL,Europe,Ireland,6115494.0,122.73,68.83,58.37
2021-08-05,IRL,Europe,Ireland,6152867.0,123.48,69.09,58.88
2021-08-06,IRL,Europe,Ireland,6167875.0,123.78,69.23,59.05
2021-08-07,IRL,Europe,Ireland,6188346.0,124.19,69.4,59.29
2021-08-08,IRL,Europe,Ireland,6217065.0,124.77,69.52,59.76
2021-08-09,IRL,Europe,Ireland,6252617.0,125.48,69.72,60.29
2021-08-10,IRL,Europe,Ireland,6291056.0,126.25,69.87,60.92
2021-08-11,IRL,Europe,Ireland,6336516.0,127.17,70.02,61.7
2021-08-12,IRL,Europe,Ireland,6376077.0,127.96,70.25,62.28
2021-08-13,IRL,Europe,Ireland,6400027.0,128.44,70.62,62.4
2021-08-14,IRL,Europe,Ireland,6420626.0,128.85,70.96,62.47
2021-08-15,IRL,Europe,Ireland,6453948.0,129.52,71.17,62.94
2021-08-16,IRL,Europe,Ireland,6493842.0,130.32,71.44,63.48
2021-08-17,IRL,Europe,Ireland,6535142.0,131.15,71.76,64.01
2021-08-18,IRL,Europe,Ireland,6572410.0,131.9,71.99,64.53
2021-08-19,IRL,Europe,Ireland,6609837.0,132.65,72.3,64.98
2021-08-20,IRL,Europe,Ireland,6629676.0,133.05,72.54,65.14
2021-08-21,IRL,Europe,Ireland,6649977.0,133.46,72.71,65.39
2021-08-22,IRL,Europe,Ireland,6676194.0,133.98,72.93,65.7
2021-08-23,IRL,Europe,Ireland,6708908.0,134.64,73.13,66.16
2021-08-24,IRL,Europe,Ireland,6737823.0,135.22,73.32,66.56
2021-08-25,IRL,Europe,Ireland,6765910.0,135.78,73.5,66.95
2021-08-26,IRL,Europe,Ireland,6795005.0,136.37,73.7,67.34
2021-08-27,IRL,Europe,Ireland,6812792.0,136.72,73.9,67.5
2021-08-28,IRL,Europe,Ireland,6830718.0,137.08,74.08,67.68
2021-08-29,IRL,Europe,Ireland,6846761.0,137.41,74.18,67.9
2021-08-30,IRL,Europe,Ireland,6863572.0,137.74,74.27,68.16
2021-08-31,IRL,Europe,Ireland,6881000.0,138.09,74.37,68.41
2021-09-01,IRL,Europe,Ireland,6898430.0,138.44,74.47,68.66
2021-09-02,IRL,Europe,Ireland,6919188.0,138.86,74.57,68.98
2021-09-03,IRL,Europe,Ireland,6934413.0,139.16,74.67,69.2
2021-09-04,IRL,Europe,Ireland,6951536.0,139.51,74.77,69.43
2021-09-05,IRL,Europe,Ireland,6963271.0,139.74,74.81,69.63
2021-09-06,IRL,Europe,Ireland,6976287.0,140.0,74.88,69.83
2021-09-07,IRL,Europe,Ireland,6993710.0,140.35,74.93,70.13
2021-09-08,IRL,Europe,Ireland,7011597.0,140.71,75.0,70.42
2021-09-09,IRL,Europe,Ireland,7028892.0,141.06,75.07,70.7
2021-09-10,IRL,Europe,Ireland,7042715.0,141.34,75.12,70.93
2021-09-11,IRL,Europe,Ireland,7057579.0,141.64,75.16,71.19
2021-09-12,IRL,Europe,Ireland,7066834.0,141.82,75.19,71.34
2021-09-13,IRL,Europe,Ireland,7079100.0,142.07,75.22,71.56
2021-09-14,IRL,Europe,Ireland,7094781.0,142.38,75.29,71.81
2021-09-15,IRL,Europe,Ireland,7107271.0,142.63,75.33,72.02
2021-09-16,IRL,Europe,Ireland,7124411.0,142.98,75.38,72.31
2021-09-17,IRL,Europe,Ireland,7137884.0,143.25,75.43,72.54
2021-09-18,IRL,Europe,Ireland,7148203.0,143.45,75.47,72.71
2021-09-19,IRL,Europe,Ireland,7154726.0,143.59,75.49,72.82
2021-09-20,IRL,Europe,Ireland,7162843.0,143.75,75.52,72.95
2021-09-21,IRL,Europe,Ireland,7172882.0,143.95,75.56,73.12
2021-09-22,IRL,Europe,Ireland,7183324.0,144.16,75.59,73.29
2021-09-23,IRL,Europe,Ireland,7192593.0,144.35,75.63,73.44
2021-09-24,IRL,Europe,Ireland,7201574.0,144.53,75.68,73.57
2021-09-25,IRL,Europe,Ireland,7210187.0,144.7,75.71,73.72
2021-09-26,IRL,Europe,Ireland,7215386.0,144.8,75.74,73.79
2021-09-27,IRL,Europe,Ireland,7222467.0,144.94,75.77,73.89
2021-09-28,IRL,Europe,Ireland,7228373.0,145.06,75.8,73.97
2021-09-29,IRL,Europe,Ireland,7235291.0,145.2,75.83,74.05
2021-09-30,IRL,Europe,Ireland,7244920.0,145.4,75.87,74.15
2021-10-01,IRL,Europe,Ireland,7251944.0,145.54,75.9,74.23
2021-10-02,IRL,Europe,Ireland,7257347.0,145.64,75.93,74.29
2021-10-03,IRL,Europe,Ireland,7263638.0,145.77,75.93,74.31
2021-10-04,IRL,Europe,Ireland,7276113.0,146.02,75.95,74.37
2021-10-05,IRL,Europe,Ireland,7291883.0,146.34,75.97,74.42
2021-10-06,IRL,Europe,Ireland,7307585.0,146.65,76.0,74.47
2021-10-07,IRL,Europe,Ireland,7323531.0,146.97,76.02,74.53
2021-10-08,IRL,Europe,Ireland,7333111.0,147.17,76.03,74.58
2021-10-09,IRL,Europe,Ireland,7339830.0,147.3,76.06,74.65
2021-10-10,IRL,Europe,Ireland,7347894.0,147.46,76.07,74.68
2021-10-11,IRL,Europe,Ireland,7360605.0,147.72,76.08,74.71
2021-10-12,IRL,Europe,Ireland,7375373.0,148.01,76.1,74.75
2021-10-13,IRL,Europe,Ireland,7391419.0,148.34,76.12,74.78
2021-10-14,IRL,Europe,Ireland,7405240.0,148.61,76.14,74.82
2021-10-15,IRL,Europe,Ireland,7417056.0,148.85,76.16,74.87
2021-10-16,IRL,Europe,Ireland,7423327.0,148.98,76.2,74.93
2021-10-17,IRL,Europe,Ireland,7430145.0,149.11,76.21,74.95
2021-10-18,IRL,Europe,Ireland,7443183.0,149.37,76.24,74.99
2021-10-19,IRL,Europe,Ireland,7457440.0,149.66,76.28,75.03
2021-10-20,IRL,Europe,Ireland,7472011.0,149.95,76.32,75.07
2021-10-21,IRL,Europe,Ireland,7483323.0,150.18,76.35,75.1
2021-10-22,IRL,Europe,Ireland,7488394.0,150.28,76.39,75.14
2021-10-23,IRL,Europe,Ireland,7493862.0,150.39,76.43,75.18
2021-10-24,IRL,Europe,Ireland,7496399.0,150.44,76.45,75.2
2021-10-25,IRL,Europe,Ireland,7503241.0,150.58,76.48,75.22
2021-10-26,IRL,Europe,Ireland,7513404.0,150.78,76.51,75.25
2021-10-27,IRL,Europe,Ireland,7524522.0,151.01,76.55,75.28
2021-10-28,IRL,Europe,Ireland,7534479.0,151.21,76.59,75.31
2021-10-29,IRL,Europe,Ireland,7540041.0,151.32,76.63,75.34
2021-10-30,IRL,Europe,Ireland,7543941.0,151.4,76.67,75.36
2021-11-01,IRL,Europe,Ireland,7547246.0,151.46,76.67,75.37
2021-11-02,IRL,Europe,Ireland,7557599.0,151.67,76.69,75.39
2021-11-03,IRL,Europe,Ireland,7570403.0,151.93,76.74,75.42
2021-11-04,IRL,Europe,Ireland,7584949.0,152.22,76.77,75.45
2021-11-05,IRL,Europe,Ireland,7601393.0,152.55,76.81,75.47
2021-11-06,IRL,Europe,Ireland,7615816.0,152.84,76.84,75.5
2021-11-07,IRL,Europe,Ireland,7628546.0,153.09,76.86,75.51
2021-11-08,IRL,Europe,Ireland,7644139.0,153.41,76.87,75.52
2021-11-09,IRL,Europe,Ireland,7669551.0,153.92,76.9,75.54
2021-11-10,IRL,Europe,Ireland,7698816.0,154.5,76.93,75.57
2021-11-11,IRL,Europe,Ireland,7730381.0,155.14,76.95,75.59
2021-11-12,IRL,Europe,Ireland,7757828.0,155.69,76.98,75.61
2021-11-13,IRL,Europe,Ireland,7780039.0,156.13,77.01,75.63
2021-11-14,IRL,Europe,Ireland,7792461.0,156.38,77.04,75.67
2021-11-15,IRL,Europe,Ireland,7808832.0,156.71,77.06,75.68
2021-11-16,IRL,Europe,Ireland,7838599.0,157.31,77.09,75.7
2021-11-17,IRL,Europe,Ireland,7873599.0,158.01,77.12,75.72
2021-11-18,IRL,Europe,Ireland,7914216.0,158.83,77.15,75.77
2021-11-19,IRL,Europe,Ireland,7946798.0,159.48,77.17,75.8
2021-11-20,IRL,Europe,Ireland,7971374.0,159.97,77.2,75.86
2021-11-21,IRL,Europe,Ireland,7989098.0,160.33,77.24,75.91
2021-11-22,IRL,Europe,Ireland,8006369.0,160.68,77.25,75.92
2021-11-23,IRL,Europe,Ireland,8042328.0,161.4,77.3,75.95
2021-11-24,IRL,Europe,Ireland,8081315.0,162.18,77.33,76.01
2021-11-25,IRL,Europe,Ireland,8121655.0,162.99,77.35,76.03
2021-11-26,IRL,Europe,Ireland,8157931.0,163.72,77.37,76.05
2021-11-27,IRL,Europe,Ireland,8183848.0,164.24,77.4,76.08
2021-11-28,IRL,Europe,Ireland,8203889.0,164.64,77.44,76.13
2021-11-29,IRL,Europe,Ireland,8225677.0,165.08,77.45,76.14
2021-11-30,IRL,Europe,Ireland,8264455.0,165.86,77.48,76.18
2021-12-01,IRL,Europe,Ireland,8301247.0,166.59,77.5,76.2
2021-01-25,IMN,Europe,Isle of Man,4209.0,4.93,4.56,0.37
2021-01-26,IMN,Europe,Isle of Man,4886.0,5.72,4.97,0.75
2021-01-29,IMN,Europe,Isle of Man,6859.0,8.03,6.82,1.21
2021-02-02,IMN,Europe,Isle of Man,8302.0,9.72,8.06,1.66
2021-02-03,IMN,Europe,Isle of Man,9563.0,11.2,8.65,2.55
2021-02-04,IMN,Europe,Isle of Man,10213.0,11.96,9.4,2.56
2021-02-05,IMN,Europe,Isle of Man,10224.0,11.97,9.41,2.56
2021-02-06,IMN,Europe,Isle of Man,10852.0,12.71,10.15,2.56
2021-02-07,IMN,Europe,Isle of Man,11247.0,13.17,10.61,2.56
2021-02-08,IMN,Europe,Isle of Man,11654.0,13.64,11.08,2.56
2021-02-09,IMN,Europe,Isle of Man,12026.0,14.08,11.09,2.99
2021-02-10,IMN,Europe,Isle of Man,12441.0,14.57,11.11,3.46
2021-02-13,IMN,Europe,Isle of Man,13497.0,15.8,11.91,3.9
2021-02-14,IMN,Europe,Isle of Man,13733.0,16.08,12.18,3.9
2021-02-16,IMN,Europe,Isle of Man,14272.0,16.71,12.5,4.21
2021-02-17,IMN,Europe,Isle of Man,14806.0,17.34,12.82,4.52
2021-02-18,IMN,Europe,Isle of Man,15294.0,17.91,13.09,4.81
2021-02-19,IMN,Europe,Isle of Man,17150.0,20.08,14.6,5.48
2021-02-20,IMN,Europe,Isle of Man,17180.0,20.11,14.6,5.52
2021-02-22,IMN,Europe,Isle of Man,17807.0,20.85,15.31,5.54
2021-02-23,IMN,Europe,Isle of Man,18041.0,21.12,15.31,5.81
2021-02-24,IMN,Europe,Isle of Man,18323.0,21.45,15.36,6.09
2021-02-25,IMN,Europe,Isle of Man,18795.0,22.01,15.56,6.45
2021-02-26,IMN,Europe,Isle of Man,19884.0,23.28,15.92,7.36
2021-02-27,IMN,Europe,Isle of Man,20831.0,24.39,16.25,8.13
2021-02-28,IMN,Europe,Isle of Man,21452.0,25.12,16.54,8.58
2021-03-01,IMN,Europe,Isle of Man,21998.0,25.76,16.76,8.99
2021-03-02,IMN,Europe,Isle of Man,22785.0,26.68,17.66,9.02
2021-03-03,IMN,Europe,Isle of Man,23429.0,27.43,18.4,9.03
2021-03-04,IMN,Europe,Isle of Man,23438.0,27.44,18.41,9.03
2021-03-05,IMN,Europe,Isle of Man,23883.0,27.96,18.49,9.47
2021-03-06,IMN,Europe,Isle of Man,24309.0,28.46,18.53,9.93
2021-03-07,IMN,Europe,Isle of Man,24798.0,29.03,18.54,10.5
2021-03-08,IMN,Europe,Isle of Man,25086.0,29.37,18.54,10.83
2021-03-09,IMN,Europe,Isle of Man,26172.0,30.64,19.8,10.84
2021-03-10,IMN,Europe,Isle of Man,27326.0,31.99,21.13,10.87
2021-03-11,IMN,Europe,Isle of Man,28431.0,33.29,22.41,10.88
2021-03-12,IMN,Europe,Isle of Man,29794.0,34.88,23.28,11.6
2021-03-13,IMN,Europe,Isle of Man,31026.0,36.33,23.33,13.0
2021-03-14,IMN,Europe,Isle of Man,32027.0,37.5,24.22,13.27
2021-03-15,IMN,Europe,Isle of Man,32742.0,38.34,25.06,13.27
2021-03-16,IMN,Europe,Isle of Man,33335.0,39.03,25.75,13.28
2021-03-18,IMN,Europe,Isle of Man,33336.0,39.03,25.75,13.28
2021-03-27,IMN,Europe,Isle of Man,47294.0,55.37,37.8,17.57
2021-03-30,IMN,Europe,Isle of Man,49787.0,58.29,40.37,17.92
2021-03-31,IMN,Europe,Isle of Man,50426.0,59.04,41.11,17.93
2021-04-01,IMN,Europe,Isle of Man,51602.0,60.42,42.49,17.93
2021-04-02,IMN,Europe,Isle of Man,52831.0,61.86,43.9,17.96
2021-04-03,IMN,Europe,Isle of Man,54075.0,63.31,45.34,17.97
2021-04-04,IMN,Europe,Isle of Man,54480.0,63.79,45.82,17.97
2021-04-05,IMN,Europe,Isle of Man,54923.0,64.31,46.34,17.97
2021-04-06,IMN,Europe,Isle of Man,56040.0,65.61,47.64,17.97
2021-04-07,IMN,Europe,Isle of Man,57234.0,67.01,48.99,18.02
2021-04-08,IMN,Europe,Isle of Man,58497.0,68.49,50.46,18.03
2021-04-09,IMN,Europe,Isle of Man,59758.0,69.97,51.92,18.05
2021-04-10,IMN,Europe,Isle of Man,60889.0,71.29,53.23,18.06
2021-04-11,IMN,Europe,Isle of Man,61296.0,71.77,53.69,18.08
2021-04-12,IMN,Europe,Isle of Man,61699.0,72.24,54.14,18.09
2021-04-13,IMN,Europe,Isle of Man,62899.0,73.64,55.54,18.1
2021-04-14,IMN,Europe,Isle of Man,63488.0,74.33,56.22,18.11
2021-04-15,IMN,Europe,Isle of Man,63674.0,74.55,56.44,18.11
2021-04-16,IMN,Europe,Isle of Man,64099.0,75.05,56.93,18.12
2021-04-17,IMN,Europe,Isle of Man,64481.0,75.5,57.38,18.12
2021-04-18,IMN,Europe,Isle of Man,65085.0,76.2,58.08,18.12
2021-04-19,IMN,Europe,Isle of Man,65675.0,76.89,58.76,18.13
2021-04-20,IMN,Europe,Isle of Man,66414.0,77.76,59.62,18.14
2021-04-21,IMN,Europe,Isle of Man,67082.0,78.54,60.4,18.14
2021-04-22,IMN,Europe,Isle of Man,67915.0,79.52,61.36,18.16
2021-04-23,IMN,Europe,Isle of Man,68442.0,80.13,61.89,18.24
2021-04-25,IMN,Europe,Isle of Man,69658.0,81.56,63.23,18.33
2021-04-26,IMN,Europe,Isle of Man,70249.0,82.25,63.87,18.37
2021-04-27,IMN,Europe,Isle of Man,70810.0,82.91,64.52,18.38
2021-04-28,IMN,Europe,Isle of Man,71703.0,83.95,65.5,18.45
2021-04-29,IMN,Europe,Isle of Man,72617.0,85.02,66.55,18.47
2021-05-01,IMN,Europe,Isle of Man,72626.0,85.03,66.56,18.47
2021-05-03,IMN,Europe,Isle of Man,72673.0,85.09,66.62,18.47
2021-05-04,IMN,Europe,Isle of Man,73471.0,86.02,67.53,18.49
2021-05-06,IMN,Europe,Isle of Man,75013.0,87.83,69.33,18.49
2021-05-08,IMN,Europe,Isle of Man,75037.0,87.86,69.36,18.5
2021-05-09,IMN,Europe,Isle of Man,75783.0,88.73,70.17,18.56
2021-05-11,IMN,Europe,Isle of Man,76403.0,89.45,70.85,18.61
2021-05-12,IMN,Europe,Isle of Man,76977.0,90.13,71.52,18.61
2021-05-18,IMN,Europe,Isle of Man,78417.0,91.81,71.56,20.25
2021-05-19,IMN,Europe,Isle of Man,79300.0,92.85,71.59,21.26
2021-05-20,IMN,Europe,Isle of Man,80356.0,94.08,71.62,22.46
2021-05-21,IMN,Europe,Isle of Man,81423.0,95.33,71.64,23.7
2021-05-22,IMN,Europe,Isle of Man,81855.0,95.84,71.65,24.19
2021-05-23,IMN,Europe,Isle of Man,83163.0,97.37,71.67,25.7
2021-05-24,IMN,Europe,Isle of Man,83831.0,98.15,71.7,26.45
2021-05-25,IMN,Europe,Isle of Man,85971.0,100.66,71.74,28.92
2021-05-26,IMN,Europe,Isle of Man,86707.0,101.52,71.75,29.77
2021-05-27,IMN,Europe,Isle of Man,87476.0,102.42,71.78,30.64
2021-05-28,IMN,Europe,Isle of Man,89077.0,104.29,71.79,32.51
2021-05-29,IMN,Europe,Isle of Man,89507.0,104.8,71.79,33.01
2021-06-03,IMN,Europe,Isle of Man,89727.0,105.05,71.79,33.27
2021-06-09,IMN,Europe,Isle of Man,89784.0,105.12,71.79,33.33
2021-06-14,IMN,Europe,Isle of Man,90677.0,106.17,72.78,33.39
2021-06-15,IMN,Europe,Isle of Man,90991.0,106.53,73.06,33.48
2021-06-16,IMN,Europe,Isle of Man,91896.0,107.59,73.07,34.53
2021-06-20,IMN,Europe,Isle of Man,95763.0,112.12,73.08,39.04
2021-06-22,IMN,Europe,Isle of Man,97379.0,114.01,73.08,40.93
2021-06-23,IMN,Europe,Isle of Man,98546.0,115.38,73.08,42.3
2021-06-24,IMN,Europe,Isle of Man,99842.0,116.9,73.19,43.71
2021-06-25,IMN,Europe,Isle of Man,100971.0,118.22,73.2,45.02
2021-06-28,IMN,Europe,Isle of Man,104254.0,122.06,74.04,48.02
2021-06-29,IMN,Europe,Isle of Man,104999.0,122.94,74.04,48.89
2021-07-01,IMN,Europe,Isle of Man,107331.0,125.67,74.05,51.62
2021-07-02,IMN,Europe,Isle of Man,108637.0,127.19,74.05,53.14
2021-07-03,IMN,Europe,Isle of Man,109025.0,127.65,74.05,53.6
2021-07-04,IMN,Europe,Isle of Man,109354.0,128.03,74.05,53.98
2021-07-05,IMN,Europe,Isle of Man,110561.0,129.45,74.05,55.39
2021-07-06,IMN,Europe,Isle of Man,111316.0,130.33,74.49,55.84
2021-07-07,IMN,Europe,Isle of Man,112086.0,131.23,74.91,56.32
2021-07-08,IMN,Europe,Isle of Man,112670.0,131.92,75.11,56.81
2021-07-09,IMN,Europe,Isle of Man,113007.0,132.31,75.11,57.2
2021-07-10,IMN,Europe,Isle of Man,113598.0,133.0,75.11,57.89
2021-07-11,IMN,Europe,Isle of Man,114190.0,133.7,75.11,58.58
2021-07-12,IMN,Europe,Isle of Man,114938.0,134.57,75.12,59.45
2021-07-13,IMN,Europe,Isle of Man,115567.0,135.31,75.12,60.19
2021-07-14,IMN,Europe,Isle of Man,116594.0,136.51,75.19,61.32
2021-07-15,IMN,Europe,Isle of Man,117677.0,137.78,75.4,62.38
2021-07-18,IMN,Europe,Isle of Man,118490.0,138.73,75.4,63.33
2021-07-19,IMN,Europe,Isle of Man,120027.0,140.53,75.41,65.12
2021-07-20,IMN,Europe,Isle of Man,120042.0,140.55,75.41,65.14
2021-07-21,IMN,Europe,Isle of Man,121030.0,141.7,75.45,66.26
2021-07-25,IMN,Europe,Isle of Man,121047.0,141.72,75.46,66.27
2021-07-26,IMN,Europe,Isle of Man,121819.0,142.63,75.67,66.96
2021-07-27,IMN,Europe,Isle of Man,122556.0,143.49,75.82,67.67
2021-07-28,IMN,Europe,Isle of Man,123254.0,144.31,75.95,68.36
2021-07-30,IMN,Europe,Isle of Man,123420.0,144.5,75.95,68.55
2021-07-31,IMN,Europe,Isle of Man,123947.0,145.12,75.95,69.17
2021-08-02,IMN,Europe,Isle of Man,124375.0,145.62,75.96,69.66
2021-08-03,IMN,Europe,Isle of Man,124807.0,146.13,76.04,70.09
2021-08-11,IMN,Europe,Isle of Man,125593.0,147.05,76.14,70.91
2021-08-16,IMN,Europe,Isle of Man,125602.0,147.06,76.14,70.92
2021-08-17,IMN,Europe,Isle of Man,125632.0,147.09,76.14,70.95
2021-08-20,IMN,Europe,Isle of Man,125652.0,147.12,76.15,70.96
2021-08-29,IMN,Europe,Isle of Man,126931.0,148.61,76.24,72.37
2021-08-31,IMN,Europe,Isle of Man,127589.0,149.38,76.24,73.14
2021-09-01,IMN,Europe,Isle of Man,127749.0,149.57,76.24,73.33
2021-09-05,IMN,Europe,Isle of Man,127865.0,149.71,76.38,73.33
2021-09-06,IMN,Europe,Isle of Man,128307.0,150.22,76.44,73.78
2021-09-08,IMN,Europe,Isle of Man,128384.0,150.31,76.45,73.86
2021-09-09,IMN,Europe,Isle of Man,128522.0,150.48,76.46,74.02
2021-09-10,IMN,Europe,Isle of Man,128603.0,150.57,76.54,74.03
2021-09-13,IMN,Europe,Isle of Man,128702.0,150.69,76.6,74.09
2021-09-16,IMN,Europe,Isle of Man,128915.0,150.94,76.61,74.33
2021-09-21,IMN,Europe,Isle of Man,129296.0,151.38,76.64,74.74
2021-09-24,IMN,Europe,Isle of Man,129302.0,151.39,76.64,74.75
2021-09-28,IMN,Europe,Isle of Man,129319.0,151.41,76.64,74.77
2021-10-01,IMN,Europe,Isle of Man,129395.0,151.5,76.65,74.84
2021-10-02,IMN,Europe,Isle of Man,129399.0,151.5,76.66,74.84
2021-10-03,IMN,Europe,Isle of Man,129400.0,151.5,76.66,74.84
2021-10-04,IMN,Europe,Isle of Man,129479.0,151.6,76.66,74.94
2021-10-05,IMN,Europe,Isle of Man,129480.0,151.6,76.66,74.94
2021-10-06,IMN,Europe,Isle of Man,129481.0,151.6,76.66,74.94
2021-10-09,IMN,Europe,Isle of Man,129489.0,151.61,76.67,74.94
2021-10-10,IMN,Europe,Isle of Man,129494.0,151.61,76.67,
2021-10-12,IMN,Europe,Isle of Man,129495.0,151.62,76.67,74.94
2021-10-13,IMN,Europe,Isle of Man,129510.0,151.63,76.68,74.95
2021-10-14,IMN,Europe,Isle of Man,129525.0,151.65,76.69,74.96
2021-10-19,IMN,Europe,Isle of Man,131535.0,154.0,78.83,75.18
2021-10-21,IMN,Europe,Isle of Man,131628.0,154.11,78.86,75.25
2021-10-25,IMN,Europe,Isle of Man,131770.0,154.28,78.95,75.33
2021-10-29,IMN,Europe,Isle of Man,132279.0,154.88,79.46,75.41
2021-10-30,IMN,Europe,Isle of Man,132309.0,154.91,79.47,75.44
2021-11-02,IMN,Europe,Isle of Man,132426.0,155.05,79.49,75.56
2021-11-05,IMN,Europe,Isle of Man,132518.0,155.16,79.5,75.65
2021-11-08,IMN,Europe,Isle of Man,132859.0,155.55,79.78,75.78
2021-11-16,IMN,Europe,Isle of Man,132864.0,155.56,79.78,75.78
2021-11-18,IMN,Europe,Isle of Man,132925.0,155.63,79.83,75.8
2021-11-23,IMN,Europe,Isle of Man,132973.0,155.69,79.86,75.83
2021-11-24,IMN,Europe,Isle of Man,132977.0,155.69,79.86,75.83
2021-11-25,IMN,Europe,Isle of Man,133064.0,155.79,79.92,75.87
2021-11-26,IMN,Europe,Isle of Man,133094.0,155.83,79.95,75.88
2021-11-29,IMN,Europe,Isle of Man,133121.0,155.86,79.96,75.9
2021-11-30,IMN,Europe,Isle of Man,133131.0,155.87,79.97,75.9
2021-12-01,IMN,Europe,Isle of Man,133150.0,155.9,79.99,75.9
2020-12-19,ISR,Asia,Israel,67.0,0.0,0.0,0.0
2020-12-20,ISR,Asia,Israel,7452.0,0.08,0.08,0.0
2020-12-21,ISR,Asia,Israel,32359.0,0.35,0.35,0.0
2020-12-22,ISR,Asia,Israel,76992.0,0.83,0.83,0.0
2020-12-23,ISR,Asia,Israel,139880.0,1.51,1.51,0.0
2020-12-24,ISR,Asia,Israel,213269.0,2.3,2.3,0.0
2020-12-25,ISR,Asia,Israel,251760.0,2.71,2.71,0.0
2020-12-26,ISR,Asia,Israel,284364.0,3.06,3.06,0.0
2020-12-27,ISR,Asia,Israel,388868.0,4.19,4.19,0.0
2020-12-28,ISR,Asia,Israel,523832.0,5.64,5.64,0.0
2020-12-29,ISR,Asia,Israel,680045.0,7.32,7.32,0.0
2020-12-30,ISR,Asia,Israel,833084.0,8.97,8.97,0.0
2020-12-31,ISR,Asia,Israel,991551.0,10.67,10.67,0.0
2021-01-01,ISR,Asia,Israel,1062926.0,11.44,11.44,0.0
2021-01-02,ISR,Asia,Israel,1134626.0,12.21,12.21,0.0
2021-01-03,ISR,Asia,Israel,1284292.0,13.82,13.82,0.0
2021-01-04,ISR,Asia,Israel,1436381.0,15.46,15.46,0.0
2021-01-05,ISR,Asia,Israel,1561466.0,16.81,16.81,0.0
2021-01-06,ISR,Asia,Israel,1664743.0,17.92,17.92,0.0
2021-01-07,ISR,Asia,Israel,1780731.0,19.17,19.17,0.0
2021-01-08,ISR,Asia,Israel,1847142.0,19.88,19.88,0.0
2021-01-09,ISR,Asia,Israel,1891676.0,20.36,20.36,0.0
2021-01-10,ISR,Asia,Israel,1935270.0,20.83,20.76,0.06
2021-01-11,ISR,Asia,Israel,1975629.0,21.26,20.99,0.27
2021-01-12,ISR,Asia,Israel,2035281.0,21.91,21.25,0.66
2021-01-13,ISR,Asia,Israel,2144130.0,23.08,21.81,1.27
2021-01-14,ISR,Asia,Israel,2269351.0,24.43,22.42,2.01
2021-01-15,ISR,Asia,Israel,2335966.0,25.14,22.75,2.39
2021-01-16,ISR,Asia,Israel,2391387.0,25.74,23.06,2.67
2021-01-17,ISR,Asia,Israel,2544306.0,27.38,23.8,3.58
2021-01-18,ISR,Asia,Israel,2734341.0,29.43,24.55,4.88
2021-01-19,ISR,Asia,Israel,2944837.0,31.7,25.33,6.36
2021-01-20,ISR,Asia,Israel,3165223.0,34.07,26.16,7.91
2021-01-21,ISR,Asia,Israel,3399367.0,36.59,26.91,9.68
2021-01-22,ISR,Asia,Israel,3508239.0,37.76,27.32,10.44
2021-01-23,ISR,Asia,Israel,3601690.0,38.77,27.75,11.02
2021-01-24,ISR,Asia,Israel,3811317.0,41.02,28.49,12.53
2021-01-25,ISR,Asia,Israel,4031539.0,43.39,29.36,14.03
