datetime,iso_code,continent,location,total_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred
2021-03-27,BTN,Asia,Bhutan,85949.0,11.02,11.02,
2021-03-28,BTN,Asia,Bhutan,183271.0,23.5,23.5,
2021-03-29,BTN,Asia,Bhutan,274703.0,35.22,35.22,
2021-03-30,BTN,Asia,Bhutan,340917.0,43.71,43.71,
2021-03-31,BTN,Asia,Bhutan,394765.0,50.62,50.62,
2021-04-01,BTN,Asia,Bhutan,434837.0,55.76,55.76,
2021-04-02,BTN,Asia,Bhutan,453595.0,58.16,58.16,
2021-04-03,BTN,Asia,Bhutan,459752.0,58.95,58.95,
2021-04-04,BTN,Asia,Bhutan,466811.0,59.86,59.86,
2021-04-05,BTN,Asia,Bhutan,468297.0,60.05,60.05,
2021-04-06,BTN,Asia,Bhutan,469664.0,60.22,60.22,
2021-04-07,BTN,Asia,Bhutan,470976.0,60.39,60.39,
2021-04-08,BTN,Asia,Bhutan,472139.0,60.54,60.54,
2021-04-09,BTN,Asia,Bhutan,473393.0,60.7,60.7,
2021-04-10,BTN,Asia,Bhutan,474175.0,60.8,60.8,
2021-04-11,BTN,Asia,Bhutan,474303.0,60.82,60.82,
2021-04-12,BTN,Asia,Bhutan,475651.0,60.99,60.99,
2021-04-13,BTN,Asia,Bhutan,476740.0,61.13,61.13,
2021-04-14,BTN,Asia,Bhutan,477060.0,61.17,61.17,
2021-04-15,BTN,Asia,Bhutan,477631.0,61.24,61.24,
2021-04-16,BTN,Asia,Bhutan,478219.0,61.32,61.32,
2021-04-17,BTN,Asia,Bhutan,478495.0,61.35,61.35,
2021-04-18,BTN,Asia,Bhutan,478533.0,61.36,61.36,
2021-04-19,BTN,Asia,Bhutan,478879.0,61.4,61.4,
2021-04-20,BTN,Asia,Bhutan,479032.0,61.42,61.42,
2021-04-21,BTN,Asia,Bhutan,479333.0,61.46,61.46,
2021-04-22,BTN,Asia,Bhutan,479354.0,61.46,61.46,
2021-04-23,BTN,Asia,Bhutan,479495.0,61.48,61.48,
2021-04-24,BTN,Asia,Bhutan,479679.0,61.51,61.51,
2021-04-25,BTN,Asia,Bhutan,479686.0,61.51,61.51,
2021-04-26,BTN,Asia,Bhutan,480035.0,61.55,61.55,
2021-04-27,BTN,Asia,Bhutan,480181.0,61.57,61.57,
2021-04-28,BTN,Asia,Bhutan,480237.0,61.58,61.58,
2021-04-29,BTN,Asia,Bhutan,480330.0,61.59,61.59,
2021-04-30,BTN,Asia,Bhutan,480422.0,61.6,61.6,
2021-05-01,BTN,Asia,Bhutan,480498.0,61.61,61.61,
2021-05-02,BTN,Asia,Bhutan,480498.0,61.61,61.61,
2021-05-04,BTN,Asia,Bhutan,480818.0,61.65,61.65,
2021-05-05,BTN,Asia,Bhutan,480971.0,61.67,61.67,
2021-05-06,BTN,Asia,Bhutan,481107.0,61.69,61.69,
2021-05-07,BTN,Asia,Bhutan,481400.0,61.73,61.73,
2021-05-08,BTN,Asia,Bhutan,481491.0,61.74,61.74,
2021-05-10,BTN,Asia,Bhutan,481617.0,61.75,61.75,
2021-05-11,BTN,Asia,Bhutan,481768.0,61.77,61.77,
2021-05-12,BTN,Asia,Bhutan,481880.0,61.79,61.79,
2021-05-14,BTN,Asia,Bhutan,481953.0,61.8,61.8,
2021-05-15,BTN,Asia,Bhutan,482038.0,61.81,61.81,
2021-05-16,BTN,Asia,Bhutan,482039.0,61.81,61.81,
2021-05-17,BTN,Asia,Bhutan,482128.0,61.82,61.82,
2021-05-18,BTN,Asia,Bhutan,482192.0,61.83,61.83,
2021-05-19,BTN,Asia,Bhutan,482214.0,61.83,61.83,
2021-05-20,BTN,Asia,Bhutan,482308.0,61.84,61.84,
2021-05-21,BTN,Asia,Bhutan,482449.0,61.86,61.86,
2021-05-22,BTN,Asia,Bhutan,482512.0,61.87,61.87,
2021-05-24,BTN,Asia,Bhutan,482578.0,61.88,61.88,
2021-05-25,BTN,Asia,Bhutan,482645.0,61.89,61.89,
2021-05-26,BTN,Asia,Bhutan,482673.0,61.89,61.89,
2021-05-27,BTN,Asia,Bhutan,482716.0,61.89,61.89,
2021-06-13,BTN,Asia,Bhutan,484189.0,62.08,62.08,
2021-06-20,BTN,Asia,Bhutan,484751.0,62.16,62.16,
2021-07-05,BTN,Asia,Bhutan,486126.0,62.33,62.16,0.17
2021-07-12,BTN,Asia,Bhutan,487060.0,62.45,62.25,0.2
2021-07-18,BTN,Asia,Bhutan,488872.0,62.68,62.35,0.34
2021-07-20,BTN,Asia,Bhutan,585598.0,75.09,62.35,12.74
2021-07-21,BTN,Asia,Bhutan,680830.0,87.3,62.35,24.95
2021-07-22,BTN,Asia,Bhutan,768478.0,98.54,62.35,36.19
2021-07-23,BTN,Asia,Bhutan,835569.0,107.14,62.35,44.79
2021-07-24,BTN,Asia,Bhutan,886381.0,113.65,62.35,51.31
2021-07-25,BTN,Asia,Bhutan,917996.0,117.71,62.35,55.36
2021-07-26,BTN,Asia,Bhutan,940428.0,120.58,62.35,58.24
2021-07-27,BTN,Asia,Bhutan,944492.0,121.1,62.35,58.76
2021-07-28,BTN,Asia,Bhutan,946463.0,121.36,62.35,59.01
2021-08-01,BTN,Asia,Bhutan,1007951.0,129.24,68.53,60.71
2021-08-02,BTN,Asia,Bhutan,1008183.0,129.27,68.53,60.74
2021-08-03,BTN,Asia,Bhutan,1008515.0,129.31,68.53,60.78
2021-08-15,BTN,Asia,Bhutan,1035510.0,132.77,71.93,60.85
2021-08-22,BTN,Asia,Bhutan,1036834.0,132.94,71.98,60.96
2021-08-30,BTN,Asia,Bhutan,1045074.0,134.0,72.72,61.28
2021-09-05,BTN,Asia,Bhutan,1045228.0,134.02,72.72,61.3
2021-09-12,BTN,Asia,Bhutan,1046117.0,134.13,72.73,61.4
2021-09-19,BTN,Asia,Bhutan,1068414.0,136.99,73.62,63.38
2021-09-26,BTN,Asia,Bhutan,1081086.0,138.62,74.96,63.66
2021-10-03,BTN,Asia,Bhutan,1083271.0,138.9,75.01,63.89
2021-10-10,BTN,Asia,Bhutan,1087753.0,139.47,75.07,64.4
2021-10-18,BTN,Asia,Bhutan,1103506.0,141.49,75.14,66.36
2021-10-24,BTN,Asia,Bhutan,1104456.0,141.62,75.18,66.44
2021-10-31,BTN,Asia,Bhutan,1148146.0,147.22,75.43,71.78
2021-11-21,BTN,Asia,Bhutan,1153283.0,147.88,75.54,72.34
2021-03-02,BOL,South America,Bolivia,19487.0,0.16,0.09,0.08
2021-03-03,BOL,South America,Bolivia,19865.0,0.17,0.09,0.08
2021-03-04,BOL,South America,Bolivia,20025.0,0.17,0.09,0.08
2021-03-05,BOL,South America,Bolivia,20110.0,0.17,0.09,0.08
2021-03-06,BOL,South America,Bolivia,106182.0,0.9,0.81,0.08
2021-03-07,BOL,South America,Bolivia,106905.0,0.9,0.82,0.08
2021-03-08,BOL,South America,Bolivia,112066.0,0.95,0.86,0.08
2021-03-09,BOL,South America,Bolivia,119080.0,1.01,0.92,0.08
2021-03-10,BOL,South America,Bolivia,126889.0,1.07,0.99,0.08
2021-03-11,BOL,South America,Bolivia,132286.0,1.12,1.03,0.08
2021-03-12,BOL,South America,Bolivia,137150.0,1.16,1.07,0.08
2021-03-13,BOL,South America,Bolivia,137787.0,1.16,1.08,0.08
2021-03-14,BOL,South America,Bolivia,138218.0,1.17,1.08,0.08
2021-03-15,BOL,South America,Bolivia,141810.0,1.2,1.11,0.08
2021-03-16,BOL,South America,Bolivia,146039.0,1.23,1.15,0.08
2021-03-17,BOL,South America,Bolivia,150593.0,1.27,1.19,0.09
2021-03-18,BOL,South America,Bolivia,155945.0,1.32,1.22,0.09
2021-03-19,BOL,South America,Bolivia,164984.0,1.39,1.25,0.14
2021-03-20,BOL,South America,Bolivia,167160.0,1.41,1.26,0.16
2021-03-21,BOL,South America,Bolivia,168477.0,1.42,1.26,0.16
2021-03-22,BOL,South America,Bolivia,180187.0,1.52,1.28,0.24
2021-03-23,BOL,South America,Bolivia,198104.0,1.67,1.32,0.36
2021-03-24,BOL,South America,Bolivia,218201.0,1.84,1.36,0.48
2021-03-25,BOL,South America,Bolivia,238178.0,2.01,1.41,0.6
2021-03-26,BOL,South America,Bolivia,259171.0,2.19,1.46,0.73
2021-03-27,BOL,South America,Bolivia,263144.0,2.22,1.48,0.75
2021-03-28,BOL,South America,Bolivia,263887.0,2.23,1.48,0.75
2021-03-29,BOL,South America,Bolivia,275810.0,2.33,1.53,0.81
2021-03-30,BOL,South America,Bolivia,289351.0,2.45,1.58,0.87
2021-03-31,BOL,South America,Bolivia,304185.0,2.57,1.65,0.92
2021-04-01,BOL,South America,Bolivia,318115.0,2.69,1.72,0.97
2021-04-02,BOL,South America,Bolivia,320065.0,2.7,1.72,0.98
2021-04-03,BOL,South America,Bolivia,321807.0,2.72,1.73,0.99
2021-04-04,BOL,South America,Bolivia,323081.0,2.73,1.74,0.99
2021-04-05,BOL,South America,Bolivia,339633.0,2.87,1.82,1.05
2021-04-06,BOL,South America,Bolivia,357924.0,3.02,1.94,1.08
2021-04-07,BOL,South America,Bolivia,378455.0,3.2,2.08,1.12
2021-04-08,BOL,South America,Bolivia,400804.0,3.39,2.23,1.16
2021-04-09,BOL,South America,Bolivia,423842.0,3.58,2.39,1.19
2021-04-10,BOL,South America,Bolivia,428502.0,3.62,2.43,1.2
2021-04-11,BOL,South America,Bolivia,431018.0,3.64,2.45,1.2
2021-04-12,BOL,South America,Bolivia,447417.0,3.78,2.56,1.22
2021-04-13,BOL,South America,Bolivia,465896.0,3.94,2.68,1.25
2021-04-14,BOL,South America,Bolivia,486354.0,4.11,2.82,1.29
2021-04-15,BOL,South America,Bolivia,507411.0,4.29,2.95,1.34
2021-04-16,BOL,South America,Bolivia,530496.0,4.48,3.09,1.4
2021-04-17,BOL,South America,Bolivia,536374.0,4.53,3.13,1.4
2021-04-18,BOL,South America,Bolivia,539230.0,4.56,3.15,1.4
2021-04-19,BOL,South America,Bolivia,557394.0,4.71,3.26,1.45
2021-04-20,BOL,South America,Bolivia,577211.0,4.88,3.38,1.5
2021-04-21,BOL,South America,Bolivia,596366.0,5.04,3.5,1.54
2021-04-22,BOL,South America,Bolivia,619794.0,5.24,3.64,1.59
2021-04-23,BOL,South America,Bolivia,647118.0,5.47,3.86,1.61
2021-04-24,BOL,South America,Bolivia,656613.0,5.55,3.94,1.61
2021-04-25,BOL,South America,Bolivia,660610.0,5.58,3.97,1.61
2021-04-26,BOL,South America,Bolivia,688654.0,5.82,4.15,1.67
2021-04-27,BOL,South America,Bolivia,722946.0,6.11,4.37,1.74
2021-04-28,BOL,South America,Bolivia,762044.0,6.44,4.63,1.81
2021-05-01,BOL,South America,Bolivia,848149.0,7.17,5.19,1.97
2021-05-03,BOL,South America,Bolivia,878563.0,7.42,5.39,2.04
2021-05-04,BOL,South America,Bolivia,909863.0,7.69,5.6,2.09
2021-05-05,BOL,South America,Bolivia,941419.0,7.96,5.83,2.13
2021-05-06,BOL,South America,Bolivia,966546.0,8.17,6.0,2.17
2021-05-07,BOL,South America,Bolivia,990300.0,8.37,6.15,2.22
2021-05-08,BOL,South America,Bolivia,997296.0,8.43,6.2,2.23
2021-05-09,BOL,South America,Bolivia,998818.0,8.44,6.2,2.24
2021-05-10,BOL,South America,Bolivia,1010981.0,8.54,6.27,2.28
2021-05-11,BOL,South America,Bolivia,1022419.0,8.64,6.33,2.31
2021-05-12,BOL,South America,Bolivia,1031197.0,8.71,6.38,2.34
2021-05-14,BOL,South America,Bolivia,1056895.0,8.93,6.57,2.37
2021-05-15,BOL,South America,Bolivia,1093965.0,9.25,6.85,2.4
