dep,nb_crib,nb_pos,nb_C1,tx_C1,datetime
58,21.0,34.0,0.0,0.0,2021-06-16
34,165.0,412.0,5.0,4.72,2021-06-16
62,205.0,491.0,4.0,2.33,2021-06-16
55,31.0,38.0,0.0,0.0,2021-06-16
70,43.0,51.0,1.0,5.88,2021-06-16
23,2.0,3.0,0.0,0.0,2021-06-16
977,1.0,4.0,0.0,0.0,2021-06-16
85,72.0,111.0,3.0,6.67,2021-06-16
28,41.0,123.0,1.0,3.7,2021-06-16
29,168.0,305.0,4.0,3.17,2021-06-16
57,258.0,315.0,0.0,0.0,2021-06-16
2A,12.0,27.0,0.0,0.0,2021-06-16
01,95.0,184.0,6.0,10.17,2021-06-16
54,161.0,231.0,1.0,1.52,2021-06-16
35,205.0,305.0,2.0,2.06,2021-06-16
2B,8.0,27.0,0.0,0.0,2021-06-16
36,15.0,35.0,1.0,11.11,2021-06-16
72,140.0,176.0,0.0,0.0,2021-06-16
32,28.0,58.0,1.0,5.56,2021-06-16
83,221.0,354.0,2.0,1.87,2021-06-16
15,36.0,56.0,7.0,23.33,2021-06-16
44,269.0,439.0,1.0,0.72,2021-06-16
71,85.0,149.0,1.0,1.52,2021-06-16
39,71.0,93.0,4.0,15.38,2021-06-16
08,79.0,97.0,1.0,1.39,2021-06-16
80,104.0,210.0,14.0,14.0,2021-06-16
93,313.0,1077.0,37.0,18.5,2021-06-17
29,156.0,290.0,3.0,2.31,2021-06-17
94,283.0,769.0,10.0,6.25,2021-06-17
22,75.0,134.0,0.0,0.0,2021-06-17
88,51.0,121.0,2.0,7.14,2021-06-17
2B,9.0,26.0,0.0,0.0,2021-06-17
69,527.0,845.0,28.0,11.16,2021-06-17
03,48.0,107.0,0.0,0.0,2021-06-17
84,38.0,106.0,2.0,5.88,2021-06-17
81,91.0,146.0,1.0,1.39,2021-06-17
08,63.0,83.0,1.0,1.79,2021-06-17
76,212.0,450.0,6.0,3.17,2021-06-17
50,98.0,135.0,4.0,4.49,2021-06-17
17,77.0,99.0,3.0,4.17,2021-06-17
14,126.0,207.0,6.0,6.12,2021-06-17
58,17.0,28.0,0.0,0.0,2021-06-17
42,235.0,395.0,5.0,5.15,2021-06-17
70,34.0,44.0,0.0,0.0,2021-06-17
54,145.0,195.0,2.0,2.67,2021-06-17
971,30.0,145.0,0.0,0.0,2021-06-17
57,216.0,271.0,0.0,0.0,2021-06-17
01,95.0,177.0,6.0,9.23,2021-06-17
39,54.0,72.0,5.0,15.62,2021-06-17
71,79.0,124.0,1.0,1.56,2021-06-17
43,43.0,80.0,0.0,0.0,2021-06-17
978,8.0,68.0,0.0,0.0,2021-06-17
40,95.0,245.0,60.0,63.83,2021-06-17
52,27.0,34.0,2.0,40.0,2021-06-17
16,25.0,32.0,1.0,5.26,2021-06-17
82,40.0,82.0,0.0,0.0,2021-06-17
67,310.0,479.0,47.0,27.01,2021-06-17
25,100.0,175.0,5.0,9.8,2021-06-17
972,46.0,112.0,1.0,2.7,2021-06-17
95,276.0,731.0,16.0,7.92,2021-06-17
51,72.0,210.0,4.0,6.06,2021-06-17
90,27.0,61.0,1.0,3.85,2021-06-17
68,208.0,340.0,7.0,6.25,2021-06-17
63,103.0,203.0,4.0,4.26,2021-06-17
38,231.0,359.0,27.0,18.88,2021-06-17
21,163.0,223.0,3.0,6.38,2021-06-17
47,50.0,133.0,0.0,0.0,2021-06-17
10,20.0,40.0,2.0,11.11,2021-06-17
89,71.0,104.0,0.0,0.0,2021-06-17
73,48.0,87.0,0.0,0.0,2021-06-17
27,96.0,209.0,7.0,9.86,2021-06-17
30,70.0,152.0,2.0,3.51,2021-06-17
64,169.0,352.0,29.0,17.58,2021-06-17
86,64.0,81.0,4.0,9.52,2021-06-17
973,478.0,1128.0,1.0,0.22,2021-06-17
48,0.0,2.0,0.0,0.0,2021-06-17
37,49.0,141.0,1.0,2.33,2021-06-17
02,47.0,100.0,0.0,0.0,2021-06-17
26,48.0,81.0,2.0,6.45,2021-06-17
05,7.0,26.0,0.0,0.0,2021-06-17
78,320.0,679.0,27.0,10.47,2021-06-17
53,84.0,103.0,0.0,0.0,2021-06-17
04,12.0,28.0,0.0,0.0,2021-06-17
31,370.0,612.0,13.0,4.96,2021-06-17
36,15.0,30.0,0.0,0.0,2021-06-17
59,562.0,1135.0,13.0,2.57,2021-06-17
72,122.0,147.0,0.0,0.0,2021-06-17
15,43.0,64.0,10.0,27.03,2021-06-17
75,437.0,1341.0,50.0,18.59,2021-06-17
34,200.0,378.0,5.0,3.73,2021-06-17
60,145.0,259.0,5.0,5.88,2021-06-17
55,34.0,42.0,0.0,0.0,2021-06-17
62,206.0,444.0,11.0,6.15,2021-06-17
23,3.0,3.0,0.0,0.0,2021-06-17
49,136.0,169.0,4.0,5.63,2021-06-17
85,60.0,92.0,6.0,14.63,2021-06-17
77,260.0,617.0,9.0,6.67,2021-06-17
974,563.0,1296.0,0.0,0.0,2021-06-17
32,25.0,53.0,4.0,20.0,2021-06-17
46,15.0,39.0,0.0,0.0,2021-06-17
80,95.0,191.0,18.0,19.57,2021-06-17
87,52.0,85.0,1.0,4.76,2021-06-17
28,57.0,128.0,2.0,5.41,2021-06-17
06,133.0,242.0,11.0,20.37,2021-06-17
976,0.0,30.0,0.0,0.0,2021-06-17
33,400.0,612.0,45.0,12.71,2021-06-17
92,272.0,754.0,21.0,12.73,2021-06-17
18,44.0,67.0,0.0,0.0,2021-06-17
11,37.0,67.0,0.0,0.0,2021-06-17
45,114.0,306.0,9.0,13.04,2021-06-17
56,150.0,206.0,0.0,0.0,2021-06-17
61,69.0,138.0,4.0,9.76,2021-06-17
83,220.0,332.0,6.0,5.31,2021-06-17
35,168.0,253.0,2.0,2.25,2021-06-17
07,61.0,92.0,0.0,0.0,2021-06-17
79,52.0,63.0,7.0,17.5,2021-06-17
2A,11.0,23.0,0.0,0.0,2021-06-17
13,368.0,953.0,25.0,8.71,2021-06-17
24,31.0,58.0,1.0,4.35,2021-06-17
65,43.0,69.0,0.0,0.0,2021-06-17
977,1.0,3.0,0.0,0.0,2021-06-17
19,42.0,67.0,1.0,4.17,2021-06-17
41,26.0,66.0,0.0,0.0,2021-06-17
74,98.0,179.0,15.0,19.23,2021-06-17
09,11.0,29.0,0.0,0.0,2021-06-17
66,87.0,189.0,1.0,1.23,2021-06-17
44,245.0,413.0,3.0,2.24,2021-06-17
91,296.0,663.0,26.0,11.71,2021-06-17
12,83.0,105.0,0.0,0.0,2021-06-17
03,51.0,98.0,0.0,0.0,2021-06-18
977,0.0,3.0,0.0,0.0,2021-06-18
23,2.0,3.0,0.0,0.0,2021-06-18
50,96.0,124.0,3.0,3.49,2021-06-18
27,95.0,189.0,7.0,10.0,2021-06-18
61,63.0,129.0,4.0,10.0,2021-06-18
24,32.0,48.0,1.0,4.35,2021-06-18
15,40.0,58.0,10.0,28.57,2021-06-18
978,9.0,75.0,0.0,0.0,2021-06-18
76,208.0,438.0,9.0,4.74,2021-06-18
07,52.0,80.0,0.0,0.0,2021-06-18
17,71.0,97.0,3.0,4.41,2021-06-18
26,41.0,66.0,2.0,7.14,2021-06-18
973,454.0,1078.0,1.0,0.23,2021-06-18
19,40.0,62.0,1.0,4.35,2021-06-18
976,1.0,34.0,0.0,0.0,2021-06-18
38,201.0,320.0,29.0,19.46,2021-06-18
972,51.0,111.0,1.0,2.17,2021-06-18
974,558.0,1274.0,0.0,0.0,2021-06-18
01,93.0,147.0,5.0,7.35,2021-06-18
55,29.0,37.0,1.0,4.35,2021-06-18
31,378.0,611.0,21.0,7.22,2021-06-18
45,124.0,247.0,9.0,11.11,2021-06-18
56,141.0,195.0,0.0,0.0,2021-06-18
13,345.0,845.0,25.0,8.47,2021-06-18
12,76.0,101.0,0.0,0.0,2021-06-18
41,26.0,60.0,0.0,0.0,2021-06-18
44,221.0,369.0,4.0,2.88,2021-06-18
06,125.0,233.0,12.0,21.05,2021-06-18
49,117.0,146.0,5.0,7.58,2021-06-18
30,77.0,117.0,2.0,3.08,2021-06-18
37,55.0,123.0,1.0,1.92,2021-06-18
05,6.0,22.0,0.0,0.0,2021-06-18
53,72.0,98.0,0.0,0.0,2021-06-18
04,13.0,27.0,0.0,0.0,2021-06-18
33,424.0,560.0,55.0,14.47,2021-06-18
36,16.0,30.0,0.0,0.0,2021-06-18
72,105.0,123.0,0.0,0.0,2021-06-18
80,82.0,162.0,23.0,29.11,2021-06-18
32,21.0,47.0,4.0,23.53,2021-06-18
28,57.0,117.0,2.0,5.26,2021-06-18
85,40.0,65.0,5.0,14.29,2021-06-18
62,229.0,444.0,21.0,10.77,2021-06-18
11,33.0,56.0,0.0,0.0,2021-06-18
83,204.0,305.0,6.0,5.04,2021-06-18
35,131.0,202.0,2.0,2.6,2021-06-18
2A,9.0,24.0,0.0,0.0,2021-06-18
58,15.0,21.0,0.0,0.0,2021-06-18
70,29.0,40.0,0.0,0.0,2021-06-18
54,130.0,182.0,2.0,2.53,2021-06-18
57,193.0,248.0,0.0,0.0,2021-06-18
39,52.0,68.0,7.0,20.0,2021-06-18
71,73.0,114.0,1.0,1.64,2021-06-18
52,34.0,41.0,2.0,50.0,2021-06-18
67,284.0,447.0,58.0,33.14,2021-06-18
25,81.0,141.0,7.0,12.73,2021-06-18
89,61.0,90.0,0.0,0.0,2021-06-18
34,234.0,365.0,10.0,6.06,2021-06-18
51,60.0,203.0,4.0,6.78,2021-06-18
21,138.0,188.0,4.0,7.14,2021-06-18
90,28.0,52.0,1.0,3.7,2021-06-18
10,22.0,40.0,2.0,10.53,2021-06-18
22,66.0,119.0,0.0,0.0,2021-06-18
08,55.0,75.0,1.0,2.04,2021-06-18
88,50.0,119.0,2.0,6.25,2021-06-18
2B,10.0,22.0,1.0,12.5,2021-06-18
29,149.0,273.0,4.0,3.01,2021-06-18
84,50.0,97.0,2.0,4.76,2021-06-18
09,12.0,27.0,0.0,0.0,2021-06-18
68,198.0,313.0,7.0,5.51,2021-06-18
18,48.0,67.0,0.0,0.0,2021-06-18
16,23.0,29.0,1.0,5.26,2021-06-18
95,245.0,649.0,15.0,8.15,2021-06-18
65,38.0,59.0,0.0,0.0,2021-06-18
92,257.0,683.0,29.0,15.68,2021-06-18
74,108.0,172.0,18.0,21.69,2021-06-18
63,113.0,178.0,6.0,5.71,2021-06-18
47,54.0,128.0,1.0,2.08,2021-06-18
91,288.0,604.0,25.0,11.21,2021-06-18
86,61.0,77.0,4.0,8.16,2021-06-18
93,262.0,946.0,43.0,23.89,2021-06-18
75,413.0,1211.0,46.0,16.73,2021-06-18
43,40.0,73.0,0.0,0.0,2021-06-18
82,43.0,75.0,0.0,0.0,2021-06-18
48,1.0,4.0,0.0,0.0,2021-06-18
02,43.0,91.0,0.0,0.0,2021-06-18
79,45.0,57.0,11.0,31.43,2021-06-18
66,108.0,179.0,1.0,1.02,2021-06-18
73,54.0,90.0,0.0,0.0,2021-06-18
81,85.0,126.0,2.0,2.86,2021-06-18
69,511.0,811.0,34.0,11.64,2021-06-18
14,117.0,207.0,5.0,5.95,2021-06-18
60,129.0,242.0,9.0,11.11,2021-06-18
42,197.0,333.0,4.0,3.64,2021-06-18
77,226.0,554.0,8.0,6.9,2021-06-18
46,17.0,34.0,0.0,0.0,2021-06-18
78,312.0,672.0,30.0,11.72,2021-06-18
94,254.0,701.0,10.0,6.67,2021-06-18
971,27.0,137.0,0.0,0.0,2021-06-18
87,46.0,71.0,1.0,4.55,2021-06-18
40,137.0,290.0,97.0,71.85,2021-06-18
59,526.0,965.0,10.0,2.13,2021-06-18
64,199.0,324.0,44.0,22.68,2021-06-18
17,64.0,88.0,3.0,5.08,2021-06-19
90,28.0,49.0,1.0,3.7,2021-06-19
22,62.0,108.0,0.0,0.0,2021-06-19
47,50.0,117.0,1.0,2.33,2021-06-19
18,44.0,61.0,0.0,0.0,2021-06-19
21,133.0,178.0,4.0,6.45,2021-06-19
972,52.0,108.0,1.0,2.13,2021-06-19
89,59.0,83.0,0.0,0.0,2021-06-19
95,215.0,596.0,15.0,8.88,2021-06-19
25,66.0,120.0,8.0,14.04,2021-06-19
71,73.0,113.0,1.0,1.69,2021-06-19
978,9.0,70.0,0.0,0.0,2021-06-19
40,135.0,288.0,98.0,73.68,2021-06-19
39,50.0,67.0,7.0,17.95,2021-06-19
971,28.0,136.0,0.0,0.0,2021-06-19
70,26.0,42.0,0.0,0.0,2021-06-19
58,12.0,19.0,0.0,0.0,2021-06-19
94,243.0,677.0,15.0,10.14,2021-06-19
2B,8.0,16.0,1.0,16.67,2021-06-19
35,121.0,188.0,2.0,2.99,2021-06-19
29,144.0,260.0,5.0,3.68,2021-06-19
23,2.0,3.0,0.0,0.0,2021-06-19
75,404.0,1173.0,48.0,16.84,2021-06-19
85,36.0,58.0,5.0,15.15,2021-06-19
28,50.0,106.0,2.0,5.56,2021-06-19
87,44.0,62.0,1.0,4.17,2021-06-19
974,564.0,1274.0,0.0,0.0,2021-06-19
72,93.0,114.0,0.0,0.0,2021-06-19
77,209.0,507.0,11.0,10.0,2021-06-19
36,19.0,33.0,0.0,0.0,2021-06-19
78,299.0,654.0,34.0,13.93,2021-06-19
53,76.0,101.0,0.0,0.0,2021-06-19
973,436.0,1035.0,1.0,0.24,2021-06-19
37,59.0,119.0,2.0,3.51,2021-06-19
93,258.0,921.0,42.0,23.73,2021-06-19
976,1.0,34.0,0.0,0.0,2021-06-19
49,111.0,143.0,6.0,8.11,2021-06-19
44,211.0,344.0,4.0,2.94,2021-06-19
19,36.0,57.0,1.0,4.17,2021-06-19
91,272.0,579.0,25.0,11.9,2021-06-19
41,26.0,56.0,0.0,0.0,2021-06-19
79,37.0,50.0,6.0,22.22,2021-06-19
56,120.0,181.0,0.0,0.0,2021-06-19
45,126.0,233.0,9.0,11.25,2021-06-19
92,238.0,634.0,28.0,15.38,2021-06-19
24,33.0,45.0,1.0,4.0,2021-06-19
2A,10.0,26.0,0.0,0.0,2021-06-19
64,199.0,300.0,44.0,22.68,2021-06-19
977,0.0,5.0,0.0,0.0,2021-06-19
86,62.0,75.0,6.0,11.11,2021-06-19
33,418.0,541.0,50.0,13.3,2021-06-19
16,26.0,32.0,1.0,4.76,2021-06-19
67,288.0,441.0,56.0,30.27,2021-06-19
59,521.0,915.0,15.0,3.25,2021-06-19
52,32.0,39.0,2.0,40.0,2021-06-19
80,96.0,175.0,29.0,31.52,2021-06-19
38,187.0,310.0,34.0,22.82,2021-06-19
63,115.0,166.0,6.0,5.61,2021-06-19
88,45.0,109.0,2.0,6.25,2021-06-19
03,48.0,90.0,0.0,0.0,2021-06-19
30,80.0,119.0,2.0,2.99,2021-06-19
65,36.0,57.0,0.0,0.0,2021-06-19
82,45.0,70.0,0.0,0.0,2021-06-19
84,45.0,95.0,2.0,5.41,2021-06-19
60,120.0,238.0,9.0,11.11,2021-06-19
31,381.0,609.0,25.0,8.47,2021-06-19
04,13.0,26.0,0.0,0.0,2021-06-19
61,61.0,119.0,4.0,10.0,2021-06-19
43,39.0,66.0,0.0,0.0,2021-06-19
09,11.0,23.0,0.0,0.0,2021-06-19
54,137.0,190.0,3.0,3.41,2021-06-19
66,116.0,162.0,1.0,0.94,2021-06-19
50,84.0,112.0,3.0,3.85,2021-06-19
62,215.0,414.0,24.0,12.63,2021-06-19
42,169.0,292.0,5.0,4.46,2021-06-19
11,34.0,61.0,0.0,0.0,2021-06-19
55,32.0,41.0,1.0,3.85,2021-06-19
81,80.0,124.0,2.0,3.03,2021-06-19
07,49.0,73.0,0.0,0.0,2021-06-19
12,80.0,100.0,0.0,0.0,2021-06-19
15,40.0,56.0,10.0,27.78,2021-06-19
57,171.0,221.0,0.0,0.0,2021-06-19
05,6.0,22.0,0.0,0.0,2021-06-19
34,230.0,367.0,10.0,6.33,2021-06-19
06,135.0,254.0,19.0,28.79,2021-06-19
10,21.0,40.0,2.0,11.11,2021-06-19
73,47.0,80.0,1.0,2.63,2021-06-19
26,36.0,64.0,2.0,7.41,2021-06-19
46,17.0,33.0,0.0,0.0,2021-06-19
27,94.0,175.0,7.0,10.0,2021-06-19
74,107.0,153.0,18.0,22.22,2021-06-19
01,94.0,136.0,5.0,7.04,2021-06-19
08,53.0,72.0,0.0,0.0,2021-06-19
14,109.0,189.0,6.0,7.69,2021-06-19
32,20.0,44.0,4.0,23.53,2021-06-19
51,56.0,200.0,3.0,5.45,2021-06-19
83,180.0,276.0,6.0,5.08,2021-06-19
13,319.0,821.0,25.0,9.03,2021-06-19
48,1.0,4.0,0.0,0.0,2021-06-19
69,482.0,776.0,31.0,10.47,2021-06-19
68,180.0,284.0,8.0,6.02,2021-06-19
02,47.0,91.0,0.0,0.0,2021-06-19
76,204.0,412.0,9.0,4.89,2021-06-19
82,47.0,73.0,2.0,5.26,2021-06-20
47,51.0,118.0,1.0,2.22,2021-06-20
06,134.0,251.0,20.0,30.3,2021-06-20
49,112.0,144.0,6.0,7.79,2021-06-20
973,436.0,1039.0,1.0,0.24,2021-06-20
81,79.0,122.0,2.0,3.08,2021-06-20
972,52.0,107.0,1.0,2.13,2021-06-20
971,27.0,135.0,0.0,0.0,2021-06-20
05,6.0,22.0,0.0,0.0,2021-06-20
44,205.0,337.0,6.0,4.35,2021-06-20
26,36.0,61.0,2.0,7.41,2021-06-20
33,412.0,531.0,50.0,13.55,2021-06-20
68,177.0,280.0,8.0,6.02,2021-06-20
2A,10.0,27.0,0.0,0.0,2021-06-20
53,76.0,101.0,0.0,0.0,2021-06-20
38,186.0,309.0,35.0,23.49,2021-06-20
04,12.0,25.0,0.0,0.0,2021-06-20
21,131.0,174.0,4.0,6.45,2021-06-20
40,136.0,287.0,99.0,73.88,2021-06-20
88,45.0,108.0,2.0,6.25,2021-06-20
09,11.0,22.0,0.0,0.0,2021-06-20
14,109.0,193.0,5.0,6.33,2021-06-20
16,26.0,32.0,1.0,4.76,2021-06-20
72,93.0,109.0,0.0,0.0,2021-06-20
31,375.0,605.0,23.0,7.85,2021-06-20
48,1.0,4.0,0.0,0.0,2021-06-20
86,60.0,75.0,6.0,11.32,2021-06-20
02,47.0,91.0,0.0,0.0,2021-06-20
93,248.0,901.0,40.0,23.26,2021-06-20
69,480.0,770.0,32.0,10.81,2021-06-20
78,295.0,649.0,34.0,14.05,2021-06-20
28,51.0,108.0,2.0,5.56,2021-06-20
32,20.0,44.0,4.0,23.53,2021-06-20
74,105.0,152.0,18.0,22.78,2021-06-20
46,18.0,32.0,0.0,0.0,2021-06-20
87,43.0,61.0,1.0,4.17,2021-06-20
91,273.0,593.0,25.0,11.96,2021-06-20
92,236.0,636.0,30.0,16.39,2021-06-20
73,47.0,78.0,1.0,2.63,2021-06-20
18,44.0,58.0,0.0,0.0,2021-06-20
34,227.0,363.0,10.0,6.33,2021-06-20
36,19.0,33.0,0.0,0.0,2021-06-20
77,205.0,505.0,11.0,10.38,2021-06-20
59,502.0,904.0,15.0,3.33,2021-06-20
63,111.0,164.0,5.0,4.85,2021-06-20
42,167.0,289.0,5.0,4.5,2021-06-20
45,132.0,233.0,9.0,10.71,2021-06-20
11,34.0,61.0,0.0,0.0,2021-06-20
95,218.0,596.0,16.0,9.47,2021-06-20
62,216.0,412.0,24.0,12.57,2021-06-20
85,33.0,50.0,5.0,16.67,2021-06-20
66,116.0,163.0,1.0,0.95,2021-06-20
67,281.0,427.0,54.0,29.35,2021-06-20
80,98.0,179.0,30.0,31.91,2021-06-20
41,24.0,54.0,0.0,0.0,2021-06-20
12,80.0,98.0,0.0,0.0,2021-06-20
60,118.0,231.0,9.0,10.98,2021-06-20
75,401.0,1159.0,50.0,17.42,2021-06-20
37,58.0,117.0,2.0,3.57,2021-06-20
65,36.0,58.0,0.0,0.0,2021-06-20
79,38.0,52.0,6.0,21.43,2021-06-20
30,80.0,117.0,2.0,2.99,2021-06-20
94,240.0,670.0,15.0,10.34,2021-06-20
43,40.0,70.0,0.0,0.0,2021-06-20
64,199.0,298.0,44.0,22.68,2021-06-20
2B,8.0,16.0,1.0,16.67,2021-06-20
54,138.0,190.0,3.0,3.37,2021-06-20
61,64.0,120.0,4.0,9.3,2021-06-20
89,59.0,83.0,0.0,0.0,2021-06-20
51,54.0,200.0,3.0,5.66,2021-06-20
57,172.0,222.0,0.0,0.0,2021-06-20
22,60.0,107.0,0.0,0.0,2021-06-20
35,120.0,186.0,3.0,4.29,2021-06-20
58,13.0,20.0,0.0,0.0,2021-06-20
17,66.0,90.0,3.0,5.0,2021-06-20
15,40.0,56.0,10.0,27.78,2021-06-20
55,32.0,41.0,1.0,3.85,2021-06-20
29,139.0,252.0,5.0,3.82,2021-06-20
08,51.0,71.0,0.0,0.0,2021-06-20
84,45.0,92.0,2.0,5.41,2021-06-20
50,84.0,112.0,3.0,3.85,2021-06-20
39,51.0,68.0,7.0,17.5,2021-06-20
76,202.0,409.0,9.0,4.95,2021-06-20
974,546.0,1250.0,0.0,0.0,2021-06-20
23,2.0,3.0,0.0,0.0,2021-06-20
07,49.0,72.0,0.0,0.0,2021-06-20
01,96.0,135.0,6.0,8.22,2021-06-20
977,0.0,3.0,0.0,0.0,2021-06-20
03,47.0,88.0,0.0,0.0,2021-06-20
25,62.0,115.0,8.0,13.79,2021-06-20
10,21.0,41.0,2.0,11.11,2021-06-20
90,27.0,50.0,1.0,3.85,2021-06-20
70,25.0,44.0,0.0,0.0,2021-06-20
83,181.0,276.0,7.0,5.93,2021-06-20
56,117.0,177.0,0.0,0.0,2021-06-20
52,33.0,41.0,2.0,33.33,2021-06-20
24,34.0,45.0,1.0,3.85,2021-06-20
19,36.0,57.0,1.0,4.17,2021-06-20
976,1.0,33.0,0.0,0.0,2021-06-20
978,9.0,69.0,0.0,0.0,2021-06-20
27,92.0,178.0,7.0,10.0,2021-06-20
71,77.0,119.0,1.0,1.61,2021-06-20
13,320.0,818.0,27.0,9.71,2021-06-20
79,44.0,62.0,9.0,31.03,2021-06-21
03,39.0,77.0,0.0,0.0,2021-06-21
65,28.0,48.0,1.0,4.76,2021-06-21
84,45.0,86.0,2.0,5.26,2021-06-21
60,112.0,222.0,11.0,13.41,2021-06-21
94,237.0,625.0,15.0,10.95,2021-06-21
75,371.0,1069.0,48.0,17.91,2021-06-21
12,69.0,87.0,1.0,1.56,2021-06-21
61,51.0,96.0,3.0,8.82,2021-06-21
43,43.0,66.0,0.0,0.0,2021-06-21
19,32.0,50.0,1.0,5.0,2021-06-21
70,20.0,41.0,0.0,0.0,2021-06-21
41,25.0,56.0,1.0,5.88,2021-06-21
64,166.0,258.0,41.0,25.47,2021-06-21
54,111.0,152.0,3.0,3.95,2021-06-21
66,122.0,158.0,10.0,9.17,2021-06-21
37,65.0,102.0,8.0,12.7,2021-06-21
30,61.0,97.0,2.0,3.92,2021-06-21
22,47.0,92.0,0.0,0.0,2021-06-21
52,30.0,38.0,1.0,14.29,2021-06-21
01,78.0,120.0,4.0,6.56,2021-06-21
32,14.0,32.0,4.0,33.33,2021-06-21
74,86.0,129.0,13.0,20.31,2021-06-21
46,16.0,28.0,0.0,0.0,2021-06-21
978,7.0,72.0,0.0,0.0,2021-06-21
89,59.0,82.0,0.0,0.0,2021-06-21
28,52.0,107.0,2.0,5.56,2021-06-21
87,35.0,50.0,1.0,4.35,2021-06-21
18,45.0,56.0,0.0,0.0,2021-06-21
92,200.0,568.0,32.0,19.28,2021-06-21
90,21.0,37.0,1.0,5.0,2021-06-21
73,46.0,82.0,2.0,5.41,2021-06-21
10,20.0,27.0,3.0,17.65,2021-06-21
16,23.0,27.0,0.0,0.0,2021-06-21
91,236.0,542.0,24.0,12.7,2021-06-21
977,0.0,3.0,0.0,0.0,2021-06-21
78,271.0,591.0,38.0,16.67,2021-06-21
69,422.0,699.0,40.0,13.33,2021-06-21
63,91.0,145.0,5.0,5.95,2021-06-21
59,463.0,816.0,25.0,5.98,2021-06-21
71,73.0,110.0,1.0,1.72,2021-06-21
77,183.0,452.0,9.0,9.0,2021-06-21
36,22.0,34.0,0.0,0.0,2021-06-21
85,32.0,47.0,4.0,14.29,2021-06-21
51,53.0,197.0,2.0,3.92,2021-06-21
31,356.0,593.0,26.0,9.29,2021-06-21
17,57.0,85.0,3.0,6.0,2021-06-21
86,56.0,71.0,6.0,12.5,2021-06-21
02,48.0,89.0,3.0,6.52,2021-06-21
76,181.0,375.0,16.0,9.76,2021-06-21
93,217.0,837.0,39.0,24.68,2021-06-21
08,49.0,70.0,0.0,0.0,2021-06-21
48,1.0,5.0,0.0,0.0,2021-06-21
29,137.0,258.0,7.0,5.38,2021-06-21
25,59.0,110.0,11.0,20.0,2021-06-21
40,131.0,285.0,107.0,82.31,2021-06-21
971,31.0,127.0,0.0,0.0,2021-06-21
44,180.0,304.0,8.0,6.3,2021-06-21
972,58.0,109.0,1.0,2.04,2021-06-21
23,2.0,3.0,0.0,0.0,2021-06-21
55,28.0,32.0,1.0,4.0,2021-06-21
2A,9.0,25.0,0.0,0.0,2021-06-21
14,90.0,177.0,5.0,7.58,2021-06-21
27,67.0,142.0,6.0,10.53,2021-06-21
53,64.0,83.0,0.0,0.0,2021-06-21
33,370.0,471.0,46.0,13.81,2021-06-21
35,117.0,180.0,3.0,4.29,2021-06-21
38,154.0,265.0,38.0,29.23,2021-06-21
04,10.0,23.0,0.0,0.0,2021-06-21
21,108.0,146.0,3.0,5.56,2021-06-21
88,49.0,101.0,1.0,2.7,2021-06-21
57,169.0,217.0,0.0,0.0,2021-06-21
68,155.0,222.0,5.0,4.31,2021-06-21
05,5.0,24.0,0.0,0.0,2021-06-21
13,287.0,716.0,22.0,8.87,2021-06-21
15,20.0,26.0,4.0,21.05,2021-06-21
82,49.0,74.0,2.0,5.56,2021-06-21
34,189.0,302.0,10.0,7.58,2021-06-21
2B,5.0,15.0,1.0,25.0,2021-06-21
39,40.0,52.0,6.0,17.65,2021-06-21
974,537.0,1261.0,0.0,0.0,2021-06-21
50,93.0,116.0,3.0,3.45,2021-06-21
09,6.0,16.0,0.0,0.0,2021-06-21
49,95.0,123.0,4.0,5.48,2021-06-21
26,39.0,66.0,1.0,3.33,2021-06-21
42,148.0,262.0,5.0,4.03,2021-06-21
67,260.0,389.0,63.0,37.5,2021-06-21
72,90.0,99.0,1.0,1.89,2021-06-21
83,163.0,250.0,8.0,6.61,2021-06-21
07,46.0,61.0,0.0,0.0,2021-06-21
06,134.0,249.0,25.0,33.33,2021-06-21
47,47.0,104.0,2.0,5.0,2021-06-21
973,375.0,992.0,0.0,0.0,2021-06-21
56,119.0,183.0,1.0,1.04,2021-06-21
45,127.0,201.0,9.0,10.23,2021-06-21
58,13.0,18.0,0.0,0.0,2021-06-21
976,1.0,35.0,0.0,0.0,2021-06-21
81,81.0,120.0,4.0,5.97,2021-06-21
80,82.0,153.0,31.0,41.33,2021-06-21
24,27.0,37.0,0.0,0.0,2021-06-21
95,202.0,548.0,16.0,10.26,2021-06-21
62,203.0,369.0,27.0,15.0,2021-06-21
11,21.0,51.0,0.0,0.0,2021-06-21
10,16.0,28.0,2.0,15.38,2021-06-22
25,49.0,100.0,12.0,27.27,2021-06-22
08,50.0,67.0,1.0,2.27,2021-06-22
51,51.0,184.0,1.0,2.04,2021-06-22
68,132.0,187.0,4.0,4.17,2021-06-22
21,95.0,128.0,2.0,4.26,2021-06-22
67,263.0,395.0,62.0,36.05,2021-06-22
57,148.0,185.0,2.0,4.08,2021-06-22
06,130.0,232.0,31.0,38.75,2021-06-22
89,54.0,73.0,1.0,3.85,2021-06-22
32,19.0,38.0,6.0,33.33,2021-06-22
74,76.0,119.0,13.0,22.41,2021-06-22
56,134.0,181.0,5.0,4.63,2021-06-22
05,5.0,25.0,0.0,0.0,2021-06-22
18,39.0,50.0,0.0,0.0,2021-06-22
91,226.0,530.0,25.0,13.51,2021-06-22
