dep,datetime,hosp_pour_100k,rea_pour_100k,tx_incidence,tx_positivite,taux_occupation_sae
50,2020-09-07,2.2,0.2,,,
49,2020-09-07,3.2,0.7,,,
24,2020-09-07,1.0,0.2,,,
23,2020-09-07,0.0,0.0,,,
22,2020-09-07,0.5,0.0,,,
21,2020-09-07,1.5,0.4,,,
19,2020-09-07,1.7,0.4,,,
18,2020-09-07,3.0,0.0,,,
17,2020-09-07,0.8,0.2,,,
16,2020-09-07,0.3,0.0,,,
15,2020-09-07,4.1,1.4,25.9,2.22,8.4
14,2020-09-07,0.1,0.0,38.8,2.3,1.2
25,2020-09-07,0.7,0.4,,,
13,2020-09-07,17.2,3.1,221.2,6.66,18.9
11,2020-09-07,1.9,0.3,48.8,3.15,7.4
10,2020-09-07,3.9,0.0,22.6,1.75,2.8
09,2020-09-07,0.7,0.7,42.0,2.94,7.4
08,2020-09-07,1.1,0.0,26.4,1.7,2.8
07,2020-09-07,4.0,0.3,29.7,2.75,8.4
06,2020-09-07,8.4,1.0,139.9,6.04,18.9
05,2020-09-07,2.8,0.7,38.8,3.49,18.9
04,2020-09-07,2.4,0.0,47.2,2.72,18.9
03,2020-09-07,0.9,0.0,26.0,2.01,8.4
02,2020-09-07,7.1,0.2,23.2,2.84,8.9
12,2020-09-07,2.1,0.0,56.4,2.8,7.4
26,2020-09-07,1.2,0.2,,,
01,2020-09-07,4.2,0.3,69.0,5.0,8.4
28,2020-09-07,2.1,0.2,,,
48,2020-09-07,0.0,0.0,,,
47,2020-09-07,3.6,0.6,,,
46,2020-09-07,0.0,0.0,,,
45,2020-09-07,3.7,1.0,,,
44,2020-09-07,1.4,0.3,,,
43,2020-09-07,0.9,0.4,,,
27,2020-09-07,2.7,0.0,,,
41,2020-09-07,2.7,0.0,,,
40,2020-09-07,0.5,0.0,,,
39,2020-09-07,0.8,0.0,,,
38,2020-09-07,3.7,0.4,,,
42,2020-09-07,6.4,0.4,,,
36,2020-09-07,1.3,0.4,,,
35,2020-09-07,3.4,0.4,,,
34,2020-09-07,4.5,1.1,,,
33,2020-09-07,4.9,1.3,,,
32,2020-09-07,2.1,0.5,,,
31,2020-09-07,5.4,0.6,,,
30,2020-09-07,2.7,0.8,,,
2B,2020-09-07,7.9,1.1,,,
2A,2020-09-07,2.5,0.0,,,
29,2020-09-07,1.0,0.1,,,
37,2020-09-07,1.8,0.7,,,
66,2020-09-08,1.7,0.4,,,
67,2020-09-08,5.2,0.4,,,
68,2020-09-08,9.0,0.7,,,
69,2020-09-08,11.1,1.8,,,
74,2020-09-08,3.6,0.0,,,
71,2020-09-08,1.3,0.5,,,
72,2020-09-08,3.7,0.2,,,
73,2020-09-08,2.8,0.9,,,
70,2020-09-08,0.8,0.0,,,
65,2020-09-08,1.8,0.0,,,
53,2020-09-08,2.6,0.7,,,
63,2020-09-08,3.2,0.2,,,
62,2020-09-08,5.9,0.7,,,
61,2020-09-08,2.8,0.4,,,
60,2020-09-08,14.7,0.5,,,
59,2020-09-08,5.2,0.8,,,
58,2020-09-08,1.9,0.0,,,
57,2020-09-08,7.9,0.2,,,
56,2020-09-08,1.9,0.1,,,
55,2020-09-08,1.1,0.0,,,
54,2020-09-08,4.9,0.1,,,
75,2020-09-08,14.5,2.4,,,
64,2020-09-08,0.9,0.1,,,
76,2020-09-08,2.9,0.2,,,
88,2020-09-08,3.3,0.0,,,
78,2020-09-08,16.8,1.0,,,
52,2020-09-08,3.4,0.0,,,
976,2020-09-08,1.6,0.4,,,
974,2020-09-08,8.6,1.5,,,
973,2020-09-08,22.0,3.3,,,
972,2020-09-08,3.8,1.6,,,
971,2020-09-08,10.0,4.1,,,
95,2020-09-08,17.7,1.1,,,
94,2020-09-08,21.8,1.2,,,
93,2020-09-08,22.8,1.9,,,
92,2020-09-08,32.9,2.4,,,
77,2020-09-08,10.7,1.3,,,
91,2020-09-08,16.7,1.3,,,
89,2020-09-08,2.4,0.3,,,
87,2020-09-08,1.6,0.3,,,
86,2020-09-08,0.9,0.0,,,
85,2020-09-08,1.2,0.3,,,
84,2020-09-08,7.7,1.4,,,
83,2020-09-08,5.1,0.4,,,
82,2020-09-08,1.5,0.4,,,
81,2020-09-08,2.1,0.5,,,
80,2020-09-08,6.8,0.3,,,
79,2020-09-08,0.0,0.0,,,
90,2020-09-08,1.4,0.0,,,
51,2020-09-08,5.4,0.5,,,
50,2020-09-08,2.0,0.4,,,
49,2020-09-08,3.7,0.7,,,
24,2020-09-08,1.0,0.2,,,
23,2020-09-08,1.7,0.0,,,
22,2020-09-08,0.5,0.0,,,
21,2020-09-08,1.5,0.4,,,
19,2020-09-08,2.1,0.4,,,
18,2020-09-08,5.9,0.0,,,
17,2020-09-08,0.8,0.2,,,
16,2020-09-08,0.3,0.0,,,
15,2020-09-08,5.5,1.4,24.5,2.05,9.7
14,2020-09-08,0.6,0.3,41.9,2.29,2.9
25,2020-09-08,0.9,0.4,,,
13,2020-09-08,17.1,3.5,226.0,6.75,20.7
11,2020-09-08,1.9,0.3,46.4,2.7,8.2
10,2020-09-08,4.5,0.0,26.8,2.07,3.4
09,2020-09-08,0.7,0.7,47.2,3.11,8.2
08,2020-09-08,1.5,0.0,28.6,1.88,3.4
07,2020-09-08,3.4,0.3,32.1,2.9,9.7
06,2020-09-08,9.0,1.0,147.4,6.31,20.7
05,2020-09-08,2.8,0.7,40.2,3.51,20.7
04,2020-09-08,3.1,0.0,45.4,2.75,20.7
03,2020-09-08,0.6,0.0,28.4,2.04,9.7
02,2020-09-08,7.5,0.4,22.4,2.47,8.9
12,2020-09-08,2.5,0.0,59.6,2.96,8.2
26,2020-09-08,1.4,0.2,,,
01,2020-09-08,4.7,0.2,71.8,4.95,9.7
28,2020-09-08,2.3,0.2,,,
48,2020-09-08,2.6,0.0,,,
47,2020-09-08,3.6,0.6,,,
46,2020-09-08,0.0,0.0,,,
45,2020-09-08,3.4,1.0,,,
44,2020-09-08,1.4,0.3,,,
43,2020-09-08,0.9,0.4,,,
27,2020-09-08,2.7,0.0,,,
41,2020-09-08,2.1,0.0,,,
40,2020-09-08,0.2,0.0,,,
39,2020-09-08,0.8,0.0,,,
38,2020-09-08,3.5,0.5,,,
42,2020-09-08,6.6,0.5,,,
36,2020-09-08,1.3,0.4,,,
35,2020-09-08,3.7,0.5,,,
34,2020-09-08,6.0,1.5,,,
33,2020-09-08,6.4,1.3,,,
32,2020-09-08,2.1,0.5,,,
31,2020-09-08,4.6,0.5,,,
30,2020-09-08,2.6,0.9,,,
2B,2020-09-08,7.3,0.6,,,
2A,2020-09-08,1.9,0.0,,,
29,2020-09-08,1.1,0.2,,,
37,2020-09-08,2.6,0.8,,,
66,2020-09-09,2.1,0.6,,,
67,2020-09-09,4.5,0.6,,,
68,2020-09-09,8.9,0.7,,,
69,2020-09-09,12.2,1.8,,,
74,2020-09-09,3.8,0.2,,,
71,2020-09-09,1.4,0.2,,,
72,2020-09-09,3.7,0.2,,,
73,2020-09-09,2.8,0.9,,,
70,2020-09-09,0.8,0.0,,,
65,2020-09-09,2.2,0.4,,,
53,2020-09-09,3.3,0.3,,,
63,2020-09-09,3.2,0.2,,,
62,2020-09-09,6.2,0.8,,,
61,2020-09-09,2.8,0.4,,,
60,2020-09-09,13.5,0.5,,,
59,2020-09-09,5.3,0.7,,,
58,2020-09-09,1.9,0.0,,,
57,2020-09-09,7.7,0.2,,,
56,2020-09-09,1.7,0.1,,,
55,2020-09-09,1.1,0.0,,,
54,2020-09-09,5.6,0.1,,,
75,2020-09-09,14.9,2.5,,,
64,2020-09-09,1.0,0.1,,,
76,2020-09-09,3.3,0.2,,,
88,2020-09-09,3.5,0.0,,,
78,2020-09-09,16.4,1.0,,,
52,2020-09-09,3.4,0.0,,,
976,2020-09-09,1.2,0.4,,,
974,2020-09-09,8.3,1.5,,,
973,2020-09-09,18.2,3.3,,,
972,2020-09-09,3.8,1.6,,,
971,2020-09-09,10.8,4.4,,,
95,2020-09-09,17.7,1.0,,,
94,2020-09-09,21.3,0.9,,,
93,2020-09-09,23.0,2.2,,,
92,2020-09-09,32.6,2.5,,,
77,2020-09-09,10.8,1.3,,,
91,2020-09-09,16.9,1.3,,,
89,2020-09-09,2.4,0.3,,,
87,2020-09-09,1.6,0.3,,,
86,2020-09-09,0.9,0.0,,,
85,2020-09-09,1.3,0.3,,,
84,2020-09-09,7.0,1.1,,,
83,2020-09-09,5.9,0.4,,,
82,2020-09-09,1.9,0.4,,,
81,2020-09-09,2.3,0.3,,,
80,2020-09-09,6.5,0.2,,,
79,2020-09-09,0.0,0.0,,,
90,2020-09-09,1.4,0.0,,,
51,2020-09-09,5.3,0.5,,,
50,2020-09-09,1.8,0.4,,,
49,2020-09-09,3.8,1.0,,,
24,2020-09-09,1.0,0.2,,,
23,2020-09-09,1.7,0.0,,,
22,2020-09-09,0.5,0.0,,,
21,2020-09-09,1.3,0.4,,,
19,2020-09-09,2.1,0.4,,,
18,2020-09-09,5.9,0.0,,,
17,2020-09-09,0.8,0.2,,,
16,2020-09-09,0.3,0.0,,,
15,2020-09-09,5.5,1.4,24.5,1.96,10.7
14,2020-09-09,0.9,0.4,51.8,2.64,3.3
25,2020-09-09,1.1,0.4,,,
13,2020-09-09,17.4,3.8,230.1,6.89,22.6
11,2020-09-09,1.6,0.3,47.0,2.61,8.4
10,2020-09-09,5.2,0.0,31.6,2.3,3.9
09,2020-09-09,0.7,0.7,46.6,2.95,8.4
08,2020-09-09,1.5,0.0,26.7,1.73,3.9
07,2020-09-09,3.4,0.3,33.4,2.88,10.7
06,2020-09-09,9.0,1.4,155.8,6.62,22.6
05,2020-09-09,5.0,1.4,47.3,3.97,22.6
04,2020-09-09,1.8,0.0,43.6,2.68,22.6
03,2020-09-09,1.5,0.0,27.8,1.96,10.7
02,2020-09-09,8.0,0.4,24.9,2.67,8.4
12,2020-09-09,2.1,0.0,62.5,3.07,8.4
26,2020-09-09,1.4,0.4,,,
01,2020-09-09,4.5,0.2,71.7,4.8,10.7
28,2020-09-09,2.1,0.2,,,
48,2020-09-09,3.9,0.0,,,
47,2020-09-09,4.2,1.2,,,
46,2020-09-09,0.0,0.0,,,
45,2020-09-09,3.2,1.0,,,
44,2020-09-09,1.3,0.3,,,
43,2020-09-09,0.9,0.4,,,
27,2020-09-09,2.8,0.0,,,
41,2020-09-09,1.8,0.0,,,
40,2020-09-09,0.2,0.0,,,
39,2020-09-09,0.8,0.0,,,
38,2020-09-09,3.7,0.5,,,
42,2020-09-09,7.7,0.8,,,
36,2020-09-09,1.3,0.4,,,
35,2020-09-09,4.0,0.4,,,
34,2020-09-09,6.0,1.6,,,
33,2020-09-09,6.2,1.5,,,
32,2020-09-09,2.6,0.5,,,
31,2020-09-09,4.4,0.4,,,
30,2020-09-09,3.0,0.9,,,
2B,2020-09-09,6.8,0.6,,,
2A,2020-09-09,1.9,0.0,,,
29,2020-09-09,1.2,0.3,,,
37,2020-09-09,2.3,0.8,,,
65,2020-09-10,2.6,0.0,,,
66,2020-09-10,2.3,0.6,,,
67,2020-09-10,4.6,0.6,,,
68,2020-09-10,8.4,0.8,,,
73,2020-09-10,2.8,1.2,,,
70,2020-09-10,0.8,0.0,,,
71,2020-09-10,1.8,0.0,,,
72,2020-09-10,4.1,0.2,,,
69,2020-09-10,12.6,2.1,,,
64,2020-09-10,1.5,0.3,,,
52,2020-09-10,3.4,0.0,,,
62,2020-09-10,6.2,0.8,,,
61,2020-09-10,2.8,0.4,,,
60,2020-09-10,13.7,0.5,,,
59,2020-09-10,5.7,0.8,,,
58,2020-09-10,1.9,0.0,,,
57,2020-09-10,7.5,0.2,,,
56,2020-09-10,2.5,0.3,,,
55,2020-09-10,1.1,0.0,,,
54,2020-09-10,5.6,0.1,,,
53,2020-09-10,3.3,0.3,,,
74,2020-09-10,3.7,0.2,,,
63,2020-09-10,3.4,0.5,,,
75,2020-09-10,15.2,2.5,,,
87,2020-09-10,2.1,0.3,,,
77,2020-09-10,11.0,1.3,,,
51,2020-09-10,5.3,0.5,,,
974,2020-09-10,8.1,1.4,,,
973,2020-09-10,17.1,2.6,,,
972,2020-09-10,3.5,1.1,,,
971,2020-09-10,14.1,4.4,,,
95,2020-09-10,17.7,1.0,,,
94,2020-09-10,21.0,0.7,,,
93,2020-09-10,23.8,2.3,,,
92,2020-09-10,32.7,2.5,,,
91,2020-09-10,16.9,1.2,,,
76,2020-09-10,4.0,0.6,,,
90,2020-09-10,3.5,0.7,,,
88,2020-09-10,3.5,0.0,,,
86,2020-09-10,0.9,0.0,,,
85,2020-09-10,1.3,0.3,,,
84,2020-09-10,8.0,1.1,,,
83,2020-09-10,4.8,0.3,,,
82,2020-09-10,1.5,0.4,,,
81,2020-09-10,2.3,0.5,,,
80,2020-09-10,6.5,0.2,,,
79,2020-09-10,0.0,0.0,,,
78,2020-09-10,16.8,1.0,,,
89,2020-09-10,2.7,0.3,,,
50,2020-09-10,2.4,0.4,,,
976,2020-09-10,1.2,0.4,,,
48,2020-09-10,3.9,0.0,,,
23,2020-09-10,1.7,0.0,,,
22,2020-09-10,0.5,0.0,,,
21,2020-09-10,1.3,0.6,,,
19,2020-09-10,2.1,0.4,,,
18,2020-09-10,5.9,0.0,,,
17,2020-09-10,0.8,0.2,,,
16,2020-09-10,0.3,0.0,,,
15,2020-09-10,5.5,1.4,32.2,2.46,12.2
14,2020-09-10,1.0,0.3,58.4,2.71,5.0
13,2020-09-10,17.2,4.0,231.2,6.78,23.3
24,2020-09-10,1.0,0.2,,,
12,2020-09-10,2.9,0.0,73.6,3.42,8.6
10,2020-09-10,5.2,0.0,35.5,2.41,4.1
09,2020-09-10,2.0,0.0,39.4,2.33,8.6
08,2020-09-10,1.5,0.0,29.4,1.83,4.1
07,2020-09-10,4.0,0.3,31.2,2.58,12.2
06,2020-09-10,8.6,1.4,156.4,6.55,23.3
05,2020-09-10,5.0,1.4,52.9,4.46,23.3
04,2020-09-10,2.4,0.0,43.0,2.67,23.3
03,2020-09-10,1.8,0.3,28.7,1.99,12.2
02,2020-09-10,7.9,0.4,28.9,2.68,8.9
01,2020-09-10,4.5,0.2,72.0,4.54,12.2
11,2020-09-10,1.4,0.3,44.3,2.37,8.6
25,2020-09-10,1.3,0.4,,,
49,2020-09-10,3.9,1.0,,,
27,2020-09-10,2.8,0.0,,,
47,2020-09-10,4.2,1.2,,,
46,2020-09-10,0.0,0.0,,,
45,2020-09-10,3.8,0.9,,,
44,2020-09-10,1.5,0.3,,,
43,2020-09-10,0.9,0.4,,,
42,2020-09-10,8.0,0.8,,,
26,2020-09-10,1.8,0.4,,,
40,2020-09-10,0.2,0.0,,,
39,2020-09-10,0.8,0.0,,,
38,2020-09-10,3.6,0.5,,,
37,2020-09-10,2.1,0.8,,,
41,2020-09-10,1.5,0.0,,,
35,2020-09-10,4.3,0.2,,,
34,2020-09-10,6.2,1.7,,,
33,2020-09-10,6.2,1.6,,,
32,2020-09-10,2.6,0.5,,,
31,2020-09-10,4.6,0.6,,,
30,2020-09-10,3.4,0.8,,,
2B,2020-09-10,4.5,0.6,,,
2A,2020-09-10,2.5,0.0,,,
29,2020-09-10,1.3,0.3,,,
28,2020-09-10,2.1,0.2,,,
36,2020-09-10,1.3,0.4,,,
66,2020-09-11,2.3,0.4,,,
67,2020-09-11,4.3,0.6,,,
68,2020-09-11,7.5,0.8,,,
69,2020-09-11,13.4,2.0,,,
74,2020-09-11,4.0,0.2,,,
71,2020-09-11,2.3,0.2,,,
72,2020-09-11,3.7,0.2,,,
73,2020-09-11,3.2,1.2,,,
70,2020-09-11,0.8,0.0,,,
65,2020-09-11,3.1,0.0,,,
53,2020-09-11,2.9,0.0,,,
63,2020-09-11,3.4,0.5,,,
62,2020-09-11,5.9,0.8,,,
61,2020-09-11,3.2,0.4,,,
60,2020-09-11,13.9,0.5,,,
59,2020-09-11,5.0,0.8,,,
58,2020-09-11,1.9,0.0,,,
57,2020-09-11,5.5,0.0,,,
56,2020-09-11,3.9,0.1,,,
55,2020-09-11,0.5,0.0,,,
54,2020-09-11,5.6,0.1,,,
75,2020-09-11,15.3,2.4,,,
64,2020-09-11,1.8,0.3,,,
76,2020-09-11,4.2,0.6,,,
88,2020-09-11,3.3,0.0,,,
78,2020-09-11,16.5,1.0,,,
52,2020-09-11,4.0,0.0,,,
976,2020-09-11,1.2,0.0,,,
974,2020-09-11,9.1,1.4,,,
973,2020-09-11,17.1,2.6,,,
972,2020-09-11,3.2,1.1,,,
971,2020-09-11,14.3,4.9,,,
95,2020-09-11,17.4,1.1,,,
94,2020-09-11,21.8,0.9,,,
93,2020-09-11,24.4,2.3,,,
92,2020-09-11,33.4,2.5,,,
77,2020-09-11,9.9,1.4,,,
91,2020-09-11,17.1,1.2,,,
89,2020-09-11,2.4,0.3,,,
87,2020-09-11,1.9,0.3,,,
86,2020-09-11,0.9,0.2,,,
85,2020-09-11,1.2,0.3,,,
84,2020-09-11,7.9,0.9,,,
83,2020-09-11,4.7,0.3,,,
82,2020-09-11,1.9,0.4,,,
81,2020-09-11,2.1,0.8,,,
80,2020-09-11,6.3,0.2,,,
79,2020-09-11,0.3,0.0,,,
90,2020-09-11,3.5,0.7,,,
51,2020-09-11,5.3,0.5,,,
50,2020-09-11,2.4,0.4,,,
49,2020-09-11,3.8,1.0,,,
24,2020-09-11,1.0,0.2,,,
23,2020-09-11,1.7,0.0,,,
22,2020-09-11,0.8,0.0,,,
21,2020-09-11,1.1,0.6,,,
19,2020-09-11,2.9,0.4,,,
18,2020-09-11,6.2,0.0,,,
17,2020-09-11,0.8,0.2,,,
16,2020-09-11,0.3,0.0,,,
15,2020-09-11,7.6,1.4,28.7,2.05,12.0
14,2020-09-11,1.7,0.4,63.9,2.9,5.8
25,2020-09-11,1.1,0.4,,,
13,2020-09-11,18.7,4.4,229.1,6.62,25.2
11,2020-09-11,1.1,0.3,42.4,2.16,9.1
10,2020-09-11,3.9,0.0,35.5,2.47,3.7
09,2020-09-11,2.6,0.0,41.3,2.32,9.1
08,2020-09-11,2.2,0.0,24.5,1.42,3.7
07,2020-09-11,4.3,0.3,31.5,2.55,12.0
06,2020-09-11,8.5,1.4,158.5,6.5,25.2
05,2020-09-11,4.2,2.1,50.1,4.02,25.2
04,2020-09-11,1.2,0.0,42.4,2.38,25.2
03,2020-09-11,2.4,0.3,29.3,1.94,12.0
02,2020-09-11,7.3,0.4,33.8,3.01,9.1
12,2020-09-11,2.9,0.0,73.6,3.26,9.1
26,2020-09-11,2.0,0.4,,,
01,2020-09-11,4.5,0.2,75.4,4.57,12.0
28,2020-09-11,2.1,0.2,,,
48,2020-09-11,3.9,0.0,,,
47,2020-09-11,3.9,1.2,,,
46,2020-09-11,0.0,0.0,,,
45,2020-09-11,3.8,0.7,,,
44,2020-09-11,1.6,0.3,,,
43,2020-09-11,0.9,0.4,,,
27,2020-09-11,4.2,0.0,,,
41,2020-09-11,1.5,0.0,,,
40,2020-09-11,0.2,0.0,,,
39,2020-09-11,0.8,0.0,,,
38,2020-09-11,3.9,0.6,,,
42,2020-09-11,8.1,0.8,,,
36,2020-09-11,1.3,0.4,,,
35,2020-09-11,5.0,0.3,,,
34,2020-09-11,6.1,1.7,,,
33,2020-09-11,6.3,1.7,,,
32,2020-09-11,3.1,0.5,,,
31,2020-09-11,4.8,0.7,,,
30,2020-09-11,3.2,0.8,,,
2B,2020-09-11,4.5,1.1,,,
2A,2020-09-11,3.8,0.6,,,
29,2020-09-11,1.2,0.3,,,
37,2020-09-11,2.1,0.8,,,
65,2020-09-12,3.1,0.0,,,
66,2020-09-12,2.3,0.4,,,
67,2020-09-12,4.3,0.6,,,
68,2020-09-12,7.1,0.8,,,
73,2020-09-12,3.7,1.4,,,
70,2020-09-12,0.8,0.0,,,
71,2020-09-12,2.7,0.2,,,
72,2020-09-12,3.7,0.2,,,
69,2020-09-12,13.9,2.1,,,
64,2020-09-12,1.8,0.3,,,
52,2020-09-12,4.0,0.0,,,
62,2020-09-12,6.2,0.9,,,
61,2020-09-12,3.2,0.4,,,
60,2020-09-12,14.1,0.4,,,
59,2020-09-12,5.0,0.8,,,
58,2020-09-12,1.9,0.0,,,
57,2020-09-12,4.9,0.0,,,
56,2020-09-12,3.9,0.1,,,
55,2020-09-12,0.5,0.0,,,
54,2020-09-12,5.5,0.1,,,
53,2020-09-12,3.3,0.0,,,
74,2020-09-12,3.6,0.2,,,
63,2020-09-12,3.4,0.5,,,
75,2020-09-12,15.2,2.5,,,
87,2020-09-12,2.4,0.5,,,
77,2020-09-12,8.8,1.2,,,
51,2020-09-12,5.3,0.5,,,
974,2020-09-12,7.6,1.5,,,
973,2020-09-12,14.1,2.6,,,
972,2020-09-12,3.2,1.1,,,
971,2020-09-12,16.4,5.1,,,
95,2020-09-12,17.7,1.1,,,
94,2020-09-12,21.7,1.0,,,
93,2020-09-12,25.4,2.5,,,
92,2020-09-12,33.0,2.5,,,
91,2020-09-12,17.2,1.2,,,
76,2020-09-12,4.3,0.6,,,
90,2020-09-12,3.5,0.7,,,
88,2020-09-12,3.3,0.0,,,
86,2020-09-12,0.7,0.2,,,
85,2020-09-12,1.2,0.3,,,
84,2020-09-12,7.7,0.9,,,
83,2020-09-12,5.2,0.4,,,
82,2020-09-12,1.9,0.4,,,
81,2020-09-12,2.1,0.8,,,
80,2020-09-12,5.8,0.3,,,
79,2020-09-12,0.3,0.0,,,
78,2020-09-12,16.6,1.1,,,
89,2020-09-12,2.4,0.3,,,
50,2020-09-12,2.6,0.4,,,
976,2020-09-12,1.2,0.0,,,
48,2020-09-12,3.9,0.0,,,
23,2020-09-12,1.7,0.0,,,
22,2020-09-12,0.8,0.0,,,
21,2020-09-12,1.1,0.6,,,
19,2020-09-12,3.3,0.8,,,
18,2020-09-12,6.6,0.3,,,
17,2020-09-12,0.8,0.2,,,
16,2020-09-12,0.9,0.0,,,
15,2020-09-12,7.6,1.4,30.1,2.04,12.5
14,2020-09-12,2.0,0.4,69.7,3.11,5.8
13,2020-09-12,18.6,4.8,235.5,6.63,27.0
24,2020-09-12,1.0,0.2,,,
12,2020-09-12,2.9,0.0,61.1,2.67,9.3
10,2020-09-12,3.9,0.0,38.7,2.58,3.7
09,2020-09-12,2.6,0.0,38.1,2.12,9.3
08,2020-09-12,2.2,0.0,26.0,1.48,3.7
07,2020-09-12,4.9,0.3,32.7,2.59,12.5
06,2020-09-12,9.0,1.4,157.1,6.43,27.0
05,2020-09-12,3.5,1.4,48.0,3.9,27.0
04,2020-09-12,1.2,0.0,50.2,2.7,27.0
03,2020-09-12,2.4,0.3,30.2,1.88,12.5
02,2020-09-12,7.3,0.4,36.5,3.14,9.4
01,2020-09-12,4.7,0.2,75.8,4.59,12.5
11,2020-09-12,1.4,0.3,40.8,2.04,9.3
25,2020-09-12,1.1,0.4,,,
49,2020-09-12,3.8,1.1,,,
27,2020-09-12,4.2,0.0,,,
47,2020-09-12,3.9,1.2,,,
46,2020-09-12,0.0,0.0,,,
45,2020-09-12,4.3,0.9,,,
44,2020-09-12,1.6,0.3,,,
43,2020-09-12,0.9,0.4,,,
42,2020-09-12,9.7,0.8,,,
26,2020-09-12,1.8,0.4,,,
40,2020-09-12,0.2,0.0,,,
39,2020-09-12,0.8,0.0,,,
38,2020-09-12,3.9,0.6,,,
37,2020-09-12,2.1,0.8,,,
41,2020-09-12,1.8,0.0,,,
35,2020-09-12,5.4,0.3,,,
34,2020-09-12,5.8,1.7,,,
33,2020-09-12,6.6,1.7,,,
32,2020-09-12,4.7,0.5,,,
31,2020-09-12,4.9,0.8,,,
30,2020-09-12,3.9,0.8,,,
2B,2020-09-12,4.5,1.1,,,
2A,2020-09-12,3.8,0.6,,,
29,2020-09-12,1.4,0.4,,,
28,2020-09-12,2.1,0.2,,,
36,2020-09-12,1.3,0.4,,,
65,2020-09-13,3.1,0.0,,,
66,2020-09-13,2.3,0.4,,,
67,2020-09-13,4.3,0.6,,,
68,2020-09-13,7.1,0.8,,,
73,2020-09-13,3.7,1.4,,,
70,2020-09-13,0.8,0.0,,,
71,2020-09-13,2.3,0.2,,,
72,2020-09-13,3.7,0.2,,,
69,2020-09-13,14.2,2.1,,,
64,2020-09-13,1.8,0.3,,,
52,2020-09-13,4.0,0.0,,,
62,2020-09-13,6.3,0.9,,,
61,2020-09-13,3.2,0.4,,,
60,2020-09-13,14.1,0.4,,,
59,2020-09-13,5.0,0.8,,,
58,2020-09-13,1.9,0.0,,,
57,2020-09-13,4.9,0.0,,,
56,2020-09-13,4.4,0.1,,,
55,2020-09-13,0.5,0.0,,,
54,2020-09-13,5.5,0.1,,,
53,2020-09-13,3.3,0.0,,,
74,2020-09-13,3.6,0.2,,,
63,2020-09-13,3.4,0.5,,,
75,2020-09-13,15.6,2.7,,,
87,2020-09-13,3.2,0.5,,,
77,2020-09-13,8.6,1.1,,,
51,2020-09-13,5.3,0.5,,,
974,2020-09-13,8.0,1.5,,,
973,2020-09-13,14.1,2.6,,,
972,2020-09-13,3.2,1.1,,,
971,2020-09-13,16.4,5.1,,,
95,2020-09-13,17.7,1.1,,,
94,2020-09-13,21.9,1.0,,,
93,2020-09-13,25.5,2.6,,,
92,2020-09-13,33.3,2.5,,,
91,2020-09-13,17.3,1.2,,,
76,2020-09-13,4.3,0.6,,,
90,2020-09-13,3.5,0.7,,,
88,2020-09-13,3.3,0.0,,,
86,2020-09-13,0.7,0.2,,,
85,2020-09-13,1.2,0.3,,,
84,2020-09-13,7.5,0.9,,,
83,2020-09-13,5.1,0.4,,,
82,2020-09-13,1.9,0.4,,,
81,2020-09-13,2.1,0.8,,,
80,2020-09-13,5.8,0.3,,,
79,2020-09-13,0.3,0.0,,,
78,2020-09-13,16.6,1.1,,,
89,2020-09-13,2.4,0.3,,,
50,2020-09-13,2.6,0.6,,,
976,2020-09-13,1.2,0.0,,,
48,2020-09-13,3.9,0.0,,,
23,2020-09-13,1.7,0.0,,,
22,2020-09-13,0.8,0.0,,,
21,2020-09-13,1.1,0.6,,,
19,2020-09-13,3.3,0.8,,,
18,2020-09-13,6.9,0.3,,,
17,2020-09-13,0.8,0.2,,,
16,2020-09-13,0.9,0.0,,,
15,2020-09-13,6.9,1.4,30.1,2.03,12.9
14,2020-09-13,2.0,0.4,68.4,3.08,6.2
13,2020-09-13,18.5,4.9,238.2,6.66,26.7
24,2020-09-13,1.0,0.2,,,
12,2020-09-13,2.9,0.0,60.7,2.63,9.3
10,2020-09-13,3.9,0.0,41.0,2.68,3.7
09,2020-09-13,2.6,0.0,38.1,2.13,9.3
08,2020-09-13,1.8,0.0,26.4,1.46,3.7
07,2020-09-13,4.9,0.3,32.4,2.57,12.9
06,2020-09-13,9.1,1.2,156.6,6.42,26.7
05,2020-09-13,4.2,1.4,48.7,3.95,26.7
04,2020-09-13,1.2,0.0,50.8,2.72,26.7
03,2020-09-13,3.0,0.6,30.8,1.86,12.9
02,2020-09-13,7.3,0.4,36.9,3.15,9.4
01,2020-09-13,4.7,0.2,76.1,4.63,12.9
11,2020-09-13,1.4,0.3,40.5,2.03,9.3
25,2020-09-13,1.1,0.4,,,
49,2020-09-13,3.8,1.1,,,
27,2020-09-13,4.2,0.0,,,
47,2020-09-13,4.5,1.5,,,
46,2020-09-13,0.0,0.0,,,
45,2020-09-13,4.3,0.9,,,
44,2020-09-13,1.6,0.3,,,
43,2020-09-13,0.9,0.4,,,
42,2020-09-13,10.0,0.9,,,
26,2020-09-13,1.8,0.4,,,
40,2020-09-13,0.2,0.0,,,
39,2020-09-13,0.8,0.0,,,
38,2020-09-13,3.9,0.6,,,
37,2020-09-13,2.1,0.8,,,
41,2020-09-13,1.8,0.0,,,
35,2020-09-13,5.4,0.3,,,
34,2020-09-13,6.4,1.6,,,
33,2020-09-13,7.0,1.6,,,
