dep,datetime,hosp_pour_100k,rea_pour_100k,tx_incidence,tx_positivite,taux_occupation_sae
40,2021-03-20,12.3,1.5,,,
39,2021-03-20,30.0,2.7,,,
38,2021-03-20,48.1,5.6,,,
37,2021-03-20,31.8,6.9,,,
41,2021-03-20,45.2,2.4,,,
35,2021-03-20,29.8,3.1,,,
34,2021-03-20,18.8,5.6,,,
33,2021-03-20,25.1,6.0,,,
32,2021-03-20,19.4,1.6,,,
31,2021-03-20,22.5,4.9,,,
30,2021-03-20,27.0,6.6,,,
2B,2021-03-20,49.0,4.5,,,
2A,2021-03-20,17.2,3.8,,,
29,2021-03-20,10.3,1.8,,,
28,2021-03-20,51.7,6.0,,,
36,2021-03-20,35.1,2.2,,,
66,2021-03-21,23.8,4.4,,,
67,2021-03-21,41.6,7.6,,,
68,2021-03-21,29.1,4.1,,,
69,2021-03-21,45.7,10.1,,,
74,2021-03-21,29.7,4.1,,,
71,2021-03-21,42.3,2.9,,,
72,2021-03-21,36.5,1.2,,,
73,2021-03-21,23.2,3.2,,,
70,2021-03-21,33.4,6.3,,,
65,2021-03-21,17.9,3.5,,,
53,2021-03-21,19.8,2.0,,,
63,2021-03-21,34.9,4.9,,,
62,2021-03-21,57.2,9.1,,,
61,2021-03-21,53.6,3.9,,,
60,2021-03-21,53.2,6.5,,,
59,2021-03-21,49.6,9.7,,,
58,2021-03-21,79.6,2.9,,,
57,2021-03-21,55.8,9.6,,,
56,2021-03-21,20.5,2.0,,,
55,2021-03-21,32.6,5.9,,,
54,2021-03-21,51.0,11.3,,,
75,2021-03-21,60.8,16.6,,,
64,2021-03-21,15.8,2.1,,,
76,2021-03-21,50.6,6.9,,,
88,2021-03-21,40.0,4.6,,,
78,2021-03-21,35.3,5.2,,,
52,2021-03-21,35.3,1.7,,,
976,2021-03-21,26.5,7.0,,,
974,2021-03-21,17.9,5.9,,,
973,2021-03-21,6.3,3.0,,,
972,2021-03-21,7.5,2.4,,,
971,2021-03-21,11.3,3.1,,,
95,2021-03-21,45.7,5.4,,,
94,2021-03-21,53.5,11.3,,,
93,2021-03-21,59.3,9.4,,,
92,2021-03-21,59.2,11.9,,,
77,2021-03-21,42.5,11.7,,,
91,2021-03-21,54.9,9.6,,,
89,2021-03-21,51.7,3.3,,,
87,2021-03-21,18.7,3.7,,,
86,2021-03-21,19.2,3.2,,,
85,2021-03-21,11.0,1.8,,,
84,2021-03-21,41.8,2.5,,,
83,2021-03-21,48.1,6.3,,,
82,2021-03-21,24.4,5.8,,,
81,2021-03-21,22.9,4.9,,,
80,2021-03-21,55.9,10.3,,,
79,2021-03-21,13.1,1.9,,,
90,2021-03-21,54.0,9.8,,,
51,2021-03-21,49.7,5.8,,,
50,2021-03-21,30.0,3.6,,,
49,2021-03-21,28.2,4.8,,,
24,2021-03-21,30.0,3.1,,,
23,2021-03-21,38.8,5.9,,,
22,2021-03-21,15.7,2.3,,,
21,2021-03-21,36.3,7.1,,,
19,2021-03-21,21.5,2.9,,,
18,2021-03-21,28.6,2.3,,,
17,2021-03-21,11.2,1.1,,,
16,2021-03-21,18.2,2.6,,,
15,2021-03-21,15.8,0.7,,,
14,2021-03-21,26.5,5.6,201.0,6.19,67.9
25,2021-03-21,26.2,8.9,,,
13,2021-03-21,67.1,13.8,291.9,6.52,110.0
11,2021-03-21,27.8,3.2,134.4,3.65,57.8
10,2021-03-21,42.6,4.8,386.2,9.23,83.9
09,2021-03-21,25.5,3.9,148.3,4.5,57.8
08,2021-03-21,23.8,4.4,260.6,3.84,83.9
07,2021-03-21,27.9,3.1,170.4,6.25,81.9
06,2021-03-21,66.8,11.9,366.1,7.27,110.0
05,2021-03-21,102.6,5.7,218.0,7.04,110.0
04,2021-03-21,86.0,4.9,271.8,7.17,110.0
03,2021-03-21,20.7,3.8,147.6,4.94,81.9
02,2021-03-21,50.0,7.3,321.8,8.54,122.6
12,2021-03-21,33.0,1.4,176.8,5.15,57.8
26,2021-03-21,41.6,6.6,,,
01,2021-03-21,25.6,2.3,240.0,7.05,81.9
28,2021-03-21,53.1,6.0,,,
48,2021-03-21,26.1,2.6,,,
47,2021-03-21,12.6,2.1,,,
46,2021-03-21,24.7,2.9,,,
45,2021-03-21,38.9,8.0,,,
44,2021-03-21,19.4,2.2,,,
43,2021-03-21,33.4,0.9,,,
27,2021-03-21,28.6,1.5,,,
41,2021-03-21,44.3,2.4,,,
40,2021-03-21,12.3,1.5,,,
39,2021-03-21,30.0,2.7,,,
38,2021-03-21,47.9,5.5,,,
42,2021-03-21,46.5,6.3,,,
36,2021-03-21,36.4,2.7,,,
35,2021-03-21,29.6,3.0,,,
34,2021-03-21,19.7,5.5,,,
33,2021-03-21,25.4,6.1,,,
32,2021-03-21,20.4,1.6,,,
31,2021-03-21,22.4,4.8,,,
30,2021-03-21,27.1,6.7,,,
2B,2021-03-21,47.8,3.9,,,
2A,2021-03-21,17.8,3.8,,,
29,2021-03-21,10.5,2.2,,,
37,2021-03-21,30.8,6.6,,,
65,2021-03-22,16.2,3.5,,,
66,2021-03-22,24.4,4.2,,,
67,2021-03-22,42.1,7.8,,,
68,2021-03-22,28.5,4.2,,,
73,2021-03-22,25.5,3.0,,,
70,2021-03-22,34.6,5.9,,,
71,2021-03-22,44.8,3.3,,,
72,2021-03-22,36.9,1.8,,,
69,2021-03-22,47.8,10.2,,,
64,2021-03-22,16.2,2.1,,,
52,2021-03-22,38.7,2.8,,,
62,2021-03-22,57.6,9.5,,,
61,2021-03-22,52.2,4.2,,,
60,2021-03-22,56.9,7.2,,,
59,2021-03-22,51.6,10.4,,,
58,2021-03-22,77.2,3.4,,,
57,2021-03-22,57.8,10.0,,,
56,2021-03-22,20.4,2.0,,,
55,2021-03-22,37.4,6.9,,,
54,2021-03-22,51.7,11.7,,,
53,2021-03-22,19.2,2.0,,,
74,2021-03-22,30.6,4.0,,,
63,2021-03-22,35.3,5.4,,,
75,2021-03-22,62.2,16.6,,,
87,2021-03-22,18.2,3.5,,,
77,2021-03-22,44.5,12.0,,,
51,2021-03-22,49.7,6.2,,,
974,2021-03-22,18.7,6.3,,,
973,2021-03-22,5.6,3.3,,,
972,2021-03-22,7.5,2.4,,,
971,2021-03-22,11.5,3.3,,,
95,2021-03-22,46.7,5.4,,,
94,2021-03-22,55.0,11.6,,,
93,2021-03-22,58.2,9.7,,,
92,2021-03-22,61.1,12.5,,,
91,2021-03-22,56.0,9.6,,,
76,2021-03-22,51.8,6.9,,,
90,2021-03-22,58.2,9.8,,,
88,2021-03-22,43.2,4.4,,,
86,2021-03-22,19.7,2.7,,,
85,2021-03-22,10.8,1.6,,,
84,2021-03-22,43.8,2.5,,,
83,2021-03-22,48.5,7.0,,,
82,2021-03-22,26.7,6.2,,,
81,2021-03-22,25.0,4.9,,,
80,2021-03-22,56.1,10.1,,,
79,2021-03-22,13.6,1.3,,,
78,2021-03-22,35.9,5.8,,,
89,2021-03-22,53.5,3.3,,,
50,2021-03-22,29.4,3.6,,,
976,2021-03-22,24.9,6.2,,,
48,2021-03-22,30.0,2.6,,,
23,2021-03-22,36.2,6.7,,,
22,2021-03-22,16.0,2.5,,,
21,2021-03-22,37.7,7.1,,,
19,2021-03-22,19.9,3.3,,,
18,2021-03-22,31.6,2.6,,,
17,2021-03-22,11.8,1.7,,,
16,2021-03-22,19.9,2.8,,,
15,2021-03-22,17.9,1.4,,,
14,2021-03-22,26.1,5.8,198.3,5.95,70.4
13,2021-03-22,69.8,14.2,307.6,6.86,111.1
24,2021-03-22,30.0,3.1,,,
12,2021-03-22,35.1,2.1,179.6,4.97,60.1
10,2021-03-22,43.2,5.2,397.2,9.21,87.5
09,2021-03-22,26.8,3.9,156.2,4.53,60.1
08,2021-03-22,22.3,4.4,269.3,3.92,87.5
07,2021-03-22,27.3,3.1,166.4,5.92,83.7
06,2021-03-22,66.0,10.9,364.7,7.3,111.1
05,2021-03-22,101.9,7.1,230.0,7.38,111.1
04,2021-03-22,85.4,4.3,301.5,7.59,111.1
03,2021-03-22,22.2,4.7,152.4,5.01,83.7
02,2021-03-22,50.9,8.0,346.2,8.87,130.4
01,2021-03-22,26.9,2.5,255.0,7.45,83.7
11,2021-03-22,27.8,3.0,141.4,3.77,60.1
25,2021-03-22,24.9,8.0,,,
49,2021-03-22,29.3,5.4,,,
27,2021-03-22,30.2,2.0,,,
47,2021-03-22,13.2,2.4,,,
46,2021-03-22,24.7,4.0,,,
45,2021-03-22,39.4,8.3,,,
44,2021-03-22,20.2,2.2,,,
43,2021-03-22,32.6,0.4,,,
42,2021-03-22,48.4,6.6,,,
26,2021-03-22,42.0,6.8,,,
40,2021-03-22,11.3,0.5,,,
39,2021-03-22,30.4,1.9,,,
38,2021-03-22,47.0,5.6,,,
37,2021-03-22,30.2,7.3,,,
41,2021-03-22,46.7,3.0,,,
35,2021-03-22,30.0,3.4,,,
34,2021-03-22,20.3,5.8,,,
33,2021-03-22,25.5,6.1,,,
32,2021-03-22,18.3,1.6,,,
31,2021-03-22,23.6,5.0,,,
30,2021-03-22,28.4,7.1,,,
2B,2021-03-22,47.8,4.5,,,
2A,2021-03-22,17.2,3.8,,,
29,2021-03-22,10.6,2.5,,,
28,2021-03-22,57.0,7.2,,,
36,2021-03-22,31.5,2.7,,,
65,2021-03-23,14.4,3.5,,,
66,2021-03-23,24.7,4.4,,,
67,2021-03-23,42.3,8.0,,,
68,2021-03-23,29.1,4.2,,,
73,2021-03-23,25.0,3.7,,,
70,2021-03-23,35.1,5.5,,,
71,2021-03-23,45.5,3.3,,,
72,2021-03-23,33.0,2.1,,,
69,2021-03-23,49.0,10.2,,,
64,2021-03-23,15.2,1.9,,,
52,2021-03-23,40.4,3.4,,,
62,2021-03-23,57.8,9.8,,,
61,2021-03-23,55.8,3.9,,,
60,2021-03-23,54.9,7.8,,,
59,2021-03-23,52.5,10.8,,,
58,2021-03-23,76.3,2.9,,,
57,2021-03-23,58.9,10.0,,,
56,2021-03-23,19.8,2.0,,,
55,2021-03-23,37.9,4.8,,,
54,2021-03-23,50.4,11.3,,,
53,2021-03-23,16.6,2.6,,,
74,2021-03-23,30.2,4.5,,,
63,2021-03-23,35.8,5.4,,,
75,2021-03-23,65.4,17.3,,,
87,2021-03-23,17.4,4.0,,,
77,2021-03-23,46.2,12.9,,,
51,2021-03-23,50.1,5.4,,,
974,2021-03-23,18.4,6.4,,,
973,2021-03-23,6.0,3.0,,,
972,2021-03-23,9.9,2.7,,,
971,2021-03-23,13.6,3.6,,,
95,2021-03-23,48.6,5.3,,,
94,2021-03-23,55.7,11.4,,,
93,2021-03-23,59.0,9.5,,,
92,2021-03-23,62.4,13.0,,,
91,2021-03-23,54.3,10.0,,,
76,2021-03-23,53.2,6.9,,,
90,2021-03-23,60.3,10.5,,,
88,2021-03-23,45.7,4.4,,,
86,2021-03-23,19.5,2.7,,,
85,2021-03-23,11.6,1.9,,,
84,2021-03-23,43.6,2.9,,,
83,2021-03-23,50.0,7.6,,,
82,2021-03-23,26.3,6.6,,,
81,2021-03-23,24.7,4.6,,,
80,2021-03-23,56.1,11.0,,,
79,2021-03-23,14.2,1.9,,,
78,2021-03-23,35.6,5.8,,,
89,2021-03-23,54.1,3.8,,,
50,2021-03-23,29.4,3.2,,,
976,2021-03-23,25.3,6.2,,,
48,2021-03-23,30.0,2.6,,,
23,2021-03-23,32.9,5.9,,,
22,2021-03-23,16.5,2.3,,,
21,2021-03-23,37.8,6.2,,,
19,2021-03-23,19.1,4.1,,,
18,2021-03-23,30.2,2.3,,,
17,2021-03-23,13.2,1.7,,,
16,2021-03-23,18.7,2.6,,,
15,2021-03-23,17.9,0.7,,,
14,2021-03-23,26.7,5.6,197.6,5.74,69.2
13,2021-03-23,67.1,14.0,324.9,7.01,111.3
24,2021-03-23,29.0,3.1,,,
12,2021-03-23,36.5,2.5,193.3,5.25,62.0
10,2021-03-23,41.9,5.8,405.0,9.11,86.2
09,2021-03-23,26.8,3.9,160.8,4.57,62.0
08,2021-03-23,22.7,4.4,284.7,3.95,86.2
07,2021-03-23,27.6,4.0,170.4,6.07,88.6
06,2021-03-23,64.5,10.5,367.1,7.3,111.3
05,2021-03-23,100.5,7.1,256.8,7.35,111.3
04,2021-03-23,86.0,4.9,318.4,7.78,111.3
03,2021-03-23,22.8,4.7,155.7,5.07,88.6
02,2021-03-23,52.8,8.6,362.9,9.04,136.5
01,2021-03-23,26.7,3.0,258.9,7.23,88.6
11,2021-03-23,28.6,2.7,146.5,3.69,62.0
25,2021-03-23,25.0,8.2,,,
49,2021-03-23,28.8,4.8,,,
27,2021-03-23,32.9,2.2,,,
47,2021-03-23,13.5,2.1,,,
46,2021-03-23,24.7,4.6,,,
45,2021-03-23,40.7,7.7,,,
44,2021-03-23,20.3,2.2,,,
43,2021-03-23,31.2,0.4,,,
42,2021-03-23,49.8,7.1,,,
26,2021-03-23,41.6,7.0,,,
40,2021-03-23,10.8,0.7,,,
39,2021-03-23,28.1,2.3,,,
38,2021-03-23,49.8,6.4,,,
37,2021-03-23,31.0,7.4,,,
41,2021-03-23,47.0,2.7,,,
35,2021-03-23,31.7,3.5,,,
34,2021-03-23,21.5,6.0,,,
33,2021-03-23,26.2,6.1,,,
32,2021-03-23,16.7,1.6,,,
31,2021-03-23,24.8,5.4,,,
30,2021-03-23,28.6,7.0,,,
2B,2021-03-23,49.0,4.5,,,
2A,2021-03-23,18.4,3.2,,,
29,2021-03-23,10.3,2.3,,,
28,2021-03-23,56.8,7.6,,,
36,2021-03-23,30.1,2.7,,,
65,2021-03-24,15.3,3.9,,,
66,2021-03-24,25.3,4.4,,,
67,2021-03-24,41.7,7.9,,,
68,2021-03-24,28.7,4.7,,,
73,2021-03-24,25.0,3.5,,,
70,2021-03-24,33.8,5.1,,,
71,2021-03-24,46.4,3.6,,,
72,2021-03-24,32.8,2.8,,,
69,2021-03-24,50.4,10.1,,,
64,2021-03-24,14.9,1.6,,,
52,2021-03-24,42.7,3.4,,,
62,2021-03-24,57.4,9.8,,,
61,2021-03-24,50.5,3.5,,,
60,2021-03-24,56.2,7.8,,,
59,2021-03-24,51.6,10.5,,,
58,2021-03-24,80.6,3.4,,,
57,2021-03-24,60.0,10.0,,,
56,2021-03-24,20.8,2.3,,,
55,2021-03-24,38.5,5.3,,,
54,2021-03-24,49.6,10.8,,,
53,2021-03-24,16.6,2.0,,,
74,2021-03-24,30.6,4.1,,,
63,2021-03-24,35.0,5.7,,,
75,2021-03-24,64.5,17.5,,,
87,2021-03-24,17.9,4.3,,,
77,2021-03-24,43.9,12.5,,,
51,2021-03-24,50.4,5.4,,,
974,2021-03-24,19.4,6.6,,,
973,2021-03-24,6.3,2.6,,,
972,2021-03-24,9.7,2.4,,,
971,2021-03-24,13.6,3.3,,,
95,2021-03-24,50.1,5.9,,,
94,2021-03-24,56.9,12.3,,,
93,2021-03-24,59.6,9.4,,,
92,2021-03-24,62.8,13.7,,,
91,2021-03-24,54.1,9.9,,,
76,2021-03-24,56.0,7.4,,,
90,2021-03-24,61.0,10.5,,,
88,2021-03-24,45.4,4.9,,,
86,2021-03-24,19.0,2.7,,,
85,2021-03-24,12.1,1.9,,,
84,2021-03-24,42.4,3.0,,,
83,2021-03-24,50.7,7.0,,,
82,2021-03-24,27.5,7.0,,,
81,2021-03-24,24.2,4.6,,,
80,2021-03-24,59.0,11.2,,,
79,2021-03-24,14.7,2.1,,,
78,2021-03-24,36.9,5.8,,,
89,2021-03-24,54.1,4.4,,,
976,2021-03-24,26.9,6.2,,,
50,2021-03-24,29.8,3.2,,,
48,2021-03-24,27.4,2.6,,,
23,2021-03-24,31.2,5.9,,,
22,2021-03-24,16.2,2.2,,,
21,2021-03-24,38.0,6.0,,,
19,2021-03-24,18.2,5.0,,,
18,2021-03-24,30.2,2.3,,,
17,2021-03-24,13.3,1.9,,,
16,2021-03-24,19.6,2.6,,,
15,2021-03-24,19.3,0.7,,,
14,2021-03-24,27.2,5.5,194.5,5.54,71.2
12,2021-03-24,35.5,2.5,207.6,5.39,63.1
24,2021-03-24,28.5,3.1,,,
11,2021-03-24,27.5,2.7,155.6,3.71,63.1
09,2021-03-24,26.1,3.9,153.6,4.35,63.1
08,2021-03-24,23.4,4.8,281.3,3.84,87.3
07,2021-03-24,29.2,3.4,177.7,6.15,85.9
06,2021-03-24,64.8,10.5,383.7,7.47,109.8
05,2021-03-24,96.3,7.1,290.6,7.65,109.8
04,2021-03-24,87.9,4.3,344.4,8.02,109.8
03,2021-03-24,20.7,4.4,167.8,5.19,85.9
02,2021-03-24,54.8,8.8,373.2,8.92,135.4
01,2021-03-24,26.0,3.0,278.4,7.49,85.9
49,2021-03-24,28.6,5.3,,,
10,2021-03-24,41.6,6.5,420.4,9.18,87.3
25,2021-03-24,25.2,8.2,,,
13,2021-03-24,65.7,14.0,345.3,7.18,109.8
27,2021-03-24,34.9,2.3,,,
26,2021-03-24,41.6,7.2,,,
46,2021-03-24,24.2,4.6,,,
45,2021-03-24,39.7,6.8,,,
44,2021-03-24,20.6,2.1,,,
43,2021-03-24,33.9,0.9,,,
42,2021-03-24,48.9,6.4,,,
41,2021-03-24,48.5,2.7,,,
40,2021-03-24,11.0,0.7,,,
39,2021-03-24,27.7,1.9,,,
38,2021-03-24,50.3,5.9,,,
37,2021-03-24,32.5,7.4,,,
47,2021-03-24,14.1,2.4,,,
35,2021-03-24,32.3,3.4,,,
36,2021-03-24,27.9,2.2,,,
29,2021-03-24,9.8,2.3,,,
2A,2021-03-24,24.8,3.2,,,
2B,2021-03-24,47.8,3.9,,,
30,2021-03-24,29.4,6.7,,,
28,2021-03-24,56.1,7.6,,,
32,2021-03-24,17.8,1.6,,,
33,2021-03-24,25.2,6.2,,,
34,2021-03-24,23.4,6.4,,,
31,2021-03-24,24.8,5.4,,,
64,2021-03-25,14.3,1.5,,,
72,2021-03-25,31.8,2.3,,,
71,2021-03-25,46.1,3.4,,,
70,2021-03-25,34.2,5.5,,,
69,2021-03-25,51.7,10.3,,,
68,2021-03-25,27.5,4.7,,,
67,2021-03-25,41.0,7.9,,,
73,2021-03-25,26.2,3.9,,,
66,2021-03-25,23.8,4.6,,,
65,2021-03-25,16.6,4.8,,,
63,2021-03-25,35.5,4.9,,,
58,2021-03-25,86.9,3.4,,,
61,2021-03-25,50.1,4.2,,,
60,2021-03-25,57.4,8.2,,,
59,2021-03-25,51.6,10.7,,,
57,2021-03-25,58.7,10.4,,,
56,2021-03-25,20.9,2.7,,,
55,2021-03-25,42.7,5.9,,,
54,2021-03-25,49.4,11.6,,,
53,2021-03-25,18.2,2.0,,,
52,2021-03-25,45.5,2.8,,,
74,2021-03-25,30.5,3.8,,,
62,2021-03-25,56.8,9.9,,,
75,2021-03-25,65.8,17.9,,,
51,2021-03-25,50.1,5.8,,,
77,2021-03-25,45.5,13.2,,,
974,2021-03-25,19.6,6.4,,,
973,2021-03-25,6.0,2.6,,,
972,2021-03-25,10.2,2.7,,,
971,2021-03-25,15.4,3.3,,,
95,2021-03-25,51.8,6.2,,,
94,2021-03-25,58.3,12.0,,,
93,2021-03-25,60.9,9.2,,,
92,2021-03-25,64.5,13.8,,,
91,2021-03-25,54.6,10.2,,,
90,2021-03-25,58.9,10.5,,,
76,2021-03-25,55.8,7.5,,,
89,2021-03-25,54.7,4.7,,,
87,2021-03-25,17.4,4.0,,,
86,2021-03-25,18.3,2.5,,,
85,2021-03-25,12.7,2.7,,,
84,2021-03-25,43.3,2.9,,,
83,2021-03-25,50.2,7.2,,,
82,2021-03-25,25.9,6.2,,,
81,2021-03-25,25.3,4.9,,,
80,2021-03-25,62.2,11.2,,,
79,2021-03-25,15.5,2.4,,,
78,2021-03-25,37.3,6.0,,,
88,2021-03-25,42.7,4.6,,,
50,2021-03-25,30.2,3.2,,,
976,2021-03-25,27.7,6.2,,,
48,2021-03-25,26.1,2.6,,,
23,2021-03-25,28.7,5.1,,,
22,2021-03-25,16.5,2.5,,,
21,2021-03-25,38.4,5.2,,,
19,2021-03-25,17.0,5.0,,,
18,2021-03-25,28.9,2.6,,,
17,2021-03-25,13.2,2.0,,,
16,2021-03-25,19.3,2.6,,,
15,2021-03-25,20.0,0.7,,,
14,2021-03-25,27.8,5.0,198.6,5.42,72.1
13,2021-03-25,63.6,13.6,363.4,7.24,109.8
24,2021-03-25,27.6,3.1,,,
12,2021-03-25,34.0,2.9,225.6,5.78,65.0
10,2021-03-25,42.6,6.1,424.6,9.03,89.7
09,2021-03-25,26.8,3.9,179.8,5.01,65.0
08,2021-03-25,23.8,4.8,281.0,3.75,89.7
07,2021-03-25,30.4,3.1,167.0,5.7,84.8
06,2021-03-25,66.1,11.3,403.9,7.76,109.8
05,2021-03-25,94.8,5.7,313.2,7.62,109.8
04,2021-03-25,89.7,4.9,359.6,7.84,109.8
03,2021-03-25,20.1,3.8,185.0,5.31,84.8
02,2021-03-25,56.5,9.0,385.3,8.98,138.1
01,2021-03-25,25.0,2.5,290.9,7.64,84.8
11,2021-03-25,29.4,2.7,165.0,3.8,65.0
25,2021-03-25,23.7,8.0,,,
49,2021-03-25,29.1,6.0,,,
27,2021-03-25,35.7,2.7,,,
47,2021-03-25,14.7,2.1,,,
46,2021-03-25,24.7,5.2,,,
45,2021-03-25,38.6,6.5,,,
44,2021-03-25,20.6,2.4,,,
43,2021-03-25,34.3,0.9,,,
42,2021-03-25,49.2,6.6,,,
41,2021-03-25,47.0,2.7,,,
40,2021-03-25,7.1,0.7,,,
39,2021-03-25,27.7,1.9,,,
38,2021-03-25,50.7,6.0,,,
37,2021-03-25,33.6,7.4,,,
26,2021-03-25,41.1,7.2,,,
35,2021-03-25,31.9,3.4,,,
34,2021-03-25,24.2,6.6,,,
33,2021-03-25,24.1,5.9,,,
32,2021-03-25,15.7,1.6,,,
31,2021-03-25,24.8,5.6,,,
30,2021-03-25,30.1,6.9,,,
2B,2021-03-25,46.7,4.5,,,
2A,2021-03-25,29.3,3.2,,,
29,2021-03-25,10.2,2.4,,,
28,2021-03-25,58.2,8.1,,,
36,2021-03-25,29.2,2.2,,,
66,2021-03-26,25.3,4.4,,,
67,2021-03-26,37.5,7.2,,,
68,2021-03-26,26.8,5.1,,,
69,2021-03-26,51.5,10.6,,,
74,2021-03-26,31.0,4.1,,,
71,2021-03-26,47.0,3.8,,,
72,2021-03-26,31.1,2.1,,,
73,2021-03-26,26.4,4.2,,,
65,2021-03-26,16.2,4.8,,,
70,2021-03-26,32.1,5.1,,,
64,2021-03-26,14.5,1.5,,,
58,2021-03-26,89.3,3.4,,,
61,2021-03-26,49.4,4.9,,,
60,2021-03-26,60.0,7.6,,,
59,2021-03-26,52.3,10.9,,,
57,2021-03-26,60.1,10.9,,,
56,2021-03-26,21.3,3.1,,,
55,2021-03-26,41.7,6.4,,,
54,2021-03-26,50.7,11.9,,,
53,2021-03-26,17.6,2.0,,,
52,2021-03-26,44.4,2.8,,,
75,2021-03-26,66.1,18.1,,,
62,2021-03-26,55.5,9.7,,,
76,2021-03-26,55.4,7.6,,,
88,2021-03-26,41.1,4.9,,,
78,2021-03-26,38.1,5.8,,,
976,2021-03-26,28.5,6.6,,,
974,2021-03-26,19.1,6.3,,,
973,2021-03-26,6.7,2.6,,,
972,2021-03-26,11.3,3.0,,,
971,2021-03-26,15.4,3.3,,,
95,2021-03-26,54.4,6.3,,,
94,2021-03-26,59.5,12.0,,,
93,2021-03-26,61.0,9.4,,,
92,2021-03-26,66.9,14.2,,,
91,2021-03-26,55.8,10.3,,,
77,2021-03-26,46.2,13.0,,,
90,2021-03-26,50.5,10.5,,,
51,2021-03-26,47.3,5.8,,,
87,2021-03-26,18.4,4.0,,,
86,2021-03-26,19.2,2.7,,,
85,2021-03-26,13.9,2.5,,,
84,2021-03-26,42.7,3.0,,,
83,2021-03-26,50.2,6.8,,,
82,2021-03-26,26.7,7.0,,,
81,2021-03-26,26.0,4.9,,,
80,2021-03-26,62.9,11.9,,,
79,2021-03-26,15.5,2.7,,,
89,2021-03-26,55.9,4.7,,,
50,2021-03-26,29.4,3.6,,,
63,2021-03-26,33.8,4.6,,,
48,2021-03-26,28.7,2.6,,,
23,2021-03-26,27.8,5.1,,,
22,2021-03-26,17.9,2.7,,,
21,2021-03-26,39.5,5.2,,,
19,2021-03-26,18.6,5.0,,,
18,2021-03-26,29.3,3.3,,,
17,2021-03-26,14.4,2.5,,,
16,2021-03-26,19.3,2.8,,,
15,2021-03-26,21.4,0.7,,,
14,2021-03-26,27.7,4.6,200.6,5.28,73.3
13,2021-03-26,63.7,13.7,382.7,7.29,109.3
24,2021-03-26,28.8,3.6,,,
12,2021-03-26,34.4,2.5,225.6,5.46,67.3
10,2021-03-26,41.6,6.8,435.6,8.77,90.8
09,2021-03-26,26.8,3.9,191.0,4.96,67.3
08,2021-03-26,23.8,4.4,277.2,4.05,90.8
07,2021-03-26,29.2,2.8,158.8,5.37,85.0
06,2021-03-26,66.5,11.0,410.9,7.72,109.3
05,2021-03-26,93.4,6.4,342.1,7.36,109.3
04,2021-03-26,90.9,5.5,383.2,8.2,109.3
03,2021-03-26,18.9,3.0,188.9,5.27,85.0
02,2021-03-26,54.8,9.7,393.3,8.88,139.0
49,2021-03-26,29.3,5.7,,,
11,2021-03-26,32.1,3.8,181.4,3.95,67.3
25,2021-03-26,25.6,8.0,,,
01,2021-03-26,22.5,2.3,309.2,7.93,85.0
27,2021-03-26,36.1,2.8,,,
26,2021-03-26,39.7,7.2,,,
46,2021-03-26,27.0,5.2,,,
45,2021-03-26,40.4,6.6,,,
44,2021-03-26,20.7,2.7,,,
43,2021-03-26,34.3,0.9,,,
42,2021-03-26,51.6,6.4,,,
41,2021-03-26,47.9,2.7,,,
40,2021-03-26,6.4,0.7,,,
39,2021-03-26,26.9,1.2,,,
38,2021-03-26,49.4,6.0,,,
37,2021-03-26,33.5,7.7,,,
47,2021-03-26,15.0,1.5,,,
36,2021-03-26,29.2,1.8,,,
35,2021-03-26,32.4,4.0,,,
34,2021-03-26,25.5,7.0,,,
33,2021-03-26,25.3,5.9,,,
32,2021-03-26,14.1,1.6,,,
31,2021-03-26,25.5,5.7,,,
30,2021-03-26,30.6,6.9,,,
2B,2021-03-26,46.7,4.5,,,
2A,2021-03-26,31.2,2.5,,,
29,2021-03-26,10.0,2.3,,,
28,2021-03-26,58.9,8.8,,,
65,2021-03-27,16.6,4.4,,,
66,2021-03-27,26.1,4.6,,,
67,2021-03-27,37.6,6.9,,,
68,2021-03-27,27.0,5.0,,,
73,2021-03-27,26.9,4.4,,,
70,2021-03-27,32.5,5.5,,,
71,2021-03-27,47.3,3.4,,,
72,2021-03-27,31.8,2.5,,,
69,2021-03-27,51.7,10.5,,,
64,2021-03-27,14.0,1.5,,,
59,2021-03-27,51.9,11.0,,,
62,2021-03-27,56.0,9.4,,,
61,2021-03-27,48.0,4.9,,,
60,2021-03-27,60.2,8.0,,,
52,2021-03-27,46.1,2.8,,,
58,2021-03-27,89.3,3.9,,,
57,2021-03-27,59.1,11.1,,,
56,2021-03-27,20.9,2.8,,,
55,2021-03-27,39.0,5.9,,,
54,2021-03-27,50.6,12.5,,,
53,2021-03-27,18.9,2.3,,,
74,2021-03-27,31.6,4.0,,,
63,2021-03-27,33.2,4.6,,,
75,2021-03-27,66.6,18.3,,,
87,2021-03-27,18.4,3.5,,,
77,2021-03-27,44.4,12.8,,,
51,2021-03-27,48.5,5.8,,,
974,2021-03-27,19.1,6.2,,,
973,2021-03-27,6.0,1.9,,,
972,2021-03-27,11.0,3.2,,,
971,2021-03-27,14.9,3.6,,,
95,2021-03-27,53.6,6.4,,,
94,2021-03-27,62.2,12.3,,,
93,2021-03-27,61.7,9.4,,,
92,2021-03-27,67.0,14.2,,,
91,2021-03-27,56.6,10.7,,,
76,2021-03-27,55.2,8.2,,,
