dep,datetime,hosp,rea,HospConv,SSR_USLD,autres,rad,dc,population,hosp_pour_100k,rea_pour_100k
79,2021-03-15,52,7,35.0,10.0,0.0,721,216,374351,13.9,1.9
80,2021-03-15,315,54,165.0,94.0,2.0,2160,700,572443,55.0,9.4
81,2021-03-15,99,17,46.0,36.0,0.0,973,282,387890,25.5,4.4
82,2021-03-15,55,13,24.0,18.0,0.0,606,152,258349,21.3,5.0
83,2021-03-15,468,69,258.0,138.0,3.0,4314,1053,1058740,44.2,6.5
84,2021-03-15,242,12,155.0,71.0,4.0,2835,704,559479,43.3,2.1
85,2021-03-15,79,8,52.0,18.0,1.0,1093,201,675247,11.7,1.2
86,2021-03-15,79,15,45.0,19.0,0.0,890,221,436876,18.1,3.4
87,2021-03-15,56,16,25.0,15.0,0.0,837,241,374426,15.0,4.3
88,2021-03-15,147,14,81.0,52.0,0.0,2128,701,367673,40.0,3.8
89,2021-03-15,196,14,115.0,65.0,2.0,1590,418,338291,57.9,4.1
90,2021-03-15,69,9,44.0,16.0,0.0,1632,511,142622,48.4,6.3
91,2021-03-15,639,111,309.0,216.0,3.0,6662,1449,1296130,49.3,8.6
92,2021-03-15,913,175,381.0,336.0,21.0,10618,2140,1609306,56.7,10.9
93,2021-03-15,886,138,480.0,245.0,23.0,9595,1892,1623111,54.6,8.5
94,2021-03-15,678,137,417.0,114.0,10.0,10098,2342,1387926,48.8,9.9
95,2021-03-15,528,57,270.0,190.0,11.0,6488,1521,1228618,43.0,4.6
971,2021-03-15,35,12,19.0,4.0,0.0,859,183,390253,9.0,3.1
972,2021-03-15,22,7,13.0,2.0,0.0,419,47,372594,5.9,1.9
973,2021-03-15,16,7,9.0,0.0,0.0,2241,83,268700,6.0,2.6
974,2021-03-15,176,61,99.0,16.0,0.0,1007,91,853659,20.6,7.1
976,2021-03-15,77,23,51.0,0.0,3.0,1109,105,256518,30.0,9.0
01,2021-03-16,176,19,112.0,45.0,0.0,2259,543,643350,27.4,3.0
02,2021-03-16,274,39,161.0,73.0,1.0,3052,839,534490,51.3,7.3
03,2021-03-16,78,11,51.0,14.0,2.0,1680,503,337988,23.1,3.3
04,2021-03-16,153,8,54.0,87.0,4.0,832,206,163915,93.3,4.9
05,2021-03-16,146,8,42.0,87.0,9.0,891,221,141284,103.3,5.7
06,2021-03-16,732,126,380.0,226.0,0.0,4747,1212,1083310,67.6,11.6
07,2021-03-16,105,12,82.0,3.0,8.0,1659,440,325712,32.2,3.7
08,2021-03-16,57,11,23.0,21.0,2.0,892,300,273579,20.8,4.0
09,2021-03-16,35,7,7.0,19.0,2.0,276,58,153153,22.9,4.6
10,2021-03-16,120,11,88.0,21.0,0.0,1434,332,310020,38.7,3.5
11,2021-03-16,98,11,46.0,41.0,0.0,840,267,370260,26.5,3.0
12,2021-03-16,84,5,42.0,36.0,1.0,703,174,279206,30.1,1.8
13,2021-03-16,1388,286,585.0,507.0,10.0,15754,2858,2024162,68.6,14.1
14,2021-03-16,187,38,102.0,47.0,0.0,1724,419,694002,26.9,5.5
15,2021-03-16,26,2,18.0,6.0,0.0,456,103,145143,17.9,1.4
16,2021-03-16,53,12,25.0,16.0,0.0,422,119,352335,15.0,3.4
17,2021-03-16,77,5,47.0,25.0,0.0,767,233,644303,12.0,0.8
18,2021-03-16,98,7,60.0,27.0,4.0,1150,433,304256,32.2,2.3
19,2021-03-16,62,7,55.0,0.0,0.0,635,165,241464,25.7,2.9
21,2021-03-16,202,37,85.0,75.0,5.0,3001,784,533819,37.8,6.9
22,2021-03-16,82,13,50.0,15.0,4.0,735,160,598814,13.7,2.2
23,2021-03-16,48,8,18.0,22.0,0.0,441,78,118638,40.5,6.7
24,2021-03-16,130,13,63.0,54.0,0.0,554,157,413606,31.4,3.1
25,2021-03-16,130,48,53.0,27.0,2.0,1862,433,539067,24.1,8.9
26,2021-03-16,218,41,122.0,55.0,0.0,2239,653,511553,42.6,8.0
27,2021-03-16,174,12,80.0,82.0,0.0,1254,347,601843,28.9,2.0
28,2021-03-16,217,27,105.0,85.0,0.0,1906,396,433233,50.1,6.2
29,2021-03-16,80,13,31.0,34.0,2.0,786,214,909028,8.8,1.4
2A,2021-03-16,22,4,15.0,3.0,0.0,344,84,157249,14.0,2.5
2B,2021-03-16,89,11,25.0,53.0,0.0,320,72,177689,50.1,6.2
30,2021-03-16,200,41,106.0,52.0,1.0,2016,466,744178,26.9,5.5
31,2021-03-16,322,79,148.0,93.0,2.0,3927,648,1362672,23.6,5.8
32,2021-03-16,37,1,28.0,8.0,0.0,349,81,191091,19.4,0.5
33,2021-03-16,374,83,235.0,52.0,4.0,3870,795,1583384,23.6,5.2
34,2021-03-16,211,62,116.0,33.0,0.0,3233,698,1144892,18.4,5.4
35,2021-03-16,327,29,171.0,118.0,9.0,2293,537,1060199,30.8,2.7
36,2021-03-16,80,6,44.0,30.0,0.0,754,221,222232,36.0,2.7
37,2021-03-16,179,45,75.0,56.0,3.0,1401,360,606511,29.5,7.4
38,2021-03-16,621,64,312.0,236.0,9.0,5668,1440,1258722,49.3,5.1
39,2021-03-16,86,5,41.0,38.0,2.0,1605,421,260188,33.1,1.9
40,2021-03-16,59,8,23.0,28.0,0.0,703,210,407444,14.5,2.0
41,2021-03-16,165,6,51.0,108.0,0.0,1042,257,331915,49.7,1.8
42,2021-03-16,354,43,231.0,79.0,1.0,4255,1082,762941,46.4,5.6
43,2021-03-16,78,6,45.0,25.0,2.0,1047,214,227283,34.3,2.6
44,2021-03-16,248,30,149.0,69.0,0.0,2732,648,1394909,17.8,2.2
45,2021-03-16,259,53,85.0,117.0,4.0,2123,452,678105,38.2,7.8
46,2021-03-16,43,5,13.0,25.0,0.0,271,82,173828,24.7,2.9
47,2021-03-16,39,7,22.0,10.0,0.0,608,124,332842,11.7,2.1
48,2021-03-16,17,2,13.0,2.0,0.0,320,97,76601,22.2,2.6
49,2021-03-16,240,43,119.0,78.0,0.0,2416,579,813493,29.5,5.3
50,2021-03-16,163,17,62.0,84.0,0.0,1001,263,496883,32.8,3.4
51,2021-03-16,286,32,129.0,117.0,8.0,2666,741,568895,50.3,5.6
52,2021-03-16,69,4,43.0,22.0,0.0,956,293,175640,39.3,2.3
53,2021-03-16,61,6,41.0,14.0,0.0,992,236,307445,19.8,2.0
54,2021-03-16,327,73,175.0,78.0,1.0,3486,986,733481,44.6,10.0
55,2021-03-16,49,12,32.0,5.0,0.0,1102,306,187187,26.2,6.4
56,2021-03-16,149,14,90.0,22.0,23.0,1418,331,750863,19.8,1.9
57,2021-03-16,570,99,401.0,66.0,4.0,5887,1988,1043522,54.6,9.5
58,2021-03-16,162,6,85.0,71.0,0.0,622,210,207182,78.2,2.9
59,2021-03-16,1277,251,752.0,269.0,5.0,11872,2842,2604361,49.0,9.6
60,2021-03-16,441,56,228.0,156.0,1.0,3255,995,824503,53.5,6.8
61,2021-03-16,160,12,90.0,58.0,0.0,1135,277,283372,56.5,4.2
62,2021-03-16,740,120,480.0,138.0,2.0,5563,1385,1468018,50.4,8.2
63,2021-03-16,226,32,123.0,57.0,14.0,1967,580,653742,34.6,4.9
64,2021-03-16,107,14,47.0,46.0,0.0,1720,447,677309,15.8,2.1
65,2021-03-16,39,10,16.0,13.0,0.0,815,175,228530,17.1,4.4
66,2021-03-16,116,19,56.0,39.0,2.0,941,234,474452,24.4,4.0
67,2021-03-16,444,75,249.0,118.0,2.0,5694,1424,1125559,39.4,6.7
68,2021-03-16,231,27,118.0,86.0,0.0,5301,1377,764030,30.2,3.5
69,2021-03-16,903,172,501.0,230.0,0.0,11574,2513,1843319,49.0,9.3
70,2021-03-16,89,15,44.0,23.0,7.0,960,224,236659,37.6,6.3
71,2021-03-16,312,24,170.0,96.0,22.0,3655,945,553595,56.4,4.3
72,2021-03-16,201,10,121.0,67.0,3.0,1983,474,566506,35.5,1.8
73,2021-03-16,102,13,69.0,20.0,0.0,2270,605,431174,23.7,3.0
74,2021-03-16,231,35,128.0,51.0,17.0,3971,849,807360,28.6,4.3
75,2021-03-16,1247,340,714.0,188.0,5.0,14192,3417,2187526,57.0,15.5
76,2021-03-16,614,88,339.0,178.0,9.0,4230,1108,1254378,48.9,7.0
77,2021-03-16,546,150,290.0,94.0,12.0,6420,1563,1403997,38.9,10.7
78,2021-03-16,502,71,215.0,210.0,6.0,6186,1452,1438266,34.9,4.9
79,2021-03-16,51,6,35.0,10.0,0.0,724,216,374351,13.6,1.6
80,2021-03-16,329,60,172.0,95.0,2.0,2169,702,572443,57.5,10.5
81,2021-03-16,100,18,46.0,36.0,0.0,975,283,387890,25.8,4.6
82,2021-03-16,58,13,27.0,18.0,0.0,606,152,258349,22.5,5.0
83,2021-03-16,478,70,268.0,137.0,3.0,4353,1057,1058740,45.1,6.6
84,2021-03-16,237,13,147.0,69.0,8.0,2852,708,559479,42.4,2.3
85,2021-03-16,82,9,53.0,19.0,1.0,1096,201,675247,12.1,1.3
86,2021-03-16,81,15,45.0,21.0,0.0,890,221,436876,18.5,3.4
87,2021-03-16,76,15,42.0,19.0,0.0,840,242,374426,20.3,4.0
88,2021-03-16,153,15,89.0,49.0,0.0,2136,702,367673,41.6,4.1
89,2021-03-16,193,13,114.0,64.0,2.0,1597,419,338291,57.1,3.8
90,2021-03-16,74,8,49.0,17.0,0.0,1637,512,142622,51.9,5.6
91,2021-03-16,650,108,321.0,218.0,3.0,6690,1452,1296130,50.1,8.3
92,2021-03-16,886,178,351.0,336.0,21.0,10689,2142,1609306,55.1,11.1
93,2021-03-16,900,138,489.0,251.0,22.0,9676,1902,1623111,55.4,8.5
94,2021-03-16,664,135,414.0,105.0,10.0,10159,2354,1387926,47.8,9.7
95,2021-03-16,512,57,257.0,187.0,11.0,6527,1529,1228618,41.7,4.6
971,2021-03-16,34,12,18.0,4.0,0.0,861,183,390253,8.7,3.1
972,2021-03-16,22,6,14.0,2.0,0.0,419,49,372594,5.9,1.6
973,2021-03-16,16,8,8.0,0.0,0.0,2242,83,268700,6.0,3.0
974,2021-03-16,167,54,97.0,16.0,0.0,1021,96,853659,19.6,6.3
976,2021-03-16,85,21,62.0,0.0,2.0,1119,105,256518,33.1,8.2
01,2021-03-17,172,16,111.0,45.0,0.0,2266,544,643350,26.7,2.5
02,2021-03-17,280,39,167.0,73.0,1.0,3058,840,534490,52.4,7.3
03,2021-03-17,78,9,54.0,14.0,1.0,1684,503,337988,23.1,2.7
04,2021-03-17,153,8,54.0,87.0,4.0,837,206,163915,93.3,4.9
05,2021-03-17,129,8,40.0,71.0,10.0,910,222,141284,91.3,5.7
06,2021-03-17,731,131,365.0,235.0,0.0,4782,1220,1083310,67.5,12.1
07,2021-03-17,99,11,77.0,3.0,8.0,1669,441,325712,30.4,3.4
08,2021-03-17,58,11,24.0,21.0,2.0,900,300,273579,21.2,4.0
09,2021-03-17,36,6,9.0,19.0,2.0,277,58,153153,23.5,3.9
10,2021-03-17,125,14,89.0,22.0,0.0,1437,332,310020,40.3,4.5
11,2021-03-17,100,11,43.0,46.0,0.0,843,268,370260,27.0,3.0
12,2021-03-17,89,5,45.0,38.0,1.0,703,174,279206,31.9,1.8
13,2021-03-17,1371,283,578.0,500.0,10.0,15837,2867,2024162,67.7,14.0
14,2021-03-17,178,34,96.0,48.0,0.0,1742,422,694002,25.6,4.9
15,2021-03-17,26,2,17.0,7.0,0.0,456,103,145143,17.9,1.4
16,2021-03-17,55,9,29.0,17.0,0.0,424,115,352335,15.6,2.6
17,2021-03-17,75,4,46.0,25.0,0.0,770,234,644303,11.6,0.6
18,2021-03-17,97,6,60.0,27.0,4.0,1153,433,304256,31.9,2.0
19,2021-03-17,56,5,51.0,0.0,0.0,645,168,241464,23.2,2.1
21,2021-03-17,209,38,90.0,76.0,5.0,3006,788,533819,39.2,7.1
22,2021-03-17,88,12,54.0,18.0,4.0,740,160,598814,14.7,2.0
23,2021-03-17,46,6,18.0,22.0,0.0,441,80,118638,38.8,5.1
24,2021-03-17,130,13,64.0,53.0,0.0,555,158,413606,31.4,3.1
25,2021-03-17,123,46,49.0,28.0,0.0,1871,435,539067,22.8,8.5
26,2021-03-17,210,38,129.0,43.0,0.0,2263,653,511553,41.1,7.4
27,2021-03-17,158,14,72.0,72.0,0.0,1279,349,601843,26.3,2.3
28,2021-03-17,219,30,104.0,85.0,0.0,1918,399,433233,50.6,6.9
29,2021-03-17,84,14,36.0,32.0,2.0,789,214,909028,9.2,1.5
2A,2021-03-17,21,4,14.0,3.0,0.0,347,84,157249,13.4,2.5
2B,2021-03-17,88,11,23.0,54.0,0.0,322,72,177689,49.5,6.2
30,2021-03-17,208,44,110.0,53.0,1.0,2026,467,744178,28.0,5.9
31,2021-03-17,308,74,139.0,93.0,2.0,3958,650,1362672,22.6,5.4
32,2021-03-17,35,2,28.0,5.0,0.0,352,83,191091,18.3,1.0
33,2021-03-17,387,89,240.0,58.0,0.0,3881,796,1583384,24.4,5.6
34,2021-03-17,204,63,101.0,40.0,0.0,3254,700,1144892,17.8,5.5
35,2021-03-17,315,32,169.0,105.0,9.0,2322,539,1060199,29.7,3.0
36,2021-03-17,77,7,40.0,30.0,0.0,760,221,222232,34.6,3.1
37,2021-03-17,182,43,82.0,54.0,3.0,1404,364,606511,30.0,7.1
38,2021-03-17,601,65,292.0,235.0,9.0,5712,1445,1258722,47.7,5.2
39,2021-03-17,84,5,40.0,37.0,2.0,1609,421,260188,32.3,1.9
40,2021-03-17,55,8,20.0,27.0,0.0,707,210,407444,13.5,2.0
41,2021-03-17,160,3,51.0,106.0,0.0,1053,258,331915,48.2,0.9
42,2021-03-17,342,45,223.0,72.0,2.0,4278,1086,762941,44.8,5.9
43,2021-03-17,75,5,43.0,25.0,2.0,1049,215,227283,33.0,2.2
44,2021-03-17,268,31,167.0,70.0,0.0,2748,649,1394909,19.2,2.2
45,2021-03-17,252,58,80.0,110.0,4.0,2146,454,678105,37.2,8.6
46,2021-03-17,42,5,12.0,25.0,0.0,276,82,173828,24.2,2.9
47,2021-03-17,36,6,19.0,11.0,0.0,613,126,332842,10.8,1.8
48,2021-03-17,16,2,11.0,3.0,0.0,321,98,76601,20.9,2.6
49,2021-03-17,230,41,106.0,83.0,0.0,2425,584,813493,28.3,5.0
50,2021-03-17,144,17,58.0,69.0,0.0,1019,266,496883,29.0,3.4
51,2021-03-17,287,33,132.0,114.0,8.0,2675,742,568895,50.4,5.8
52,2021-03-17,63,4,39.0,20.0,0.0,962,295,175640,35.9,2.3
53,2021-03-17,61,6,42.0,13.0,0.0,994,236,307445,19.8,2.0
54,2021-03-17,345,75,191.0,78.0,1.0,3501,988,733481,47.0,10.2
55,2021-03-17,51,11,34.0,6.0,0.0,1103,308,187187,27.2,5.9
56,2021-03-17,150,16,88.0,23.0,23.0,1428,331,750863,20.0,2.1
57,2021-03-17,575,98,407.0,66.0,4.0,5905,1996,1043522,55.1,9.4
58,2021-03-17,167,6,90.0,71.0,0.0,622,210,207182,80.6,2.9
59,2021-03-17,1317,248,796.0,268.0,5.0,11950,2853,2604361,50.6,9.5
60,2021-03-17,421,52,215.0,153.0,1.0,3298,1001,824503,51.1,6.3
61,2021-03-17,155,12,86.0,57.0,0.0,1141,281,283372,54.7,4.2
62,2021-03-17,726,114,465.0,145.0,2.0,5636,1398,1468018,49.5,7.8
63,2021-03-17,226,33,124.0,57.0,12.0,1976,582,653742,34.6,5.0
64,2021-03-17,108,13,48.0,47.0,0.0,1723,447,677309,15.9,1.9
65,2021-03-17,39,10,17.0,12.0,0.0,817,175,228530,17.1,4.4
66,2021-03-17,105,17,32.0,54.0,2.0,955,236,474452,22.1,3.6
67,2021-03-17,458,80,261.0,115.0,2.0,5713,1428,1125559,40.7,7.1
68,2021-03-17,229,29,116.0,84.0,0.0,5311,1378,764030,30.0,3.8
69,2021-03-17,880,179,487.0,214.0,0.0,11642,2522,1843319,47.7,9.7
70,2021-03-17,85,15,41.0,22.0,7.0,967,224,236659,35.9,6.3
71,2021-03-17,255,19,134.0,80.0,22.0,3719,949,553595,46.1,3.4
72,2021-03-17,197,11,115.0,69.0,2.0,1995,475,566506,34.8,1.9
73,2021-03-17,97,13,65.0,18.0,1.0,2282,607,431174,22.5,3.0
74,2021-03-17,234,32,131.0,54.0,17.0,3989,853,807360,29.0,4.0
75,2021-03-17,1236,339,699.0,193.0,5.0,14278,3428,2187526,56.5,15.5
76,2021-03-17,612,84,339.0,180.0,9.0,4262,1117,1254378,48.8,6.7
77,2021-03-17,564,146,309.0,97.0,12.0,6446,1565,1403997,40.2,10.4
78,2021-03-17,504,72,230.0,196.0,6.0,6217,1455,1438266,35.0,5.0
79,2021-03-17,50,6,34.0,10.0,0.0,727,217,374351,13.4,1.6
80,2021-03-17,323,59,167.0,95.0,2.0,2184,703,572443,56.4,10.3
81,2021-03-17,98,16,44.0,38.0,0.0,979,283,387890,25.3,4.1
82,2021-03-17,58,15,26.0,17.0,0.0,611,152,258349,22.5,5.8
83,2021-03-17,466,67,256.0,140.0,3.0,4392,1068,1058740,44.0,6.3
84,2021-03-17,242,16,148.0,68.0,10.0,2877,708,559479,43.3,2.9
85,2021-03-17,88,10,58.0,19.0,1.0,1098,203,675247,13.0,1.5
86,2021-03-17,84,18,45.0,21.0,0.0,899,223,436876,19.2,4.1
87,2021-03-17,75,17,39.0,19.0,0.0,846,242,374426,20.0,4.5
88,2021-03-17,158,12,98.0,48.0,0.0,2139,705,367673,43.0,3.3
89,2021-03-17,189,13,117.0,59.0,0.0,1612,420,338291,55.9,3.8
90,2021-03-17,72,10,46.0,16.0,0.0,1642,513,142622,50.5,7.0
91,2021-03-17,656,114,329.0,210.0,3.0,6726,1456,1296130,50.6,8.8
92,2021-03-17,901,180,361.0,335.0,25.0,10731,2151,1609306,56.0,11.2
93,2021-03-17,891,128,494.0,247.0,22.0,9741,1912,1623111,54.9,7.9
94,2021-03-17,672,124,429.0,110.0,9.0,10205,2367,1387926,48.4,8.9
95,2021-03-17,516,58,259.0,188.0,11.0,6561,1530,1228618,42.0,4.7
971,2021-03-17,36,12,20.0,4.0,0.0,863,183,390253,9.2,3.1
972,2021-03-17,23,5,16.0,2.0,0.0,419,49,372594,6.2,1.3
973,2021-03-17,18,8,10.0,0.0,0.0,2243,83,268700,6.7,3.0
974,2021-03-17,158,60,81.0,17.0,0.0,1034,97,853659,18.5,7.0
976,2021-03-17,88,21,65.0,0.0,2.0,1120,105,256518,34.3,8.2
01,2021-03-18,170,17,111.0,42.0,0.0,2272,545,643350,26.4,2.6
02,2021-03-18,275,36,158.0,80.0,1.0,3087,844,534490,51.5,6.7
03,2021-03-18,80,11,55.0,13.0,1.0,1691,503,337988,23.7,3.3
04,2021-03-18,149,8,51.0,87.0,3.0,848,206,163915,90.9,4.9
05,2021-03-18,137,7,49.0,71.0,10.0,908,222,141284,97.0,5.0
06,2021-03-18,712,129,347.0,236.0,0.0,4824,1229,1083310,65.7,11.9
07,2021-03-18,100,12,77.0,3.0,8.0,1671,443,325712,30.7,3.7
08,2021-03-18,64,11,22.0,28.0,3.0,906,303,273579,23.4,4.0
09,2021-03-18,36,6,8.0,20.0,2.0,278,58,153153,23.5,3.9
10,2021-03-18,120,15,83.0,22.0,0.0,1446,334,310020,38.7,4.8
11,2021-03-18,103,11,46.0,46.0,0.0,846,268,370260,27.8,3.0
12,2021-03-18,87,3,44.0,39.0,1.0,706,174,279206,31.2,1.1
13,2021-03-18,1381,279,596.0,496.0,10.0,15901,2875,2024162,68.2,13.8
14,2021-03-18,176,38,94.0,44.0,0.0,1756,425,694002,25.4,5.5
15,2021-03-18,21,2,12.0,7.0,0.0,461,104,145143,14.5,1.4
16,2021-03-18,60,10,27.0,23.0,0.0,426,116,352335,17.0,2.8
17,2021-03-18,77,5,47.0,25.0,0.0,775,240,644303,12.0,0.8
18,2021-03-18,90,4,55.0,27.0,4.0,1163,435,304256,29.6,1.3
19,2021-03-18,56,5,51.0,0.0,0.0,648,171,241464,23.2,2.1
21,2021-03-18,203,36,86.0,76.0,5.0,3020,791,533819,38.0,6.7
22,2021-03-18,91,14,54.0,19.0,4.0,743,161,598814,15.2,2.3
23,2021-03-18,48,8,18.0,22.0,0.0,441,80,118638,40.5,6.7
24,2021-03-18,123,12,58.0,53.0,0.0,563,160,413606,29.7,2.9
25,2021-03-18,125,46,51.0,28.0,0.0,1876,435,539067,23.2,8.5
26,2021-03-18,219,38,138.0,43.0,0.0,2267,654,511553,42.8,7.4
27,2021-03-18,156,11,72.0,73.0,0.0,1289,351,601843,25.9,1.8
28,2021-03-18,214,27,104.0,83.0,0.0,1926,403,433233,49.4,6.2
29,2021-03-18,84,15,37.0,30.0,2.0,792,214,909028,9.2,1.7
2A,2021-03-18,24,5,16.0,3.0,0.0,349,85,157249,15.3,3.2
2B,2021-03-18,87,9,23.0,55.0,0.0,325,72,177689,49.0,5.1
30,2021-03-18,209,48,108.0,52.0,1.0,2034,467,744178,28.1,6.5
31,2021-03-18,312,69,147.0,94.0,2.0,3960,651,1362672,22.9,5.1
32,2021-03-18,34,2,27.0,5.0,0.0,353,83,191091,17.8,1.0
33,2021-03-18,395,96,240.0,59.0,0.0,3889,799,1583384,24.9,6.1
34,2021-03-18,203,64,99.0,40.0,0.0,3266,701,1144892,17.7,5.6
35,2021-03-18,320,31,175.0,105.0,9.0,2339,541,1060199,30.2,2.9
36,2021-03-18,78,6,40.0,31.0,1.0,762,221,222232,35.1,2.7
37,2021-03-18,191,43,90.0,55.0,3.0,1410,367,606511,31.5,7.1
38,2021-03-18,601,67,293.0,232.0,9.0,5725,1451,1258722,47.7,5.3
39,2021-03-18,81,7,36.0,36.0,2.0,1614,421,260188,31.1,2.7
40,2021-03-18,52,8,18.0,26.0,0.0,709,211,407444,12.8,2.0
41,2021-03-18,151,4,49.0,98.0,0.0,1066,258,331915,45.5,1.2
42,2021-03-18,345,49,221.0,73.0,2.0,4286,1088,762941,45.2,6.4
43,2021-03-18,76,4,42.0,29.0,1.0,1053,215,227283,33.4,1.8
44,2021-03-18,269,30,170.0,69.0,0.0,2758,650,1394909,19.3,2.2
45,2021-03-18,251,57,83.0,107.0,4.0,2153,454,678105,37.0,8.4
46,2021-03-18,44,5,14.0,25.0,0.0,276,82,173828,25.3,2.9
47,2021-03-18,34,6,17.0,11.0,0.0,618,126,332842,10.2,1.8
48,2021-03-18,19,3,13.0,3.0,0.0,321,98,76601,24.8,3.9
49,2021-03-18,237,39,115.0,83.0,0.0,2433,585,813493,29.1,4.8
50,2021-03-18,139,16,52.0,71.0,0.0,1024,268,496883,28.0,3.2
51,2021-03-18,286,32,131.0,115.0,8.0,2680,745,568895,50.3,5.6
52,2021-03-18,61,4,45.0,12.0,0.0,971,295,175640,34.7,2.3
53,2021-03-18,59,6,42.0,11.0,0.0,1004,237,307445,19.2,2.0
54,2021-03-18,345,78,181.0,85.0,1.0,3518,991,733481,47.0,10.6
55,2021-03-18,52,9,37.0,6.0,0.0,1106,310,187187,27.8,4.8
56,2021-03-18,156,19,92.0,22.0,23.0,1434,332,750863,20.8,2.5
57,2021-03-18,557,98,390.0,65.0,4.0,5954,2008,1043522,53.4,9.4
58,2021-03-18,176,5,93.0,78.0,0.0,628,212,207182,84.9,2.4
59,2021-03-18,1289,243,779.0,262.0,5.0,12044,2866,2604361,49.5,9.3
60,2021-03-18,432,55,223.0,153.0,1.0,3311,1002,824503,52.4,6.7
61,2021-03-18,153,12,85.0,56.0,0.0,1149,282,283372,54.0,4.2
62,2021-03-18,773,115,514.0,142.0,2.0,5686,1415,1468018,52.7,7.8
63,2021-03-18,221,33,121.0,55.0,12.0,1984,584,653742,33.8,5.0
64,2021-03-18,108,13,50.0,45.0,0.0,1727,447,677309,15.9,1.9
65,2021-03-18,37,9,15.0,13.0,0.0,818,176,228530,16.2,3.9
66,2021-03-18,103,17,30.0,54.0,2.0,957,237,474452,21.7,3.6
67,2021-03-18,451,80,257.0,112.0,2.0,5729,1430,1125559,40.1,7.1
68,2021-03-18,224,30,111.0,83.0,0.0,5324,1382,764030,29.3,3.9
69,2021-03-18,853,169,486.0,198.0,0.0,11690,2529,1843319,46.3,9.2
70,2021-03-18,80,16,35.0,22.0,7.0,973,225,236659,33.8,6.8
71,2021-03-18,247,18,130.0,77.0,22.0,3732,951,553595,44.6,3.3
72,2021-03-18,195,11,112.0,70.0,2.0,2002,476,566506,34.4,1.9
73,2021-03-18,97,11,65.0,20.0,1.0,2287,609,431174,22.5,2.6
74,2021-03-18,229,31,128.0,53.0,17.0,3997,857,807360,28.4,3.8
75,2021-03-18,1248,334,713.0,196.0,5.0,14341,3444,2187526,57.1,15.3
76,2021-03-18,616,95,330.0,182.0,9.0,4288,1121,1254378,49.1,7.6
77,2021-03-18,570,145,317.0,96.0,12.0,6468,1572,1403997,40.6,10.3
78,2021-03-18,512,74,231.0,201.0,6.0,6241,1459,1438266,35.6,5.1
79,2021-03-18,50,7,35.0,8.0,0.0,730,219,374351,13.4,1.9
80,2021-03-18,332,61,173.0,96.0,2.0,2195,704,572443,58.0,10.7
81,2021-03-18,97,14,48.0,35.0,0.0,986,283,387890,25.0,3.6
82,2021-03-18,65,15,31.0,19.0,0.0,613,152,258349,25.2,5.8
83,2021-03-18,482,67,268.0,144.0,3.0,4405,1077,1058740,45.5,6.3
84,2021-03-18,236,15,142.0,69.0,10.0,2891,710,559479,42.2,2.7
85,2021-03-18,82,10,54.0,17.0,1.0,1104,205,675247,12.1,1.5
86,2021-03-18,81,13,51.0,17.0,0.0,908,223,436876,18.5,3.0
87,2021-03-18,71,15,37.0,19.0,0.0,851,242,374426,19.0,4.0
88,2021-03-18,151,11,95.0,45.0,0.0,2151,707,367673,41.1,3.0
89,2021-03-18,189,11,116.0,62.0,0.0,1619,423,338291,55.9,3.3
90,2021-03-18,71,11,44.0,16.0,0.0,1645,513,142622,49.8,7.7
91,2021-03-18,685,119,343.0,220.0,3.0,6765,1464,1296130,52.8,9.2
92,2021-03-18,911,184,375.0,328.0,24.0,10777,2157,1609306,56.6,11.4
93,2021-03-18,910,135,501.0,249.0,25.0,9777,1917,1623111,56.1,8.3
94,2021-03-18,686,152,416.0,108.0,10.0,10251,2378,1387926,49.4,11.0
95,2021-03-18,519,58,261.0,189.0,11.0,6600,1547,1228618,42.2,4.7
971,2021-03-18,38,11,23.0,4.0,0.0,867,183,390253,9.7,2.8
972,2021-03-18,27,7,18.0,2.0,0.0,421,49,372594,7.2,1.9
973,2021-03-18,18,9,9.0,0.0,0.0,2245,84,268700,6.7,3.3
974,2021-03-18,160,54,88.0,18.0,0.0,1046,100,853659,18.7,6.3
976,2021-03-18,89,21,66.0,0.0,2.0,1120,105,256518,34.7,8.2
01,2021-03-19,161,14,109.0,38.0,0.0,2282,547,643350,25.0,2.2
02,2021-03-19,267,40,142.0,84.0,1.0,3104,850,534490,50.0,7.5
03,2021-03-19,80,11,55.0,13.0,1.0,1699,504,337988,23.7,3.3
04,2021-03-19,155,7,58.0,87.0,3.0,849,206,163915,94.6,4.3
05,2021-03-19,139,7,51.0,71.0,10.0,910,223,141284,98.4,5.0
06,2021-03-19,720,135,342.0,241.0,2.0,4858,1233,1083310,66.5,12.5
07,2021-03-19,100,12,77.0,3.0,8.0,1679,444,325712,30.7,3.7
08,2021-03-19,64,11,22.0,28.0,3.0,906,303,273579,23.4,4.0
09,2021-03-19,39,6,11.0,20.0,2.0,278,58,153153,25.5,3.9
10,2021-03-19,119,14,83.0,22.0,0.0,1451,337,310020,38.4,4.5
11,2021-03-19,99,12,41.0,46.0,0.0,850,270,370260,26.7,3.2
12,2021-03-19,88,4,42.0,41.0,1.0,708,174,279206,31.5,1.4
13,2021-03-19,1366,275,598.0,483.0,10.0,15983,2894,2024162,67.5,13.6
