dep,datetime,hosp,rea,HospConv,SSR_USLD,autres,rad,dc,population,hosp_pour_100k,rea_pour_100k
02,2020-11-25,204,22,,,,1633,383,534490,38.2,4.1
03,2020-11-25,215,22,,,,708,194,337988,63.6,6.5
04,2020-11-25,133,7,,,,386,56,163915,81.1,4.3
05,2020-11-25,184,10,,,,431,88,141284,130.2,7.1
06,2020-11-25,475,73,,,,1931,394,1083310,43.8,6.7
07,2020-11-25,211,17,,,,834,232,325712,64.8,5.2
08,2020-11-25,153,16,,,,379,126,273579,55.9,5.8
09,2020-11-25,44,4,,,,109,15,153153,28.7,2.6
10,2020-11-25,160,21,,,,889,204,310020,51.6,6.8
11,2020-11-25,86,8,,,,430,105,370260,23.2,2.2
12,2020-11-25,106,9,,,,373,98,279206,38.0,3.2
13,2020-11-25,1264,250,,,,9100,1432,2024162,62.4,12.4
14,2020-11-25,249,29,,,,830,193,694002,35.9,4.2
15,2020-11-25,76,14,,,,177,31,145143,52.4,9.6
16,2020-11-25,53,7,,,,148,29,352335,15.0,2.0
17,2020-11-25,97,18,,,,358,98,644303,15.1,2.8
18,2020-11-25,166,12,,,,443,194,304256,54.6,3.9
19,2020-11-25,58,6,,,,309,80,241464,24.0,2.5
21,2020-11-25,360,66,,,,1525,377,533819,67.4,12.4
22,2020-11-25,60,11,,,,432,79,598814,10.0,1.8
23,2020-11-25,67,14,,,,206,40,118638,56.5,11.8
24,2020-11-25,86,13,,,,229,33,413606,20.8,3.1
25,2020-11-25,201,55,,,,994,209,539067,37.3,10.2
26,2020-11-25,268,53,,,,1176,315,511553,52.4,10.4
27,2020-11-25,202,8,,,,620,178,601843,33.6,1.3
28,2020-11-25,229,21,,,,1010,203,433233,52.9,4.8
29,2020-11-25,84,25,,,,435,79,909028,9.2,2.8
2A,2020-11-25,32,7,,,,251,73,157249,20.3,4.5
2B,2020-11-25,16,1,,,,210,36,177689,9.0,0.6
30,2020-11-25,330,54,,,,1063,253,744178,44.3,7.3
31,2020-11-25,336,77,,,,2101,270,1362672,24.7,5.7
32,2020-11-25,39,5,,,,150,49,191091,20.4,2.6
33,2020-11-25,367,82,,,,2110,346,1583384,23.2,5.2
34,2020-11-25,322,83,,,,1986,384,1144892,28.1,7.2
35,2020-11-25,274,38,,,,1078,201,1060199,25.8,3.6
36,2020-11-25,72,5,,,,334,105,222232,32.4,2.2
37,2020-11-25,148,40,,,,725,161,606511,24.4,6.6
38,2020-11-25,1004,116,,,,2716,647,1258722,79.8,9.2
39,2020-11-25,186,8,,,,655,148,260188,71.5,3.1
40,2020-11-25,93,12,,,,261,56,407444,22.8,2.9
41,2020-11-25,108,4,,,,527,117,331915,32.5,1.2
42,2020-11-25,867,98,,,,2524,665,762941,113.6,12.8
43,2020-11-25,215,13,,,,452,92,227283,94.6,5.7
44,2020-11-25,302,45,,,,1491,333,1394909,21.7,3.2
45,2020-11-25,243,53,,,,1158,184,678105,35.8,7.8
46,2020-11-25,42,5,,,,115,37,173828,24.2,2.9
47,2020-11-25,88,17,,,,246,40,332842,26.4,5.1
48,2020-11-25,39,4,,,,126,34,76601,50.9,5.2
49,2020-11-25,246,49,,,,1325,281,813493,30.2,6.0
50,2020-11-25,151,15,,,,402,105,496883,30.4,3.0
51,2020-11-25,238,42,,,,1495,360,568895,41.8,7.4
52,2020-11-25,139,8,,,,415,135,175640,79.1,4.6
53,2020-11-25,133,11,,,,464,93,307445,43.3,3.6
54,2020-11-25,361,51,,,,1826,488,733481,49.2,7.0
55,2020-11-25,60,8,,,,645,136,187187,32.1,4.3
56,2020-11-25,178,17,,,,766,168,750863,23.7,2.3
57,2020-11-25,517,66,,,,3385,1076,1043522,49.5,6.3
58,2020-11-25,91,9,,,,237,64,207182,43.9,4.3
59,2020-11-25,1492,218,,,,6445,1480,2604361,57.3,8.4
60,2020-11-25,309,39,,,,1809,537,824503,37.5,4.7
61,2020-11-25,142,10,,,,475,101,283372,50.1,3.5
62,2020-11-25,733,96,,,,2932,654,1468018,49.9,6.5
63,2020-11-25,356,40,,,,890,224,653742,54.5,6.1
64,2020-11-25,362,25,,,,799,158,677309,53.4,3.7
65,2020-11-25,181,12,,,,362,78,228530,79.2,5.3
66,2020-11-25,98,22,,,,524,107,474452,20.7,4.6
67,2020-11-25,475,79,,,,3593,851,1125559,42.2,7.0
68,2020-11-25,270,37,,,,3649,904,764030,35.3,4.8
69,2020-11-25,1604,254,,,,7118,1428,1843319,87.0,13.8
70,2020-11-25,89,15,,,,485,120,236659,37.6,6.3
71,2020-11-25,516,48,,,,1695,478,553595,93.2,8.7
72,2020-11-25,204,10,,,,880,149,566506,36.0,1.8
73,2020-11-25,362,38,,,,1256,333,431174,84.0,8.8
74,2020-11-25,553,69,,,,2184,464,807360,68.5,8.5
75,2020-11-25,1126,244,,,,9844,2431,2187526,51.5,11.2
76,2020-11-25,566,70,,,,2012,507,1254378,45.1,5.6
77,2020-11-25,506,87,,,,4310,1008,1403997,36.0,6.2
78,2020-11-25,784,65,,,,3870,875,1438266,54.5,4.5
79,2020-11-25,89,12,,,,206,69,374351,23.8,3.2
80,2020-11-25,191,31,,,,1115,330,572443,33.4,5.4
81,2020-11-25,128,21,,,,412,95,387890,33.0,5.4
82,2020-11-25,72,12,,,,309,69,258349,27.9,4.6
83,2020-11-25,351,52,,,,2046,377,1058740,33.2,4.9
84,2020-11-25,396,30,,,,1165,304,559479,70.8,5.4
85,2020-11-25,111,21,,,,528,77,675247,16.4,3.1
86,2020-11-25,97,18,,,,400,105,436876,22.2,4.1
87,2020-11-25,141,11,,,,383,103,374426,37.7,2.9
88,2020-11-25,234,19,,,,1043,349,367673,63.6,5.2
89,2020-11-25,200,17,,,,721,153,338291,59.1,5.0
90,2020-11-25,147,21,,,,776,259,142622,103.1,14.7
91,2020-11-25,634,93,,,,4387,883,1296130,48.9,7.2
92,2020-11-25,822,141,,,,7416,1435,1609306,51.1,8.8
93,2020-11-25,805,96,,,,6679,1361,1623111,49.6,5.9
94,2020-11-25,886,94,,,,6944,1638,1387926,63.8,6.8
95,2020-11-25,515,50,,,,4402,1033,1228618,41.9,4.1
971,2020-11-25,95,8,,,,701,163,390253,24.3,2.0
972,2020-11-25,52,15,,,,316,40,372594,14.0,4.0
973,2020-11-25,13,1,,,,1862,66,268700,4.8,0.4
974,2020-11-25,76,14,,,,608,47,853659,8.9,1.6
976,2020-11-25,9,3,,,,510,35,256518,3.5,1.2
01,2020-11-26,409,24,,,,1157,279,643350,63.6,3.7
02,2020-11-26,206,22,,,,1642,386,534490,38.5,4.1
03,2020-11-26,217,21,,,,723,200,337988,64.2,6.2
04,2020-11-26,135,7,,,,388,57,163915,82.4,4.3
05,2020-11-26,185,11,,,,442,89,141284,130.9,7.8
06,2020-11-26,485,71,,,,1946,396,1083310,44.8,6.6
07,2020-11-26,205,16,,,,850,238,325712,62.9,4.9
08,2020-11-26,154,16,,,,381,127,273579,56.3,5.8
09,2020-11-26,45,4,,,,110,15,153153,29.4,2.6
10,2020-11-26,159,20,,,,895,206,310020,51.3,6.5
11,2020-11-26,80,9,,,,436,107,370260,21.6,2.4
12,2020-11-26,104,9,,,,377,98,279206,37.2,3.2
13,2020-11-26,1261,247,,,,9165,1442,2024162,62.3,12.2
14,2020-11-26,241,26,,,,842,196,694002,34.7,3.7
15,2020-11-26,78,13,,,,182,31,145143,53.7,9.0
16,2020-11-26,53,6,,,,153,29,352335,15.0,1.7
17,2020-11-26,90,15,,,,369,98,644303,14.0,2.3
18,2020-11-26,159,12,,,,451,196,304256,52.3,3.9
19,2020-11-26,59,5,,,,313,80,241464,24.4,2.1
21,2020-11-26,351,63,,,,1546,380,533819,65.8,11.8
22,2020-11-26,64,10,,,,433,80,598814,10.7,1.7
23,2020-11-26,64,13,,,,208,42,118638,53.9,11.0
24,2020-11-26,74,9,,,,239,35,413606,17.9,2.2
25,2020-11-26,197,54,,,,998,214,539067,36.5,10.0
26,2020-11-26,256,49,,,,1195,318,511553,50.0,9.6
27,2020-11-26,202,10,,,,632,181,601843,33.6,1.7
28,2020-11-26,223,21,,,,1026,204,433233,51.5,4.8
29,2020-11-26,77,22,,,,441,80,909028,8.5,2.4
2A,2020-11-26,31,6,,,,252,73,157249,19.7,3.8
2B,2020-11-26,15,2,,,,211,36,177689,8.4,1.1
30,2020-11-26,315,52,,,,1078,257,744178,42.3,7.0
31,2020-11-26,343,78,,,,2118,271,1362672,25.2,5.7
32,2020-11-26,37,5,,,,152,49,191091,19.4,2.6
33,2020-11-26,368,80,,,,2126,349,1583384,23.2,5.1
34,2020-11-26,314,83,,,,2008,388,1144892,27.4,7.2
35,2020-11-26,270,36,,,,1089,204,1060199,25.5,3.4
36,2020-11-26,67,5,,,,341,105,222232,30.1,2.2
37,2020-11-26,146,39,,,,732,162,606511,24.1,6.4
38,2020-11-26,973,116,,,,2776,660,1258722,77.3,9.2
39,2020-11-26,185,8,,,,668,148,260188,71.1,3.1
40,2020-11-26,92,11,,,,267,57,407444,22.6,2.7
41,2020-11-26,106,3,,,,529,117,331915,31.9,0.9
42,2020-11-26,854,93,,,,2559,672,762941,111.9,12.2
43,2020-11-26,191,13,,,,497,95,227283,84.0,5.7
44,2020-11-26,286,42,,,,1517,337,1394909,20.5,3.0
45,2020-11-26,244,54,,,,1166,185,678105,36.0,8.0
46,2020-11-26,39,4,,,,119,37,173828,22.4,2.3
47,2020-11-26,93,16,,,,247,41,332842,27.9,4.8
48,2020-11-26,36,4,,,,129,34,76601,47.0,5.2
49,2020-11-26,232,45,,,,1347,284,813493,28.5,5.5
50,2020-11-26,150,15,,,,411,106,496883,30.2,3.0
51,2020-11-26,235,39,,,,1506,363,568895,41.3,6.9
52,2020-11-26,126,7,,,,426,141,175640,71.7,4.0
53,2020-11-26,126,10,,,,474,97,307445,41.0,3.3
54,2020-11-26,368,50,,,,1844,491,733481,50.2,6.8
55,2020-11-26,64,8,,,,649,136,187187,34.2,4.3
56,2020-11-26,173,17,,,,775,170,750863,23.0,2.3
57,2020-11-26,503,63,,,,3408,1087,1043522,48.2,6.0
58,2020-11-26,88,9,,,,245,65,207182,42.5,4.3
59,2020-11-26,1444,206,,,,6531,1504,2604361,55.4,7.9
60,2020-11-26,299,37,,,,1818,542,824503,36.3,4.5
61,2020-11-26,148,10,,,,484,103,283372,52.2,3.5
62,2020-11-26,719,89,,,,2975,663,1468018,49.0,6.1
63,2020-11-26,347,39,,,,898,232,653742,53.1,6.0
64,2020-11-26,344,24,,,,853,167,677309,50.8,3.5
65,2020-11-26,180,13,,,,369,79,228530,78.8,5.7
66,2020-11-26,90,21,,,,536,108,474452,19.0,4.4
67,2020-11-26,471,74,,,,3611,856,1125559,41.8,6.6
68,2020-11-26,275,38,,,,3658,906,764030,36.0,5.0
69,2020-11-26,1564,246,,,,7198,1441,1843319,84.8,13.3
70,2020-11-26,81,17,,,,497,120,236659,34.2,7.2
71,2020-11-26,495,45,,,,1721,486,553595,89.4,8.1
72,2020-11-26,201,11,,,,893,150,566506,35.5,1.9
73,2020-11-26,340,39,,,,1284,346,431174,78.9,9.0
74,2020-11-26,514,64,,,,2245,470,807360,63.7,7.9
75,2020-11-26,1090,239,,,,9907,2440,2187526,49.8,10.9
76,2020-11-26,564,67,,,,2023,511,1254378,45.0,5.3
77,2020-11-26,478,77,,,,4357,1013,1403997,34.0,5.5
78,2020-11-26,780,63,,,,3902,881,1438266,54.2,4.4
79,2020-11-26,87,12,,,,209,71,374351,23.2,3.2
80,2020-11-26,195,33,,,,1124,331,572443,34.1,5.8
81,2020-11-26,123,23,,,,426,96,387890,31.7,5.9
82,2020-11-26,64,11,,,,313,73,258349,24.8,4.3
83,2020-11-26,344,52,,,,2060,383,1058740,32.5,4.9
84,2020-11-26,386,31,,,,1185,309,559479,69.0,5.5
85,2020-11-26,105,20,,,,539,81,675247,15.5,3.0
86,2020-11-26,94,17,,,,407,106,436876,21.5,3.9
87,2020-11-26,142,11,,,,387,103,374426,37.9,2.9
88,2020-11-26,232,17,,,,1054,355,367673,63.1,4.6
89,2020-11-26,204,18,,,,727,156,338291,60.3,5.3
90,2020-11-26,138,21,,,,787,262,142622,96.8,14.7
91,2020-11-26,612,88,,,,4413,889,1296130,47.2,6.8
92,2020-11-26,800,138,,,,7460,1442,1609306,49.7,8.6
93,2020-11-26,796,93,,,,6716,1362,1623111,49.0,5.7
94,2020-11-26,873,94,,,,7002,1647,1387926,62.9,6.8
95,2020-11-26,516,51,,,,4421,1037,1228618,42.0,4.2
971,2020-11-26,96,9,,,,702,163,390253,24.6,2.3
972,2020-11-26,51,15,,,,320,40,372594,13.7,4.0
973,2020-11-26,13,1,,,,1865,66,268700,4.8,0.4
974,2020-11-26,74,10,,,,612,48,853659,8.7,1.2
976,2020-11-26,10,4,,,,510,35,256518,3.9,1.6
01,2020-11-27,387,23,,,,1185,288,643350,60.2,3.6
02,2020-11-27,205,24,,,,1654,388,534490,38.4,4.5
03,2020-11-27,206,21,,,,738,208,337988,60.9,6.2
04,2020-11-27,132,7,,,,394,59,163915,80.5,4.3
05,2020-11-27,185,11,,,,445,92,141284,130.9,7.8
06,2020-11-27,471,68,,,,1978,406,1083310,43.5,6.3
07,2020-11-27,200,15,,,,867,248,325712,61.4,4.6
08,2020-11-27,146,14,,,,397,132,273579,53.4,5.1
09,2020-11-27,46,4,,,,110,16,153153,30.0,2.6
10,2020-11-27,157,18,,,,900,207,310020,50.6,5.8
11,2020-11-27,76,5,,,,439,109,370260,20.5,1.4
12,2020-11-27,106,9,,,,379,98,279206,38.0,3.2
13,2020-11-27,1237,237,,,,9250,1454,2024162,61.1,11.7
14,2020-11-27,244,26,,,,849,199,694002,35.2,3.7
15,2020-11-27,81,12,,,,184,31,145143,55.8,8.3
16,2020-11-27,54,6,,,,154,30,352335,15.3,1.7
17,2020-11-27,91,14,,,,373,99,644303,14.1,2.2
18,2020-11-27,160,12,,,,455,199,304256,52.6,3.9
19,2020-11-27,57,4,,,,317,80,241464,23.6,1.7
21,2020-11-27,346,63,,,,1566,390,533819,64.8,11.8
22,2020-11-27,63,9,,,,443,81,598814,10.5,1.5
23,2020-11-27,53,14,,,,218,43,118638,44.7,11.8
24,2020-11-27,72,9,,,,242,36,413606,17.4,2.2
25,2020-11-27,192,51,,,,1013,218,539067,35.6,9.5
26,2020-11-27,245,45,,,,1210,323,511553,47.9,8.8
27,2020-11-27,195,9,,,,636,187,601843,32.4,1.5
28,2020-11-27,215,22,,,,1037,208,433233,49.6,5.1
29,2020-11-27,74,23,,,,443,80,909028,8.1,2.5
2A,2020-11-27,31,6,,,,253,73,157249,19.7,3.8
2B,2020-11-27,15,3,,,,213,36,177689,8.4,1.7
30,2020-11-27,308,52,,,,1091,258,744178,41.4,7.0
31,2020-11-27,324,75,,,,2139,275,1362672,23.8,5.5
32,2020-11-27,36,5,,,,154,49,191091,18.8,2.6
33,2020-11-27,367,77,,,,2136,353,1583384,23.2,4.9
34,2020-11-27,295,81,,,,2035,393,1144892,25.8,7.1
35,2020-11-27,255,35,,,,1101,210,1060199,24.1,3.3
36,2020-11-27,66,5,,,,347,110,222232,29.7,2.2
37,2020-11-27,143,35,,,,738,165,606511,23.6,5.8
38,2020-11-27,877,107,,,,2881,680,1258722,69.7,8.5
39,2020-11-27,185,7,,,,679,151,260188,71.1,2.7
40,2020-11-27,91,11,,,,271,57,407444,22.3,2.7
41,2020-11-27,108,5,,,,537,118,331915,32.5,1.5
42,2020-11-27,838,95,,,,2589,677,762941,109.8,12.5
43,2020-11-27,182,11,,,,511,96,227283,80.1,4.8
44,2020-11-27,275,39,,,,1533,342,1394909,19.7,2.8
45,2020-11-27,233,55,,,,1189,188,678105,34.4,8.1
46,2020-11-27,35,4,,,,123,37,173828,20.1,2.3
47,2020-11-27,86,16,,,,257,42,332842,25.8,4.8
48,2020-11-27,36,4,,,,131,34,76601,47.0,5.2
49,2020-11-27,235,44,,,,1358,289,813493,28.9,5.4
50,2020-11-27,154,13,,,,415,107,496883,31.0,2.6
51,2020-11-27,238,40,,,,1518,366,568895,41.8,7.0
52,2020-11-27,124,4,,,,433,144,175640,70.6,2.3
53,2020-11-27,122,10,,,,478,101,307445,39.7,3.3
54,2020-11-27,360,46,,,,1865,498,733481,49.1,6.3
55,2020-11-27,64,9,,,,654,136,187187,34.2,4.8
56,2020-11-27,160,17,,,,789,170,750863,21.3,2.3
57,2020-11-27,488,63,,,,3439,1094,1043522,46.8,6.0
58,2020-11-27,88,8,,,,249,67,207182,42.5,3.9
59,2020-11-27,1433,200,,,,6599,1515,2604361,55.0,7.7
60,2020-11-27,297,39,,,,1834,545,824503,36.0,4.7
61,2020-11-27,149,9,,,,489,105,283372,52.6,3.2
62,2020-11-27,690,87,,,,3032,673,1468018,47.0,5.9
63,2020-11-27,325,37,,,,922,238,653742,49.7,5.7
64,2020-11-27,330,22,,,,866,177,677309,48.7,3.2
65,2020-11-27,172,13,,,,378,81,228530,75.3,5.7
66,2020-11-27,84,19,,,,543,109,474452,17.7,4.0
67,2020-11-27,468,71,,,,3634,861,1125559,41.6,6.3
68,2020-11-27,248,34,,,,3695,907,764030,32.5,4.5
69,2020-11-27,1537,232,,,,7296,1455,1843319,83.4,12.6
70,2020-11-27,77,17,,,,502,122,236659,32.5,7.2
71,2020-11-27,508,51,,,,1746,492,553595,91.8,9.2
72,2020-11-27,211,11,,,,900,153,566506,37.2,1.9
73,2020-11-27,324,37,,,,1308,357,431174,75.1,8.6
74,2020-11-27,504,60,,,,2266,476,807360,62.4,7.4
75,2020-11-27,1028,234,,,,9990,2454,2187526,47.0,10.7
76,2020-11-27,555,64,,,,2051,516,1254378,44.2,5.1
77,2020-11-27,466,68,,,,4385,1020,1403997,33.2,4.8
78,2020-11-27,789,61,,,,3926,888,1438266,54.9,4.2
79,2020-11-27,84,11,,,,218,72,374351,22.4,2.9
80,2020-11-27,190,32,,,,1133,332,572443,33.2,5.6
81,2020-11-27,121,21,,,,432,99,387890,31.2,5.4
82,2020-11-27,83,12,,,,315,73,258349,32.1,4.6
83,2020-11-27,332,52,,,,2080,386,1058740,31.4,4.9
84,2020-11-27,365,28,,,,1223,319,559479,65.2,5.0
85,2020-11-27,109,17,,,,546,82,675247,16.1,2.5
86,2020-11-27,88,18,,,,417,107,436876,20.1,4.1
87,2020-11-27,166,10,,,,388,107,374426,44.3,2.7
88,2020-11-27,226,16,,,,1073,358,367673,61.5,4.4
89,2020-11-27,207,17,,,,736,160,338291,61.2,5.0
90,2020-11-27,140,25,,,,793,264,142622,98.2,17.5
91,2020-11-27,606,83,,,,4441,897,1296130,46.8,6.4
92,2020-11-27,795,138,,,,7489,1446,1609306,49.4,8.6
93,2020-11-27,782,93,,,,6759,1367,1623111,48.2,5.7
94,2020-11-27,869,89,,,,7034,1656,1387926,62.6,6.4
95,2020-11-27,513,49,,,,4439,1041,1228618,41.8,4.0
971,2020-11-27,94,9,,,,704,163,390253,24.1,2.3
972,2020-11-27,45,14,,,,325,40,372594,12.1,3.8
973,2020-11-27,15,1,,,,1866,66,268700,5.6,0.4
974,2020-11-27,69,9,,,,619,48,853659,8.1,1.1
976,2020-11-27,11,4,,,,510,35,256518,4.3,1.6
01,2020-11-28,384,23,,,,1188,288,643350,59.7,3.6
02,2020-11-28,198,22,,,,1666,389,534490,37.0,4.1
03,2020-11-28,212,22,,,,752,209,337988,62.7,6.5
04,2020-11-28,138,7,,,,396,59,163915,84.2,4.3
05,2020-11-28,181,10,,,,450,94,141284,128.1,7.1
06,2020-11-28,464,68,,,,1994,411,1083310,42.8,6.3
07,2020-11-28,209,17,,,,870,248,325712,64.2,5.2
08,2020-11-28,162,13,,,,403,135,273579,59.2,4.8
09,2020-11-28,46,4,,,,110,16,153153,30.0,2.6
10,2020-11-28,157,18,,,,910,209,310020,50.6,5.8
11,2020-11-28,80,7,,,,440,109,370260,21.6,1.9
12,2020-11-28,100,9,,,,384,102,279206,35.8,3.2
13,2020-11-28,1234,226,,,,9304,1461,2024162,61.0,11.2
14,2020-11-28,240,23,,,,858,202,694002,34.6,3.3
15,2020-11-28,82,14,,,,186,31,145143,56.5,9.6
16,2020-11-28,44,3,,,,164,32,352335,12.5,0.9
17,2020-11-28,87,16,,,,377,99,644303,13.5,2.5
18,2020-11-28,164,12,,,,460,202,304256,53.9,3.9
19,2020-11-28,56,4,,,,319,80,241464,23.2,1.7
21,2020-11-28,340,58,,,,1579,392,533819,63.7,10.9
22,2020-11-28,59,9,,,,448,82,598814,9.9,1.5
23,2020-11-28,50,12,,,,220,44,118638,42.1,10.1
24,2020-11-28,74,9,,,,243,36,413606,17.9,2.2
25,2020-11-28,175,47,,,,1027,223,539067,32.5,8.7
26,2020-11-28,241,43,,,,1219,324,511553,47.1,8.4
27,2020-11-28,192,8,,,,644,189,601843,31.9,1.3
28,2020-11-28,209,21,,,,1045,210,433233,48.2,4.8
29,2020-11-28,76,22,,,,443,80,909028,8.4,2.4
2A,2020-11-28,31,6,,,,253,73,157249,19.7,3.8
2B,2020-11-28,15,3,,,,213,36,177689,8.4,1.7
30,2020-11-28,305,51,,,,1098,260,744178,41.0,6.9
31,2020-11-28,319,71,,,,2150,277,1362672,23.4,5.2
32,2020-11-28,32,5,,,,158,49,191091,16.7,2.6
33,2020-11-28,358,72,,,,2159,356,1583384,22.6,4.5
34,2020-11-28,288,79,,,,2045,395,1144892,25.2,6.9
35,2020-11-28,247,34,,,,1112,212,1060199,23.3,3.2
36,2020-11-28,68,5,,,,348,111,222232,30.6,2.2
37,2020-11-28,145,34,,,,739,166,606511,23.9,5.6
38,2020-11-28,868,102,,,,2927,687,1258722,69.0,8.1
39,2020-11-28,181,7,,,,689,151,260188,69.6,2.7
40,2020-11-28,90,10,,,,272,57,407444,22.1,2.5
41,2020-11-28,109,5,,,,537,118,331915,32.8,1.5
42,2020-11-28,827,92,,,,2615,685,762941,108.4,12.1
43,2020-11-28,177,11,,,,516,97,227283,77.9,4.8
44,2020-11-28,274,36,,,,1555,343,1394909,19.6,2.6
45,2020-11-28,226,53,,,,1197,189,678105,33.3,7.8
46,2020-11-28,35,4,,,,125,37,173828,20.1,2.3
47,2020-11-28,86,16,,,,261,44,332842,25.8,4.8
48,2020-11-28,37,4,,,,132,34,76601,48.3,5.2
49,2020-11-28,232,44,,,,1371,291,813493,28.5,5.4
50,2020-11-28,146,13,,,,422,108,496883,29.4,2.6
51,2020-11-28,235,43,,,,1530,366,568895,41.3,7.6
52,2020-11-28,122,4,,,,436,145,175640,69.5,2.3
53,2020-11-28,109,10,,,,494,102,307445,35.5,3.3
54,2020-11-28,354,46,,,,1883,500,733481,48.3,6.3
55,2020-11-28,67,9,,,,657,137,187187,35.8,4.8
56,2020-11-28,155,14,,,,797,170,750863,20.6,1.9
57,2020-11-28,490,59,,,,3455,1098,1043522,47.0,5.7
58,2020-11-28,88,9,,,,254,68,207182,42.5,4.3
59,2020-11-28,1402,199,,,,6667,1525,2604361,53.8,7.6
60,2020-11-28,299,39,,,,1840,545,824503,36.3,4.7
61,2020-11-28,148,10,,,,497,106,283372,52.2,3.5
62,2020-11-28,678,85,,,,3064,678,1468018,46.2,5.8
63,2020-11-28,309,33,,,,940,243,653742,47.3,5.0
64,2020-11-28,334,21,,,,879,178,677309,49.3,3.1
65,2020-11-28,164,11,,,,387,84,228530,71.8,4.8
66,2020-11-28,79,19,,,,547,110,474452,16.7,4.0
67,2020-11-28,456,69,,,,3655,865,1125559,40.5,6.1
68,2020-11-28,257,34,,,,3706,907,764030,33.6,4.5
69,2020-11-28,1520,228,,,,7349,1466,1843319,82.5,12.4
70,2020-11-28,79,16,,,,505,122,236659,33.4,6.8
71,2020-11-28,501,55,,,,1764,494,553595,90.5,9.9
72,2020-11-28,212,11,,,,905,154,566506,37.4,1.9
73,2020-11-28,305,37,,,,1330,357,431174,70.7,8.6
74,2020-11-28,497,56,,,,2297,484,807360,61.6,6.9
75,2020-11-28,1013,228,,,,10025,2461,2187526,46.3,10.4
76,2020-11-28,540,59,,,,2081,520,1254378,43.0,4.7
77,2020-11-28,457,67,,,,4402,1024,1403997,32.5,4.8
78,2020-11-28,789,63,,,,3942,889,1438266,54.9,4.4
79,2020-11-28,88,11,,,,220,72,374351,23.5,2.9
80,2020-11-28,187,33,,,,1138,334,572443,32.7,5.8
81,2020-11-28,121,21,,,,437,100,387890,31.2,5.4
82,2020-11-28,66,13,,,,336,75,258349,25.5,5.0
83,2020-11-28,322,51,,,,2095,389,1058740,30.4,4.8
84,2020-11-28,350,28,,,,1236,319,559479,62.6,5.0
85,2020-11-28,103,15,,,,554,85,675247,15.3,2.2
86,2020-11-28,88,17,,,,425,107,436876,20.1,3.9
87,2020-11-28,162,10,,,,395,111,374426,43.3,2.7
88,2020-11-28,205,12,,,,1097,365,367673,55.8,3.3
89,2020-11-28,204,17,,,,743,163,338291,60.3,5.0
90,2020-11-28,129,24,,,,803,270,142622,90.4,16.8
91,2020-11-28,612,83,,,,4457,899,1296130,47.2,6.4
92,2020-11-28,763,128,,,,7536,1451,1609306,47.4,8.0
93,2020-11-28,772,91,,,,6770,1373,1623111,47.6,5.6
94,2020-11-28,858,88,,,,7059,1662,1387926,61.8,6.3
95,2020-11-28,478,49,,,,4484,1042,1228618,38.9,4.0
971,2020-11-28,92,10,,,,706,163,390253,23.6,2.6
972,2020-11-28,36,12,,,,334,41,372594,9.7,3.2
973,2020-11-28,16,1,,,,1866,66,268700,6.0,0.4
974,2020-11-28,69,9,,,,622,48,853659,8.1,1.1
976,2020-11-28,9,4,,,,512,35,256518,3.5,1.6
01,2020-11-29,381,23,,,,1193,293,643350,59.2,3.6
02,2020-11-29,204,22,,,,1666,390,534490,38.2,4.1
03,2020-11-29,219,20,,,,752,212,337988,64.8,5.9
04,2020-11-29,153,7,,,,398,62,163915,93.3,4.3
05,2020-11-29,180,10,,,,451,97,141284,127.4,7.1
06,2020-11-29,471,65,,,,1999,413,1083310,43.5,6.0
07,2020-11-29,213,18,,,,871,250,325712,65.4,5.5
08,2020-11-29,157,14,,,,406,138,273579,57.4,5.1
09,2020-11-29,44,4,,,,111,18,153153,28.7,2.6
10,2020-11-29,158,19,,,,911,212,310020,51.0,6.1
11,2020-11-29,82,8,,,,440,109,370260,22.1,2.2
12,2020-11-29,99,9,,,,385,104,279206,35.5,3.2
13,2020-11-29,1238,226,,,,9322,1464,2024162,61.2,11.2
14,2020-11-29,248,23,,,,858,202,694002,35.7,3.3
15,2020-11-29,83,15,,,,186,31,145143,57.2,10.3
16,2020-11-29,43,1,,,,164,33,352335,12.2,0.3
17,2020-11-29,86,16,,,,378,99,644303,13.3,2.5
18,2020-11-29,166,11,,,,460,205,304256,54.6,3.6
19,2020-11-29,56,4,,,,319,81,241464,23.2,1.7
21,2020-11-29,341,57,,,,1584,394,533819,63.9,10.7
22,2020-11-29,59,8,,,,449,82,598814,9.9,1.3
23,2020-11-29,50,12,,,,220,44,118638,42.1,10.1
24,2020-11-29,75,8,,,,245,37,413606,18.1,1.9
25,2020-11-29,176,50,,,,1032,225,539067,32.6,9.3
26,2020-11-29,238,41,,,,1221,327,511553,46.5,8.0
27,2020-11-29,193,8,,,,644,189,601843,32.1,1.3
28,2020-11-29,215,21,,,,1045,212,433233,49.6,4.8
29,2020-11-29,76,21,,,,443,82,909028,8.4,2.3
2A,2020-11-29,28,6,,,,256,74,157249,17.8,3.8
2B,2020-11-29,17,5,,,,213,36,177689,9.6,2.8
30,2020-11-29,303,52,,,,1099,262,744178,40.7,7.0
31,2020-11-29,317,72,,,,2152,281,1362672,23.3,5.3
32,2020-11-29,34,5,,,,158,49,191091,17.8,2.6
33,2020-11-29,373,75,,,,2160,356,1583384,23.6,4.7
34,2020-11-29,286,77,,,,2046,400,1144892,25.0,6.7
