datetime,dep,tx_incidence,tx_positivite,taux_occupation_sae
2021-07-27,08,46.3,1.65,10.8
2021-07-27,12,193.3,4.46,18.6
2021-07-27,02,62.0,2.24,18.5
2021-07-27,10,69.4,1.97,10.8
2021-07-28,09,304.5,6.28,19.2
2021-07-28,02,62.0,2.22,17.6
2021-07-28,11,476.8,7.3,19.2
2021-07-28,10,71.3,2.01,10.3
2021-07-28,01,153.4,3.99,14.7
2021-07-28,13,544.6,5.83,27.2
2021-07-28,12,196.5,4.51,19.2
2021-07-28,05,222.9,5.89,27.2
2021-07-28,03,79.4,2.87,14.7
2021-07-28,06,736.2,8.16,27.2
2021-07-28,08,49.7,1.76,10.3
2021-07-28,04,293.6,5.97,27.2
2021-07-28,07,126.0,3.61,14.7
2021-07-28,14,198.7,4.17,15.4
2021-07-29,07,131.6,3.66,15.4
2021-07-29,10,73.2,1.99,10.5
2021-07-29,04,292.4,5.75,27.6
2021-07-29,02,63.9,2.23,16.7
2021-07-29,05,221.5,5.51,27.6
2021-07-29,12,208.4,4.67,20.5
2021-07-29,11,475.4,7.07,20.5
2021-07-29,13,575.1,5.95,27.6
2021-07-29,01,153.3,3.87,15.4
2021-07-29,09,293.3,5.94,20.5
2021-07-29,03,83.0,2.91,15.4
2021-07-29,06,751.2,7.99,27.6
2021-07-29,14,208.0,4.29,15.4
2021-07-29,08,57.2,1.96,10.5
2021-07-30,03,84.8,2.86,15.6
2021-07-30,08,59.5,1.9,12.0
2021-07-30,05,215.9,5.11,31.5
2021-07-30,06,758.5,7.78,31.5
2021-07-30,12,207.3,4.47,25.3
2021-07-30,13,592.3,5.95,31.5
2021-07-30,04,304.5,5.67,31.5
2021-07-30,11,475.2,6.82,25.3
2021-07-30,07,135.5,3.59,15.6
2021-07-30,10,74.5,1.96,12.0
2021-07-30,02,69.8,2.36,16.4
2021-07-30,09,305.1,6.17,25.3
2021-07-30,14,216.6,4.36,15.8
2021-07-30,01,156.2,3.79,15.6
2021-07-31,12,200.8,4.22,29.3
2021-07-31,01,155.0,3.67,15.0
2021-07-31,09,295.3,5.74,29.3
2021-07-31,14,216.4,4.3,17.5
2021-07-31,10,76.2,1.98,12.3
2021-07-31,11,465.2,6.56,29.3
2021-07-31,03,84.5,2.74,15.0
2021-07-31,02,70.7,2.37,16.2
2021-07-31,04,313.0,5.61,32.2
2021-07-31,13,603.0,5.91,32.2
2021-07-31,06,743.1,7.43,32.2
2021-07-31,07,140.4,3.68,15.0
2021-07-31,08,58.0,1.8,12.3
2021-07-31,05,222.2,5.17,32.2
2021-08-01,08,58.4,1.8,13.3
2021-08-01,05,231.4,5.3,33.7
2021-08-01,06,739.2,7.36,33.7
2021-08-01,07,139.8,3.63,15.0
2021-08-01,01,154.5,3.63,15.0
2021-08-01,03,83.9,2.72,15.0
2021-08-01,02,71.7,2.39,16.2
2021-08-01,09,291.3,5.7,31.2
2021-08-01,11,466.9,6.53,31.2
2021-08-01,12,201.9,4.23,31.2
2021-08-01,10,76.8,1.98,13.3
2021-08-01,04,311.1,5.62,33.7
2021-08-01,13,607.6,5.93,33.7
2021-08-01,14,212.9,4.21,18.3
2021-08-02,05,239.1,5.34,38.0
2021-08-02,03,80.9,2.63,16.5
2021-08-02,01,153.7,3.55,16.5
2021-08-02,04,313.6,5.59,38.0
2021-08-02,09,295.3,5.65,33.1
2021-08-02,10,78.7,1.99,14.0
2021-08-02,02,72.8,2.42,18.0
2021-08-02,13,635.1,6.11,38.0
2021-08-02,11,447.5,6.43,33.1
2021-08-02,06,723.8,7.21,38.0
2021-08-02,07,138.9,3.6,16.5
2021-08-02,08,58.8,1.8,14.0
2021-08-02,14,216.2,4.25,19.6
2021-08-02,12,203.3,4.14,33.1
2021-08-03,03,75.5,2.52,18.2
2021-08-03,06,704.1,6.99,42.8
2021-08-03,09,280.8,5.45,35.9
2021-08-03,13,645.8,6.18,42.8
2021-08-03,02,76.0,2.52,18.7
2021-08-03,01,156.2,3.59,18.2
2021-08-03,07,137.7,3.56,18.2
2021-08-03,11,434.7,6.28,35.9
2021-08-03,08,53.5,1.64,13.8
2021-08-03,04,312.4,5.57,42.8
2021-08-03,12,186.4,3.74,35.9
2021-08-03,14,221.4,4.3,22.1
2021-08-03,05,233.5,5.2,42.8
2021-08-03,10,75.8,1.89,13.8
2021-08-04,11,426.1,6.21,38.4
2021-08-04,02,74.0,2.45,18.9
2021-08-04,10,74.5,1.86,13.5
2021-08-04,05,237.0,5.24,43.9
2021-08-04,07,140.7,3.62,19.1
2021-08-04,06,678.7,6.8,43.9
2021-08-04,08,62.9,1.91,13.5
2021-08-04,01,158.8,3.64,19.1
2021-08-04,03,77.9,2.62,19.1
2021-08-04,04,312.4,5.57,43.9
2021-08-04,12,198.0,3.93,38.4
2021-08-04,09,283.5,5.48,38.4
2021-08-04,13,654.7,6.24,43.9
2021-08-04,14,212.3,4.12,21.7
2021-08-05,10,76.5,1.91,14.0
2021-08-05,14,207.0,4.0,22.5
2021-08-05,08,61.8,1.88,14.0
2021-08-05,05,251.1,5.51,44.3
2021-08-05,11,432.5,6.32,41.6
2021-08-05,12,192.9,3.79,41.6
2021-08-05,07,142.0,3.61,21.6
2021-08-05,01,165.6,3.8,21.6
2021-08-05,06,656.3,6.65,44.3
2021-08-05,02,83.1,2.74,18.9
2021-08-05,03,79.1,2.68,21.6
2021-08-05,13,669.6,6.38,44.3
2021-08-05,09,296.6,5.66,41.6
2021-08-05,04,322.6,5.68,44.3
2021-08-06,11,433.9,6.35,44.5
2021-08-06,13,677.0,6.47,47.2
2021-08-06,03,82.7,2.79,22.0
2021-08-06,10,77.8,1.86,14.2
2021-08-06,02,82.1,2.74,18.7
2021-08-06,14,191.3,3.73,22.9
2021-08-06,06,629.9,6.44,47.2
2021-08-06,12,197.2,3.7,44.5
2021-08-06,09,277.6,5.31,44.5
2021-08-06,04,331.1,5.93,47.2
2021-08-06,07,146.5,3.73,22.0
2021-08-06,08,62.1,1.88,14.2
2021-08-06,05,255.4,5.61,47.2
2021-08-06,01,167.7,3.91,22.0
2021-08-07,06,627.7,6.38,49.8
2021-08-07,03,84.8,2.81,23.3
2021-08-07,11,429.0,6.23,47.9
2021-08-07,08,66.3,2.0,14.4
2021-08-07,01,168.8,3.95,23.3
2021-08-07,09,284.8,5.47,47.9
2021-08-07,12,209.8,3.84,47.9
2021-08-07,05,258.9,5.51,49.8
2021-08-07,04,317.2,5.79,49.8
2021-08-07,07,151.7,3.72,23.3
2021-08-07,13,686.1,6.57,49.8
2021-08-07,10,79.4,1.79,14.4
2021-08-07,14,188.7,3.67,22.5
2021-08-07,02,83.6,2.74,19.4
2021-08-08,03,85.1,2.8,23.4
2021-08-08,09,285.4,5.42,51.1
2021-08-08,13,689.9,6.54,50.9
2021-08-08,02,83.8,2.73,19.2
2021-08-08,08,70.4,2.08,16.1
2021-08-08,05,265.2,5.64,50.9
2021-08-08,04,319.0,5.74,50.9
2021-08-08,06,628.5,6.35,50.9
2021-08-08,12,209.1,3.8,51.1
2021-08-08,14,187.0,3.66,19.2
2021-08-08,10,79.1,1.78,16.1
2021-08-08,11,428.8,6.18,51.1
2021-08-08,07,151.4,3.66,23.4
2021-08-08,01,169.6,3.95,23.4
2021-08-09,13,688.8,6.16,57.2
2021-08-09,14,175.1,3.33,20.8
2021-08-09,08,80.6,2.22,16.3
2021-08-09,12,209.1,3.59,53.6
2021-08-09,01,172.3,3.85,27.2
2021-08-09,04,314.8,5.38,57.2
2021-08-09,11,438.4,6.02,53.6
2021-08-09,03,95.7,2.77,27.2
2021-08-09,05,257.5,5.2,57.2
2021-08-09,10,79.1,1.68,16.3
2021-08-09,07,158.2,3.53,27.2
2021-08-09,09,309.7,5.56,53.6
2021-08-09,06,614.0,5.89,57.2
2021-08-09,02,82.9,2.49,20.5
2021-08-10,07,163.4,3.39,26.5
2021-08-10,12,228.8,3.73,55.7
2021-08-10,14,167.3,3.08,22.1
2021-08-10,01,179.3,3.79,26.5
2021-08-10,06,604.0,5.54,58.7
2021-08-10,02,86.5,2.4,19.9
2021-08-10,08,82.1,2.1,16.6
2021-08-10,09,316.3,5.42,55.7
2021-08-10,13,695.5,5.86,58.7
2021-08-10,11,428.5,5.64,55.7
2021-08-10,03,105.0,2.78,26.5
2021-08-10,10,82.6,1.64,16.6
2021-08-10,04,326.3,5.26,58.7
2021-08-10,05,268.8,5.16,58.7
2021-08-11,14,159.5,2.84,23.3
2021-08-11,07,172.5,3.33,27.5
2021-08-11,09,323.5,5.29,54.9
2021-08-11,02,92.2,2.41,21.5
2021-08-11,03,109.6,2.73,27.5
2021-08-11,12,227.8,3.6,54.9
2021-08-11,11,418.8,5.3,54.9
2021-08-11,10,86.5,1.64,17.8
2021-08-11,08,79.5,1.93,17.8
2021-08-11,05,275.1,4.98,60.0
2021-08-11,01,179.6,3.67,27.5
2021-08-11,13,699.7,5.64,60.0
2021-08-11,04,341.4,5.2,60.0
2021-08-11,06,604.5,5.32,60.0
2021-08-12,07,179.3,3.27,28.3
2021-08-12,05,285.7,4.98,61.5
2021-08-12,13,700.1,5.43,61.5
2021-08-12,10,98.4,1.78,19.1
2021-08-12,11,406.2,4.98,58.2
2021-08-12,06,597.8,5.07,61.5
2021-08-12,02,86.3,2.13,22.4
2021-08-12,04,346.2,5.05,61.5
2021-08-12,08,80.6,1.85,19.1
2021-08-12,01,180.1,3.57,28.3
2021-08-12,12,229.2,3.48,58.2
2021-08-12,14,152.3,2.62,23.8
2021-08-12,09,345.2,5.27,58.2
2021-08-12,03,109.0,2.57,28.3
2021-08-13,10,101.0,1.82,18.9
2021-08-13,11,388.2,4.64,59.3
2021-08-13,02,85.0,1.99,23.3
2021-08-13,07,182.6,3.18,28.8
2021-08-13,13,703.0,5.3,61.7
2021-08-13,03,108.4,2.45,28.8
2021-08-13,08,86.6,1.91,18.9
2021-08-13,12,226.7,3.45,59.3
2021-08-13,09,369.4,5.38,59.3
2021-08-13,06,588.4,4.91,61.7
2021-08-13,01,179.6,3.48,28.8
2021-08-13,05,303.3,5.12,61.7
2021-08-13,04,334.8,4.6,61.7
2021-08-13,14,144.5,2.44,22.9
2021-08-14,13,704.5,5.09,64.1
2021-08-14,10,102.9,1.83,18.7
2021-08-14,14,138.1,2.26,22.5
2021-08-14,04,357.2,4.6,64.1
2021-08-14,02,90.3,2.0,23.3
2021-08-14,12,224.2,3.36,57.6
2021-08-14,09,376.0,5.3,57.6
2021-08-14,07,187.5,3.13,28.8
2021-08-14,11,395.5,4.58,57.6
2021-08-14,06,579.6,4.7,64.1
2021-08-14,08,87.8,1.85,18.7
2021-08-14,03,110.5,2.41,28.8
2021-08-14,05,302.6,4.89,64.1
2021-08-14,01,182.2,3.45,28.8
2021-08-15,03,111.7,2.42,28.3
2021-08-15,08,85.9,1.83,18.3
2021-08-15,06,576.1,4.66,64.6
2021-08-15,04,359.0,4.6,64.6
2021-08-15,09,379.3,5.33,57.8
2021-08-15,12,227.0,3.39,57.8
2021-08-15,13,703.0,5.03,64.6
2021-08-15,05,294.9,4.75,64.6
2021-08-15,14,135.7,2.22,22.5
2021-08-15,10,103.9,1.83,18.3
2021-08-15,11,395.0,4.56,57.8
2021-08-15,02,90.7,2.01,23.7
2021-08-15,01,182.2,3.44,28.3
2021-08-15,07,190.9,3.13,28.3
2021-08-16,12,231.0,3.41,58.4
2021-08-16,01,186.6,3.54,32.4
2021-08-16,08,87.4,1.84,17.8
2021-08-16,10,109.1,1.92,17.8
2021-08-16,09,375.3,5.21,58.4
2021-08-16,13,704.0,4.99,66.3
2021-08-16,14,129.6,2.12,23.8
2021-08-16,03,105.6,2.28,32.4
2021-08-16,07,210.2,3.33,32.4
2021-08-16,11,372.1,4.29,58.4
2021-08-16,02,93.9,2.05,26.0
2021-08-16,06,544.1,4.43,66.3
2021-08-16,04,359.6,4.49,66.3
2021-08-16,05,304.8,4.78,66.3
2021-08-17,12,222.7,3.27,61.2
2021-08-17,06,521.1,4.24,70.9
2021-08-17,01,178.2,3.43,32.7
2021-08-17,05,292.0,4.54,70.9
2021-08-17,07,224.9,3.47,32.7
2021-08-17,11,371.6,4.3,61.2
2021-08-17,09,390.4,5.4,61.2
2021-08-17,03,96.9,2.1,32.7
2021-08-17,14,122.1,2.03,24.2
2021-08-17,08,93.8,1.99,17.2
2021-08-17,02,93.5,2.08,26.3
2021-08-17,04,363.8,4.47,70.9
2021-08-17,10,112.3,2.0,17.2
2021-08-17,13,699.0,4.91,70.9
2021-08-18,08,91.5,1.96,16.1
2021-08-18,10,110.7,1.98,16.1
2021-08-18,13,685.8,4.77,72.0
2021-08-18,06,489.6,3.99,72.0
2021-08-18,04,354.1,4.35,72.0
2021-08-18,05,296.3,4.58,72.0
2021-08-18,14,117.9,2.0,25.4
2021-08-18,03,94.5,2.04,34.3
2021-08-18,02,90.5,2.04,27.6
2021-08-18,01,177.3,3.45,34.3
2021-08-18,11,369.2,4.26,62.2
2021-08-18,12,214.1,3.14,62.2
2021-08-18,09,395.0,5.4,62.2
2021-08-18,07,227.3,3.45,34.3
2021-08-19,07,221.2,3.28,34.2
2021-08-19,12,208.4,3.1,63.7
2021-08-19,10,100.7,1.81,16.1
2021-08-19,13,676.3,4.67,72.0
2021-08-19,14,109.5,1.9,23.8
2021-08-19,04,349.3,4.26,72.0
2021-08-19,06,471.9,3.88,72.0
2021-08-19,02,89.5,2.07,26.0
2021-08-19,09,377.3,5.29,63.7
2021-08-19,08,93.4,2.02,16.1
2021-08-19,03,91.2,1.97,34.2
2021-08-19,01,169.3,3.33,34.2
2021-08-19,05,285.7,4.38,72.0
2021-08-19,11,357.7,4.14,63.7
2021-08-20,03,89.0,1.91,33.8
2021-08-20,02,91.1,2.1,29.0
2021-08-20,06,457.1,3.66,73.0
2021-08-20,04,356.5,4.22,73.0
2021-08-20,08,90.8,1.95,16.8
2021-08-20,14,111.1,1.93,23.3
2021-08-20,13,677.4,4.59,73.0
2021-08-20,01,166.2,3.27,33.8
2021-08-20,11,346.9,4.0,64.1
2021-08-20,10,99.4,1.74,16.8
2021-08-20,12,205.5,3.0,64.1
2021-08-20,07,227.3,3.24,33.8
2021-08-20,05,282.9,4.17,73.0
2021-08-20,09,377.3,5.28,64.1
2021-08-21,05,282.9,4.17,72.4
2021-08-21,14,109.8,1.92,23.8
2021-08-21,07,231.3,3.31,34.0
2021-08-21,01,162.3,3.22,34.0
2021-08-21,10,96.2,1.69,16.6
2021-08-21,11,327.6,3.8,63.3
2021-08-21,03,84.5,1.85,34.0
2021-08-21,13,671.8,4.56,72.4
2021-08-21,04,346.2,4.05,72.4
2021-08-21,02,84.8,2.01,29.5
2021-08-21,12,188.6,2.77,63.3
2021-08-21,08,92.3,2.03,16.6
2021-08-21,06,446.2,3.56,72.4
2021-08-21,09,368.1,5.18,63.3
2021-08-22,04,341.4,4.01,74.6
2021-08-22,01,163.5,3.25,35.1
2021-08-22,08,89.6,1.98,16.6
2021-08-22,09,366.8,5.18,63.5
2021-08-22,14,110.1,1.94,23.8
2021-08-22,12,183.9,2.71,63.5
2021-08-22,11,324.4,3.78,63.5
2021-08-22,03,83.3,1.83,35.1
2021-08-22,07,228.5,3.32,35.1
2021-08-22,02,83.6,1.98,29.7
2021-08-22,05,276.5,4.07,74.6
2021-08-22,13,676.0,4.6,74.6
2021-08-22,06,440.7,3.51,74.6
2021-08-22,10,97.4,1.72,16.6
2021-08-23,11,294.9,3.5,66.2
2021-08-23,14,99.6,1.79,23.8
2021-08-23,07,215.4,3.19,36.1
2021-08-23,10,94.2,1.67,17.6
2021-08-23,12,166.7,2.51,66.2
2021-08-23,02,82.7,2.01,30.1
2021-08-23,09,341.9,4.96,66.2
2021-08-23,06,427.5,3.47,77.2
2021-08-23,04,357.8,4.23,77.2
2021-08-23,05,280.1,4.14,77.2
2021-08-23,01,162.9,3.31,36.1
2021-08-23,03,82.1,1.85,36.1
2021-08-23,08,89.6,2.02,17.6
2021-08-23,13,669.1,4.63,77.2
2021-08-24,05,294.2,4.37,75.7
2021-08-24,09,325.5,4.74,63.5
2021-08-24,02,84.2,2.07,32.4
2021-08-24,07,200.7,3.06,37.0
2021-08-24,13,660.4,4.65,75.7
2021-08-24,10,92.0,1.65,19.6
2021-08-24,06,404.5,3.35,75.7
2021-08-24,11,277.7,3.36,63.5
2021-08-24,08,89.6,2.04,19.6
2021-08-24,12,157.4,2.43,63.5
2021-08-24,03,83.0,1.91,37.0
2021-08-24,14,96.3,1.77,26.2
2021-08-24,04,332.3,4.01,75.7
2021-08-24,01,160.1,3.33,37.0
2021-08-25,08,87.4,2.03,20.2
2021-08-25,13,658.0,4.69,74.3
2021-08-25,06,382.6,3.23,74.3
2021-08-25,14,91.8,1.72,26.2
2021-08-25,12,151.2,2.32,66.2
2021-08-25,10,92.6,1.69,20.2
2021-08-25,07,194.3,3.03,36.5
2021-08-25,11,252.2,3.13,66.2
2021-08-25,04,319.6,3.89,74.3
2021-08-25,09,301.8,4.47,66.2
2021-08-25,05,275.1,4.14,74.3
2021-08-25,03,73.6,1.73,36.5
2021-08-25,01,154.4,3.28,36.5
2021-08-25,02,85.5,2.14,34.5
2021-08-26,10,88.1,1.64,20.9
2021-08-26,01,147.4,3.22,38.5
2021-08-26,04,309.9,3.86,74.1
2021-08-26,05,272.3,4.15,74.1
2021-08-26,06,357.5,3.08,74.1
2021-08-26,13,648.2,4.7,74.1
2021-08-26,14,85.8,1.67,26.2
2021-08-26,08,88.9,2.15,20.9
2021-08-26,02,86.5,2.21,35.4
2021-08-26,03,72.1,1.76,38.5
2021-08-26,09,288.7,4.36,65.2
2021-08-26,07,201.3,3.24,38.5
2021-08-26,12,141.5,2.24,65.2
2021-08-26,11,236.1,3.03,65.2
2021-08-27,12,134.0,2.18,64.6
2021-08-27,05,258.2,3.99,73.3
2021-08-27,09,261.8,4.03,64.6
2021-08-27,03,71.8,1.79,38.3
2021-08-27,02,88.2,2.28,36.3
2021-08-27,01,142.6,3.11,38.3
2021-08-27,08,86.2,2.08,20.0
2021-08-27,06,339.1,2.99,73.3
2021-08-27,13,627.1,4.59,73.3
2021-08-27,11,216.8,2.84,64.6
2021-08-27,14,79.8,1.61,25.4
2021-08-27,04,291.8,3.67,73.3
2021-08-27,10,84.9,1.62,20.0
2021-08-27,07,193.6,3.19,38.3
2021-08-28,03,68.8,1.71,37.9
2021-08-28,04,284.5,3.63,73.7
2021-08-28,05,254.0,3.97,73.7
2021-08-28,10,86.2,1.65,20.9
2021-08-28,13,605.5,4.42,73.7
2021-08-28,01,140.8,3.06,37.9
2021-08-28,02,89.7,2.27,34.9
2021-08-28,14,72.5,1.48,26.2
2021-08-28,06,325.8,2.91,73.7
2021-08-28,08,80.2,1.88,20.9
2021-08-28,12,137.6,2.24,62.9
2021-08-28,09,263.8,4.03,62.9
2021-08-28,11,218.1,2.86,62.9
2021-08-28,07,183.2,3.05,37.9
2021-08-29,10,84.5,1.62,21.3
2021-08-29,02,89.4,2.27,34.9
2021-08-29,12,139.0,2.27,64.3
2021-08-29,11,216.8,2.85,64.3
2021-08-29,08,84.4,1.96,21.3
2021-08-29,04,282.1,3.57,76.1
2021-08-29,14,72.6,1.48,26.2
2021-08-29,03,68.2,1.7,38.5
2021-08-29,09,261.2,4.0,64.3
2021-08-29,13,595.9,4.36,76.1
2021-08-29,01,138.5,3.02,38.5
2021-08-29,07,183.2,3.08,38.5
2021-08-29,05,254.7,4.0,76.1
2021-08-29,06,324.1,2.9,76.1
2021-08-30,14,71.7,1.48,27.5
2021-08-30,02,85.5,2.2,32.9
2021-08-30,04,236.7,3.07,77.4
2021-08-30,06,299.4,2.71,77.4
2021-08-30,07,171.9,2.97,38.3
2021-08-30,05,232.8,3.72,77.4
2021-08-30,10,84.9,1.66,22.2
2021-08-30,13,569.4,4.21,77.4
2021-08-30,01,124.7,2.77,38.3
2021-08-30,09,250.7,3.96,65.0
2021-08-30,12,135.1,2.26,65.0
2021-08-30,11,201.8,2.76,65.0
2021-08-30,03,58.9,1.5,38.3
2021-08-30,08,78.3,1.86,22.2
2021-08-31,01,121.9,2.75,37.7
2021-08-31,14,67.2,1.43,26.7
2021-08-31,12,123.9,2.12,64.6
2021-08-31,10,84.5,1.66,23.7
2021-08-31,08,73.8,1.82,23.7
2021-08-31,07,163.7,2.9,37.7
2021-08-31,13,549.8,4.12,76.5
2021-08-31,09,230.3,3.78,64.6
2021-08-31,05,206.0,3.38,76.5
2021-08-31,02,76.8,2.04,34.9
2021-08-31,04,236.7,3.13,76.5
2021-08-31,06,286.2,2.61,76.5
2021-08-31,11,191.8,2.71,64.6
2021-08-31,03,54.6,1.45,37.7
2021-09-01,13,533.5,4.06,77.0
2021-09-01,07,154.8,2.82,37.0
2021-09-01,10,84.2,1.69,25.2
2021-09-01,03,53.4,1.45,37.0
2021-09-01,06,274.8,2.56,77.0
2021-09-01,11,186.5,2.72,65.6
2021-09-01,05,208.1,3.45,77.0
2021-09-01,08,83.6,2.08,25.2
2021-09-01,04,236.1,3.21,77.0
2021-09-01,02,74.7,2.03,34.0
2021-09-01,01,115.7,2.69,37.0
2021-09-01,12,121.4,2.19,65.6
2021-09-01,09,226.4,3.8,65.6
2021-09-01,14,64.1,1.41,26.7
2021-09-02,05,204.6,3.49,75.7
2021-09-02,13,507.6,4.03,75.7
2021-09-02,06,261.1,2.53,75.7
2021-09-02,07,136.4,2.58,36.7
2021-09-02,01,117.7,2.85,36.7
2021-09-02,04,228.8,3.18,75.7
2021-09-02,03,49.5,1.38,36.7
2021-09-02,12,118.2,2.22,65.4
2021-09-02,08,83.2,2.13,23.4
2021-09-02,10,82.9,1.74,23.4
2021-09-02,02,68.8,1.93,34.0
2021-09-02,09,218.5,3.81,65.4
2021-09-02,11,170.4,2.61,65.4
2021-09-02,14,61.5,1.41,26.2
2021-09-03,04,224.0,3.27,76.1
2021-09-03,06,246.0,2.44,76.1
2021-09-03,12,111.0,2.18,63.7
2021-09-03,03,45.9,1.3,36.9
2021-09-03,07,130.3,2.52,36.9
2021-09-03,02,60.4,1.73,34.5
2021-09-03,14,57.7,1.38,26.7
2021-09-03,05,185.5,3.27,76.1
2021-09-03,10,85.2,1.87,21.3
2021-09-03,13,486.6,4.06,76.1
2021-09-03,11,160.7,2.56,63.7
2021-09-03,08,81.0,2.17,21.3
2021-09-03,09,215.9,3.85,63.7
2021-09-03,01,109.3,2.73,36.9
2021-09-04,07,125.7,2.41,36.3
2021-09-04,02,53.4,1.52,34.5
2021-09-04,01,107.6,2.68,36.3
2021-09-04,11,155.6,2.54,61.2
2021-09-04,09,206.7,3.71,61.2
2021-09-04,04,219.1,3.2,75.0
2021-09-04,14,56.7,1.39,23.8
2021-09-04,06,235.8,2.37,75.0
2021-09-04,08,80.6,2.23,21.1
2021-09-04,12,103.5,2.05,61.2
2021-09-04,03,45.9,1.31,36.3
2021-09-04,10,80.7,1.77,21.1
2021-09-04,05,176.4,3.07,75.0
2021-09-04,13,478.4,4.12,75.0
2021-09-05,09,206.0,3.69,60.5
2021-09-05,11,154.8,2.55,60.5
2021-09-05,14,55.5,1.37,22.9
2021-09-05,12,102.0,2.03,60.5
2021-09-05,13,472.8,4.14,75.4
2021-09-05,06,232.8,2.37,75.4
2021-09-05,05,175.6,3.08,75.4
2021-09-05,07,124.5,2.39,36.1
2021-09-05,10,80.0,1.76,21.3
2021-09-05,08,78.7,2.21,21.3
2021-09-05,02,52.8,1.48,34.0
2021-09-05,04,220.3,3.23,75.4
2021-09-05,03,46.5,1.32,36.1
2021-09-05,01,106.6,2.66,36.1
2021-09-06,14,51.2,1.32,22.9
2021-09-06,07,118.4,2.34,36.1
2021-09-06,10,72.0,1.64,21.9
2021-09-06,03,46.5,1.35,36.1
2021-09-06,02,48.3,1.38,34.9
2021-09-06,08,79.1,2.26,21.9
2021-09-06,12,92.3,1.91,59.7
2021-09-06,13,432.0,3.99,77.6
2021-09-06,06,212.7,2.24,77.6
2021-09-06,05,158.7,2.82,77.6
2021-09-06,04,218.5,3.31,77.6
2021-09-06,01,103.5,2.63,36.1
2021-09-06,09,190.3,3.52,59.7
2021-09-06,11,144.9,2.47,59.7
2021-09-07,12,95.9,2.03,59.7
2021-09-07,10,66.8,1.56,22.2
2021-09-07,03,46.2,1.34,37.2
2021-09-07,01,100.8,2.56,37.2
2021-09-07,04,214.9,3.29,77.0
2021-09-07,13,407.2,3.92,77.0
2021-09-07,05,148.8,2.67,77.0
2021-09-07,06,199.7,2.17,77.0
2021-09-07,09,183.1,3.43,59.7
2021-09-07,08,74.6,2.14,22.2
2021-09-07,07,116.0,2.31,37.2
2021-09-07,11,133.9,2.36,59.7
2021-09-07,02,44.9,1.27,35.6
2021-09-07,14,47.2,1.25,23.8
2021-09-08,13,379.1,3.73,77.6
2021-09-08,02,37.4,1.07,35.8
2021-09-08,09,176.5,3.28,59.1
2021-09-08,03,47.1,1.37,34.3
2021-09-08,10,62.0,1.47,21.1
2021-09-08,12,84.4,1.81,59.1
2021-09-08,06,188.0,2.07,77.6
2021-09-08,07,109.8,2.2,34.3
2021-09-08,01,100.3,2.52,34.3
2021-09-08,04,205.8,3.16,77.6
2021-09-08,11,122.6,2.2,59.1
2021-09-08,14,42.4,1.14,23.3
2021-09-08,05,127.7,2.35,77.6
2021-09-08,08,62.5,1.79,21.1
2021-09-09,13,368.5,3.59,75.0
2021-09-09,01,91.9,2.29,34.0
2021-09-09,10,59.4,1.43,21.1
2021-09-09,09,173.2,3.28,58.4
2021-09-09,14,42.1,1.13,23.3
2021-09-09,07,108.6,2.2,34.0
2021-09-09,08,58.0,1.64,21.1
2021-09-09,04,190.7,2.93,75.0
2021-09-09,05,103.7,1.93,75.0
2021-09-09,11,114.8,2.1,58.4
2021-09-09,03,50.1,1.47,34.0
2021-09-09,02,34.8,1.0,34.2
2021-09-09,06,180.7,2.0,75.0
2021-09-09,12,80.5,1.73,58.4
2021-09-10,02,33.1,0.99,34.0
2021-09-10,01,92.7,2.27,32.6
2021-09-10,09,155.5,2.96,58.6
2021-09-10,05,102.3,1.89,76.3
2021-09-10,04,168.3,2.5,76.3
2021-09-10,13,348.6,3.33,76.3
2021-09-10,03,49.2,1.44,32.6
2021-09-10,06,170.0,1.88,76.3
2021-09-10,14,39.6,1.06,23.3
2021-09-10,10,53.6,1.3,20.0
2021-09-10,07,103.7,2.1,32.6
2021-09-10,08,61.4,1.71,20.0
2021-09-10,11,110.8,2.03,58.6
2021-09-10,12,75.1,1.65,58.6
2021-09-11,14,37.2,0.98,22.9
2021-09-11,05,98.1,1.82,73.7
2021-09-11,01,89.4,2.17,33.3
2021-09-11,09,156.8,2.98,57.6
2021-09-11,13,332.9,3.11,73.7
2021-09-11,10,50.3,1.24,20.0
2021-09-11,08,58.0,1.6,20.0
2021-09-11,02,32.1,0.99,33.3
2021-09-11,03,51.9,1.5,33.3
2021-09-11,06,163.2,1.78,73.7
2021-09-11,07,101.9,2.1,33.3
2021-09-11,11,104.6,1.92,57.6
2021-09-11,04,162.2,2.36,73.7
2021-09-11,12,73.3,1.6,57.6
2021-09-12,10,51.3,1.28,20.2
2021-09-12,02,32.3,1.01,33.1
2021-09-12,03,51.6,1.49,33.3
2021-09-12,04,159.8,2.3,74.1
2021-09-12,13,327.5,3.04,74.1
2021-09-12,08,56.9,1.56,20.2
2021-09-12,06,160.3,1.74,74.1
2021-09-12,07,103.1,2.13,33.3
2021-09-12,05,101.6,1.86,74.1
2021-09-12,14,36.4,0.96,22.1
2021-09-12,12,73.6,1.61,56.5
2021-09-12,11,105.7,1.94,56.5
2021-09-12,01,89.8,2.18,33.3
2021-09-12,09,155.5,2.96,56.5
2021-09-13,12,68.3,1.51,55.3
2021-09-13,08,47.8,1.33,21.1
2021-09-13,06,143.8,1.58,74.6
