dep,datetime,tx_incidence,tx_positivite,td
69,2021-09-22,132.8,1.58,8382.64
70,2021-09-22,132.51,2.37,5602.18
71,2021-09-22,58.38,2.98,1962.37
72,2021-09-22,76.91,2.4,3207.25
73,2021-09-22,102.39,2.99,3426.01
74,2021-09-22,107.7,3.83,2814.74
75,2021-09-22,134.4,1.95,6877.79
76,2021-09-22,88.7,0.65,13742.88
77,2021-09-22,105.52,2.61,4040.58
78,2021-09-22,150.47,3.21,4690.25
79,2021-09-22,119.41,2.94,4064.39
80,2021-09-22,72.17,0.89,8123.32
81,2021-09-22,152.43,2.24,6796.38
82,2021-09-22,123.57,3.66,3377.46
83,2021-09-22,117.5,3.28,3583.77
84,2021-09-22,139.36,3.7,3765.75
85,2021-09-22,48.68,2.11,2304.87
86,2021-09-22,111.66,3.37,3317.78
87,2021-09-22,148.13,1.61,9189.35
88,2021-09-22,86.95,0.95,9119.74
89,2021-09-22,117.91,3.75,3147.75
90,2021-09-22,154.28,1.38,11144.08
91,2021-09-22,106.19,3.04,3488.96
92,2021-09-22,138.87,3.03,4577.84
93,2021-09-22,129.33,3.13,4128.18
94,2021-09-22,121.12,3.08,3934.07
95,2021-09-22,116.6,3.02,3861.87
971,2021-09-22,92.26,17.36,531.61
972,2021-09-22,121.39,15.65,775.85
973,2021-09-22,396.54,17.57,2256.96
974,2021-09-22,63.83,2.19,2918.97
976,2021-09-22,0.0,0.0,437.46
01,2021-09-23,77.71,1.09,7157.92
02,2021-09-23,60.41,0.82,7378.96
03,2021-09-23,53.08,0.88,6039.87
04,2021-09-23,165.2,3.07,5374.45
05,2021-09-23,157.96,6.91,2284.33
06,2021-09-23,151.17,3.19,4740.06
07,2021-09-23,168.19,4.81,3493.92
08,2021-09-23,51.54,0.77,6680.84
09,2021-09-23,189.9,2.08,9115.08
10,2021-09-23,134.62,3.78,3562.18
11,2021-09-23,120.37,3.37,3572.46
12,2021-09-23,34.85,0.92,3805.14
13,2021-09-23,239.04,3.25,7361.96
14,2021-09-23,9.85,0.12,8063.21
15,2021-09-23,58.79,1.0,5908.29
16,2021-09-23,53.91,2.86,1886.69
17,2021-09-23,59.64,2.82,2117.32
18,2021-09-23,136.21,4.81,2829.37
19,2021-09-23,56.92,1.21,4716.6
21,2021-09-23,84.68,2.81,3011.11
22,2021-09-23,96.58,1.51,6412.62
23,2021-09-23,0.0,0.0,2083.72
24,2021-09-23,50.91,1.97,2581.2
25,2021-09-23,126.85,3.28,3867.37
26,2021-09-23,229.23,3.71,6183.14
27,2021-09-23,102.91,1.8,5730.88
28,2021-09-23,138.09,2.12,6514.89
29,2021-09-23,59.03,2.02,2916.29
2A,2021-09-23,46.43,1.28,3621.17
2B,2021-09-23,71.74,2.97,2418.78
30,2021-09-23,134.47,4.33,3106.55
31,2021-09-23,117.58,3.62,3251.74
32,2021-09-23,60.17,1.47,4091.87
33,2021-09-23,101.8,1.53,6637.79
34,2021-09-23,106.22,3.07,3456.62
35,2021-09-23,130.16,3.18,4089.25
36,2021-09-23,45.7,1.13,4048.62
37,2021-09-23,97.2,3.56,2729.87
38,2021-09-23,95.91,3.43,2796.09
39,2021-09-23,262.96,6.62,3971.41
40,2021-09-23,35.44,1.37,2582.39
41,2021-09-23,41.51,1.58,2620.11
42,2021-09-23,67.1,1.53,4399.52
43,2021-09-23,110.15,2.89,3815.89
44,2021-09-23,99.9,2.76,3621.79
45,2021-09-23,77.64,2.46,3161.12
46,2021-09-23,158.0,5.58,2831.79
47,2021-09-23,65.03,1.44,4508.75
48,2021-09-23,0.0,0.0,880.95
49,2021-09-23,142.37,5.01,2843.62
50,2021-09-23,40.17,3.38,1186.78
51,2021-09-23,122.69,3.11,3949.29
52,2021-09-23,110.67,2.9,3818.06
53,2021-09-23,71.0,4.93,1440.24
54,2021-09-23,100.58,1.0,10107.13
55,2021-09-23,75.45,0.97,7743.09
56,2021-09-23,78.84,2.33,3385.35
57,2021-09-23,173.08,1.55,11147.71
58,2021-09-23,20.65,1.72,1197.73
59,2021-09-23,100.21,0.96,10416.14
60,2021-09-23,121.94,1.69,7197.89
61,2021-09-23,19.19,1.0,1925.29
62,2021-09-23,54.96,0.76,7272.56
63,2021-09-23,134.14,1.71,7864.98
64,2021-09-23,156.8,3.11,5036.63
65,2021-09-23,178.81,1.39,12856.5
66,2021-09-23,48.56,1.62,2995.67
67,2021-09-23,113.81,1.37,8300.33
68,2021-09-23,141.62,2.69,5263.96
69,2021-09-23,137.85,1.62,8526.38
70,2021-09-23,147.23,2.84,5182.57
71,2021-09-23,48.65,2.63,1852.09
72,2021-09-23,79.75,2.34,3415.18
73,2021-09-23,86.63,2.53,3426.01
74,2021-09-23,113.17,3.99,2834.82
75,2021-09-23,140.8,2.01,7007.93
76,2021-09-23,87.41,0.64,13646.47
77,2021-09-23,104.55,2.57,4068.65
78,2021-09-23,140.57,2.88,4887.25
79,2021-09-23,101.72,2.79,3639.82
80,2021-09-23,51.96,0.61,8472.62
81,2021-09-23,138.98,1.96,7101.23
82,2021-09-23,117.68,3.28,3589.29
83,2021-09-23,93.31,2.63,3542.3
84,2021-09-23,113.23,3.29,3446.37
85,2021-09-23,60.85,2.46,2472.8
86,2021-09-23,103.68,2.82,3672.69
87,2021-09-23,132.81,1.77,7524.14
88,2021-09-23,112.53,1.1,10214.31
89,2021-09-23,117.91,3.76,3132.37
90,2021-09-23,178.02,1.35,13232.85
91,2021-09-23,119.19,3.41,3493.3
92,2021-09-23,124.79,2.59,4816.34
93,2021-09-23,122.14,2.65,4602.39
94,2021-09-23,114.51,2.89,3957.19
95,2021-09-23,106.98,2.6,4117.55
971,2021-09-23,87.87,17.86,492.07
972,2021-09-23,110.84,13.73,807.52
973,2021-09-23,422.97,14.58,2901.33
974,2021-09-23,59.16,1.78,3320.62
976,2021-09-23,0.0,0.0,647.54
01,2021-09-24,79.93,1.08,7373.28
02,2021-09-24,69.04,1.0,6921.55
03,2021-09-24,58.98,0.81,7296.21
04,2021-09-24,154.19,3.2,4823.79
05,2021-09-24,157.96,8.23,1919.81
06,2021-09-24,163.33,3.5,4670.56
07,2021-09-24,146.48,4.53,3233.51
08,2021-09-24,38.65,0.52,7363.74
09,2021-09-24,139.26,1.43,9735.41
10,2021-09-24,155.33,3.7,4199.03
11,2021-09-24,120.37,3.21,3755.42
12,2021-09-24,41.81,1.07,3895.74
13,2021-09-24,211.3,2.98,7092.74
14,2021-09-24,9.85,0.13,7502.03
15,2021-09-24,44.09,0.66,6643.15
16,2021-09-24,64.69,3.17,2037.63
17,2021-09-24,62.62,3.05,2054.69
18,2021-09-24,123.82,4.09,3027.49
19,2021-09-24,48.79,1.06,4619.01
21,2021-09-24,81.29,3.0,2713.05
22,2021-09-24,79.02,1.24,6377.5
23,2021-09-24,0.0,0.0,3311.63
24,2021-09-24,50.91,2.3,2209.55
25,2021-09-24,109.15,2.4,4548.81
26,2021-09-24,238.4,3.45,6919.74
27,2021-09-24,98.01,1.46,6691.33
28,2021-09-24,138.09,2.26,6097.09
29,2021-09-24,47.23,1.65,2861.19
2A,2021-09-24,69.64,1.9,3655.99
2B,2021-09-24,71.74,2.97,2418.78
30,2021-09-24,129.91,3.82,3400.57
31,2021-09-24,124.7,3.89,3201.86
32,2021-09-24,80.23,1.2,6679.37
33,2021-09-24,121.54,1.78,6809.19
34,2021-09-24,101.8,3.08,3300.24
35,2021-09-24,120.15,2.86,4200.82
36,2021-09-24,27.42,0.56,4862.0
37,2021-09-24,97.2,3.74,2599.35
38,2021-09-24,89.84,3.29,2734.17
39,2021-09-24,249.48,5.86,4254.6
40,2021-09-24,35.44,1.37,2591.25
41,2021-09-24,31.13,1.35,2314.0
42,2021-09-24,77.59,1.88,4120.62
43,2021-09-24,86.55,2.23,3878.84
44,2021-09-24,94.58,2.69,3518.71
45,2021-09-24,70.99,1.91,3715.7
46,2021-09-24,182.3,6.0,3038.41
47,2021-09-24,65.03,1.47,4411.21
48,2021-09-24,0.0,0.0,755.1
49,2021-09-24,163.54,5.11,3203.4
50,2021-09-24,36.52,2.83,1289.03
51,2021-09-24,116.84,2.5,4667.87
52,2021-09-24,77.47,2.55,3043.38
53,2021-09-24,65.93,3.65,1805.37
54,2021-09-24,95.9,1.02,9433.48
55,2021-09-24,56.59,0.82,6903.71
56,2021-09-24,64.92,1.9,3420.13
57,2021-09-24,189.88,1.64,11577.89
58,2021-09-24,20.65,1.61,1280.33
59,2021-09-24,97.31,0.98,9953.89
60,2021-09-24,125.47,1.7,7381.68
61,2021-09-24,31.98,1.28,2507.36
62,2021-09-24,47.7,0.7,6811.09
63,2021-09-24,136.88,2.19,6258.04
64,2021-09-24,145.99,2.53,5763.88
65,2021-09-24,160.93,1.44,11139.92
66,2021-09-24,41.09,1.42,2883.61
67,2021-09-24,102.9,1.11,9284.09
68,2021-09-24,126.37,2.12,5963.35
69,2021-09-24,134.49,1.62,8300.27
70,2021-09-24,110.42,2.26,4880.74
71,2021-09-24,45.41,2.6,1748.3
72,2021-09-24,88.3,2.69,3281.3
73,2021-09-24,70.88,1.74,4063.95
74,2021-09-24,129.6,4.5,2882.28
75,2021-09-24,139.73,2.04,6840.46
76,2021-09-24,91.27,0.65,14008.97
77,2021-09-24,98.74,2.42,4077.37
78,2021-09-24,146.51,2.85,5148.59
79,2021-09-24,101.72,2.92,3489.45
80,2021-09-24,51.96,0.54,9563.81
81,2021-09-24,125.53,1.71,7334.35
82,2021-09-24,123.57,2.92,4224.77
83,2021-09-24,84.67,2.11,4015.76
84,2021-09-24,124.85,3.54,3530.57
85,2021-09-24,60.85,2.44,2489.84
86,2021-09-24,107.67,2.83,3800.3
87,2021-09-24,127.7,1.78,7181.9
88,2021-09-24,122.76,1.06,11559.51
89,2021-09-24,138.42,4.75,2911.92
90,2021-09-24,154.28,1.29,11986.71
91,2021-09-24,119.19,3.36,3548.56
92,2021-09-24,129.82,2.79,4655.33
93,2021-09-24,118.15,2.5,4733.32
94,2021-09-24,112.31,2.54,4426.24
95,2021-09-24,99.49,2.21,4493.04
971,2021-09-24,79.08,16.67,474.5
972,2021-09-24,121.39,13.69,886.68
973,2021-09-24,456.02,13.37,3410.22
974,2021-09-24,65.38,1.63,4014.95
976,2021-09-24,0.0,0.0,620.35
01,2021-09-25,84.37,1.21,6982.53
02,2021-09-25,63.29,0.91,6921.55
03,2021-09-25,64.88,0.9,7237.23
04,2021-09-25,187.22,4.09,4581.5
05,2021-09-25,145.81,8.05,1810.45
06,2021-09-25,158.12,3.48,4543.72
07,2021-09-25,168.19,4.97,3385.42
08,2021-09-25,32.21,0.44,7299.32
09,2021-09-25,113.94,1.17,9748.07
10,2021-09-25,144.97,3.37,4297.4
11,2021-09-25,101.11,2.66,3803.56
12,2021-09-25,41.81,1.21,3449.72
13,2021-09-25,193.35,2.86,6764.78
14,2021-09-25,9.85,0.13,7489.72
15,2021-09-25,58.79,0.87,6746.03
16,2021-09-25,75.47,3.68,2048.41
17,2021-09-25,62.62,3.23,1938.39
18,2021-09-25,148.59,4.8,3095.59
19,2021-09-25,40.66,0.93,4391.31
21,2021-09-25,74.52,2.98,2503.05
22,2021-09-25,81.95,1.31,6272.13
23,2021-09-25,0.0,0.0,3106.98
24,2021-09-25,35.64,1.6,2224.82
25,2021-09-25,115.05,2.57,4472.11
26,2021-09-25,229.23,3.36,6818.88
27,2021-09-25,80.85,1.22,6622.73
28,2021-09-25,141.63,2.36,5990.86
29,2021-09-25,45.26,1.59,2843.48
2A,2021-09-25,81.24,2.17,3737.23
2B,2021-09-25,71.74,2.82,2541.76
30,2021-09-25,132.19,3.85,3437.04
31,2021-09-25,121.14,3.98,3041.53
32,2021-09-25,80.23,1.17,6869.92
33,2021-09-25,121.54,1.8,6754.13
34,2021-09-25,106.22,3.34,3177.79
35,2021-09-25,112.99,2.71,4165.06
36,2021-09-25,18.28,0.39,4743.19
37,2021-09-25,77.76,3.0,2593.8
38,2021-09-25,83.77,3.18,2637.04
39,2021-09-25,269.71,5.91,4564.76
40,2021-09-25,35.44,1.34,2639.97
41,2021-09-25,31.13,1.43,2173.91
42,2021-09-25,83.88,2.05,4087.07
43,2021-09-25,70.81,1.83,3870.97
44,2021-09-25,87.14,2.48,3519.77
45,2021-09-25,73.2,1.96,3731.23
46,2021-09-25,170.15,5.15,3305.79
47,2021-09-25,70.45,1.56,4514.17
48,2021-09-25,0.0,0.0,729.93
49,2021-09-25,157.77,4.77,3309.22
50,2021-09-25,36.52,2.89,1263.47
51,2021-09-25,99.32,2.14,4635.74
52,2021-09-25,55.33,1.93,2866.31
53,2021-09-25,71.0,3.85,1845.94
54,2021-09-25,93.56,1.02,9148.11
55,2021-09-25,47.16,0.72,6573.61
56,2021-09-25,71.88,2.19,3276.37
57,2021-09-25,196.61,1.72,11448.5
58,2021-09-25,20.65,1.63,1270.01
59,2021-09-25,90.36,0.93,9730.3
60,2021-09-25,118.4,1.68,7061.82
61,2021-09-25,31.98,1.3,2468.98
62,2021-09-25,44.59,0.66,6730.2
63,2021-09-25,139.62,2.45,5691.37
64,2021-09-25,135.18,2.33,5799.02
65,2021-09-25,169.87,1.54,11005.81
66,2021-09-25,37.35,1.4,2674.44
67,2021-09-25,96.66,1.06,9079.85
68,2021-09-25,117.65,2.05,5725.86
69,2021-09-25,129.44,1.57,8268.33
70,2021-09-25,110.42,2.34,4718.79
71,2021-09-25,48.65,2.9,1680.18
72,2021-09-25,82.6,2.53,3261.36
73,2021-09-25,66.94,1.71,3918.25
74,2021-09-25,131.43,4.55,2889.58
75,2021-09-25,138.67,2.09,6632.46
76,2021-09-25,97.7,0.7,13965.27
77,2021-09-25,89.06,2.28,3909.9
78,2021-09-25,151.46,2.9,5213.92
79,2021-09-25,75.18,2.2,3414.27
80,2021-09-25,46.19,0.49,9422.36
81,2021-09-25,138.98,1.9,7298.48
82,2021-09-25,123.57,2.84,4354.22
83,2021-09-25,84.67,2.16,3912.08
84,2021-09-25,124.85,3.6,3472.5
85,2021-09-25,55.98,2.27,2465.5
86,2021-09-25,103.68,2.87,3608.88
87,2021-09-25,127.7,1.88,6798.79
88,2021-09-25,117.64,1.01,11620.89
89,2021-09-25,123.04,4.34,2835.03
90,2021-09-25,166.15,1.41,11808.69
91,2021-09-25,125.69,3.63,3458.63
92,2021-09-25,115.73,2.56,4524.5
93,2021-09-25,115.76,2.46,4702.18
94,2021-09-25,112.31,2.59,4340.36
95,2021-09-25,101.63,2.33,4355.04
971,2021-09-25,74.69,16.35,456.92
972,2021-09-25,110.84,12.96,855.02
973,2021-09-25,469.24,13.1,3582.05
974,2021-09-25,62.27,1.59,3904.41
976,2021-09-25,0.0,0.0,600.58
01,2021-09-26,82.15,1.18,6975.87
02,2021-09-26,63.29,0.92,6910.04
03,2021-09-26,64.88,0.9,7243.13
04,2021-09-26,187.22,4.12,4548.46
05,2021-09-26,133.66,7.97,1676.79
06,2021-09-26,158.12,3.5,4519.39
07,2021-09-26,173.61,5.11,3396.27
08,2021-09-26,32.21,0.44,7299.32
09,2021-09-26,113.94,1.17,9735.41
10,2021-09-26,139.79,3.25,4307.76
11,2021-09-26,101.11,2.64,3822.82
12,2021-09-26,41.81,1.22,3435.78
13,2021-09-26,186.82,2.8,6661.99
14,2021-09-26,9.85,0.13,7445.42
15,2021-09-26,58.79,0.87,6731.33
16,2021-09-26,75.47,3.67,2053.8
17,2021-09-26,62.62,3.27,1917.51
18,2021-09-26,148.59,4.78,3107.97
19,2021-09-26,40.66,0.93,4358.79
21,2021-09-26,64.35,2.56,2509.82
22,2021-09-26,87.8,1.4,6283.84
23,2021-09-26,0.0,0.0,3088.37
24,2021-09-26,35.64,1.59,2235.01
25,2021-09-26,112.1,2.5,4478.01
26,2021-09-26,226.18,3.32,6809.71
27,2021-09-26,80.85,1.22,6600.68
28,2021-09-26,145.17,2.44,5955.46
29,2021-09-26,47.23,1.67,2831.67
2A,2021-09-26,69.64,1.89,3679.2
2B,2021-09-26,71.74,2.78,2582.76
30,2021-09-26,125.36,3.66,3425.64
31,2021-09-26,116.39,3.84,3033.22
32,2021-09-26,80.23,1.17,6829.81
33,2021-09-26,121.54,1.8,6755.17
34,2021-09-26,106.22,3.34,3179.26
35,2021-09-26,110.13,2.65,4155.05
36,2021-09-26,18.28,0.39,4715.77
37,2021-09-26,77.76,3.01,2585.46
38,2021-09-26,83.77,3.18,2635.83
39,2021-09-26,269.71,5.88,4584.99
40,2021-09-26,35.44,1.35,2631.11
41,2021-09-26,36.32,1.66,2184.29
42,2021-09-26,90.17,2.21,4084.97
43,2021-09-26,70.81,1.83,3870.97
44,2021-09-26,85.02,2.42,3518.71
45,2021-09-26,70.99,1.91,3717.92
46,2021-09-26,170.15,5.17,3293.63
47,2021-09-26,65.03,1.45,4481.66
48,2021-09-26,0.0,0.0,780.27
49,2021-09-26,161.61,4.85,3334.23
50,2021-09-26,36.52,2.89,1263.47
51,2021-09-26,96.4,2.09,4621.14
52,2021-09-26,55.33,1.94,2855.25
53,2021-09-26,71.0,3.8,1866.22
54,2021-09-26,93.56,1.04,9021.8
55,2021-09-26,47.16,0.72,6583.04
56,2021-09-26,71.88,2.2,3271.73
57,2021-09-26,196.61,1.73,11396.4
58,2021-09-26,20.65,1.63,1270.01
59,2021-09-26,89.78,0.93,9705.39
60,2021-09-26,116.64,1.65,7051.21
61,2021-09-26,31.98,1.29,2475.37
62,2021-09-26,44.59,0.66,6726.05
63,2021-09-26,131.4,2.34,5614.72
64,2021-09-26,132.47,2.29,5774.69
65,2021-09-26,178.81,1.63,10996.87
66,2021-09-26,37.35,1.4,2659.49
67,2021-09-26,91.98,1.02,9034.64
68,2021-09-26,119.83,2.1,5701.9
69,2021-09-26,126.92,1.54,8225.46
70,2021-09-26,110.42,2.32,4755.59
71,2021-09-26,48.65,2.86,1699.64
72,2021-09-26,94.0,2.91,3230.03
73,2021-09-26,66.94,1.7,3937.94
74,2021-09-26,125.95,4.36,2889.58
75,2021-09-26,136.53,2.1,6513.0
76,2021-09-26,98.98,0.71,13971.69
77,2021-09-26,91.96,2.38,3859.56
78,2021-09-26,151.46,2.89,5239.66
79,2021-09-26,75.18,2.2,3414.27
80,2021-09-26,46.19,0.49,9407.93
81,2021-09-26,138.98,1.91,7280.55
82,2021-09-26,123.57,2.81,4395.41
83,2021-09-26,82.94,2.13,3896.53
84,2021-09-26,124.85,3.63,3443.47
85,2021-09-26,58.41,2.37,2463.07
86,2021-09-26,99.69,2.76,3608.88
87,2021-09-26,127.7,1.88,6793.69
88,2021-09-26,117.64,1.01,11595.31
89,2021-09-26,123.04,4.37,2814.52
90,2021-09-26,166.15,1.4,11832.42
91,2021-09-26,127.86,3.7,3458.63
92,2021-09-26,109.69,2.45,4474.19
93,2021-09-26,117.35,2.5,4689.41
94,2021-09-26,113.41,2.61,4338.16
95,2021-09-26,101.63,2.32,4372.15
971,2021-09-26,70.3,15.84,443.74
972,2021-09-26,110.84,12.65,876.13
973,2021-09-26,469.24,13.11,3578.75
974,2021-09-26,60.71,1.57,3870.16
976,2021-09-26,0.0,0.0,595.64
01,2021-09-27,86.59,1.23,7018.05
02,2021-09-27,57.54,0.83,6941.69
03,2021-09-27,41.29,0.53,7762.18
04,2021-09-27,176.21,4.09,4306.17
05,2021-09-27,72.9,4.92,1482.38
06,2021-09-27,163.33,3.85,4243.12
07,2021-09-27,189.89,5.03,3776.04
08,2021-09-27,19.33,0.22,8909.93
09,2021-09-27,101.28,1.01,10077.22
10,2021-09-27,124.26,2.61,4758.21
11,2021-09-27,130.0,3.72,3495.43
12,2021-09-27,27.88,0.73,3839.99
13,2021-09-27,174.59,2.76,6329.95
14,2021-09-27,9.85,0.12,7905.68
15,2021-09-27,102.88,1.47,6995.88
16,2021-09-27,64.69,3.12,2069.97
17,2021-09-27,47.71,2.56,1866.82
18,2021-09-27,185.74,5.14,3615.65
19,2021-09-27,24.4,0.57,4301.86
21,2021-09-27,57.58,2.58,2228.7
22,2021-09-27,84.88,1.4,6058.48
23,2021-09-27,0.0,0.0,3069.77
24,2021-09-27,35.64,1.48,2403.01
25,2021-09-27,100.3,2.16,4649.1
26,2021-09-27,250.63,3.92,6390.98
27,2021-09-27,51.45,0.78,6622.73
28,2021-09-27,131.01,3.01,4358.6
29,2021-09-27,33.45,1.4,2386.95
2A,2021-09-27,46.43,1.22,3795.26
2B,2021-09-27,122.99,4.43,2777.49
30,2021-09-27,107.12,2.99,3585.19
31,2021-09-27,121.14,4.07,2976.21
32,2021-09-27,110.32,1.32,8374.29
33,2021-09-27,123.61,1.82,6789.45
34,2021-09-27,104.75,3.46,3030.26
35,2021-09-27,98.69,2.55,3870.41
36,2021-09-27,0.0,0.0,5044.78
37,2021-09-27,61.1,2.47,2477.16
38,2021-09-27,80.13,3.27,2453.71
39,2021-09-27,269.71,5.5,4901.89
40,2021-09-27,31.01,1.21,2555.81
41,2021-09-27,31.13,1.6,1940.44
42,2021-09-27,90.17,2.13,4240.15
43,2021-09-27,62.94,1.53,4114.87
44,2021-09-27,82.89,2.46,3369.93
45,2021-09-27,64.33,1.55,4139.4
46,2021-09-27,121.54,3.46,3512.4
47,2021-09-27,75.87,1.61,4714.68
48,2021-09-27,0.0,0.0,478.23
49,2021-09-27,163.54,4.88,3351.55
50,2021-09-27,40.17,3.35,1197.74
51,2021-09-27,81.79,1.63,5006.72
52,2021-09-27,66.4,2.49,2667.11
53,2021-09-27,60.86,3.31,1840.86
54,2021-09-27,91.22,1.02,8944.61
55,2021-09-27,56.59,0.96,5913.42
56,2021-09-27,71.88,2.07,3475.78
57,2021-09-27,176.44,1.59,11070.41
58,2021-09-27,30.98,2.42,1280.33
59,2021-09-27,79.36,0.84,9459.79
60,2021-09-27,106.03,1.27,8321.85
61,2021-09-27,25.59,0.85,3019.06
62,2021-09-27,41.48,0.61,6792.42
63,2021-09-27,114.98,2.31,4974.13
64,2021-09-27,113.55,2.11,5377.27
65,2021-09-27,143.05,1.45,9843.54
66,2021-09-27,74.7,2.72,2749.14
67,2021-09-27,85.75,0.96,8973.84
68,2021-09-27,84.97,1.5,5653.96
69,2021-09-27,126.92,1.7,7487.48
70,2021-09-27,125.15,2.73,4586.28
71,2021-09-27,51.9,2.87,1809.93
72,2021-09-27,102.54,3.17,3235.73
73,2021-09-27,55.13,1.54,3579.59
74,2021-09-27,122.3,4.38,2794.66
75,2021-09-27,145.07,2.2,6604.73
76,2021-09-27,80.98,0.55,14692.84
77,2021-09-27,76.47,2.35,3258.41
78,2021-09-27,142.55,2.87,4967.43
79,2021-09-27,70.76,2.24,3153.33
80,2021-09-27,34.64,0.4,8671.81
81,2021-09-27,125.53,1.59,7885.77
82,2021-09-27,117.68,2.84,4148.28
83,2021-09-27,72.57,1.96,3694.36
84,2021-09-27,136.46,4.12,3309.91
85,2021-09-27,51.11,2.03,2516.61
86,2021-09-27,103.68,3.64,2851.22
87,2021-09-27,112.38,1.9,5925.32
88,2021-09-27,97.18,0.85,11400.95
89,2021-09-27,164.05,5.6,2927.3
90,2021-09-27,118.68,0.97,12176.6
91,2021-09-27,123.52,3.4,3635.24
92,2021-09-27,105.67,2.14,4929.05
93,2021-09-27,126.93,2.79,4547.31
94,2021-09-27,112.31,2.62,4280.9
95,2021-09-27,94.14,2.01,4688.8
971,2021-09-27,65.9,13.39,492.07
972,2021-09-27,126.67,14.2,891.96
973,2021-09-27,472.54,11.88,3978.59
974,2021-09-27,60.71,1.53,3979.14
976,2021-09-27,0.0,0.0,561.03
01,2021-09-28,91.03,1.34,6778.27
02,2021-09-28,43.15,0.81,5304.8
03,2021-09-28,47.19,0.59,7962.72
04,2021-09-28,198.24,3.35,5914.1
05,2021-09-28,72.9,5.0,1458.08
06,2021-09-28,165.07,3.99,4131.92
07,2021-09-28,184.46,4.48,4117.84
08,2021-09-28,19.33,0.21,9135.42
09,2021-09-28,113.94,1.16,9849.35
10,2021-09-28,103.55,2.21,4675.37
11,2021-09-28,130.0,3.61,3596.53
12,2021-09-28,41.81,1.03,4056.03
13,2021-09-28,156.64,2.52,6206.76
14,2021-09-28,14.77,0.17,8496.39
15,2021-09-28,161.67,2.46,6584.36
16,2021-09-28,70.08,3.29,2129.27
17,2021-09-28,56.66,3.29,1720.69
18,2021-09-28,204.31,5.91,3454.68
19,2021-09-28,16.26,0.3,5391.56
21,2021-09-28,60.97,2.93,2079.66
22,2021-09-28,96.58,1.7,5689.7
23,2021-09-28,0.0,0.0,2288.37
24,2021-09-28,45.82,1.58,2901.94
25,2021-09-28,73.75,1.4,5253.84
26,2021-09-28,201.72,3.47,5816.37
27,2021-09-28,49.0,0.71,6860.39
28,2021-09-28,95.6,2.59,3685.87
29,2021-09-28,37.39,1.49,2514.86
2A,2021-09-28,46.43,1.4,3319.41
2B,2021-09-28,133.24,3.77,3535.92
30,2021-09-28,127.64,3.68,3468.95
31,2021-09-28,106.89,3.55,3007.09
32,2021-09-28,110.32,0.96,11463.24
33,2021-09-28,121.54,1.72,7070.96
34,2021-09-28,87.04,2.88,3018.46
35,2021-09-28,92.97,2.54,3658.73
36,2021-09-28,0.0,0.0,4779.75
37,2021-09-28,44.43,1.89,2354.97
38,2021-09-28,80.13,3.31,2422.15
39,2021-09-28,276.45,6.16,4490.59
40,2021-09-28,31.01,1.22,2542.52
41,2021-09-28,31.13,1.82,1712.15
42,2021-09-28,88.07,1.85,4766.5
43,2021-09-28,78.68,2.01,3918.17
44,2021-09-28,87.14,2.44,3569.72
45,2021-09-28,64.33,1.57,4106.12
46,2021-09-28,97.23,2.83,3439.47
47,2021-09-28,65.03,1.31,4958.54
48,2021-09-28,25.17,5.88,427.89
49,2021-09-28,151.99,4.2,3622.83
50,2021-09-28,40.17,2.47,1628.63
51,2021-09-28,87.63,1.48,5909.33
52,2021-09-28,33.2,1.37,2423.64
53,2021-09-28,65.93,3.18,2074.14
54,2021-09-28,79.53,0.89,8935.25
55,2021-09-28,56.59,0.99,5743.66
56,2021-09-28,69.56,1.94,3577.81
57,2021-09-28,154.6,1.38,11181.31
58,2021-09-28,30.98,2.63,1177.08
59,2021-09-28,85.15,0.93,9145.25
60,2021-09-28,95.43,1.08,8816.67
61,2021-09-28,19.19,0.62,3089.42
62,2021-09-28,33.18,0.46,7283.96
63,2021-09-28,117.71,2.18,5401.19
64,2021-09-28,108.14,1.81,5961.23
65,2021-09-28,89.41,0.89,10049.17
66,2021-09-28,82.18,2.96,2775.29
67,2021-09-28,70.16,0.78,8937.98
68,2021-09-28,78.44,1.2,6555.98
69,2021-09-28,122.72,1.66,7389.97
70,2021-09-28,132.51,2.59,5108.95
71,2021-09-28,35.68,2.03,1758.03
72,2021-09-28,99.69,2.84,3506.32
73,2021-09-28,59.07,1.82,3248.8
74,2021-09-28,129.6,4.48,2895.06
75,2021-09-28,135.47,2.07,6548.2
76,2021-09-28,78.41,0.52,15048.91
77,2021-09-28,72.6,2.15,3370.7
78,2021-09-28,127.7,2.58,4957.53
79,2021-09-28,79.61,2.31,3445.23
80,2021-09-28,25.98,0.32,8077.13
81,2021-09-28,98.63,1.26,7809.56
82,2021-09-28,82.38,2.1,3924.68
83,2021-09-28,72.57,2.01,3604.51
84,2021-09-28,121.94,3.74,3263.46
85,2021-09-28,58.41,1.96,2983.91
86,2021-09-28,107.67,3.79,2839.26
87,2021-09-28,112.38,2.02,5567.76
88,2021-09-28,81.84,0.77,10695.11
89,2021-09-28,138.42,4.87,2840.15
90,2021-09-28,83.08,0.81,10289.58
91,2021-09-28,117.02,3.11,3764.18
92,2021-09-28,108.68,2.28,4770.05
93,2021-09-28,122.14,2.78,4388.44
94,2021-09-28,127.72,2.69,4752.15
95,2021-09-28,99.49,1.88,5301.78
971,2021-09-28,61.51,10.85,566.76
972,2021-09-28,137.22,13.98,981.69
