dep,datetime,tx_incidence,tx_positivite,td
65,2021-10-24,98.35,0.73,13455.52
66,2021-10-24,26.15,0.74,3537.28
67,2021-10-24,49.89,1.16,4316.98
68,2021-10-24,100.22,1.47,6837.05
69,2021-10-24,100.86,1.46,6923.48
70,2021-10-24,7.36,0.17,4328.62
71,2021-10-24,16.22,0.61,2672.72
72,2021-10-24,85.45,1.77,4822.26
73,2021-10-24,106.32,4.76,2232.81
74,2021-10-24,100.4,3.02,3327.67
75,2021-10-24,173.86,1.48,11754.54
76,2021-10-24,44.99,0.31,14701.84
77,2021-10-24,108.42,2.46,4403.59
78,2021-10-24,150.47,2.05,7354.13
79,2021-10-24,26.54,1.64,1614.26
80,2021-10-24,60.62,0.67,9078.84
81,2021-10-24,161.39,1.81,8939.3
82,2021-10-24,147.1,4.05,3630.48
83,2021-10-24,60.48,2.19,2766.45
84,2021-10-24,60.97,2.83,2154.35
85,2021-10-24,111.96,2.86,3911.21
86,2021-10-24,67.79,1.1,6165.01
87,2021-10-24,20.43,2.92,699.8
88,2021-10-24,5.11,0.09,5472.87
89,2021-10-24,102.53,3.36,3055.47
90,2021-10-24,59.34,1.34,4426.77
91,2021-10-24,42.26,1.58,2669.82
92,2021-10-24,105.67,1.85,5707.96
93,2021-10-24,84.62,1.42,5949.18
94,2021-10-24,134.33,1.81,7402.39
95,2021-10-24,82.37,1.83,4502.66
971,2021-10-24,35.15,1.75,2012.21
972,2021-10-24,195.28,3.68,5304.27
973,2021-10-24,128.87,8.02,1605.97
974,2021-10-24,38.92,8.99,432.79
976,2021-10-24,7.41,8.57,86.5
01,2021-10-25,75.49,1.55,4877.78
02,2021-10-25,46.03,1.13,4085.04
03,2021-10-25,11.8,0.34,3509.5
04,2021-10-25,66.08,1.36,4867.84
05,2021-10-25,121.51,5.08,2393.68
06,2021-10-25,72.98,2.41,3033.78
07,2021-10-25,108.51,4.07,2663.85
08,2021-10-25,103.08,1.14,9013.01
09,2021-10-25,75.96,2.94,2582.61
10,2021-10-25,10.36,0.37,2816.61
11,2021-10-25,86.66,3.59,2412.13
12,2021-10-25,250.89,3.5,7164.26
13,2021-10-25,115.03,3.34,3442.76
14,2021-10-25,108.3,1.38,7834.31
15,2021-10-25,0.0,0.0,5878.89
16,2021-10-25,53.91,4.15,1299.12
17,2021-10-25,140.16,4.97,2821.1
18,2021-10-25,43.34,3.23,1343.49
19,2021-10-25,162.64,3.98,4082.3
21,2021-10-25,57.58,3.35,1720.63
22,2021-10-25,70.24,1.64,4284.84
23,2021-10-25,0.0,0.0,948.84
24,2021-10-25,142.55,3.51,4062.72
25,2021-10-25,67.85,1.16,5837.93
26,2021-10-25,82.52,3.76,2197.57
27,2021-10-25,41.65,0.98,4268.14
28,2021-10-25,53.11,2.44,2177.53
29,2021-10-25,66.91,2.27,2947.77
2A,2021-10-25,23.21,0.72,3203.34
2B,2021-10-25,30.75,1.16,2654.5
30,2021-10-25,45.58,3.32,1374.36
31,2021-10-25,99.76,4.1,2435.84
32,2021-10-25,160.47,2.46,6518.9
33,2021-10-25,76.87,0.97,7932.11
34,2021-10-25,57.54,2.67,2152.46
35,2021-10-25,98.69,2.45,4036.33
36,2021-10-25,27.42,0.76,3609.94
37,2021-10-25,58.32,1.61,3612.99
38,2021-10-25,76.49,3.53,2164.75
39,2021-10-25,20.23,0.61,3290.41
40,2021-10-25,57.58,2.09,2755.14
41,2021-10-25,77.83,3.97,1961.19
42,2021-10-25,67.1,2.66,2518.51
43,2021-10-25,354.05,9.45,3745.08
44,2021-10-25,116.9,3.45,3384.81
45,2021-10-25,57.68,3.69,1561.7
46,2021-10-25,12.15,1.02,1191.05
47,2021-10-25,249.28,4.68,5327.05
48,2021-10-25,0.0,0.0,4606.09
49,2021-10-25,92.35,2.93,3157.23
50,2021-10-25,21.91,0.62,3520.18
51,2021-10-25,20.45,0.49,4191.74
52,2021-10-25,44.27,1.09,4061.53
53,2021-10-25,5.07,0.19,2606.62
54,2021-10-25,100.58,1.75,5744.76
55,2021-10-25,18.86,0.55,3404.7
56,2021-10-25,97.39,7.49,1300.81
57,2021-10-25,109.23,1.88,5815.83
58,2021-10-25,10.33,0.43,2426.43
59,2021-10-25,104.84,2.01,5219.65
60,2021-10-25,121.94,3.07,3976.25
61,2021-10-25,44.77,4.07,1100.17
62,2021-10-25,51.85,1.15,4495.44
63,2021-10-25,46.54,2.05,2269.43
64,2021-10-25,200.06,2.27,8832.36
65,2021-10-25,44.7,0.46,9691.55
66,2021-10-25,29.88,0.93,3223.52
67,2021-10-25,56.13,1.27,4410.53
68,2021-10-25,95.87,1.59,6037.43
69,2021-10-25,94.98,1.53,6196.42
70,2021-10-25,14.72,0.62,2363.07
71,2021-10-25,19.46,0.88,2199.16
72,2021-10-25,82.6,2.06,4004.79
73,2021-10-25,122.08,5.34,2287.94
74,2021-10-25,89.44,2.85,3139.66
75,2021-10-25,166.4,1.57,10623.89
76,2021-10-25,30.85,0.29,10724.62
77,2021-10-25,112.29,2.91,3859.56
78,2021-10-25,135.62,2.04,6648.32
79,2021-10-25,17.69,1.22,1446.2
80,2021-10-25,63.51,0.89,7110.07
81,2021-10-25,134.49,1.98,6787.41
82,2021-10-25,158.87,4.93,3224.48
83,2021-10-25,58.75,2.49,2355.2
84,2021-10-25,52.26,2.64,1980.14
85,2021-10-25,114.39,3.4,3366.03
86,2021-10-25,67.79,1.13,5985.56
87,2021-10-25,20.43,2.88,710.02
88,2021-10-25,5.11,0.11,4644.26
89,2021-10-25,102.53,3.77,2717.11
90,2021-10-25,35.6,0.8,4474.25
91,2021-10-25,37.92,1.5,2520.29
92,2021-10-25,106.67,2.01,5305.42
93,2021-10-25,72.65,1.44,5039.08
94,2021-10-25,114.51,1.94,5891.74
95,2021-10-25,71.67,2.11,3396.52
971,2021-10-25,30.75,1.56,1972.67
972,2021-10-25,179.45,4.23,4243.42
973,2021-10-25,105.74,9.3,1136.74
974,2021-10-25,42.03,9.41,446.8
976,2021-10-25,7.41,9.09,81.56
01,2021-10-26,77.71,2.25,3454.63
02,2021-10-26,54.66,1.77,3086.79
03,2021-10-26,5.9,0.68,861.15
04,2021-10-26,66.08,1.82,3634.36
05,2021-10-26,97.21,4.3,2260.02
06,2021-10-26,78.19,2.66,2936.47
07,2021-10-26,75.95,3.61,2105.03
08,2021-10-26,83.75,1.24,6732.38
09,2021-10-26,101.28,4.15,2443.35
10,2021-10-26,15.53,0.72,2153.88
11,2021-10-26,62.59,3.33,1877.71
12,2021-10-26,216.04,3.62,5972.54
13,2021-10-26,119.11,3.86,3087.06
14,2021-10-26,95.99,1.6,5995.72
15,2021-10-26,0.0,0.0,4938.27
16,2021-10-26,53.91,4.03,1336.86
17,2021-10-26,92.45,3.7,2499.03
18,2021-10-26,43.34,3.38,1281.58
19,2021-10-26,187.04,5.11,3659.43
21,2021-10-26,57.58,4.31,1334.51
22,2021-10-26,64.39,1.89,3403.87
23,2021-10-26,0.0,0.0,855.81
24,2021-10-26,137.46,4.46,3085.23
25,2021-10-26,53.1,1.24,4277.41
26,2021-10-26,85.58,4.19,2041.69
27,2021-10-26,44.1,1.53,2883.81
28,2021-10-26,49.57,2.9,1706.62
29,2021-10-26,57.07,2.17,2630.96
2A,2021-10-26,34.82,1.27,2739.09
2B,2021-10-26,30.75,1.28,2408.53
30,2021-10-26,50.14,3.84,1305.98
31,2021-10-26,96.2,4.27,2254.13
32,2021-10-26,120.35,2.41,4984.45
33,2021-10-26,70.64,1.1,6398.87
34,2021-10-26,54.59,2.68,2040.33
35,2021-10-26,88.68,2.7,3285.42
36,2021-10-26,18.28,1.06,1718.15
37,2021-10-26,58.32,1.96,2971.48
38,2021-10-26,67.99,3.48,1954.71
39,2021-10-26,20.23,0.88,2299.24
40,2021-10-26,48.72,1.83,2666.55
41,2021-10-26,103.77,5.01,2070.15
42,2021-10-26,54.52,2.69,2029.9
43,2021-10-26,306.85,10.1,3036.98
44,2021-10-26,108.4,3.7,2929.96
45,2021-10-26,53.24,3.56,1495.15
46,2021-10-26,0.0,0.0,1081.67
47,2021-10-26,216.77,4.78,4535.85
48,2021-10-26,0.0,0.0,4455.07
49,2021-10-26,94.27,3.66,2578.11
50,2021-10-26,21.91,0.85,2589.01
51,2021-10-26,17.53,0.56,3146.0
52,2021-10-26,55.33,1.46,3795.93
53,2021-10-26,15.21,1.14,1338.81
54,2021-10-26,109.94,2.66,4133.14
55,2021-10-26,28.29,1.62,1744.79
56,2021-10-26,106.66,8.24,1293.85
57,2021-10-26,107.54,2.36,4562.26
58,2021-10-26,20.65,1.8,1146.1
59,2021-10-26,99.05,3.12,3170.25
60,2021-10-26,121.94,4.77,2557.17
61,2021-10-26,38.38,3.95,972.24
62,2021-10-26,49.78,1.49,3351.62
63,2021-10-26,43.8,2.14,2047.69
64,2021-10-26,183.84,2.5,7340.02
65,2021-10-26,17.88,0.33,5426.91
66,2021-10-26,44.82,2.22,2020.77
67,2021-10-26,81.07,2.05,3958.4
68,2021-10-26,91.51,1.92,4778.09
69,2021-10-26,78.17,1.74,4497.7
70,2021-10-26,29.45,1.5,1965.55
71,2021-10-26,25.95,1.7,1527.73
72,2021-10-26,76.91,2.4,3207.25
73,2021-10-26,114.2,5.48,2083.17
74,2021-10-26,89.44,2.99,2993.63
75,2021-10-26,148.27,1.71,8645.24
76,2021-10-26,30.85,0.44,6938.93
77,2021-10-26,121.97,3.67,3320.36
78,2021-10-26,115.82,2.48,4673.42
79,2021-10-26,17.69,1.36,1304.67
80,2021-10-26,43.3,0.94,4615.92
81,2021-10-26,116.56,2.24,5195.91
82,2021-10-26,117.68,4.34,2712.56
83,2021-10-26,53.57,2.5,2146.12
84,2021-10-26,40.65,2.21,1840.78
85,2021-10-26,114.39,3.49,3275.98
86,2021-10-26,39.88,0.97,4123.3
87,2021-10-26,30.65,4.08,750.88
88,2021-10-26,0.0,0.0,3114.93
89,2021-10-26,97.41,3.56,2737.62
90,2021-10-26,35.6,1.17,3050.08
91,2021-10-26,40.09,2.22,1801.91
92,2021-10-26,95.6,2.1,4545.64
93,2021-10-26,70.25,1.88,3737.8
94,2021-10-26,88.08,2.22,3974.81
95,2021-10-26,71.67,2.46,2908.71
971,2021-10-26,30.75,2.17,1414.7
972,2021-10-26,163.61,4.41,3710.35
973,2021-10-26,95.83,9.93,964.91
974,2021-10-26,43.59,9.21,473.26
976,2021-10-26,9.89,10.81,91.45
01,2021-10-27,91.03,2.98,3052.77
02,2021-10-27,60.41,1.97,3060.9
03,2021-10-27,5.9,0.74,796.27
04,2021-10-27,33.04,0.95,3480.18
05,2021-10-27,97.21,4.68,2077.76
06,2021-10-27,85.14,3.03,2807.9
07,2021-10-27,48.83,2.39,2039.93
08,2021-10-27,115.96,1.73,6713.05
09,2021-10-27,75.96,3.35,2266.11
10,2021-10-27,20.71,1.04,1998.55
11,2021-10-27,52.96,3.05,1738.08
12,2021-10-27,209.07,4.13,5059.59
13,2021-10-27,115.03,4.08,2818.66
14,2021-10-27,81.22,1.43,5670.83
15,2021-10-27,0.0,0.0,4908.88
16,2021-10-27,53.91,4.13,1304.51
17,2021-10-27,92.45,4.25,2173.98
18,2021-10-27,55.72,5.36,1040.12
19,2021-10-27,195.17,5.58,3496.79
21,2021-10-27,60.97,4.72,1290.48
22,2021-10-27,81.95,2.53,3234.11
23,2021-10-27,0.0,0.0,781.4
24,2021-10-27,132.37,4.63,2856.12
25,2021-10-27,47.2,1.14,4126.97
26,2021-10-27,58.07,3.11,1864.42
27,2021-10-27,44.1,1.63,2702.5
28,2021-10-27,53.11,3.4,1561.45
29,2021-10-27,62.97,2.76,2280.69
2A,2021-10-27,34.82,1.34,2599.81
2B,2021-10-27,30.75,1.33,2316.29
30,2021-10-27,47.86,3.9,1228.49
31,2021-10-27,76.01,3.67,2073.61
32,2021-10-27,140.41,3.81,3680.67
33,2021-10-27,55.06,1.01,5455.66
34,2021-10-27,51.64,2.68,1926.74
35,2021-10-27,81.53,2.76,2957.88
36,2021-10-27,9.14,0.61,1489.67
37,2021-10-27,52.76,1.84,2863.17
38,2021-10-27,53.42,3.14,1702.18
39,2021-10-27,20.23,0.95,2123.93
40,2021-10-27,57.58,2.33,2476.08
41,2021-10-27,108.96,5.61,1940.44
42,2021-10-27,41.94,2.21,1899.89
43,2021-10-27,188.83,7.48,2525.57
44,2021-10-27,99.9,3.91,2553.75
45,2021-10-27,66.55,4.75,1399.76
46,2021-10-27,12.15,1.23,984.44
47,2021-10-27,222.19,5.58,3983.09
48,2021-10-27,0.0,0.0,4203.37
49,2021-10-27,98.12,4.06,2418.42
50,2021-10-27,36.52,1.72,2125.25
51,2021-10-27,29.21,0.97,3002.86
52,2021-10-27,44.27,1.19,3707.39
53,2021-10-27,25.36,3.7,684.62
54,2021-10-27,112.28,2.8,4004.49
55,2021-10-27,28.29,1.69,1669.34
56,2021-10-27,99.71,7.66,1300.81
57,2021-10-27,94.1,2.11,4451.35
58,2021-10-27,20.65,1.9,1084.15
59,2021-10-27,97.89,3.27,2997.64
60,2021-10-27,107.8,4.51,2389.28
61,2021-10-27,38.38,3.95,972.24
62,2021-10-27,46.67,1.46,3192.96
63,2021-10-27,30.11,1.54,1960.09
64,2021-10-27,183.84,2.77,6639.81
65,2021-10-27,44.7,0.91,4890.48
66,2021-10-27,56.03,2.88,1946.06
67,2021-10-27,87.31,2.25,3880.45
68,2021-10-27,74.08,1.6,4638.65
69,2021-10-27,69.76,1.71,4074.91
70,2021-10-27,36.81,1.87,1965.55
71,2021-10-27,25.95,1.89,1372.04
72,2021-10-27,85.45,2.83,3016.41
73,2021-10-27,110.26,5.69,1937.47
74,2021-10-27,87.62,3.34,2619.43
75,2021-10-27,145.07,2.0,7248.99
76,2021-10-27,37.28,0.56,6715.26
77,2021-10-27,115.2,3.94,2920.56
78,2021-10-27,116.81,2.72,4288.34
79,2021-10-27,22.11,1.92,1149.88
80,2021-10-27,25.98,0.59,4428.28
81,2021-10-27,103.11,2.87,3590.96
82,2021-10-27,105.91,4.76,2224.18
83,2021-10-27,44.93,2.18,2057.99
84,2021-10-27,40.65,2.46,1654.96
85,2021-10-27,107.09,3.39,3156.72
86,2021-10-27,51.84,1.3,3995.69
87,2021-10-27,25.54,3.14,812.18
88,2021-10-27,0.0,0.0,3114.93
89,2021-10-27,82.03,3.03,2706.86
90,2021-10-27,23.74,0.78,3061.95
91,2021-10-27,41.17,2.57,1603.62
92,2021-10-27,84.53,1.98,4273.93
93,2021-10-27,70.25,2.42,2906.73
94,2021-10-27,81.48,2.26,3598.25
95,2021-10-27,79.16,2.98,2660.52
971,2021-10-27,35.15,2.48,1414.7
972,2021-10-27,163.61,5.06,3235.34
973,2021-10-27,72.7,10.73,677.42
974,2021-10-27,52.93,9.94,532.42
976,2021-10-27,7.41,9.09,81.56
01,2021-10-28,106.57,4.94,2155.81
02,2021-10-28,57.54,3.03,1898.68
03,2021-10-28,5.9,0.92,642.92
04,2021-10-28,22.03,1.23,1784.14
05,2021-10-28,97.21,5.88,1652.49
06,2021-10-28,78.19,3.36,2328.33
07,2021-10-28,59.68,4.03,1481.12
08,2021-10-28,128.85,4.04,3189.02
09,2021-10-28,50.64,3.81,1329.28
10,2021-10-28,15.53,1.29,1201.2
11,2021-10-28,43.33,2.9,1492.54
12,2021-10-28,216.04,5.49,3937.56
13,2021-10-28,110.14,4.76,2312.03
14,2021-10-28,78.76,2.21,3563.96
15,2021-10-28,0.0,0.0,2042.92
16,2021-10-28,64.69,5.38,1202.09
17,2021-10-28,92.45,4.64,1992.07
18,2021-10-28,30.96,4.0,773.9
19,2021-10-28,138.25,5.21,2651.05
21,2021-10-28,54.19,4.3,1259.99
22,2021-10-28,79.02,3.29,2402.9
23,2021-10-28,0.0,0.0,632.56
24,2021-10-28,106.91,5.68,1883.72
25,2021-10-28,32.45,1.25,2598.9
26,2021-10-28,45.85,3.41,1344.83
27,2021-10-28,49.0,2.74,1791.05
28,2021-10-28,42.49,4.86,874.55
29,2021-10-28,64.94,3.33,1952.06
2A,2021-10-28,58.03,3.4,1706.13
2B,2021-10-28,41.0,2.05,1998.57
30,2021-10-28,47.86,4.33,1105.41
31,2021-10-28,58.19,3.51,1657.94
32,2021-10-28,210.61,6.91,3048.84
33,2021-10-28,51.94,1.54,3382.26
34,2021-10-28,54.59,3.32,1644.96
35,2021-10-28,78.67,3.57,2204.1
36,2021-10-28,0.0,0.0,1425.7
37,2021-10-28,49.99,2.99,1671.8
38,2021-10-28,53.42,3.69,1447.22
39,2021-10-28,26.97,1.63,1658.69
40,2021-10-28,62.01,3.24,1913.54
41,2021-10-28,108.96,8.08,1348.97
42,2021-10-28,37.75,2.69,1400.8
43,2021-10-28,118.02,6.41,1841.07
44,2021-10-28,85.02,3.93,2164.79
45,2021-10-28,66.55,5.27,1262.23
46,2021-10-28,12.15,2.0,607.68
47,2021-10-28,211.35,5.69,3712.13
48,2021-10-28,0.0,0.0,830.61
49,2021-10-28,94.27,4.61,2047.1
50,2021-10-28,40.17,2.52,1592.11
51,2021-10-28,29.21,1.84,1586.14
52,2021-10-28,66.4,4.03,1648.96
53,2021-10-28,25.36,4.2,603.48
54,2021-10-28,109.94,4.56,2409.24
55,2021-10-28,66.02,5.69,1160.05
56,2021-10-28,60.29,4.92,1224.29
57,2021-10-28,67.22,2.1,3196.1
58,2021-10-28,20.65,4.88,423.34
59,2021-10-28,92.1,5.35,1720.96
60,2021-10-28,109.57,6.53,1678.86
61,2021-10-28,44.77,5.3,844.31
62,2021-10-28,44.59,2.33,1912.25
63,2021-10-28,24.64,2.0,1229.16
64,2021-10-28,175.73,3.78,4652.73
65,2021-10-28,26.82,0.87,3084.49
66,2021-10-28,56.03,5.24,1068.28
67,2021-10-28,87.31,2.51,3476.66
68,2021-10-28,76.26,1.84,4154.96
69,2021-10-28,58.84,2.34,2519.08
70,2021-10-28,44.17,3.82,1155.77
71,2021-10-28,22.71,1.72,1316.9
72,2021-10-28,88.3,4.25,2079.3
73,2021-10-28,110.26,6.39,1724.82
74,2021-10-28,74.84,3.51,2133.87
75,2021-10-28,124.8,2.26,5527.41
76,2021-10-28,32.14,1.02,3151.95
77,2021-10-28,110.36,4.94,2234.23
78,2021-10-28,114.83,3.09,3719.14
79,2021-10-28,17.69,1.89,937.6
80,2021-10-28,25.98,1.02,2557.66
81,2021-10-28,67.25,3.62,1856.0
82,2021-10-28,123.57,8.27,1494.56
83,2021-10-28,41.47,2.53,1639.83
84,2021-10-28,34.84,2.94,1184.6
85,2021-10-28,85.19,3.26,2609.1
86,2021-10-28,47.85,1.37,3493.24
87,2021-10-28,25.54,3.18,801.96
88,2021-10-28,0.0,0.0,2112.42
89,2021-10-28,66.65,4.51,1476.47
90,2021-10-28,11.87,0.61,1934.49
91,2021-10-28,44.42,3.67,1210.3
92,2021-10-28,80.51,2.89,2786.56
93,2021-10-28,63.87,2.94,2170.67
94,2021-10-28,70.47,3.24,2172.38
95,2021-10-28,81.3,3.88,2095.68
971,2021-10-28,39.54,3.83,1032.47
972,2021-10-28,163.61,7.24,2258.93
973,2021-10-28,66.09,12.58,525.41
974,2021-10-28,49.82,8.02,621.16
976,2021-10-28,7.41,9.68,76.62
01,2021-10-29,113.23,8.21,1378.74
02,2021-10-29,48.91,7.23,676.04
03,2021-10-29,5.9,0.98,601.63
04,2021-10-29,22.03,1.79,1233.48
05,2021-10-29,48.6,3.42,1421.63
06,2021-10-29,79.93,3.86,2071.17
07,2021-10-29,81.38,6.22,1307.51
08,2021-10-29,128.85,7.63,1687.93
09,2021-10-29,63.3,5.43,1164.7
10,2021-10-29,15.53,2.33,667.91
11,2021-10-29,48.15,3.48,1381.8
12,2021-10-29,160.29,6.69,2397.38
13,2021-10-29,100.35,5.43,1849.46
14,2021-10-29,76.3,4.58,1666.3
15,2021-10-29,0.0,0.0,793.65
16,2021-10-29,70.08,6.28,1115.84
17,2021-10-29,89.46,5.04,1774.37
18,2021-10-29,37.15,5.71,650.07
19,2021-10-29,154.51,6.27,2464.02
21,2021-10-29,40.64,3.45,1178.7
22,2021-10-29,73.17,4.48,1633.15
23,2021-10-29,0.0,0.0,558.14
24,2021-10-29,101.82,6.02,1690.26
25,2021-10-29,32.45,2.34,1389.42
26,2021-10-29,39.73,3.5,1133.93
27,2021-10-29,68.6,7.53,911.45
28,2021-10-29,49.57,5.58,888.72
29,2021-10-29,70.84,4.59,1544.73
2A,2021-10-29,104.46,6.21,1682.92
2B,2021-10-29,51.25,2.84,1803.83
30,2021-10-29,36.47,3.6,1011.97
31,2021-10-29,66.51,4.59,1448.91
32,2021-10-29,190.55,9.22,2065.99
33,2021-10-29,49.86,3.82,1304.7
34,2021-10-29,45.73,3.89,1175.81
35,2021-10-29,84.39,5.23,1613.39
36,2021-10-29,0.0,0.0,447.82
37,2021-10-29,38.88,3.87,1005.3
38,2021-10-29,64.35,5.0,1285.74
39,2021-10-29,40.46,3.87,1045.11
40,2021-10-29,39.87,2.49,1603.47
41,2021-10-29,119.33,10.18,1172.56
42,2021-10-29,37.75,3.39,1113.51
43,2021-10-29,118.02,7.46,1581.43
44,2021-10-29,82.89,5.3,1563.28
45,2021-10-29,75.42,6.88,1095.85
46,2021-10-29,60.77,8.47,717.06
47,2021-10-29,189.67,7.74,2449.47
48,2021-10-29,25.17,5.56,453.06
49,2021-10-29,78.88,5.01,1573.8
50,2021-10-29,40.17,4.87,825.27
51,2021-10-29,37.97,5.26,721.5
52,2021-10-29,66.4,7.5,885.35
53,2021-10-29,30.43,5.94,512.2
54,2021-10-29,91.22,6.21,1468.94
55,2021-10-29,84.88,10.84,782.8
56,2021-10-29,53.33,4.73,1126.9
57,2021-10-29,63.85,3.08,2070.24
58,2021-10-29,10.33,2.38,433.66
59,2021-10-29,87.47,6.37,1373.99
60,2021-10-29,93.66,6.68,1401.41
61,2021-10-29,38.38,4.72,812.33
62,2021-10-29,39.41,4.51,874.2
63,2021-10-29,27.38,3.28,834.95
64,2021-10-29,173.02,6.89,2511.56
65,2021-10-29,26.82,1.99,1350.02
66,2021-10-29,48.56,4.81,1008.52
67,2021-10-29,101.34,4.11,2466.4
68,2021-10-29,76.26,3.04,2507.79
69,2021-10-29,58.84,3.95,1487.75
70,2021-10-29,58.89,5.1,1155.77
71,2021-10-29,38.92,5.5,707.1
72,2021-10-29,56.97,3.72,1532.41
73,2021-10-29,102.39,6.65,1539.73
74,2021-10-29,76.67,4.65,1648.32
75,2021-10-29,112.0,2.97,3777.03
76,2021-10-29,32.14,3.37,952.53
77,2021-10-29,103.58,6.84,1514.98
78,2021-10-29,120.77,6.13,1969.95
79,2021-10-29,22.11,2.67,827.03
80,2021-10-29,28.87,2.9,995.93
81,2021-10-29,49.31,4.58,1075.94
82,2021-10-29,170.64,9.57,1782.88
83,2021-10-29,41.47,3.25,1276.96
84,2021-10-29,31.94,3.7,862.32
85,2021-10-29,65.71,3.54,1857.04
86,2021-10-29,55.83,5.32,1048.77
87,2021-10-29,40.86,5.33,766.21
88,2021-10-29,10.23,1.27,808.14
89,2021-10-29,61.52,4.56,1348.3
90,2021-10-29,23.74,1.98,1198.67
91,2021-10-29,55.26,5.15,1072.69
92,2021-10-29,74.47,3.29,2266.28
93,2021-10-29,64.66,4.27,1513.64
94,2021-10-29,68.27,4.2,1625.16
95,2021-10-29,82.37,5.79,1422.79
971,2021-10-29,39.54,4.04,979.75
972,2021-10-29,142.5,7.48,1905.31
973,2021-10-29,59.48,12.77,465.93
974,2021-10-29,52.93,7.85,674.09
976,2021-10-29,7.41,10.0,74.15
01,2021-10-30,122.11,9.18,1329.9
02,2021-10-30,54.66,8.6,635.77
03,2021-10-30,5.9,1.12,524.95
04,2021-10-30,22.03,2.0,1101.32
05,2021-10-30,36.45,2.73,1336.57
06,2021-10-30,86.88,4.5,1932.17
07,2021-10-30,54.25,4.48,1209.85
08,2021-10-30,135.29,7.87,1720.14
09,2021-10-30,63.3,5.68,1114.07
10,2021-10-30,15.53,2.59,600.6
11,2021-10-30,48.15,3.86,1246.99
12,2021-10-30,139.38,6.9,2021.05
13,2021-10-30,94.64,5.51,1716.49
14,2021-10-30,66.45,4.34,1530.93
15,2021-10-30,14.7,1.96,749.56
16,2021-10-30,91.64,8.17,1121.23
17,2021-10-30,77.54,4.68,1658.07
18,2021-10-30,37.15,6.19,600.54
19,2021-10-30,154.51,6.55,2358.3
21,2021-10-30,40.64,3.74,1087.25
22,2021-10-30,76.1,4.78,1592.18
23,2021-10-30,0.0,0.0,520.93
24,2021-10-30,101.82,6.49,1568.07
25,2021-10-30,41.3,3.55,1162.28
26,2021-10-30,39.73,3.81,1042.24
27,2021-10-30,83.3,8.79,948.2
28,2021-10-30,56.65,6.81,832.06
29,2021-10-30,66.91,4.57,1464.05
2A,2021-10-30,92.85,5.59,1659.7
2B,2021-10-30,81.99,4.79,1711.59
30,2021-10-30,27.35,2.94,929.91
31,2021-10-30,66.51,5.06,1314.71
32,2021-10-30,200.58,9.39,2136.19
33,2021-10-30,49.86,4.08,1222.64
34,2021-10-30,45.73,4.21,1085.82
35,2021-10-30,91.54,5.77,1587.64
36,2021-10-30,0.0,0.0,484.37
37,2021-10-30,49.99,5.1,980.31
38,2021-10-30,59.49,5.1,1166.76
39,2021-10-30,40.46,4.05,997.91
40,2021-10-30,39.87,2.85,1399.72
41,2021-10-30,119.33,10.13,1177.75
42,2021-10-30,44.04,4.23,1040.12
43,2021-10-30,125.89,8.74,1439.81
44,2021-10-30,89.27,6.16,1448.51
45,2021-10-30,79.86,8.07,989.37
46,2021-10-30,60.77,7.69,789.99
47,2021-10-30,195.09,7.96,2449.47
48,2021-10-30,50.34,9.52,528.57
49,2021-10-30,80.81,5.43,1489.15
50,2021-10-30,51.12,6.17,828.92
51,2021-10-30,46.74,7.14,654.32
52,2021-10-30,88.53,10.67,830.01
53,2021-10-30,30.43,5.71,532.48
54,2021-10-30,84.21,5.7,1478.29
55,2021-10-30,84.88,10.98,773.37
56,2021-10-30,53.33,5.11,1043.43
57,2021-10-30,70.58,3.5,2014.79
58,2021-10-30,10.33,2.08,495.61
59,2021-10-30,83.41,6.46,1291.74
60,2021-10-30,98.96,7.72,1281.24
61,2021-10-30,38.38,5.0,767.56
62,2021-10-30,38.37,4.81,798.5
63,2021-10-30,27.38,3.4,804.84
64,2021-10-30,183.84,7.89,2330.42
65,2021-10-30,53.64,4.26,1260.62
66,2021-10-30,56.03,5.84,959.96
67,2021-10-30,110.69,4.68,2363.51
68,2021-10-30,82.79,3.6,2300.8
69,2021-10-30,62.2,4.54,1369.23
70,2021-10-30,58.89,5.41,1089.52
71,2021-10-30,55.14,7.62,723.32
72,2021-10-30,59.82,4.22,1418.48
73,2021-10-30,106.32,7.74,1374.34
74,2021-10-30,73.02,4.84,1507.77
75,2021-10-30,113.07,3.26,3464.5
76,2021-10-30,30.85,3.5,881.83
77,2021-10-30,95.84,7.4,1294.26
78,2021-10-30,122.75,6.72,1825.42
79,2021-10-30,22.11,2.82,782.8
80,2021-10-30,28.87,3.28,880.46
81,2021-10-30,49.31,4.74,1040.08
82,2021-10-30,200.06,10.93,1829.95
83,2021-10-30,48.38,3.86,1252.76
84,2021-10-30,31.94,4.12,775.22
85,2021-10-30,55.98,3.21,1745.08
86,2021-10-30,63.8,6.9,925.15
87,2021-10-30,45.97,6.08,755.99
88,2021-10-30,15.34,1.76,869.52
89,2021-10-30,35.89,3.0,1194.5
90,2021-10-30,59.34,5.43,1091.86
91,2021-10-30,59.59,6.12,973.01
92,2021-10-30,76.48,3.78,2022.74
93,2021-10-30,64.66,4.81,1343.59
94,2021-10-30,71.57,4.87,1469.91
95,2021-10-30,82.37,6.72,1225.96
971,2021-10-30,30.75,3.27,940.2
972,2021-10-30,137.22,7.41,1852.54
