,1,10,2,3,4,5,6,7,8,9,abstentions,code_insee,exprimes,inscrits,ville,votants,popTotale,taux65Plus,TauxOuvriers,TauxAgricuteurs,TauxCadres,TauxRetraites,TauxChomage
295,10,71,70,106,12,4,1,1,28,4,56,77050,307,369,Bransles,313,538.0,19.3,9.3,4.4,5.6,27.1,12.8
296,13,287,267,298,108,15,5,1,92,24,447,77051,1110,1579,Bray-sur-Seine,1132,2294.0,23.5,15.6,0.0,4.1,27.4,14.8
297,7,55,57,46,27,2,0,0,23,6,44,77052,223,273,Bréau,229,335.0,9.9,13.8,0.0,19.6,4.5,10.5
298,115,2029,1451,2091,741,66,35,9,634,226,2445,77053,7397,9969,Brie-Comte-Robert,7524,16529.0,14.1,13.8,0.1,9.2,17.3,9.1
299,13,105,107,85,49,3,1,1,25,12,104,77054,401,520,La Brosse-Montceaux,416,769.0,14.8,11.2,0.9,7.3,19.2,14.7
300,41,601,480,424,295,29,16,2,155,49,732,77055,2092,2868,Brou-sur-Chantereine,2136,4414.0,10.9,13.6,0.0,6.2,15.7,10.2
301,2,14,25,27,8,0,1,1,5,3,29,77056,86,117,Burcy,88,162.0,24.7,9.1,3.0,0.0,29.6,6.9
302,3,54,66,59,16,3,2,0,19,8,55,77057,230,291,Bussières,236,501.0,9.4,19.0,0.0,4.0,13.2,15.1
303,212,2911,1057,3200,843,78,25,23,1214,173,3154,77058,9736,13033,Bussy-Saint-Georges,9879,25419.0,4.0,6.5,0.0,22.3,5.8,9.1
304,20,87,65,178,40,3,1,2,56,4,104,77059,456,563,Bussy-Saint-Martin,459,719.0,8.9,8.7,0.0,15.5,10.4,7.6
305,21,92,107,134,38,5,2,3,41,10,93,77060,453,554,Buthiers,461,750.0,15.6,22.1,1.3,5.9,21.2,8.9
306,17,317,323,334,121,11,9,2,88,22,310,77061,1244,1582,Cannes-Ecluse,1272,2580.0,19.0,14.7,0.2,4.8,26.1,6.5
307,11,56,41,82,23,0,0,3,19,3,46,77062,238,289,Carnetin,243,464.0,16.6,9.0,0.0,8.0,27.2,6.3
308,12,155,196,200,84,8,2,1,53,13,142,77063,724,880,La Celle-sur-Morin,738,1290.0,12.1,11.0,0.5,13.2,16.2,9.0
309,15,153,161,246,47,8,6,4,74,17,154,77065,731,898,Cély,744,1180.0,17.2,10.1,0.0,11.8,25.8,6.6
310,12,33,44,65,13,4,0,2,21,6,42,77066,200,243,Cerneux,201,317.0,13.2,11.5,3.2,3.2,27.1,8.5
311,144,1595,767,1387,577,52,20,16,571,153,1102,77067,5282,6461,Cesson,5359,9568.0,14.5,6.3,0.2,14.0,18.4,8.3
312,4,23,40,63,0,1,0,0,16,3,25,77068,150,178,Cessoy-en-Montois,153,211.0,21.3,7.5,0.0,5.0,34.1,7.4
313,20,228,229,436,112,16,4,4,113,25,287,77069,1187,1484,Chailly-en-Bière,1197,1982.0,18.9,13.8,0.6,10.7,20.9,10.6
314,8,183,169,211,55,8,8,2,49,20,200,77070,713,929,Chailly-en-Brie,729,1462.0,11.4,17.7,0.8,7.5,14.3,10.5
315,3,108,150,152,83,3,3,0,56,14,119,77071,572,705,Chaintreaux,586,917.0,16.0,10.4,2.1,9.0,22.9,11.1
316,4,64,108,106,34,4,0,0,35,12,84,77072,367,456,Chalautre-la-Grande,372,715.0,12.7,15.4,3.8,6.9,16.8,10.5
317,8,72,93,93,37,3,1,1,21,9,72,77073,338,419,Chalautre-la-Petite,347,599.0,15.9,11.2,0.9,11.2,17.5,4.6
318,26,155,134,183,89,9,4,4,64,9,192,77075,677,880,Chalifert,688,1280.0,10.8,12.5,0.0,13.7,13.3,6.9
319,4,114,88,84,66,9,4,2,47,16,106,77076,434,550,Chalmaison,444,754.0,14.9,20.3,0.0,5.3,18.6,10.6
320,7,120,113,200,46,6,1,2,37,14,136,77077,546,690,Chambry,554,947.0,13.5,15.2,0.5,7.1,17.3,7.0
321,13,153,192,174,65,8,4,3,59,14,168,77078,685,864,Chamigny,696,1376.0,14.5,10.1,0.0,9.4,20.6,11.7
322,48,925,630,589,363,49,21,5,215,58,778,77079,2903,3734,Champagne-sur-Seine,2956,6289.0,13.9,14.6,0.0,4.9,18.3,15.8
323,2,22,21,39,4,1,1,2,6,4,12,77080,102,115,Champcenest,103,180.0,12.8,14.0,3.0,5.5,12.8,12.8
324,1,74,98,82,36,2,1,0,26,15,73,77081,335,415,Champdeuil,342,712.0,10.1,11.4,0.0,9.8,9.0,6.4
325,4,116,118,139,45,7,1,2,40,8,79,77082,480,567,Champeaux,488,814.0,17.1,10.2,0.7,12.4,21.7,7.9
326,283,3809,1454,2329,1564,115,43,27,931,169,3402,77083,10724,14334,Champs-sur-Marne,10932,24913.0,8.6,9.3,0.0,14.4,12.4,12.6
327,12,166,143,187,51,17,1,2,59,11,180,77084,649,838,Changis-sur-Marne,658,1107.0,14.8,9.0,0.5,13.7,17.3,8.9
328,33,342,180,328,122,9,5,6,142,29,344,77085,1196,1562,Chanteloup-en-Brie,1218,2956.0,10.5,11.3,0.0,17.2,12.3,8.5
329,18,155,218,165,79,9,6,2,46,17,147,77086,715,878,La Chapelle-Gauthier,731,1474.0,9.7,14.3,0.4,8.6,12.2,11.5
330,2,16,12,47,4,0,0,0,12,0,30,77087,93,124,La Chapelle-Iger,94,155.0,8.4,10.8,3.6,10.8,12.9,3.4
331,12,299,335,344,108,9,12,1,131,40,392,77088,1291,1706,La Chapelle-la-Reine,1314,2521.0,14.5,14.2,0.6,7.3,16.7,10.0
332,7,117,144,134,50,3,0,0,38,18,83,77089,511,600,La Chapelle-Rablais,517,985.0,9.5,14.8,0.0,10.9,10.6,6.1
333,0,26,43,21,14,0,1,0,6,2,15,77090,113,129,La Chapelle-Saint-Sulpice,114,232.0,8.2,16.4,0.0,9.4,6.9,9.7
334,4,40,74,67,26,2,0,0,19,5,52,77091,237,296,Les Chapelles-Bourbon,244,409.0,6.8,12.8,1.3,17.0,13.0,5.4
335,4,56,64,70,18,0,1,1,12,6,69,77093,232,302,La Chapelle-Moutils,233,425.0,14.8,16.4,1.2,3.6,18.4,9.8
336,3,29,43,54,14,3,1,0,14,2,19,77094,163,184,Charmentray,165,260.0,8.1,23.5,2.0,7.7,10.4,7.2
337,6,154,184,171,68,7,4,0,45,20,137,77095,659,817,Charny,680,1250.0,11.0,13.9,0.4,7.5,16.6,6.3
338,55,433,228,502,146,7,6,4,173,46,302,77096,1600,1927,Chartrettes,1625,2602.0,18.4,6.2,0.0,17.9,20.3,5.2
339,2,36,45,61,10,3,0,0,8,6,34,77097,171,206,Chartronges,172,295.0,8.8,12.4,3.5,3.5,19.3,4.6
340,0,49,79,35,24,0,2,0,11,8,55,77098,208,269,Châteaubleau,214,349.0,13.5,15.0,0.0,10.6,23.8,11.7
341,39,358,394,438,140,29,11,8,121,44,510,77099,1582,2128,Château-Landon,1618,3198.0,25.0,12.8,0.4,4.9,29.9,11.8
342,49,628,598,678,232,26,14,5,216,63,534,77100,2509,3086,Le Châtelet-en-Brie,2552,4417.0,17.2,14.4,0.0,8.9,22.1,9.8
343,6,109,154,173,51,4,1,0,46,11,129,77101,555,700,Châtenay-sur-Seine,571,968.0,17.4,18.1,1.0,5.2,21.8,10.5
344,1,26,16,18,16,1,0,0,8,3,16,77102,89,109,Châtenoy,93,166.0,17.5,18.8,0.0,6.2,16.9,4.9
345,0,27,30,39,20,3,1,1,7,7,27,77103,135,167,Châtillon-la-Borde,140,218.0,10.1,8.5,0.0,19.0,12.8,4.7
346,9,90,96,132,31,3,0,0,29,11,69,77104,401,475,Châtres,406,622.0,10.3,6.7,0.8,12.5,10.9,4.5
347,13,131,145,131,66,12,5,6,45,11,165,77106,565,751,Chauffry,586,1023.0,12.5,17.2,0.0,6.3,18.7,9.5
348,32,315,354,456,114,15,7,8,159,32,467,77107,1492,1986,Chaumes-en-Brie,1519,2976.0,13.2,16.5,0.2,9.1,15.6,8.8
349,441,7620,3975,5563,2861,196,99,65,1815,338,7613,77108,22973,30963,Chelles,23350,53569.0,12.8,11.4,0.0,10.6,16.3,12.0
350,12,134,217,196,69,8,2,1,50,30,176,77109,719,912,Chenoise,736,1328.0,16.3,16.6,1.5,1.0,21.1,11.5
351,1,31,51,64,17,3,0,0,16,5,44,77110,188,239,Chenou,195,314.0,19.7,19.2,8.4,0.0,24.2,8.3
352,54,529,301,586,159,14,6,6,214,52,554,77111,1921,2515,Chessy,1961,4679.0,6.3,7.4,0.0,20.4,7.7,8.5
353,1,30,39,44,12,0,2,0,12,9,35,77112,149,187,Chevrainvilliers,152,221.0,20.4,11.8,3.9,3.9,38.0,2.0
354,5,143,184,124,62,4,3,0,24,8,108,77113,557,680,Chevru,572,1096.0,5.7,16.5,1.5,5.7,10.8,5.2
355,58,470,399,629,156,25,7,7,201,57,657,77114,2009,2702,Chevry-Cossigny,2045,3964.0,10.0,10.0,0.2,14.9,13.9,6.8
356,9,78,69,101,30,3,2,2,19,9,55,77115,322,383,Chevry-en-Sereine,328,516.0,17.4,11.9,0.0,4.8,32.0,7.4
357,11,117,210,288,47,12,3,1,59,34,156,77116,782,958,Choisy-en-Brie,802,1374.0,16.7,12.8,1.5,8.3,23.9,8.2
358,9,104,135,118,45,6,1,2,30,13,92,77117,463,561,Citry,469,828.0,14.6,17.1,1.9,6.9,15.8,10.9
359,96,1216,1211,1948,560,51,22,24,473,110,1504,77118,5711,7296,Claye-Souilly,5792,11599.0,13.5,10.7,0.1,11.0,18.6,9.0
360,2,38,56,40,7,1,2,1,19,6,35,77119,172,210,Clos-Fontaine,175,270.0,12.2,18.4,4.6,11.5,14.8,8.9
361,0,65,101,92,24,5,3,0,17,6,75,77120,313,392,Cocherel,317,631.0,7.9,12.7,0.0,6.5,11.7,12.9
362,44,608,281,451,225,12,11,3,153,36,422,77121,1824,2275,Collégien,1853,3239.0,9.0,10.8,0.0,12.3,14.0,10.6
363,237,3770,1729,2450,1332,94,45,37,952,355,3869,77122,11001,15067,Combs-la-Ville,11198,22086.0,12.8,10.3,0.0,11.8,17.1,11.0
364,5,97,113,98,75,10,3,1,24,12,84,77123,438,527,Compans,443,792.0,6.3,19.5,0.0,11.0,8.1,7.9
365,19,275,151,330,87,5,2,1,109,20,245,77124,999,1249,Conches-sur-Gondoire,1004,1724.0,20.9,5.8,0.0,20.1,26.2,8.5
366,23,177,163,292,87,14,4,0,66,21,157,77125,847,1017,Condé-Sainte-Libiaire,860,1420.0,13.9,5.3,0.0,16.8,16.3,8.4
367,14,230,228,258,99,6,6,2,55,13,167,77126,911,1098,Congis-sur-Thérouanne,931,1801.0,9.5,13.2,0.5,5.9,14.3,8.7
368,14,179,164,215,70,3,3,2,60,27,204,77127,737,957,Coubert,753,2079.0,16.5,11.4,0.2,7.7,15.0,6.2
369,16,184,234,419,104,9,6,1,99,26,223,77128,1098,1331,Couilly-Pont-aux-Dames,1108,2175.0,17.1,10.0,0.0,11.9,18.9,8.7
370,3,88,80,125,32,6,0,0,20,6,94,77129,360,458,Coulombs-en-Valois,364,632.0,12.3,18.8,5.9,7.6,17.2,9.8
371,5,39,44,96,20,1,4,1,19,3,59,77130,232,297,Coulommes,238,412.0,9.5,19.5,0.0,10.5,19.4,10.4
372,139,1646,1493,1848,660,94,36,12,492,135,2413,77131,6555,9092,Coulommiers,6679,14725.0,17.2,15.3,0.2,5.0,21.2,15.0
373,31,416,336,509,174,16,6,2,150,49,313,77132,1689,2036,Coupvray,1723,2594.0,12.4,7.8,0.2,12.7,18.6,6.8
374,3,24,60,49,5,2,2,1,8,3,19,77133,157,179,Courcelles-en-Bassée,160,241.0,16.2,6.1,4.0,10.1,19.9,4.2
375,1,16,27,34,6,0,0,1,3,2,10,77134,90,104,Courchamp,94,153.0,15.0,7.7,3.8,11.5,23.5,4.2
376,13,142,252,163,86,10,7,1,65,23,211,77135,762,979,Courpalay,768,1449.0,7.8,20.3,0.4,10.5,11.8,7.6
377,3,12,38,33,9,2,1,0,13,0,28,77136,111,147,Courquetaine,119,203.0,12.3,4.7,4.7,20.9,13.8,7.5
378,2,19,36,46,10,2,0,0,11,6,32,77137,132,166,Courtacon,134,248.0,15.3,17.8,2.2,6.7,11.3,8.7
379,9,101,76,95,33,5,0,1,28,4,65,77138,352,424,Courtomer,359,522.0,9.4,12.1,0.0,17.8,15.3,8.5
380,63,884,706,959,370,23,10,6,291,79,1012,77139,3391,4457,Courtry,3445,6426.0,10.8,10.9,0.1,11.2,15.1,8.7
381,3,40,42,44,14,2,0,1,20,4,29,77140,170,205,Coutençon,176,291.0,11.0,19.3,2.1,10.7,18.9,7.7
382,15,103,82,149,43,8,3,3,40,15,111,77141,461,581,Coutevroult,470,1064.0,7.7,14.8,0.0,9.2,9.8,7.5
383,44,454,498,758,177,31,13,7,222,44,580,77142,2248,2870,Crécy-la-Chapelle,2290,4253.0,14.3,12.1,0.4,13.5,17.4,9.7
384,37,760,479,492,244,21,12,6,174,39,574,77143,2264,2875,Crégy-lès-Meaux,2301,4711.0,6.2,14.5,0.0,8.1,10.3,8.2
385,2,38,35,66,15,3,1,0,11,10,30,77144,181,218,Crèvecoeur-en-Brie,188,361.0,11.4,12.2,0.0,10.7,20.2,5.3
386,5,74,86,125,43,3,0,2,32,7,88,77145,377,473,Crisenoy,385,647.0,8.5,11.5,1.0,17.2,10.7,6.1
387,21,327,207,403,138,9,2,7,127,36,296,77146,1277,1607,Croissy-Beaubourg,1311,2006.0,18.2,4.7,0.0,20.5,24.2,9.0
388,5,78,93,127,38,5,1,0,34,9,95,77147,390,493,La Croix-en-Brie,398,673.0,17.4,17.2,2.2,4.5,22.6,7.6
389,26,202,207,278,114,7,1,3,54,18,208,77148,910,1132,Crouy-sur-Ourcq,924,1851.0,14.4,14.0,0.0,5.2,17.0,12.6
390,1,26,43,40,9,2,1,1,10,3,33,77149,136,170,Cucharmoy,137,226.0,12.4,20.8,0.0,6.2,17.7,9.9
391,5,32,77,71,23,1,1,0,10,1,54,77150,221,280,Cuisy,226,424.0,7.8,14.5,0.0,11.0,12.7,9.2
392,4,41,58,66,16,2,1,0,13,6,31,77151,207,241,Dagny,210,333.0,13.2,17.8,0.0,6.5,20.4,5.2
393,177,2961,1372,1920,1204,96,42,18,640,139,3439,77152,8569,12162,Dammarie-les-Lys,8723,21094.0,14.5,14.6,0.0,7.2,18.0,16.8
394,60,1026,965,1212,480,35,17,12,348,74,1107,77153,4229,5404,Dammartin-en-Goële,4297,8669.0,9.8,12.8,0.0,10.1,14.4,8.9
395,10,120,103,123,52,7,3,1,47,9,104,77154,475,595,Dammartin-sur-Tigeaux,491,965.0,11.5,7.2,1.2,11.1,14.1,5.6
396,38,408,312,469,153,22,3,7,161,43,517,77155,1616,2169,Dampmart,1652,3195.0,15.5,12.6,0.2,10.7,21.8,7.2
397,4,118,108,158,33,5,1,0,43,14,109,77156,484,600,Darvault,491,836.0,21.8,10.2,0.0,7.9,25.8,10.8
398,3,13,75,53,12,0,2,0,14,5,39,77157,177,220,Dhuisy,181,293.0,11.3,12.1,0.0,16.5,11.6,14.0
399,0,36,38,43,11,2,0,0,17,3,24,77158,150,178,Diant,154,183.0,15.8,12.2,7.3,7.3,23.5,7.1
400,39,358,405,406,162,15,13,1,93,31,326,77159,1523,1876,Donnemarie-Dontilly,1550,2913.0,17.4,15.7,0.5,4.4,23.9,12.9
401,26,115,88,148,56,4,0,1,50,15,103,77161,503,612,Dormelles,509,821.0,19.0,4.6,1.7,16.8,24.8,7.7
402,13,112,144,157,63,8,3,2,65,19,150,77162,586,740,Doue,590,999.0,12.5,15.7,2.9,6.3,18.6,10.8
403,5,34,40,41,17,2,3,0,7,1,33,77163,150,187,Douy-la-Ramée,154,320.0,7.5,14.3,0.0,14.3,11.6,8.5
404,3,79,76,93,38,2,0,4,23,11,50,77164,329,388,Echouboulains,338,536.0,11.0,12.8,0.0,8.2,18.1,7.0
405,7,58,120,135,38,5,0,2,43,10,92,77165,418,512,Les Ecrennes,420,597.0,8.7,14.1,0.0,7.1,13.2,5.7
407,4,24,54,54,12,1,2,1,3,3,53,77167,158,215,Egligny,162,319.0,9.4,18.1,3.5,1.8,14.1,3.7
408,12,222,337,352,126,8,4,4,86,34,333,77168,1185,1553,Egreville,1220,2152.0,17.0,16.9,0.7,5.5,19.3,11.6
409,82,1240,503,875,478,22,17,9,414,87,989,77169,3727,4786,Emerainville,3797,7444.0,8.8,11.2,0.2,14.7,13.0,11.6
410,11,83,63,98,33,3,1,1,24,6,78,77170,323,403,Episy,325,552.0,10.7,8.7,0.0,20.2,13.8,8.0
411,73,747,659,821,368,23,18,8,246,54,721,77171,3017,3779,Esbly,3058,6189.0,14.5,8.7,0.0,13.7,17.9,7.7
412,13,131,114,186,52,5,0,2,46,9,95,77172,558,671,Esmans,576,897.0,20.6,8.5,2.1,7.1,25.2,11.3
413,3,82,161,119,48,2,2,4,33,15,126,77173,469,600,Etrépilly,474,858.0,7.1,17.8,0.8,7.8,14.8,7.8
414,4,76,91,91,31,6,2,2,21,3,73,77174,327,407,Everly,334,605.0,11.6,19.5,0.0,4.1,9.9,12.3
415,24,374,302,465,118,16,3,2,130,43,330,77175,1477,1829,Evry-Grégy-sur-Yerre,1499,2588.0,11.5,7.1,0.6,16.7,17.0,6.0
416,20,285,328,389,134,11,5,5,110,34,408,77176,1321,1756,Faremoutiers,1348,2513.0,12.7,14.3,0.4,8.4,15.8,9.5
417,15,134,118,207,71,6,0,0,64,8,132,77177,623,761,Favières,629,1088.0,12.3,12.6,0.9,13.1,18.9,5.9
418,6,65,59,70,45,3,1,0,29,5,44,77178,283,333,Faÿ-lès-Nemours,289,479.0,15.2,15.3,0.0,6.3,15.9,7.1
419,18,92,41,128,44,2,1,0,40,6,83,77179,372,464,Féricy,381,581.0,13.3,8.8,0.0,18.7,16.4,6.6
420,13,114,117,294,42,10,3,1,60,6,202,77180,660,869,Férolles-Attilly,667,1158.0,15.8,8.5,0.4,15.7,15.2,6.9
421,26,330,200,352,120,10,4,4,100,24,201,77181,1170,1386,Ferrières-en-Brie,1185,2793.0,9.9,10.1,0.5,15.0,13.8,6.8
422,22,404,476,541,142,20,11,5,154,38,553,77182,1813,2400,La Ferté-Gaucher,1847,4770.0,19.8,16.8,0.2,1.9,25.6,18.3
423,80,1041,971,1157,481,45,26,12,315,101,1644,77183,4229,5935,La Ferté-sous-Jouarre,4291,9504.0,14.8,13.7,0.2,6.0,19.3,16.3
424,7,101,84,111,56,3,1,0,41,11,68,77184,415,490,Flagy,422,644.0,13.7,14.6,0.0,11.7,14.8,7.6
425,6,59,83,171,18,0,1,0,35,7,60,77185,380,446,Fleury-en-Bière,386,653.0,16.7,8.6,0.0,14.1,19.8,5.1
426,192,1635,810,3041,561,57,24,16,823,144,2405,77186,7303,9781,Fontainebleau,7376,14839.0,20.2,6.3,0.1,15.5,21.7,10.9
427,4,64,95,106,37,3,0,1,20,13,90,77187,343,436,Fontaine-Fourches,346,596.0,15.1,13.9,2.6,5.2,12.1,17.0
428,22,150,116,191,44,4,0,3,57,11,131,77188,598,734,Fontaine-le-Port,603,959.0,16.7,7.5,0.0,15.5,24.2,6.9
429,1,32,47,62,7,2,4,0,12,2,29,77190,169,203,Fontains,174,234.0,23.1,4.0,6.0,6.0,25.6,6.7
430,11,155,172,161,69,8,1,0,49,16,134,77191,642,786,Fontenailles,652,1076.0,10.2,13.1,0.0,11.6,16.5,8.5
431,38,598,600,750,296,38,16,5,197,66,833,77192,2604,3485,Fontenay-Trésigny,2652,5317.0,14.6,14.7,0.5,8.5,18.3,10.8
432,0,17,47,49,12,2,0,0,7,3,38,77193,137,178,Forfry,140,256.0,5.5,13.5,0.0,13.5,6.6,5.7
433,5,58,55,57,18,2,1,0,16,2,48,77194,214,262,Forges,214,423.0,13.7,19.8,2.3,5.8,12.3,12.8
434,7,78,97,92,27,1,3,0,26,12,72,77195,343,427,Fouju,355,588.0,11.1,13.9,0.0,7.3,14.5,7.3
435,4,54,100,84,50,0,0,4,34,6,75,77196,336,418,Fresnes-sur-Marne,343,678.0,7.7,19.3,0.8,14.5,10.3,6.5
436,0,15,26,20,13,0,1,0,7,3,13,77197,85,103,Frétoy,90,161.0,5.6,3.5,0.0,3.5,8.7,8.7
437,3,18,31,53,4,4,1,2,12,0,25,77198,128,157,Fromont,132,207.0,18.4,7.7,2.6,19.9,20.8,6.5
438,17,143,157,177,54,7,3,3,47,17,168,77199,625,801,Fublaines,633,1154.0,9.7,14.3,0.0,12.1,14.6,7.8
439,0,8,13,28,11,0,0,0,6,1,15,77200,67,82,Garentreville,67,106.0,15.1,9.5,19.0,4.8,18.9,11.5
440,4,58,157,115,38,7,1,1,30,14,99,77201,425,534,Gastins,435,710.0,10.0,18.4,0.7,7.9,11.4,8.1
441,12,76,75,102,30,4,3,1,26,14,100,77202,343,448,La Genevraye,348,665.0,14.4,16.3,0.0,9.0,20.3,7.2
442,10,176,180,340,63,7,5,2,64,21,223,77203,868,1096,Germigny-l'Evêque,873,1345.0,18.0,8.6,0.0,15.0,20.9,11.2
443,1,13,26,47,8,4,1,0,10,2,24,77204,112,137,Germigny-sous-Coulombs,113,209.0,10.0,17.5,7.5,5.0,17.2,14.3
444,1,19,25,35,7,0,0,0,2,6,13,77205,95,111,Gesvres-le-Chapitre,98,159.0,6.9,6.5,0.0,12.9,15.1,7.1
445,0,7,30,41,8,0,0,0,4,1,19,77206,91,110,Giremoutiers,91,147.0,21.1,3.7,3.7,14.8,24.5,10.9
446,0,23,25,24,5,0,0,0,6,6,25,77207,89,120,Gironville,95,159.0,14.5,3.3,3.3,0.0,25.2,11.0
447,11,190,205,183,77,9,4,1,50,20,223,77208,750,990,Gouaix,767,1453.0,14.6,18.5,0.4,5.6,19.1,14.7
448,6,167,113,298,54,8,0,1,85,10,148,77209,742,900,Gouvernes,752,1118.0,15.7,5.8,0.0,17.1,21.6,8.5
449,21,379,324,334,170,9,10,3,97,32,399,77210,1379,1798,La Grande-Paroisse,1399,2696.0,19.0,12.0,0.0,4.1,25.1,11.2
450,8,109,168,148,48,10,2,0,35,14,100,77211,542,655,Grandpuits-Bailly-Carrois,555,1015.0,11.6,19.1,1.0,5.6,14.7,8.9
451,4,24,30,45,8,1,0,0,2,4,26,77212,118,146,Gravon,120,149.0,24.8,15.6,0.0,6.2,37.6,7.5
452,4,118,92,284,32,1,1,0,61,12,131,77214,605,744,Gressy,613,883.0,16.1,4.3,0.0,17.2,21.7,6.7
453,77,1040,765,956,403,47,13,8,315,91,1066,77215,3715,4847,Gretz-Armainvilliers,3781,8408.0,13.1,16.1,0.0,9.3,16.5,11.9
454,16,190,162,210,69,11,4,0,83,15,153,77216,760,927,Grez-sur-Loing,774,1417.0,16.9,11.2,0.0,12.5,20.2,8.6
455,21,224,264,427,88,9,8,0,120,50,364,77217,1211,1593,Grisy-Suisnes,1229,2381.0,11.4,11.2,0.9,12.9,14.4,6.8
456,3,12,17,25,4,2,1,0,4,5,26,77218,73,100,Grisy-sur-Seine,74,105.0,14.3,31.2,0.0,6.2,15.2,17.5
457,26,279,278,416,127,13,8,1,128,31,274,77219,1307,1609,Guérard,1335,2283.0,13.9,8.7,0.5,15.3,16.7,7.3
458,1,33,40,69,25,0,2,0,17,4,23,77220,191,216,Guercheville,193,283.0,12.4,14.1,3.9,3.9,14.5,5.8
459,16,204,80,268,83,8,0,3,103,14,174,77221,779,964,Guermantes,790,1165.0,9.0,8.8,0.0,22.3,12.0,7.6
460,25,341,383,406,160,28,8,6,118,50,432,77222,1525,1986,Guignes,1554,3358.0,10.3,15.6,0.0,5.5,13.0,9.8
461,3,72,84,76,32,3,2,1,20,5,60,77223,298,362,Gurcy-le-Châtel,302,574.0,9.9,8.8,1.0,9.7,20.0,10.9
462,2,11,25,35,11,3,1,0,11,2,22,77224,101,124,Hautefeuille,102,324.0,3.7,30.8,0.0,10.1,4.0,5.7
463,2,31,26,51,11,3,1,0,9,8,53,77225,142,199,La Haute-Maison,146,326.0,11.3,7.6,0.0,0.0,16.3,11.7
464,43,369,258,458,174,16,12,3,184,37,354,77226,1554,1936,Héricy,1582,2527.0,19.7,6.2,0.0,15.6,22.0,8.2
465,5,77,98,97,32,4,0,1,19,9,68,77227,342,415,Hermé,347,646.0,13.2,17.4,0.8,7.1,18.7,10.6
466,2,29,38,50,23,3,0,2,14,2,23,77228,163,190,Hondevilliers,167,248.0,14.9,5.9,8.4,10.3,11.7,8.7
467,16,167,222,263,110,9,6,0,87,15,191,77229,895,1106,La Houssaye-en-Brie,915,1621.0,10.0,12.7,2.2,13.3,13.8,7.6
468,5,13,29,36,15,0,0,0,16,4,29,77230,118,148,Ichy,119,186.0,18.3,17.4,5.8,8.7,6.5,6.3
469,9,86,103,110,44,13,4,0,17,9,74,77231,395,481,Isles-les-Meldeuses,407,798.0,9.8,18.4,0.0,5.3,14.3,9.2
470,8,95,112,122,60,10,2,1,39,10,111,77232,459,577,Isles-lès-Villenoy,466,919.0,7.9,9.1,0.0,15.2,14.4,7.3
471,4,51,84,90,27,7,0,2,21,6,42,77233,292,344,Iverny,302,576.0,5.6,16.4,2.8,7.4,11.6,6.9
472,12,77,74,105,35,4,0,3,34,8,70,77234,352,429,Jablines,359,683.0,5.4,14.0,0.7,10.9,10.2,7.1
473,1,35,49,50,28,5,0,0,10,3,39,77235,181,221,Jaignes,182,265.0,15.5,10.3,1.8,15.7,20.4,6.7
474,4,32,59,92,15,3,0,0,23,5,46,77236,233,282,Jaulnes,236,372.0,22.3,23.0,3.3,0.0,18.0,5.5
475,4,84,68,104,23,2,2,1,35,8,91,77237,331,426,Jossigny,335,652.0,14.9,6.9,2.0,16.7,14.1,9.1
476,50,396,456,570,188,21,6,4,138,50,518,77238,1879,2427,Jouarre,1909,4190.0,17.2,12.9,1.0,6.4,21.0,11.2
477,6,115,230,245,60,11,10,4,47,23,198,77239,751,958,Jouy-le-Châtel,760,1533.0,11.7,16.0,1.7,8.9,12.8,10.7
478,13,234,302,366,90,18,6,2,86,31,373,77240,1148,1540,Jouy-sur-Morin,1167,2157.0,18.6,16.8,1.6,4.6,20.4,12.2
479,11,253,281,224,98,9,4,4,79,21,221,77241,984,1221,Juilly,1000,2242.0,9.1,12.5,0.0,8.5,11.7,8.7
480,5,71,86,79,25,4,0,1,13,3,79,77242,287,373,Jutigny,294,541.0,16.3,16.3,1.0,4.8,22.7,10.5
481,261,2641,1550,2617,1070,75,29,28,980,188,2805,77243,9439,12385,Lagny-sur-Marne,9580,20718.0,13.3,12.2,0.0,12.9,16.3,11.4
482,14,109,70,172,62,4,0,2,48,13,93,77244,494,595,Larchant,502,760.0,16.6,7.6,1.3,14.3,19.2,6.0
483,6,41,74,92,30,5,0,2,29,11,58,77245,290,352,Laval-en-Brie,294,463.0,13.4,8.9,0.0,12.1,20.5,9.2
484,7,57,77,99,24,2,4,1,27,12,73,77246,310,388,Léchelle,315,571.0,13.3,10.1,3.4,10.1,17.9,12.3
485,7,51,74,71,35,3,2,2,25,7,73,77247,277,362,Lescherolles,289,485.0,14.6,18.9,0.0,8.4,20.6,10.7
486,5,96,59,126,40,5,2,3,32,13,77,77248,381,463,Lesches,386,683.0,9.1,5.8,0.0,17.2,16.1,6.3
487,91,912,642,1719,322,28,10,12,450,93,1221,77249,4279,5561,Lésigny,4340,7421.0,15.4,5.3,0.1,16.5,19.3,8.6
488,4,21,38,44,1,1,0,0,5,2,18,77250,116,134,Leudon-en-Brie,116,167.0,6.6,9.5,3.2,0.0,19.8,8.6
489,81,1562,815,746,575,49,20,11,399,117,1329,77251,4375,5809,Lieusaint,4480,11033.0,3.8,12.7,0.1,10.2,5.6,8.9
490,2,50,64,78,14,1,1,1,30,5,51,77252,246,303,Limoges-Fourches,252,454.0,9.5,13.8,0.0,8.0,10.6,8.9
