,1,10,2,3,4,5,6,7,8,9,abstentions,code_insee,exprimes,inscrits,ville,votants,popTotale,taux65Plus,TauxOuvriers,TauxAgricuteurs,TauxCadres,TauxRetraites,TauxChomage
16731,2,22,15,44,6,4,0,0,9,4,8,88496,106,115,Vaudoncourt,107,168.0,11.9,21.3,2.9,2.9,17.3,3.8
16732,2,80,96,87,18,4,2,1,31,6,52,88497,327,385,Vaxoncourt,333,527.0,12.9,14.4,1.0,2.0,22.4,10.5
16733,17,135,174,169,64,14,2,2,89,24,112,88498,690,821,Vecoux,709,892.0,13.9,24.8,2.7,5.7,19.7,10.9
16734,1,27,17,29,15,1,2,0,16,2,17,88499,110,130,Velotte-et-Tatignécourt,113,149.0,15.4,21.4,0.0,3.6,26.8,12.2
16735,13,133,148,171,75,14,4,4,56,14,106,88500,632,764,Ventron,658,883.0,19.9,17.2,0.0,8.3,27.4,9.6
16736,0,4,14,23,3,0,2,0,9,1,20,88501,56,77,Le Vermont,57,70.0,18.6,11.8,0.0,5.9,34.3,13.5
16737,1,30,24,27,15,1,0,0,9,2,8,88502,109,123,Vervezelle,115,130.0,15.4,19.7,0.0,3.3,24.6,9.1
16738,0,22,31,39,14,3,1,0,6,2,22,88503,118,141,Vexaincourt,119,174.0,22.4,20.3,0.0,0.0,21.8,18.8
16739,4,25,31,34,4,1,0,1,10,3,33,88504,113,150,Vicherey,117,156.0,25.6,17.2,0.0,0.0,45.5,10.3
16740,1,20,39,22,5,0,1,0,7,1,8,88505,96,105,Vienville,97,128.0,17.2,25.0,0.0,0.0,15.6,6.9
16741,4,56,72,56,23,4,2,0,17,4,31,88506,238,277,Vieux-Moulin,246,341.0,17.9,9.9,4.2,0.0,28.4,9.0
16742,3,40,29,48,19,3,3,2,24,0,21,88507,171,195,Villers,174,227.0,23.8,24.5,2.6,8.3,29.5,14.9
16743,1,62,82,75,36,0,4,0,37,8,53,88508,305,364,Ville-sur-Illon,311,543.0,29.3,18.8,1.1,0.0,30.0,9.3
16744,0,12,27,21,7,2,2,0,11,2,13,88509,84,98,Villoncourt,85,114.0,17.5,5.0,0.0,10.9,18.4,12.1
16745,0,32,41,33,15,0,2,0,9,2,30,88510,134,166,Villotte,136,154.0,20.8,25.7,5.9,2.9,29.9,19.4
16746,1,22,16,9,4,0,2,0,5,2,20,88511,61,82,Villouxel,62,81.0,40.7,11.8,0.0,0.0,49.4,20.6
16747,4,19,51,38,20,2,4,2,16,3,15,88512,159,175,Viménil,160,234.0,8.5,32.5,0.0,0.0,5.6,5.7
16748,10,384,394,233,168,13,6,5,115,37,279,88513,1365,1670,Vincey,1391,2238.0,16.6,19.6,0.0,3.9,23.6,16.3
16749,3,20,15,41,5,0,3,0,12,5,22,88514,104,127,Viocourt,105,153.0,22.2,26.6,0.0,0.0,13.1,7.8
16750,7,27,29,35,8,0,1,1,9,3,25,88515,120,148,Vioménil,123,145.0,27.6,9.8,3.3,6.5,36.6,10.3
16751,51,840,656,1073,321,54,22,12,346,60,934,88516,3435,4422,Vittel,3488,5248.0,27.1,12.0,0.3,5.6,33.3,16.4
16752,1,31,25,32,14,1,3,1,10,4,14,88517,122,140,Viviers-le-Gras,126,180.0,16.7,33.1,5.6,5.6,21.7,9.9
16753,1,3,5,10,0,1,0,0,2,0,2,88518,22,24,Viviers-lès-Offroicourt,22,25.0,16.0,0.0,36.8,0.0,44.0,9.1
16754,10,103,114,125,27,5,7,0,43,11,72,88519,445,523,La Voivre,451,712.0,21.1,11.0,0.0,9.6,27.9,7.0
16755,5,39,66,39,8,6,2,0,27,1,38,88520,193,233,Les Voivres,195,336.0,15.2,13.6,4.0,4.0,14.0,19.5
16756,5,53,56,54,22,1,2,1,7,2,41,88521,203,247,Vomécourt,206,282.0,16.7,16.4,1.8,3.6,12.8,13.7
16757,0,7,11,17,9,0,0,0,2,0,4,88522,46,52,Vomécourt-sur-Madon,48,69.0,5.8,0.0,7.1,7.1,23.2,8.6
16758,3,27,32,18,13,1,0,2,11,4,20,88523,111,134,Vouxey,114,158.0,14.6,26.0,8.9,13.0,17.1,7.8
16759,5,39,75,52,6,5,4,0,29,3,42,88524,218,263,Vrécourt,221,360.0,18.3,16.4,3.7,3.7,18.9,12.8
16760,1,25,23,25,6,1,2,0,9,0,14,88525,92,106,Vroville,92,138.0,18.1,25.0,0.0,3.6,20.3,7.0
16761,3,58,97,57,14,4,6,0,14,9,60,88526,262,325,Wisembach,265,406.0,22.4,17.5,0.0,3.2,21.9,12.6
16762,1,10,32,30,9,4,0,0,7,1,31,88527,94,125,Xaffévillers,94,165.0,21.8,28.1,0.0,3.7,13.3,7.7
16763,1,23,33,32,9,0,0,1,13,2,19,88528,114,137,Xamontarupt,118,148.0,18.2,0.0,0.0,6.2,29.7,9.5
16764,1,9,11,28,9,0,0,0,8,0,7,88529,66,75,Xaronval,68,102.0,10.8,11.5,0.0,16.7,12.7,18.0
16765,21,303,459,455,164,20,13,6,160,49,396,88530,1650,2081,Xertigny,1685,2697.0,23.5,17.9,1.6,2.8,28.0,17.5
16766,22,232,207,322,135,23,9,6,139,22,229,88531,1117,1376,Xonrupt-Longemer,1147,1574.0,16.5,15.0,0.0,6.7,24.7,9.7
16767,1,11,15,26,6,0,1,1,8,3,9,88532,72,83,Zincourt,74,90.0,18.9,0.0,6.2,0.0,36.7,5.3
16768,29,273,281,531,69,6,10,1,193,26,258,67001,1419,1714,Achenheim,1456,2025.0,19.0,10.0,0.0,12.5,26.9,6.3
16769,4,37,50,114,19,4,2,2,36,10,80,67002,278,366,Adamswiller,286,398.0,19.3,22.1,0.0,5.9,21.1,7.9
16770,17,55,102,89,28,6,5,1,38,6,51,67003,347,403,Albé,352,470.0,17.7,19.2,0.0,9.1,26.4,6.2
16771,3,58,101,119,20,6,5,0,44,6,53,67004,362,425,Allenwiller,372,535.0,17.8,18.2,0.0,7.3,29.2,5.6
16772,8,64,110,218,31,4,1,2,55,12,110,67005,505,624,Alteckendorf,514,861.0,17.0,22.6,1.1,5.1,21.4,6.8
16773,2,13,47,70,7,1,2,2,14,1,16,67006,159,179,Altenheim,163,210.0,21.0,31.0,0.0,0.0,21.0,11.8
16774,20,148,187,299,51,10,5,3,94,10,132,67008,827,965,Altorf,833,1268.0,17.4,12.5,0.5,14.4,23.7,8.6
16775,4,29,73,107,8,7,5,0,33,5,63,67009,271,338,Altwiller,275,418.0,18.7,13.9,3.8,7.6,21.1,5.2
16776,36,126,254,334,62,14,5,6,149,14,249,67010,1000,1264,Andlau,1015,1776.0,23.7,18.9,2.3,5.7,28.5,8.5
16777,13,96,174,195,30,8,6,2,86,9,118,67011,619,756,Artolsheim,638,954.0,14.4,19.9,0.6,6.9,19.5,9.8
16778,5,43,108,180,16,3,2,1,41,7,85,67012,406,513,Aschbach,428,688.0,12.6,26.0,0.0,3.6,19.3,9.0
16779,3,23,69,40,9,2,5,0,30,5,35,67013,186,222,Asswiller,187,297.0,15.5,24.2,5.1,1.7,16.5,8.2
16780,12,47,151,200,16,9,7,1,43,11,128,67014,497,635,Auenheim,507,913.0,15.7,19.0,0.0,8.9,19.3,7.7
16781,15,60,107,153,32,4,6,1,64,7,120,67016,449,586,Avolsheim,466,732.0,16.0,16.2,0.8,6.9,15.4,8.5
16782,0,21,51,72,6,1,3,1,28,3,36,67017,186,228,Baerendorf,192,323.0,18.0,22.4,9.4,3.1,22.6,5.6
16783,14,35,94,183,30,5,6,2,45,10,110,67018,424,541,Balbronn,431,635.0,18.6,12.3,2.8,10.4,25.8,3.4
16784,15,88,169,267,41,6,5,2,115,13,155,67019,721,884,Baldenheim,729,1142.0,15.2,24.8,0.9,6.1,19.3,8.2
16785,7,159,121,130,52,4,6,0,53,6,138,67020,538,685,Barembach,547,877.0,21.7,17.2,0.0,2.9,28.8,12.4
16786,123,684,660,1152,255,32,22,13,516,61,916,67021,3518,4510,Barr,3594,7137.0,17.1,16.6,0.2,8.9,21.8,14.8
16787,9,24,45,30,10,3,3,0,29,5,42,67022,158,205,Bassemberg,163,259.0,17.0,16.9,4.8,4.8,23.6,15.4
16788,7,80,152,279,28,9,5,0,61,14,87,67023,635,734,Batzendorf,647,963.0,15.7,18.3,0.6,5.7,18.1,3.5
16789,16,119,207,405,41,13,7,4,92,16,183,67025,920,1132,Beinheim,949,1871.0,13.3,26.2,0.2,7.1,18.3,9.8
16790,3,23,20,41,8,0,1,0,12,3,21,67026,111,134,Bellefosse,113,139.0,23.7,0.0,0.0,29.2,20.1,12.7
16791,7,19,47,31,6,0,0,0,20,7,17,67027,137,157,Belmont,140,172.0,21.5,21.1,0.0,3.5,26.7,10.7
16792,66,493,648,874,197,32,21,9,319,46,680,67028,2705,3440,Benfeld,2760,5716.0,16.6,19.5,0.1,6.6,21.4,13.4
16793,8,31,89,74,17,3,4,1,32,3,77,67029,262,345,Berg,268,397.0,20.4,30.2,1.5,4.9,20.9,8.0
16794,6,67,104,180,23,3,4,1,59,7,73,67030,454,535,Bergbieten,462,685.0,14.3,13.8,0.7,9.4,20.4,7.3
16795,18,135,205,385,55,10,3,2,107,22,160,67031,942,1122,Bernardswiller,962,1467.0,14.2,21.0,2.1,10.4,12.9,7.1
16796,2,18,32,68,2,2,2,0,20,2,21,67032,148,171,Bernardvillé,150,222.0,23.9,12.8,5.3,2.7,28.4,12.6
16797,8,63,77,164,15,0,3,0,47,5,68,67033,382,463,Bernolsheim,395,615.0,11.7,11.3,1.0,18.6,14.6,5.4
16798,54,255,280,557,81,13,13,1,246,30,282,67034,1530,1833,Berstett,1551,2378.0,15.0,9.7,0.5,12.3,24.1,5.8
16799,6,27,72,120,11,2,0,2,38,4,61,67035,282,352,Berstheim,291,417.0,8.9,16.8,3.6,12.0,15.3,6.2
16800,6,33,63,53,9,7,4,1,40,6,46,67036,222,271,Bettwiller,225,314.0,17.5,24.2,0.0,0.0,25.5,11.9
16801,7,39,67,73,16,0,3,1,33,4,57,67037,243,306,Biblisheim,249,332.0,14.5,22.8,0.0,8.7,26.2,6.7
16802,6,21,61,73,8,0,1,1,16,4,23,67038,191,217,Bietlenheim,194,277.0,19.9,19.7,3.9,5.9,26.0,6.9
16803,5,45,65,116,9,4,1,0,43,4,36,67039,292,334,Bilwisheim,298,408.0,13.5,14.8,2.6,13.3,10.0,4.7
16804,7,76,165,240,41,3,8,3,64,9,99,67040,616,731,Bindernheim,632,978.0,12.8,21.6,0.5,3.0,18.0,7.5
16805,9,23,56,80,22,1,1,1,20,6,20,67041,219,241,Birkenwald,221,283.0,15.5,17.9,0.0,8.9,26.9,6.9
16806,189,2038,1392,1750,728,71,45,19,701,91,2207,67043,7024,9367,Bischheim,7160,17432.0,15.4,16.1,0.0,6.4,19.3,15.7
16807,3,28,46,53,14,2,2,2,30,2,35,67044,182,220,Bischholtz,185,279.0,13.6,36.2,0.0,2.1,19.7,8.3
16808,51,274,394,894,103,22,11,8,301,55,433,67045,2113,2606,Bischoffsheim,2173,3334.0,16.5,14.9,0.2,10.8,19.1,7.2
16809,91,1095,1270,1405,487,44,35,12,496,91,1636,67046,5026,6747,Bischwiller,5111,12718.0,16.7,25.0,0.1,2.7,19.6,18.9
16810,0,5,46,33,5,4,1,0,8,1,25,67047,103,129,Bissert,104,158.0,17.1,29.9,0.0,2.7,22.8,5.1
16811,6,19,84,127,7,5,0,0,36,3,48,67048,287,339,Bitschhoffen,291,446.0,15.7,26.3,2.3,1.2,16.8,7.4
16812,22,121,182,383,51,4,4,0,97,10,156,67049,874,1044,Blaesheim,888,1271.0,18.4,16.2,1.5,8.9,21.4,7.2
16813,3,7,12,13,4,0,0,0,3,4,5,67050,46,52,Blancherupt,47,39.0,10.3,0.0,0.0,0.0,12.8,5.3
16814,6,8,49,112,16,1,2,2,44,6,47,67051,246,296,Blienschwiller,249,329.0,22.5,19.1,20.6,5.6,17.0,5.8
16815,64,232,298,592,84,15,9,9,193,37,267,67052,1533,1828,Boersch,1561,2412.0,14.9,14.6,0.0,11.0,19.4,8.9
16816,3,21,39,75,8,1,1,1,65,5,36,67053,219,259,Boesenbiesen,223,310.0,15.8,17.0,3.3,3.3,21.0,0.0
16817,5,35,67,117,16,1,5,1,36,6,60,67054,289,355,Bolsenheim,295,476.0,17.6,16.9,1.4,6.5,21.0,5.6
16818,20,84,204,288,36,8,11,4,82,18,199,67055,755,967,Boofzheim,768,1264.0,15.6,16.7,0.9,6.4,24.1,8.9
16819,9,57,113,83,20,4,4,2,43,10,55,67056,345,408,Bootzheim,353,694.0,10.7,20.3,2.5,4.2,16.6,11.1
16820,1,13,23,46,9,0,0,0,15,1,18,67057,108,135,Bosselshausen,117,158.0,16.5,9.7,3.2,12.9,22.8,2.6
16821,6,22,50,98,9,4,1,2,45,3,29,67058,240,273,Bossendorf,244,378.0,12.2,16.6,2.6,2.6,17.5,8.4
16822,10,59,88,67,23,5,1,0,35,3,60,67059,291,353,Bourg-Bruche,293,450.0,20.4,23.9,0.0,3.5,29.8,16.7
16823,11,66,75,74,19,6,2,1,60,7,52,67060,321,377,Bourgheim,325,561.0,8.0,23.8,0.8,9.3,13.5,10.7
16824,53,301,638,650,137,21,16,3,291,41,557,67061,2151,2756,Bouxwiller,2199,4037.0,18.1,22.8,0.8,4.8,20.2,13.2
16825,11,32,36,78,17,0,2,0,28,3,28,67062,207,239,Breitenau,211,311.0,15.4,19.6,2.0,7.8,17.7,5.5
16826,29,68,132,154,40,2,2,1,54,10,106,67063,492,604,Breitenbach,498,690.0,18.1,14.0,1.5,8.1,23.0,8.7
16827,15,122,157,323,50,7,8,2,105,20,165,67065,809,991,Breuschwickersheim,826,1274.0,24.8,11.4,1.4,11.4,26.2,6.5
16828,38,358,479,466,141,27,18,7,125,32,443,67066,1691,2164,La Broque,1721,2764.0,20.4,27.6,0.7,2.5,24.1,13.2
16829,141,951,1189,2056,343,45,33,9,684,90,1415,67067,5541,7070,Brumath,5655,10094.0,17.0,13.7,0.1,8.3,22.7,8.0
16830,4,15,26,57,11,4,3,0,24,4,20,67068,148,169,Buswiller,149,235.0,16.2,8.1,0.0,2.9,32.8,3.5
16831,3,33,85,102,12,1,1,1,24,13,64,67069,275,352,Buhl,288,521.0,13.2,32.5,3.7,4.9,15.2,7.6
16832,5,33,76,65,4,1,2,0,15,3,66,67070,204,270,Burbach,204,281.0,18.1,31.7,0.0,3.3,21.4,12.4
16833,3,24,104,93,10,3,2,0,40,5,57,67071,284,351,Bust,294,438.0,16.7,23.0,0.0,3.4,29.2,11.2
16834,5,39,157,151,33,13,3,1,28,17,99,67072,447,556,Butten,457,673.0,17.8,30.0,0.7,1.4,19.0,10.9
16835,52,415,476,830,158,34,18,9,301,47,784,67073,2340,3187,Châtenois,2403,4028.0,15.7,13.8,0.9,9.6,21.4,9.7
16836,12,31,104,173,14,8,1,1,82,17,96,67074,443,550,Cleebourg,454,704.0,17.6,15.2,0.8,3.2,23.9,8.8
16837,8,40,68,97,17,6,1,2,26,4,64,67075,269,339,Climbach,275,503.0,16.9,17.4,0.0,4.2,26.0,9.3
16838,3,57,86,90,25,5,7,1,33,7,75,67076,314,389,Colroy-la-Roche,314,490.0,16.5,16.0,1.1,4.3,22.9,15.1
16839,32,50,87,132,32,2,6,1,63,6,60,67077,411,474,Cosswiller,414,570.0,15.8,18.4,0.0,6.4,19.6,5.1
16840,0,17,45,37,8,3,2,0,15,0,33,67078,127,167,Crastatt,134,243.0,15.6,31.7,2.8,5.0,13.6,6.2
16841,1,7,27,41,1,0,1,0,7,2,20,67079,87,107,Croettwiller,87,173.0,16.8,33.3,3.3,0.0,20.2,5.6
16842,25,196,237,316,77,10,6,1,157,26,246,67080,1051,1316,Dachstein,1070,1796.0,13.2,16.5,1.8,10.2,20.6,7.0
16843,10,51,104,195,22,4,4,1,51,16,81,67081,458,542,Dahlenheim,461,767.0,14.6,14.1,3.3,15.7,16.3,5.1
16844,14,49,185,229,24,4,6,2,65,15,153,67082,593,763,Dalhunden,610,1010.0,14.9,30.1,0.0,2.9,23.8,10.0
16845,11,65,165,145,43,6,4,2,55,10,111,67083,506,631,Dambach,520,781.0,20.6,25.2,0.0,3.2,23.9,11.9
16846,34,208,235,502,72,6,11,7,180,30,251,67084,1285,1563,Dambach-la-Ville,1312,2016.0,19.9,14.3,2.2,7.2,26.8,8.8
16847,17,70,89,169,28,6,2,0,67,8,82,67085,456,547,Dangolsheim,465,733.0,14.1,17.1,1.5,8.9,16.1,5.3
16848,7,27,54,123,11,2,2,1,26,6,47,67086,259,311,Daubensand,264,364.0,13.2,27.0,0.0,2.8,18.7,5.3
16849,8,81,273,387,29,10,9,3,101,21,141,67087,922,1084,Dauendorf,943,1453.0,23.1,18.8,1.9,3.9,28.4,7.2
16850,4,10,98,101,10,1,3,0,18,5,62,67088,250,316,Dehlingen,254,367.0,18.3,27.3,0.0,1.2,18.5,8.8
16851,43,205,452,554,89,26,16,2,202,20,383,67089,1609,2020,Dettwiller,1637,2628.0,20.1,18.0,0.9,5.3,25.9,9.4
16852,8,53,100,148,30,2,5,0,51,5,89,67090,402,503,Diebolsheim,414,680.0,13.8,23.3,1.0,1.9,15.7,9.9
16853,2,44,48,80,5,3,3,0,28,4,60,67091,217,281,Diedendorf,221,324.0,17.9,22.9,0.0,5.7,18.5,11.6
16854,23,76,64,144,34,9,3,0,76,8,69,67092,437,517,Dieffenbach-au-Val,448,617.0,22.2,6.8,0.0,9.8,33.4,7.9
16855,2,26,60,85,7,5,1,0,21,3,64,67093,210,285,Dieffenbach-lès-Woerth,221,352.0,20.7,23.5,0.0,1.5,26.1,6.4
16856,5,21,40,67,21,4,3,1,14,3,62,67094,179,246,Dieffenthal,184,255.0,11.0,21.7,2.5,12.3,11.8,6.8
16857,17,133,254,359,54,12,10,1,89,26,238,67095,955,1218,Diemeringen,980,1648.0,20.8,21.4,0.0,3.8,23.8,13.3
16858,6,18,55,69,19,5,0,1,38,5,41,67096,216,261,Dimbsthal,220,304.0,14.1,16.4,0.0,10.8,27.3,8.3
16859,27,155,113,368,35,8,2,1,139,14,125,67097,862,997,Dingsheim,872,1337.0,21.6,4.8,0.7,18.6,25.0,5.9
16860,17,135,230,283,60,6,5,3,123,15,184,67098,877,1085,Dinsheim,901,1388.0,14.2,14.6,0.4,11.4,20.0,8.3
16861,6,18,49,66,9,6,0,2,12,7,52,67099,175,228,Domfessel,176,318.0,12.9,34.7,0.0,6.8,17.9,3.2
16862,5,31,29,71,13,0,0,3,29,4,20,67100,185,208,Donnenheim,188,268.0,14.6,10.8,0.0,0.0,23.5,7.6
16863,28,244,349,618,79,14,7,5,184,31,311,67101,1559,1901,Dorlisheim,1590,2521.0,21.7,17.2,1.9,7.8,26.1,7.0
16864,4,19,26,78,10,1,2,3,19,4,26,67102,166,193,Dossenheim-Kochersberg,167,231.0,15.2,9.2,6.9,0.0,24.7,4.5
16865,22,113,213,204,45,7,3,1,84,21,227,67103,713,956,Dossenheim-sur-Zinsel,729,1102.0,19.6,17.6,0.0,7.0,23.6,7.2
16866,17,54,109,155,19,6,2,0,72,19,151,67104,453,617,Drachenbronn-Birlenbach,466,877.0,13.3,23.8,2.9,1.5,13.2,5.4
16867,14,107,186,279,56,8,8,1,112,14,194,67105,785,1001,Drulingen,807,1483.0,22.5,15.8,0.0,4.0,27.2,13.6
16868,37,427,870,1136,180,44,21,17,330,62,804,67106,3124,4000,Drusenheim,3196,5090.0,17.3,22.1,0.4,6.1,20.8,10.5
16869,9,68,91,131,18,1,6,0,50,8,84,67107,382,473,Duntzenheim,389,621.0,16.4,18.0,4.7,6.3,20.8,6.2
16870,16,156,266,378,64,10,6,3,121,14,204,67108,1034,1260,Duppigheim,1056,1570.0,17.7,15.6,0.0,6.4,26.0,6.4
16871,17,55,85,178,26,3,6,1,65,8,80,67109,444,527,Durningen,447,652.0,11.3,5.9,2.2,16.3,16.1,5.2
16872,8,68,191,264,31,7,6,4,79,11,156,67110,669,840,Durrenbach,684,1082.0,14.9,24.7,0.5,5.9,21.1,7.6
16873,13,45,68,87,16,3,4,1,39,9,47,67111,285,340,Durstel,293,405.0,23.7,21.9,0.0,1.5,28.6,6.6
16874,37,279,423,699,141,19,11,5,216,37,349,67112,1867,2247,Duttlenheim,1898,2849.0,16.0,16.9,0.9,10.6,21.9,5.5
16875,5,16,76,87,11,4,8,1,38,8,33,67113,254,296,Eberbach-Seltz,263,446.0,10.8,29.6,2.4,9.9,15.7,7.3
16876,45,242,365,454,73,14,9,7,170,22,322,67115,1401,1758,Ebersheim,1436,2299.0,14.5,23.0,2.0,5.1,18.5,8.4
16877,13,61,70,122,24,5,0,1,41,1,57,67116,338,407,Ebersmunster,350,483.0,14.9,25.4,0.0,5.4,26.3,5.1
16878,5,51,70,78,14,7,3,2,47,10,74,67117,287,366,Eckartswiller,292,417.0,18.5,17.3,0.0,4.2,27.6,6.6
16879,81,807,605,1299,249,33,27,10,445,62,850,67118,3618,4537,Eckbolsheim,3687,6725.0,14.6,10.1,0.1,13.0,19.9,9.5
16880,19,158,199,361,73,5,9,2,117,19,198,67119,962,1181,Eckwersheim,983,1377.0,15.6,9.0,1.0,15.6,19.8,6.3
16881,16,41,76,134,18,2,3,1,34,10,62,67120,335,398,Eichhoffen,336,566.0,13.8,17.1,0.0,8.2,18.6,8.7
16882,17,62,130,186,29,4,3,1,73,12,88,67121,517,611,Elsenheim,523,837.0,13.3,16.0,2.4,8.0,19.0,8.8
16883,20,98,268,322,43,13,10,1,93,14,185,67122,882,1076,Wangenbourg-Engenthal,891,1370.0,20.9,20.1,0.0,7.1,23.2,5.7
16884,1,32,111,115,7,2,4,2,52,7,59,67123,333,398,Engwiller,339,482.0,15.4,24.8,1.0,5.5,18.9,4.0
16885,26,227,260,431,108,12,13,5,128,20,258,67124,1230,1508,Entzheim,1250,2073.0,11.9,21.1,0.8,8.4,15.4,9.8
16886,53,179,280,531,67,16,13,4,211,22,249,67125,1376,1662,Epfig,1413,2248.0,17.0,20.7,1.3,5.5,21.3,8.3
16887,5,23,49,60,10,3,2,0,30,3,41,67126,185,229,Erckartswiller,188,308.0,17.2,22.2,0.0,10.2,26.0,6.6
16888,15,100,158,288,52,3,4,3,121,21,158,67127,765,938,Ergersheim,780,1265.0,8.3,14.2,0.4,12.2,16.6,3.9
16889,25,203,234,451,77,8,11,3,152,28,173,67128,1192,1380,Ernolsheim-Bruche,1207,1798.0,13.5,12.5,0.8,11.1,23.0,5.7
16890,9,46,116,128,15,6,3,0,68,8,94,67129,399,500,Ernolsheim-lès-Saverne,406,589.0,21.9,14.5,1.0,5.2,28.4,6.8
16891,151,1118,1398,1765,360,53,38,18,661,141,1784,67130,5703,7604,Erstein,5820,10916.0,15.4,18.4,0.1,8.3,21.5,11.6
16892,80,525,636,1056,156,28,8,11,392,60,547,67131,2952,3571,Eschau,3024,4763.0,16.1,11.5,0.5,13.1,21.2,6.1
16893,8,79,168,270,39,8,6,1,85,13,154,67132,677,851,Eschbach,697,930.0,15.4,23.9,0.0,6.3,21.4,5.1
16894,7,51,89,82,26,4,1,1,28,8,79,67133,297,384,Eschbourg,305,500.0,21.0,19.9,1.0,3.0,24.8,9.3
16895,4,9,39,38,5,1,3,1,20,3,23,67134,123,148,Eschwiller,125,196.0,14.8,27.3,2.6,5.2,21.4,5.9
16896,19,56,144,198,26,5,3,0,104,9,78,67135,564,653,Ettendorf,575,792.0,14.5,18.0,0.0,6.6,21.6,4.8
16897,6,8,51,57,6,2,3,3,24,3,29,67136,163,201,Eywiller,172,269.0,19.0,27.7,2.3,0.0,20.1,17.4
16898,63,590,651,1293,198,29,7,11,420,46,840,67137,3308,4185,Fegersheim,3345,5440.0,16.2,10.8,0.2,13.1,20.2,7.6
16899,8,51,63,140,23,1,2,1,39,2,57,67138,330,394,Fessenheim-le-Bas,337,534.0,10.5,14.0,8.1,8.1,12.2,4.3
16900,5,39,86,96,30,3,4,0,46,7,70,67139,316,397,Flexbourg,327,490.0,14.3,22.4,1.2,10.1,13.7,3.9
16901,6,31,117,152,16,5,2,3,28,6,100,67140,366,481,Forstfeld,381,729.0,14.4,25.4,0.0,5.7,21.9,7.2
16902,7,32,120,153,12,2,3,1,46,11,118,67141,387,515,Forstheim,397,576.0,12.5,19.5,6.2,3.1,22.4,9.7
16903,0,16,56,48,6,1,1,1,9,2,31,67142,140,174,Fort-Louis,143,312.0,10.6,31.0,0.0,6.5,11.5,5.6
16904,20,108,85,145,34,11,5,2,43,5,92,67143,458,559,Fouchy,467,665.0,15.9,30.2,1.9,5.6,23.6,8.1
16905,11,35,64,68,7,6,3,0,30,2,40,67144,226,271,Fouday,231,352.0,18.2,24.1,0.0,1.3,25.0,11.7
16906,2,17,48,62,7,4,0,2,23,5,23,67145,170,197,Friedolsheim,174,253.0,15.8,9.9,2.3,2.3,12.3,2.4
16907,10,46,128,140,26,4,3,1,48,17,94,67146,423,524,Friesenheim,430,628.0,16.9,17.2,1.9,5.7,19.3,9.5
16908,8,29,117,96,20,9,2,2,41,6,99,67147,330,439,Froeschwiller,340,522.0,17.8,25.5,0.0,2.4,23.4,12.2
16909,3,17,46,32,11,2,0,0,13,3,42,67148,127,170,Frohmuhl,128,185.0,23.8,3.7,3.7,11.0,30.3,7.8
16910,9,43,67,104,10,4,3,2,40,11,73,67149,293,372,Furchhausen,299,423.0,13.0,13.7,1.2,19.8,16.3,3.8
16911,22,110,115,284,34,6,3,3,99,18,146,67150,694,855,Furdenheim,709,1301.0,13.8,11.6,1.9,14.7,13.8,6.7
16912,57,459,610,1060,155,43,20,6,306,46,746,67151,2762,3563,Gambsheim,2817,4615.0,17.1,20.2,0.0,7.6,22.0,8.2
16913,94,808,805,1610,289,29,24,11,520,85,997,67152,4275,5356,Geispolsheim,4359,7133.0,17.2,14.3,0.5,9.8,21.7,9.1
16914,5,7,46,66,1,3,0,1,19,7,22,67153,155,182,Geiswiller,160,203.0,21.2,11.3,0.0,8.3,18.2,6.7
16915,37,307,467,725,115,20,17,7,232,39,370,67154,1966,2380,Gerstheim,2010,3297.0,17.9,16.7,0.4,8.8,21.2,10.7
16916,15,109,153,231,39,10,7,3,90,18,153,67155,675,842,Gertwiller,689,1296.0,13.9,24.3,2.8,7.9,16.6,7.5
16917,17,239,466,583,65,15,7,3,153,18,311,67156,1566,1910,Geudertheim,1599,2335.0,15.7,15.0,0.3,6.4,25.9,6.1
16918,3,21,47,96,11,3,1,0,28,2,28,67158,212,243,Gingsheim,215,334.0,14.4,14.1,0.0,11.4,31.4,6.1
16919,5,18,55,54,7,2,1,0,5,0,24,67159,147,175,Goerlingen,151,247.0,19.0,25.5,4.3,2.1,16.2,8.3
16920,18,83,240,208,30,17,9,3,79,17,157,67160,704,882,Goersdorf,725,1110.0,23.9,17.2,2.1,3.7,32.7,10.5
16921,11,43,62,85,20,5,8,0,33,4,55,67161,271,330,Gottenhouse,275,393.0,13.0,14.9,0.0,9.9,25.7,3.6
16922,5,24,58,83,23,1,0,0,25,4,43,67162,223,268,Gottesheim,225,344.0,14.5,21.1,2.6,3.9,24.4,4.7
16923,13,50,85,159,25,0,0,1,46,7,45,67163,386,438,Gougenheim,393,549.0,16.9,16.3,0.0,5.7,20.4,6.4
16924,14,78,144,179,26,8,5,3,73,8,121,67164,538,667,Goxwiller,546,852.0,18.7,25.5,2.1,6.0,19.7,7.4
16925,4,45,84,63,33,7,3,1,20,6,68,67165,266,341,Grandfontaine,273,437.0,12.8,20.7,0.0,4.8,21.3,5.7
16926,2,14,45,61,7,2,0,0,24,2,17,67166,157,178,Grassendorf,161,221.0,10.9,22.6,0.0,4.9,18.6,3.6
16927,25,87,206,298,50,10,7,1,97,23,178,67167,804,1000,Grendelbruch,822,1265.0,18.4,13.7,1.4,2.8,30.3,8.4
