CodCirLg,Inscrits,Abstentions,Votants,Blancs,Nuls,Exprimes,codeDepartement,code_dep_min,code_dep,votes,entete,id_circo,elu_T1
06,90292,44720,45572,1822,906,42844,035,35,35,"[{""NomPsn"":""BENOIT"",""PrenomPsn"":""Thierry"",""CivilitePsn"":""M."",""CodNua"":""ENS"",""LibNua"":""Ensemble ! (Majorit\u00e9 pr\u00e9sidentielle)"",""NumPanneauCand"":""3"",""NbVoix"":26431,""score"":61.7},{""NomPsn"":""MOCQUARD"",""PrenomPsn"":""H\u00e9l\u00e8ne"",""CivilitePsn"":""Mme"",""CodNua"":""NUP"",""LibNua"":""Nouvelle union populaire \u00e9cologique et sociale"",""NumPanneauCand"":""1"",""NbVoix"":16413,""score"":38.3}]",ENS,35006,0
01,77781,41666,36115,2413,1286,32416,036,36,36,"[{""NomPsn"":""JOLIVET"",""PrenomPsn"":""Fran\u00e7ois"",""CivilitePsn"":""M."",""CodNua"":""ENS"",""LibNua"":""Ensemble ! (Majorit\u00e9 pr\u00e9sidentielle)"",""NumPanneauCand"":""5"",""NbVoix"":18158,""score"":56.0},{""NomPsn"":""GONZALEZ"",""PrenomPsn"":""\u00c9lo\u00efse"",""CivilitePsn"":""Mme"",""CodNua"":""NUP"",""LibNua"":""Nouvelle union populaire \u00e9cologique et sociale"",""NumPanneauCand"":""3"",""NbVoix"":14258,""score"":44.0}]",ENS,36001,0
02,88463,45259,43204,3191,1333,38680,036,36,36,"[{""NomPsn"":""FORISSIER"",""PrenomPsn"":""Nicolas"",""CivilitePsn"":""M."",""CodNua"":""LR"",""LibNua"":""Les R\u00e9publicains"",""NumPanneauCand"":""9"",""NbVoix"":22507,""score"":58.2},{""NomPsn"":""THIRION"",""PrenomPsn"":""Fabien"",""CivilitePsn"":""M."",""CodNua"":""RN"",""LibNua"":""Rassemblement National"",""NumPanneauCand"":""7"",""NbVoix"":16173,""score"":41.8}]",LR,36002,0
08,82512,45219,37293,2566,694,34033,038,38,38,"[{""NomPsn"":""ABADIE"",""PrenomPsn"":""Caroline"",""CivilitePsn"":""Mme"",""CodNua"":""ENS"",""LibNua"":""Ensemble ! (Majorit\u00e9 pr\u00e9sidentielle)"",""NumPanneauCand"":""8"",""NbVoix"":18251,""score"":53.6},{""NomPsn"":""AUGUSTE"",""PrenomPsn"":""Benoit"",""CivilitePsn"":""M."",""CodNua"":""RN"",""LibNua"":""Rassemblement National"",""NumPanneauCand"":""2"",""NbVoix"":15782,""score"":46.4}]",ENS,38008,0
01,65032,32166,32866,1964,961,29941,039,39,39,"[{""NomPsn"":""BRULEBOIS"",""PrenomPsn"":""Danielle"",""CivilitePsn"":""Mme"",""CodNua"":""ENS"",""LibNua"":""Ensemble ! (Majorit\u00e9 pr\u00e9sidentielle)"",""NumPanneauCand"":""2"",""NbVoix"":16833,""score"":56.2},{""NomPsn"":""BRONDEL"",""PrenomPsn"":""Anthony"",""CivilitePsn"":""M."",""CodNua"":""NUP"",""LibNua"":""Nouvelle union populaire \u00e9cologique et sociale"",""NumPanneauCand"":""3"",""NbVoix"":13108,""score"":43.8}]",ENS,39001,0
02,55805,29526,26279,1034,479,24766,039,39,39,"[{""NomPsn"":""DALLOZ"",""PrenomPsn"":""Marie-Christine"",""CivilitePsn"":""Mme"",""CodNua"":""LR"",""LibNua"":""Les R\u00e9publicains"",""NumPanneauCand"":""1"",""NbVoix"":15380,""score"":62.1},{""NomPsn"":""TERNANT"",""PrenomPsn"":""Evelyne"",""CivilitePsn"":""Mme"",""CodNua"":""NUP"",""LibNua"":""Nouvelle union populaire \u00e9cologique et sociale"",""NumPanneauCand"":""4"",""NbVoix"":9386,""score"":37.9}]",LR,39002,0
03,70385,34905,35480,1512,788,33180,039,39,39,"[{""NomPsn"":""GRUET"",""PrenomPsn"":""Justine"",""CivilitePsn"":""Mme"",""CodNua"":""LR"",""LibNua"":""Les R\u00e9publicains"",""NumPanneauCand"":""6"",""NbVoix"":19397,""score"":58.5},{""NomPsn"":""PRAT"",""PrenomPsn"":""Herv\u00e9"",""CivilitePsn"":""M."",""CodNua"":""NUP"",""LibNua"":""Nouvelle union populaire \u00e9cologique et sociale"",""NumPanneauCand"":""2"",""NbVoix"":13783,""score"":41.5}]",LR,39003,0
01,108526,54215,54311,4130,1586,48595,040,40,40,"[{""NomPsn"":""DARRIEUSSECQ"",""PrenomPsn"":""Genevi\u00e8ve"",""CivilitePsn"":""Mme"",""CodNua"":""ENS"",""LibNua"":""Ensemble ! (Majorit\u00e9 pr\u00e9sidentielle)"",""NumPanneauCand"":""5"",""NbVoix"":27123,""score"":55.8},{""NomPsn"":""DE BARBEYRAC"",""PrenomPsn"":""Guy"",""CivilitePsn"":""M."",""CodNua"":""NUP"",""LibNua"":""Nouvelle union populaire \u00e9cologique et sociale"",""NumPanneauCand"":""7"",""NbVoix"":21472,""score"":44.2}]",ENS,40001,0
02,123048,59675,63373,3409,1616,58348,040,40,40,"[{""NomPsn"":""CAUSSE"",""PrenomPsn"":""Lionel"",""CivilitePsn"":""M."",""CodNua"":""ENS"",""LibNua"":""Ensemble ! (Majorit\u00e9 pr\u00e9sidentielle)"",""NumPanneauCand"":""2"",""NbVoix"":30305,""score"":51.9},{""NomPsn"":""LESPADE"",""PrenomPsn"":""Jean-Marc"",""CivilitePsn"":""M."",""CodNua"":""NUP"",""LibNua"":""Nouvelle union populaire \u00e9cologique et sociale"",""NumPanneauCand"":""6"",""NbVoix"":28043,""score"":48.1}]",ENS,40002,0
03,99511,46543,52968,2951,1630,48387,040,40,40,"[{""NomPsn"":""VALLAUD"",""PrenomPsn"":""Boris"",""CivilitePsn"":""M."",""CodNua"":""NUP"",""LibNua"":""Nouvelle union populaire \u00e9cologique et sociale"",""NumPanneauCand"":""1"",""NbVoix"":28998,""score"":59.9},{""NomPsn"":""BROQU\u00c8RES"",""PrenomPsn"":""Jean-Francois"",""CivilitePsn"":""M."",""CodNua"":""ENS"",""LibNua"":""Ensemble ! (Majorit\u00e9 pr\u00e9sidentielle)"",""NumPanneauCand"":""3"",""NbVoix"":19389,""score"":40.1}]",NUP,40003,0
01,82792,43086,39706,2588,1263,35855,041,41,41,"[{""NomPsn"":""FESNEAU"",""PrenomPsn"":""Marc"",""CivilitePsn"":""M."",""CodNua"":""ENS"",""LibNua"":""Ensemble ! (Majorit\u00e9 pr\u00e9sidentielle)"",""NumPanneauCand"":""8"",""NbVoix"":20249,""score"":56.5},{""NomPsn"":""BELKADI"",""PrenomPsn"":""Reda"",""CivilitePsn"":""M."",""CodNua"":""NUP"",""LibNua"":""Nouvelle union populaire \u00e9cologique et sociale"",""NumPanneauCand"":""6"",""NbVoix"":15606,""score"":43.5}]",ENS,41001,0
02,80392,41586,38806,2482,870,35454,041,41,41,"[{""NomPsn"":""CHUDEAU"",""PrenomPsn"":""Roger"",""CivilitePsn"":""M."",""CodNua"":""RN"",""LibNua"":""Rassemblement National"",""NumPanneauCand"":""9"",""NbVoix"":18107,""score"":51.1},{""NomPsn"":""CHAPLAULT"",""PrenomPsn"":""Emmanuelle"",""CivilitePsn"":""Mme"",""CodNua"":""ENS"",""LibNua"":""Ensemble ! (Majorit\u00e9 pr\u00e9sidentielle)"",""NumPanneauCand"":""8"",""NbVoix"":17347,""score"":48.9}]",RN,41002,0
03,81928,40045,41883,2691,871,38321,041,41,41,"[{""NomPsn"":""MARION"",""PrenomPsn"":""Christophe"",""CivilitePsn"":""M."",""CodNua"":""ENS"",""LibNua"":""Ensemble ! (Majorit\u00e9 pr\u00e9sidentielle)"",""NumPanneauCand"":""4"",""NbVoix"":21158,""score"":55.2},{""NomPsn"":""BARDET"",""PrenomPsn"":""Marine"",""CivilitePsn"":""Mme"",""CodNua"":""RN"",""LibNua"":""Rassemblement National"",""NumPanneauCand"":""9"",""NbVoix"":17163,""score"":44.8}]",ENS,41003,0
03,83524,47776,35748,2420,515,32813,042,42,42,"[{""NomPsn"":""MANDON"",""PrenomPsn"":""Emmanuel"",""CivilitePsn"":""M."",""CodNua"":""ENS"",""LibNua"":""Ensemble ! (Majorit\u00e9 pr\u00e9sidentielle)"",""NumPanneauCand"":""9"",""NbVoix"":18807,""score"":57.3},{""NomPsn"":""BONY"",""PrenomPsn"":""Vincent"",""CivilitePsn"":""M."",""CodNua"":""NUP"",""LibNua"":""Nouvelle union populaire \u00e9cologique et sociale"",""NumPanneauCand"":""3"",""NbVoix"":14006,""score"":42.7}]",ENS,42003,0
04,103991,56091,47900,1969,732,45199,042,42,42,"[{""NomPsn"":""CINIERI"",""PrenomPsn"":""Dino"",""CivilitePsn"":""M."",""CodNua"":""LR"",""LibNua"":""Les R\u00e9publicains"",""NumPanneauCand"":""5"",""NbVoix"":27847,""score"":61.6},{""NomPsn"":""PAEMELAERE"",""PrenomPsn"":""Bernard"",""CivilitePsn"":""M."",""CodNua"":""NUP"",""LibNua"":""Nouvelle union populaire \u00e9cologique et sociale"",""NumPanneauCand"":""7"",""NbVoix"":17352,""score"":38.4}]",LR,42004,0
05,102313,57268,45045,3843,1382,39820,042,42,42,"[{""NomPsn"":""VERMOREL-MARQUES"",""PrenomPsn"":""Antoine"",""CivilitePsn"":""M."",""CodNua"":""LR"",""LibNua"":""Les R\u00e9publicains"",""NumPanneauCand"":""5"",""NbVoix"":24575,""score"":61.7},{""NomPsn"":""SARLES"",""PrenomPsn"":""Nathalie"",""CivilitePsn"":""Mme"",""CodNua"":""ENS"",""LibNua"":""Ensemble ! (Majorit\u00e9 pr\u00e9sidentielle)"",""NumPanneauCand"":""1"",""NbVoix"":15245,""score"":38.3}]",LR,42005,0
06,111186,61436,49750,3612,1197,44941,042,42,42,"[{""NomPsn"":""TAITE"",""PrenomPsn"":""Jean-Pierre"",""CivilitePsn"":""M."",""CodNua"":""LR"",""LibNua"":""Les R\u00e9publicains"",""NumPanneauCand"":""5"",""NbVoix"":25050,""score"":55.7},{""NomPsn"":""BOROWCZYK"",""PrenomPsn"":""Julien"",""CivilitePsn"":""M."",""CodNua"":""ENS"",""LibNua"":""Ensemble ! (Majorit\u00e9 pr\u00e9sidentielle)"",""NumPanneauCand"":""3"",""NbVoix"":19891,""score"":44.3}]",LR,42006,0
01,101598,52842,48756,1737,768,46251,043,43,43,"[{""NomPsn"":""VALENTIN"",""PrenomPsn"":""Isabelle"",""CivilitePsn"":""Mme"",""CodNua"":""LR"",""LibNua"":""Les R\u00e9publicains"",""NumPanneauCand"":""3"",""NbVoix"":32478,""score"":70.2},{""NomPsn"":""GACON"",""PrenomPsn"":""Celline"",""CivilitePsn"":""Mme"",""CodNua"":""NUP"",""LibNua"":""Nouvelle union populaire \u00e9cologique et sociale"",""NumPanneauCand"":""8"",""NbVoix"":13773,""score"":29.8}]",LR,43001,0
02,79477,39753,39724,1488,753,37483,043,43,43,"[{""NomPsn"":""VIGIER"",""PrenomPsn"":""Jean-Pierre"",""CivilitePsn"":""M."",""CodNua"":""LR"",""LibNua"":""Les R\u00e9publicains"",""NumPanneauCand"":""7"",""NbVoix"":25621,""score"":68.4},{""NomPsn"":""SIGAUX"",""PrenomPsn"":""Azelma"",""CivilitePsn"":""Mme"",""CodNua"":""NUP"",""LibNua"":""Nouvelle union populaire \u00e9cologique et sociale"",""NumPanneauCand"":""6"",""NbVoix"":11862,""score"":31.6}]",LR,43002,0
06,115404,60449,54955,2803,1339,50813,044,44,44,"[{""NomPsn"":""RAUX"",""PrenomPsn"":""Jean-Claude"",""CivilitePsn"":""M."",""CodNua"":""NUP"",""LibNua"":""Nouvelle union populaire \u00e9cologique et sociale"",""NumPanneauCand"":""11"",""NbVoix"":26852,""score"":52.8},{""NomPsn"":""ESNAULT"",""PrenomPsn"":""Jordan"",""CivilitePsn"":""M."",""CodNua"":""ENS"",""LibNua"":""Ensemble ! (Majorit\u00e9 pr\u00e9sidentielle)"",""NumPanneauCand"":""2"",""NbVoix"":23961,""score"":47.2}]",NUP,44006,0
08,90161,47886,42275,1809,807,39659,044,44,44,"[{""NomPsn"":""TAVEL"",""PrenomPsn"":""Matthias"",""CivilitePsn"":""M."",""CodNua"":""NUP"",""LibNua"":""Nouvelle union populaire \u00e9cologique et sociale"",""NumPanneauCand"":""8"",""NbVoix"":21596,""score"":54.5},{""NomPsn"":""DUFEU"",""PrenomPsn"":""Audrey"",""CivilitePsn"":""Mme"",""CodNua"":""ENS"",""LibNua"":""Ensemble ! (Majorit\u00e9 pr\u00e9sidentielle)"",""NumPanneauCand"":""10"",""NbVoix"":18063,""score"":45.5}]",NUP,44008,0
10,123775,61700,62075,2665,1284,58126,044,44,44,"[{""NomPsn"":""ERRANTE"",""PrenomPsn"":""Sophie"",""CivilitePsn"":""Mme"",""CodNua"":""ENS"",""LibNua"":""Ensemble ! (Majorit\u00e9 pr\u00e9sidentielle)"",""NumPanneauCand"":""8"",""NbVoix"":32852,""score"":56.5},{""NomPsn"":""CAILLETEAU"",""PrenomPsn"":""Bruno"",""CivilitePsn"":""M."",""CodNua"":""NUP"",""LibNua"":""Nouvelle union populaire \u00e9cologique et sociale"",""NumPanneauCand"":""6"",""NbVoix"":25274,""score"":43.5}]",ENS,44010,0
03,70881,35825,35056,2163,631,32262,045,45,45,"[{""NomPsn"":""PARIS"",""PrenomPsn"":""Mathilde"",""CivilitePsn"":""Mme"",""CodNua"":""RN"",""LibNua"":""Rassemblement National"",""NumPanneauCand"":""8"",""NbVoix"":16846,""score"":52.2},{""NomPsn"":""BARBIER"",""PrenomPsn"":""Carine"",""CivilitePsn"":""Mme"",""CodNua"":""ENS"",""LibNua"":""Ensemble ! (Majorit\u00e9 pr\u00e9sidentielle)"",""NumPanneauCand"":""4"",""NbVoix"":15416,""score"":47.8}]",RN,45003,0
04,74835,40370,34465,3214,1127,30124,045,45,45,"[{""NomPsn"":""M\u00c9NAG\u00c9"",""PrenomPsn"":""Thomas"",""CivilitePsn"":""M."",""CodNua"":""RN"",""LibNua"":""Rassemblement National"",""NumPanneauCand"":""6"",""NbVoix"":19087,""score"":63.4},{""NomPsn"":""NOTTIN"",""PrenomPsn"":""Bruno"",""CivilitePsn"":""M."",""CodNua"":""NUP"",""LibNua"":""Nouvelle union populaire \u00e9cologique et sociale"",""NumPanneauCand"":""5"",""NbVoix"":11037,""score"":36.6}]",RN,45004,0
05,73681,39363,34318,2155,680,31483,045,45,45,"[{""NomPsn"":""BROSSE"",""PrenomPsn"":""Anthony"",""CivilitePsn"":""M."",""CodNua"":""ENS"",""LibNua"":""Ensemble ! (Majorit\u00e9 pr\u00e9sidentielle)"",""NumPanneauCand"":""6"",""NbVoix"":15747,""score"":50.0},{""NomPsn"":""MANENT"",""PrenomPsn"":""Valentin"",""CivilitePsn"":""M."",""CodNua"":""RN"",""LibNua"":""Rassemblement National"",""NumPanneauCand"":""3"",""NbVoix"":15736,""score"":50.0}]",ENS,45005,0
01,72859,31011,41848,1448,769,39631,046,46,46,"[{""NomPsn"":""PRADI\u00c9"",""PrenomPsn"":""Aur\u00e9lien"",""CivilitePsn"":""M."",""CodNua"":""LR"",""LibNua"":""Les R\u00e9publicains"",""NumPanneauCand"":""10"",""NbVoix"":25615,""score"":64.6},{""NomPsn"":""BOUGEARD"",""PrenomPsn"":""Elsa"",""CivilitePsn"":""Mme"",""CodNua"":""NUP"",""LibNua"":""Nouvelle union populaire \u00e9cologique et sociale"",""NumPanneauCand"":""4"",""NbVoix"":14016,""score"":35.4}]",LR,46001,0
02,66674,27160,39514,1312,874,37328,046,46,46,"[{""NomPsn"":""TIEGNA"",""PrenomPsn"":""Huguette"",""CivilitePsn"":""Mme"",""CodNua"":""ENS"",""LibNua"":""Ensemble ! (Majorit\u00e9 pr\u00e9sidentielle)"",""NumPanneauCand"":""5"",""NbVoix"":12744,""score"":34.1},{""NomPsn"":""GROSSEMY"",""PrenomPsn"":""Thierry"",""CivilitePsn"":""M."",""CodNua"":""NUP"",""LibNua"":""Nouvelle union populaire \u00e9cologique et sociale"",""NumPanneauCand"":""7"",""NbVoix"":12618,""score"":33.8},{""NomPsn"":""PROEN\u00c7A"",""PrenomPsn"":""Christophe"",""CivilitePsn"":""M."",""CodNua"":""DVG"",""LibNua"":""Divers gauche"",""NumPanneauCand"":""8"",""NbVoix"":11966,""score"":32.1}]",ENS,46002,0
01,88689,44602,44087,3360,1236,39491,047,47,47,"[{""NomPsn"":""LAUZZANA"",""PrenomPsn"":""Michel"",""CivilitePsn"":""M."",""CodNua"":""ENS"",""LibNua"":""Ensemble ! (Majorit\u00e9 pr\u00e9sidentielle)"",""NumPanneauCand"":""1"",""NbVoix"":20328,""score"":51.5},{""NomPsn"":""DELBOSQ"",""PrenomPsn"":""S\u00e9bastien"",""CivilitePsn"":""M."",""CodNua"":""RN"",""LibNua"":""Rassemblement National"",""NumPanneauCand"":""2"",""NbVoix"":19163,""score"":48.5}]",ENS,47001,0
02,77451,34422,43029,715,434,41880,047,47,47,"[{""NomPsn"":""LAPORTE"",""PrenomPsn"":""H\u00e9l\u00e8ne"",""CivilitePsn"":""Mme"",""CodNua"":""RN"",""LibNua"":""Rassemblement National"",""NumPanneauCand"":""4"",""NbVoix"":16516,""score"":39.4},{""NomPsn"":""COURREGELONGUE"",""PrenomPsn"":""Christophe"",""CivilitePsn"":""M."",""CodNua"":""NUP"",""LibNua"":""Nouvelle union populaire \u00e9cologique et sociale"",""NumPanneauCand"":""5"",""NbVoix"":12880,""score"":30.8},{""NomPsn"":""FRESCHI"",""PrenomPsn"":""Alexandre"",""CivilitePsn"":""M."",""CodNua"":""ENS"",""LibNua"":""Ensemble ! (Majorit\u00e9 pr\u00e9sidentielle)"",""NumPanneauCand"":""2"",""NbVoix"":12484,""score"":29.8}]",RN,47002,0
03,75987,36885,39102,4388,1806,32908,047,47,47,"[{""NomPsn"":""COUSIN"",""PrenomPsn"":""Annick"",""CivilitePsn"":""Mme"",""CodNua"":""RN"",""LibNua"":""Rassemblement National"",""NumPanneauCand"":""4"",""NbVoix"":18747,""score"":57.0},{""NomPsn"":""CZAPLA"",""PrenomPsn"":""Xavier"",""CivilitePsn"":""M."",""CodNua"":""NUP"",""LibNua"":""Nouvelle union populaire \u00e9cologique et sociale"",""NumPanneauCand"":""9"",""NbVoix"":14161,""score"":43.0}]",RN,47003,0
01,59909,24428,35481,2184,1322,31975,048,48,48,"[{""NomPsn"":""MOREL A L'HUISSIER"",""PrenomPsn"":""Pierre"",""CivilitePsn"":""M."",""CodNua"":""UDI"",""LibNua"":""Union des D\u00e9mocrates et des Ind\u00e9pendants"",""NumPanneauCand"":""6"",""NbVoix"":17355,""score"":54.3},{""NomPsn"":""DESCAVES"",""PrenomPsn"":""Sandrine"",""CivilitePsn"":""Mme"",""CodNua"":""NUP"",""LibNua"":""Nouvelle union populaire \u00e9cologique et sociale"",""NumPanneauCand"":""1"",""NbVoix"":14620,""score"":45.7}]",UDI,48001,0
01,87538,46071,41467,1425,545,39497,050,50,50,"[{""NomPsn"":""GOSSELIN"",""PrenomPsn"":""Philippe"",""CivilitePsn"":""M."",""CodNua"":""LR"",""LibNua"":""Les R\u00e9publicains"",""NumPanneauCand"":""8"",""NbVoix"":27166,""score"":68.8},{""NomPsn"":""H\u00c9DOUIN"",""PrenomPsn"":""Guillaume"",""CivilitePsn"":""M."",""CodNua"":""NUP"",""LibNua"":""Nouvelle union populaire \u00e9cologique et sociale"",""NumPanneauCand"":""2"",""NbVoix"":12331,""score"":31.2}]",LR,50001,0
02,96931,49349,47582,2569,1132,43881,050,50,50,"[{""NomPsn"":""SORRE"",""PrenomPsn"":""Bertrand"",""CivilitePsn"":""M."",""CodNua"":""ENS"",""LibNua"":""Ensemble ! (Majorit\u00e9 pr\u00e9sidentielle)"",""NumPanneauCand"":""4"",""NbVoix"":28280,""score"":64.4},{""NomPsn"":""GRIMBERT"",""PrenomPsn"":""Patrick"",""CivilitePsn"":""M."",""CodNua"":""NUP"",""LibNua"":""Nouvelle union populaire \u00e9cologique et sociale"",""NumPanneauCand"":""5"",""NbVoix"":15601,""score"":35.6}]",ENS,50002,0
03,110858,56644,54214,3340,1294,49580,050,50,50,"[{""NomPsn"":""TRAVERT"",""PrenomPsn"":""St\u00e9phane"",""CivilitePsn"":""M."",""CodNua"":""ENS"",""LibNua"":""Ensemble ! (Majorit\u00e9 pr\u00e9sidentielle)"",""NumPanneauCand"":""1"",""NbVoix"":27829,""score"":56.1},{""NomPsn"":""VEROVE"",""PrenomPsn"":""Ga\u00eblle"",""CivilitePsn"":""Mme"",""CodNua"":""NUP"",""LibNua"":""Nouvelle union populaire \u00e9cologique et sociale"",""NumPanneauCand"":""5"",""NbVoix"":21751,""score"":43.9}]",ENS,50003,0
01,74474,43571,30903,1721,749,28433,051,51,51,"[{""NomPsn"":""ALBERTINI"",""PrenomPsn"":""Xavier"",""CivilitePsn"":""M."",""CodNua"":""ENS"",""LibNua"":""Ensemble ! (Majorit\u00e9 pr\u00e9sidentielle)"",""NumPanneauCand"":""3"",""NbVoix"":15898,""score"":55.9},{""NomPsn"":""BOURGOIN"",""PrenomPsn"":""Evelyne"",""CivilitePsn"":""Mme"",""CodNua"":""NUP"",""LibNua"":""Nouvelle union populaire \u00e9cologique et sociale"",""NumPanneauCand"":""4"",""NbVoix"":12535,""score"":44.1}]",ENS,51001,0
02,74662,42068,32594,4710,1150,26734,051,51,51,"[{""NomPsn"":""FRIGOUT"",""PrenomPsn"":""Anne-Sophie"",""CivilitePsn"":""Mme"",""CodNua"":""RN"",""LibNua"":""Rassemblement National"",""NumPanneauCand"":""4"",""NbVoix"":14655,""score"":54.8},{""NomPsn"":""MEGUENINE"",""PrenomPsn"":""Lynda"",""CivilitePsn"":""Mme"",""CodNua"":""NUP"",""LibNua"":""Nouvelle union populaire \u00e9cologique et sociale"",""NumPanneauCand"":""9"",""NbVoix"":12079,""score"":45.2}]",RN,51002,0
03,80056,44654,35402,2143,526,32733,051,51,51,"[{""NomPsn"":""GIRARDIN"",""PrenomPsn"":""Eric"",""CivilitePsn"":""M."",""CodNua"":""ENS"",""LibNua"":""Ensemble ! (Majorit\u00e9 pr\u00e9sidentielle)"",""NumPanneauCand"":""9"",""NbVoix"":16836,""score"":51.4},{""NomPsn"":""MARC"",""PrenomPsn"":""Jennifer"",""CivilitePsn"":""Mme"",""CodNua"":""RN"",""LibNua"":""Rassemblement National"",""NumPanneauCand"":""2"",""NbVoix"":15897,""score"":48.6}]",ENS,51003,0
04,77089,43389,33700,1839,605,31256,051,51,51,"[{""NomPsn"":""MAGNIER"",""PrenomPsn"":""Lise"",""CivilitePsn"":""Mme"",""CodNua"":""ENS"",""LibNua"":""Ensemble ! (Majorit\u00e9 pr\u00e9sidentielle)"",""NumPanneauCand"":""6"",""NbVoix"":17294,""score"":55.3},{""NomPsn"":""BESSON"",""PrenomPsn"":""Thierry"",""CivilitePsn"":""M."",""CodNua"":""RN"",""LibNua"":""Rassemblement National"",""NumPanneauCand"":""7"",""NbVoix"":13962,""score"":44.7}]",ENS,51004,0
05,75997,40776,35221,1042,348,33831,051,51,51,"[{""NomPsn"":""DE COURSON"",""PrenomPsn"":""Charles"",""CivilitePsn"":""M."",""CodNua"":""DVD"",""LibNua"":""Divers droite"",""NumPanneauCand"":""5"",""NbVoix"":21325,""score"":63.0},{""NomPsn"":""THIONNET"",""PrenomPsn"":""Pierre"",""CivilitePsn"":""M."",""CodNua"":""RN"",""LibNua"":""Rassemblement National"",""NumPanneauCand"":""3"",""NbVoix"":12506,""score"":37.0}]",DVD,51005,0
01,69998,35269,34729,2193,924,31612,052,52,52,"[{""NomPsn"":""BENTZ"",""PrenomPsn"":""Christophe"",""CivilitePsn"":""M."",""CodNua"":""RN"",""LibNua"":""Rassemblement National"",""NumPanneauCand"":""10"",""NbVoix"":16201,""score"":51.2},{""NomPsn"":""ABBA"",""PrenomPsn"":""B\u00e9rang\u00e8re"",""CivilitePsn"":""Mme"",""CodNua"":""ENS"",""LibNua"":""Ensemble ! (Majorit\u00e9 pr\u00e9sidentielle)"",""NumPanneauCand"":""1"",""NbVoix"":15411,""score"":48.8}]",RN,52001,0
02,59447,31444,28003,806,357,26840,052,52,52,"[{""NomPsn"":""ROBERT-DEHAULT"",""PrenomPsn"":""Laurence"",""CivilitePsn"":""Mme"",""CodNua"":""RN"",""LibNua"":""Rassemblement National"",""NumPanneauCand"":""6"",""NbVoix"":13877,""score"":51.7},{""NomPsn"":""CORNUT-GENTILLE"",""PrenomPsn"":""Fran\u00e7ois"",""CivilitePsn"":""M."",""CodNua"":""LR"",""LibNua"":""Les R\u00e9publicains"",""NumPanneauCand"":""1"",""NbVoix"":12963,""score"":48.3}]",RN,52002,0
01,73690,39706,33984,1350,711,31923,053,53,53,"[{""NomPsn"":""GAROT"",""PrenomPsn"":""Guillaume"",""CivilitePsn"":""M."",""CodNua"":""NUP"",""LibNua"":""Nouvelle union populaire \u00e9cologique et sociale"",""NumPanneauCand"":""2"",""NbVoix"":20184,""score"":63.2},{""NomPsn"":""MOTTIER"",""PrenomPsn"":""B\u00e9atrice"",""CivilitePsn"":""Mme"",""CodNua"":""ENS"",""LibNua"":""Ensemble ! (Majorit\u00e9 pr\u00e9sidentielle)"",""NumPanneauCand"":""6"",""NbVoix"":11739,""score"":36.8}]",NUP,53001,0
02,79087,42588,36499,1821,884,33794,053,53,53,"[{""NomPsn"":""BANNIER"",""PrenomPsn"":""G\u00e9raldine"",""CivilitePsn"":""Mme"",""CodNua"":""ENS"",""LibNua"":""Ensemble ! (Majorit\u00e9 pr\u00e9sidentielle)"",""NumPanneauCand"":""7"",""NbVoix"":19811,""score"":58.6},{""NomPsn"":""BOISSEAU"",""PrenomPsn"":""Gr\u00e9gory"",""CivilitePsn"":""M."",""CodNua"":""NUP"",""LibNua"":""Nouvelle union populaire \u00e9cologique et sociale"",""NumPanneauCand"":""3"",""NbVoix"":13983,""score"":41.4}]",ENS,53002,0
03,80751,51770,28981,1569,675,26737,054,54,54,"[{""NomPsn"":""ETIENNE"",""PrenomPsn"":""Martine"",""CivilitePsn"":""Mme"",""CodNua"":""NUP"",""LibNua"":""Nouvelle union populaire \u00e9cologique et sociale"",""NumPanneauCand"":""6"",""NbVoix"":13886,""score"":51.9},{""NomPsn"":""PALUSZKIEWICZ"",""PrenomPsn"":""Xavier"",""CivilitePsn"":""M."",""CodNua"":""ENS"",""LibNua"":""Ensemble ! (Majorit\u00e9 pr\u00e9sidentielle)"",""NumPanneauCand"":""12"",""NbVoix"":12851,""score"":48.1}]",NUP,54003,0
04,97544,54721,42823,2005,691,40127,054,54,54,"[{""NomPsn"":""BAZIN"",""PrenomPsn"":""Thibault"",""CivilitePsn"":""M."",""CodNua"":""LR"",""LibNua"":""Les R\u00e9publicains"",""NumPanneauCand"":""7"",""NbVoix"":24952,""score"":62.2},{""NomPsn"":""BILDE"",""PrenomPsn"":""Dominique"",""CivilitePsn"":""Mme"",""CodNua"":""RN"",""LibNua"":""Rassemblement National"",""NumPanneauCand"":""5"",""NbVoix"":15175,""score"":37.8}]",LR,54004,0
05,78482,42325,36157,1239,409,34509,054,54,54,"[{""NomPsn"":""POTIER"",""PrenomPsn"":""Dominique"",""CivilitePsn"":""M."",""CodNua"":""DVG"",""LibNua"":""Divers gauche"",""NumPanneauCand"":""6"",""NbVoix"":21781,""score"":63.1},{""NomPsn"":""MORENVILLIER"",""PrenomPsn"":""Philippe"",""CivilitePsn"":""M."",""CodNua"":""RN"",""LibNua"":""Rassemblement National"",""NumPanneauCand"":""1"",""NbVoix"":12728,""score"":36.9}]",DVG,54005,0
