datetime,quantite_hydraulique,quantite_conso
2019-08-24 00:00:00,5602,44272
2019-08-24 02:00:00,4018,37637
2019-08-24 04:00:00,3725,33600
2019-08-24 06:00:00,3643,33917
2019-08-24 08:00:00,4278,35668
2019-08-24 10:00:00,4821,41332
2019-08-24 12:00:00,5000,44771
2019-08-24 14:00:00,4187,44591
2019-08-24 16:00:00,4643,42838
2019-08-24 18:00:00,6014,42299
2019-08-24 20:00:00,7276,42149
2019-08-24 22:00:00,5839,41666
2019-08-25 00:00:00,5132,42519
2019-08-25 02:00:00,4279,36530
2019-08-25 04:00:00,3902,32445
2019-08-25 06:00:00,4139,32148
2019-08-25 08:00:00,3974,32824
2019-08-25 10:00:00,3914,38285
2019-08-25 12:00:00,3959,42105
2019-08-25 14:00:00,3891,41513
2019-08-25 16:00:00,3935,39815
2019-08-25 18:00:00,4696,39851
2019-08-25 20:00:00,6948,41818
2019-08-25 22:00:00,6606,42401
2019-08-26 00:00:00,5779,42741
2019-08-26 02:00:00,3641,36437
2019-08-26 04:00:00,3196,33290
2019-08-26 06:00:00,3698,36660
2019-08-26 08:00:00,5067,43280
2019-08-26 10:00:00,7916,49159
2019-08-26 12:00:00,6989,52939
2019-08-26 14:00:00,5580,53334
2019-08-26 16:00:00,6019,51719
2019-08-26 18:00:00,7834,50095
2019-08-26 20:00:00,8619,49463
2019-08-26 22:00:00,6965,46817
2019-08-27 00:00:00,5173,46375
2019-08-27 02:00:00,3525,39942
2019-08-27 04:00:00,3115,36470
2019-08-27 06:00:00,3367,39073
2019-08-27 08:00:00,5126,45781
2019-08-27 10:00:00,6217,50893
2019-08-27 12:00:00,6007,53964
2019-08-27 14:00:00,5767,53842
2019-08-27 16:00:00,5543,52223
2019-08-27 18:00:00,6946,50489
2019-08-27 20:00:00,8245,49689
2019-08-27 22:00:00,6585,46842
2019-08-28 00:00:00,4310,46839
2019-08-28 00:00:00,4310,46839
2019-08-28 02:00:00,3507,40465
2019-08-28 02:00:00,3507,40465
2019-08-28 04:00:00,2846,37101
2019-08-28 04:00:00,2846,37101
2019-08-28 06:00:00,3152,39496
2019-08-28 06:00:00,3152,39496
2019-08-28 08:00:00,5369,45917
2019-08-28 08:00:00,5369,45917
2019-08-28 10:00:00,7082,51272
2019-08-28 10:00:00,7082,51272
2019-08-28 12:00:00,6745,54333
2019-08-28 12:00:00,6745,54333
2019-08-28 14:00:00,5795,53907
2019-08-28 14:00:00,5795,53907
2019-08-28 16:00:00,5175,51972
2019-08-28 16:00:00,5175,51972
2019-08-28 18:00:00,7492,50435
2019-08-28 18:00:00,7492,50435
2019-08-28 20:00:00,7779,49686
2019-08-28 20:00:00,7779,49686
2019-08-28 22:00:00,7206,47408
2019-08-28 22:00:00,7206,47408
2019-05-08 00:00:00,6677,52161
2019-05-08 00:00:00,6677,52161
2019-05-08 02:00:00,4937,45924
2019-05-08 02:00:00,4937,45924
2019-05-08 04:00:00,4163,41635
2019-05-08 04:00:00,4163,41635
2019-05-08 06:00:00,4287,41181
2019-05-08 06:00:00,4287,41181
2019-05-08 08:00:00,5482,43485
2019-05-08 08:00:00,5482,43485
2019-05-08 10:00:00,6921,48519
2019-05-08 10:00:00,6921,48519
2019-05-08 12:00:00,6920,52177
2019-05-08 12:00:00,6920,52177
2019-05-08 14:00:00,4719,50112
2019-05-08 14:00:00,4719,50112
2019-05-08 16:00:00,6489,46973
2019-05-08 16:00:00,6489,46973
2019-05-08 18:00:00,5433,47060
2019-05-08 18:00:00,5433,47060
2019-05-08 20:00:00,7914,50301
2019-05-08 20:00:00,7914,50301
2019-05-08 22:00:00,7163,48833
2019-05-08 22:00:00,7163,48833
2019-05-09 00:00:00,6569,51387
2019-05-09 02:00:00,5722,46097
2019-05-09 04:00:00,5478,42391
2019-05-09 06:00:00,6609,46289
2019-05-09 08:00:00,10375,55525
2019-05-09 10:00:00,9063,57973
2019-05-09 12:00:00,8544,58552
2019-05-09 14:00:00,7472,56531
2019-05-09 16:00:00,7407,53307
2019-05-09 18:00:00,8099,52128
2019-05-09 20:00:00,10200,53708
2019-05-09 22:00:00,8957,51219
2019-05-10 00:00:00,8161,52981
2019-05-10 02:00:00,6505,47184
2019-05-10 04:00:00,6402,43687
2019-05-10 06:00:00,7269,47015
2019-05-10 08:00:00,13000,56299
2019-05-10 10:00:00,10757,57248
2019-05-10 12:00:00,8815,56809
2019-05-10 14:00:00,7452,54842
2019-05-10 16:00:00,7265,51299
2019-05-10 18:00:00,7878,50482
2019-05-10 20:00:00,11526,52042
2019-05-10 22:00:00,9838,49827
2019-05-11 00:00:00,8848,51371
2019-05-11 02:00:00,7887,44988
2019-05-11 04:00:00,6788,40426
2019-05-11 06:00:00,6686,40559
2019-05-11 08:00:00,6983,43710
2019-05-11 10:00:00,9127,48911
2019-05-11 12:00:00,7989,50560
2019-05-11 14:00:00,6614,48629
2019-05-11 16:00:00,6312,45002
2019-05-11 18:00:00,7121,44489
2019-05-11 20:00:00,7646,46366
2019-05-11 22:00:00,7287,45872
2019-05-12 00:00:00,7322,49557
2019-05-12 02:00:00,7354,44185
2019-05-12 04:00:00,6579,39982
2019-05-12 06:00:00,6691,39455
2019-05-12 08:00:00,7098,41165
2019-05-12 10:00:00,6461,44848
2019-05-12 12:00:00,6317,47142
2019-05-12 14:00:00,5723,44867
2019-05-12 16:00:00,5335,41232
2019-05-12 18:00:00,5773,41238
2019-05-12 20:00:00,7814,44948
2019-05-12 22:00:00,7772,45999
2019-05-13 00:00:00,7634,48808
2019-05-13 02:00:00,6150,44012
2019-05-13 04:00:00,5854,40940
2019-05-13 06:00:00,6556,45614
2019-05-13 08:00:00,11748,55053
2019-05-13 10:00:00,9350,55591
2019-05-13 12:00:00,6521,55502
2019-05-13 14:00:00,6692,54074
2019-05-13 16:00:00,6488,50666
2019-05-13 18:00:00,6804,49013
2019-05-13 20:00:00,9553,50538
2019-05-13 22:00:00,8178,48533
2019-05-14 00:00:00,6674,50621
2019-05-14 02:00:00,5664,45166
2019-05-14 04:00:00,5451,42026
2019-05-14 06:00:00,5896,45249
2019-05-14 08:00:00,10922,54092
2019-05-14 10:00:00,9840,54739
2019-05-14 12:00:00,6713,54683
2019-05-14 14:00:00,6812,53034
2019-05-14 16:00:00,5945,50286
2019-05-14 18:00:00,6183,48601
2019-05-14 20:00:00,8287,49737
2019-05-14 22:00:00,7783,48139
2019-05-15 00:00:00,6506,49844
2019-05-15 02:00:00,5606,43946
2019-05-15 04:00:00,5297,41070
2019-05-15 06:00:00,5699,44338
2019-05-15 08:00:00,10137,52608
2019-05-15 10:00:00,9052,54321
2019-05-15 12:00:00,6901,54839
2019-05-15 14:00:00,6880,53255
2019-05-15 16:00:00,6070,50419
2019-05-15 18:00:00,5927,48799
2019-05-15 20:00:00,8628,49914
2019-05-15 22:00:00,7970,48132
2019-05-16 00:00:00,6900,49973
2019-05-16 02:00:00,5361,44504
2019-05-16 04:00:00,4691,41101
2019-05-16 06:00:00,5314,44294
2019-05-16 08:00:00,10657,53206
2019-05-16 10:00:00,9881,54094
2019-05-16 12:00:00,7734,54336
2019-05-16 14:00:00,7011,52821
2019-05-16 16:00:00,5913,50075
2019-05-16 18:00:00,6604,48720
2019-05-16 20:00:00,8836,50074
2019-05-16 22:00:00,6682,47666
2019-05-17 00:00:00,6419,49380
2019-05-17 02:00:00,5182,43593
2019-05-17 04:00:00,4569,40361
2019-05-17 06:00:00,5254,43321
2019-05-17 08:00:00,9545,52372
2019-05-17 10:00:00,10260,54951
2019-05-17 12:00:00,8775,55593
2019-05-17 14:00:00,7219,53704
2019-05-17 16:00:00,5744,50561
2019-05-17 18:00:00,8080,49835
2019-05-17 20:00:00,9741,50805
2019-05-17 22:00:00,8774,48387
2019-05-18 00:00:00,8199,50132
2019-05-18 02:00:00,6343,43513
2019-05-18 04:00:00,5061,39307
2019-05-18 06:00:00,5332,38947
2019-05-18 08:00:00,6126,42379
2019-05-18 10:00:00,7029,47292
2019-05-18 12:00:00,6084,49076
2019-05-18 14:00:00,5483,47476
2019-05-18 16:00:00,5111,44116
2019-05-18 18:00:00,6359,43644
2019-05-18 20:00:00,9739,45770
2019-05-18 22:00:00,9241,44659
2019-05-19 00:00:00,7853,48072
2019-05-19 02:00:00,5817,42004
2019-05-19 04:00:00,4820,37444
2019-05-19 06:00:00,4181,36256
2019-05-19 08:00:00,4793,37970
2019-05-19 10:00:00,5696,43261
2019-05-19 12:00:00,6083,46994
2019-05-19 14:00:00,5148,45013
2019-05-19 16:00:00,4600,41882
2019-05-19 18:00:00,5008,42407
2019-05-19 20:00:00,7544,45988
2019-05-19 22:00:00,7717,45146
2019-05-20 00:00:00,7236,47344
2019-05-20 02:00:00,5430,42187
2019-05-20 04:00:00,4839,38641
2019-05-20 06:00:00,5255,42003
2019-05-20 08:00:00,10982,52190
2019-05-20 10:00:00,12513,55429
2019-05-20 12:00:00,11906,56356
2019-05-20 14:00:00,9312,54430
2019-05-20 16:00:00,7968,51300
2019-05-20 18:00:00,8942,49982
2019-05-20 20:00:00,10602,51256
2019-05-20 22:00:00,8091,47563
2019-05-21 00:00:00,7801,49923
2019-05-21 02:00:00,6478,44130
2019-05-21 04:00:00,6180,40540
2019-05-21 06:00:00,6823,43391
2019-05-21 08:00:00,10093,52736
2019-05-21 10:00:00,10607,54387
2019-05-21 12:00:00,9742,54806
2019-05-21 14:00:00,8402,53264
2019-05-21 16:00:00,7014,50503
2019-05-21 18:00:00,7733,48989
2019-05-21 20:00:00,9755,49811
2019-05-21 22:00:00,8610,47316
2019-05-22 00:00:00,6803,49263
2019-05-22 02:00:00,6415,43201
2019-05-22 04:00:00,5766,39779
2019-05-22 06:00:00,6310,42530
2019-05-22 08:00:00,9587,50944
2019-05-22 10:00:00,10080,53238
2019-05-22 12:00:00,9299,54154
2019-05-22 14:00:00,7777,52787
2019-05-22 16:00:00,6861,49774
2019-05-22 18:00:00,7594,48311
2019-05-22 20:00:00,10051,49266
2019-05-22 22:00:00,9534,46615
2019-05-23 00:00:00,8064,48748
2019-05-23 02:00:00,6233,42563
2019-05-23 04:00:00,5602,38865
2019-05-23 06:00:00,6098,41288
2019-05-23 08:00:00,9886,50126
2019-05-23 10:00:00,9307,52044
2019-05-23 12:00:00,7840,53155
2019-05-23 14:00:00,7640,52044
2019-05-23 16:00:00,6974,49826
2019-05-23 18:00:00,8374,48224
2019-05-23 20:00:00,12003,49104
2019-05-23 22:00:00,10567,46437
2019-05-24 00:00:00,8730,47831
2019-05-24 02:00:00,6944,41783
2019-05-24 04:00:00,6336,38001
2019-05-24 06:00:00,6620,40479
2019-05-24 08:00:00,10349,49324
2019-05-24 10:00:00,10271,52123
2019-05-24 12:00:00,8509,53076
2019-05-24 14:00:00,7599,51628
2019-05-24 16:00:00,7317,48919
2019-05-24 18:00:00,8608,47363
2019-05-24 20:00:00,10061,47182
2019-05-24 22:00:00,8744,45129
2019-05-25 00:00:00,8469,47248
2019-05-25 02:00:00,6927,40386
2019-05-25 04:00:00,6418,36178
2019-05-25 06:00:00,6510,35406
2019-05-25 08:00:00,7298,38744
2019-05-25 10:00:00,8077,44014
2019-05-25 12:00:00,7951,46044
2019-05-25 14:00:00,6841,44766
2019-05-25 16:00:00,6862,41803
2019-05-25 18:00:00,7858,41416
2019-05-25 20:00:00,9225,42435
2019-05-25 22:00:00,8633,41432
2019-05-26 00:00:00,8317,44912
2019-05-26 02:00:00,7497,38881
2019-05-26 04:00:00,6467,34414
2019-05-26 06:00:00,6290,32941
2019-05-26 08:00:00,7103,35040
2019-05-26 10:00:00,6605,40227
2019-05-26 12:00:00,6092,43132
2019-05-26 14:00:00,5663,41239
2019-05-26 16:00:00,5156,38562
2019-05-26 18:00:00,5834,38726
2019-05-26 20:00:00,7108,41815
2019-05-26 22:00:00,7938,41906
2019-05-27 00:00:00,7544,44445
2019-05-27 02:00:00,6404,38801
2019-05-27 04:00:00,5685,35195
2019-05-27 06:00:00,6842,38254
2019-05-27 08:00:00,10544,47761
2019-05-27 10:00:00,10267,51189
2019-05-27 12:00:00,9628,52899
2019-05-27 14:00:00,8553,51958
2019-05-27 16:00:00,8205,49314
2019-05-27 18:00:00,8434,47764
2019-05-27 20:00:00,10242,48659
2019-05-27 22:00:00,9119,45575
2019-05-28 00:00:00,9748,47423
2019-05-28 02:00:00,6914,41400
2019-05-28 04:00:00,6067,38063
2019-05-28 06:00:00,6794,40123
2019-05-28 08:00:00,10117,49421
2019-05-28 10:00:00,11045,52456
2019-05-28 12:00:00,10602,53733
2019-05-28 14:00:00,9378,52467
2019-05-28 16:00:00,8408,49724
2019-05-28 18:00:00,8771,48734
2019-05-28 20:00:00,9518,49290
2019-05-28 22:00:00,9383,46566
2019-05-29 00:00:00,9045,48519
2019-05-29 02:00:00,7291,42516
2019-05-29 04:00:00,6692,38901
2019-05-29 06:00:00,7339,41355
2019-05-29 08:00:00,11176,50297
2019-05-29 10:00:00,11477,53143
2019-05-29 12:00:00,10609,54206
2019-05-29 14:00:00,9934,53110
2019-05-29 16:00:00,8464,50216
2019-05-29 18:00:00,8110,48164
2019-05-29 20:00:00,9595,48517
2019-05-29 22:00:00,9674,46293
2019-05-30 00:00:00,8471,48226
2019-05-30 02:00:00,7221,41632
2019-05-30 04:00:00,5506,36975
2019-05-30 06:00:00,5476,35536
2019-05-30 08:00:00,6425,38306
2019-05-30 10:00:00,7404,42831
2019-05-30 12:00:00,6738,45425
2019-05-30 14:00:00,5100,44358
2019-05-30 16:00:00,4999,40872
2019-05-30 18:00:00,6516,40607
2019-05-30 20:00:00,8522,42548
2019-05-30 22:00:00,9555,42051
2019-05-31 00:00:00,7974,45040
2019-05-31 02:00:00,6032,39176
2019-05-31 04:00:00,5343,35580
2019-05-31 06:00:00,5623,36477
2019-05-31 08:00:00,7173,41989
2019-05-31 10:00:00,8326,46407
2019-05-31 12:00:00,8514,48474
2019-05-31 14:00:00,6586,47576
2019-05-31 16:00:00,6033,44965
2019-05-31 18:00:00,7087,44170
2019-05-31 20:00:00,10221,44432
2019-05-31 22:00:00,8899,42963
2019-06-01 00:00:00,9263,45727
2019-06-01 02:00:00,7407,39285
2019-06-01 04:00:00,6213,34810
2019-06-01 06:00:00,6103,34047
2019-06-01 08:00:00,6785,37185
2019-06-01 10:00:00,7021,42442
2019-06-01 12:00:00,6434,44819
2019-06-01 14:00:00,5550,44224
2019-06-01 16:00:00,5704,42096
2019-06-01 18:00:00,7706,41672
2019-06-01 20:00:00,10791,41886
2019-06-01 22:00:00,10327,41149
2019-06-02 00:00:00,10354,44130
2019-06-02 02:00:00,7435,37822
2019-06-02 04:00:00,6674,33325
2019-06-02 06:00:00,5465,31486
2019-06-02 08:00:00,5476,33469
2019-06-02 10:00:00,6375,38607
2019-06-02 12:00:00,6536,41774
2019-06-02 14:00:00,5077,41170
2019-06-02 16:00:00,5174,39144
2019-06-02 18:00:00,6703,38900
2019-06-02 20:00:00,10519,41372
2019-06-02 22:00:00,9664,41334
2019-06-03 00:00:00,7906,43625
2019-06-03 02:00:00,6426,37415
2019-06-03 04:00:00,5721,33828
2019-06-03 06:00:00,5743,36564
2019-06-03 08:00:00,9284,46096
2019-06-03 10:00:00,9986,50305
2019-06-03 12:00:00,9204,52144
2019-06-03 14:00:00,7648,51566
2019-06-03 16:00:00,7472,49425
2019-06-03 18:00:00,8285,48015
2019-06-03 20:00:00,10170,48333
2019-06-03 22:00:00,9141,45183
2019-06-04 00:00:00,8910,46653
2019-06-04 02:00:00,6525,40037
2019-06-04 04:00:00,6087,36581
2019-06-04 06:00:00,6175,38395
2019-06-04 08:00:00,9582,47513
2019-06-04 10:00:00,10370,51298
2019-06-04 12:00:00,9431,53225
2019-06-04 14:00:00,7899,52519
2019-06-04 16:00:00,7949,50848
2019-06-04 18:00:00,7410,48868
2019-06-04 20:00:00,8435,48012
2019-06-04 22:00:00,7919,44749
2019-06-05 00:00:00,8008,46518
2019-06-05 02:00:00,6641,39935
2019-06-05 04:00:00,6093,36464
2019-06-05 06:00:00,6464,38216
2019-06-05 08:00:00,8506,47048
2019-06-05 10:00:00,10261,51424
2019-06-05 12:00:00,9995,54024
2019-06-05 14:00:00,8503,53159
2019-06-05 16:00:00,8243,50797
2019-06-05 18:00:00,8050,49291
2019-06-05 20:00:00,8443,49058
2019-06-05 22:00:00,7519,45361
2019-06-06 00:00:00,8555,46992
2019-06-06 02:00:00,6851,40780
2019-06-06 04:00:00,6038,37251
2019-06-06 06:00:00,6407,39354
2019-06-06 08:00:00,10127,48757
2019-06-06 10:00:00,9882,51736
2019-06-06 12:00:00,8112,52907
2019-06-06 14:00:00,7391,51681
2019-06-06 16:00:00,6963,49364
2019-06-06 18:00:00,7658,48104
2019-06-06 20:00:00,9683,48079
2019-06-06 22:00:00,7682,44956
2019-06-07 00:00:00,7964,47044
2019-06-07 02:00:00,6886,40435
2019-06-07 04:00:00,6251,37005
2019-06-07 06:00:00,6328,39063
2019-06-07 08:00:00,8839,47920
2019-06-07 10:00:00,9466,51386
2019-06-07 12:00:00,7642,53124
2019-06-07 14:00:00,7273,51500
2019-06-07 16:00:00,7355,48907
2019-06-07 18:00:00,7634,47563
2019-06-07 20:00:00,8011,47471
2019-06-07 22:00:00,7495,44899
2019-06-08 00:00:00,7837,47031
2019-06-08 02:00:00,6382,40141
2019-06-08 04:00:00,5844,35976
2019-06-08 06:00:00,5546,35268
2019-06-08 08:00:00,6332,38970
2019-06-08 10:00:00,6508,43957
2019-06-08 12:00:00,6885,45834
2019-06-08 14:00:00,6289,44661
2019-06-08 16:00:00,5508,41704
2019-06-08 18:00:00,7027,40624
2019-06-08 20:00:00,8026,41322
2019-06-08 22:00:00,8978,40601
2019-06-09 00:00:00,10633,44469
2019-06-09 02:00:00,6965,38264
2019-06-09 04:00:00,5711,33682
2019-06-09 06:00:00,5660,31980
2019-06-09 08:00:00,6340,34257
2019-06-09 10:00:00,6461,39406
2019-06-09 12:00:00,6489,42513
2019-06-09 14:00:00,6489,41431
2019-06-09 16:00:00,6757,38558
2019-06-09 18:00:00,8034,38215
2019-06-09 20:00:00,8847,40806
2019-06-09 22:00:00,8553,40351
2019-06-10 00:00:00,9996,43737
2019-06-10 02:00:00,6698,37630
2019-06-10 04:00:00,5846,33401
2019-06-10 06:00:00,6157,33032
2019-06-10 08:00:00,7307,36253
2019-06-10 10:00:00,7793,42133
2019-06-10 12:00:00,7910,46132
2019-06-10 14:00:00,7091,44610
2019-06-10 16:00:00,7355,41874
2019-06-10 18:00:00,8017,41672
2019-06-10 20:00:00,9143,43978
2019-06-10 22:00:00,8912,42046
2019-06-11 00:00:00,8278,44869
2019-06-11 02:00:00,7021,39179
2019-06-11 04:00:00,6785,35565
2019-06-11 06:00:00,6834,38979
2019-06-11 08:00:00,9878,49114
2019-06-11 10:00:00,10632,52304
2019-06-11 12:00:00,10456,54136
2019-06-11 14:00:00,10160,52999
2019-06-11 16:00:00,8927,50689
2019-06-11 18:00:00,9472,49340
2019-06-11 20:00:00,10516,50311
2019-06-11 22:00:00,9034,46149
2019-06-12 00:00:00,8557,47970
2019-06-12 02:00:00,7460,41708
2019-06-12 04:00:00,7189,38332
2019-06-12 06:00:00,7435,40528
2019-06-12 08:00:00,10507,49561
2019-06-12 10:00:00,11566,53382
2019-06-12 12:00:00,11158,54958
2019-06-12 14:00:00,10084,53638
2019-06-12 16:00:00,8306,50454
2019-06-12 18:00:00,7937,48714
2019-06-12 20:00:00,9441,49204
2019-06-12 22:00:00,8528,45900
2019-06-13 00:00:00,8560,48109
2019-06-13 02:00:00,7815,41811
2019-06-13 04:00:00,7345,38238
2019-06-13 06:00:00,7515,40247
2019-06-13 08:00:00,9544,49486
2019-06-13 10:00:00,9471,52326
2019-06-13 12:00:00,7796,53732
2019-06-13 14:00:00,7509,52530
2019-06-13 16:00:00,7752,49982
2019-06-13 18:00:00,8317,48618
2019-06-13 20:00:00,10647,48735
2019-06-13 22:00:00,8855,45323
2019-06-14 00:00:00,10293,47898
2019-06-14 02:00:00,7633,41461
2019-06-14 04:00:00,7273,37678
2019-06-14 06:00:00,7267,39633
2019-06-14 08:00:00,9728,49156
2019-06-14 10:00:00,11029,52340
2019-06-14 12:00:00,10174,53685
2019-06-14 14:00:00,8977,52126
2019-06-14 16:00:00,9065,49322
2019-06-14 18:00:00,9569,47939
2019-06-14 20:00:00,10490,47273
2019-06-14 22:00:00,8673,44662
2019-06-15 00:00:00,9951,47159
2019-06-15 02:00:00,8975,40247
2019-06-15 04:00:00,7754,35619
2019-06-15 06:00:00,7467,34763
2019-06-15 08:00:00,7654,38476
2019-06-15 10:00:00,9087,43744
2019-06-15 12:00:00,8828,46070
2019-06-15 14:00:00,8261,45030
2019-06-15 16:00:00,7388,42210
2019-06-15 18:00:00,7237,41367
2019-06-15 20:00:00,8294,41953
2019-06-15 22:00:00,8140,40354
2019-06-16 00:00:00,9494,44386
2019-06-16 02:00:00,8130,38263
2019-06-16 04:00:00,7020,33509
2019-06-16 06:00:00,6936,31958
2019-06-16 08:00:00,7565,34282
2019-06-16 10:00:00,7790,39840
2019-06-16 12:00:00,8405,43057
2019-06-16 14:00:00,7751,41644
2019-06-16 16:00:00,6974,38860
2019-06-16 18:00:00,7320,38764
2019-06-16 20:00:00,8845,41319
2019-06-16 22:00:00,8538,40582
2019-06-17 00:00:00,10864,43958
2019-06-17 02:00:00,7813,37914
2019-06-17 04:00:00,7354,34138
2019-06-17 06:00:00,7460,37009
2019-06-17 08:00:00,9194,46603
2019-06-17 10:00:00,10128,50600
2019-06-17 12:00:00,9373,52736
2019-06-17 14:00:00,9055,52363
2019-06-17 16:00:00,8362,50370
2019-06-17 18:00:00,8638,48819
2019-06-17 20:00:00,9742,48552
2019-06-17 22:00:00,8190,44674
2019-06-18 00:00:00,8323,46787
2019-06-18 02:00:00,7682,40103
2019-06-18 04:00:00,7016,36515
2019-06-18 06:00:00,7070,38421
2019-06-18 08:00:00,9067,47844
2019-06-18 10:00:00,9696,51300
2019-06-18 12:00:00,9503,53689
2019-06-18 14:00:00,8895,53492
2019-06-18 16:00:00,8786,51616
2019-06-18 18:00:00,8892,50429
2019-06-18 20:00:00,10089,49348
2019-06-18 22:00:00,8053,45358
2019-06-19 00:00:00,8708,47411
2019-06-19 02:00:00,7873,40102
2019-06-19 04:00:00,7324,36677
2019-06-19 06:00:00,7460,38611
2019-06-19 08:00:00,9069,47137
2019-06-19 10:00:00,10095,51641
2019-06-19 12:00:00,9696,54471
2019-06-19 14:00:00,8154,53487
2019-06-19 16:00:00,7787,51306
2019-06-19 18:00:00,8127,49397
2019-06-19 20:00:00,9339,49190
2019-06-19 22:00:00,8385,45037
2019-06-20 00:00:00,8810,47082
2019-06-20 02:00:00,7540,40519
2019-06-20 04:00:00,7192,36931
2019-06-20 06:00:00,7184,38773
2019-06-20 08:00:00,8235,47882
2019-06-20 10:00:00,8599,51461
2019-06-20 12:00:00,8396,53381
2019-06-20 14:00:00,7511,52393
2019-06-20 16:00:00,7598,50176
2019-06-20 18:00:00,8296,48987
2019-06-20 20:00:00,9563,48425
2019-06-20 22:00:00,8363,44618
2019-06-21 00:00:00,9955,46960
2019-06-21 02:00:00,7096,40534
2019-06-21 04:00:00,6823,36801
2019-06-21 06:00:00,6945,38574
2019-06-21 08:00:00,9164,47598
2019-06-21 10:00:00,11032,51370
2019-06-21 12:00:00,9913,52963
2019-06-21 14:00:00,8281,51685
2019-06-21 16:00:00,8256,49291
2019-06-21 18:00:00,9067,47789
2019-06-21 20:00:00,9405,46500
2019-06-21 22:00:00,7747,43139
2019-06-22 00:00:00,8962,46277
2019-06-22 02:00:00,7387,39492
2019-06-22 04:00:00,6599,35151
2019-06-22 06:00:00,6475,34206
2019-06-22 08:00:00,7142,37827
2019-06-22 10:00:00,8200,43330
2019-06-22 12:00:00,8400,45847
2019-06-22 14:00:00,7742,45200
2019-06-22 16:00:00,7369,42452
2019-06-22 18:00:00,7432,41682
2019-06-22 20:00:00,8547,41669
2019-06-22 22:00:00,7778,39954
2019-06-23 00:00:00,8648,44000
2019-06-23 02:00:00,7164,37565
2019-06-23 04:00:00,6711,33018
2019-06-23 06:00:00,6238,31358
2019-06-23 08:00:00,7159,33775
2019-06-23 10:00:00,7200,39453
2019-06-23 12:00:00,6918,42966
2019-06-23 14:00:00,5988,42103
2019-06-23 16:00:00,5828,39649
2019-06-23 18:00:00,6869,39932
2019-06-23 20:00:00,8449,42205
2019-06-23 22:00:00,8496,41800
2019-06-24 00:00:00,9276,44766
2019-06-24 02:00:00,6929,38203
2019-06-24 04:00:00,6178,34652
2019-06-24 06:00:00,6664,37635
2019-06-24 08:00:00,8387,46925
2019-06-24 10:00:00,10177,51905
2019-06-24 12:00:00,8740,54644
2019-06-24 14:00:00,7663,54442
2019-06-24 16:00:00,7363,52625
2019-06-24 18:00:00,8873,51395
2019-06-24 20:00:00,10675,50866
2019-06-24 22:00:00,8137,46833
2019-06-25 00:00:00,7859,48141
2019-06-25 02:00:00,7293,41474
2019-06-25 04:00:00,5765,37974
2019-06-25 06:00:00,6391,40150
2019-06-25 08:00:00,8321,49051
2019-06-25 10:00:00,9196,53805
2019-06-25 12:00:00,8486,56276
2019-06-25 14:00:00,8737,56123
2019-06-25 16:00:00,8854,54662
2019-06-25 18:00:00,8647,53500
2019-06-25 20:00:00,9914,52176
2019-06-25 22:00:00,8404,48316
2019-06-26 00:00:00,8390,49675
2019-06-26 02:00:00,6929,42407
2019-06-26 04:00:00,6044,38625
2019-06-26 06:00:00,6594,40519
2019-06-26 08:00:00,8228,49171
2019-06-26 10:00:00,9502,54707
2019-06-26 12:00:00,9054,57505
2019-06-26 14:00:00,7876,57331
2019-06-26 16:00:00,7410,55597
2019-06-26 18:00:00,8243,54505
2019-06-26 20:00:00,9833,53411
2019-06-26 22:00:00,7852,49308
2019-06-27 00:00:00,7619,50509
2019-06-27 02:00:00,6830,43406
2019-06-27 04:00:00,6081,39601
2019-06-27 06:00:00,6764,41657
2019-06-27 08:00:00,8293,50108
2019-06-27 10:00:00,9059,55124
2019-06-27 12:00:00,7143,58034
2019-06-27 14:00:00,7066,57788
2019-06-27 16:00:00,6966,56392
2019-06-27 18:00:00,7845,55168
2019-06-27 20:00:00,10517,53694
2019-06-27 22:00:00,7678,49850
2019-06-28 00:00:00,7451,50462
2019-06-28 02:00:00,6254,43425
2019-06-28 04:00:00,5965,39505
2019-06-28 06:00:00,6264,41263
2019-06-28 08:00:00,8646,49498
2019-06-28 10:00:00,11255,54597
2019-06-28 12:00:00,7997,57006
2019-06-28 14:00:00,7061,56606
2019-06-28 16:00:00,6912,55066
2019-06-28 18:00:00,8647,53870
2019-06-28 20:00:00,10182,51847
2019-06-28 22:00:00,9087,48590
2019-06-29 00:00:00,9447,49735
2019-06-29 02:00:00,6687,42259
2019-06-29 04:00:00,5599,37782
2019-06-29 06:00:00,5687,36740
2019-06-29 08:00:00,6101,40495
2019-06-29 10:00:00,7401,46834
2019-06-29 12:00:00,6434,50101
2019-06-29 14:00:00,6493,50095
2019-06-29 16:00:00,7235,48355
2019-06-29 18:00:00,8343,48008
2019-06-29 20:00:00,10722,47346
2019-06-29 22:00:00,8495,44799
2019-06-30 00:00:00,8077,47069
2019-06-30 02:00:00,7499,40412
2019-06-30 04:00:00,7147,36132
2019-06-30 06:00:00,6060,34412
2019-06-30 08:00:00,5894,36553
2019-06-30 10:00:00,6333,42192
2019-06-30 12:00:00,6160,45637
2019-06-30 14:00:00,6082,45434
2019-06-30 16:00:00,5148,43487
2019-06-30 18:00:00,6253,43398
2019-06-30 20:00:00,8864,45179
2019-06-30 22:00:00,8611,44074
2019-07-01 00:00:00,8933,45979
2019-07-01 02:00:00,6529,39358
2019-07-01 04:00:00,6113,36025
