ville,inscrits,score,revenu_median,circle,color
Arignac,619.0,17.8,22030.0,12.4,grey
Arnave,177.0,14.1,21290.0,6.7,grey
Arrien-en-Bethmale,109.0,31.5,21080.0,5.2,grey
Artigat,445.0,20.0,20120.0,10.5,grey
Artix,103.0,20.4,21790.0,5.1,grey
Arvigna,181.0,23.1,22460.0,6.7,grey
Ascou,101.0,13.1,17080.0,5.0,grey
Aston,213.0,18.1,20430.0,7.3,grey
Audressein,131.0,18.5,17440.0,5.7,grey
Aulus-les-Bains,172.0,29.1,18180.0,6.6,grey
Auzat,525.0,16.4,18090.0,11.5,grey
Ax-les-Thermes,888.0,27.5,20250.0,14.9,grey
Balaguères,201.0,21.6,19960.0,7.1,grey
La Bastide-de-Besplas,276.0,20.7,20070.0,8.3,grey
La Bastide-de-Bousignac,252.0,19.6,18490.0,7.9,grey
La Bastide-de-Lordat,212.0,16.2,22280.0,7.3,grey
La Bastide-du-Salat,160.0,17.9,21440.0,6.3,grey
La Bastide-de-Sérou,739.0,17.4,18900.0,13.6,grey
La Bastide-sur-l'Hers,576.0,11.9,18120.0,12.0,grey
Baulou,161.0,25.9,19840.0,6.3,grey
Bédeilhac-et-Aynat,169.0,12.2,20820.0,6.5,grey
Bélesta,861.0,16.2,18610.0,14.7,grey
Bénac,161.0,17.5,22020.0,6.3,grey
Benagues,336.0,18.1,22200.0,9.2,grey
Bénaix,127.0,12.1,18740.0,5.6,grey
Besset,130.0,30.2,21060.0,5.7,grey
Betchat,307.0,21.5,20760.0,8.8,grey
Bethmale,119.0,18.0,17880.0,5.5,grey
Bézac,319.0,25.1,22190.0,8.9,grey
Biert,307.0,11.2,15440.0,8.8,grey
Bompas,150.0,17.8,20670.0,6.1,grey
Bonac-Irazein,137.0,14.3,17390.0,5.9,grey
Bonnac,563.0,16.7,19070.0,11.9,grey
Les Bordes-sur-Arize,433.0,15.6,18200.0,10.4,grey
Bordes-Uchentein,184.0,15.7,17750.0,6.8,grey
Le Bosc,158.0,14.2,16420.0,6.3,grey
Boussenac,247.0,19.3,16600.0,7.9,grey
Brassac,556.0,14.5,21500.0,11.8,grey
Brie,179.0,14.2,21890.0,6.7,grey
Les Cabannes,314.0,24.0,22600.0,8.9,grey
Cadarcet,224.0,14.4,20560.0,7.5,grey
Camarade,146.0,10.3,18050.0,6.0,grey
Camon,92.0,28.4,18470.0,4.8,grey
Campagne-sur-Arize,246.0,18.8,17680.0,7.8,grey
Canté,183.0,13.4,20060.0,6.8,grey
Capoulet-et-Junac,181.0,19.6,20070.0,6.7,grey
Carla-Bayle,537.0,13.4,18430.0,11.6,grey
Carla-de-Roquefort,132.0,16.0,19260.0,5.7,grey
Le Carlaret,205.0,16.2,19990.0,7.2,grey
Castelnau-Durban,340.0,24.5,18470.0,9.2,grey
Castillon-en-Couserans,300.0,23.0,18670.0,8.7,grey
Caumont,263.0,18.1,19950.0,8.1,grey
Cazavet,183.0,17.1,20160.0,6.8,grey
Celles,122.0,21.0,18280.0,5.5,grey
Cérizols,130.0,18.6,19860.0,5.7,grey
Cescau,130.0,17.6,19500.0,5.7,grey
Cos,306.0,27.4,23870.0,8.7,grey
Coussa,203.0,22.6,22560.0,7.1,grey
Coutens,147.0,30.1,20840.0,6.1,grey
Crampagna,638.0,22.8,22100.0,12.6,grey
Dalou,614.0,15.9,21200.0,12.4,grey
Daumazan-sur-Arize,552.0,19.3,17940.0,11.7,grey
Dreuilhe,309.0,19.1,19700.0,8.8,grey
Dun,573.0,14.4,19400.0,12.0,grey
Durban-sur-Arize,163.0,10.8,17860.0,6.4,grey
Durfort,118.0,15.6,17250.0,5.4,grey
Engomer,268.0,12.0,18680.0,8.2,grey
Ercé,477.0,20.4,18650.0,10.9,grey
Erp,109.0,18.6,16630.0,5.2,grey
Esclagne,110.0,10.8,19590.0,5.2,grey
Escosse,269.0,20.5,19130.0,8.2,grey
Esplas-de-Sérou,157.0,9.2,15230.0,6.3,grey
Eycheil,429.0,17.8,20740.0,10.4,grey
Fabas,244.0,15.3,17320.0,7.8,grey
Ferrières-sur-Ariège,590.0,18.7,23430.0,12.1,grey
Foix,6646.0,21.1,20160.0,40.8,grey
Fornex,110.0,6.7,19540.0,5.2,grey
Le Fossat,752.0,19.0,19580.0,13.7,grey
Fougax-et-Barrineuf,345.0,14.5,17240.0,9.3,grey
Gabre,87.0,17.1,16200.0,4.7,grey
Gajan,267.0,17.1,21980.0,8.2,grey
Galey,146.0,18.9,15260.0,6.0,grey
Ganac,556.0,19.2,21160.0,11.8,grey
Garanou,129.0,23.7,21600.0,5.7,grey
Gaudiès,199.0,9.2,19470.0,7.1,grey
Gudas,148.0,14.9,19830.0,6.1,grey
L'Herm,176.0,14.4,20630.0,6.6,grey
Ignaux,183.0,25.5,24210.0,6.8,grey
Ilhat,108.0,16.0,20300.0,5.2,grey
Les Issards,213.0,17.9,22460.0,7.3,grey
Labatut,143.0,25.6,22870.0,6.0,grey
Lacave,115.0,18.9,25420.0,5.4,grey
Lacourt,179.0,14.3,17370.0,6.7,grey
Lagarde,189.0,18.2,18700.0,6.9,grey
Lapenne,103.0,13.5,17970.0,5.1,grey
Laroque-d'Olmes,1930.0,17.6,18240.0,22.0,grey
Lasserre,216.0,15.7,18500.0,7.3,grey
Lavelanet,4690.0,19.6,17650.0,34.2,grey
Léran,444.0,18.8,18250.0,10.5,grey
Lescure,414.0,20.5,20320.0,10.2,grey
Lesparrou,205.0,20.9,19050.0,7.2,grey
Leychert,85.0,11.0,21160.0,4.6,grey
Lézat-sur-Lèze,1742.0,25.1,20430.0,20.9,grey
Lieurac,148.0,17.1,19820.0,6.1,grey
Limbrassac,91.0,12.0,21720.0,4.8,grey
Lissac,198.0,16.7,21480.0,7.0,grey
Loubens,209.0,15.7,21960.0,7.2,grey
Loubières,249.0,14.8,21930.0,7.9,grey
Luzenac,364.0,24.2,21950.0,9.5,grey
Madière,241.0,13.2,18600.0,7.8,grey
Manses,99.0,9.9,20560.0,5.0,grey
Le Mas-d'Azil,982.0,17.5,17530.0,15.7,grey
Massat,635.0,14.6,15210.0,12.6,grey
Mazères,2947.0,22.1,20460.0,27.1,grey
Mercenac,332.0,15.7,21460.0,9.1,grey
Mercus-Garrabet,934.0,14.3,20820.0,15.3,grey
Mérens-les-Vals,164.0,13.6,19190.0,6.4,grey
Mérigon,97.0,7.7,16800.0,4.9,grey
Miglos,156.0,26.3,17730.0,6.2,grey
Mirepoix,2537.0,21.9,19300.0,25.2,grey
Montardit,195.0,19.9,18770.0,7.0,grey
Montaut,569.0,22.7,20450.0,11.9,grey
Montégut-Plantaurel,261.0,19.7,18260.0,8.1,grey
Montels,157.0,12.1,19480.0,6.3,grey
Montesquieu-Avantès,207.0,10.4,17010.0,7.2,grey
Montferrier,538.0,19.3,18390.0,11.6,grey
Montgaillard,1112.0,20.4,21710.0,16.7,grey
Montgauch,116.0,26.4,19830.0,5.4,grey
Montjoie-en-Couserans,860.0,19.8,21460.0,14.7,grey
Montoulieu,341.0,18.6,20420.0,9.2,grey
Montségur,123.0,18.7,17010.0,5.5,grey
Moulin-Neuf,181.0,18.3,18960.0,6.7,grey
Moulis,681.0,21.0,20710.0,13.0,grey
Nalzen,110.0,27.6,20770.0,5.2,grey
Niaux,132.0,14.4,19640.0,5.7,grey
Orgibet,150.0,15.8,17430.0,6.1,grey
Orlu,141.0,21.1,22720.0,5.9,grey
Ornolac-Ussat-les-Bains,173.0,18.9,19040.0,6.6,grey
Oust,440.0,17.8,17850.0,10.5,grey
Pailhès,379.0,15.1,17200.0,9.7,grey
Pamiers,9170.0,21.2,18320.0,47.9,grey
Péreille,163.0,22.1,22630.0,6.4,grey
Perles-et-Castelet,208.0,13.6,22860.0,7.2,grey
Le Peyrat,388.0,14.4,18740.0,9.8,grey
Le Port,179.0,14.3,14560.0,6.7,grey
Pradières,99.0,17.7,20530.0,5.0,grey
Prat-Bonrepaux,631.0,21.8,19050.0,12.6,grey
Prayols,332.0,18.5,23240.0,9.1,grey
Les Pujols,613.0,21.5,21240.0,12.4,grey
Quérigut,142.0,12.0,19080.0,6.0,grey
Quié,224.0,19.7,21180.0,7.5,grey
Rabat-les-Trois-Seigneurs,334.0,23.4,19780.0,9.1,grey
Rieucros,502.0,20.3,18910.0,11.2,grey
Rieux-de-Pelleport,942.0,20.3,21460.0,15.3,grey
Rimont,430.0,19.1,18800.0,10.4,grey
Rivèrenert,173.0,18.1,16430.0,6.6,grey
Roquefixade,124.0,29.2,22520.0,5.6,grey
Roumengoux,157.0,17.2,23520.0,6.3,grey
Sabarat,283.0,19.8,18320.0,8.4,grey
Saint-Amadou,185.0,21.4,21030.0,6.8,grey
Sainte-Croix-Volvestre,537.0,18.2,18830.0,11.6,grey
Saint-Félix-de-Rieutord,377.0,21.5,22140.0,9.7,grey
Saint-Félix-de-Tournegat,121.0,15.6,19480.0,5.5,grey
Saint-Girons,4526.0,23.3,19340.0,33.6,grey
Saint-Jean-d'Aigues-Vives,324.0,16.4,19800.0,9.0,grey
Saint-Jean-de-Verges,829.0,21.8,21760.0,14.4,grey
Saint-Jean-du-Falga,2073.0,22.5,21050.0,22.8,grey
Saint-Lary,149.0,18.8,14700.0,6.1,grey
Saint-Lizier,993.0,23.2,22910.0,15.8,grey
Saint-Martin-de-Caralp,298.0,20.0,22590.0,8.6,grey
Saint-Martin-d'Oydes,166.0,15.6,19310.0,6.4,grey
Saint-Paul-de-Jarrat,1056.0,21.6,20630.0,16.2,grey
Saint-Pierre-de-Rivière,567.0,20.4,22750.0,11.9,grey
Saint-Quentin-la-Tour,241.0,26.3,19440.0,7.8,grey
Saint-Quirc,283.0,22.2,22130.0,8.4,grey
Saint-Victor-Rouzaud,178.0,17.9,19410.0,6.7,grey
Saint-Ybars,541.0,18.7,20700.0,11.6,grey
Saurat,648.0,16.9,17980.0,12.7,grey
Sautel,106.0,8.0,17590.0,5.1,grey
Saverdun,3597.0,19.0,20430.0,30.0,grey
Savignac-les-Ormeaux,315.0,21.8,19500.0,8.9,grey
Ségura,146.0,17.9,19740.0,6.0,grey
Seix,675.0,24.2,18120.0,13.0,grey
Lorp-Sentaraille,999.0,24.4,20020.0,15.8,grey
Sentein,186.0,17.4,15650.0,6.8,grey
Sentenac-d'Oust,127.0,21.6,14810.0,5.6,grey
Serres-sur-Arget,669.0,14.2,21770.0,12.9,grey
Siguer,155.0,24.2,19430.0,6.2,grey
Sinsat,146.0,20.0,19530.0,6.0,grey
Soueix-Rogalle,352.0,15.8,19610.0,9.4,grey
Soula,160.0,22.1,22140.0,6.3,grey
Soulan,351.0,20.1,17970.0,9.4,grey
Surba,331.0,23.0,22340.0,9.1,grey
Tabre,276.0,23.1,21040.0,8.3,grey
Tarascon-sur-Ariège,1956.0,20.1,17920.0,22.1,grey
Taurignan-Castet,142.0,14.4,22280.0,6.0,grey
Taurignan-Vieux,184.0,24.5,20910.0,6.8,grey
Teilhet,134.0,8.8,19710.0,5.8,grey
La Tour-du-Crieu,2338.0,22.7,21430.0,24.2,grey
Tourtouse,150.0,19.7,15860.0,6.1,grey
Tourtrol,221.0,26.3,20990.0,7.4,grey
Trémoulet,84.0,17.6,16630.0,4.6,grey
Unac,105.0,17.3,20860.0,5.1,grey
Unzent,98.0,7.4,20050.0,4.9,grey
Ussat,248.0,25.7,20890.0,7.9,grey
Ustou,338.0,17.3,17760.0,9.2,grey
Varilhes,2671.0,21.0,21460.0,25.8,grey
Vèbre,146.0,15.0,20860.0,6.0,grey
Ventenac,192.0,17.7,18460.0,6.9,grey
Verdun,191.0,17.3,23460.0,6.9,grey
Vernajoul,533.0,23.1,22780.0,11.5,grey
Le Vernet,513.0,17.4,21150.0,11.3,grey
Verniolle,1848.0,22.2,22560.0,21.5,grey
Vicdessos,571.0,27.6,20320.0,11.9,grey
Villeneuve-d'Olmes,834.0,19.2,18760.0,14.4,grey
Villeneuve-du-Latou,107.0,10.6,19400.0,5.2,grey
Villeneuve-du-Paréage,576.0,16.4,22330.0,12.0,grey
Vira,135.0,23.7,19390.0,5.8,grey
Viviès,103.0,13.5,15540.0,5.1,grey
Sainte-Suzanne,197.0,16.3,21320.0,7.0,grey
Ailleville,198.0,26.8,20170.0,7.0,grey
Aix-Villemaur-Pâlis,2640.0,22.9,19570.0,25.7,grey
Allibaudières,159.0,16.5,21190.0,6.3,grey
Amance,205.0,21.2,19890.0,7.2,grey
Arcis-sur-Aube,1859.0,24.3,19340.0,21.6,grey
Arconville,80.0,25.0,24380.0,4.5,grey
Argançon,90.0,27.7,24100.0,4.7,grey
Arrentières,160.0,31.3,25840.0,6.3,grey
Arsonval,227.0,31.3,22560.0,7.5,grey
Assenay,119.0,16.8,22020.0,5.5,grey
Assencières,142.0,25.2,22730.0,6.0,grey
Aubeterre,246.0,27.5,22700.0,7.8,grey
Aulnay,94.0,34.8,21480.0,4.8,grey
Auxon,686.0,19.3,20240.0,13.1,grey
Val-d'Auzon,288.0,26.2,22430.0,8.5,grey
Avant-lès-Marcilly,345.0,23.1,23760.0,9.3,grey
Avant-lès-Ramerupt,124.0,22.4,23950.0,5.6,grey
Avirey-Lingey,162.0,22.3,25260.0,6.4,grey
Avon-la-Pèze,152.0,27.0,23310.0,6.2,grey
Avreuil,138.0,32.0,22270.0,5.9,grey
Bagneux-la-Fosse,155.0,39.5,26400.0,6.2,grey
Balnot-la-Grange,100.0,21.0,20710.0,5.0,grey
Balnot-sur-Laignes,148.0,20.4,31290.0,6.1,grey
Barberey-Saint-Sulpice,974.0,23.9,21680.0,15.6,grey
Barbuise,349.0,15.3,22280.0,9.3,grey
Baroville,268.0,27.9,26200.0,8.2,grey
Bar-sur-Aube,3062.0,25.4,18330.0,27.7,grey
Bar-sur-Seine,1771.0,23.2,18080.0,21.0,grey
Bayel,544.0,20.5,18930.0,11.7,grey
Bercenay-en-Othe,367.0,24.3,21700.0,9.6,grey
Bercenay-le-Hayer,149.0,15.4,20650.0,6.1,grey
Bergères,105.0,29.2,23200.0,5.1,grey
Bernon,140.0,26.1,19030.0,5.9,grey
Bérulle,203.0,21.9,20050.0,7.1,grey
Bessy,98.0,27.8,23230.0,4.9,grey
Beurey,160.0,29.8,24430.0,6.3,grey
Bligny,151.0,22.9,28260.0,6.1,grey
Les Bordes-Aumont,397.0,24.5,24590.0,10.0,grey
Bossancourt,168.0,18.7,19540.0,6.5,grey
Bouilly,762.0,27.7,23090.0,13.8,grey
Boulages,169.0,31.3,23070.0,6.5,grey
Bouranton,482.0,27.1,22820.0,11.0,grey
Bourdenay,113.0,25.0,22940.0,5.3,grey
Bourguignons,211.0,22.4,21870.0,7.3,grey
Bouy-Luxembourg,175.0,24.4,22470.0,6.6,grey
Bragelogne-Beauvoir,210.0,29.3,24530.0,7.2,grey
Braux,99.0,17.4,20540.0,5.0,grey
Bréviandes,1932.0,31.7,22160.0,22.0,grey
Brévonnes,526.0,18.8,20090.0,11.5,grey
Briel-sur-Barse,154.0,23.0,21790.0,6.2,grey
Brienne-la-Vieille,324.0,23.5,20640.0,9.0,grey
Brienne-le-Château,1852.0,27.8,19660.0,21.5,grey
Bucey-en-Othe,362.0,25.8,24250.0,9.5,grey
Buchères,1296.0,25.5,23370.0,18.0,grey
Buxeuil,112.0,33.3,33780.0,5.3,grey
Buxières-sur-Arce,103.0,28.0,26220.0,5.1,grey
Celles-sur-Ource,407.0,40.9,26890.0,10.1,grey
Chalette-sur-Voire,98.0,19.2,21140.0,4.9,grey
Chamoy,373.0,29.8,21330.0,9.7,grey
Champfleury,96.0,23.6,22540.0,4.9,grey
Champignol-lez-Mondeville,248.0,21.0,24810.0,7.9,grey
Channes,95.0,41.4,27550.0,4.9,grey
Chaource,751.0,22.7,19480.0,13.7,grey
La Chapelle-Saint-Luc,6097.0,24.0,15370.0,39.0,grey
Chapelle-Vallon,174.0,17.6,22440.0,6.6,grey
Chappes,249.0,26.8,22740.0,7.9,grey
Charmont-sous-Barbuise,811.0,25.9,25190.0,14.2,grey
Charny-le-Bachot,194.0,20.9,22010.0,7.0,grey
Châtres,466.0,24.0,21890.0,10.8,grey
Chauchigny,178.0,22.2,22180.0,6.7,grey
Chaudrey,110.0,21.7,22230.0,5.2,grey
Chauffour-lès-Bailly,103.0,18.8,20430.0,5.1,grey
Chavanges,470.0,26.1,18940.0,10.8,grey
Le Chêne,242.0,29.3,20410.0,7.8,grey
Chennegy,373.0,23.4,21830.0,9.7,grey
Chervey,140.0,19.6,25450.0,5.9,grey
Chesley,254.0,30.5,19490.0,8.0,grey
Chessy-les-Prés,397.0,22.5,21400.0,10.0,grey
Clérey,878.0,28.1,21950.0,14.8,grey
Coclois,117.0,28.9,21300.0,5.4,grey
Colombé-la-Fosse,150.0,37.7,27520.0,6.1,grey
Colombé-le-Sec,113.0,25.0,28140.0,5.3,grey
Cormost,256.0,24.6,23240.0,8.0,grey
Courceroy,98.0,23.9,22460.0,4.9,grey
Coursan-en-Othe,89.0,23.3,22140.0,4.7,grey
Courtenot,189.0,19.5,23700.0,6.9,grey
Courteranges,474.0,21.5,23580.0,10.9,grey
Courteron,106.0,24.7,25410.0,5.1,grey
Coussegrey,119.0,24.2,18640.0,5.5,grey
Couvignon,178.0,24.3,23050.0,6.7,grey
Crancey,492.0,22.6,20300.0,11.1,grey
Creney-près-Troyes,1499.0,27.3,23720.0,19.4,grey
Crésantignes,256.0,29.7,23780.0,8.0,grey
Crespy-le-Neuf,93.0,24.6,21620.0,4.8,grey
Cunfin,173.0,19.7,21900.0,6.6,grey
Cussangy,155.0,19.7,21360.0,6.2,grey
Dampierre,254.0,27.9,20740.0,8.0,grey
Davrey,183.0,14.3,18540.0,6.8,grey
Dienville,714.0,19.8,21290.0,13.4,grey
Dierrey-Saint-Julien,215.0,19.5,23890.0,7.3,grey
Dierrey-Saint-Pierre,217.0,14.4,21520.0,7.4,grey
Dolancourt,121.0,22.0,22950.0,5.5,grey
Dosches,246.0,29.9,23130.0,7.8,grey
Dosnon,94.0,28.6,21660.0,4.8,grey
Droupt-Saint-Basle,275.0,11.1,20970.0,8.3,grey
Droupt-Sainte-Marie,213.0,21.4,23400.0,7.3,grey
Eaux-Puiseaux,198.0,29.1,21580.0,7.0,grey
Eguilly-sous-Bois,103.0,37.7,23070.0,5.1,grey
Epagne,109.0,31.6,20370.0,5.2,grey
Epothémont,134.0,23.6,21710.0,5.8,grey
Ervy-le-Châtel,759.0,23.5,18250.0,13.8,grey
Essoyes,519.0,23.8,20600.0,11.4,grey
Estissac,1318.0,23.9,19930.0,18.2,grey
Etourvy,165.0,28.7,22780.0,6.4,grey
Etrelles-sur-Aube,119.0,20.2,21220.0,5.5,grey
Faux-Villecerf,185.0,35.4,21990.0,6.8,grey
Fays-la-Chapelle,114.0,19.2,20610.0,5.3,grey
Ferreux-Quincey,329.0,18.8,22080.0,9.1,grey
Feuges,232.0,26.4,24710.0,7.6,grey
Fontaine,201.0,29.7,22920.0,7.1,grey
Fontaine-les-Grès,627.0,29.1,19970.0,12.5,grey
Fontaine-Mâcon,482.0,16.2,22980.0,11.0,grey
Fontette,157.0,27.9,38250.0,6.3,grey
Fontvannes,482.0,23.7,21240.0,11.0,grey
La Fosse-Corduan,176.0,28.5,22920.0,6.6,grey
Fouchères,357.0,18.6,22530.0,9.4,grey
Fresnoy-le-Château,241.0,14.3,24900.0,7.8,grey
Gélannes,509.0,20.9,21270.0,11.3,grey
Géraudot,308.0,24.0,21750.0,8.8,grey
Les Grandes-Chapelles,297.0,18.5,20510.0,8.6,grey
Gumery,176.0,27.5,23980.0,6.6,grey
Gyé-sur-Seine,336.0,22.2,24980.0,9.2,grey
Hampigny,192.0,12.5,18900.0,6.9,grey
Herbisse,127.0,30.2,23910.0,5.6,grey
Isle-Aumont,402.0,29.5,24090.0,10.0,grey
Isle-Aubigny,132.0,29.8,19130.0,5.7,grey
Jasseines,134.0,29.1,19360.0,5.8,grey
Jaucourt,119.0,16.9,24230.0,5.5,grey
Javernant,120.0,29.9,24230.0,5.5,grey
Jessains,216.0,23.9,22450.0,7.3,grey
Jeugny,370.0,19.8,21330.0,9.6,grey
Joncreuil,72.0,38.0,16520.0,4.2,grey
Jully-sur-Sarce,229.0,30.5,22550.0,7.6,grey
Juvancourt,107.0,20.7,17650.0,5.2,grey
Juzanvigny,102.0,24.2,17860.0,5.0,grey
Lagesse,172.0,18.1,19440.0,6.6,grey
Laines-aux-Bois,447.0,30.9,25730.0,10.6,grey
Landreville,347.0,26.6,24660.0,9.3,grey
Lantages,172.0,28.0,22800.0,6.6,grey
Laubressel,430.0,27.1,24640.0,10.4,grey
Lavau,712.0,25.9,23300.0,13.3,grey
Lentilles,99.0,26.3,17430.0,5.0,grey
Lesmont,222.0,24.7,21080.0,7.4,grey
Lhuître,221.0,25.6,20840.0,7.4,grey
Lignières,156.0,23.2,20190.0,6.2,grey
Lignol-le-Château,148.0,26.9,24530.0,6.1,grey
Loches-sur-Ource,263.0,27.1,23560.0,8.1,grey
Les Loges-Margueron,137.0,16.2,20790.0,5.9,grey
Longchamp-sur-Aujon,307.0,23.9,20930.0,8.8,grey
Longeville-sur-Mogne,107.0,27.0,20970.0,5.2,grey
Longsols,118.0,28.3,23210.0,5.4,grey
Longueville-sur-Aube,110.0,22.4,24060.0,5.2,grey
La Louptière-Thénard,218.0,25.0,23270.0,7.4,grey
Lusigny-sur-Barse,1563.0,26.8,22360.0,19.8,grey
Luyères,360.0,35.3,23830.0,9.5,grey
Macey,705.0,32.8,25430.0,13.3,grey
Machy,82.0,16.1,20320.0,4.5,grey
Magnant,123.0,24.2,25140.0,5.5,grey
Magny-Fouchard,202.0,28.6,21330.0,7.1,grey
Mailly-le-Camp,871.0,23.3,20380.0,14.8,grey
Maisons-lès-Chaource,136.0,15.0,20080.0,5.8,grey
Maizières-la-Grande-Paroisse,1204.0,21.8,21390.0,17.3,grey
Maizières-lès-Brienne,129.0,15.7,20890.0,5.7,grey
Maraye-en-Othe,365.0,18.6,21750.0,9.6,grey
Marcilly-le-Hayer,437.0,17.7,20000.0,10.5,grey
Marigny-le-Châtel,1211.0,19.4,21340.0,17.4,grey
Marnay-sur-Seine,208.0,17.4,21710.0,7.2,grey
Marolles-lès-Bailly,84.0,18.3,22730.0,4.6,grey
Marolles-sous-Lignières,268.0,21.8,20200.0,8.2,grey
Mathaux,163.0,17.9,19770.0,6.4,grey
Mergey,510.0,28.2,23750.0,11.3,grey
Le Mériot,405.0,15.9,23340.0,10.1,grey
Merrey-sur-Arce,231.0,21.8,23210.0,7.6,grey
Méry-sur-Seine,968.0,21.0,19800.0,15.6,grey
Mesgrigny,177.0,24.2,20620.0,6.7,grey
Mesnil-Saint-Loup,443.0,39.4,20750.0,10.5,grey
Mesnil-Saint-Père,324.0,20.2,21120.0,9.0,grey
Mesnil-Sellières,493.0,24.5,23430.0,11.1,grey
Messon,372.0,23.5,25090.0,9.6,grey
Meurville,156.0,25.4,35130.0,6.2,grey
Montaulin,624.0,24.3,23460.0,12.5,grey
Montceaux-lès-Vaudes,206.0,23.8,22100.0,7.2,grey
Montfey,113.0,15.6,22380.0,5.3,grey
Montgueux,332.0,35.2,27700.0,9.1,grey
Montiéramey,345.0,29.5,21510.0,9.3,grey
Montier-en-l'Isle,206.0,20.9,21880.0,7.2,grey
Montigny-les-Monts,239.0,16.0,21060.0,7.7,grey
Montmorency-Beaufort,124.0,16.5,21320.0,5.6,grey
Montpothier,264.0,15.7,23470.0,8.1,grey
Montreuil-sur-Barse,236.0,25.2,25010.0,7.7,grey
Montsuzain,302.0,29.3,22800.0,8.7,grey
Morvilliers,235.0,14.5,20590.0,7.7,grey
La Motte-Tilly,280.0,24.8,22020.0,8.4,grey
Moussey,469.0,28.2,22660.0,10.8,grey
Mussy-sur-Seine,651.0,21.6,18970.0,12.8,grey
Neuville-sur-Seine,328.0,28.8,27730.0,9.1,grey
Neuville-sur-Vannes,376.0,20.0,21330.0,9.7,grey
Noë-les-Mallets,104.0,23.2,53500.0,5.1,grey
Les Noës-près-Troyes,2081.0,26.5,17560.0,22.8,grey
Nogent-sur-Aube,238.0,22.4,21110.0,7.7,grey
Nogent-sur-Seine,3478.0,23.2,19370.0,29.5,grey
Nozay,124.0,35.6,26140.0,5.6,grey
Onjon,221.0,34.1,21950.0,7.4,grey
Origny-le-Sec,471.0,20.6,21890.0,10.9,grey
Ormes,144.0,29.8,22690.0,6.0,grey
Orvilliers-Saint-Julien,254.0,23.4,21520.0,8.0,grey
Ossey-les-Trois-Maisons,407.0,16.7,20260.0,10.1,grey
Paisy-Cosdon,264.0,24.9,22410.0,8.1,grey
Pargues,98.0,23.3,21790.0,4.9,grey
Pars-lès-Romilly,603.0,22.9,21400.0,12.3,grey
Le Pavillon-Sainte-Julie,243.0,21.7,25380.0,7.8,grey
Payns,989.0,22.1,22990.0,15.7,grey
Pel-et-Der,120.0,24.4,22150.0,5.5,grey
Périgny-la-Rose,105.0,16.0,20190.0,5.1,grey
Petit-Mesnil,189.0,37.3,21840.0,6.9,grey
Piney,985.0,25.5,20140.0,15.7,grey
Plaines-Saint-Lange,204.0,20.1,20650.0,7.1,grey
Plancy-l'Abbaye,723.0,23.7,19340.0,13.4,grey
Planty,182.0,24.7,19860.0,6.7,grey
Plessis-Barbuise,128.0,16.3,22200.0,5.7,grey
Poivres,116.0,20.4,21100.0,5.4,grey
Polisot,234.0,25.6,25770.0,7.6,grey
Polisy,167.0,31.0,25350.0,6.5,grey
Pont-Sainte-Marie,2954.0,30.2,18570.0,27.2,grey
Pont-sur-Seine,764.0,16.5,19730.0,13.8,grey
Pouan-les-Vallées,440.0,22.3,23280.0,10.5,grey
Pougy,201.0,29.4,21450.0,7.1,grey
Pouy-sur-Vannes,121.0,23.7,20770.0,5.5,grey
Précy-Saint-Martin,157.0,26.0,22030.0,6.3,grey
Proverville,194.0,31.9,23060.0,7.0,grey
Prugny,282.0,25.0,23670.0,8.4,grey
Prunay-Belleville,195.0,33.3,21370.0,7.0,grey
Puits-et-Nuisement,161.0,13.2,21280.0,6.3,grey
Racines,125.0,16.7,18510.0,5.6,grey
Radonvilliers,281.0,19.0,20150.0,8.4,grey
Ramerupt,262.0,17.1,20980.0,8.1,grey
Rhèges,167.0,27.5,21210.0,6.5,grey
Les Riceys,892.0,27.0,24200.0,14.9,grey
Rigny-la-Nonneuse,118.0,10.3,23960.0,5.4,grey
Rigny-le-Ferron,244.0,16.9,20390.0,7.8,grey
Rilly-Sainte-Syre,197.0,33.5,22340.0,7.0,grey
La Rivière-de-Corps,2664.0,32.3,24160.0,25.8,grey
Romilly-sur-Seine,8237.0,20.6,17000.0,45.4,grey
Roncenay,121.0,25.5,23740.0,5.5,grey
Rosières-près-Troyes,2689.0,28.4,22670.0,25.9,grey
Rosnay-l'Hôpital,154.0,35.4,21760.0,6.2,grey
La Rothière,112.0,38.8,20920.0,5.3,grey
Rouilly-Sacey,296.0,31.1,22970.0,8.6,grey
Rouilly-Saint-Loup,418.0,23.1,23670.0,10.2,grey
Rouvres-les-Vignes,95.0,19.7,26740.0,4.9,grey
Rumilly-lès-Vaudes,400.0,25.7,21930.0,10.0,grey
Ruvigny,372.0,30.1,24690.0,9.6,grey
Saint-André-les-Vergers,8249.0,30.8,20040.0,45.4,grey
Saint-Aubin,431.0,17.7,21210.0,10.4,grey
Saint-Benoist-sur-Vanne,181.0,21.8,18030.0,6.7,grey
Saint-Benoît-sur-Seine,356.0,24.2,23910.0,9.4,grey
Saint-Etienne-sous-Barbuise,131.0,27.0,22530.0,5.7,grey
Saint-Flavy,212.0,18.3,21430.0,7.3,grey
Saint-Germain,1847.0,29.7,22550.0,21.5,grey
Saint-Hilaire-sous-Romilly,269.0,22.1,21050.0,8.2,grey
