code_commune,code_dep_min,MACRON,LE PEN
05097,05,100,95
06097,06,79,116
83097,83,1449,1686
84097,84,166,245
13097,13,3183,4138
90097,90,294,390
87097,87,267,271
64098,64,29,23
80098,80,15,47
02098,02,101,110
27098,27,21,31
57098,57,50,102
59098,59,1497,1145
91098,91,111,96
60098,60,57,62
21098,21,49,36
65098,65,105,86
70098,70,24,90
54098,54,48,54
25098,25,53,39
51098,51,59,29
31098,31,275,318
50098,50,165,167
33098,33,120,158
32098,32,120,64
24098,24,1119,597
08098,08,15,25
71098,71,40,82
63098,63,90,56
88098,88,286,241
01098,01,277,265
17098,17,197,213
89098,89,59,57
28098,28,504,417
10098,10,82,91
77098,77,63,128
38098,38,193,250
45098,45,1198,773
26098,26,62,39
11098,11,188,293
09098,09,12,35
2A098,2A,191,274
72098,72,113,179
30098,30,92,139
74098,74,609,268
67098,67,449,442
58098,58,26,47
37098,37,212,215
03098,03,1190,1059
12098,12,215,130
40098,40,132,90
46098,46,93,73
34098,34,34,53
47098,47,116,104
86098,86,33,49
53098,53,122,84
42098,42,173,175
43098,43,49,24
68098,68,164,216
81098,81,199,227
18098,18,34,37
41098,41,47,64
07098,07,29,33
23098,23,23,20
61098,61,137,121
16098,16,35,58
35098,35,364,297
85098,85,716,393
66098,66,75,77
19098,19,297,219
29098,29,968,373
22098,22,488,258
56098,56,6703,4037
15098,15,32,33
83098,83,3319,3254
73098,73,313,222
69098,69,90,178
05098,05,214,121
36098,36,40,33
82098,82,403,375
44098,44,1433,1289
48098,48,33,9
06098,06,48,36
84098,84,176,196
13098,13,1444,1989
14098,14,2198,1239
90098,90,72,58
64099,64,43,18
62099,62,1425,1482
80099,80,59,83
76099,76,211,202
02099,02,50,89
65099,65,39,39
57099,57,45,84
48099,48,551,524
59099,59,336,539
91099,91,753,841
21099,21,100,110
60099,60,45,57
70099,70,20,20
25099,25,68,43
51099,51,59,131
31099,31,105,80
50099,50,2848,2283
33099,33,1459,768
32099,32,24,21
52099,52,129,259
39099,39,109,142
08099,08,48,35
55099,55,31,44
71099,71,130,93
88099,88,443,385
01099,01,423,456
89099,89,422,537
17099,17,177,250
10099,10,119,161
38099,38,233,150
16099,16,54,52
49099,49,17726,6592
28099,28,216,338
77099,77,642,674
63099,63,1052,682
45099,45,129,146
26099,26,163,169
11099,11,512,714
09099,09,148,86
72099,72,119,211
2A099,2A,151,48
30099,30,101,56
74099,74,368,211
03099,03,128,91
67099,67,78,74
35099,35,1514,553
58099,58,34,55
37099,37,316,229
73099,73,122,111
40099,40,93,93
12099,12,106,74
34099,34,22,25
86099,86,346,242
47099,47,162,154
53099,53,480,207
42099,42,904,912
68099,68,246,261
43099,43,99,152
81099,81,3729,3145
18099,18,46,91
07099,07,141,165
41099,41,127,165
69099,69,318,398
23099,23,90,82
61099,61,82,79
19099,19,70,72
04099,04,41,35
29099,29,321,162
22099,22,361,204
56099,56,81,108
27099,27,238,185
85099,85,278,341
82099,82,129,146
66099,66,75,86
36099,36,79,83
44099,44,718,331
87099,87,101,118
05099,05,30,27
06099,06,312,612
83099,83,1779,2994
84099,84,1262,1410
13099,13,195,350
54099,54,1807,2027
90099,90,1164,1091
64100,64,1392,533
62100,62,491,599
80100,80,131,202
76100,76,419,306
02100,02,15,65
65100,65,1260,1287
27100,27,236,347
57100,57,44,57
59100,59,135,91
91100,91,201,188
21100,21,15,10
60100,60,28,36
14100,14,534,406
54100,54,238,230
70100,70,23,36
25100,25,129,141
31100,31,529,627
33100,33,321,374
32100,32,36,57
08100,08,33,16
24100,24,107,163
55100,55,26,24
39100,39,25,30
71100,71,64,57
88100,88,11,18
01100,01,38,46
16100,16,193,194
63100,63,107,94
17100,17,316,292
89100,89,282,486
28100,28,133,132
49100,49,129,126
10100,10,287,405
45100,45,267,80
26100,26,160,107
11100,11,4,13
09100,09,23,26
79100,79,865,464
72100,72,102,123
2A100,2A,9,24
30100,30,145,206
74100,74,232,226
03100,03,335,345
73100,73,568,543
67100,67,130,72
37100,37,105,81
46100,46,302,106
34100,34,28,34
12100,12,656,513
86100,86,1640,625
53100,53,393,216
47100,47,1731,1257
43100,43,45,59
68100,68,105,128
81100,81,98,130
18100,18,146,258
85100,85,856,561
07100,07,156,128
69100,69,2835,1666
23100,23,137,112
51100,51,24,38
61100,61,84,96
42100,42,105,76
84100,84,16,23
19100,19,305,288
29100,29,173,69
56100,56,565,441
15100,15,29,49
38100,38,734,538
77100,77,1137,1048
40100,40,98,93
41100,41,64,65
66100,66,44,38
36100,36,86,76
82100,82,36,46
44100,44,935,341
48100,48,22,60
87100,87,98,60
05100,05,276,195
83100,83,979,1370
06100,06,41,78
13100,13,3142,3161
90100,90,47,93
64101,64,201,137
62101,62,18,54
80101,80,134,314
76101,76,613,899
65101,65,218,227
02101,02,34,65
27101,27,110,161
57101,57,286,336
59101,59,56,98
21101,21,56,63
95101,95,165,261
14101,14,1913,564
54101,54,30,48
70101,70,105,206
60101,60,89,199
25101,25,153,164
31101,31,130,158
50101,50,63,67
33101,33,247,382
51101,51,250,177
52101,52,18,10
24101,24,87,93
39101,39,369,355
55101,55,83,112
71101,71,87,141
88101,88,302,344
17101,17,69,101
01101,01,55,48
38101,38,297,300
63101,63,24,29
77101,77,151,293
89101,89,96,136
16101,16,297,278
10101,10,36,54
45101,45,92,77
26101,26,60,30
11101,11,10,22
79101,79,748,427
72101,72,148,230
09101,09,67,87
2B101,2B,22,28
32101,32,60,62
30101,30,152,225
74101,74,202,141
58101,58,39,54
03101,03,2270,2239
67101,67,877,603
73101,73,37,13
35101,35,356,279
37101,37,48,54
46101,46,141,99
12101,12,355,229
34101,34,1049,1581
47101,47,332,363
53101,53,293,176
40101,40,163,115
68101,68,262,237
18101,18,97,80
43101,43,42,35
42101,42,52,49
07101,07,232,244
41101,41,296,289
23101,23,102,127
08101,08,31,62
44101,44,2206,946
84101,84,145,144
19101,19,342,307
29101,29,1639,614
22101,22,359,278
56101,56,2427,1913
04101,04,80,35
15101,15,176,177
61101,61,41,60
81101,81,355,424
85101,85,157,169
971101,971,4172,12184
66101,66,515,707
36101,36,389,482
82101,82,241,344
87101,87,36,23
83101,83,661,527
06101,06,54,112
13101,13,845,1058
05101,05,520,220
90101,90,41,111
971102,971,447,1276
64102,64,14131,7158
80102,80,106,125
02102,02,59,48
65102,65,14,5
27102,27,284,330
57102,57,984,849
59102,59,91,150
21102,21,36,63
60102,60,446,604
54102,54,243,166
70102,70,78,93
95102,95,152,90
25102,25,11,17
62102,62,93,76
31102,31,88,36
50102,50,483,141
33102,33,120,104
51102,51,162,106
52102,52,127,101
24102,24,1357,1077
39102,39,56,65
08102,08,22,39
55102,55,180,138
17102,17,368,341
88102,88,29,44
89102,89,626,583
01102,01,200,282
63102,63,190,231
77102,77,37,44
38102,38,179,186
49102,49,100,72
28102,28,177,247
16102,16,4740,3077
10102,10,52,46
26102,26,51,32
45102,45,123,111
11102,11,165,147
79102,79,88,130
72102,72,32,25
09102,09,51,39
2B102,2B,40,29
32102,32,42,58
74102,74,633,250
30102,30,137,171
03102,03,782,749
58102,58,338,473
67102,67,146,67
35102,35,182,109
46102,46,2873,1344
12102,12,925,545
34102,34,120,86
56102,56,668,580
47102,47,179,206
86102,86,172,162
40102,40,314,311
81102,81,102,83
53102,53,46,39
68102,68,130,148
18102,18,72,97
42102,42,345,179
85102,85,128,202
43102,43,237,446
07102,07,3488,2434
41102,41,118,111
69102,69,182,216
71102,71,256,146
05102,05,25,29
23102,23,65,99
19102,19,73,69
29102,29,255,260
15102,15,45,34
14102,14,339,248
61102,61,113,118
04102,04,67,93
36102,36,24,44
82102,82,47,127
66102,66,17,2
44102,44,1163,567
06102,06,34,71
84102,84,452,328
83102,83,492,956
13102,13,991,2350
90102,90,199,240
971103,971,3564,6504
80103,80,11,24
76103,76,2553,1041
65103,65,27,43
27103,27,1072,957
57103,57,40,45
59103,59,106,160
02103,02,228,424
21103,21,509,763
60103,60,737,1301
54103,54,61,72
91103,91,6405,3244
25103,25,209,168
64103,64,65,53
62103,62,44,41
31103,31,15,14
33103,33,26,7
52103,52,32,46
39103,39,109,63
08103,08,50,74
71103,71,73,75
55103,55,15,7
61103,61,46,59
01103,01,488,240
38103,38,133,88
63103,63,2227,1249
77103,77,66,73
32103,32,48,35
88103,88,22,29
28103,28,1451,1592
10103,10,40,49
16103,16,40,27
26103,26,125,114
45103,45,274,470
11103,11,227,310
72103,72,201,168
79103,79,771,449
09103,09,225,214
2A103,2A,258,579
74103,74,757,475
30103,30,287,310
58103,58,95,150
67103,67,334,328
73103,73,1012,642
35103,35,129,74
37103,37,36,48
12103,12,100,100
34103,34,246,294
47103,47,63,66
40103,40,164,181
68103,68,195,137
86103,86,484,322
81103,81,39,47
18103,18,330,331
43103,43,36,36
85103,85,668,582
41103,41,131,140
69103,69,309,203
70103,70,57,72
51103,51,46,62
42103,42,990,894
23103,23,90,100
19103,19,23,18
29103,29,5622,2224
22103,22,457,129
56103,56,86,79
14103,14,117,128
03103,03,247,291
53103,53,763,471
05103,05,206,228
83103,83,1114,1476
15103,15,84,74
36103,36,349,416
82103,82,42,33
66103,66,95,162
44103,44,1662,1711
48103,48,296,251
87103,87,411,388
06103,06,377,682
84103,84,182,180
07103,07,107,87
46103,46,284,285
13103,13,10619,10415
90103,90,191,167
971104,971,551,1445
64104,64,193,99
62104,62,146,113
80104,80,36,37
76104,76,108,83
02104,02,52,22
65104,65,109,69
27104,27,155,238
59104,59,473,933
57104,57,380,212
60104,60,732,1232
78104,78,223,170
21104,21,30,23
70104,70,171,192
54104,54,87,84
25104,25,12,15
31104,31,161,201
33104,33,1278,1151
51104,51,39,47
52104,52,298,347
24104,24,173,165
39104,39,121,202
08104,08,22,7
71104,71,46,68
55104,55,22,26
17104,17,272,244
89104,89,83,105
38104,38,349,428
77104,77,203,180
01104,01,143,110
88104,88,62,57
32104,32,58,39
28104,28,276,235
16104,16,142,116
10104,10,83,102
26104,26,24,17
45104,45,666,707
11104,11,16,18
72104,72,102,198
79104,79,205,92
09104,09,178,231
30104,30,163,253
58104,58,320,395
74104,74,1253,742
03104,03,256,314
67104,67,197,171
73104,73,139,113
2A104,2A,232,340
35104,35,443,357
37104,37,2140,1012
46104,46,34,28
12104,12,129,139
34104,34,36,48
47104,47,51,85
40104,40,453,327
68104,68,83,101
53104,53,352,355
86104,86,130,130
81104,81,469,435
18104,18,28,49
85104,85,269,298
43104,43,68,71
41104,41,695,575
07104,07,23,27
69104,69,121,111
63104,63,60,45
61104,61,12,21
42104,42,211,217
19104,19,32,45
29104,29,155,84
22104,22,137,157
56104,56,267,199
23104,23,67,69
14104,14,64,72
15104,15,109,88
04104,04,95,47
66104,66,157,267
36104,36,92,60
82104,82,37,51
44104,44,283,191
48104,48,207,165
87104,87,144,71
05104,05,99,134
83104,83,961,1572
06104,06,2965,3391
84104,84,425,366
13104,13,2369,2782
90104,90,309,289
971105,971,967,2498
62105,62,170,153
80105,80,43,64
02105,02,45,70
65105,65,60,32
57105,57,49,51
59105,59,560,378
21105,21,311,243
91105,91,2291,1709
60105,60,85,138
70105,70,41,42
54105,54,168,156
25105,25,164,158
64105,64,111,56
31105,31,102,50
33105,33,48,78
50105,50,44,27
51105,51,605,330
52105,52,99,94
24105,24,43,35
39105,39,55,57
08105,08,9005,7035
71105,71,2583,1511
63105,63,66,74
61105,61,60,68
89105,89,125,109
38105,38,718,552
17105,17,77,110
55105,55,57,47
01105,01,596,441
88105,88,47,84
32105,32,109,107
28105,28,108,173
16105,16,148,205
26105,26,23,14
45105,45,36,26
10105,10,1,19
72105,72,145,114
11105,11,162,234
09105,09,193,144
30105,30,99,70
74105,74,1354,1050
03105,03,87,125
67105,67,334,370
58105,58,82,88
2B105,2B,29,28
35105,35,658,324
37105,37,94,78
46105,46,277,200
34105,34,53,74
47105,47,80,85
40105,40,125,85
53105,53,83,81
68105,68,110,76
86105,86,131,79
27105,27,1082,1104
81105,81,2716,2932
18105,18,112,144
42105,42,34,69
07105,07,39,63
43105,43,60,63
41105,41,237,218
12105,12,368,275
69105,69,416,228
29105,29,3026,1670
22105,22,282,354
19105,19,157,141
56105,56,290,293
23105,23,115,164
76105,76,214,218
85105,85,141,177
79105,79,101,155
73105,73,216,327
15105,15,17,9
36105,36,52,69
82105,82,288,374
66105,66,94,43
44105,44,75,95
48105,48,92,134
87105,87,235,208
83105,83,16,29
06105,06,2731,1740
84105,84,266,280
13105,13,1397,2363
90105,90,33,55
88106,88,230,385
62106,62,66,93
80106,80,51,62
76106,76,236,137
971106,971,1079,1416
02106,02,111,280
65106,65,67,36
27106,27,116,159
59106,59,356,120
57106,57,732,649
21106,21,237,234
60106,60,552,756
91106,91,346,314
14106,14,243,201
70106,70,19,57
54106,54,13,27
64106,64,179,83
25106,25,30,17
31106,31,706,674
33106,33,399,408
50106,50,89,65
51106,51,25,45
52106,52,30,47
39106,39,82,80
08106,08,19,25
71106,71,795,520
55106,55,45,56
77106,77,211,296
63106,63,537,424
38106,38,88,112
17106,17,67,68
01106,01,43,60
32106,32,230,187
16106,16,744,526
28106,28,108,135
10106,10,27,42
11106,11,1168,1862
72106,72,233,285
79106,79,97,112
74106,74,238,190
09106,09,98,103
67106,67,1452,1576
58106,58,72,152
03106,03,307,346
30106,30,228,172
73106,73,88,74
35106,35,433,367
2B106,2B,5,6
46106,46,133,40
34106,34,79,46
47106,47,1144,1114
12106,12,199,147
40106,40,63,48
53106,53,145,152
86106,86,38,29
68106,68,65,116
81106,81,192,153
18106,18,37,82
42106,42,75,79
07106,07,40,56
43106,43,52,29
24106,24,163,111
26106,26,167,428
37106,37,88,90
85106,85,570,383
69106,69,465,298
41106,41,1294,1054
29106,29,696,349
22106,22,3107,1322
19106,19,118,84
56106,56,535,179
44106,44,784,413
15106,15,61,57
04106,04,125,91
36106,36,34,38
23106,23,75,123
82106,82,50,38
66106,66,687,863
87106,87,694,540
48106,48,28,37
05106,05,98,81
83106,83,998,2046
06106,06,101,204
84106,84,677,738
13106,13,2300,2993
80107,80,219,149
76107,76,74,94
22107,22,384,284
02107,02,12,35
27107,27,292,375
65107,65,46,28
59107,59,1159,1458
21107,21,411,157
60107,60,899,859
14107,14,27,45
57107,57,32,40
78107,78,552,534
54107,54,13,31
70107,70,119,109
64107,64,43,13
62107,62,112,147
971107,971,1417,5284
31107,31,1602,1365
25107,25,25,73
51107,51,80,107
52107,52,44,69
39107,39,46,37
71107,71,107,75
77107,77,681,761
55107,55,9,15
63107,63,173,105
38107,38,585,398
08107,08,236,383
61107,61,114,112
17107,17,331,418
01107,01,39,38
88107,88,12,15
32107,32,1801,1394
28107,28,127,112
49107,49,174,115
45107,45,80,104
16107,16,126,143
10107,10,27,39
11107,11,15,10
72107,72,91,78
26107,26,151,138
74107,74,45,51
09107,09,204,132
58107,58,57,47
67107,67,221,191
03107,03,366,244
73107,73,253,120
35107,35,763,304
2B107,2B,59,57
30107,30,159,159
37107,37,83,69
46107,46,39,65
34107,34,80,83
12107,12,93,99
47107,47,73,107
68107,68,118,120
53107,53,829,472
86107,86,114,136
42107,42,101,97
07107,07,337,256
43107,43,24,38
24107,24,110,109
18107,18,43,36
06107,06,30,30
69107,69,260,293
41107,41,145,171
29107,29,338,190
19107,19,450,428
56107,56,4124,1428
15107,15,62,54
36107,36,205,171
23107,23,38,46
04107,04,9,7
82107,82,19,14
66107,66,212,229
44107,44,606,424
87107,87,474,342
48107,48,56,46
05107,05,189,84
83107,83,4018,5140
84107,84,115,198
13107,13,1874,1693
64108,64,229,259
62108,62,3700,3279
76108,76,6353,1695
80108,80,15,33
02108,02,44,41
65108,65,240,241
27108,27,273,388
57108,57,71,101
21108,21,32,33
59108,59,129,252
60108,60,72,114
54108,54,54,45
971108,971,381,710
31108,31,57,101
33108,33,560,580
25108,25,88,93
39108,39,29,16
52108,52,46,64
71108,71,63,36
55108,55,62,38
77108,77,13157,6671
89108,89,106,83
38108,38,42,49
51108,51,7925,6568
61108,61,50,60
17108,17,123,121
01108,01,285,329
28108,28,69,61
32108,32,37,36
45108,45,524,738
16108,16,31,33
10108,10,20,21
26108,26,2797,1452
50108,50,131,109
79108,79,57,59
74108,74,410,217
67108,67,576,478
09108,09,61,34
03108,03,104,73
58108,58,19,27
35108,35,360,207
2A108,2A,34,43
37108,37,231,196
46108,46,123,109
34108,34,5387,7178
12108,12,143,107
40108,40,223,297
47108,47,62,68
81108,81,65,36
07108,07,36,38
43108,43,117,158
30108,30,56,32
85108,85,1241,586
42108,42,237,334
24108,24,286,305
11108,11,12,8
53108,53,152,125
86108,86,121,100
18108,18,654,926
48108,48,31,28
83108,83,529,952
06108,06,1468,1649
69108,69,288,264
41108,41,42,42
29108,29,493,308
22108,22,50,23
19108,19,26,33
56108,56,357,259
63108,63,244,164
88108,88,110,183
78108,78,379,267
23108,23,40,33
36108,36,69,58
04108,04,379,562
82108,82,306,454
66108,66,795,1253
44108,44,1083,494
87108,87,120,128
05108,05,48,41
84108,84,666,665
13108,13,2392,3478
15108,15,351,291
62109,62,44,71
76109,76,67,48
65109,65,15,13
27109,27,63,143
57109,57,223,149
59109,59,291,181
21109,21,58,78
91109,91,280,329
60109,60,53,92
70109,70,96,59
64109,64,584,552
31109,31,141,69
33109,33,716,508
54109,54,219,220
25109,25,104,109
52109,52,3,1
39109,39,43,50
71109,71,111,96
08109,08,38,40
55109,55,27,60
77109,77,288,476
63109,63,106,141
38109,38,358,265
51109,51,78,38
17109,17,451,267
88109,88,237,203
01109,01,449,373
49109,49,559,329
45109,45,150,153
32109,32,43,61
16109,16,129,210
10109,10,52,93
11109,11,7,20
72109,72,123,176
50109,50,519,517
09109,09,37,54
67109,67,284,167
79109,79,1480,625
58109,58,166,214
73109,73,154,250
03109,03,180,219
35109,35,1039,411
30109,30,106,142
2B109,2B,77,82
37109,37,4778,1935
46109,46,133,161
34109,34,137,311
40109,40,170,102
47109,47,67,94
12109,12,53,22
971109,971,669,1604
53109,53,202,106
68109,68,247,200
86109,86,49,76
18109,18,457,425
07109,07,91,80
81109,81,135,136
42109,42,31,48
02109,02,96,172
24109,24,38,35
83109,83,70,88
06109,06,171,336
43109,43,22,35
41109,41,234,192
29109,29,746,284
22109,22,74,55
69109,69,259,240
19109,19,56,64
56109,56,439,272
80109,80,106,114
36109,36,294,276
13109,13,963,486
28109,28,71,90
85109,85,6410,2225
23109,23,36,76
04109,04,71,119
82109,82,50,80
66109,66,62,49
44109,44,103996,24163
87109,87,100,94
05109,05,206,96
84109,84,61,61
74109,74,220,207
76110,76,106,119
80110,80,159,162
02110,02,385,671
27110,27,141,216
57110,57,77,128
95110,95,80,62
21110,21,245,132
60110,60,53,90
59110,59,413,468
14110,14,42,42
65110,65,29,23
64110,64,106,29
31110,31,191,189
50110,50,282,249
54110,54,205,146
25110,25,312,211
51110,51,12,30
39110,39,10,22
52110,52,32,52
71110,71,199,156
55110,55,24,95
77110,77,63,130
38110,38,740,602
63110,63,136,116
17110,17,223,291
88110,88,56,75
01110,01,32,47
49110,49,624,369
45110,45,71,99
16110,16,223,169
32110,32,100,105
10110,10,140,209
11110,11,38,28
72110,72,234,281
26110,26,228,124
67110,67,293,395
09110,09,32,17
58110,58,45,79
03110,03,260,258
73110,73,148,225
2B110,2B,23,19
35110,35,333,181
30110,30,112,96
37110,37,420,423
34110,34,224,219
40110,40,206,184
12110,12,141,93
47110,47,309,572
53110,53,274,228
68110,68,243,309
86110,86,67,70
18110,18,255,286
81110,81,30,19
07110,07,441,401
85110,85,267,179
42110,42,981,914
24110,24,24,18
971110,971,141,564
43110,43,237,227
29110,29,279,190
41110,41,162,295
22110,22,169,135
69110,69,566,498
19110,19,29,40
08110,08,25,62
28110,28,1418,763
56110,56,236,199
23110,23,17,15
15110,15,56,34
36110,36,56,77
04110,04,248,332
82110,82,255,376
44110,44,3385,1622
87110,87,806,612
48110,48,43,26
05110,05,117,72
06110,06,37,55
83110,83,357,500
84110,84,15,10
13110,13,2787,3196
64111,64,32,39
62111,62,54,92
76111,76,198,144
02111,02,124,261
27111,27,50,43
91111,91,1247,508
21111,21,126,71
57111,57,143,158
59111,59,99,127
60111,60,29,50
14111,14,140,120
65111,65,28,15
70111,70,56,91
31111,31,72,77
33111,33,269,256
50111,50,288,246
54111,54,788,717
25111,25,101,102
51111,51,41,52
39111,39,20,19
71111,71,58,100
55111,55,132,154
77111,77,1855,912
38111,38,3367,1360
17111,17,208,258
63111,63,25,42
88111,88,86,121
61111,61,127,75
01111,01,45,23
28111,28,108,94
45111,45,118,136
16111,16,53,55
10111,10,31,39
32111,32,18,10
26111,26,31,24
11111,11,116,275
72111,72,152,133
971111,971,637,976
67111,67,124,128
09111,09,93,59
79111,79,75,75
74111,74,84,61
03111,03,300,327
2B111,2B,23,18
30111,30,95,137
46111,46,59,35
58111,58,31,37
34111,34,863,902
40111,40,216,184
37111,37,498,379
12111,12,178,130
47111,47,112,162
68111,68,336,187
18111,18,49,38
86111,86,439,565
07111,07,41,55
85111,85,352,394
24111,24,32,8
53111,53,146,95
81111,81,29,21
43111,43,198,299
29111,29,419,246
22111,22,164,125
19111,19,21,20
08111,08,196,209
35111,35,201,167
89111,89,43,94
56111,56,436,304
23111,23,53,68
69111,69,215,167
15111,15,68,64
36111,36,43,59
04111,04,327,339
82111,82,79,92
66111,66,45,58
44111,44,701,440
87111,87,415,369
48111,48,62,53
05111,05,91,77
06111,06,66,50
84111,84,100,94
83111,83,408,787
13111,13,368,196
62112,62,99,208
80112,80,67,64
02112,02,142,236
27112,27,815,1233
21112,21,91,140
57112,57,23,19
91112,91,47,42
59112,59,1673,3653
60112,60,65,119
65112,65,72,25
64112,64,134,113
31112,31,55,62
33112,33,49,36
70112,70,32,85
25112,25,386,214
54112,54,117,239
51112,51,181,90
77112,77,64,80
71112,71,82,47
38112,38,47,31
63112,63,191,155
89112,89,38,56
01112,01,83,123
16112,16,20,23
10112,10,36,50
32112,32,84,63
11112,11,12,21
26112,26,70,58
72112,72,111,163
67112,67,951,822
74112,74,2859,1375
79112,79,291,188
03112,03,176,192
2B112,2B,45,55
35112,35,378,214
30112,30,308,530
46112,46,72,63
34112,34,87,72
40112,40,48,18
37112,37,119,111
971112,971,583,1091
47112,47,98,161
68112,68,2515,2408
18112,18,79,120
42112,42,111,149
85112,85,991,814
86112,86,295,225
50112,50,119,99
39112,39,23,31
17112,17,192,178
45112,45,91,126
58112,58,140,196
81112,81,326,272
07112,07,63,84
43112,43,1014,749
29112,29,493,205
22112,22,137,93
