code_commune,code_dep_min,MACRON,LE PEN
89179,89,84,101
88179,88,2,25
08179,08,101,229
65179,65,11,5
22179,22,671,410
77179,77,244,130
33179,33,815,827
38179,38,2221,978
01179,01,564,519
67179,67,205,208
10179,10,96,154
63179,63,269,279
24179,24,227,218
73179,73,3922,2465
11179,11,21,27
45179,45,835,761
68179,68,259,310
91179,91,1222,904
25179,25,22,13
31179,31,122,90
41179,41,64,65
17179,17,553,419
46179,46,76,22
72179,72,433,508
09179,09,22,15
26179,26,896,702
35179,35,1124,1094
79179,79,1796,949
47179,47,466,465
03179,03,104,109
30179,30,699,968
81179,81,92,79
58179,58,81,62
34179,34,605,412
40179,40,621,490
74179,74,239,227
2B179,2B,30,6
37179,37,918,601
12179,12,22,31
18179,18,329,191
53179,53,120,63
29179,29,1445,649
85179,85,289,340
56179,56,1319,945
07179,07,50,39
42179,42,279,254
19179,19,102,31
23179,23,86,61
36179,36,54,64
15179,15,76,87
04179,04,30,31
66179,66,253,211
44179,44,1833,1087
48179,48,49,30
87179,87,53,68
82179,82,493,690
05179,05,774,749
62180,62,86,107
64180,64,69,50
80180,80,38,34
02180,02,142,262
76180,76,57,54
21180,21,29,53
14180,14,27,48
91180,91,130,69
27180,27,481,617
70180,70,102,152
39180,39,60,85
60180,60,112,184
25180,25,49,27
57180,57,79,115
54180,54,29,17
55180,55,22,55
31180,31,43,34
24180,24,76,78
89180,89,135,138
88180,88,39,50
61180,61,38,37
65180,65,8,2
77180,77,342,286
33180,33,63,65
28180,28,144,141
38180,38,316,332
17180,17,25,42
01180,01,301,99
67180,67,8990,6878
10180,10,26,27
63180,63,308,356
08180,08,421,470
11180,11,10,31
32180,32,148,128
45180,45,39,38
16180,16,66,59
59180,59,495,370
68180,68,309,285
05180,05,159,96
49180,49,1699,1813
46180,46,208,136
72180,72,1177,1042
09180,09,44,21
40180,40,318,333
74180,74,701,306
35180,35,262,143
47180,47,185,199
79180,79,79,84
03180,03,163,205
30180,30,143,196
81180,81,91,61
58180,58,142,138
73180,73,131,146
26180,26,66,51
86180,86,1238,435
2B180,2B,25,43
34180,34,389,433
37180,37,213,185
12180,12,37,31
18180,18,709,482
29180,29,327,180
22180,22,645,450
53180,53,268,117
41180,41,436,390
56180,56,189,210
42180,42,227,290
23180,23,106,166
69180,69,84,85
19180,19,232,193
36180,36,203,252
15180,15,32,20
43180,43,41,49
04180,04,18,24
66180,66,1929,3745
87180,87,140,148
82180,82,147,186
44180,44,1836,1563
62181,62,287,465
64181,64,106,83
80181,80,23,42
02181,02,22,41
21181,21,32,30
76181,76,43,54
14181,14,1765,895
51181,51,145,92
95181,95,110,49
70181,70,29,54
27181,27,142,203
60181,60,189,300
25181,25,31,57
57181,57,22,45
71181,71,50,43
59181,59,147,160
52181,52,18,36
54181,54,137,148
55181,55,638,1062
77181,77,933,587
50181,50,107,95
89181,89,38,53
88181,88,488,1030
65181,65,59,44
61181,61,397,397
33181,33,77,90
38181,38,773,513
17181,17,71,87
01181,01,318,332
67181,67,105,66
63181,63,178,132
10181,10,78,95
11181,11,92,150
32181,32,76,83
31181,31,627,655
72181,72,38370,17086
09181,09,350,220
35181,35,721,262
16181,16,117,170
68181,68,69,81
46181,46,34,17
45181,45,18,26
40181,40,418,199
47181,47,73,72
03181,03,92,98
30181,30,89,137
81181,81,68,45
58181,58,41,29
73181,73,593,503
26181,26,45,81
34181,34,227,268
86181,86,63,56
2A181,2A,77,183
37181,37,82,68
12181,12,97,43
18181,18,147,131
29181,29,1080,511
22181,22,201,172
53181,53,262,152
56181,56,1106,539
85181,85,167,174
41181,41,209,231
07181,07,538,697
42181,42,339,364
23181,23,54,44
69181,69,53,52
36181,36,54,40
19181,19,144,120
15181,15,232,134
43181,43,258,186
04181,04,25,21
48181,48,27,24
87181,87,221,203
66181,66,49,36
82181,82,53,57
05181,05,128,68
62182,62,90,74
64182,64,13,29
80182,80,676,819
02182,02,28,61
76182,76,105,64
21182,21,35,22
14182,14,103,109
51182,51,19,43
70182,70,30,38
27182,27,45,67
39182,39,234,175
25182,25,20,33
57182,57,17,62
71182,71,542,301
59182,59,64,76
52182,52,431,737
54182,54,71,130
55182,55,43,70
31182,31,1490,1163
89182,89,35,43
88182,88,49,81
65182,65,61,21
61182,61,127,105
33182,33,213,194
28182,28,82,88
67182,67,619,457
63182,63,108,206
10182,10,35,44
77182,77,647,934
50182,50,87,86
17182,17,152,163
11182,11,30,74
32182,32,69,50
60182,60,45,57
24182,24,340,425
08182,08,7,26
38182,38,797,652
16182,16,99,114
68182,68,284,178
45182,45,511,308
49182,49,276,220
46182,46,496,325
72182,72,332,438
09182,09,181,129
26182,26,487,400
47182,47,54,69
03182,03,69,81
30182,30,316,391
81182,81,577,564
58182,58,345,351
73182,73,840,500
40182,40,322,222
34182,34,440,589
2B182,2B,58,90
86182,86,121,100
37182,37,434,332
12182,12,89,87
29182,29,356,192
22182,22,1160,639
18182,18,42,61
53182,53,454,419
85182,85,2156,935
07182,07,304,400
41182,41,81,90
56182,56,312,246
42182,42,1028,782
19182,19,224,248
23182,23,45,51
36182,36,145,145
69182,69,113,113
15182,15,45,25
43182,43,22,20
04182,04,52,76
44182,44,2256,1334
48182,48,15,23
87182,87,345,330
66182,66,1124,1944
82182,82,69,104
05182,05,10,18
62183,62,172,258
64183,64,251,143
80183,80,72,108
02183,02,47,77
76183,76,253,219
21183,21,203,303
14183,14,27,31
51183,51,338,309
95183,95,2108,827
70183,70,10,23
60183,60,79,70
39183,39,188,168
25183,25,21,24
57183,57,65,66
71183,71,53,32
59183,59,20417,19342
52183,52,12,16
54183,54,19,32
55183,55,8,28
50183,50,76,119
31183,31,95,71
24183,24,87,66
88183,88,90,127
89183,89,23,21
08183,08,199,223
65183,65,160,179
33183,33,277,408
28183,28,134,196
38183,38,147,140
17183,17,230,345
01183,01,386,385
61183,61,47,46
67183,67,190,350
10183,10,15,8
27183,27,494,634
77183,77,1737,1716
42183,42,1422,875
63183,63,32,14
11183,11,89,64
32183,32,108,56
03183,03,88,96
18183,18,37,54
86183,86,408,459
68183,68,49,42
45183,45,28,48
16183,16,50,38
46183,46,100,47
72183,72,283,325
09183,09,21,35
74183,74,830,587
40183,40,321,249
26183,26,360,212
35183,35,271,193
81183,81,62,54
47183,47,53,60
79183,79,117,60
30183,30,118,184
58183,58,25,24
73183,73,444,312
34183,34,802,1463
2B183,2B,30,13
37183,37,416,335
12183,12,99,56
29183,29,214,206
22183,22,939,997
07183,07,122,165
23183,23,25,22
69183,69,81,92
15183,15,24,44
04183,04,45,53
66183,66,32,18
44183,44,897,730
87183,87,263,238
43183,43,36,33
82183,82,66,70
49183,49,1513,919
05183,05,451,385
62184,62,69,92
80184,80,89,219
64184,64,191,165
02184,02,37,126
76184,76,47,39
21184,21,25,13
14184,14,74,50
51184,51,106,161
91184,91,69,83
70184,70,183,209
27184,27,39,35
60184,60,49,76
39184,39,62,56
25184,25,52,113
71184,71,144,201
59184,59,144,212
52184,52,24,24
54184,54,2451,1416
55184,55,415,575
77184,77,161,172
50184,50,440,484
24184,24,44,30
31184,31,721,289
88184,88,107,163
08184,08,11,44
89184,89,31,37
65184,65,46,58
28184,28,74,82
38184,38,374,404
33184,33,133,191
67184,67,427,542
01184,01,222,227
10184,10,29,39
17184,17,127,171
79184,79,442,381
63184,63,87,86
11184,11,28,30
32184,32,39,46
37184,37,133,78
16184,16,20,31
68184,68,47,131
45184,45,110,116
72184,72,110,96
46184,46,102,75
09184,09,17,12
40184,40,2238,1788
74184,74,243,235
35184,35,2244,1140
47184,47,56,96
03184,03,131,132
81184,81,20,6
30184,30,278,482
58184,58,37,32
73184,73,171,134
34184,34,173,179
2B184,2B,20,29
86184,86,214,274
29184,29,938,479
22184,22,493,389
12184,12,71,35
07184,07,135,152
41184,41,139,193
53184,53,68,32
18184,18,48,112
85184,85,86,84
56184,56,2757,1562
42184,42,3290,2259
23184,23,37,31
19184,19,43,33
36184,36,146,138
15184,15,267,168
43184,43,621,784
04184,04,70,36
66184,66,22,12
44184,44,21618,10204
69184,69,283,244
82184,82,201,290
05184,05,66,67
79185,79,1527,952
62185,62,64,63
64185,64,17,29
80185,80,53,93
02185,02,82,126
21185,21,215,133
76185,76,33,67
78185,78,153,104
51185,51,53,91
70185,70,47,74
27185,27,95,198
60185,60,222,301
39185,39,93,116
25185,25,33,7
71185,71,103,107
59185,59,343,606
52185,52,19,32
54185,54,15,20
55185,55,35,26
50185,50,346,281
77185,77,196,170
31185,31,36,33
88185,88,32,52
08185,08,567,809
65185,65,169,127
28185,28,366,289
38185,38,42633,11511
33185,33,558,527
67185,67,158,262
10185,10,35,87
11185,11,199,116
32185,32,52,34
63185,63,134,188
17185,17,479,568
48185,48,46,46
16185,16,62,37
68185,68,397,570
45185,45,76,108
72185,72,161,205
46185,46,591,373
09185,09,864,1082
40185,40,118,84
26185,26,231,102
74185,74,633,338
35185,35,94,42
47185,47,685,746
03185,03,7305,5812
81185,81,69,68
58185,58,125,226
30185,30,404,455
34185,34,184,129
2B185,2B,420,261
01185,01,1097,950
29185,29,1530,646
22185,22,789,526
37185,37,500,374
12185,12,526,433
18185,18,62,71
41185,41,677,719
53185,53,645,578
07185,07,208,185
85185,85,132,217
56185,56,3367,1951
42185,42,227,161
23185,23,88,82
36185,36,68,100
15185,15,74,76
66185,66,77,108
44185,44,1025,682
87185,87,498,468
43185,43,666,832
82185,82,52,69
62186,62,2071,3947
64186,64,69,62
80186,80,368,645
02186,02,341,340
21186,21,160,162
76186,76,102,179
51186,51,8,19
91186,91,189,128
60186,60,57,101
25186,25,327,227
57186,57,156,266
59186,59,20,27
71186,71,45,80
54186,54,419,226
55186,55,632,564
50186,50,74,57
31186,31,828,688
24186,24,49,103
77186,77,4672,1962
88186,88,16,20
65186,65,7,13
33186,33,190,227
89186,89,135,167
08186,08,7,11
38186,38,199,75
67186,67,115,125
70186,70,27,23
85186,85,328,193
10186,10,177,164
11186,11,14,8
32186,32,30,15
63186,63,87,90
17186,17,217,257
16186,16,219,149
68186,68,115,76
45186,45,102,195
72186,72,233,242
46186,46,87,100
26186,26,20,18
40186,40,211,200
35186,35,353,276
74186,74,284,149
47186,47,209,203
03186,03,310,351
81186,81,95,94
58186,58,12,32
09186,09,24,19
30186,30,679,556
73186,73,167,124
34186,34,161,104
2A186,2A,39,100
86186,86,245,314
29186,29,794,218
22186,22,2303,820
37186,37,334,263
12186,12,59,61
18186,18,141,123
07186,07,2060,1353
53186,53,787,376
56186,56,2260,1301
41186,41,94,83
42186,42,2439,2361
19186,19,76,56
23186,23,56,40
36186,36,62,58
69186,69,58,96
43186,43,138,139
04186,04,34,44
66186,66,581,964
87186,87,96,75
15186,15,63,63
44186,44,2444,1356
82186,82,1154,1177
62187,62,48,57
64187,64,65,59
02187,02,326,266
21187,21,44,51
76187,76,67,49
51187,51,77,99
70187,70,51,105
27187,27,78,102
60187,60,189,354
39187,39,89,68
25187,25,138,169
57187,57,93,135
59187,59,88,93
71187,71,347,487
52187,52,36,68
54187,54,17,40
31187,31,3924,2762
77187,77,102,198
88187,88,10,28
65187,65,27,34
08187,08,69,113
89187,89,37,22
33187,33,270,299
28187,28,170,191
17187,17,135,130
01187,01,254,197
67187,67,170,173
80187,80,245,207
73187,73,605,773
32187,32,26,32
10187,10,116,142
11187,11,19,24
63187,63,151,143
38187,38,610,432
61187,61,66,41
48187,48,40,30
16187,16,722,434
68187,68,102,80
45187,45,705,687
72187,72,381,463
46187,46,122,136
09187,09,100,104
40187,40,529,286
35187,35,528,206
47187,47,78,96
03187,03,93,180
81187,81,48,80
58187,58,109,174
30187,30,67,138
34187,34,100,112
2B187,2B,31,55
86187,86,108,156
29187,29,309,164
22187,22,5999,2210
37187,37,106,102
12187,12,126,58
07187,07,38,29
18187,18,126,187
53187,53,80,47
41187,41,69,57
42187,42,7666,5054
85187,85,280,192
19187,19,108,114
36187,36,41,37
69187,69,190,162
23187,23,52,60
15187,15,1565,1264
43187,43,85,117
04187,04,20,11
66187,66,310,590
44187,44,1409,1034
87187,87,2045,1521
82187,82,176,168
62188,62,482,1112
80188,80,194,191
02188,02,26,60
64188,64,353,187
76188,76,99,154
51188,51,90,49
78188,78,135,106
70188,70,17,19
27188,27,399,440
60188,60,472,574
25188,25,206,229
39188,39,73,95
59188,59,26,54
57188,57,86,168
71188,71,27,20
54188,54,330,344
55188,55,9,8
50188,50,260,299
77188,77,363,190
31188,31,1927,1126
24188,24,136,163
88188,88,366,507
08188,08,185,332
89188,89,51,42
33188,33,46,55
17188,17,146,128
67188,67,199,248
38188,38,682,195
01188,01,172,220
61188,61,25,32
11188,11,440,684
85188,85,303,264
32188,32,16,32
10188,10,64,65
63188,63,221,104
28188,28,212,216
16188,16,82,95
68188,68,161,163
45188,45,780,657
49188,49,263,216
72188,72,49,50
46188,46,103,75
09188,09,316,332
26188,26,280,249
40188,40,112,154
35188,35,2712,954
47188,47,68,70
03188,03,62,57
74188,74,327,150
81188,81,97,91
58188,58,38,37
30188,30,177,254
73188,73,186,331
34188,34,54,31
2B188,2B,74,146
22188,22,308,284
29188,29,1499,536
37188,37,210,245
12188,12,129,94
18188,18,42,77
07188,07,434,521
56188,56,426,359
53188,53,756,476
41188,41,23,49
42188,42,81,76
19188,19,119,134
69188,69,197,206
36188,36,57,42
23188,23,52,76
15188,15,316,428
43188,43,99,151
04188,04,217,258
44188,44,3228,1909
66188,66,75,109
87188,87,151,106
48188,48,76,61
82188,82,144,179
62189,62,20,56
02189,02,46,129
64189,64,2651,1175
21189,21,144,92
76189,76,60,44
78189,78,766,311
70189,70,88,50
60189,60,192,303
25189,25,47,83
39189,39,600,780
59189,59,382,360
57189,57,57,59
71189,71,448,493
54189,54,116,211
31189,31,63,62
24189,24,139,173
88189,88,48,45
65189,65,79,81
61189,61,111,123
08189,08,19,61
89189,89,136,185
33189,33,111,84
28189,28,33,72
67189,67,315,217
38189,38,1183,1290
01189,01,216,301
80189,80,13,30
27189,27,109,149
32189,32,35,30
11189,11,50,42
63189,63,103,116
10189,10,14,22
52189,52,143,84
87189,87,42,24
68189,68,285,292
16189,16,48,69
45189,45,75,97
72189,72,496,581
46189,46,181,108
40189,40,38,21
74189,74,491,436
26189,26,45,31
35189,35,1612,400
47189,47,30,43
03189,03,164,213
81189,81,41,31
09189,09,49,50
79189,79,447,471
58189,58,148,136
85189,85,603,583
73189,73,47,92
30189,30,32631,21713
2A189,2A,265,354
34189,34,313,466
86189,86,80,101
29189,29,5920,1981
22189,22,152,145
12189,12,108,95
37189,37,303,186
18189,18,145,110
56189,56,224,327
53189,53,39,39
07189,07,117,60
41189,41,111,91
42189,42,2681,2310
19189,19,18,15
36189,36,263,257
23189,23,293,347
43189,43,162,127
15189,15,60,71
04189,04,150,223
69189,69,615,423
44189,44,615,576
66189,66,1360,1831
82189,82,182,215
62190,62,340,407
02190,02,112,204
80190,80,249,421
64190,64,69,52
21190,21,163,135
14190,14,47,51
51190,51,35,5
76190,76,72,74
78190,78,4607,1066
27190,27,81,62
70190,70,31,51
60190,60,86,99
39190,39,283,322
25190,25,388,414
59190,59,249,316
57190,57,103,121
71190,71,396,691
52190,52,74,103
77190,77,55,100
50190,50,65,45
31190,31,74,84
24190,24,81,63
88190,88,125,143
54190,54,34,35
65190,65,30,12
61190,61,16,22
08190,08,1189,1173
89190,89,49,70
33190,33,35,22
28190,28,96,137
67190,67,48,67
38190,38,223,340
01190,01,38,40
17190,17,1171,461
11190,11,214,316
32190,32,139,176
63190,63,97,67
10190,10,148,208
53190,53,127,111
16190,16,38,58
68190,68,12,7
72190,72,89,98
46190,46,65,15
40190,40,151,105
26190,26,20,12
35190,35,69,50
47190,47,119,148
74190,74,252,168
03190,03,4575,2981
81190,81,121,156
09190,09,21,40
58190,58,32,42
79190,79,127,98
73190,73,84,59
2B190,2B,42,64
34190,34,58,93
86190,86,191,203
22190,22,1256,1010
29190,29,2045,785
12190,12,88,93
37190,37,41,58
18190,18,222,247
07190,07,86,68
85190,85,1198,643
41190,41,71,37
56190,56,578,545
19190,19,75,42
23190,23,43,61
43190,43,1119,929
15190,15,43,23
04190,04,25,41
44190,44,11332,3101
69190,69,789,397
36190,36,63,94
66190,66,624,1077
87190,87,251,209
48190,48,70,83
82190,82,1184,1195
62191,62,119,215
80191,80,44,62
02191,02,88,187
27191,27,632,711
64191,64,659,472
21191,21,262,239
14191,14,1700,1044
51191,51,21,23
91191,91,2435,1374
60191,60,117,216
25191,25,105,172
39191,39,35,13
59191,59,97,256
57191,57,177,228
71191,71,144,141
54191,54,36,47
55191,55,75,67
77191,77,262,320
31191,31,27,34
24191,24,49,61
65191,65,34,63
08191,08,306,282
89191,89,26,17
33191,33,100,172
28191,28,839,615
67191,67,398,700
38191,38,524,301
01191,01,53,49
17191,17,86,161
85191,85,18160,6691
53191,53,57,62
48191,48,22,42
32191,32,32,48
11191,11,23,55
63191,63,39,36
10191,10,274,247
45191,45,1540,1788
35191,35,710,556
16191,16,36,51
68191,68,236,258
72191,72,747,880
46191,46,275,247
40191,40,244,114
26191,26,733,684
47191,47,147,270
74191,74,1076,440
81191,81,89,67
03191,03,66,54
58191,58,35,31
79191,79,19017,6511
73191,73,798,461
2A191,2A,18,36
30191,30,260,424
34191,34,140,189
86191,86,91,63
29191,29,1151,650
12191,12,121,83
18191,18,27,70
37191,37,56,71
07191,07,535,674
41191,41,33,20
42191,42,310,248
56191,56,93,117
19191,19,212,191
69191,69,2839,851
23191,23,63,40
36191,36,112,154
43191,43,67,78
15191,15,196,199
04191,04,10,10
66191,66,15,12
87191,87,500,556
82191,82,134,83
62192,62,106,117
80192,80,49,62
02192,02,73,146
64192,64,40,25
21192,21,275,135
51192,51,102,115
76192,76,732,897
27192,27,200,186
70192,70,68,48
60192,60,44,104
78192,78,349,388
25192,25,32,61
39192,39,39,12
59192,59,143,335
57192,57,302,415
71192,71,399,509
54192,54,96,119
55192,55,14,20
77192,77,1201,1267
50192,50,34,38
31192,31,359,168
23192,23,436,325
24192,24,41,19
65192,65,158,130
88192,88,30,28
08192,08,15,37
61192,61,42,27
33192,33,8717,3128
28192,28,72,86
67192,67,281,301
38192,38,68,48
01192,01,483,593
17192,17,302,216
53192,53,76,84
63192,63,228,147
32192,32,64,67
11192,11,150,248
73192,73,75,47
10192,10,23,56
72192,72,31,28
41192,41,63,118
49192,49,1217,524
46192,46,135,47
09192,09,56,34
40192,40,8110,4895
26192,26,95,80
35192,35,72,46
47192,47,13,43
12192,12,102,35
74192,74,305,305
81192,81,266,266
03192,03,23,44
58192,58,48,68
2B192,2B,36,51
30192,30,145,117
34192,34,1897,2451
86192,86,67,43
29192,29,659,316
37192,37,426,249
18192,18,51,85
07192,07,101,87
85192,85,402,178
42192,42,103,167
19192,19,111,128
69192,69,57,46
36192,36,403,364
43192,43,76,123
15192,15,76,86
04192,04,386,290
44192,44,740,673
66192,66,11,44
87192,87,559,309
16192,16,885,1079
48192,48,37,31
68192,68,89,109
82192,82,156,177
62193,62,12069,19408
80193,80,43,35
02193,02,14,25
64193,64,30,32
21193,21,121,117
51193,51,798,698
14193,14,241,155
27193,27,228,479
70193,70,48,62
78193,78,467,156
25193,25,508,369
60193,60,46,89
39193,39,190,332
59193,59,1084,629
57193,57,651,550
71193,71,176,90
52193,52,102,88
54193,54,28,23
77193,77,50,79
55193,55,29,39
24193,24,151,154
88193,88,28,63
65193,65,23,16
08193,08,57,79
33193,33,541,508
28193,28,59,34
01193,01,67,71
38193,38,3294,2740
76193,76,111,128
61193,61,78,97
17193,17,940,496
74193,74,240,232
32193,32,64,82
11193,11,48,90
31193,31,444,526
50193,50,61,76
49193,49,1396,679
63193,63,2426,1742
10193,10,81,92
16193,16,245,281
68193,68,178,243
45193,45,836,472
72193,72,121,140
46193,46,154,110
09193,09,16,9
26193,26,137,106
35193,35,826,334
40193,40,20,22
47193,47,52,54
81193,81,103,157
03193,03,57,52
58193,58,285,429
2B193,2B,79,155
73193,73,28,29
34193,34,62,61
30193,30,160,210
22193,22,519,376
86193,86,320,305
29193,29,481,294
12193,12,95,73
37193,37,387,325
18193,18,69,55
56193,56,2071,1268
07193,07,45,62
41193,41,47,54
85193,85,179,170
42193,42,451,354
53193,53,180,112
19193,19,57,50
69193,69,512,308
43193,43,39,66
04193,04,77,63
44193,44,388,331
23193,23,792,587
36193,36,56,89
66193,66,57,63
87193,87,23,6
48193,48,91,37
82193,82,34,63
62194,62,755,2186
80194,80,21,51
02194,02,57,72
21194,21,277,278
64194,64,113,108
14194,14,170,202
51194,51,147,122
76194,76,110,132
70194,70,19,57
27194,27,25,103
25194,25,19,50
78194,78,81,58
60194,60,56,103
39194,39,108,171
59194,59,287,402
57194,57,411,244
52194,52,334,674
71194,71,244,192
54194,54,119,118
77194,77,71,107
55194,55,18,20
31194,31,56,45
50194,50,120,103
24194,24,335,442
88194,88,31,59
08194,08,203,281
89194,89,27,56
33194,33,224,187
65194,65,29,29
67194,67,1481,1325
28194,28,150,115
38194,38,514,529
01194,01,1711,1277
17194,17,1172,736
32194,32,79,70
11194,11,19,33
63194,63,89,143
85194,85,18351,10351
16194,16,33,43
68194,68,75,54
10194,10,27,39
61194,61,286,244
45194,45,999,691
49194,49,1854,1243
72194,72,37,95
46194,46,62,72
09194,09,840,751
26194,26,194,174
40194,40,350,241
35194,35,487,188
47194,47,58,79
74194,74,311,190
03194,03,37,45
58194,58,7769,4742
73194,73,98,105
2B194,2B,12,7
34194,34,763,1249
30194,30,73,62
22194,22,1411,742
86194,86,21080,6968
12194,12,301,179
37194,37,574,355
18194,18,229,305
56194,56,944,679
07194,07,115,118
41194,41,4424,3793
42194,42,71,62
19194,19,413,315
69194,69,3485,1012
36194,36,209,264
43194,43,216,161
15194,15,52,19
04194,04,18,46
23194,23,32,43
44194,44,3669,1293
66194,66,62,50
87194,87,103,90
48194,48,190,82
82194,82,324,398
62195,62,391,548
80195,80,27,62
02195,02,178,354
21195,21,74,45
64195,64,38,31
14195,14,73,78
51195,51,200,317
76195,76,39,75
70195,70,61,96
25195,25,429,254
91195,91,263,194
60195,60,144,161
59195,59,244,132
57195,57,136,184
71195,71,61,52
52195,52,15,26
54195,54,44,86
55195,55,40,48
77195,77,148,180
31195,31,16,7
50195,50,47,73
24195,24,23,46
88195,88,27,46
08195,08,57,118
33195,33,325,255
89195,89,316,332
65195,65,64,25
67195,67,183,157
28195,28,236,190
38195,38,183,249
01195,01,622,395
17195,17,68,82
58195,58,95,72
37195,37,2910,1206
56195,56,284,92
32195,32,23,9
11195,11,105,126
61195,61,56,46
66195,66,1623,2565
63195,63,1451,1460
10195,10,56,93
16195,16,51,89
68195,68,1685,1322
45195,45,146,189
49195,49,474,191
46195,46,139,69
09195,09,1,10
26195,26,50,64
40195,40,171,171
35195,35,820,389
74195,74,115,86
72195,72,389,555
81195,81,248,220
79195,79,1659,1138
47195,47,2010,1492
03195,03,768,497
2B195,2B,60,27
30195,30,16,2
22195,22,929,618
29195,29,2687,1402
86195,86,145,155
34195,34,32,15
12195,12,113,68
07195,07,37,17
41195,41,33,53
53195,53,150,89
18195,18,56,65
42195,42,251,246
19195,19,84,113
23195,23,272,307
36195,36,148,199
43195,43,78,67
04195,04,173,179
44195,44,3153,1427
87195,87,42,37
82195,82,255,235
61196,61,540,419
80196,80,41,117
02196,02,78,105
21196,21,235,282
51196,51,220,278
76196,76,674,647
64196,64,43,24
14196,14,94,63
70196,70,64,92
25196,25,348,396
78196,78,142,54
39196,39,36,43
59196,59,584,238
57196,57,117,141
52196,52,28,43
54196,54,462,355
31196,31,71,79
77196,77,198,208
55196,55,29,53
50196,50,190,148
65196,65,27,35
08196,08,14,39
33196,33,53,48
24196,24,139,117
88196,88,2675,1584
67196,67,620,765
28196,28,736,762
01196,01,277,391
17196,17,148,161
62196,62,199,163
60196,60,209,361
32196,32,31,51
11196,11,58,50
71196,71,112,253
30196,30,106,156
27196,27,335,317
10196,10,42,69
63196,63,163,242
16196,16,155,248
68196,68,50,123
45196,45,509,338
09196,09,8,10
46196,46,38,35
40196,40,181,154
26196,26,581,311
35196,35,3165,1179
72196,72,142,225
74196,74,168,140
03196,03,58,57
47196,47,44,58
81196,81,249,251
58196,58,97,110
2A196,2A,24,27
73196,73,230,213
79196,79,610,621
22196,22,290,217
29196,29,773,494
86196,86,40,92
34196,34,54,49
37196,37,470,409
56196,56,202,95
07196,07,69,47
41196,41,28,27
53196,53,102,78
18196,18,27,22
85196,85,686,380
19196,19,140,134
69196,69,160,170
23196,23,47,54
36196,36,29,30
43196,43,50,75
15196,15,418,432
42196,42,39,33
66196,66,910,1038
44196,44,418,377
89196,89,386,523
62197,62,337,572
80197,80,16,9
02197,02,125,183
21197,21,13,12
14197,14,521,182
76197,76,68,65
64197,64,80,48
70197,70,195,212
25197,25,164,141
95197,95,6581,2354
60197,60,188,308
39197,39,124,98
59197,59,997,492
57197,57,129,190
52197,52,272,396
54197,54,905,445
31197,31,85,136
55197,55,34,66
77197,77,37,47
50197,50,696,482
65197,65,82,34
88197,88,102,116
24197,24,239,228
08197,08,16,8
89197,89,219,187
33197,33,80,163
61197,61,47,33
67197,67,607,346
28197,28,32,37
38197,38,417,524
17197,17,1039,626
01197,01,131,74
51197,51,22,32
16197,16,25,24
32197,32,88,50
11197,11,115,187
46197,46,330,283
30197,30,70,93
10197,10,58,53
63197,63,41,25
68197,68,158,142
45197,45,541,402
09197,09,8,12
85197,85,1403,705
26197,26,1527,958
40197,40,1345,1246
35197,35,605,260
72197,72,160,175
74197,74,401,317
03197,03,467,364
81197,81,61,70
47197,47,47,85
58197,58,49,42
79197,79,26,41
2A197,2A,30,43
73197,73,279,104
22197,22,1058,666
29197,29,1473,871
86197,86,116,119
34197,34,283,298
37197,37,141,116
07197,07,826,792
12197,12,587,556
53197,53,272,164
18197,18,2273,2053
69197,69,667,570
23197,23,96,74
36197,36,84,112
43197,43,111,123
42197,42,238,344
04197,04,804,1006
44197,44,473,378
66197,66,15,12
87197,87,153,162
56197,56,888,735
62198,62,114,108
80198,80,148,112
02198,02,46,69
21198,21,51,99
14198,14,93,79
76198,76,209,251
51198,51,173,210
91198,91,399,411
70198,70,225,333
64198,64,608,446
60198,60,68,142
39198,39,5856,3979
25198,25,145,225
59198,59,45,41
57198,57,34,77
52198,52,11,33
71198,71,87,125
54198,54,53,89
55198,55,165,191
77198,77,68,51
50198,50,154,107
88198,88,163,173
65198,65,452,192
08198,08,117,169
61198,61,49,38
89198,89,505,446
33198,33,380,428
67198,67,44,36
28198,28,223,218
38198,38,299,302
01198,01,98,55
17198,17,92,63
72198,72,970,476
32198,32,58,56
11198,11,255,284
31198,31,24,41
30198,30,60,74
44198,44,3303,1464
10198,10,23,42
63198,63,397,350
16198,16,115,160
68198,68,79,91
45198,45,64,97
27198,27,1256,1679
09198,09,67,64
46198,46,45,21
26198,26,9547,7478
40198,40,83,47
35198,35,265,110
03198,03,35,74
74198,74,452,151
58198,58,90,85
81198,81,116,103
2A198,2A,70,143
47198,47,86,87
79198,79,43,70
22198,22,1795,709
29198,29,761,384
86198,86,241,164
34198,34,3064,2626
12198,12,620,478
37198,37,72,106
56198,56,482,418
07198,07,294,310
41198,41,619,613
42198,42,253,281
18198,18,91,111
85198,85,564,234
53198,53,83,65
19198,19,27,27
69198,69,222,234
23198,23,47,34
43198,43,82,117
36198,36,96,141
15198,15,40,42
66198,66,94,129
87198,87,109,113
48198,48,178,156
62199,62,197,188
02199,02,78,232
80199,80,152,188
21199,21,43,27
76199,76,116,282
51199,51,71,151
70199,70,29,34
27199,27,120,214
64199,64,46,12
39199,39,382,344
95199,95,4018,2400
60199,60,69,88
25199,25,120,97
59199,59,211,208
57199,57,171,152
52199,52,10,25
71199,71,69,41
54199,54,117,120
